Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CHOX(53)
2.6190538154098657e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44557185854702575,0.11210495157554982,0.022638845512384851,0.0,1.5246708034352362e-07,3.5005339632531952e-05,5.6335674378378359e-06,4.0597697318988588e-08,3.436845314880144e-18,0.00023032478190538418,1.6525436024015981e-16,0.00016994997119774744,1.4113794790482878e-12,4.6983721232689847e-11,1.6227408704967178e-13,1.283662641706651e-15,1.1120759060802878e-07,2.640401886883443e-11,0.0063202086088085235,0.00035950476317945693,4.6300734942824068e-05,3.9480623547834881e-08,1.2969322681904408e-09,6.7310005898377787e-09,4.7282955639844013e-12,6.4188983849666212e-08,8.6936675719653123e-06,2.0851264334710139e-10,5.9983872034421504e-07,4.1399441058136445e-11,8.3417853301388057e-12,1.7550924117068342e-11,9.8772005595597765e-15
2.6279426333464007e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44556183708934644,0.11209538576056477,0.022638234939988719,0.0,1.5459401323364272e-07,3.5292551234299736e-05,5.6955860881347753e-06,4.100380970739591e-08,3.4994893240742639e-18,0.00023109926733882167,1.6808016359714529e-16,0.00017037192526171124,1.426036490553963e-12,4.7813784836371598e-11,1.6451686355279099e-13,1.3026124638402175e-15,1.1235357446769209e-07,2.6769042921833382e-11,0.0063289067245070043,0.00036066036460606215,4.6432587016055819e-05,3.9721088981800221e-08,1.3012592248832301e-09,6.7523942548278543e-09,4.7532388920645488e-12,6.4594930154223909e-08,8.7236143815659461e-06,2.1005723069522867e-10,6.0511071446571803e-07,4.1973094543527036e-11,8.4511750033338354e-12,1.7743786464069368e-11,9.9789285644980337e-15
2.6368314512829357e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44555186386367102,0.11208586676819464,0.022637624411471997,0.0,1.5674003111635895e-07,3.5580962785848762e-05,5.7580172521939308e-06,4.1412557473222454e-08,3.5629949622557601e-18,0.00023187367514028003,1.7094430739990811e-16,0.00017079304568208456,1.4407945281987039e-12,4.8655136487339229e-11,1.6678065697771618e-13,1.3217671285988108e-15,1.1350611742184558e-07,2.7137845233970023e-11,0.0063375577987516774,0.00036181543991698064,4.6563870926029064e-05,3.9961737526756915e-08,1.3055855117207209e-09,6.7737854959951987e-09,4.7782095440808804e-12,6.5000456046404633e-08,8.7534402650181923e-06,2.1160556661064724e-10,6.1040759739663413e-07,4.2552699602868687e-11,8.5614798066042281e-12,1.793792788124496e-11,1.008113238361426e-14
2.6457202692194707e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44554193861496527,0.11207639434648002,0.022637013926699617,0.0,1.5890519348075718e-07,3.5870571614555657e-05,5.8208613363435557e-06,4.1823948235203197e-08,3.6273698336994472e-18,0.00023264800500225744,1.7384717561144303e-16,0.00017121333392480819,1.4556539273200387e-12,4.9507880770139791e-11,1.6906555087772424e-13,1.3411279530114563e-15,1.1466521955923773e-07,2.7510451754944199e-11,0.0063461620838300373,0.0003629699889186201,4.6694590102105842e-05,4.0202566912319898e-08,1.3099111270241141e-09,6.7951743053302525e-09,4.8032067977555305e-12,6.5405547318525305e-08,8.7831447941434809e-06,2.1315761911877044e-10,6.1572932463119345e-07,4.3138297210712698e-11,8.6727022905218884e-12,1.8133349603810241e-11,1.0183810052147591e-14
2.6546090871560057e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4455320610895086,0.11206696824481617,0.022636403485537252,0.0,1.6108955948049583e-07,3.6161375039990506e-05,5.8841187346138436e-06,4.223798960244606e-08,3.6926215655005748e-18,0.00023342225661713458,1.7678915464294236e-16,0.00017163279145431499,1.4706150229855054e-12,5.0372122733330704e-11,1.7137162825294838e-13,1.3606962549520348e-15,1.1583088089806527e-07,2.7886888520166098e-11,0.0063547198306751823,0.00036412401142859295,4.6824747991745383e-05,4.0443574926601817e-08,1.3142360691140669e-09,6.8165606748286811e-09,4.8282299366216294e-12,6.5810189972680626e-08,8.8127275527785634e-06,2.1471335632589375e-10,6.2107585119839612e-07,4.3729928477324913e-11,8.7848449930940609e-12,1.8330052828961769e-11,1.0286959604638965e-14
2.6634979050925407e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44552223103488747,0.11205758821394565,0.022635793087851273,0.0,1.6329318793929317e-07,3.6453370374522323e-05,5.947789828793935e-06,4.2654689174423067e-08,3.7587578074267965e-18,0.0002341964296771796,1.7977063335970443e-16,0.0001720514197335639,1.4856781499911041e-12,5.1247967888742386e-11,1.7369897154744011e-13,1.3804733530986286e-15,1.1700310138784992e-07,2.8267181650685894e-11,0.0063632312888730934,0.00036527750727565964,4.6954348059220122e-05,4.0684759415326224e-08,1.3185603363107196e-09,6.8379445964914021e-09,4.8532782500878608e-12,6.6214370219926737e-08,8.8421881367190191e-06,2.1627274642245067e-10,6.2644713167771034e-07,4.4327634648574807e-11,8.8979104400160967e-12,1.8528038716055907e-11,1.0390579075318751e-14
2.6723867230290757e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44551244819999003,0.11204825400595106,0.022635182733508771,0.0,1.6551613735639648e-07,3.6746554923912658e-05,6.0118749884899411e-06,4.3074054540961579e-08,3.8257862317714631e-18,0.00023497052387455271,1.8279200308701725e-16,0.00017246922022407267,1.5008436428597464e-12,5.2135522210745516e-11,1.7604766264631929e-13,1.4004605668930737e-15,1.1818188091128595e-07,2.8651357353123016e-11,0.0063716967066698681,0.00036643047629967266,4.7083393784357447e-05,4.0926118280941019e-08,1.3228839269337242e-09,6.8593260623246107e-09,4.878351033498977e-12,6.6618074479424472e-08,8.8715261536617979e-06,2.1783575768622668e-10,6.3184312021458919e-07,4.493145710582397e-11,9.0119011449219902e-12,1.8727308386790372e-11,1.0494666498486536e-14
2.6812755409656108e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.445502712335,0.11203896537424794,0.022634572422377555,0.0,1.6775846591203262e-07,3.7040925987897509e-05,6.0763745711839926e-06,4.3496093282235429e-08,3.8937145332082032e-18,0.00023574453890131124,1.8585365761601879e-16,0.00017288619438594866,1.5161118358397251e-12,5.3034892135523446e-11,1.784177828730132e-13,1.4206592165007229e-15,1.1936721928605823e-07,2.9039441919595002e-11,0.0063801163309789369,0.00036758291835151796,4.7211888661306975e-05,4.1167649481732538e-08,1.3272068393022736e-09,6.8807050643398153e-09,4.9034475881928727e-12,6.7021289377543447e-08,8.9007412231467488e-06,2.1940235848552885e-10,6.3726377053580614e-07,4.5541437365813945e-11,9.1268196096326792e-12,1.8927862925388858e-11,1.0599219908882882e-14
2.6901643589021458e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44549302319139084,0.11202972207357749,0.022633962154326125,0.0,1.7002023147283716e-07,3.7336480860757296e-05,6.1412889222942561e-06,4.3920812968756055e-08,3.9625504286468103e-18,0.00023651847444941464,1.889559932095331e-16,0.00017330234367791896,1.5314830629031835e-12,5.3946184560349401e-11,1.8080941298658226e-13,1.4410706227704198e-15,1.2055911626663095e-07,2.9431461727645923e-11,0.0063884904073882188,0.00036873483329305615,4.7339836197333214e-05,4.1409351030940704e-08,1.3315290717351274e-09,6.9020815945538667e-09,4.9285672215539069e-12,6.7424001746928568e-08,8.9298329764972539e-06,2.2097251728231492e-10,6.4270903596460214e-07,4.6157617080553433e-11,9.2426683244020923e-12,1.9129703378788727e-11,1.0704237342053369e-14
2.6990531768386808e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44548338052192005,0.11202052385999947,0.022633351929223687,0.0,1.7230149159726091e-07,3.7633216831875253e-05,6.2066183752359379e-06,4.4348221161363848e-08,4.0323016570903939e-18,0.00023729233021072937,1.9209940860788241e-16,0.00017371766955735877,1.5469576577445968e-12,5.4869506842868823e-11,1.8322263317913398e-13,1.4616961071946897e-15,1.2175757154600745e-07,2.9827443240174527e-11,0.0063968191801672524,0.00036988622099706303,4.7467239911633574e-05,4.1651220995875646e-08,1.3358506225506428e-09,6.9234556449889827e-09,4.953709247062715e-12,6.7826198625530475e-08,8.9588010567598988e-06,2.2254620263527775e-10,6.4817886943564588e-07,4.6780038037204931e-11,9.359449768160779e-12,1.9332830756831614e-11,1.0809716834704832e-14
2.7079419947752158e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4454737840806231,0.11201137049088514,0.02263274174694015,0.0,1.7460230354095061e-07,3.7931131186284038e-05,6.2723632514832476e-06,4.4778325411219335e-08,4.1029759794937948e-18,0.00023806610587703332,1.9528430503467527e-16,0.00017413217348031829,1.5625359537792594e-12,5.5804966800386696e-11,1.8565752307332351e-13,1.4825369918701498e-15,1.2296258475746052e-07,3.0227413005361941e-11,0.0064051028922742764,0.00037103708134716843,4.7594103334181508e-05,4.1893257497036256e-08,1.3401714900667991e-09,6.9448272076727717e-09,4.9788729843426228e-12,6.8227867255601021e-08,8.9876451186432221e-06,2.2412338320288648e-10,6.5367322350980186e-07,4.7408742157970661e-11,9.4771664087572012e-12,1.953724603245705e-11,1.0915656425053765e-14
2.7168308127117508e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44546423362280807,0.11200226172491017,0.022632131607346104,0.0,1.7692272426210268e-07,3.8230221205200904e-05,6.338523860632295e-06,4.5211133259794468e-08,4.1745811786232286e-18,0.00023883980114002126,1.9851108620257057e-16,0.0001745458569015486,1.5782182841417828e-12,5.6752672709160094e-11,1.88114161719942e-13,1.5035945994581405e-15,1.2417415547623397e-07,3.0631397656598891e-11,0.0064133417853632852,0.00037218741423779463,4.7720430004594713e-05,4.2135458707231013e-08,1.3444916726012278e-09,6.9661962746382634e-09,5.0040577592025728e-12,6.8628995082655639e-08,9.0163648284555873e-06,2.2570402774638573e-10,6.5919205038870547e-07,4.8043771499978001e-11,9.5958207031965108e-12,1.9742950141898884e-11,1.1022054153167225e-14
2.7257196306482858e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44545472890504906,0.11199319732204766,0.022631521510312849,0.0,1.792628104267877e-07,3.853048416655119e-05,6.4051005004648902e-06,4.564665223886392e-08,4.2471250589171826e-18,0.00023961341569130946,2.0178015831901733e-16,0.00017495872127452623,1.5940049816845977e-12,5.7712733303695667e-11,1.9059262759559012e-13,1.5248702531455829e-15,1.2539228322121489e-07,3.1039423912412682e-11,0.0064215360997910368,0.00037333721957409367,4.7846223471028068e-05,4.2377822850701321e-08,1.3488111684712415e-09,6.9875628379239355e-09,5.0292629036768659e-12,6.9029569754403557e-08,9.0449598640421499e-06,2.2728810513274978e-10,6.6473530192914497e-07,4.8685168255164227e-11,9.7154150978767657e-12,1.9949943984884521e-11,1.1128908061296403e-14
2.7346084485848208e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44544526968518144,0.11198417704356103,0.02263091145571236,0.0,1.8162261841424361e-07,3.8831917345480402e-05,6.472093457013288e-06,4.6084889870496395e-08,4.3206154463484891e-18,0.00024038694922244052,2.0509193009197057e-16,0.00017537076805147617,1.6098963789764684e-12,5.868525777605249e-11,1.9309299860043949e-13,1.5463652766060608e-15,1.2661696745657737e-07,3.14515185763938e-11,0.0064296860746240261,0.0003744864972718842,4.7971487289091353e-05,4.2620348202248048e-08,1.3531299759938592e-09,7.0089268895737424e-09,5.0544877560615647e-12,6.9429579119647164e-08,9.0734299147209641e-06,2.2887558433759417e-10,6.7030292965724441e-07,4.933297475016066e-11,9.8359520288227121e-12,2.0158228424837031e-11,1.1236216194201935e-14
2.7434972665213558e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44543585572229516,0.11197520065199738,0.022630301443417287,0.0,1.840022043221364e-07,3.9134518014855012e-05,6.539503004625766e-06,4.6525853667046055e-08,4.3950601882876205e-18,0.00024116040142488823,2.084468127355828e-16,0.00017578199868339425,1.6258928083010105e-12,5.9670355775149999e-11,1.956153520560784e-13,1.5680809939611377e-15,1.2784820759339735e-07,3.1867708537121935e-11,0.0064377919476454265,0.00037563524725758651,4.809622502079143e-05,4.2863033086361301e-08,1.3574480934858357e-09,7.0302884216371283e-09,5.0797316609478392e-12,6.9829011227152766e-08,9.1017746812182353e-06,2.3046643444804264e-10,6.7589488478244915e-07,4.9987233446176194e-11,9.9574339219168246e-12,2.0367804289079787e-11,1.1343976599473056e-14
2.7523860844578908e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44542648677672975,0.11196626791118026,0.022629691473300982,0.0,1.864016239717862e-07,3.9438283445751859e-05,6.6073294060331228e-06,4.6969551131143784e-08,4.4704671533671495e-18,0.00024193377199006259,2.1184521997587129e-16,0.00017619241462006765,1.6419946016552215e-12,6.066813740608107e-11,1.9815976470344421e-13,1.5900187297419038e-15,1.2908600299123917e-07,3.2288020768091851e-11,0.0064458539553619793,0.00037678346946815809,4.8220440233498679e-05,4.3105875876353832e-08,1.3617655192636906e-09,7.0516474261690624e-09,5.1049939692521856e-12,7.0227854324492127e-08,9.1299938756027382e-06,2.3206062466555159e-10,6.8151111821131222e-07,5.0647986938880337e-11,1.0079863193127746e-11,2.0578672369043956e-11,1.145218732783822e-14
2.7612749023944258e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44541716261006797,0.111957378586203,0.022629081545237458,0.0,1.8882093291335699e-07,3.9743210907936361e-05,6.6755729124159797e-06,4.7415989755688675e-08,4.5468442313473661e-18,0.00024270706060931433,2.1528756805636113e-16,0.00017660201731009464,1.6582020907480149e-12,6.1678713229430473e-11,2.0072631270084024e-13,1.612179808850758e-15,1.3033035295971317e-07,3.2712482327638816e-11,0.0064538723330108605,0.00037793116385102717,4.8344136498937645e-05,4.3348874993498582e-08,1.3660822516437322e-09,7.0730038952300608e-09,5.1302740382435946e-12,7.0626096856858441e-08,9.1580872212194126e-06,2.3365812430868894e-10,6.8715158056107788e-07,5.131527795828548e-11,1.0203242248736054e-11,2.0790833420478439e-11,1.156084643346931e-14
2.7701637203309608e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44540788298513068,0.11194853244342175,0.022628471659101392,0.0,1.9126018643100898e-07,4.0049297670329597e-05,6.7442337634729488e-06,4.7865177023839424e-08,4.6241993329830577e-18,0.00024348026697394007,2.1877427574370421e-16,0.00017701080820090335,1.6745156069987646e-12,6.2702194260598509e-11,2.033150716220378e-13,1.6345655565234325e-15,1.3158125676000541e-07,3.3141120358863593e-11,0.0064618473145665054,0.00037907833036402572,4.8467317392201533e-05,4.3592028906170557e-08,1.3703982889420877e-09,7.0943578208862058e-09,5.1555712315680216e-12,7.1023727465855829e-08,9.1860544526221664e-06,2.3525890281587039e-10,6.9281622217306433e-07,5.1989149368628742e-11,1.0327573485557316e-11,2.1004288163662423e-11,1.1669951974278412e-14
2.7790525382674958e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44539864766597043,0.11193972925044882,0.022627861814768151,0.0,1.9371943954801157e-07,4.035654100146447e-05,6.8133121874895943e-06,4.8317120409005774e-08,4.7025403898913939e-18,0.00024425339077518683,2.2230576433327328e-16,0.00017741878873876889,1.6909354815358542e-12,6.3738691969129799e-11,2.0592611645446209e-13,1.657177298291254e-15,1.3283871360637938e-07,3.3573962089557113e-11,0.0064697791327474044,0.00038022496897532242,4.8589986490790347e-05,4.3835336128993122e-08,1.3747136294747328e-09,7.1157091952091674e-09,5.1808849192696155e-12,7.1420734988264974e-08,9.2138953155058625e-06,2.3686292974805011e-10,6.9850499312584164e-07,5.2669644168253066e-11,1.0452859291162284e-11,2.1219037283620404e-11,1.1779502012207551e-14
2.7879413562040308e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44538945641786637,0.11193096877614583,0.022627252012113755,0.0,1.9619874703181551e-07,4.0664938169930749e-05,6.8828084014082121e-06,4.8771827374840054e-08,4.7818753544209542e-18,0.00024502643170425716,2.2588245765473259e-16,0.00017782596036882973,1.7074620451952403e-12,6.4788318278047485e-11,2.0855952159746255e-13,1.6800163599436512e-15,1.341027226676492e-07,3.4011034832124765e-11,0.00647766801902283,0.00038137107966335385,4.8712147373672643e-05,4.4078795221989486e-08,1.3790282715575144e-09,7.1370580102762351e-09,5.2062144778096414e-12,7.181710845478563e-08,9.2416095666375837e-06,2.384701747913695e-10,7.0421784324820829e-07,5.3356805489487864e-11,1.0579102044094427e-11,2.1435081430339699e-11,1.1889494613511425e-14
2.796830174140566e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44538030900731873,0.1119222507906171,0.022626642251014881,0.0,1.9869816339908371e-07,4.0974486444809493e-05,6.9527226108983665e-06,4.9229305375228626e-08,4.8622121995218176e-18,0.00024579938945231344,2.2950478207758294e-16,0.00017823232453510323,1.7240956285190149e-12,6.5851185563192528e-11,2.1121536086066617e-13,1.7030840674909059e-15,1.3537328306862581e-07,3.4452365983510352e-11,0.0064855142036195808,0.00038251666241675519,4.8833803620370354e-05,4.4322404789738985e-08,1.38334221350618e-09,7.1584042581703269e-09,5.2315592900822979e-12,7.221283708875655e-08,9.269196973787091e-06,2.4008060775975852e-10,7.0995472213195868e-07,5.4050676598529033e-11,1.0706304114084621e-11,2.1652421218990315e-11,1.1999927849033614e-14
2.805718992077101e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44537120520204215,0.11191357506520276,0.022626032531348879,0.0,2.0121774292067779e-07,4.1285183096096683e-05,7.0230550104282071e-06,4.9689561854283423e-08,4.9435589186167699e-18,0.00024657226371048311,2.3317316651668352e-16,0.00017863788268049965,1.7408365617539834e-12,6.6927406652568301e-11,2.1389370746241419e-13,1.7263817471271561e-15,1.3665039389153494e-07,3.4897983025119636e-11,0.0064933179155286418,0.0003836617172342912,4.8954958810066796e-05,4.4566163480539399e-08,1.3876554536364075e-09,7.1797479309800153e-09,5.2569187454281573e-12,7.2607910304855471e-08,9.2966573156565815e-06,2.4169419859749611e-10,7.157155791444484e-07,5.4751300895318322e-11,1.0834467862262858e-11,2.1871057230147034e-11,1.2110799794475147e-14
2.814607810013636e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44536214477096103,0.11190494137247232,0.022625422852993741,0.0,2.0375753962660137e-07,4.1597025395116052e-05,7.0938057833365178e-06,5.0152604246333604e-08,5.0259235254735424e-18,0.00024734505416986342,2.3688804243774847e-16,0.00017904263624683541,1.7576851748502427e-12,6.8017094825690593e-11,2.1659463402828131e-13,1.7499107251936458e-15,1.3793405417740809e-07,3.5347913522743525e-11,0.0065010793825118337,0.0003848062441247848,4.9075616520737335e-05,4.4810069985574239e-08,1.3919679902638301e-09,7.2010890207995579e-09,5.2822922396450164e-12,7.3002317707778354e-08,9.3239903818097065e-06,2.4331091738172353e-10,7.2150036344095258e-07,5.5458721913422263e-11,1.0963595641367401e-11,2.2090990010013992e-11,1.2222108530657884e-14
2.823496627950171e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44535312748420369,0.11189634948621796,0.022624813215828116,0.0,2.0631760731089668e-07,4.1910010614921767e-05,7.1649751019055055e-06,5.0618439975917012e-08,5.1093140540781241e-18,0.00024811776052152581,2.4064984386281924e-16,0.00017944658667484555,1.7746417974597762e-12,6.9120363812942675e-11,2.1931821258967664e-13,1.7736723281422291e-15,1.3922426292744621e-07,3.5802185126480908e-11,0.0065087988311084196,0.00038595024310704603,4.9195780328302624e-05,4.5054123038086562e-08,1.3962798217040627e-09,7.222427519728901e-09,5.3076791749961018e-12,7.339604909090074e-08,9.3511959725998854e-06,2.4493073432491517e-10,7.2730902397681737e-07,5.6172983319910345e-11,1.1093689795950581e-11,2.2312220070651312e-11,1.2333852143779174e-14
2.832385445886706e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44534415311309655,0.11188779918144796,0.022624203619731303,0.0,2.088979995364947e-07,4.2224136030690389e-05,7.2365631274342883e-06,5.1087076457771926e-08,5.1937385585091046e-18,0.00024889038245652108,2.4445900737571271e-16,0.00017984973540419486,1.791706758935047e-12,7.0237327794935596e-11,2.2206451458252695e-13,1.7976678824991321e-15,1.405210191043565e-07,3.6260825570661181e-11,0.0065164764866416768,0.00038709371420980033,4.9315453805804178e-05,4.529832141255862e-08,1.4005909462727309e-09,7.2437634198737091e-09,5.3330789602161769e-12,7.3789094434921015e-08,9.3782738990979508e-06,2.4655361977730373e-10,7.3314150951940445e-07,5.6894128915232795e-11,1.122475266258232e-11,2.2534747890203997e-11,1.2446028725662485e-14
2.841274263823241e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44533522143015858,0.11187929023438015,0.022623594064583231,0.0,2.1149876964001816e-07,4.2539398920102776e-05,7.3085700103130846e-06,5.1558521096828579e-08,5.2792051128130154e-18,0.00024966291966588354,2.4831597212744377e-16,0.00018025208387348828,1.8088803883276038e-12,7.1368101401873749e-11,2.2483361084604015e-13,1.8218987148289652e-15,1.418243216336625e-07,3.672386267376631e-11,0.0065241125732254275,0.00038823665747161597,4.9434640522601865e-05,4.5542663923898184e-08,1.4049013622854966e-09,7.2650967133453807e-09,5.3584910105149651e-12,7.4181443906487222e-08,9.4052239830190867e-06,2.4817954422926248e-10,7.3899776865983241e-07,5.7622202633097683e-11,1.1356786570050052e-11,2.2758573913132828e-11,1.2558636373999268e-14
2.850163081759776e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44532633220909562,0.11187082242243541,0.022622984550264492,0.0,2.1411997073653463e-07,4.28557965637157e-05,7.3809958900980604e-06,5.2032781288200988e-08,5.3657218108806982e-18,0.00025043537184063632,2.5222117984162505e-16,0.00018065363352028055,1.8261630143866928e-12,7.2512799712925796e-11,2.276255716215501e-13,1.8463661516990072e-15,1.4313416940498746e-07,3.7191324338352625e-11,0.0065317073137705533,0.00038937907294083022,4.9553344043593248e-05,4.578714942663103e-08,1.4092110680580845e-09,7.2864273922610682e-09,5.3839147475786022e-12,7.4573087856808224e-08,9.432046056649138e-06,2.4980847831364052e-10,7.4487774982450677e-07,5.8357248540347561e-11,1.1489793839556311e-11,2.2983698550447429e-11,1.2671673192586328e-14
2.859051899696311e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44531748522479536,0.11186239552423123,0.022622375076656303,0.0,2.1676165572426088e-07,4.3173326245323428e-05,7.4538408955868713e-06,5.2509864417178544e-08,5.4532967663246504e-18,0.00025120773867179575,2.5617507481984025e-16,0.00018105438578108464,1.8435549655578797e-12,7.3671538255600411e-11,2.3044046655144127e-13,1.8710715196437338e-15,1.4445056127331169e-07,3.7663238550972221e-11,0.0065392609299914466,0.00039052096067547639,4.9671567928454427e-05,4.603177681410063e-08,1.4135200619063113e-09,7.3077554487436977e-09,5.4093495995686769e-12,7.4964016820250282e-08,9.4587399627702669e-06,2.5144039280805773e-10,7.5078140128644659e-07,5.9099310836835333e-11,1.1623776784912953e-11,2.3210122179941364e-11,1.2785137291555596e-14
2.867940717632846e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4453086802533211,0.11185400931957527,0.022621765643640518,0.0,2.1942387728921638e-07,4.3491985252309474e-05,7.5271051448947916e-06,5.2989777859217766e-08,5.5419381123573413e-18,0.0002519800198503758,2.6017810394699392e-16,0.00018145434209137953,1.8610565699816731e-12,7.484443300512745e-11,2.3327836467815281e-13,1.8960161451296263e-15,1.4577349606020392e-07,3.8139633382094039e-11,0.0065467736424124467,0.00039166232074320872,4.9789315730902096e-05,4.6276545017674714e-08,1.4178283421461095e-09,7.3290808749219857e-09,5.4347950011193076e-12,7.5354221512920042e-08,9.485305554586002e-06,2.5307525863715097e-10,7.5670867117640467e-07,5.9848433855299763e-11,1.1758737712732702e-11,2.3437845146429026e-11,1.2899026787599233e-14
2.876829535569381e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44529991707190641,0.11184566358945885,0.02262115625109961,0.0,2.2210668790982511e-07,4.3811770875988427e-05,7.6007887455315194e-06,5.3472528979934171e-08,5.6316540016704961e-18,0.00025275221506739355,2.6423071669663636e-16,0.00018185350388561725,1.8786681554921649e-12,7.6031600383844337e-11,2.3613933444326139e-13,1.921201354520234e-15,1.4710297255502622e-07,3.8620536986024517e-11,0.006554245670374245,0.00039280315322122737,4.990659099797659e-05,4.6521453005958803e-08,1.4221359070935559e-09,7.350403662930461e-09,5.4602503933320314e-12,7.5743692831234632e-08,9.5117426956456546e-06,2.5471304687477907e-10,7.6265950749378144e-07,6.0604662061240529e-11,1.1894678922617614e-11,2.3666867761984581e-11,1.301333980418664e-14
2.885718353505916e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44529119545894985,0.11183735811605086,0.0226205468989167,0.0,2.2481013986146587e-07,4.4132680411938282e-05,7.6748917944785512e-06,5.3958125135093896e-08,5.7224526063153075e-18,0.00025352432401387252,2.6833336513626369e-16,0.00018225187259722893,1.8963900496156641e-12,7.7233157260587259e-11,2.3902344368664333e-13,1.9466284740415101e-15,1.4843898951611473e-07,3.9105977600828033e-11,0.0065616772320402292,0.00039394345819620337,5.0023397269345606e-05,4.6766499784017415e-08,1.4264427550648975e-09,7.3717238049094694e-09,5.4857152237687678e-12,7.613242185047987e-08,9.5380512597681662e-06,2.5635372874618224e-10,7.6863385811733369e-07,6.1368040052792279e-11,1.2031602707344497e-11,2.3897190306182722e-11,1.3128074471778054e-14
2.894607171442451e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44528251519400947,0.11182909268269101,0.02261993758697552,0.0,2.275342852209693e-07,4.445471116032293e-05,7.7494143782671611e-06,5.4446573670605736e-08,5.8143421175835939e-18,0.00025429634638084858,2.7248650393259315e-16,0.00018264944965863,1.9142225795693535e-12,7.8449220950087709e-11,2.4193075964571363e-13,1.9722988297474146e-15,1.4978154567193364e-07,3.959598354824685e-11,0.0065690685444028301,0.00039508323576420141,5.0139738076628327e-05,4.7011684392602328e-08,1.4307488843765769e-09,7.3930412930052081e-09,5.5111889464428554e-12,7.6520399823357759e-08,9.564231130965365e-06,2.5799727563009697e-10,7.7463167081567914e-07,6.213861256059862e-11,1.2169511353047706e-11,2.4128813026341174e-11,1.3243228928029935e-14
2.903495989378986e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44527387605779661,0.11182086707388393,0.022619328315160427,0.0,2.3027917587106173e-07,4.4777860426205628e-05,7.824356573056951e-06,5.4937881922512791e-08,5.9073307458898607e-18,0.00025506828185937357,2.7669059035681437e-16,0.00018304623650122488,1.9321660722599428e-12,7.9679909212373913e-11,2.4486134895474299e-13,1.9982137474857866e-15,1.5113063972220485e-07,4.0090583233620835e-11,0.006576419823289807,0.00039622248603060444,5.0255616942739746e-05,4.7257005907388931e-08,1.4350542933452584e-09,7.4143561193697224e-09,5.536671021808189e-12,7.6907618178523768e-08,9.5902822033646852e-06,2.5964365906082814e-10,7.8065289325759617e-07,6.2916424447685326e-11,1.2308407139398445e-11,2.4361736137764951e-11,1.3358801317996119e-14
