Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(84),CH2X(27),CHX(28),CX(26),OCX(25)
1.8742265421516525e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33299568257161777,0.11445431875932585,0.022643493685110247,3.5632855597800742e-20,3.2931112371964727e-10,4.4763772887200274e-10,1.1332021493436016e-08,4.6406017495073313e-14,1.5091471531812307e-12,3.0868854348239305e-07,2.134803485803898e-22,1.0277140209353904e-10,1.3484846062245075e-15,4.5682729555237166e-13,5.4374642136814016e-21,1.5139353730634463e-23,5.6337459486644072e-10,6.3499026672058635e-18,0.0042153060108446553,0.00035613240020987408,4.8483553909335618e-09,3.2826635694587045e-09,4.1775055647534139e-07,7.2979995109012426e-14,5.3133798270513564e-11,3.5149781058088839e-13,1.0098382361201382e-09,1.5325488655645899e-08,8.8941797095744653e-16
1.8882362291072357e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33297786611796137,0.11443912542601613,0.022642182472345462,3.7620298393258976e-20,3.4092856088026118e-10,4.6115724876638346e-10,1.1576531782763002e-08,4.7343840865437678e-14,1.5374293760109214e-12,3.1235431891434513e-07,2.2413592876764919e-22,1.0423075474163912e-10,1.3898451248154911e-15,4.7107339930187327e-13,5.6352433033533364e-21,1.5594824190586857e-23,5.7773594653062146e-10,6.5892468924329212e-18,0.0042304953183410765,0.00035875449228076864,4.8756841341546956e-09,3.3443189072269008e-09,4.2262813983896802e-07,7.5120592990475647e-14,5.3768588569675266e-11,3.538392734660634e-13,1.0264127606237114e-09,1.5396431308081867e-08,9.01146015985164e-16
1.902245916062819e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33296019805095506,0.11442408004547246,0.022640871475785123,3.9701992428536358e-20,3.5288787190712796e-10,4.7499131128170072e-10,1.1823963725931127e-08,4.8296177205222531e-14,1.5660447211414453e-12,3.1603977637567303e-07,2.3524721447176339e-22,1.0570320889046032e-10,1.4321889425032723e-15,4.8566775930064867e-13,5.8389797055600128e-21,1.6060014343149163e-23,5.9236268818840053e-10,6.8359075078918895e-18,0.0042455366515299761,0.00036137614766969039,4.9030190684037549e-09,3.4067109073101301e-09,4.2753039202612198e-07,7.7315728665209714e-14,5.4406762829775576e-11,3.5618974570643702e-13,1.0430794110076352e-09,1.5466209361934884e-08,9.1289392723162598e-16
1.916255603018402e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33294267693001334,0.11440918117946229,0.022639560694234419,4.1881608540813506e-20,3.6519718287297434e-10,4.8914511482703991e-10,1.2074314680148453e-08,4.9263196349616724e-14,1.5949949424481406e-12,3.1974491143993346e-07,2.4683053499639192e-22,1.0718881967070374e-10,1.4755329392617891e-15,5.0061660401691365e-13,6.0488181282618357e-21,1.6535038318706325e-23,6.0725789788933998e-10,7.0900578879931262e-18,0.0042604314486478076,0.00036399736875387554,4.9303602681558931e-09,3.4698433712601125e-09,4.3245727826447404e-07,7.95665785974555e-14,5.5048319669737962e-11,3.585493024893458e-13,1.0598365305828693e-09,1.5534827493269572e-08,9.2466060287040413e-16
1.9302652899739853e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33292530132856513,0.11439442740374473,0.022638250126510308,4.4162928430435443e-20,3.7786476751005073e-10,5.0362390906750462e-10,1.2327581671961557e-08,5.0245069592510635e-14,1.6242817931061791e-12,3.2346971974182813e-07,2.5890269523610666e-22,1.0868764198396533e-10,1.5198941790784454e-15,5.1592623335241024e-13,6.2649060279233043e-21,1.702001012278755e-23,6.224246680422943e-10,7.3518743742099667e-18,0.0042751811339394258,0.00036661815788724937,4.957707806697774e-09,3.5337200893864936e-09,4.3740876345680377e-07,8.1874338936063938e-14,5.5693257719786768e-11,3.6091801812441993e-13,1.0766824705837574e-09,1.5602290706844349e-08,9.3644496300816012e-16
1.9442749769295685e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33290806983391774,0.11437981730793399,0.022636939771441347,4.6549846978683844e-20,3.9089904903541623e-10,5.1843299504754339e-10,1.2583761404955378e-08,5.1241969693891692e-14,1.6539070255962886e-12,3.2721419697625201e-07,2.7148098645279135e-22,1.1019973050215422e-10,1.5652899108840887e-15,5.3160301899784399e-13,6.4873936490691356e-21,1.7515043623591593e-23,6.3786610535245536e-10,7.6215363073300459e-18,0.0042897871177944311,0.000369238517400651,4.9850617561435898e-09,3.598344840541665e-09,4.4238481217622071e-07,8.424022574223152e-14,5.634157562127245e-11,3.6329596629003511e-13,1.0936155900027284e-09,1.5668604328479333e-08,9.4824594911407757e-16
1.9582846638851517e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33289098104712189,0.11436534949536441,0.022635629627867623,4.9046374589708766e-20,4.0430860198488491e-10,5.335777253115482e-10,1.2842850267568089e-08,5.2254070887235467e-14,1.6838723917103838e-12,3.309783388973553e-07,2.8458319722938022e-22,1.1172513966689115e-10,1.611737569482799e-15,5.4765340478567912e-13,6.7164340642597986e-21,1.8020252539818767e-23,6.5358533075796689e-10,7.8992260598692548e-18,0.0043042507968822103,0.00037185844960205581,5.0124221874509242e-09,3.6637213921168077e-09,4.4738538865846857e-07,8.6665475157778099e-14,5.6993272026499232e-11,3.6568321966401792e-13,1.1106342581390954e-09,1.5733773994597125e-08,9.6006252544921921e-16
1.972294350840735e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33287403358283746,0.11435102258295692,0.022634319694640626,5.1656639556619458e-20,4.1810215405879442e-10,5.4906350402073217e-10,1.3104844340829581e-08,5.3281548886892732e-14,1.7141796425571176e-12,3.3476214131761745e-07,2.9822762460280575e-22,1.1326392368889048e-10,1.6592547764814741e-15,5.640839070430699e-13,6.9521832144894112e-21,1.8535750428809533e-23,6.6958547936581767e-10,8.1851290686481868e-18,0.0043185735542856322,0.00037447795677679555,5.0397891704363314e-09,3.7298534997045275e-09,4.5241045679885951e-07,8.9151343667091688e-14,5.7648345598555255e-11,3.6807985051741662e-13,1.1277368528516625e-09,1.5797805646136602e-08,9.7189367733692335e-16
1.986304037796318e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3328572260692006,0.11433683520108633,0.022633009970623109,5.4384890451530477e-20,4.3228858797433853e-10,5.6489578706774952e-10,1.3369739406307675e-08,5.4324580895472198e-14,1.7448305285673386e-12,3.3856560010693486e-07,3.1243308537803662e-22,1.1481613654732095e-10,1.7078593412192203e-15,5.8090111494050311e-13,7.1947999500089368e-21,1.9061650674992737e-23,6.8586970038745009e-10,8.4794338675311412e-18,0.0043327567596334379,0.0003770970411877757,5.0671627737908201e-09,3.7967449072790849e-09,4.5745998014202096e-07,9.1699108211988268e-14,5.8306795011144948e-11,3.7048592979811379e-13,1.144921765493456e-09,1.5860705515579566e-08,9.8373841431775737e-16
2.0003137247519013e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33284055714769295,0.11432278599345058,0.022631700454689006,5.7235498539689294e-20,4.4687694333250868e-10,5.810800821866301e-10,1.3637530953797273e-08,5.5383345611219297e-14,1.775826799499474e-12,3.4238871119172021e-07,3.2721892762509385e-22,1.1638183198915243e-10,1.7575692616965452e-15,5.9811169084303815e-13,7.4444460715776274e-21,1.9598066478641208e-23,7.0244115707337606e-10,8.7823321203275682e-18,0.0043468017692313522,0.00037971570507569133,5.0945430650949405e-09,3.8643993465570425e-09,4.6253392188306703e-07,9.4310066539975433e-14,5.8968618948423791e-11,3.7290152860054896e-13,1.1621873952358649e-09,1.5922480124844133e-08,9.9559576557793214e-16
2.012922443011926e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33282567250244266,0.11431025873519897,0.022630522067337872,5.9909374864557339e-20,4.6035770511781716e-10,5.9595151211883844e-10,1.3881015882212621e-08,5.634983422518427e-14,1.8040201930842962e-12,3.4584631055867355e-07,3.4103884031373152e-22,1.1780252972983169e-10,1.8032682973949909e-15,6.139431044993429e-13,7.6752738449118142e-21,2.0089924906530556e-23,7.1760368027177416e-10,9.0624489094078989e-18,0.0043593252308564102,0.00038207214486179954,5.1191911004380351e-09,3.9259438088823665e-09,4.6712131646626038e-07,9.6715049062913164e-14,5.9567144631331463e-11,3.7508376381840089e-13,1.1777941668624358e-09,1.5977120784380905e-08,1.0062773861923863e-15
2.025531161271951e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3328108980552954,0.11429784133991762,0.022629343846825765,6.2689367111916328e-20,4.7417828866495545e-10,6.1111666356126707e-10,1.4126839395361363e-08,5.7329344688078975e-14,1.8324960398572837e-12,3.4931982213856437e-07,3.5535985097619434e-22,1.1923423056252196e-10,1.8498907914134096e-15,6.3010356300626891e-13,7.9120510983219109e-21,2.0590474711475266e-23,7.3300376356156339e-10,9.3498284060384572e-18,0.0043717388120894391,0.00038442824742398389,5.1438446546060656e-09,3.9881120434291651e-09,4.7172843250278603e-07,9.9173262239130285e-14,6.0168401676875367e-11,3.7727381663951445e-13,1.1934638884676399e-09,1.6030860623999595e-08,1.0169677838109269e-15
2.0368790077059733e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33279769447602475,0.11428675882208551,0.022628283590352436,6.5284939989371703e-20,4.8691308134815374e-10,6.25019838924358e-10,1.4350076858447311e-08,5.8222148026420878e-14,1.8583668525621391e-12,3.5245958514154301e-07,3.6868980022083567e-22,1.205322009413541e-10,1.8926517614412029e-15,6.4493344902133389e-13,8.1303400823406605e-21,2.104846851997841e-23,7.4706888202107734e-10,9.6148004887114956e-18,0.0043828178823843997,0.00038654845271640263,5.1660376108278093e-09,4.0445990075401942e-09,4.7589167597911619e-07,1.014319841430854e-13,6.0711867557378674e-11,3.7925158936059479e-13,1.2076195201727814e-09,1.6078460663907387e-08,1.0265961012244449e-15
2.048226854139996e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33278457868066996,0.1142757638191184,0.022627223467795193,6.7971837216639665e-20,4.999338577327733e-10,6.3916729771297655e-10,1.4575202514032202e-08,5.9125705056326379e-14,1.8844684130485139e-12,3.5561223266577842e-07,3.8244937395322382e-22,1.2183914327372414e-10,1.9361816198528028e-15,6.6003760545082954e-13,8.3536407524616879e-21,2.1513628592384411e-23,7.6133002373913739e-10,9.885882060902609e-18,0.0043938094237065536,0.00038866838729207249,5.1882351091887643e-09,4.1015953694785154e-09,4.8007085120235162e-07,1.0373535587043255e-13,6.1257544402150651e-11,3.8123577062794655e-13,1.2218243978913263e-09,1.6125339324546649e-08,1.0362305243625594e-15
2.0595747005740183e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33277154997843267,0.11426485564134312,0.022626163478581689,7.0752692516234897e-20,5.1324581068628509e-10,6.535620920395334e-10,1.4802213317459711e-08,6.0040114382681758e-14,1.9108016496306312e-12,3.5877776267624598e-07,3.9665020773967455e-22,1.2315508556124085e-10,1.9804903903323569e-15,6.7541975084553653e-13,8.5820464540263986e-21,2.1986014576366007e-23,7.7578890304583414e-10,1.0163182710036113e-17,0.0044047141257307276,0.00039078805228988394,5.2104371830371308e-09,4.1591030828575884e-09,4.8426593772587607e-07,1.0608411814887041e-13,6.1805431535916887e-11,3.8322639646166346e-13,1.2360777043673269e-09,1.6171500698757597e-08,1.045870592180824e-15
2.070922547008041e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33275860768396204,0.11425403360452535,0.022625103622144125,7.3630198236335864e-20,5.2685420502862656e-10,6.6820729656613441e-10,1.5031106116874991e-08,6.096547527138252e-14,1.9373674903452057e-12,3.6195617316023961e-07,4.1130419406708614e-22,1.2448005570389584e-10,2.0255881799430302e-15,6.9108363606526512e-13,8.8156519019769027e-21,2.246568601640906e-23,7.9044724015827843e-10,1.0446813448853697e-17,0.0044155326726930486,0.00039290744883965214,5.232643865277079e-09,4.2171240959581388e-09,4.8847691493544664e-07,1.0847902108351582e-13,6.2355528287533211e-11,3.8522350210244846e-13,1.2503786309971291e-09,1.6216948980082178e-08,1.0555158548351342e-15
2.0822703934420634e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33274575111731214,0.11424329702982637,0.022624043897919201,7.6607106243571966e-20,5.4076437820074752e-10,6.8310600853592231e-10,1.5261877655975741e-08,6.1901887651897992e-14,1.9641668629531402e-12,3.6514746212708413e-07,4.2642348676256669e-22,1.2581408149979669e-10,2.0714851794505782e-15,7.0703304439577169e-13,9.054553196188846e-21,2.2952702350564506e-23,8.053067611566474e-10,1.0736886727237581e-17,0.0044262657434339502,0.00039502657806218708,5.2548551883736298e-09,4.2756603514057147e-09,4.9270376204938843e-07,1.109208242450806e-13,6.2907833989932575e-11,3.8722712254215349e-13,1.2647263761770757e-09,1.6261688461635339e-08,1.0651658724272637e-15
2.093618239876086e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33273297960389941,0.11423264524376055,0.022622984305348138,7.9686228825010498e-20,5.5498174093541283e-10,6.9826134780379116e-10,1.549452457687049e-08,6.2849452119834739e-14,1.9912006949412072e-12,3.6835162760785129e-07,4.4202050548672641e-22,1.2715719064489172e-10,2.1181916636468392e-15,7.2327179166412972e-13,9.2988478369729497e-21,2.344712290731187e-23,8.2036919796022098e-10,1.1033516444094932e-17,0.004436914011440733,0.00039714544106936284,5.2770711843575913e-09,4.3347137861909255e-09,4.9694645811896189e-07,1.1341029674877104e-13,6.3462347980073094e-11,3.8923729307791759e-13,1.2791201431438329e-09,1.6305723535376983e-08,1.0748202132488427e-15
2.1049660863101084e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3327202924744595,0.11422207757815309,0.022621924843876571,8.2870439594365886e-20,5.6951177793441813e-10,7.1367645686555004e-10,1.5729043422792123e-08,6.3808269939499017e-14,2.0184699135237038e-12,3.7156866765507757e-07,4.5810794026562524e-22,1.2850941073269362e-10,2.1657179916731957e-15,7.3980372635736266e-13,9.5486347406639258e-21,2.3949006902486782e-23,8.3563628830295495e-10,1.1336817959273152e-17,0.0044474781448898887,0.00039926403896418662,5.2992918848302127e-09,4.3942863319265799e-09,5.0120498202147285e-07,1.1594821734713849e-13,6.4019069598886416e-11,3.9125404807566996e-13,1.2935591448278507e-09,1.6349058684517465e-08,1.0844784570193886e-15
2.116313932744131e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33270768906500631,0.11421159337009802,0.022620865512954558,8.6162674406475802e-20,5.8436004854642617e-10,7.2935450088532361e-10,1.5965430640686757e-08,6.4778443046458378e-14,2.0459754456440907e-12,3.7479858034248775e-07,4.7469875609166482e-22,1.2987076925399954e-10,2.2140746073439646e-15,7.5663272973875651e-13,9.8040142553664239e-21,2.4458413436311811e-23,8.5110977570873093e-10,1.1646908105531661e-17,0.0044579588066890182,0.00040138237284086705,5.3215173209678453e-09,4.4543799142619975e-09,5.0547931246046976e-07,1.1853537447591184e-13,6.4577998191226844e-11,3.9327742149501748e-13,1.3080426024695293e-09,1.6391698482283757e-08,1.0941401939408472e-15
2.1276617791781534e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33269516871678978,0.11420119196191664,0.022619806312036528,8.9565932276902409e-20,5.9953218744202061e-10,7.4529866772378183e-10,1.6203682584107507e-08,6.5760074050102198e-14,2.0737182179766073e-12,3.78041363764718e-07,4.9180619757076795e-22,1.3124129359660192e-10,2.2632720394697441e-15,7.7376271596005498e-13,1.0065088176805238e-20,2.4975401490499346e-23,8.6679140946698501e-10,1.1963905200550338e-17,0.0044683566545184704,0.00040350044378488286,5.343747523526778e-09,4.5149964529995661e-09,5.0976942796762421e-07,1.2117256621671315e-13,6.5139133105820755e-11,3.9530744798457499e-13,1.3225697418553485e-09,1.6433647592760383e-08,1.1038050217827397e-15
2.139009625612176e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3326827307762541,0.11419087270111616,0.022618747240581251,9.30832763096654e-20,6.1503390530214976e-10,7.615121679638536e-10,1.6443795515868763e-08,6.6753266236201337e-14,2.1016991569278688e-12,3.8129701603704544e-07,5.0944379363704398e-22,1.3262101104499754e-10,2.3133209021806953e-15,7.9119763218107473e-13,1.0331959764328478e-20,2.55000299254504e-23,8.8268294460762014e-10,1.2287929058992386e-17,0.0044786723408726126,0.00040561825287304824,5.3659825228477154e-09,4.5761378627293096e-09,5.1407530689443829e-07,1.2386060060937711e-13,6.5702473695216821e-11,3.9734416112670306e-13,1.3371397991977553e-09,1.64749107623293e-08,1.1134725496724717e-15
2.1503574720461984e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33267037459499776,0.11418063494034886,0.022617688298051802,9.6717834630149929e-20,6.3087098950203353e-10,7.7799823493509672e-10,1.6685765610606278e-08,6.7758123569466845e-14,2.1299191886384411e-12,3.8456553529511836e-07,5.2762536231779803e-22,1.3400994878009401e-10,2.3642318952497843e-15,8.0894145868405541e-13,1.0604733757023494e-20,2.6032357477534304e-23,8.9878614187579698e-10,1.2619101004606489e-17,0.0044889065131007945,0.00040773580117358131,5.3882223488602557e-09,4.6378060517031948e-09,5.183969274122276e-07,1.2660029572954305e-13,6.6268019315736657e-11,3.9938759370810167e-13,1.3517520205118268e-09,1.651549281770558e-08,1.1231423979033258e-15
2.161705318480221e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33265809952973202,0.11417047803737132,0.022616629483915515,1.0047280132570657e-19,6.470493047886031e-10,7.9476012473887003e-10,1.6929588957652808e-08,6.8774750696107647e-14,2.1583792389843945e-12,3.8784691969469096e-07,5.4636501556329925e-22,1.3540813387890561e-10,2.4160158044159429e-15,8.2699820898022228e-13,1.0883516389978712e-20,2.6572442756458169e-23,9.1510276770705556e-10,1.295754388238025e-17,0.0044990598134479632,0.00040985308974617041,5.4104670310877214e-09,4.7000029217954241e-09,5.2273426751616313e-07,1.2939247914785031e-13,6.6835769327426281e-11,4.0143777982975385e-13,1.3664056558619642e-09,1.6555398668785815e-08,1.1328141937107581e-15
2.1730531649142434e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33264590494224078,0.11416040135500422,0.022615570797643977,1.0435143739198802e-19,6.6357479397914267e-10,8.1180111627124305e-10,1.71752615637255e-08,6.9803252946387704e-14,2.1870802335788438e-12,3.9114116741136038e-07,5.6567716412950249e-22,1.368155933142483e-10,2.4686835017072065e-15,8.4537192993059893e-13,1.1168415410663554e-20,2.7120344242714669e-23,9.3163459420167094e-10,1.3303382070734405e-17,0.004509132879094992,0.00041197011964203673,5.4327165986514015e-09,4.7627303701738344e-09,5.2708730501495353e-07,1.3223798868002941e-13,6.7405723094007703e-11,4.0349475259742002e-13,1.3810999662259338e-09,1.6594633299072186e-08,1.1424875753001282e-15
2.1832662267048636e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33263499809856628,0.11415140040691618,0.022614618088890596,1.0795069704551144e-19,6.7874954313514716e-10,8.2737936902140354e-10,1.739794466059051e-08,7.0739145811070021e-14,2.2131179008548509e-12,3.9411698700039579e-07,5.835597365134834e-22,1.380902585726144e-10,2.5168491236376108e-15,8.6218266039051404e-13,1.1430144325831979e-20,2.7620186665660235e-23,9.466987037994565e-10,1.362106347492365e-17,0.0045181305600894891,0.00041387522624178384,5.4527454101693055e-09,4.8196402807548818e-09,5.3101844154482309e-07,1.3484524235227129e-13,6.7920565171404392e-11,4.0535185653296079e-13,1.3943590211863382e-09,1.6629374748250975e-08,1.1511946852600955e-15
2.1934792884954838e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33262415547081492,0.11414246346802505,0.022613665482903715,1.1165529874682859e-19,6.9421482434167726e-10,8.431887910279558e-10,1.7622119335522302e-08,7.1684821154225084e-14,2.2393521569116197e-12,3.9710322311180657e-07,6.0192888543001823e-22,1.3937247732266217e-10,2.5657475383774397e-15,8.792564395128595e-13,1.1696996741371982e-20,2.8126449924335634e-23,9.6193986569174634e-10,1.3944929936430354e-17,0.0045270642204767435,0.00041578012491262157,5.4727782227476547e-09,4.8769828643346445e-09,5.3496225840219872e-07,1.374970024844319e-13,6.8437191319051807e-11,4.0721450723844541e-13,1.4076499056716428e-09,1.6663580338306578e-08,1.1599025457585632e-15
2.203692350286104e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33261337660410761,0.11413359008418995,0.022612712979306778,1.1546776258500947e-19,7.0997513486752568e-10,8.5923182004936085e-10,1.7847782516157776e-08,7.2640357193018031e-14,2.2657836759807714e-12,4.0009987445580098e-07,6.2079575696785857e-22,1.4066226900984422e-10,2.6153868522000473e-15,8.9659628719157292e-13,1.1969054413485918e-20,2.863917637294741e-23,9.7735938340651686e-10,1.4275075361921236e-17,0.0045359343143987181,0.00041768481640356057,5.4928150567981232e-09,4.9347594914033918e-09,5.3891873902436198e-07,1.4019390006711779e-13,6.8955601080552542e-11,4.0908272991166556e-13,1.4209720972407068e-09,1.6697253851012684e-08,1.1686109117424309e-15
2.2139054120767242e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33260266104679487,0.11412477980449397,0.022611760577725921,1.1939065494798638e-19,7.2603502493768649e-10,8.7551090884941827e-10,1.8074931082354766e-08,7.3605832599791943e-14,2.2924131321251065e-12,4.0310693975496875e-07,6.4017170580970766e-22,1.4195965301046215e-10,2.6657752287983256e-15,9.1420524548413819e-13,1.2246400132321008e-20,2.9158408275083389e-23,9.929585641235957e-10,1.4611594694838247e-17,0.004544741292773379,0.000419589301458217,5.5128559324792756e-09,4.9929715286782927e-09,5.4288786671755533e-07,1.4293657508582876e-13,6.9475794001804175e-11,4.1095654586774112e-13,1.4343250856127953e-09,1.6730399104948834e-08,1.1773195487485093e-15
2.2241184738673445e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33259200835043334,0.1141160321812211,0.022610808277789968,1.2342658909676415e-19,7.4239909813124851e-10,8.9202852520919844e-10,1.8303561867863832e-08,7.4581326503575301e-14,2.3192411992394773e-12,4.0612441774413228e-07,6.6006829825947601e-22,1.4326464863147278e-10,2.7169208894753738e-15,9.3208637866527773e-13,1.2529117731961499e-20,2.9684187802410877e-23,1.0087387186599311e-09,1.4954583922708654e-17,0.0045534856033177676,0.00042149358081485384,5.5329008696994813e-09,5.0516203358679386e-09,5.4686962467088454e-07,1.4572567354172277e-13,6.9997769630972275e-11,4.128359774621102e-13,1.4477083609863489e-09,1.6763019965489839e-08,1.1860282260667022e-15
2.2333102294789027e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33258247430174886,0.11410821252404152,0.022609951294449347,1.2715777864902912e-19,7.5739068875937857e-10,9.0710037272689208e-10,1.8510594219497013e-08,7.54679026012699e-14,2.3435568288612031e-12,4.0884904974839983e-07,6.7843011427416403e-22,1.4444566852698295e-10,2.7636063034540746e-15,9.4841465863719504e-13,1.278822666784689e-20,3.0163022376392124e-23,1.0230966766661472e-09,1.5268886168843796e-17,0.0045613022692894637,0.0004232072569699046,5.5509448020680377e-09,5.1047788234834655e-09,5.5046399170277942e-07,1.4827609177181528e-13,7.0469071540857436e-11,4.145322886197895e-13,1.4597787876230213e-09,1.679193361044934e-08,1.1938658830198605e-15
2.242501985090461e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33257299048732986,0.1141004429365669,0.022609094392875714,1.3098465952509281e-19,7.7263587221816312e-10,9.2236925882893291e-10,1.8718822197956973e-08,7.6362716478691531e-14,2.3680343701225821e-12,4.1158211411118327e-07,6.9723193058528155e-22,1.456328833939989e-10,2.8109178984890923e-15,9.649681656849889e-13,1.3051818193182181e-20,3.0647225221596071e-23,1.0376032488360783e-09,1.5588579092344942e-17,0.0045690688563179956,0.00042492076763396032,5.5689920543734992e-09,5.1582931840348258e-09,5.5406856308266757e-07,1.5086512041614661e-13,7.0941816753737499e-11,4.1623318642622915e-13,1.4718729787887932e-09,1.6820428529432185e-08,1.2017032304986238e-15
2.251693740702019e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33256355658683279,0.11409272309897271,0.022608237572803953,1.3490923650349263e-19,7.8813811703372301e-10,9.3783701376512148e-10,1.8928243405248356e-08,7.7265826775733997e-14,2.392674313947334e-12,4.1432360993500937e-07,7.1648263111296656e-22,1.4682630716243314e-10,2.8588617883631879e-15,9.8174918009400446e-13,1.3319955632525583e-20,3.1136826885456599e-23,1.0522593982486006e-09,1.5913734866740284e-17,0.0045767856842286693,0.0004266341133342341,5.5870426406186694e-09,5.2121643979321519e-09,5.5768332629219613e-07,1.5349324683797954e-13,7.1416004944831717e-11,4.1793868273327921e-13,1.4839905757964498e-09,1.6848507619510983e-08,1.2095401151147466e-15
2.2608854963135774e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33255417228196166,0.11408505269347825,0.022607380833970656,1.3893354657559371e-19,8.0390092777573097e-10,9.5350547766070332e-10,1.9138855416875014e-08,7.8177292435678168e-14,2.4174771511510516e-12,4.1707353633007289e-07,7.3619124642746704e-22,1.4802595371620799e-10,2.9074441251323218e-15,9.9875999688539386e-13,1.3592703020843665e-20,3.1631857852181254e-23,1.0670660903284276e-09,1.6244426369000482e-17,0.0045844530708028502,0.0004283472945945105,5.6050965746481705e-09,5.2663934476068783e-09,5.6130826872248263e-07,1.5616095790816816e-13,7.1891635790781684e-11,4.1964879805050877e-13,1.4961312247455843e-09,1.6876173800193717e-08,1.2173763840842673e-15
2.2691580763639798e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3325457685504058,0.11407819133196971,0.022606609838263229,1.4264240724547161e-19,8.1831316708521838e-10,9.6778023015161449e-10,1.9329422340532887e-08,7.9004804326712926e-14,2.4399393840457473e-12,4.1955567749472777e-07,7.5432810080584813e-22,1.4911096753397614e-10,2.9517192159248537e-15,1.0142681217833553e-12,1.3842170678952991e-20,3.2082052919949297e-23,1.080521626987606e-09,1.6546842571517381e-17,0.004591311707386388,0.0004298890175627261,5.6213479889463578e-09,5.3155063531063246e-09,5.6457940965019077e-07,1.5859615115395063e-13,7.2320936755916908e-11,4.21191865807431e-13,1.5070772305879579e-09,1.6900722754621545e-08,1.2244283778788526e-15
2.2774306564143823e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33253740450595437,0.11407136952589528,0.022605838907957348,1.464352591317874e-19,8.3294193902872471e-10,9.8222041077458093e-10,1.9520950028100219e-08,7.9839175451084607e-14,2.4625343157040599e-12,4.2204464606945221e-07,7.7285009506716947e-22,1.502010430728364e-10,2.9965210019562936e-15,1.0299659514775075e-12,1.4095472539440579e-20,3.2536692496214642e-23,1.0941005941754681e-09,1.6853856444637896e-17,0.0045981307810551431,0.00043143060813311478,5.6376021359094385e-09,5.3649106098395773e-09,5.6785877615153966e-07,1.6106417250331631e-13,7.2751405776949447e-11,4.2273869873351573e-13,1.5180413741391756e-09,1.6924941793178293e-08,1.2314796501036e-15
2.2857032364647847e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33252907992077219,0.11406458704778782,0.022605068042864468,1.5031365553244678e-19,8.4778987432316431e-10,9.9682738151467738e-10,1.9713436660529685e-08,8.06804494123156e-14,2.485262303707793e-12,4.2454044142118261e-07,7.9176412481414665e-22,1.5129619035812973e-10,3.0418540480416283e-15,1.0458551898222237e-12,1.4352656784395959e-20,3.2995798670194705e-23,1.1078037005243208e-09,1.7165522594747361e-17,0.0046049105192768379,0.0004329720666804879,5.6538590253069575e-09,5.4146069272649066e-09,5.7114635885568332e-07,1.6356538794575931e-13,7.3183042621046388e-11,4.2428930956888718e-13,1.5290234067309835e-09,1.6948833087935352e-08,1.2385300986551357e-15
