Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),H2X(49),C2H4(47),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(52),CH4OX(60),COX(50),C2H4X(205),C2H4X(65),acetyl(43)
6.26376400313806e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44970342068621277,0.11610191103468165,0.02277719167006435,0.0,3.6625014419102871e-10,1.3464367969629456e-06,4.3834009668571615e-09,5.9600336942520091e-10,7.8179177018311765e-23,5.6260824901752747e-05,1.2530667556823733e-19,5.0727377439527119e-05,1.7938390197901721e-14,3.8870870341183651e-13,2.9744579125258974e-17,2.4371520407130541e-19,1.5305907854816444e-08,8.0384677531361867e-14,0.0025116561754980923,8.8727100676613577e-05,3.3202207197821908e-06,4.2522770133420672e-09,3.1849881208380311e-10,4.5488850088857384e-09,6.5513131342344543e-14,1.6265508083101086e-08,1.2234089119610752e-13,2.1322183446649365e-12,1.3193241731553527e-09,1.2622757829566499e-07,1.6316412524255203e-15,1.1055871653628258e-12,4.3591878679430339e-18,1.3751877463320145e-14,4.3641971653067829e-16,2.3034062955300642e-20,6.1680049872956533e-19
6.297346246695995e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44969185842436138,0.11609054753971314,0.022776955328688384,0.0,3.7621389034201297e-10,1.3604992765949285e-06,4.4676716321696167e-09,6.0565525210718491e-10,8.0628358631069961e-23,5.6565909067070228e-05,1.2877964675864069e-19,5.0976858499438966e-05,1.8238803318773855e-14,4.0041036616398043e-13,3.0509112138009506e-17,2.4965331176788963e-19,1.561199938035059e-08,8.2162938131263275e-14,0.0025227133499973126,8.9199316831538081e-05,3.3516882548046821e-06,4.3150839558365429e-09,3.2022423612160656e-10,4.5688580915307356e-09,6.6810278332351487e-14,1.6475399389821187e-08,1.2507313426163673e-13,2.1427010597265179e-12,1.3433253387556481e-09,1.2731453589174655e-07,1.6548180036503883e-15,1.1256499062844087e-12,4.4903796990412301e-18,1.4016102968836851e-14,4.4848883131444504e-16,2.3543022265511806e-20,6.3206921573122118e-19
6.330928490253931e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44968031858022217,0.11607920651570641,0.022776719002661407,0.0,3.8639885493136458e-10,1.3746328105875992e-06,4.5531172188473099e-09,6.1541092930660154e-10,8.31404065954176e-23,5.6871028532025746e-05,1.3232946342957423e-19,5.1226120042468798e-05,1.8542596130025067e-14,4.1240290375005249e-13,3.1288955177194247e-17,2.5570441747460228e-19,1.5922573331261145e-08,8.3970702098909735e-14,0.0025337480128179105,8.9671495823631138e-05,3.3832808807200601e-06,4.3784765323604902e-09,3.2194982454575083e-10,4.5888326601517471e-09,6.8128747503057736e-14,1.6686709643876524e-08,1.2785114155318771e-13,2.1532141563937615e-12,1.3676331754869146e-09,1.284052189151514e-07,1.6782025745528461e-15,1.1459584639129748e-12,4.6248307872504459e-18,1.4284007222769449e-14,4.6082313881984435e-16,2.4060410522552945e-20,6.4763412565200753e-19
6.364510733811866e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44966880110842322,0.11606788791689965,0.022776482691963071,0.0,3.9680883167716934e-10,1.3888374081956162e-06,4.6397478732059453e-09,6.2527095911027273e-10,8.5716579391323984e-23,5.7176183275283672e-05,1.3595740187191414e-19,5.1475162363436665e-05,1.8849788424346538e-14,4.2469201880880922e-13,3.2084327066499731e-17,2.6187007324887854e-19,1.6237670847101815e-08,8.5808298019201297e-14,0.0025447602097417041,9.0143637636488919e-05,3.4149982113984789e-06,4.4424567603104674e-09,3.2367557723228533e-10,4.6088087157508642e-09,6.9468827510142283e-14,1.6899439087638951e-08,1.3067542761212512e-13,2.163758172875178e-12,1.3922498131768142e-09,1.2949961528221253e-07,1.7017957007668514e-15,1.1665143801622215e-12,4.7626049643720959e-18,1.4555621885757621e-14,4.7342697171081402e-16,2.4586321302857783e-20,6.6349939322739195e-19
6.398092977369801e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44965730596368841,0.11605659169762439,0.022776246396573087,0.0,4.0744765942016096e-10,1.4031130795038691e-06,4.7275737718308084e-09,6.3523589964606731e-10,8.8358153524618628e-23,5.7481373275541804e-05,1.3966475263178711e-19,5.1723985756585889e-05,1.9160400007571674e-14,4.3728349551688074e-13,3.2895448453047298e-17,2.6815184419171724e-19,1.6557333200102432e-08,8.7676056377100379e-14,0.0025557499864570974,9.0615742253412758e-05,3.4468398594565796e-06,4.5070266446573972e-09,3.2540149405745046e-10,4.6287862593251207e-09,7.0830809964715279e-14,1.7113587961307086e-08,1.3354650998296561e-13,2.1743335898460075e-12,1.4171773825073556e-09,1.3059771287908701e-07,1.7255980981448843e-15,1.187319197041428e-12,4.9037669731366939e-18,1.4830978711491938e-14,4.8630470917275379e-16,2.5120848720026824e-20,6.7966921911789113e-19
6.4316752209277365e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44964583310083561,0.1160453178123054,0.022776010116471193,0.0,4.1831922239147815e-10,1.4174598354261489e-06,4.8166051213784491e-09,6.4530630908276198e-10,9.106642367891039e-23,5.7786598511531289e-05,1.4345282059367422e-19,5.1972590515583551e-05,1.9474450698650068e-14,4.5018320030644506e-13,3.3722541809902533e-17,2.7455130848272367e-19,1.6881601794221151e-08,8.9574309558804835e-14,0.0025667173885592811,9.1087809657410646e-05,3.4788054362602761e-06,4.5721881778493861e-09,3.2712757489767521e-10,4.648765291864699e-09,7.2214989493599767e-14,1.7329156503266746e-08,1.3646490921524175e-13,2.1849408713216945e-12,1.4424180139425844e-09,1.3169949956298347e-07,1.7496104890020101e-15,1.208374456653221e-12,5.0483824751893339e-18,1.5110109546095141e-14,4.9946077715141212e-16,2.5664087425119025e-20,6.9614783971849177e-19
6.465257464485672e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44963438247477783,0.11603406621546047,0.02277577385163719,0.0,4.2942745047939831e-10,1.4318776877037919e-06,4.9068521583819929e-09,6.5548274562990602e-10,9.3842702867757636e-23,5.8091858962016481e-05,1.4732292506356965e-19,5.2220976933521091e-05,1.979196032962157e-14,4.6339708258472767e-13,3.456583143851796e-17,2.8107005741488822e-19,1.7210518164194094e-08,9.1503391852918395e-14,0.0025776624615504191,9.1559839831198151e-05,3.5108945519338267e-06,4.6379433398054986e-09,3.2885381962957701e-10,4.6687458143549398e-09,7.362166375240916e-14,1.7546144950444146e-08,1.3943114886536157e-13,2.1955805838777702e-12,1.4679738302036351e-09,1.3280496316975665e-07,1.7738336033263196e-15,1.2296817011914218e-12,5.1965180590932273e-18,1.5393046327505095e-14,5.1289964859161554e-16,2.6216132606854051e-20,7.1293952787969452e-19
6.498839708043607e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44962295404052216,0.11602283686170008,0.022775537602050925,0.0,4.407763194951329e-10,1.4463666489042803e-06,4.9983251490554042e-09,6.6576576753768199e-10,9.6688322587084812e-23,5.8397154605794852e-05,1.5127639985219475e-19,5.2469145302914729e-05,2.0112948745590435e-14,4.7693117545531955e-13,3.5425543471110379e-17,2.877096954291013e-19,1.7544123974582084e-08,9.3463639451618925e-14,0.0025885852508398394,9.2031832757199638e-05,3.5431068153537361e-06,4.7042940979066463e-09,3.3058022812996224e-10,4.6887278277767183e-09,7.5051133394146271e-14,1.7764553538651882e-08,1.4244575549846445e-13,2.2062532301124403e-12,1.4938469545830521e-09,1.3391409150595078e-07,1.7982681454372477e-15,1.2512424729389709e-12,5.3482412483538777e-18,1.5679821084858096e-14,5.2662584367583721e-16,2.6777079992033033e-20,7.3004859276648418e-19
6.529063727245748e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44961268738657234,0.11601274942371333,0.022775324990443494,0.0,4.511993728259422e-10,1.4594675231653887e-06,5.0817075398354043e-09,6.7511207916443314e-10,9.9309781983735889e-23,5.867195075796378e-05,1.5490692293323811e-19,5.2692310645165532e-05,2.0404829093621263e-14,4.8939069347191221e-13,3.6213513831250716e-17,2.937900664995899e-19,1.7848413215109014e-08,9.5254788023598333e-14,0.0025983967460915013,9.2456594528983889e-05,3.5722028194869389e-06,4.7645206307478247e-09,3.3213413570069367e-10,4.7067129154076044e-09,7.6357397075132675e-14,1.7962335682889963e-08,1.4520069287080654e-13,2.2158871488833184e-12,1.5174058207424788e-09,1.3491543025039587e-07,1.820440592891114e-15,1.2708652080428355e-12,5.487916089208353e-18,1.5941226380991273e-14,5.3922885515224779e-16,2.7289623574696154e-20,7.457216986783188e-19
6.55928774644789e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44960243863894739,0.11600267993297604,0.022775112391155823,0.0,4.6182356672878719e-10,1.4726260168242211e-06,5.1660988180751353e-09,6.845455841700913e-10,1.0198949782692229e-22,5.8946775384142623e-05,1.5860706112765304e-19,5.2915299817003537e-05,2.0699557828027947e-14,5.0211905478582059e-13,3.7015138424630346e-17,2.9997085623056874e-19,1.8156565309438297e-08,9.7071702118898712e-14,0.0026081902612242998,9.2881326102369711e-05,3.6013979685990837e-06,4.8252325961970941e-09,3.3368817573471661e-10,4.7246992121876132e-09,7.7682594515208254e-14,1.8161268502773845e-08,1.4799562456396257e-13,2.2255485380189091e-12,1.5412249692768646e-09,1.3591971860152804e-07,1.8427853997552927e-15,1.290695673951767e-12,5.6306029065063926e-18,1.6205789931047677e-14,5.5207166083114988e-16,2.7809526460343765e-20,7.6165859172825774e-19
6.589511765650031e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44959220776504277,0.11599262835659137,0.022774899804173326,0.0,4.7265189603237071e-10,1.4858421407531194e-06,5.2515065287233326e-09,6.9406668960291784e-10,1.0472847978553856e-22,5.922162846894308e-05,1.6237781725092209e-19,5.3138113030480122e-05,2.0997149442932251e-14,5.1512083430504862e-13,3.7830585914360555e-17,3.0625326171193466e-19,1.8468610896953191e-08,9.891463078121407e-14,0.0026179658291495185,9.3306027463943992e-05,3.6306919749861985e-06,4.886431402208186e-09,3.3524234814261044e-10,4.7426867188207372e-09,7.9026951246231312e-14,1.8361352169230302e-08,1.5083094070237477e-13,2.2352378215942256e-12,1.5653059397270502e-09,1.3692694761953103e-07,1.8653030722043767e-15,1.3107349951674013e-12,5.7763528994450253e-18,1.6473535271275463e-14,5.6515765501785875e-16,2.8336859552841053e-20,7.7786248918290366e-19
6.619735784852172e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44958199473231586,0.11598259466172292,0.022774687229481453,0.0,4.8368738635092888e-10,1.4991159063627601e-06,5.3379382357089169e-09,7.0367580253749357e-10,1.0752775003617592e-22,5.9496509996998281e-05,1.6622020384287294e-19,5.3360750497270521e-05,2.12976184409635e-14,5.2840066365969271e-13,3.8660026170246296e-17,3.1263848874439269e-19,1.8784580699823479e-08,1.0078382430607098e-13,0.0026277234827180021,9.3730698600105457e-05,3.660084550125302e-06,4.9481184483557382e-09,3.3679665283507711e-10,4.760675436006404e-09,8.0390694818507611e-14,1.8562586853276628e-08,1.537070333891175e-13,2.2449552914771618e-12,1.589650277949662e-09,1.3793710833999222e-07,1.8879941174297778e-15,1.3309842962451098e-12,5.925217900758398e-18,1.6744485996214913e-14,5.7849026360414841e-16,2.8871694109936796e-20,7.9433663164151849e-19
6.649959804054314e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44957179950828507,0.1159725788155945,0.022774474667065666,0.0,4.9493309423791964e-10,1.5124473256012311e-06,5.4254015218249301e-09,7.1337333007463758e-10,1.1038834335374055e-22,5.9771419952962725e-05,1.7013524321695974e-19,5.3583212428674144e-05,2.1600979333243433e-14,5.4196323163249782e-13,3.9503630270012427e-17,3.191277518591355e-19,1.9104505522435889e-08,1.0267953424151184e-13,0.0026374632547202749,9.4155339497065303e-05,3.6895754046910619e-06,5.0102951258111309e-09,3.383510897229398e-10,4.7786653644395255e-09,8.1774054847056011e-14,1.8764972726206765e-08,1.566242967069827e-13,2.2547013906224332e-12,1.6142595202641621e-09,1.3895019178958515e-07,1.9108590681951326e-15,1.3514447017929637e-12,6.0772503815067214e-18,1.7018665758332951e-14,5.9207294420869761e-16,2.9414101743218723e-20,8.1108428387045223e-19
6.6771614213362415e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44956263900629567,0.11596357978771069,0.022774283371375537,0.0,5.0523651865140869e-10,1.524494907075917e-06,5.5050067617739366e-09,7.2217703583317096e-10,1.1301617402712255e-22,6.001886320652724e-05,1.7372174963934004e-19,5.3783278258518159e-05,2.187648870615182e-14,5.5441520600228196e-13,4.0275126416375955e-17,3.2505805037352195e-19,1.9395844930293874e-08,1.0440855362877727e-13,0.0026462137878360539,9.4537490438264808e-05,3.716200962931555e-06,5.0666739133798584e-09,3.3975019587547233e-10,4.7948573362182488e-09,8.303604234110517e-14,1.8948104420279913e-08,1.5928536188828461e-13,2.263497706410395e-12,1.6366355993073978e-09,1.3986445839833877e-07,1.9315866194335652e-15,1.3700404906382683e-12,6.2168316946073453e-18,1.7268207966172142e-14,6.0451405172778869e-16,2.9908803065639069e-20,8.2639374000401564e-19
6.704363038618169e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44955349287949697,0.11595459516699726,0.022774092085606761,0.0,5.1571499241405028e-10,1.5365892075676944e-06,5.58545929225763e-09,7.310529840059317e-10,1.1569529711559661e-22,6.0266329463128737e-05,1.7736869998192541e-19,5.3983202229055816e-05,2.2154362864817516e-14,5.6710354273303193e-13,4.1058361248282645e-17,3.3107450670425655e-19,1.9690435492871799e-08,1.0615944122199141e-13,0.002654949887214297,9.4919616864075883e-05,3.742905680439913e-06,5.1234514247823574e-09,3.4114940896930025e-10,4.8110502901707786e-09,8.4314277021568469e-14,1.9132168842099519e-08,1.6198038616976029e-13,2.2723177845145356e-12,1.6592286146652756e-09,1.4078107856796808e-07,1.9524557870104745e-15,1.388809004990348e-12,6.3590608490431328e-18,1.7520402222726033e-14,6.1716310965187754e-16,3.0409749575860157e-20,8.4192981774982619e-19
6.731564655900097e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44954436110433665,0.1159456249296853,0.022773900809748813,0.0,5.2637080864139255e-10,1.5487302368994438e-06,5.6667646798601686e-09,7.4000147142361202e-10,1.1842649350675181e-22,6.0513818711624484e-05,1.8107686001387913e-19,5.4182984493544844e-05,2.2434612405432921e-14,5.8003178041238161e-13,4.1853461995635214e-17,3.3717802446069699e-19,1.9988299835106279e-08,1.0793238300467709e-13,0.0026636715766344085,9.5301718764059828e-05,3.7696893446220148e-06,5.1806286566828295e-09,3.4254872893966457e-10,4.8272442267969734e-09,8.5608930546772523e-14,1.931716611782672e-08,1.6470966095523184e-13,2.2811619760506315e-12,1.6820396818673808e-09,1.4170004572377137e-07,1.9734669849648612e-15,1.4077510647941304e-12,6.5039774415823259e-18,1.7775265889527374e-14,6.3002270506097731e-16,3.0916994214813377e-20,8.5769494688610378e-19
6.758766273182025e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44953524365730269,0.11593666905204507,0.022773709543791182,0.0,5.3720628112728734e-10,1.5609180052442169e-06,5.7489285032508631e-09,7.4902279493391913e-10,1.2121055258061027e-22,6.0761330940885606e-05,1.8484700203989785e-19,5.4382625204997117e-05,2.2717247929725052e-14,5.9320349620511218e-13,4.2660556683683103e-17,3.4336951302840864e-19,2.0289460634446926e-08,1.0972756578382802e-13,0.0026723788798364927,9.5683796127656406e-05,3.7965517423554661e-06,5.2382066002537575e-09,3.439481557218847e-10,4.843439146594299e-09,8.692017589018563e-14,1.9503096374245626e-08,1.6747347895010721e-13,2.2900305606967208e-12,1.7050699160597523e-09,1.4262135327978123e-07,1.9946205444799556e-15,1.4268674900267554e-12,6.651621499800669e-18,1.8032816365190794e-14,6.430954462007218e-16,3.1430590156088134e-20,8.736915741505232e-19
6.7859678904639526e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44952614051492301,0.11592772751038614,0.022773518287723404,0.0,5.4822374443247172e-10,1.5731525231246211e-06,5.8319563531146459e-09,7.5811725140152821e-10,1.2404827226351181e-22,6.1008866139797033e-05,1.8867990492940779e-19,5.4582124516178896e-05,2.3002280044946719e-14,6.0662230611034785e-13,4.3479774133631221e-17,3.4964988758031043e-19,2.0593940620515724e-08,1.1154517719030765e-13,0.0026810718205214175,9.6065848944184559e-05,3.8234926599888047e-06,5.2961862411324581e-09,3.4534768925135832e-10,4.8596350500573737e-09,8.8248187367147017e-14,1.968995973886183e-08,1.7027213416201426e-13,2.298923762468014e-12,1.7283204337870427e-09,1.435449946370352e-07,2.0159167871913353e-15,1.4461591006970724e-12,6.8020334849412858e-18,1.8293071085196879e-14,6.5638396256500944e-16,3.1950590806084497e-20,8.8992216223691e-19
6.81316950774588e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44951705165376526,0.11591880028105719,0.022773327041535004,0.0,5.5942555397306576e-10,1.5854338014122164e-06,5.9158538320832261e-09,7.6728513770803525e-10,1.2694045908197187e-22,6.1256424297257469e-05,1.9257635414575464e-19,5.4781482579610959e-05,2.3289719363867777e-14,6.2029186521851923e-13,4.4311243963254676e-17,3.560200690878548e-19,2.0901762574767585e-08,1.1338540567924892e-13,0.0026897504223508833,9.6447877202842774e-05,3.8505118833502513e-06,5.354568559289357e-09,3.4674732946356227e-10,4.875831937679562e-09,8.9593140737895647e-14,1.9877756340001784e-08,1.7310592190143525e-13,2.3078420164090532e-12,1.7517923447876026e-09,1.4447096319157963e-07,2.0373562076970144e-15,1.4656267168451313e-12,6.9552542947728159e-18,1.8556047521688002e-14,6.6989090497867113e-16,3.2477049804045724e-20,9.0638918783920733e-19
6.840371125027808e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44950797705043666,0.11590988734044606,0.022773135805215547,0.0,5.7081408610873078e-10,1.597761851326892e-06,6.0006265546660211e-09,7.7652675075190935e-10,1.2988792821663741e-22,6.1504005402179408e-05,1.9653714177542028e-19,5.4980699547568824e-05,2.3579576504766385e-14,6.3421586796912892e-13,4.5155096587481652e-17,3.6248098433207127e-19,2.1212949330147416e-08,1.1524844053045225e-13,0.0026984147089474833,9.6829880892709461e-05,3.8776091977404255e-06,5.4133545291674206e-09,3.4814707629405074e-10,4.8920298099519957e-09,9.0955213056339785e-14,2.0066486306909016e-08,1.7597513878233999e-13,2.3167855423142333e-12,1.7754867609928486e-09,1.4539925232596515e-07,2.0589390687644904e-15,1.4852711585416953e-12,7.1113252664546513e-18,1.8821763183238886e-14,6.836189456800513e-16,3.3010021022184564e-20,9.2309514611776329e-19
6.864852580581543e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44949982207858319,0.11590187789126566,0.022772963700957369,0.0,5.8122539385709729e-10,1.6088970955446842e-06,6.0776749881889566e-09,7.849074842519908e-10,1.3258859758147908e-22,6.1726848007535867e-05,2.001575200052423e-19,5.5159874307758616e-05,2.3842523949804729e-14,6.4696810512613018e-13,4.592525966943035e-17,3.6837415607147429e-19,2.1495913227604822e-08,1.1694482844088643e-13,0.0027062003468529376,9.7173663198149527e-05,3.9020633706496279e-06,5.4666078251677238e-09,3.4940693954692175e-10,4.9066087372759446e-09,9.2195862275269316e-14,2.0237141412489961e-08,1.7858797209346645e-13,2.3248565146810288e-12,1.7970028961132272e-09,1.4623669116454354e-07,2.0784865444720282e-15,1.5031030197254423e-12,7.254260550857653e-18,1.9063263816084005e-14,6.961654472732766e-16,3.3495307779996013e-20,9.3833687092575005e-19
6.889334036135278e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44949167861965833,0.11589387997969404,0.02277279160467701,0.0,5.9179165084332282e-10,1.6200702428188314e-06,6.1554410359224807e-09,7.9334839337338721e-10,1.3533531954133189e-22,6.194970918330274e-05,2.0383124614959692e-19,5.5338935014422595e-05,2.4107446184371403e-14,6.5993221542061173e-13,4.6705655293844387e-17,3.7434226137477966e-19,2.1781637867139659e-08,1.1865998263721439e-13,0.0027139744256883653,9.7517425585794885e-05,3.9265804657113472e-06,5.5201895662972382e-09,3.5066688906159362e-10,4.9211884629155447e-09,9.3450653418963596e-14,2.0408552745552253e-08,1.8122996239198167e-13,2.3329484907246986e-12,1.8187009661921788e-09,1.4707599946850611e-07,2.0981508586920712e-15,1.5210793717592025e-12,7.3995690673617649e-18,1.9307010247136936e-14,7.0889519880139421e-16,3.3985952862741671e-20,9.5377600455046464e-19
6.913815491689013e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44948354665669116,0.11588589358859877,0.022772619516366915,0.0,6.0251463329478577e-10,1.6312813020497802e-06,6.2339288152444931e-09,8.0184969458995412e-10,1.3812870655834006e-22,6.2172588921425624e-05,2.0755891151652916e-19,5.5517881778060647e-05,2.4374350960600816e-14,6.7311097488180405e-13,4.749638019161795e-17,3.8038598797913777e-19,2.2070139999582863e-08,1.2039404281936304e-13,0.0027217369625936526,9.7861168047435861e-05,3.9511603253264045e-06,5.5741004512335047e-09,3.5192692479124737e-10,4.9357689872243405e-09,9.4719718444679781e-14,2.0580720402592832e-08,1.839013286201728e-13,2.3410616360624056e-12,1.8405817770062832e-09,1.4791717239489073e-07,2.1179321542481088e-15,1.5392008125365414e-12,7.5472818750998773e-18,1.9553015314983323e-14,7.218101931445217e-16,3.4481996027690396e-20,9.694143993373459e-19
6.9382969472427475e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.449475426172737,0.11587791870087304,0.02277244743601951,0.0,6.1339613139699928e-10,1.6425302823648968e-06,6.313142451152495e-09,8.1041160438649907e-10,1.4096937690744633e-22,6.239548721385894e-05,2.1134111183245283e-19,5.5696714709012184e-05,2.464324603421969e-14,6.8650718600101167e-13,4.8297531618005132e-17,3.8650602746046813e-19,2.2361436408691965e-08,1.2214714922931279e-13,0.0027294879746831867,9.820489057478503e-05,3.9758027915509566e-06,5.6283411749951271e-09,3.5318704668911399e-10,4.9503503105527654e-09,9.6003190170516047e-14,2.0753644480940924e-08,1.8660229057711629e-13,2.3491960208284775e-12,1.8626461368835616e-09,1.4876020509089401e-07,2.1378305411222116e-15,1.5574679399700516e-12,7.6974303286614576e-18,1.980129188156892e-14,7.3491243743781745e-16,3.4983477185275558e-20,9.8525391897211552e-19
6.962778402796482e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44946731715087651,0.11586995529943542,0.022772275363627262,0.0,6.2443794934454987e-10,1.6538171931180732e-06,6.3930860762221919e-09,8.1903433925875654e-10,1.4385795470837229e-22,6.2618404052566093e-05,2.1517844725943742e-19,5.587543391745625e-05,2.4914139164541968e-14,7.0012367788481304e-13,4.910920735292129e-17,3.927030752398099e-19,2.2655543910948208e-08,1.2391944265133115e-13,0.0027372274790459002,9.8548593159477501e-05,4.0005077061054673e-06,5.6829124288981218e-09,3.5444725470847438e-10,4.9649324332512677e-09,9.7301202410024514e-14,2.0927325078811076e-08,1.8933306891904905e-13,2.3573522264239695e-12,1.8848948471791731e-09,1.4960509270282449e-07,2.1578467806813075e-15,1.5758813519910998e-12,7.8500460797955005e-18,2.0051852832072038e-14,7.4820395312013982e-16,3.549043639920518e-20,1.0012964325705345e-18
6.987259858350217e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4494592195742167,0.1158620033672299,0.022772103299182639,0.0,6.356419053917485e-10,1.6651420438893188e-06,6.4737638305676147e-09,8.2771811571335921e-10,1.467950699576626e-22,6.2841339429519353e-05,2.1907152241251404e-19,5.6054039513411568e-05,2.5187038114463706e-14,7.1396330640880889e-13,4.9931505701221373e-17,3.9897783058956904e-19,2.2952479355352503e-08,1.2571106441220548e-13,0.002744955492745308,9.8892275793071053e-05,4.025274910369608e-06,5.7378149005087198e-09,3.5570754880266113e-10,4.9795153556695347e-09,9.8613889857764203e-14,2.1101762295354155e-08,1.9209388515973819e-13,2.3655302985993672e-12,1.9073287102311822e-09,1.5045183036923619e-07,2.1779808002414405e-15,1.5944416465495913e-12,8.0051610791205657e-18,2.03047110747784e-14,7.6168677598264749e-16,3.6002913886219609e-20,1.0175438252412664e-18
7.009293168348578e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44945194152692813,0.11585485642036207,0.0227719484479715,0.0,6.4586560806617203e-10,1.6753668563986566e-06,6.5470049178547379e-09,8.3558588402689912e-10,1.494804986536074e-22,6.3041997112349863e-05,2.2262345083245173e-19,5.6214687501894879e-05,2.5434368564066986e-14,7.2661213598201007e-13,5.0680738221326432e-17,4.046921314341872e-19,2.322215309759595e-08,1.2734016697067047e-13,0.0027519008946401877,9.9201573098076239e-05,4.0476185205327637e-06,5.7875108813739116e-09,3.5684188704287586e-10,4.9926406698916788e-09,9.9807967883957607e-14,2.1259402781950649e-08,1.9460448595224543e-13,2.3729092647615665e-12,1.9276781582103374e-09,1.5121547203928826e-07,2.1962021405591281e-15,1.6112719904421005e-12,8.146928085093974e-18,2.0534258365263982e-14,7.7398657838334051e-16,3.6468895110765079e-20,1.0323432174206243e-18
7.0313264783469395e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44944467272431071,0.11584771873737931,0.022771793603186385,0.0,6.5622347223324919e-10,1.6856224155667795e-06,6.6208470380955734e-09,8.4350342924994779e-10,1.5220622537829205e-22,6.3242669798824587e-05,2.2622146886253696e-19,5.6375243633225798e-05,2.5683335682576041e-14,7.3944616126024675e-13,5.1438727514914246e-17,4.1047046015400528e-19,2.3494143475157175e-08,1.2898514418990255e-13,0.0027588370153022491,9.9510854229528097e-05,4.070012340490595e-06,5.837476198512247e-09,3.5797629493198944e-10,5.0057666324172987e-09,1.0101414213735505e-13,2.1417656284486785e-08,1.9713976025611441e-13,2.3803063527018266e-12,1.9481788130596559e-09,1.5198060475693512e-07,2.2145193886188995e-15,1.6282222294753122e-12,8.2907693221120285e-18,2.0765686379179443e-14,7.8644450466550512e-16,3.6939408370434052e-20,1.04731148339678e-18
7.053359788345301e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44943741315410285,0.11584059030590045,0.022771638764821828,0.0,6.6671685281158988e-10,1.6959087288456667e-06,6.6952932249296393e-09,8.5147090923837384e-10,1.5497272173687255e-22,6.3443357483109624e-05,2.2986602658777047e-19,5.6535707987275353e-05,2.5933945136564273e-14,7.5246752040652097e-13,5.2205546337935862e-17,4.163133345451417e-19,2.3768462837707012e-08,1.3064610022522176e-13,0.0027657638671181347,9.9820119181112858e-05,4.0924562539047182e-06,5.8877113454297752e-09,3.5911077243608509e-10,5.0188932434982132e-09,1.0223251272574339e-13,2.157652287738884e-08,1.9969987133799941e-13,2.3877216596888529e-12,1.9688312582009359e-09,1.5274722496458304e-07,2.2329326330622126e-15,1.6452927995923047e-12,8.4367087099347275e-18,2.0999004574154375e-14,7.9906206893339136e-16,3.7414483301905577e-20,1.0624500185856585e-18
