Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(77),C2H6X(52),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),CH4OX(60),C2H4(47),C2H4X(65),CO2X(24),C2H5X(51),C2H3X(64),C2H2X(222),C2H3(46),C2H2(235),C2H2X(254),C2H2(252),H2X(49),C2H4O(45),SX(281),C2H4OX(63),C3H8X(57)
5.072045823629599e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101441271484988,0.11306331417593947,0.022348347960322403,6.081468838839532e-13,5.3784565147248821e-08,2.7124037515331484e-08,1.290543307742551e-07,5.3235467649486994e-12,2.0152051490825917e-25,1.655949205820283e-06,5.9779080825066424e-22,4.2681417362132056e-09,1.5647300288993151e-16,3.4206258225016535e-11,5.9410643422698964e-19,3.4016327106781952e-21,1.7871638394611626e-08,1.2549759059987787e-16,0.0056048317235566246,0.00094619634877276485,1.1316506712754149e-08,4.1794040678535618e-08,2.0454485683964689e-06,7.2892314065919934e-12,2.846469342703417e-10,1.2936388568702638e-14,1.2291207991772834e-12,5.7530954448407745e-09,1.7725856559676011e-08,3.6294976486991084e-15,1.0524990025473804e-13,5.8727674481234068e-16,4.9389072972028523e-20,3.7768430658442799e-23,4.725957937946301e-16,5.8913026374838801e-19,1.7107762586664265e-22,7.4791705522682588e-21,7.9999223916590953e-21,6.8718494348394854e-21,4.1918058421851533e-23,1.265477168483956e-26,3.6611216123510954e-10,1.742986695647809e-22,5.2454199167606201e-29,5.7446451393003531e-23,1.0192825262222733e-24
5.082370352696682e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101134290407769,0.1130621273832912,0.022347405684389057,6.1417877205986377e-13,5.4374846459372853e-08,2.7350906840602893e-08,1.2960527476880751e-07,5.3705177376037121e-12,2.0334094557484144e-25,1.6619272758672091e-06,6.0613356282141313e-22,4.2766103962097541e-09,1.5799922190741165e-16,3.4517133119775985e-11,5.9805223851432102e-19,3.4242012679722218e-21,1.7998442693901979e-08,1.2695122526333915e-16,0.0056060119482441145,0.0009480794193956082,1.1338194853076027e-08,4.2004817830893452e-08,2.051712500552339e-06,7.3630711190316422e-12,2.856668566230327e-10,1.3052418374396097e-14,1.2333301657727775e-12,5.7703130056847378e-09,1.7724461916964565e-08,3.6393239296682676e-15,1.0569827291428762e-13,5.9260935121231394e-16,4.9962906856418986e-20,3.8205547808991435e-23,4.7626672799419014e-16,5.9432367245664939e-19,1.7286046203088199e-22,7.5866498483663099e-21,8.0911466219041261e-21,6.9637252122270924e-21,4.2504775505465803e-23,1.2823980591664778e-26,3.6927493921588271e-10,1.773647690091424e-22,5.337643219939904e-29,5.7925109039200025e-23,1.0336981489838761e-24
5.092694881763765e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100828189492515,0.11306094925843189,0.022346463466432442,6.2025744786845054e-13,5.4970327286563697e-08,2.7579136292425802e-08,1.3015727096886089e-07,5.4178196796409548e-12,2.0517347185779392e-25,1.6679158094888954e-06,6.1457864366644393e-22,4.2850813155828927e-09,1.5953749194439063e-16,3.4830178056020713e-11,6.0201506803435115e-19,3.4468651848100655e-21,1.8125862500234907e-08,1.2841902499836642e-16,0.0056071834935891981,0.00094996236667990123,1.1359888112024312e-08,4.221610653479e-08,2.0579769291186203e-06,7.4374883792273412e-12,2.8668850632258718e-10,1.316927953952118e-14,1.2375486730384871e-12,5.787536521145274e-09,1.7723089217228546e-08,3.6491620936297154e-15,1.0614749826930066e-13,5.9797914222903591e-16,5.0542349991748378e-20,3.8646920782442368e-23,4.7995796887642905e-16,5.9955363942842098e-19,1.7465844972270589e-22,7.6954637228662103e-21,8.1832278561634075e-21,7.0566472860455527e-21,4.3098509662337221e-23,1.2995116664199503e-26,3.7245750942294495e-10,1.8047838696974813e-22,5.4312949811312659e-29,5.8406542260327004e-23,1.0482929911612465e-24
5.103019410830848e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100522962519241,0.11305977973916008,0.022345521306400062,6.2638316964404725e-13,5.5571040257914632e-08,2.7808729835834246e-08,1.3071031981559244e-07,5.4654543337976688e-12,2.0701814634082117e-25,1.6739148061319909e-06,6.2312713264687137e-22,4.293554492788697e-09,1.6108788543724054e-16,3.5145403072402226e-11,6.0599496285239151e-19,3.4696246411443137e-21,1.8253899108974607e-08,1.2990110154264553e-16,0.005608346421793713,0.00095184519069774784,1.1381586486295693e-08,4.242790531914125e-08,2.0642417815521807e-06,7.5124859844769902e-12,2.8771188305157436e-10,1.3286976515919149e-14,1.2417762982207208e-12,5.8047658394788213e-09,1.7721738421511766e-08,3.6590121573803529e-15,1.0659757667162194e-13,6.0338628958321176e-16,5.1127446766251341e-20,3.9092583115099636e-23,4.836695740321654e-16,6.0482035687472453e-19,1.7647168899310249e-22,7.8056261400886626e-21,8.276172407483057e-21,7.1506254722820599e-21,4.3699330280366841e-23,1.3168197984212667e-26,3.7565993571334623e-10,1.836401567735719e-22,5.5263942263656084e-29,5.8890759725074341e-23,1.0630689738334957e-24
5.113343939897931e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100218603312631,0.11305861876371988,0.022344579204239767,6.3255619643349074e-13,5.6177018088299552e-08,2.8039691418104151e-08,1.3126442175304355e-07,5.5134234488731418e-12,2.0887502173603044e-25,1.6799242652418413e-06,6.317801212222019e-22,4.3020299261043054e-09,1.6265047511822252e-16,3.5462818221212948e-11,6.0999196307878299e-19,3.4924798170183537e-21,1.8382553809797038e-08,1.3139756730480171e-16,0.0056095007946137549,0.00095372789152045633,1.1403289972574925e-08,4.2640212699058711e-08,2.0705069851929081e-06,7.5880667309054663e-12,2.8873698649238002e-10,1.3405513771168454e-14,1.246013018094613e-12,5.822000807911551e-09,1.7720409488830546e-08,3.6688741374343483e-15,1.0704850847535598e-13,6.0883096522642921e-16,5.1718241835568354e-20,3.9542568544338509e-23,4.8740159926699636e-16,6.1012401767295945e-19,1.7830028037967978e-22,7.9171511834596685e-21,8.3699866228728839e-21,7.2456696591313493e-21,4.4307307287084769e-23,1.3343242766497599e-26,3.7888228172486484e-10,1.8685071873144071e-22,5.6229601913058705e-29,5.9377770104636159e-23,1.078028035363793e-24
5.123668468965014e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3309991510574174,0.1130574662707981,0.022343637159899787,6.3877678799154632e-13,5.6788293577575775e-08,2.8272024968528092e-08,1.3181957722806066e-07,5.5617287797388039e-12,2.1074415088409551e-25,1.6859441862624784e-06,6.4053871051898493e-22,4.310507613627951e-09,1.6422533401610565e-16,3.5782433568209375e-11,6.1400610886810597e-19,3.5154308925668824e-21,1.8511827886647161e-08,1.3290853536713635e-16,0.0056106466733628572,0.00095561046921854842,1.1424998567535046e-08,4.2853027175512233e-08,2.0767724672663024e-06,7.6642334125084979e-12,2.8976381632720486e-10,1.352489578861124e-14,1.2502588090306887e-12,5.839241272471575e-09,1.7719102376399827e-08,3.6787480499853584e-15,1.0750029403682743e-13,6.1431334133810916e-16,5.231478012384025e-20,3.9996911009423486e-23,4.9115409985603353e-16,6.1546481536799931e-19,1.8014432490837582e-22,8.0300530563059379e-21,8.4646768834333923e-21,7.3417898073835547e-21,4.4922511152703069e-23,1.352026935958661e-26,3.8212461087258645e-10,1.9011072019726403e-22,5.7210123230230608e-29,5.9867582072718964e-23,1.0931721315247399e-24
5.133992998032097e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099612463719602,0.1130563221995209,0.022342695173328687,6.4504520477695695e-13,5.7404899609770874e-08,2.8505734398189929e-08,1.3237578669022628e-07,5.6103720873483223e-12,2.1262558675441498e-25,1.6919745686366127e-06,6.4940401140007643e-22,4.3189875532790033e-09,1.6581253545678529e-16,3.6104259192433494e-11,6.1803744041838285e-19,3.5384780480164123e-21,1.8641722617696226e-08,1.3443411948837351e-16,0.005611784118915158,0.00095749292386176302,1.1446712267837518e-08,4.3066347235351305e-08,2.0830381548852514e-06,7.7409888212194827e-12,2.9079237223806303e-10,1.3645127067379821e-14,1.2545136469134258e-12,5.8564870783054309e-09,1.7717817039385525e-08,3.6886339109809204e-15,1.0795293371452404e-13,6.1983359032244335e-16,5.2917106824806586e-20,4.0455644652328857e-23,4.9492713152310499e-16,6.208429441733001e-19,1.820039240953424e-22,8.1443460826569075e-21,8.5602496044834944e-21,7.4389959508144951e-21,4.5545012893187629e-23,1.3699296246470063e-26,3.8538698634548186e-10,1.9342081562780072e-22,5.8205702817878093e-29,6.036020430554978e-23,1.108503235624885e-24
5.14431752709918e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099310671203019,0.11305518648945063,0.02234175324447539,6.5136170795061896e-13,5.8026869152263286e-08,2.8740823599739523e-08,1.3293305059178188e-07,5.6593551387476818e-12,2.1451938244527002e-25,1.6980154118056264e-06,6.5837714453417796e-22,4.3274697427980061e-09,1.6741215306390122e-16,3.6428305186033677e-11,6.2208599797028347e-19,3.5616214636857538e-21,1.877223927529906e-08,1.3597443410641094e-16,0.0056129131917085455,0.00095937525551906386,1.1468431070132419e-08,4.3280171351429893e-08,2.0893039750523002e-06,7.8183357468669443e-12,2.9182265390678106e-10,1.376621212242318e-14,1.2587775072076047e-12,5.873738069419851e-09,1.7716553431239203e-08,3.6985317360652914e-15,1.0840642786903311e-13,6.2539188480531095e-16,5.3525267402905766e-20,4.0918803818560723e-23,4.9872074959494538e-16,6.2625859897200413e-19,1.8387917994884852e-22,8.2600447080498675e-21,8.6567112356886449e-21,7.5372981965770116e-21,4.617488407333872e-23,1.3880342045317366e-26,3.8866947110298256e-10,1.96781666642669e-22,5.9216539428695018e-29,6.085564548188451e-23,1.1240233386357568e-24
5.154642056166263e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099009722192169,0.11305405908058294,0.022340811373289186,6.5772655937279906e-13,5.8654235254957191e-08,2.8977296447167715e-08,1.3349136938755564e-07,5.7086797070852827e-12,2.1642559118397959e-25,1.7040667152095665e-06,6.674592404655879e-22,4.3359541797467244e-09,1.6902426075945659e-16,3.6754581654084866e-11,6.2615182180632327e-19,3.584861319986496e-21,1.8903379125951512e-08,1.3752959434107355e-16,0.0056140339517477831,0.0009612574642586442,1.149015497105865e-08,4.3494497982583393e-08,2.0955698546616259e-06,7.8962769768938351e-12,2.9285466101499637e-10,1.3888155484533425e-14,1.2630503649184669e-12,5.8909940888645238e-09,1.7715311503587186e-08,3.708441540622986e-15,1.0886077686298343e-13,6.3098839763118473e-16,5.4139307594376351e-20,4.1386423057979722e-23,5.0253500896737998e-16,6.3171197531803795e-19,1.8577019497109062e-22,8.377163500337395e-21,8.7540682611892152e-21,7.6367067255931362e-21,4.6812196809877992e-23,1.4063425510199511e-26,3.919721278715578e-10,2.0019394208452185e-22,6.0242833983401805e-29,6.1353914283016113e-23,1.1397344493192797e-24
5.164966585233346e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3309870961073032,0.11305293991334327,0.022339869559719713,6.6414002159975984e-13,5.9287031049448248e-08,2.9215156795581586e-08,1.3405074353489597e-07,5.7583475716220179e-12,2.1834426632705415e-25,1.7101284782871348e-06,6.7665143968430086e-22,4.3444408615081956e-09,1.7064893276443556e-16,3.7083098714407862e-11,6.3023495225006354e-19,3.6081977974234866e-21,1.9035143430247987e-08,1.3909971599687266e-16,0.005615146458607622,0.00096313955014793362,1.1511883967244106e-08,4.3709325573639986e-08,2.1018357205012782e-06,7.9748152962489446e-12,2.9388839324415616e-10,1.401096170037224e-14,1.2673321946150723e-12,5.9082549786416392e-09,1.7714091206386719e-08,3.7183633397595561e-15,1.0931598106099149e-13,6.3662330186002533e-16,5.4759273408360486e-20,4.1858537125625396e-23,5.063699644525179e-16,6.3720326943721138e-19,1.8767707215999571e-22,8.4957171504986748e-21,8.8523271997293496e-21,7.737231792947653e-21,4.7457023774546294e-23,1.424856553181417e-26,3.9529501914129059e-10,2.0365831807951564e-22,6.1284789588872817e-29,6.1855019392783032e-23,1.1556385943558378e-24
5.175291114300429e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33098410330903544,0.11305182892858416,0.022338927803716938,6.7060235788078914e-13,5.9925289748179469e-08,2.9454408480979991e-08,1.3461117349360819e-07,5.8083605177413568e-12,2.2027546136034602e-25,1.7162007004756833e-06,6.8595489269656002e-22,4.3529297852867781e-09,1.7228624359942233e-16,3.7413866497387643e-11,6.3433542966530302e-19,3.6316310765952888e-21,1.9167533442839082e-08,1.406849155657722e-16,0.0056162507714358784,0.00096502151325360492,1.1533618055305863e-08,4.3924652555467008e-08,2.1081014992552172e-06,8.053953487261976e-12,2.9492385027551612e-10,1.4134635332497359e-14,1.2716229704113984e-12,5.9255205797995635e-09,1.7712892487895587e-08,3.7282971483244515e-15,1.0977204082961031e-13,6.4229677076415614e-16,5.5385211128010084e-20,4.2335180982542779e-23,5.1022567063898128e-16,6.4273267822832248e-19,1.8959991501108242e-22,8.6157204734557026e-21,8.9514946047863563e-21,7.8388837282833798e-21,4.8109438197215362e-23,1.4435781138213947e-26,3.9863820716245242e-10,2.0717547809816878e-22,6.2342611556380033e-29,6.2358969497577651e-23,1.1717378184731763e-24
5.195940172434595e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33097814242711443,0.11304963127203392,0.022337044464213134,6.8367470904946116e-13,6.1218329107216214e-08,2.9937101109839402e-08,1.357352026962585e-07,5.9094288269350222e-12,2.2417562568857598e-25,1.7283765199283251e-06,7.0490021263515407e-22,4.36991434681973e-09,1.7559908134346269e-16,3.8082194814579775e-11,6.4258858706180891e-19,3.6787887630087668e-21,1.9434195581535539e-08,1.4390101786464597e-16,0.0056184350494725335,0.00096878507137702723,1.1577101493473586e-08,4.4356798345216602e-08,2.1206325017346733e-06,8.214040599453343e-12,2.9699993746889381e-10,1.4384603175476222e-14,1.2802312545505197e-12,5.9600652754682866e-09,1.7710559572180246e-08,3.7482008518162137e-15,1.1068672855425266e-13,6.5376009673050216e-16,5.6655188793623609e-20,4.330219894337556e-23,5.1799955206034782e-16,6.5390663079307621e-19,1.9349391418116157e-22,8.8601360220994538e-21,9.1525812028074264e-21,8.0456098966470241e-21,4.9437325145489513e-23,1.4816515908752032e-26,4.0538572124053418e-10,2.1437092117886588e-22,6.4506686955053362e-29,6.3375439450639896e-23,1.2045297738786452e-24
5.216589230568761e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33097221411148331,0.1130474656461751,0.022335161354384452,6.9694573261817666e-13,6.2533620615893651e-08,3.0425404631054811e-08,1.3686346072062008e-07,6.0118990405682747e-12,2.2812651464786959e-25,1.7405941690390057e-06,7.2430460736259241e-22,4.3869078384093801e-09,1.789633761717352e-16,3.875964789306476e-11,6.509116176802117e-19,3.7263358259063652e-21,1.9703375458767647e-08,1.4717884702794676e-16,0.0056205872506173617,0.00097254813914735797,1.1620605258288983e-08,4.4790922520412327e-08,2.1331622735733113e-06,8.3765605135817914e-12,2.990829200412958e-10,1.4638095832857038e-14,1.2888750013500171e-12,5.9946268847673733e-09,1.7708312311373006e-08,3.768152764730678e-15,1.116048430060621e-13,6.6537976583638181e-16,5.7949616378818271e-20,4.4287760780463098e-23,5.2585708473442087e-16,6.6523542170420502e-19,1.9745303046863542e-22,9.1105311757965085e-21,9.3573811826840338e-21,8.2569693741079082e-21,5.0796454775325751e-23,1.5205784821191654e-26,4.1221516318155971e-10,2.2178588831235113e-22,6.6736747457310347e-29,6.4403393684743304e-23,1.238127039250093e-24
5.237238288702927e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33096631790411746,0.11304533159288781,0.022333278473842966,7.1041755921771151e-13,6.3871432796088146e-08,3.0919349021875297e-08,1.3799595132702488e-07,6.1157856631487799e-12,2.3212856079609432e-25,1.7528536432571614e-06,7.4417764879924166e-22,4.4039102312650742e-09,1.8237973509755526e-16,3.9446307209502823e-11,6.5930484579669184e-19,3.774273713494433e-21,1.997508289346973e-08,1.5051936002315311e-16,0.0056227078329926811,0.00097631071707130011,1.166412932231765e-08,4.5227012027874017e-08,2.1456902247194403e-06,8.541535377926013e-12,3.0117279543574535e-10,1.4895150380054511e-14,1.2975539876822963e-12,6.0292041015347371e-09,1.7706150237072324e-08,3.7881529967362877e-15,1.1252638718185789e-13,6.7715717158336962e-16,5.9268874126535687e-20,4.5292153683052396e-23,5.3379869631713813e-16,6.7672065049177021e-19,2.0147810994238079e-22,9.3670290001013395e-21,9.5659482359425791e-21,8.4730475225674468e-21,5.218743333857468e-23,1.5603745119661278e-26,4.1912702200505839e-10,2.2942611794347688e-22,6.9034516795257092e-29,6.5442901783838892e-23,1.2725466354277152e-24
5.257887346837093e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33096045335354801,0.11304322866059473,0.022331395822206071,7.2409233026868988e-13,6.5232035379151792e-08,3.1418963932355307e-08,1.3913267830908934e-07,6.2211032981117624e-12,2.361821987741459e-25,1.7651549380099288e-06,7.6452907602983442e-22,4.4209214937443227e-09,1.8584876998717335e-16,4.014225442384664e-11,6.6776859625299334e-19,3.8226038755189974e-21,2.0249327605449066e-08,1.5392352508449403e-16,0.0056247972481783164,0.00098007280564399728,1.1707673657969297e-08,4.566505359363635e-08,2.1582157636676649e-06,8.7089872840970473e-12,3.0326956109208379e-10,1.5155804149355578e-14,1.3062679832723115e-12,6.0637956049856706e-09,1.7704072859028404e-08,3.8082016536755289e-15,1.1345136410456132e-13,6.8909371056590687e-16,6.0613346770862464e-20,4.6315668216397507e-23,5.418248104048671e-16,6.8836392755916344e-19,2.0557000681338261e-22,9.6297546234585774e-21,9.7783366224323649e-21,8.6939309353184332e-21,5.3610876319979126e-23,1.601055631683226e-26,4.2612178256476101e-10,2.3729747198078344e-22,7.140175575608559e-29,6.6494033373567078e-23,1.307805884627517e-24
5.278536404971259e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33095462001476816,0.11304115640416768,0.022329513399096397,7.379721978775121e-13,6.6615699276772051e-08,3.1924278678243168e-08,1.4027364549185886e-07,6.3278666481416768e-12,2.4028786531014122e-25,1.7774980487019352e-06,7.8536879765388758e-22,4.4379415913557659e-09,1.8937109757954911e-16,4.0847571373323716e-11,6.7630319443002384e-19,3.8713277632778757e-21,2.0526119214059562e-08,1.5739232180284615e-16,0.0056268559413050114,0.00098383440534921865,1.1751238237503387e-08,4.6105033723945271e-08,2.1707382975313151e-06,8.8789382621608155e-12,3.0537321444693531e-10,1.542009473076332e-14,1.3150167507097756e-12,6.0984000600808563e-09,1.7702079666618494e-08,3.8282988376836635e-15,1.1437977682169431e-13,7.0119078236784491e-16,6.1983423572984765e-20,4.7358598348614959e-23,5.4993584645722082e-16,7.0016687421824841e-19,2.0972958349590526e-22,9.8988352643446703e-21,9.9946011745862251e-21,8.9197074500574719e-21,5.5067408539620479e-23,1.6426380217892917e-26,4.3319992543911037e-10,2.4540593782208238e-22,7.3840262789223493e-29,6.7556858121539095e-23,1.3439224147380329e-24
5.299185463105425e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33094881744914095,0.11303911438483542,0.022327631204141735,7.5205932473034048e-13,6.802269655129262e-08,3.2435322233894764e-08,1.4141885673001411e-07,6.4360905154936367e-12,2.444459992234472e-25,1.7898829707150816e-06,8.067068941604853e-22,4.4549704867624423e-09,1.9294733950612256e-16,4.1562340066368529e-11,6.849089662213189e-19,3.9204468296321972e-21,2.0805467236883812e-08,1.6092674121598696e-16,0.0056288843511465405,0.00098759551665954411,1.1794823033034704e-08,4.6546938706324079e-08,2.1832572321157663e-06,9.0514102757452116e-12,3.0748375293367019e-10,1.5688059972840178e-14,1.3238000454472352e-12,6.1330161179658265e-09,1.7700170130189021e-08,3.8484446473204105e-15,1.1531162840392844e-13,7.1344978945813275e-16,6.3379498357285725e-20,4.8421241477644487e-23,5.5813221976909485e-16,7.1213112272448023e-19,2.1395771066908151e-22,1.0174400258679026e-20,1.0214797301712737e-20,9.1504661619928114e-21,5.6557664256118695e-23,1.685138094469839e-26,4.4036192682188713e-10,2.5375763040021695e-22,7.635187461951038e-29,6.8631445737620967e-23,1.3809141636622122e-24
5.319834521239591e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33094304522430795,0.11303710217009297,0.022325749236974984,7.6635588398544521e-13,6.9453300385501075e-08,3.2952123225214651e-08,1.4256831590613476e-07,6.5457898023146093e-12,2.4865704142854769e-25,1.8023096994083449e-06,8.2855362032758157e-22,4.4720081397853943e-09,1.9657812231058244e-16,4.2286642676506016e-11,6.9358623800638036e-19,3.9699625290173387e-21,2.1087381088423848e-08,1.6452778589920565e-16,0.0056308829102105279,0.00099135614003654235,1.183842801653879e-08,4.6990754610695702e-08,2.1957719719927737e-06,9.2264252171395373e-12,3.0960117398237057e-10,1.5959737983550567e-14,1.3326176158146043e-12,6.1676424163491747e-09,1.7698343702403515e-08,3.8686391776846812e-15,1.1624692194368078e-13,7.2587213708567261e-16,6.4801969547586317e-20,4.9503898458315533e-23,5.6641434137350818e-16,7.2425831631201365e-19,2.1825526733892323e-22,1.0456581087506732e-20,1.043898099432034e-20,9.386297437048235e-21,5.8082287270590341e-23,1.7285724960097449e-26,4.4760825841298727e-10,2.6235879424898876e-22,7.8938466866400942e-29,6.9717865974219597e-23,1.4187993837047574e-24
5.340483579373757e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33093730291409951,0.11303511933361182,0.022323867497234043,7.8086405916364575e-13,7.0907785051873015e-08,3.3474709922627485e-08,1.4372202692902238e-07,6.656979510964388e-12,2.5292143493874029e-25,1.8147782301175762e-06,8.5091940764660212e-22,4.4890545074075932e-09,2.0026407746863107e-16,4.3020561536185534e-11,7.023353366238838e-19,4.0198763174532976e-21,2.1371870078801106e-08,1.6819647005627889e-16,0.0056328520448279901,0.00099511627593095288,1.1882053159857372e-08,4.7436467290559851e-08,2.2082819205757306e-06,9.4040049023619976e-12,3.1172547501979658e-10,1.6235167131102739e-14,1.3414692030258148e-12,6.2022775799251685e-09,1.7696599819486063e-08,3.8888825205362224e-15,1.1718566055375784e-13,7.3845923317333194e-16,6.6251240203532883e-20,5.0606873629521747e-23,5.7478261795835635e-16,7.3655010922878567e-19,2.22623140900837e-22,1.0745511404961756e-20,1.0667208828474276e-20,9.6272929251661066e-21,5.9641931031389372e-23,1.7729581092441972e-26,4.5493938730938454e-10,2.7121580558975595e-22,8.1601954669343786e-29,7.0816188626570711e-23,1.4575966460063425e-24
5.361132637507923e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33093159009844664,0.1130331654551521,0.022321985984561775,7.9558604403671207e-13,7.2386425881271598e-08,3.4003110234082801e-08,1.4487999373208752e-07,6.7696747443363017e-12,2.5723962486966278e-25,1.8272885581553093e-06,8.7381486677279701e-22,4.5061095437782255e-09,2.0400584140774627e-16,4.3764179130566138e-11,7.1115658934476504e-19,4.0701896525544976e-21,2.1658943412466059e-08,1.7193381961081729e-16,0.0056347921752415465,0.00099887592478286333,1.1925698434703741e-08,4.7884062384227843e-08,2.2207864801959302e-06,9.5841710662211747e-12,3.1385665346935416e-10,1.6514386044790036e-14,1.3503545411962406e-12,6.236920220757626e-09,1.7694937902440989e-08,3.9091747644050998e-15,1.1812784736605237e-13,7.5121248821112653e-16,6.7727718057133348e-20,5.1730474841505099e-23,5.8323745180118367e-16,7.4900816677158037e-19,2.2706222720265049e-22,1.1041327066516138e-20,1.0899537970187013e-20,9.8735455737113627e-21,6.1237258739643949e-23,1.8183120560282463e-26,4.6235577589631496e-10,2.8033517443893977e-22,8.4344293319408035e-29,7.1926483533028857e-23,1.4973248450255624e-24
5.381781695642089e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33092590636329333,0.11303124012047519,0.022320104698605885,8.1052404251379854e-13,7.3889499231113248e-08,3.4537351698095421e-08,1.4604222027179705e-07,6.8838907061776999e-12,2.6161205844264744e-25,1.8398406788105725e-06,8.9725079000133861e-22,4.523173200217302e-09,2.0780405552693966e-16,4.4517578091254988e-11,7.2005032384519119e-19,4.1209039935390686e-21,2.1948610186917902e-08,1.7574087229797803e-16,0.0056367037156923906,0.001002635087021884,1.1969363812668034e-08,4.8333525316115275e-08,2.2332850521797271e-06,9.766945357361211e-12,3.1599470675106276e-10,1.6797433615831419e-14,1.3592733573549271e-12,6.2715689386942763e-09,1.769335735818238e-08,3.9295159947049163e-15,1.1907348553028865e-13,7.641333151486034e-16,6.9231815549440541e-20,5.287501348324831e-23,5.917792406903704e-16,7.6163416532107032e-19,2.3157343060810541e-22,1.134416615751548e-20,1.1136026179842183e-20,1.0125149640976541e-20,6.286894345558989e-23,1.8646516997249621e-26,4.6985788173872138e-10,2.8972354673628047e-22,8.7167478897108834e-29,7.3048820575358429e-23,1.5380032030686135e-24
5.4024307537762554e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33092025130051045,0.11302934292125835,0.022318223639018923,8.2568026852600422e-13,7.541728245301119e-08,3.5077461476823978e-08,1.47208710526176e-07,6.9996427014101828e-12,2.6603918498790589e-25,1.8524345873487068e-06,9.2123815376911077e-22,4.5402454252206278e-09,2.1165936621651242e-16,4.5280841190000406e-11,7.2901686817942895e-19,4.1720208012376181e-21,2.224087939143449e-08,1.796186777565416e-16,0.0056385870745060034,0.0010063937630673254,1.2013049265222489e-08,4.8784841298091404e-08,2.2457770369266476e-06,9.952349333295305e-12,3.1813963228152476e-10,1.7084348998211341e-14,1.3682253714664905e-12,6.3062223217488655e-09,1.7691857580641202e-08,3.9499062938356612e-15,1.2002257821281277e-13,7.7722312928645112e-16,7.0763949867381453e-20,5.4040804509974967e-23,6.0040837785147128e-16,7.7442979237683959e-19,2.3615766406081912e-22,1.1654169022000684e-20,1.137673181665201e-20,1.0382200709787696e-20,6.4537668205699096e-23,1.9119946477121889e-26,4.7744615747299517e-10,2.9938770649364523e-22,9.0073548916372332e-29,7.4183269679026511e-23,1.5796512748666133e-24
5.4230798119104214e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33091462450781195,0.11302747345500999,0.022316342805458134,8.4105694590910781e-13,7.6970053859902542e-08,3.5623466349190044e-08,1.4837946849336343e-07,7.1169461364496079e-12,2.7052145594754184e-25,1.8650702790111897e-06,9.457881211823645e-22,4.557326164465108e-09,2.1557242487780678e-16,4.6054051332341141e-11,7.3805655075261511e-19,4.2235415381015273e-21,2.2535759905812948e-08,1.8356829762135151e-16,0.0056404426541766702,0.0010101519533283678,1.2056754763726621e-08,4.9237995330886177e-08,2.2582618339883561e-06,1.014040445543108e-11,3.2029142747389587e-10,1.737517160951889e-14,1.3772102964486797e-12,6.3408789465103316e-09,1.7690437951792968e-08,3.9703457412898139e-15,1.2097512859542681e-13,7.9048334816736643e-16,7.2324542980732372e-20,5.5228166470757139e-23,6.0912525187392258e-16,7.8739674659238772e-19,2.4081584914872721e-22,1.1971478291818252e-20,1.1621713843148415e-20,1.0644795701211963e-20,6.6244126090608881e-23,1.9603587539080208e-26,4.8512105069905313e-10,3.0933457796437591e-22,9.3064582974635874e-29,7.5329900813496286e-23,1.6222889522008834e-24
