Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(77),C2H6X(52)
1.258760353550234e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319467951,0.11866996602488902,0.022821567692932251,0.0,1.6665654945726468e-41,1.639489080478929e-29,0.0,1.1988416407158141e-38,0.0,1.279983109259241e-18,5.3034580531742071e-82,1.2799786856889054e-18,3.6222998063080332e-55,5.2116835281805548e-46,0.0,0.0,3.003138607758166e-35,2.1085356495960863e-64,5.0762128207497916e-12,2.440688235728376e-13,9.4077307488371361e-17,1.3073518161015116e-25,9.4077311781181742e-17,4.7581193571370462e-36,8.0291688489326497e-30,1.9977236207429387e-49
2.5175212406328806e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318935904,0.11866996601981271,0.022821567692810216,0.0,2.6664933718320548e-40,6.5579584195780221e-29,0.0,9.5907370503998327e-38,0.0,2.5599756078300634e-18,3.3942234900298491e-80,2.5599579135438122e-18,5.7956822791547105e-54,8.3386865219114006e-45,0.0,0.0,2.4025085704991006e-34,6.7473172209476016e-63,1.0152427787131213e-11,4.8813775058331197e-13,1.881546462572314e-16,5.2294014485483917e-25,1.8815466342847842e-16,3.806478487168105e-35,3.2116779763332456e-29,3.1963592038284268e-48
5.035043014798174e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317871811,0.11866996600966009,0.022821567692566148,0.0,4.266350309837742e-39,2.6231837951297634e-28,0.0,7.6725902286788192e-37,0.0,5.1199871453246569e-18,2.1723138077748009e-78,5.1199163681738759e-18,9.2730925620542828e-53,1.3341864280450986e-43,0.0,0.0,1.922002082052934e-33,2.1591417486077227e-61,2.0304857702047818e-11,9.7627560456748095e-13,3.7630929801088301e-16,2.0917549293252576e-24,3.7630936669588347e-16,3.0451538983172186e-34,1.2846789273646937e-28,5.1141751757916212e-47
1.0070086563128761e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315743625,0.11866996598935485,0.02282156769207801,0.0,6.8260333917185608e-38,1.0492736097244511e-27,0.0,6.138070847870049e-36,0.0,1.0240116381696145e-17,1.3903054808919537e-76,1.0239833273115006e-17,1.4836945132915082e-51,2.1346863438046329e-42,0.0,0.0,1.5375935990581729e-32,6.9092522811264514e-60,4.0609717460496081e-11,1.9525513123887019e-12,7.5261849838194182e-16,8.3669725220684039e-24,7.5261877312196625e-16,2.4360762158126805e-33,5.1387763789349613e-28,8.182678468693315e-46
2.0140173659789936e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311487246,0.11866996594874436,0.022821567691101736,0.0,1.0921245084331676e-36,4.1970946719455302e-27,0.0,4.9104536316023551e-35,0.0,2.0480799499735743e-17,8.8981946795135746e-75,2.0479667065721262e-17,2.373909800374517e-50,3.4154593664765385e-41,0.0,0.0,1.2300618018386254e-31,2.2109594348125018e-58,8.1219436691852794e-11,3.9051027274426736e-12,1.5052364865793134e-15,3.3467508542838785e-23,1.5052375855394811e-15,1.9487856604413492e-32,2.0555588420869942e-27,1.3092277148476562e-44
4.028034785311228e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302974489,0.1186699658675234,0.022821567689149183,0.0,1.7472684252854419e-35,1.6788379551498627e-26,0.0,3.928357666348098e-34,0.0,4.0963864315137812e-17,5.6951497462893365e-73,4.0959334581829802e-17,3.7982507564291815e-49,5.464610316534147e-40,0.0,0.0,9.8402844984103512e-31,7.0750611761921728e-57,1.6243887401240698e-10,7.8102055551967323e-12,3.0104708127969364e-15,1.3386697392689144e-22,3.0104752086379161e-15,1.5589079312451262e-31,8.2226212017871568e-27,2.0947614472057563e-43
6.042052204643463e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756294461732,0.11866996578630244,0.02282156768719663,0.0,6.4309180925384373e-35,3.567530765899874e-26,0.0,1.1662302878898898e-33,0.0,6.1448627708001253e-17,3.2335295770947635e-72,6.1439002028834361e-17,1.4369545057236268e-48,2.0833612898130971e-39,0.0,0.0,2.8136718643260511e-30,3.3004987489104052e-56,2.4365831019080191e-10,1.1715308380596912e-11,4.515703488839303e-15,2.8446282519882936e-22,4.5157128300021556e-15,4.4573042813755384e-31,1.7473636607967792e-26,7.9249027296387721e-43
1.0070087043307931e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756277436223,0.11866996562386052,0.022821567683291528,0.0,4.9474296773719906e-34,9.8631739569134331e-26,0.0,5.4628537750712596e-33,0.0,1.0242494878865197e-16,8.6938618509677556e-71,1.0239833664642755e-16,1.1340561820226091e-47,1.7131482237008317e-38,0.0,0.0,1.2930111348851983e-29,4.4228716194096758e-55,4.0609717797895537e-10,1.952551402198178e-11,7.5261622402379177e-15,7.8642399324306969e-22,7.5261880658075739e-15,2.0481363730892857e-30,4.8313504360714235e-26,6.2543967526072351e-42
1.3695318398105953e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756262113263,0.1186699654776628,0.022821567679776937,0.0,1.3624774583236623e-33,1.7563391367442649e-25,0.0,1.2606069036153272e-32,0.0,1.3930912588460633e-16,3.7752687744952793e-70,1.3926173757898475e-16,3.1825276873313031e-47,4.9963569887452241e-38,0.0,0.0,2.9104952454482391e-29,1.4679187062394574e-54,5.5229215529794875e-10,2.6554699091622748e-11,1.0235569784762027e-14,1.4003503062953117e-21,1.0235615772452182e-14,4.609990863173654e-30,8.6036803803623501e-26,1.7551854861173393e-41
1.7320549752903976e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756246790304,0.11866996533146508,0.022821567676262346,0.0,3.0685159095387802e-33,2.7416703074758413e-25,0.0,2.4272187503410077e-32,0.0,1.7619911203386736e-16,1.1431700913860997e-69,1.7612513827520814e-16,7.2865787141502284e-47,1.1432425605168095e-37,0.0,0.0,5.5009067552033746e-29,3.9443109305611787e-54,6.9848712871078801e-10,3.3583884153213529e-11,1.294497168576706e-14,2.1859070241944486e-21,1.2945043473207438e-14,8.7125015084227605e-30,1.3431217257465921e-25,4.0185970110577493e-41
2.0945781107701998e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756231467344,0.11866996518526736,0.022821567672747754,0.0,5.8972913750523956e-33,3.9303840844390593e-25,0.0,4.1268624528741765e-32,0.0,2.130945854390373e-16,2.9679689917821009e-69,2.1298853874818922e-16,1.4209256386936955e-46,2.2607983181441593e-37,0.0,0.0,9.1943720133589245e-29,8.7257486949021449e-54,8.4468209843385073e-10,4.0613069207200094e-11,1.5654368255880834e-14,3.1335754131697764e-21,1.5654471168407886e-14,1.4561554566786522e-29,1.92556532240021e-25,7.836499627365248e-41
2.819624381729804e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756200821431,0.11866996489287195,0.022821567665718568,0.0,1.5249050766443999e-32,6.7716220459339439e-25,0.0,9.1245100128273054e-32,0.0,2.8689804580506124e-16,1.3130067028924753e-68,2.8671533918505137e-16,3.7724931198973552e-46,6.3235946351110622e-37,0.0,0.0,1.9628295368840289e-28,2.7453904019904676e-53,1.137072029465509e-09,5.4671439297831996e-11,2.1073149239139438e-14,5.3985718917148914e-21,2.1073326546171448e-14,3.1083585744437399e-29,3.3178352040519774e-25,2.0805548847830917e-40
3.5446706526894086e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756170175517,0.11866996460047652,0.022821567658689382,0.0,3.229142421753868e-32,1.036464518918836e-24,0.0,1.709460287802488e-31,0.0,3.6072178921304138e-16,3.9513379732617398e-68,3.6044213879671896e-16,8.1830337015959832e-46,1.4159106103411968e-36,0.0,0.0,3.5690825561732268e-28,6.79075563454676e-53,1.4294619468582524e-09,6.8729809360355693e-11,2.6491910517343469e-14,8.262702744289581e-21,2.6492181903500035e-14,5.6515824389091089e-29,5.0787212261784029e-25,4.5129967300800131e-40
4.2697169236490134e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756139529603,0.11866996430808112,0.022821567651660195,0.0,6.1086925847473944e-32,1.4760445583055158e-24,0.0,2.8930919633703868e-31,0.0,4.3456719134197762e-16,1.0229662440763084e-67,4.3416893752722108e-16,1.58146622244456e-45,2.797482579036297e-36,0.0,0.0,5.9037745179739424e-28,1.477015686763008e-52,1.7218518496869843e-09,8.2788179392864761e-11,3.1910650754017483e-14,1.1766526685793095e-20,3.1911037239085934e-14,9.347761099520761e-29,7.2333257065201109e-25,8.7218890400079849e-40
5.719809465568222e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756078237787,0.11866996372329038,0.022821567637601826,0.0,1.8510093033745475e-31,2.6005615149574607e-24,0.0,6.8800876503903205e-31,0.0,5.823241917411161e-16,6.3320636986768677e-67,5.8162253229507603e-16,4.9763700994104627e-45,8.9261564430609782e-36,0.0,0.0,1.3617071882605079e-27,6.1881876345723749e-52,2.3066316108317494e-09,1.1090491936614827e-10,4.2748066917575189e-14,2.0728791687562724e-20,4.2748747844312273e-14,2.1556217383528381e-28,1.2746517110317686e-24,2.7444996717195479e-39
7.169902007487432e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756016945977,0.11866996313849969,0.022821567623543457,0.0,4.3526565094439555e-31,4.0512012517408842e-24,0.0,1.3436468956410736e-30,0.0,7.3016917806338507e-16,2.2918798949329313e-66,7.2907612348325932e-16,1.1954157705524426e-44,2.1527063771966648e-35,0.0,0.0,2.6156708024735962e-27,1.8112824368683844e-51,2.8914113128112725e-09,1.3902165921750069e-10,5.3585397602503558e-14,3.228860313170953e-20,5.3586458362371785e-14,4.1398854654243093e-28,1.9860626433832411e-24,6.592792120846208e-39
1.007008709132585e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755894362372,0.11866996196891849,0.022821567595426716,0.0,1.708053188294487e-30,7.9315006745680937e-24,0.0,3.7573723082304062e-30,0.0,1.0261232804431781e-15,2.0097114949096893e-65,1.0239832951134699e-15,4.8108067237470757e-44,8.5818405295107094e-35,0.0,0.0,7.1932808430861946e-27,1.0699692534070531e-50,4.0609705391565717e-09,1.9525513855417273e-10,7.5259802369508491e-14,6.3202188066476899e-20,7.5261879140679012e-14,1.1379870867760356e-27,3.8899666291341368e-24,2.653187994751996e-38
1.5870457259002687e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755649195236,0.11866995962975681,0.02282156753919324,0.0,1.1337260576285488e-29,1.9608329766771787e-23,0.0,1.5120704021697407e-29,0.0,1.6190880201019579e-15,3.901210748692995e-64,1.6137975953876854e-15,3.2550295655988277e-43,5.6343839203032815e-34,0.0,0.0,2.8612485314850209e-26,1.2651027658496543e-49,6.4000882813661588e-09,3.0772209576335729e-10,1.1860758547726104e-13,1.5618158020777087e-19,1.186127196907795e-13,4.5219933828076389e-27,9.6253048301263694e-24,1.7951650320178636e-37
2.7471197594356357e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755158861235,0.11866995495143629,0.022821567426726287,0.0,1.1177040266150899e-28,5.8627566758676689e-23,0.0,8.1175428527080512e-29,0.0,2.8092436173705606e-15,1.3100389943931453e-62,2.7934260239846351e-15,3.2448093046833199e-42,5.4023755121079267e-33,0.0,0.0,1.5267357792129523e-25,2.4085731254308151e-48,1.1078320923752114e-08,5.3265600432506207e-10,2.0529904601404624e-13,4.6655412144477265e-19,2.0531439696470053e-13,2.4077678185351089e-26,2.8831709542789178e-23,1.7895226230504189e-36
5.06726782650637e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754178194381,0.11866994559480661,0.022821567201792386,0.0,1.3864094171256673e-27,1.9932899732928702e-22,0.0,5.2361504304283616e-28,0.0,5.2064578688054116e-15,6.0107428104072542e-61,5.1526821933700551e-15,4.0591713753717174e-41,6.5437884060939603e-32,0.0,0.0,9.8142021542260399e-25,5.9273089455373397e-47,2.0434774840356059e-08,9.8252379802333158e-10,3.7866554578943485e-13,1.5833663078482954e-18,3.7871773779637636e-13,1.5410902022425757e-25,9.8389369478372433e-23,2.2386309470204346e-35
9.70756396064784e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756752216865255,0.11866992688159272,0.022821566751924635,0.0,1.9335192526149604e-26,7.3138730360140596e-22,0.0,3.7455484286146164e-27,0.0,1.0068486873384831e-14,3.2671393280698881e-59,9.8711917809031856e-15,5.7297985861158045e-40,9.0291402660035002e-31,0.0,0.0,6.9946936708874346e-24,1.66207833685601e-45,3.9147637200885564e-08,1.8822592917319533e-09,7.2533287187606976e-13,5.7886222968262022e-18,7.2552437723084747e-13,1.0889012219166541e-24,3.63698452238575e-22,3.1599386895158975e-34
1.8988156228930779e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756748294225242,0.11866988945534682,0.022821565852189321,0.0,2.8386972029004868e-25,2.7981502031714296e-21,0.0,2.8295576517015776e-26,0.0,2.0062851921150184e-14,1.9509614395321791e-57,1.9308199951037086e-14,8.6036670836506947e-39,1.3320651091997399e-29,0.0,0.0,5.2509061508288283e-23,4.9762729415730331e-44,7.6573180031984915e-08,3.6817299044982328e-09,1.4184049251484148e-12,2.1985790246066856e-17,1.4191375870657447e-12,8.0356862207616805e-24,1.4119959408608933e-21,4.744727322113217e-33
2.8268748497213715e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756744371609565,0.11866985202934344,0.02282156495245425,0.0,1.1699897677123656e-24,6.2018064659289249e-21,0.0,8.8406722168686113e-26,0.0,3.0417502317954326e-14,1.3533510339321393e-56,2.8745193447956014e-14,3.589823673182807e-38,5.7427500567054734e-29,0.0,0.0,1.6338534260239228e-22,2.6479605811636968e-43,1.1399848034418536e-07,5.4812000178621634e-09,2.1111269705695936e-12,4.8436413121057356e-17,2.1127508335637091e-12,2.4716946272076789e-23,3.1673691689591537e-21,1.9796769935710474e-32
3.754934076549665e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756740449018224,0.11866981460358254,0.022821564052719422,0.0,3.244105216881989e-24,1.0942400206888476e-20,0.0,2.0001774610950877e-25,0.0,4.1132264796603241e-14,5.8985817337514815e-56,3.8182172271700686e-14,1.0069312723372506e-37,1.652450116899558e-28,0.0,0.0,3.6822072293172593e-22,8.9466030321926686e-43,1.5142353813896847e-07,7.2806696320035647e-09,2.8034991813792608e-12,8.4962726329261619e-17,2.806364294447144e-12,5.5097373704128298e-23,5.6533278944940045e-21,5.5528371111422067e-32
4.682993303377959e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375673652645122,0.11866977717806416,0.022821563152984843,0.0,7.2616799779717283e-24,1.701997697415342e-20,0.0,3.7958378302806123e-25,0.0,5.2206960293572602e-14,1.9699027012685126e-55,4.7619136422314181e-14,2.2798967685976847e-37,3.8067920741185228e-28,0.0,0.0,6.9609878971268028e-22,2.3684625073286165e-42,1.8884835341787672e-07,9.0801387471050991e-09,3.4955217366119411e-12,1.3138395662279718e-16,3.4999781504466649e-12,1.0302974546569775e-22,8.8941578094730591e-21,1.2572573694079758e-31
