Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(85),C2H6X(60)
0.0,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.073010519766373e-24,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,9.7216011186711114e-140,2.7959701385339683e-65,1.5045735160216305e-46,1.4736819120769713e-74,7.5361987772830156e-58,4.0495272658205201e-49,4.1779536751035219e-29,-2.904506189831467e-114,4.1779536558637842e-29,2.6422574672144178e-74,2.9246860154842265e-70,3.4801122854883663e-75,3.0089276689056725e-106,4.0495708946104796e-49,5.1282982894111833e-92,2.5399085013539726e-18,7.4085410398985488e-19,1.6789853637186189e-23,1.8465986825462584e-37,1.6789853637186192e-23,5.9497264341663364e-54,1.0068254704359761e-45,1.3981253760030894e-74
2.2604429455345845e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,7.5016537735043459e-138,5.6298754932874026e-64,9.0876240368483545e-46,1.7495551731418721e-73,1.1388703592228e-56,2.4459144794313028e-48,1.1698270352626639e-28,-2.7502001650393034e-114,1.1698270236418627e-28,3.992982055726738e-73,9.1956804542756242e-69,4.1315893221553908e-74,6.7308508644190619e-105,2.4459662755307428e-48,1.4462630686809238e-90,7.1117438037911189e-18,2.074391491171594e-18,4.7011590184121302e-23,1.1153456042565075e-36,4.7011590184121349e-23,7.0635152226108632e-53,6.081225868473316e-45,3.942937260388154e-73
5.166726732650479e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999992,0.10000000000000001,8.1758017183057392e-136,1.0421499458264672e-62,4.375299784705244e-45,1.7177236588016027e-72,1.2251447628251037e-55,1.1776025452141708e-47,2.6738903957020002e-28,4.8381595065057607e-114,2.6738903397528439e-28,4.2954675313750684e-72,2.051505721678824e-67,4.0564189321184103e-73,1.3299027175936451e-103,1.1776533989317472e-47,3.1459378989491018e-89,1.6255414408665398e-17,4.7414662655350722e-18,1.0745506327799144e-22,5.3699089688230226e-36,1.0745506327799165e-22,6.9350011315669e-52,2.9278485085878498e-44,8.5767497865755874e-72
1.0979294306882267e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999978,0.10000000000000001,6.6885350962596888e-134,1.792379202458573e-61,1.9108083654645894e-44,1.5193071504527123e-71,1.1261191108916181e-54,5.1428997961655497e-47,5.6820172163195194e-28,3.0127607919505468e-112,5.6820169719748578e-28,3.9482746264679992e-71,3.8422431719560704e-66,3.5878566713687429e-72,2.3664908700070112e-102,5.1433495915385113e-47,5.832038546994163e-88,3.4542755618413874e-17,1.0075615814262029e-17,2.2834200946573131e-22,2.3451803268115318e-35,2.2834200946573229e-22,6.1339299643636163e-51,1.2786683893657223e-43,1.5899848644001922e-70
2.2604429455345845e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999999,0.099999999999999936,0.10000000000000001,4.8141071446866087e-132,2.9712062825320192e-60,7.9772487829963081e-44,1.2770692502379586e-70,9.6341860824912329e-54,2.1470595080541796e-46,1.1698271256509949e-27,1.0743995649470004e-110,1.1698270236419081e-27,3.3778322549266948e-70,6.6365195810705539e-65,3.0158098235112256e-71,3.9914328824500818e-101,2.1474375881673539e-46,1.0023784679735952e-86,7.1117438037910511e-17,2.0743914911715938e-17,4.7011590184120911e-22,9.790666214660306e-35,4.7011590184121325e-22,5.1559377318545541e-50,5.3381890214598354e-43,2.7327777390153188e-69
4.5854699752273005e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999988,0.099999999999999867,0.099999999999999992,3.26359236782394e-130,4.8377962244682001e-59,3.25896641953034e-43,1.0470186026765718e-69,7.9657313598952944e-53,8.7714393233878655e-46,2.373078093271238e-27,3.6104762567496284e-109,2.3730776765308335e-27,2.7928574637350964e-69,1.1026676541258991e-63,2.4725432757562985e-70,6.5559409437287277e-100,8.7745390525819891e-46,1.6613690474803796e-85,1.4426680287690254e-16,4.2080513106623736e-17,9.5366368659215794e-22,3.9998066101731964e-34,9.5366368659217487e-22,4.2271492608847302e-49,2.1808245613528284e-42,4.5293786899808697e-68
9.23552403461273e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999971,0.099999999999999714,0.099999999999999964,2.1494670571227629e-128,7.8079814736020636e-58,1.3173263335344641e-42,8.479029301877986e-69,6.4776004503480695e-52,3.5455565551641276e-45,4.7795806668403507e-27,1.1835739302801291e-107,4.7795789823090049e-27,2.2711060621522629e-68,1.7976265750950814e-62,2.0023299329835439e-69,1.0627464239466911e-98,3.5480667962313332e-45,2.7051096806408646e-84,2.9056553255488157e-16,8.4753709496439276e-17,1.920759256094027e-21,1.6167857831667457e-33,1.9207592560940944e-21,3.4232550671810949e-48,8.8152428969660055e-42,7.3749190318374034e-67
1.8535632153383595e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999932,0.099999999999999423,0.099999999999999922,1.395979112020205e-126,1.2546933642086133e-56,5.2969112520028198e-42,6.8246623719618271e-68,5.2244194303970366e-51,1.4256531290851082e-44,9.592588367293089e-27,3.8332064201143662e-106,9.5925815938666335e-27,1.8317305528325743e-67,2.9031717202364512e-61,1.6116497848237165e-68,1.7115208217700733e-97,1.4276735894818671e-44,4.3660607831226332e-83,5.8316299191081946e-16,1.701001022760701e-16,3.8549503950976516e-21,6.501024524721792e-33,3.8549503950979232e-21,2.7553334936758779e-47,3.5445714725369556e-41,1.1903149050815391e-65
3.713584839092532e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999854,0.09999999999999884,0.099999999999999839,9.0070127462098489e-125,2.0118485670032722e-55,2.1242983245876241e-41,5.4763648501836411e-67,4.1965378026110152e-50,5.7175101530384855e-44,1.9218613981456599e-26,1.234001248143781e-104,1.9218586816987028e-26,1.4713475889387339e-66,4.6667637490999207e-60,1.2932481859725325e-67,2.7473714682036792e-96,5.7337230752783123e-44,7.0161516740838084e-82,1.1683579106226147e-15,3.4079288783533056e-16,7.7233326731044463e-21,2.6072015993850482e-32,7.7233326731055402e-21,2.2109816024660351e-46,1.4215325571791922e-40,1.9128040975988308e-64
