Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH2X(27),CHX(28),CX(26),CH3OO(77),H2X(49),C2H4(47),OCX(25),COX(50),CHOX(53),O(29),H2OX(23),HOX(22)
1.1245386116554327e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4483591887876377,0.11463853112932437,0.022821351847007967,0.0,3.9959216449658165e-09,4.6514578293670665e-06,2.6379417852925492e-10,3.320521685737281e-09,2.5712443869955872e-23,9.9197866464874831e-05,2.341700646468799e-18,8.5649594427348265e-05,1.0585467754640157e-13,1.8204271526370039e-11,3.5611326471748892e-18,3.2070074680078746e-20,1.8150011191980672e-07,8.5245877556860719e-13,0.0039292866359162976,9.6801492836441296e-08,1.5693582553729235e-05,1.1075331363830098e-09,5.1619812816816313e-13,2.7015009813362681e-09,2.9390980794564901e-06,5.6290238484377202e-10,6.8071079636121674e-08,1.3202050816190858e-12,1.2795426254896111e-13,8.2648571702099688e-16,7.5312748614841575e-19,1.4797307319482991e-07,1.8177453602202892e-13,1.3379170108888871e-11
1.133131884158106e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44833807068802051,0.11461684711917307,0.022821349333089512,0.0,4.0881596658147226e-09,4.7295001178316539e-06,2.6926914284506061e-10,3.39659716784216e-09,2.6706182263952842e-23,9.9954623645790756e-05,2.4335841495944017e-18,8.6215631539210766e-05,1.0835946630271347e-13,1.8768845192983721e-11,3.6627799913202236e-18,3.2960961715940021e-20,1.8430694054131499e-07,8.7925618042940669e-13,0.0039501735875705326,9.6796675006649661e-08,1.5883325283576452e-05,1.1149704184234015e-09,5.1993659431877548e-13,2.7714545659456403e-09,2.9791593701502734e-06,5.6719886215190318e-10,6.934227379369479e-08,1.3619290720356346e-12,1.2978002810485029e-13,8.4360659572994674e-16,7.7314597708607229e-19,1.5009185728798636e-07,1.8596110574097717e-13,1.3544654608101954e-11
1.1417251566607794e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44831706048219916,0.11459527147799078,0.02282134680122723,0.0,4.1818030613085457e-09,4.8083875561948588e-06,2.7481820988815513e-10,3.4738157011963101e-09,2.7730772476115671e-23,0.00010071134999198722,2.5283307448936855e-18,8.6780529842579363e-05,1.1090380813218037e-13,1.9346449486085952e-11,3.7665224001917318e-18,3.38699728227599e-20,1.8713519370318645e-07,9.0668315403354697e-13,0.0039709519320364327,9.6791879858831079e-08,1.6073499878615396e-05,1.1224075336478578e-09,5.2368462276759633e-13,2.8426283357479577e-09,3.019486118451856e-06,5.7149516309227305e-10,7.0628294300411719e-08,1.4046385572071802e-12,1.3161955306957536e-13,8.6095840375078184e-16,7.9353032391495085e-19,1.5222358910306691e-07,1.9021123186928066e-13,1.37106205042984e-11
1.1503184291634527e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44829615762219055,0.11457380364227175,0.022821344251444064,0.0,4.2768622396315168e-09,4.888126017615641e-06,2.8044186480425184e-10,3.5521854964529516e-09,2.8786939556183496e-23,0.00010146804526689536,2.62600682876767e-18,8.7344292909816975e-05,1.1348802093655729e-13,1.9937282465780497e-11,3.8723864876061893e-18,3.4797345562452283e-20,1.8998485524387611e-07,9.3474956683650565e-13,0.0039916222330606578,9.6787107295421477e-08,1.6264090491462894e-05,1.1298444787950838e-09,5.2744239380617567e-13,2.9150314579926427e-09,3.0600782937471636e-06,5.757912863121361e-10,7.1929246654119063e-08,1.4483490703627997e-12,1.3347285804770729e-13,8.7854264153323064e-16,8.1428373534166593e-19,1.5436822791633332e-07,1.9452538128214465e-13,1.3877055647908406e-11
1.158911701666126e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44827536156291076,0.11455244305144227,0.022821341683763142,0.0,4.3733475983520135e-09,4.9687213730519366e-06,2.8614059265648568e-10,3.6317147570606606e-09,2.9875419889963474e-23,0.00010222470923423196,2.7266798137282409e-18,8.7906924284974114e-05,1.1611242271603973e-13,2.0541543613719188e-11,3.9803989894885738e-18,3.5743318948222361e-20,1.9285590855243719e-07,9.6346536803934329e-13,0.0040121850514574326,9.6782357219440691e-08,1.6455081307276047e-05,1.1372812506110805e-09,5.3121008853067579e-13,2.9886729936773613e-09,3.100935865559205e-06,5.8008723046039733e-10,7.3245236925655711e-08,1.4930762693227081e-12,1.3533996365410351e-13,8.9636080923953482e-16,8.354093968362784e-19,1.565257331352292e-07,1.9890402035056145e-13,1.4043947913446018e-11
1.1675049741687993e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44825467176215605,0.11453118914784553,0.02282133909820774,0.0,4.4712695242198598e-09,5.0501794894048436e-06,2.9191487842609817e-10,3.7124116792573374e-09,3.0996961265719847e-23,0.00010298134165798598,2.8304181359315785e-18,8.8468427483918781e-05,1.1877733156694432e-13,2.1159433829686534e-11,4.090586763166833e-18,3.6708133443870438e-20,1.9574833656937694e-07,9.9284058561208967e-13,0.0040326409451238773,9.6777629534483599e-08,1.6646456547378746e-05,1.1447178458489853e-09,5.3498788878888868e-13,3.0635618961137552e-09,3.1420588035487322e-06,5.8438299418753494e-10,7.4576371728723132e-08,1.5388359365359053e-12,1.372208905139161e-13,9.1441440674797278e-16,8.5691047014002047e-19,1.5869606429746519e-07,2.0334761493271607e-13,1.4211285202238418e-11
1.1760982466714727e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4482340876805847,0.11451004137672623,0.022821336494801302,0.0,4.5706383929639022e-09,5.1325062276692537e-06,2.9776520701311891e-10,3.7942844520641676e-09,3.215232293914432e-23,0.00010373794230240525,2.9372912627039271e-18,8.9028805994469573e-05,1.2148306567939614e-13,2.1791155428133525e-11,4.2029767866691431e-18,3.7692030963107507e-20,1.9866212178763002e-07,1.0228853263165525e-12,0.0040529904690552549,9.6772924144711441e-08,1.6838200472872705e-05,1.1521542612689144e-09,5.3877597712684145e-13,3.139707009551215e-09,3.1834470775148502e-06,5.8867857614552504e-10,7.5922758189413144e-08,1.5856439791169092e-12,1.3911565926259357e-13,9.3270493365634944e-16,8.7879009278795318e-19,1.6087918107010928e-07,2.0785663036540363e-13,1.4379055445143243e-11
1.184691519174146e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4482136087816973,0.11448899918621555,0.022821333873567433,0.0,4.6714645690899398e-09,5.2157074410920429e-06,3.0369206323704543e-10,3.8773412572795907e-09,3.3342275696892774e-23,0.00010449451093198331,3.0473697000596033e-18,8.9588063276531459e-05,1.2422994333502209e-13,2.2436912134661129e-11,4.3175961580235508e-18,3.869525486888289e-20,2.0159724625365002e-07,1.0536097757285525e-12,0.0040732341753601372,9.6768240954843083e-08,1.7030297388231213e-05,1.1595904936378088e-09,5.4257453673504562e-13,3.2171170678592881e-09,3.2251006573955606e-06,5.9297397498776765e-10,7.7284503915415417e-08,1.633516428881581e-12,1.4102429054588815e-13,9.5123388928546337e-16,9.010513776461981e-19,1.6307504324868212e-07,2.1243153145545963e-13,1.4547246605253658e-11
1.1932847916768193e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44819323453181875,0.11446806202731603,0.022821331234529903,0.0,4.7737584056790525e-09,5.2997889733388523e-06,3.0969593183752067e-10,3.9615902694732596e-09,3.4567601918674157e-23,0.00010525104731144644,3.1607250002111634e-18,9.0146202762234818e-05,1.2701828290465056e-13,2.3096909082454119e-11,4.4344720945600406e-18,3.9718049972723423e-20,2.0455369156861736e-07,1.0850241982595871e-12,0.004093372613275483,9.6763579870146121e-08,1.7222731644873086e-05,1.1670265397292792e-09,5.463837513944294e-13,3.2958006932691333e-09,3.2670195132682542e-06,5.9726918936901263e-10,7.8661716964929023e-08,1.6824694423820392e-12,1.429468050198463e-13,9.7000277268254308e-16,9.2369741246488648e-19,1.6528361075625743e-07,2.1707278247120739e-13,1.4715846680587281e-11
1.2018780641794926e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44817296440007981,0.11444722935388657,0.022821328577712654,0.0,4.8775302441864207e-09,5.3847566566705841e-06,3.1577729747500775e-10,4.0470396559800162e-09,3.5829095637879025e-23,0.00010600755120574065,3.2774297690716285e-18,9.0703227856077162e-05,1.2984840284601704e-13,2.3771352808665623e-11,4.5536319322149072e-18,4.0760662534084348e-20,2.0753143888976354e-07,1.1171389371779228e-12,0.0041134063291816663,9.675894079642848e-08,1.7415487644714931e-05,1.1744623963234546e-09,5.5020380542200139e-13,3.375766395174454e-09,3.3092036153501423e-06,6.0156421794528669e-10,8.0054505815300117e-08,1.7325193009406746e-12,1.4488322335081272e-13,9.8901308262466104e-16,9.4673125944565744e-19,1.6750484364256777e-07,2.2178084713392629e-13,1.4884843706760317e-11
1.210471336682166e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44815279785839823,0.11442650062262744,0.022821325903139782,0.0,4.982790414240691e-09,5.4706163101306132e-06,3.2193664473146199e-10,4.1336975768938407e-09,3.7127562600735677e-23,0.00010676402238001904,3.3975576737486669e-18,9.1259141935067894e-05,1.3272062170147556e-13,2.4460451250753208e-11,4.6751031248374755e-18,4.1823340259711605e-20,2.1053046893181131e-07,1.1499644146291167e-12,0.004133335866617377,9.675432364002969e-08,1.7608549843699412e-05,1.1818980602068279e-09,5.5403488361629353e-13,3.4570225689923172e-09,3.351652933998625e-06,6.0585905937382021e-10,8.1462979331409088e-08,1.7836824106832552e-12,1.4683356621542243e-13,1.0082663176221155e-15,9.7015595482603275e-19,1.697387020831156e-07,2.2655618860934199e-13,1.5054225759642829e-11
1.2190646091848393e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44813273438146095,0.11440587529306563,0.022821323210835541,0.0,5.0895492334439633e-09,5.5573737377437799e-06,3.2817445811100044e-10,4.2215721850618202e-09,3.8463820323984448e-23,0.00010752046059962899,3.5211834500306611e-18,9.1813948348876083e-05,1.3563525809571617e-13,2.5164413742766836e-11,4.7989132434990451e-18,4.2906332303015471e-20,2.135507619685284e-07,1.1835111316559721e-12,0.004153161766294486,9.6749728307812324e-08,1.7801902755297533e-05,1.1893335281721104e-09,5.5787717120262901e-13,3.5395774950841586e-09,3.3943674397116142e-06,6.1015371231297607e-10,8.2887246733830103e-08,1.8359753025711376e-12,1.4879785430058738e-13,1.027763975921787e-15,9.9397450847762391e-19,1.7198514637828935e-07,2.313992694991441e-13,1.5223980957994141e-11
1.2276578816875126e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44811277344670536,0.11438535282753996,0.02282132050082436,0.0,5.1978170071724649e-09,5.6450347267281893e-06,3.3449122204056881e-10,4.3106716260781146e-09,3.9838698151059237e-23,0.00010827686563009971,3.6483829098645461e-18,9.2367650419980602e-05,1.3859263073348758e-13,2.5883451011589486e-11,4.9250899758041164e-18,4.4009889263455402e-20,2.1659229783439644e-07,1.217789668217928e-12,0.0041728845661128085,9.6745154707153556e-08,1.7995530953982799e-05,1.1967687970180801e-09,5.6173085377826332e-13,3.6234393377372363e-09,3.4373471031277745e-06,6.1444817542217853e-10,8.4327417566785627e-08,1.8894146324325752e-12,1.5077610830349202e-13,1.047507555510465e-15,1.018189903522052e-18,1.7424413695248566e-07,2.3631055183253201e-13,1.5394097466078294e-11
1.2362511541901859e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44809291453430139,0.11436493269118644,0.022821317773130817,0.0,5.3076040283779767e-09,5.7336050457208378e-06,3.408874208706051e-10,4.401004038277895e-09,4.1253037306770758e-23,0.00010903323723712991,3.7792329488253358e-18,9.2920251443823795e-05,1.4159305839732601e-13,2.6617775173130989e-11,5.0536611252037813e-18,4.513426318593593e-20,2.1965505592639152e-07,1.2528106832098802e-12,0.0041925048011747955,9.6740602745936658e-08,1.8189419078675271e-05,1.2042038635494356e-09,5.6559611725744216e-13,3.7086161442068372e-09,3.4805918950267278e-06,6.1874244736184313e-10,8.5783601665918739e-08,1.944017180993132e-12,1.5276834893157423e-13,1.0674985541181523e-15,1.0428050959619022e-18,1.765156343532362e-07,2.41290497057794e-13,1.5564563496255654e-11
1.2448444266928592e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44807315712713397,0.11434461435192361,0.022821315027779669,0.0,5.4189205773900858e-09,5.8230904430180422e-06,3.4736353887569981e-10,4.4925775527313076e-09,4.2707690950482561e-23,0.00010978957518657536,3.9138115535772515e-18,9.3471754688967271e-05,1.4463685994528873e-13,2.736759972847574e-11,5.184654610311322e-18,4.6279707560213613e-20,2.2273901520587744e-07,1.2885849144804416e-12,0.0042120230038001473,9.6736072332542935e-08,1.8383551836153487e-05,1.2116387245766493e-09,5.6947314781642715e-13,3.7951158438193395e-09,3.5241017863291771e-06,6.2303652679330676e-10,8.7255909125905371e-08,1.9997998539052056e-12,1.547745969025098e-13,1.0877384692213332e-15,1.0678230143273266e-18,1.7879959925034081e-07,2.463395660339216e-13,1.5735367311551041e-11
1.2534376991955325e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44805350071078437,0.11432439728043815,0.022821312264795824,0.0,5.5317769217193214e-09,5.9134966448316757e-06,3.5392006025525456e-10,4.5854002932374151e-09,4.4203524227775189e-23,0.00011054587924443703,4.0521978093263489e-18,9.402216339725081e-05,1.4772435430869391e-13,2.8133139559984883e-11,5.3180984642199104e-18,4.7446477320314635e-20,2.2584415420060892e-07,1.3251231788496397e-12,0.0042314397035403501,9.6731563375843115e-08,1.8577914004432271e-05,1.2190733769158271e-09,5.7336213183853518e-13,3.8829462471363348e-09,3.5678767480969917e-06,6.2733041237876e-10,8.8744450267929844e-08,2.0567796817766548e-12,1.5679487294419437e-13,1.1082287980462196e-15,1.0932465593404769e-18,1.8109599243500554e-07,2.5145821902226167e-13,1.590649722819609e-11
1.2620309716982059e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44803394477351288,0.11430428095017031,0.022821309484204355,0.0,5.6461833158612431e-09,6.0048293535621797e-06,3.6055746913413545e-10,4.6794803763181344e-09,4.5741414320595273e-23,0.00011130214917684891,4.1944719072645535e-18,9.4571480783953949e-05,1.5085586048986446e-13,2.8914610927353773e-11,5.4540208338224538e-18,4.863482884396325e-20,2.2897045100684534e-07,1.3624363721260518e-12,0.0042507554271931369,9.672707578518911e-08,1.8772490436104447e-05,1.2265078173885616e-09,5.7726325585923407e-13,3.9721150451798591e-09,3.611916751533211e-06,6.3162410278117768e-10,9.0249335607044572e-08,2.1149738201985372e-12,1.5882919779471782e-13,1.1289710375719659e-15,1.1190786035944857e-18,1.8340477481898712e-07,2.5664691567820988e-13,1.6077941618144125e-11
1.2706242442008792e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44801448880624123,0.1142842648372996,0.022821306686030482,0.0,5.7621500011015353e-09,6.0970942460892664e-06,3.6727624956332452e-10,4.7748259112121839e-09,4.7322250495884213e-23,0.00011205838475006616,4.34071515200502e-18,9.5119710037960063e-05,1.5403169755987828e-13,2.9712231463625229e-11,5.5924499791335019e-18,4.984501995202077e-20,2.3211788329157186e-07,1.4005354691233814e-12,0.004269970698816866,9.6722609470406202e-08,1.8967266061644724e-05,1.2339420428217916e-09,5.8117670651134522e-13,4.0626298087187938e-09,3.6562217679820023e-06,6.359175966642525e-10,9.1770675819437323e-08,2.1743995497719646e-12,1.60877592202343e-13,1.1499666845338574e-15,1.1453219912499229e-18,1.8572590743374234e-07,2.6190611504294825e-13,1.62496889115572e-11
1.2792175167035525e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44799513230253496,0.1142643484207304,0.022821303870299611,0.0,5.879687205322209e-09,6.1902969720812841e-06,3.7407688552056729e-10,4.8714449998689901e-09,4.894693415268693e-23,0.00011281458573045361,4.4910099690087249e-18,9.5666854321923252e-05,1.5725218465632293e-13,3.0526220171159397e-11,5.733414272613215e-18,5.1077309907934987e-20,2.3528642829482869e-07,1.4394315236764752e-12,0.0042890860397448273,9.6718164341784827e-08,1.9162225892673691e-05,1.2413760500476664e-09,5.8510267047040009e-13,4.1544979876164439e-09,3.7007917689285531e-06,6.402108926923288e-10,9.3308581709627296e-08,2.235074276134068e-12,1.6294007692547641e-13,1.1712172354264681e-15,1.1719795377477872e-18,1.880593514295837e-07,2.6723627553523029e-13,1.6421727599262625e-11
1.2878107892062258e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4479758747585858,0.11424453118207795,0.022821301037037289,0.0,5.9988051428089115e-09,6.2844431523241173e-06,3.8095986091101634e-10,4.9693457369426338e-09,5.061637886773907e-23,0.00011357075188447387,4.6454399120021844e-18,9.6212916772437783e-05,1.6051764098105524e-13,3.1356797417560846e-11,5.876942198493373e-18,5.2331959417199983e-20,2.384760628321454e-07,1.4791356686567843e-12,0.0043081019685994818,9.6713740310072436e-08,1.9357355025180242e-05,1.2488098359034015e-09,5.8904133440018806e-13,4.2477269102392221e-09,3.7456267259989035e-06,6.4450398953033697e-10,9.4863164177612122e-08,2.2970155299830811e-12,1.6501667273263507e-13,1.1927241865067894e-15,1.1990540295381312e-18,1.9040506807484087e-07,2.7263785494321393e-13,1.6594046235178066e-11
1.2964040617088991e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44795671567319456,0.11422481260565402,0.022821298186269216,0.0,6.119514014059455e-09,6.3795383770705302e-06,3.8792565956787178e-10,5.0685362097857394e-09,5.2331510439532924e-23,0.00011432688297867619,4.8040896703862289e-18,9.6757900500209904e-05,1.6382838579796613e-13,3.2204184931563802e-11,6.0230623521053741e-18,5.3609230626826008e-20,2.4168676329708013e-07,1.5196591159872665e-12,0.0043270190013066047,9.6709337286465816e-08,1.9552638642700622e-05,1.2562433972311476e-09,5.9299288489855275e-13,4.3423237829263494e-09,3.7907266109597202e-06,6.4879688584372769e-10,9.6434534185987054e-08,2.360240967102543e-12,1.6710740040241786e-13,1.2144890337973316e-15,1.2265482238264377e-18,1.9276301875502786e-07,2.7811131041634866e-13,1.6766633438704798e-11
1.3049973342115725e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44793765454775419,0.11420519217845287,0.022821295318021264,0.0,6.2418240055936276e-09,6.4755882044108291e-06,3.9497476525301807e-10,5.1690244984433968e-09,5.4093266930865309e-23,0.00011508297877968502,4.967045076635731e-18,9.7301808590232364e-05,1.6718473843075003e-13,3.3068605798875912e-11,6.1718034392102303e-18,5.4909387124819644e-20,2.4491850566386205e-07,1.5610131566567388e-12,0.0043458376511093756,9.6704955182603151e-08,1.9748062019452312e-05,1.2636767308778523e-09,5.9695750844347264e-13,4.4382956895204353e-09,3.8360913957180085e-06,6.530895802984096e-10,9.802280272705842e-08,2.4247683683846225e-12,1.6921228072346748e-13,1.2365132730891943e-15,1.2544648483359708e-18,1.9513316497201617e-07,2.8365709845731731e-13,1.6939477897086225e-11
1.3135906067142458e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44791869088623204,0.11418566939013731,0.022821292432319455,0.0,6.3657452897642872e-09,6.5725981586656483e-06,4.0210766165765577e-10,5.2708186756470523e-09,5.5902598709869211e-23,0.00011583903905418885,5.1343931136901889e-18,9.7844644101961308e-05,1.7058701826067925e-13,3.3950284457981651e-11,6.3231942753305191e-18,5.6232693939673807e-20,2.4817126549013441e-07,1.6032091607336708e-12,0.0043645584285823859,9.6700593910556322e-08,1.9943610523421195e-05,1.2711098336951269e-09,6.0093539133947102e-13,4.5356495909587464e-09,3.8817210523207648e-06,6.5738207156068382e-10,9.9628080789971682e-08,2.4906156398525591e-12,1.7133133449442923e-13,1.258798399945109e-15,1.2828066010865216e-18,1.9751546834321403e-07,2.8927567491403449e-13,1.7112568367731302e-11
1.3221838792169191e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44789982419515345,0.11416624373302478,0.022821289529189968,0.0,6.4912880245698822e-09,6.6705737288017477e-06,4.0932483240293093e-10,5.3739268068083926e-09,5.7760468489533798e-23,0.00011659506356892933,5.3062219223350996e-18,9.8386410069495575e-05,1.7403554472438295e-13,3.484944669590591e-11,6.477263785084275e-18,5.7579417539867659e-20,2.5144501791979834e-07,1.6462585773794271e-12,0.0043831818416455613,9.6696253382823303e-08,2.0139269619400209e-05,1.2785427025391155e-09,6.049267196644049e-13,4.6343923249249152e-09,3.9276155529545722e-06,6.6167435829718423e-10,1.0125047932787603e-07,2.5578008126822378e-12,1.7346458252391357e-13,1.2813459097024499e-15,1.3115761501907079e-18,1.9990989060075144e-07,2.9496749497170696e-13,1.7285893680502051e-11
1.3307771517195924e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44788105398358496,0.1141469147020734,0.022821286608659137,0.0,6.6184623534683702e-09,6.7695203668715424e-06,4.1662676104055865e-10,5.4783569500132233e-09,5.9667851365719435e-23,0.00011735105209069025,5.4826208085740045e-18,9.8927109501758149e-05,1.7753063731163081e-13,3.5766319643938591e-11,6.6340410015208124e-18,5.8949825833376109e-20,2.5473973768595541e-07,1.690172934860962e-12,0.004401708395578025,9.6691933512320531e-08,2.0335024871978054e-05,1.2859753342703658e-09,6.0893167921666866e-13,4.7345306055608374e-09,3.9737748699451365e-06,6.6596643917481381e-10,1.0289010922514548e-07,2.6263420432228808e-12,1.7561204563044908e-13,1.3041572974762178e-15,1.3407761336662067e-18,2.0231639359067151e-07,3.0073301314495535e-13,1.7459442739962716e-11
1.3393704242222658e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44786237976311744,0.11412768179486835,0.022821283670753451,0.0,6.7472784051926786e-09,6.8694434864772296e-06,4.2401393105344434e-10,5.5841171560153326e-09,6.162573485367256e-23,0.00011810700438628708,5.6636802509911315e-18,9.946674538268022e-05,1.8107261556312099e-13,3.6701131773320977e-11,6.7935550654584401e-18,6.0344188167189236e-20,2.5805539911394558e-07,1.7349638405629596e-12,0.0044201385930318924,9.6687634212375652e-08,2.0530861948476303e-05,1.2934077257536954e-09,6.1295045546285928e-13,4.836071023238395e-09,4.0201989757567556e-06,6.7025831286068497e-10,1.045470812646777e-07,2.6962576130168751e-12,1.7777374464243721e-13,1.3272340581619919e-15,1.3704091592644592e-18,2.04734939272128e-07,3.0657268327000243e-13,1.7633204527590719e-11
1.347963696724939e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44784380104784949,0.11410854451160804,0.022821280715499537,0.0,6.8777462935676705e-09,6.9703484612601835e-06,4.3148682585629856e-10,5.6912154682303588e-09,6.3635118923049499e-23,0.00011886292022255608,5.8494919081045443e-18,0.00010000532067138727,1.846617990682732e-13,3.7654112890894732e-11,6.9558352248240709e-18,6.1762775326840841e-20,2.6139197612448198e-07,1.7806429809994274e-12,0.0044384729340459696,9.6683355396719842e-08,2.0726766621833463e-05,1.3008398738580705e-09,6.169832334859408e-13,4.9390200443906684e-09,4.0668878429917415e-06,6.7454997802205836e-10,1.0622150609529024e-07,2.7675659288187243e-12,1.7994970039810004e-13,1.3505776864388507e-15,1.4004778043170381e-18,2.071654897165887e-07,3.1248695849692827e-13,1.7807168103947165e-11
1.3565569692276124e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44782531735437114,0.11408950235509056,0.022821277742924209,0.0,7.0098761173287578e-09,7.0722406234163822e-06,4.39045928796249e-10,5.7996599227296111e-09,6.5697016031458424e-23,0.00011961879936634415,6.0401486257096985e-18,0.00010054283830238744,1.8829850746302562e-13,3.8625494134714211e-11,7.1209108339946976e-18,6.3205859535946627e-20,2.6474944223687718e-07,1.8272221218247396e-12,0.0044567119160594023,9.6679096979480941e-08,2.0922724773434605e-05,1.3082717754564765e-09,6.2103019793395521e-13,5.0433840114022398e-09,4.1138414443897854e-06,6.7884143332628635e-10,1.0791349419923485e-07,2.8402855226131344e-12,1.821399337454311e-13,1.374189676772266e-15,1.4309846155971115e-18,2.0960800710704546e-07,3.1847629128199588e-13,1.7981322610806901e-11
1.3651502417302857e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44780692820174733,0.11407055483070012,0.022821274753054396,0.0,7.1436779599421527e-09,7.1751252622385885e-06,4.4669172315344746e-10,5.9094585482339296e-09,6.7812451156528239e-23,0.00012037464158449848,6.2357444442133335e-18,0.00010107930118576188,1.9198306042763666e-13,3.9615507969622981e-11,7.2888113531407303e-18,6.4673714455751467e-20,2.6812777057236225e-07,1.8747131078441372e-12,0.0044748560339252412,9.6674858875175867e-08,2.1118722395885078e-05,1.3157034274257954e-09,6.2509153296931186e-13,5.1491691425580674e-09,4.1610597528272458e-06,6.8313267744075276e-10,1.0962315585984896e-07,2.9144350516322344e-12,1.8434446554213848e-13,1.398071523416963e-15,1.4619321091988226e-18,2.1206245373723004e-07,3.2454113338004995e-13,1.815565727324618e-11
1.373743514232959e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44778863311150213,0.11405170144639347,0.022821271745917193,0.0,7.2791618894268274e-09,7.2790076226859087e-06,4.5442469214167155e-10,6.0206193661074821e-09,6.9982461826517602e-23,0.00012113044664385642,6.436374605957592e-18,0.00010161471220735726,1.9571577768449104e-13,4.0624388182795319e-11,7.4595663475711792e-18,6.6166615184686011e-20,2.7152693385749565e-07,1.9231278630236805e-12,0.004492905779923939,9.6670640998703961e-08,2.1314745595727099e-05,1.3231348266466828e-09,6.2916742221869825e-13,5.2563815320505166e-09,4.2085427413164053e-06,6.8742370903281491e-10,1.1135060112936448e-07,2.9900332983719311e-12,1.8656331665558484e-13,1.4222247204197519e-15,1.4933227704318368e-18,2.1452879201083658e-07,3.3068193583698929e-13,1.8330161401687099e-11
1.3823367867356324e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44777043160760233,0.11403294171268659,0.022821268721539834,0.0,7.4163379581782555e-09,7.3838929039814113e-06,4.6224531890892294e-10,6.1331503903515852e-09,7.2208098149474313e-23,0.00012188621431123552,6.6421355625342834e-18,0.00010214907422898045,1.9949697899590984e-13,4.1652369879243532e-11,7.6332054870806539e-18,6.7684838257932195e-20,2.7494690442765852e-07,1.9724783904996562e-12,0.0045108616437767746,9.66664432653398e-08,2.1510780596097833e-05,1.3305659700034476e-09,6.332580487236535e-13,5.3650271500439696e-09,4.25629038300465e-06,6.9171452676974928e-10,1.1309593979689237e-07,3.0670991706073955e-12,1.8879650796273422e-13,1.4466507616223274e-15,1.5251590537332613e-18,2.1700698444075066e-07,3.368991489823171e-13,1.8504824393899049e-11
1.3909300592383057e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44775232321644154,0.1140142751426413,0.022821265679949704,0.0,7.5552162027939447e-09,7.4897862582384285e-06,4.7015408653801897e-10,6.2470596275984911e-09,7.4490422840960734e-23,0.00012264194435342369,6.8531249820892154e-18,0.00010268239008859481,2.0332698416196555e-13,4.2699689477291989e-11,7.8097585452981905e-18,6.9228661646997488e-20,2.7838765423063734e-07,2.0227767725874415e-12,0.0045287241126592079,9.6662265590726486e-08,2.1706813739327832e-05,1.3379968543839333e-09,6.3736359489183274e-13,5.4751118427964318e-09,4.3043026511736138e-06,6.9600512931869422e-10,1.1485928135660263e-07,3.1456517014077029e-12,1.9104406035007773e-13,1.4713511406640386e-15,1.5574433825954593e-18,2.1949699364828376e-07,3.4319322242177014e-13,1.8679635736953486e-11
