Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),H2X(46),CHOX(50),CO2X(24),CH4OX(57),COX(47)
4.392058150567337e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19278367829690693,0.099888965314931952,0.099999501876068445,1.0731838951154461e-20,3.009093610433734e-14,1.50517471062351e-14,5.2896747643200361e-20,6.6343078232679428e-19,3.7526455229678048e-41,2.2626486443945489e-17,1.2234093504531676e-54,3.5660471353034127e-20,2.0557866343452468e-36,1.5219537375732303e-16,1.1145205594523421e-38,4.5207696464888893e-41,8.1852569263459002e-16,3.1758585422818827e-43,0.00011102397150106846,9.9621208402930807e-07,5.4616978316346616e-10,4.1171370131778432e-08,3.4353568195229397e-16,9.7009629937292791e-12,1.0156518359695863e-08,3.454716379112031e-11,2.3716152536777665e-14,1.177257848071603e-12,1.0911171457825663e-17,1.9948707556286847e-22,6.9247479063264098e-21,3.0758758730160661e-20,9.5465271415977076e-24
4.491903342295967e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19278119457258078,0.099886482550445077,0.09999950188168584,1.2136141008799373e-20,3.2930000753176629e-14,1.6142414494992023e-14,5.6764912377913497e-20,6.7973629451196716e-19,4.2196244968586555e-41,2.3171958227099603e-17,1.4357343518893901e-54,3.7358910680638205e-20,2.3024722319386994e-36,1.6263183242950136e-16,1.2243279561262306e-38,4.9661053824932849e-41,8.7462153400382085e-16,3.6389206838495878e-43,0.00011350649271406502,9.961992294449544e-07,5.4614923505441652e-10,4.2142504059983151e-08,3.4352294533973318e-16,1.0154203692549605e-11,1.0399302666607231e-08,3.6105107985707403e-11,2.5755639885411414e-14,1.2341245551614067e-12,1.1962304785208559e-17,2.1406194872215475e-22,7.6467275496468009e-21,3.360867748850722e-20,1.0457580673618493e-23
4.691593725753228e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1927762325822179,0.099881522479608104,0.099999501892852963,1.5389414668794724e-20,3.9206011549335575e-14,1.8479127551349203e-14,6.505865420752277e-20,7.1234364067836459e-19,5.2929292815540106e-41,2.4263965976522844e-17,1.9565117305846083e-54,4.0874271122526227e-20,2.866736005825833e-36,1.8490933956105053e-16,1.4680878189834945e-38,5.9546583507564061e-41,9.9436885657095992e-16,4.7348100316185054e-43,0.00011846607704007827,9.9617354850321683e-07,5.4610819131954115e-10,4.408448834817903e-08,3.4349753159539482e-16,1.1092479518835023e-11,1.0884798622917499e-08,3.9323125149615783e-11,3.0254504863242506e-14,1.351885254096794e-12,1.4288126993781768e-17,2.4530673185227813e-22,9.2602292591718391e-21,3.9896128812743436e-20,1.2469686746740385e-23
4.891284109210489e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19277127786067508,0.099876569677387408,0.099999501903929866,1.9311594452695988e-20,4.6339267973881554e-14,2.1030854726379796e-14,7.4124173460719873e-20,7.4494608986480752e-19,6.5742944990219124e-41,2.5357507200884803e-17,2.6314605076710529e-54,4.4547554560333043e-20,3.5364301809182158e-36,2.0912635820908914e-16,1.7465650532362259e-38,7.0839431738150159e-41,1.1245501519239713e-15,6.092660120168528e-43,0.0001234183927987659,9.9614790515223734e-07,5.4606721790548664e-10,4.6026094787782491e-08,3.4347219871414902e-16,1.2073129686542539e-11,1.1370197790872704e-08,4.267713296496728e-11,3.5361695969335012e-14,1.4750145459859875e-12,1.6934040849148856e-17,2.7945177439119036e-22,1.1118855402617568e-20,4.7024561361524754e-20,1.4752966220043994e-23
5.09097449266775e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19276633039728658,0.099871624133117509,0.099999501914916619,2.4001796023104444e-20,5.4404621784194296e-14,2.3807001477418798e-14,8.399572537280448e-20,7.7754365083689417e-19,8.0925830786840856e-41,2.6452724408304758e-17,3.4968949563752747e-54,4.8378697764674257e-20,4.3256541764227072e-36,2.3536282561257783e-16,2.0629074177416401e-38,8.3667085863736302e-41,1.265596520311002e-15,7.7602736289648779e-43,0.0001283634506555596,9.9612229933787718e-07,5.4602631501187588e-10,4.796732366707855e-08,3.4344694842667584e-16,1.3096132430993715e-11,1.1855500276448219e-08,4.6166903845030986e-11,4.1139083027918346e-14,1.6035110883812676e-12,1.9927341229760777e-17,3.1662525905166193e-22,1.32464516424058e-20,5.5065487659482815e-20,1.7329410525185329e-23
5.29066487612501e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19276139018140256,0.099866685836148564,0.099999501925813333,2.9568544874290214e-20,6.3480092282847624e-14,2.6816966150819495e-14,9.4707544762149576e-20,8.1013633237321515e-19,9.8792059264495453e-41,2.754976584641153e-17,4.5956852644582423e-54,5.2367637544986965e-20,5.2497061372299684e-36,2.636985208254246e-16,2.4203986137739023e-38,9.8162524772158416e-41,1.4179382925150497e-15,9.79170339207366e-43,0.00013330126126020323,9.9609673100611662e-07,5.4598548262829859e-10,4.9908175271465965e-08,3.4342178233036038e-16,1.4161466002309465e-11,1.2340706185677912e-08,4.9792198097781026e-11,4.7652908509457232e-14,1.7373735406799431e-12,2.3296308651855343e-17,3.5695528896717395e-22,1.5667961232819837e-20,6.4093290918673941e-20,2.0221657187453061e-23
5.490355259582271e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19275645720238882,0.099861754775846398,0.099999501936620036,3.6130198664016535e-20,7.3646871737327155e-14,3.0070140003077105e-14,1.0629384607007565e-19,8.4272414325383644e-19,1.1968228629323581e-40,2.8648785490192168e-17,5.9781159714396027e-54,5.6514310749249241e-20,6.3251308183910983e-36,2.9421305756556893e-16,2.8224581901969788e-38,1.1446421391469253e-40,1.5820049908764712e-15,1.2247773191364188e-42,0.00013823183524677607,9.9607120010305618e-07,5.4594472061970491e-10,5.1848649883201493e-08,3.4339670194222596e-16,1.5269108674295752e-11,1.2825815624559379e-08,5.3552763595496129e-11,5.4973941640606718e-14,1.8766005641217108e-12,2.7070195033948679e-17,4.005698877993989e-22,1.8409419879390489e-20,7.418521807608784e-20,2.3452969549773159e-23
5.690045643039532e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19275153144962684,0.099856830941592534,0.099999501947336866,4.3815367538317065e-20,8.4989330862199391e-14,3.357590722165016e-14,1.1878882340008839e-19,8.7530709224267731e-19,1.4396478029160013e-40,2.9749943029229674e-17,7.7028163571132286e-54,6.0818654263713181e-20,7.5697673143364223e-36,3.2698587687942508e-16,3.2726414487686312e-38,1.327161003416322e-40,1.7582252893037668e-15,1.5196618346064907e-42,0.00014315518323371551,9.9604570657491521e-07,5.4590402885726075e-10,5.3788747781018357e-08,3.4337170878199889e-16,1.6419038743189469e-11,1.3310828698923802e-08,5.7448335448609697e-11,6.3177630069148858e-14,2.0211908217865882e-12,3.1279209648605848e-17,4.4759699980411253e-22,2.1497950302148033e-20,8.542137257788764e-20,2.704721708848302e-23
6.089426409954054e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19274170158046197,0.099847004908833595,0.099999501968501062,6.312445460518137e-20,1.1155469644775551e-13,4.1382723284543162e-14,1.466414810809218e-19,9.4045843951688766e-19,2.0432408734996256e-40,3.1959339044394935e-17,1.2461584764710457e-53,6.9900099957820438e-20,1.0644788613311846e-35,3.9962321826928575e-16,4.3322784169726528e-38,1.756736315560396e-40,2.1488368902763618e-15,2.2885168196525594e-42,0.00015298024360437565,9.9599483142885348e-07,5.4582285560623383e-10,5.766781453221214e-08,3.433219902476128e-16,1.8845674372329434e-11,1.4280566176567727e-08,6.564337294020051e-11,8.255904078032081e-14,2.3264557012854759e-12,4.1128164929279217e-17,5.5240014394764241e-22,2.883011702971394e-20,1.11661014109691e-19,3.5422913670559997e-23
6.448869100177123e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19273287930578878,0.099838186086230088,0.099999501987242223,8.5859919576192208e-20,1.4039602934719052e-13,4.9366725207683169e-14,1.7515916518320223e-19,9.9907811194078446e-19,2.7454644339880969e-40,3.3956825595796461e-17,1.8711485023118786e-53,7.8612001159344864e-20,1.4198152758307923e-35,4.7351329906348965e-16,5.4889775869458697e-38,2.2256121870496433e-40,2.5462342566003625e-15,3.2343661986926393e-42,0.0001617981912239548,9.9594917108249278e-07,5.4575003905076286e-10,6.1157688970278071e-08,3.4327755736342828e-16,2.1174052071726717e-11,1.5153001397768413e-08,7.3477698490470428e-11,1.0387888126493096e-13,2.6195229794490025e-12,5.1802537966241537e-17,6.5967568313711512e-22,3.6910193677804828e-20,1.4005176145344376e-19,4.4453484971476318e-23
6.808311790400193e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1927240802797445,0.099829390511596242,0.099999502005693464,1.1474827660047655e-19,1.7450455521356583e-13,5.8314751566564284e-14,2.0715182076190618e-19,1.0576821673526297e-18,3.6286150544015487e-40,3.5963982173924906e-17,2.7478902151704819e-53,8.7833774338481714e-20,1.864136546116414e-35,5.5594697550147744e-16,6.8630842234870962e-38,2.782561268239852e-40,2.98963280277222e-15,4.4854008413581938e-42,0.00017059289103019709,9.9590363099981514e-07,5.4567744861980204e-10,6.4646347029449228e-08,3.4323343099290154e-16,2.363910443640972e-11,1.6025126035898242e-08,8.1744708304124659e-11,1.2946118500991344e-13,2.9299464284421825e-12,6.4398851925800861e-17,7.7999393467294864e-22,4.6585636179204458e-20,1.7352531205753059e-19,5.5056928902421022e-23
7.167754480623262e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19271530444096449,0.099820618123567378,0.099999502023855269,1.5096484564472057e-19,2.1448797861747516e-13,6.8281277978151718e-14,2.4281813739724026e-19,1.1162706563149681e-18,4.7255541990169024e-40,3.7981944874668883e-17,3.9559966188336009e-53,9.7565052760102948e-20,2.4131492185218778e-35,6.4738027032166132e-16,8.4802290218957934e-38,3.4379541075550215e-40,3.481496240797645e-15,6.115653287730545e-42,0.00017936440438729565,9.9585821087136999e-07,5.4560508344696733e-10,6.8133790210380788e-08,3.4318961986938389e-16,2.6240705700855749e-11,1.6896940702412358e-08,9.0442354883886676e-11,1.5993412275950734e-13,3.257718317401053e-12,7.9126119978627736e-17,9.1409821020628561e-22,5.805309444236123e-20,2.1265106500096587e-19,6.7391981561236858e-23
7.527197170846331e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19270655172824699,0.099811868860941191,0.099999502041728333,1.958252598102181e-19,2.6098780492399341e-13,7.9320707416006305e-14,2.823565940957854e-19,1.1748436292086444e-18,6.0728875983365973e-40,4.0011908592397409e-17,5.5942256924687841e-53,1.0780547006705395e-19,3.0842930097192376e-35,7.482667453104087e-16,1.0367460248653434e-37,4.2027327691904648e-40,4.0242758417620517e-15,8.2118420579087866e-42,0.00018811279249707994,9.958129103888996e-07,5.4553294277275413e-10,7.1620019977582037e-08,3.4314613277768226e-16,2.8978730322215629e-11,1.7768446006942296e-08,9.9568432507117031e-11,1.9598609866211657e-13,3.6028309344876486e-12,9.62023484972252e-17,1.0627309946441758e-21,7.1520081386394418e-20,2.5802773289233165e-19,8.1622364167160121e-23
7.8866398610694e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19269782208055208,0.099803142662677313,0.099999502059313225,2.5079295392430859e-19,3.1467943540982042e-13,9.1487370558049636e-14,3.2596545993638326e-19,1.2334011362232473e-18,7.7111643657977081e-40,4.2055126684749012e-17,7.7838049306453984e-53,1.1855466027462832e-19,3.8968276376933723e-35,8.5905733295703622e-16,1.2553241974406525e-37,5.0884099145156387e-40,4.6204095179348905e-15,1.0874730604274132e-41,0.00019683811639944744,9.9576772924532678e-07,5.4546102600256308e-10,7.5105037759516615e-08,3.4310297859027682e-16,3.1853052979198278e-11,1.8639642557226248e-08,1.0912057199726684e-10,2.3836810726331603e-13,3.9652765868214602e-12,1.1585430207860514e-16,1.226633947719939e-21,8.7204812730189305e-20,3.1028315617714201e-19,9.7916500035364868e-23
8.24608255129247e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19268911543700146,0.099794439467896887,0.099999502076610611,3.17486535978644e-19,3.7627225637963361e-13,1.0483552612565612e-13,3.738427946993448e-19,1.2919432273830658e-18,9.6850756574069481e-40,4.4112910615508718e-17,1.0672152386433219e-52,1.2981225776501595e-19,4.8719188153326398e-35,9.8020016268873576e-16,1.5067452311281379e-37,6.107067887003076e-40,5.2723208753374229e-15,1.4220553350554997e-41,0.00020554043697279409,9.9572266713473034e-07,5.4538933249949117e-10,7.8588844949515814e-08,3.4306016613606365e-16,3.4863548574038545e-11,1.9510530959300879e-08,1.1909623573035164e-10,2.8789596780055262e-13,4.3450476004076916e-12,1.3831727433830214e-16,1.40654790557858e-21,1.0533603392217612e-19,3.7007410628580082e-19,1.1644724690021664e-22
8.605525241515539e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19268043173687813,0.099785759215882078,0.099999502093621198,3.9768703456970858e-19,4.4650972092768339e-13,1.1941936121448309e-13,4.2618644948007145e-19,1.3504699525558799e-18,1.2043652884724195e-39,4.6186629574531514e-17,1.443701840195051e-52,1.4157789728183387e-19,6.0327233619056672e-35,1.1121403820777189e-15,1.7941381654351305e-37,7.2713578008746129e-40,5.9824182387776784e-15,1.8382506748422976e-41,0.00021421981493444363,9.956777237523366e-07,5.4531786150472489e-10,8.2071442906343765e-08,3.4301770415162074e-16,3.8010092220192365e-11,2.038111181757936e-08,1.2949271288847185e-10,3.454524310868465e-13,4.742136320067178e-12,1.6383486422179636e-16,1.6032128820115128e-21,1.2615283369748836e-19,4.3808607753765096e-19,1.3739164349763868e-22
8.964967931738608e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19267177091962592,0.099777101846075758,0.099999502110345723,4.9334501131181894e-19,5.2616942195488951e-13,1.3529299161684588e-13,4.8319406728740999e-19,1.4089813614365846e-18,1.4840465471541354e-39,4.8277710073504116e-17,1.9291085399008026e-52,1.5385121392476011e-19,7.4044733642868715e-35,1.2553199732142663e-15,2.1207730927261134e-37,8.594498634245219e-40,6.7530936500397408e-15,2.3512306214685656e-41,0.00022287631084107602,9.9563289879450225e-07,5.4524661224465235e-10,8.5552832954214615e-08,3.4297560134851e-16,4.1292559239488986e-11,2.1251385734732713e-08,1.4030711497916141e-10,4.1198915053012186e-13,5.1565351093687136e-12,1.9265875784171937e-16,1.8173680698700771e-21,1.4990444413579853e-19,5.1503306727186545e-19,1.6093067006441678e-22
9.324410621961677e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19266313292484888,0.099768467298081004,0.099999502126784962,6.0658752974134597e-19,6.1606315498469064e-13,1.525104621360772e-13,5.4506308362783419e-19,1.467477503535826e-18,1.8133818163227691e-39,5.0387635517707858e-17,2.5487056616869703e-52,1.6663184314421152e-19,9.0145593359907786e-35,1.4101775645665292e-15,2.4900609831895442e-37,1.0090276325772158e-39,7.5867218413191766e-15,2.9781807155653247e-41,0.00023150998508915418,9.9558819195869189e-07,5.4517558400027391e-10,8.9033016382935263e-08,3.4293386645548074e-16,4.4710825168264665e-11,2.2121353311599387e-08,1.5153637163415081e-10,4.8852851185391195e-13,5.5882363505609851e-12,2.2504851560978046e-16,2.0497518426438451e-21,1.7685002717641806e-19,6.0165734404377559e-19,1.8724902170707953e-22
9.683853312184748e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19265451769231115,0.099759855511660667,0.099999502142939692,7.3972497111616757e-19,7.1703696932723738e-13,1.7112574689314813e-13,6.1199072707622959e-19,1.5259584281846052e-18,2.1986947889605148e-39,5.2517945753384303e-17,3.3323270775829751e-52,1.7991942073604625e-19,1.0892612313954557e-34,1.5771482386070753e-15,2.9055535102035656e-37,1.1773042874207734e-39,8.4856591856203729e-15,3.738468920488641e-41,0.00024012089791534987,9.9554360294345878e-07,5.4510477605743138e-10,9.2511994448447796e-08,3.4289250818877046e-16,4.8264765744075031e-11,2.2991015147233039e-08,1.6317722670326768e-10,5.7616531491101023e-13,6.0372324445030782e-12,2.6127136452282914e-16,2.3011017555752918e-21,2.0725844735067232e-19,6.9872920360435424e-19,2.1653489389050795e-22
9.999999999999999e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19264695895865053,0.099752299808471181,0.099999502156914083,8.752493149659729e-19,8.157043169856998e-13,1.8869692822866825e-13,6.7519437865800236e-19,1.5773826021928356e-18,2.5892767740783781e-39,5.4409767742133445e-17,4.1847826620068612e-52,1.9202520985812056e-19,1.2791236427159439e-34,1.7343614510868513e-15,3.3121162330151297e-37,1.3419496765139297e-39,9.3321541815771412e-15,4.5345687397455913e-41,0.00024767583286360267,9.9550448196451164e-07,5.4504267864825169e-10,9.5570923313329757e-08,3.4285644984683231e-16,5.1502669802834955e-11,2.3755671235815662e-08,1.7375339198728035e-10,6.6334432408954986e-13,6.4464350209530315e-12,2.9651715536147224e-16,2.5384372518288349e-21,2.370869699327607e-19,7.9337667745455969e-19,2.4489792107972426e-22
1.0043296002407818e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19264592516193627,0.099751266426736998,0.099999502158810802,8.9525768770940994e-19,8.2997120619399005e-13,1.9119274962566592e-13,6.8417401983397072e-19,1.5844241845390455e-18,2.646822018282548e-39,5.4670236589979159e-17,4.3149881613970936e-52,1.9371358283632685e-19,1.3070584832722081e-34,1.7566633355948911e-15,3.3709428760899934e-37,1.3657715441411315e-39,9.4522426259438242e-15,4.6538202647790125e-41,0.0002487091093969687,9.9549913144842979e-07,5.4503418765548702e-10,9.5989768373391069e-08,3.4285153522008259e-16,5.1954256900169699e-11,2.3860371838943709e-08,1.7522623465862941e-10,6.7606830127264221e-13,6.5035158105950597e-12,3.0160199546165629e-16,2.5721545468964119e-21,2.4140803043768714e-19,8.0704671243543663e-19,2.4897977935178448e-22
1.0402738692630888e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19263735527380693,0.099742699983391137,0.099999502174399166,1.0758824836047876e-18,9.5578052240122015e-13,2.1276530397926134e-13,7.6180977827482867e-19,1.6428748215755886e-18,3.1651325151350111e-39,5.684615929657372e-17,5.5375645400045221e-52,2.080139659161665e-19,1.5582830712255567e-34,1.9491502538803552e-15,3.8900616382490049e-37,1.5759775459469322e-39,1.048878858495921e-14,5.748497638821362e-41,0.00025727467945237353,9.9545477717428063e-07,5.4496381800669129e-10,9.9466339347458365e-08,3.4281095618664137e-16,5.5779174775409932e-11,2.4729423982252491e-08,1.8767975732482923e-10,7.8948152094143394e-13,6.9870788867094931e-12,3.4632236540456327e-16,2.8636461393769172e-21,2.7958630786612765e-19,9.2743543858243725e-19,2.8477827590666905e-22
1.0762181382853959e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19262880796816451,0.099734156121862788,0.099999502189705713,1.2844989130254643e-18,1.0954138983219633e-12,2.3589717379160577e-13,8.4509461347926509e-19,1.7013103880841349e-18,3.7615473009700107e-39,5.9047420072182623e-17,7.0475361966749161e-52,2.228202067766474e-19,1.8466183595964573e-34,2.1550322470467917e-15,4.4668825356705158e-37,1.8095267741447952e-39,1.1597591857025947e-14,7.0494886604400808e-41,0.00026581766784140702,9.9541053982271171e-07,5.4489366633045369e-10,1.0294170852775764e-07,3.4277077971461153e-16,5.9739395700062816e-11,2.5598172170855109e-08,2.005339609501335e-10,9.1772553190942715e-13,7.4879141291232111e-12,3.9572150444543889e-16,3.1763116413295212e-21,3.2208974683489669e-19,1.0607481695717887e-18,3.2412790459912037e-22
1.1121624073077029e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19262028318540853,0.099725634782549782,0.099999502204731458,1.5242153862387665e-18,1.2498546287561733e-12,2.6064205336935075e-13,9.3422493175768509e-19,1.7597309326664514e-18,4.4445589163213271e-39,6.1275779489647882e-17,8.8998017890657059e-52,2.3813194254379864e-19,2.1760034175415713e-34,2.3747282182116935e-15,5.1055183158179178e-37,2.0680799595061008e-39,1.2780924484555944e-14,8.5866985114456169e-41,0.0002743381341658129,9.9536641909642928e-07,5.4482373184830898e-10,1.0641587703930786e-07,3.4273101441674402e-16,6.3834796187379651e-11,2.6466616996618696e-08,2.1378481363321678e-10,1.0621984265577973e-12,8.006014012448651e-12,4.5009532749976118e-16,3.5108853476888593e-21,3.6922346617974897e-19,1.2078646172267244e-18,3.6722893763733248e-22
1.14810667633001e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19261178086609651,0.099717135906007559,0.099999502219477371,1.798355073202729e-18,1.4201202954124359e-12,2.870535677581105e-13,1.0293969351632058e-18,1.8181365037368028e-18,5.2232508852037953e-39,6.3533051912756682e-17,1.1157568368176594e-51,2.5394881066364502e-19,2.5506406038075648e-34,2.6086525118961489e-15,5.8102215618763623e-37,2.3533539939388701e-39,1.4041034620836701e-14,1.0393148634283043e-40,0.00028283613786965641,9.9532241469912238e-07,5.4475401376217447e-10,1.0988884597558591e-07,3.4269166887571509e-16,6.8065252948849668e-11,2.7334759049571411e-08,2.2742808311934903e-10,1.2243766792248979e-12,8.541371029565088e-12,5.0974645057717994e-16,3.868100741573323e-21,4.2130093801479674e-19,1.3696911092270827e-18,4.1428423556522449e-22
1.184050945352317e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19260330095094322,0.099708659432948876,0.099999502233944521,2.1104615951379032e-18,1.6072627197309412e-12,3.1518527300558877e-13,1.1308066219944558e-18,1.876527149519825e-18,6.1073171354662945e-39,6.5821104886221828e-17,1.3893322066688285e-51,2.7027044889733805e-19,2.9750030073828676e-34,2.8572147039068538e-15,6.585384520358216e-37,2.6671218425189194e-39,1.5380145381485815e-14,1.2505181177795756e-40,0.00029131173823974304,9.9527852633543167e-07,5.4468451125282227e-10,1.1336061639906735e-07,3.4265275164520038e-16,7.2430642878817942e-11,2.8202598917902198e-08,2.4145933497946446e-10,1.4058158095058572e-12,9.093977691550135e-12,5.7498401150700693e-16,4.2486904951741574e-21,4.7864367520700839e-19,1.5471602672799734e-18,4.6549909316441919e-22
1.219995214374624e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19259484338082056,0.09970020530424327,0.099999502248134059,2.4643044942389609e-18,1.8123678948212882e-12,3.4509065641805395e-13,1.2386497872888638e-18,1.9349029180464806e-18,7.1070813748534012e-39,6.8141858498303544e-17,1.7189885722465531e-51,2.8709649531637317e-19,3.4538417375695445e-34,3.1208193896414976e-15,7.4355389290601138e-37,3.0112124558742812e-39,1.6800453686758082e-14,1.496266908046562e-40,0.00029976499440603652,9.9523475371093189e-07,5.4461522349239225e-10,1.1683118934174777e-07,3.426142712594105e-16,7.6930843040752231e-11,2.9070137187944742e-08,2.5587393118492744e-10,1.6081508561421905e-12,9.6638265276115126e-12,6.461234950102051e-16,4.6533864706262556e-21,5.4158090481841477e-19,1.741230671793425e-18,5.2108109362546532e-22
1.255939483396931e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19258640809675701,0.099691773460916788,0.099999502262047096,2.8638844718288577e-18,2.0365558953317396e-12,3.7682313681034871e-13,1.3531220233068918e-18,1.9932638571512445e-18,8.233516423280253e-39,7.04972847159415e-17,2.1141569813678636e-51,3.0442658829788874e-19,3.9921930570235844e-34,3.3998659712105545e-15,8.3653558453668174e-37,3.3875106828715901e-39,1.8304129096989236e-14,1.7809231676095763e-40,0.00030819596534207617,9.9519109653210346e-07,5.4454614964764728e-10,1.2030056580568013e-07,3.4257623623110138e-16,8.1565730689656472e-11,2.9937374444134359e-08,2.7066702909006567e-10,1.8330966567237594e-12,1.0250910085018793e-11,7.2348656201548812e-16,5.0829197216371286e-21,6.1044922773403779e-19,1.9528865129711496e-18,5.8123997055617217e-22
1.291883752419238e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.192577995039937,0.09968336384415144,0.09999950227568484,3.31343838543993e-18,2.2809807641110957e-12,4.1043606474961962e-13,1.4744187200076204e-18,2.0516100144706623e-18,9.498263501370264e-39,7.2889406692273469e-17,2.5855423503882237e-51,3.222603665200514e-19,4.5953853513492317e-34,3.6947484438068706e-15,9.379645474897771e-37,3.7979571835908039e-39,1.989331264353683e-14,2.1092455700103564e-40,0.00031660470986539174,9.9514755450630074e-07,5.4447728887303093e-10,1.2376874676360397e-07,3.4253865504925434e-16,8.6335183257176321e-11,3.0804311269012343e-08,2.8583358083366241e-10,2.082447928864286e-12,1.0855220929035031e-11,8.0740088311768785e-16,5.5380204943177087e-21,6.8559226475512483e-19,2.1831372282749362e-18,6.4618747741078907e-22
1.327828021441545e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19256960415170105,0.099674976395284845,0.099999502289048553,3.8174439955387138e-18,2.5468303745731459e-12,4.4598272279296408e-13,1.6027350655161086e-18,2.1099414374414251e-18,1.0913651474757766e-38,7.5320298046447356e-17,3.1452593039222421e-51,3.4059746895753366e-19,5.2690459288857778e-34,4.0058551817934414e-15,1.048335700049076e-36,4.2445483426165494e-39,2.1570115657648975e-14,2.4864121568087192e-40,0.00032499128663791914,9.9510412734173126e-07,5.4440864030728005e-10,1.2723573315959525e-07,3.4250153617984602e-16,9.1239078329638037e-11,3.1670948243233785e-08,3.0136833316963252e-10,2.3580791489850125e-12,1.1476751642848566e-11,8.9819997607733796e-16,6.0194182277878906e-21,7.6736028948527879e-19,2.433017126230752e-18,7.1613726393997545e-22
1.363772290463852e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19256123537354469,0.099666611055809803,0.099999502302139498,4.3806244528678489e-18,2.8353262677279964e-12,4.8351632571907758e-13,1.738266046582895e-18,2.1682581732975175e-18,1.2492716054867637e-38,7.7792082115714592e-17,3.8069795207620167e-51,3.5943753487708866e-19,6.0191076443914366e-34,4.3335687249783704e-15,1.1681578411515952e-36,4.7293361826540197e-39,2.3336618599747985e-14,2.9180434793290939e-40,0.00033335575416641272,9.9506081474742564e-07,5.4434020307687754e-10,1.3070152590966698e-07,3.4246488806274838e-16,9.6277293678433464e-11,3.2537285945516175e-08,3.1726582773608914e-10,2.6619442253391161e-12,1.2115494827504959e-11,9.9622304726272808e-16,6.5278415558864501e-21,8.5610984839209222e-19,2.7035849965853694e-18,7.9130475928264536e-22
1.3997165594861591e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19255288864711867,0.099658267767373868,0.099999502314959021,5.0079525176593261e-18,3.147723462905156e-12,5.2309002075408753e-13,1.8812064490360183e-18,2.2265602690674717e-18,1.4249218956372882e-38,8.0306931179876444e-17,4.5860914059373356e-51,3.7878020383322421e-19,6.8518153404112946e-34,4.6782655655329499e-15,1.2979536333517287e-36,5.254428278444937e-39,2.5194869891660852e-14,3.4102262405581283e-40,0.00034169817080285854,9.9501761643320733e-07,5.4427197629877244e-10,1.3416612590243816e-07,3.4242871911522634e-16,1.0144970724779568e-10,3.3403324952631422e-08,3.3352040177090433e-10,2.9960759624361019e-12,1.2771443101838998e-11,1.1018148369388812e-15,7.0640183080100987e-21,9.5220336849318493e-19,2.9959237068507471e-18,8.7190706134411505e-22
