Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),H2X(46),CHOX(50),CO2X(24),CH4OX(57),COX(47)
1.080345203450745e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18914389248276506,0.096268184054444497,0.099652951852791036,3.8616923735437043e-05,0.00042696706230371464,6.166517782085932e-06,2.9808100917817702e-09,1.5914171388351009e-14,4.7944861004854137e-23,1.3551731043756218e-10,4.3984476489550725e-28,7.2029899154877866e-15,2.0607151298285085e-21,2.9141025000430672e-09,3.0586130927660782e-24,1.0568483398707619e-25,5.4408788027514808e-10,1.5946801789668674e-23,0.0034866795413099156,9.7536423719599219e-07,5.1716499283889182e-10,1.7764486905650732e-05,1.975743568045228e-12,1.6658736641391473e-05,4.0800806550304669e-05,1.0554028993224099e-08,3.9849083161447554e-05,0.00014905245035120074,6.5437543749079493e-08,1.1114913529360447e-11,5.5649928976551553e-10,3.6602726570598081e-10,3.7229730131094669e-12
1.0827075959699315e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18914347410129995,0.096267675496627195,0.099652067373296571,3.8801700572497485e-05,0.00042793782109243984,6.1694970179350944e-06,2.9876384907610582e-09,1.5948792708674022e-14,4.8197760358367923e-23,1.3549716919663576e-10,4.4266380585040189e-28,7.204703316328631e-15,2.0695079170677935e-21,2.9203034050776815e-09,3.0665724897762424e-24,1.0622129229295088e-25,5.4401003186149366e-10,1.6050750425809419e-23,0.0034866534054246979,9.7535765706099213e-07,5.1716130061377877e-10,1.7768643122984429e-05,1.9769437677362282e-12,1.6664922135510046e-05,4.0806318730175942e-05,1.0552511811393435e-08,3.9939517062132312e-05,0.00014939065412961108,6.5469017184790347e-08,1.1142764566085368e-11,5.580858151581118e-10,3.668106882428249e-10,3.731494062233058e-12
1.0850699884891181e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18914305611535978,0.09626716693679549,0.099651182660376036,3.8986869382847372e-05,0.00042890858752522203,6.1724726961314255e-06,2.994460379399005e-09,1.5983413215942711e-14,4.8451349780357958e-23,1.3547705173765702e-10,4.4549444114010097e-28,7.2064142711785159e-15,2.0783183174113095e-21,2.9265033711240678e-09,3.0745275211171304e-24,1.0675908713369085e-25,5.4393228133487784e-10,1.6155142091581538e-23,0.0034866272768443989,9.7535107805247094e-07,5.1715760929055128e-10,1.7772793383865887e-05,1.9781407856647552e-12,1.667108349363848e-05,4.0811782941957102e-05,1.0550996568521022e-08,4.0029951380436046e-05,0.00014972853275539884,6.5500452859987333e-08,1.1170599502807419e-11,5.5967280986892051e-10,3.6759398893131502e-10,3.7400069497758823e-12
1.0874323810083047e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18914263852445795,0.096266658374955849,0.099650297714627079,3.9172429677689063e-05,0.00042987936151551195,6.1754448221865551e-06,3.0012757548357219e-09,1.6018032910350857e-14,4.8705629103599264e-23,1.3545695808271644e-10,4.4833669172679367e-28,7.2081227849331972e-15,2.0871463255873728e-21,2.9327023993425733e-09,3.082478172327497e-24,1.072982177041503e-25,5.4385462873487904e-10,1.6259977673388409e-23,0.0034866011555601635,9.753445001696038e-07,5.1715391886813103e-10,1.7776937700224343e-05,1.9793346409105231e-12,1.6677220890609901e-05,4.0817199625530989e-05,1.0549483265908083e-08,4.0120386108723948e-05,0.0001500660861050351,6.5531850833445142e-08,1.119841829341374e-11,5.6126027139698361e-10,3.6837716792288396e-10,3.7485116722596043e-12
1.0897947735274913e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18914222132810787,0.09626614981111474,0.099649412536644069,3.9358380968475311e-05,0.00043085014297747007,6.1784134016020928e-06,3.0080846143227341e-09,1.6052651792092118e-14,4.8960598159142381e-23,1.3543688825317857e-10,4.5119057856158246e-28,7.209828862474992e-15,2.0959919363359381e-21,2.9389004908935761e-09,3.0904244291004387e-24,1.0783868319708613e-25,5.4377707409882917e-10,1.6365258057368325e-23,0.0034865750415631392,9.7533792341148949e-07,5.1715022934548735e-10,1.7781076083961984e-05,1.9805253526730951e-12,1.66833344997489e-05,4.0822569216662218e-05,1.0547971902576625e-08,4.02108212394247e-05,0.00015040331406036307,6.5563211163832994e-08,1.1226220894495451e-11,5.6284819864037473e-10,3.6916022536896486e-10,3.7570082263449393e-12
1.092157166046678e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18914180452582344,0.096265641245278671,0.099648527127018008,3.9544722766895575e-05,0.00043182093182595897,6.1813784398699503e-06,3.0148869552217017e-09,1.6087269861360034e-14,4.9216256776328768e-23,1.3541684226968358e-10,4.5405612258452151e-28,7.2115325086732987e-15,2.1048551444085748e-21,2.9450976469375517e-09,3.0983662772819385e-24,1.0838048280318098e-25,5.4369961746237507e-10,1.6470984129395069e-23,0.0034865489348444795,9.7533134777711832e-07,5.171465407219921e-10,1.778520854697616e-05,1.9817129402970754e-12,1.6689424492841393e-05,4.0827892147080184e-05,1.0546462477541149e-08,4.030125676504133e-05,0.00015074021650855895,6.5594533909716283e-08,1.1254007265467004e-11,5.6443659177753232e-10,3.6994316142098698e-10,3.7654966088301394e-12
1.0945195585658645e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18914138811711853,0.096265132677454041,0.099647641486336661,3.9731454584952698e-05,0.00043279172797652175,6.1843399424722036e-06,3.0216827750032271e-09,1.6121887118348058e-14,4.9472604782792957e-23,1.3539682015215966e-10,4.5693334472465401e-28,7.2132337283847363e-15,2.1137359445684272e-21,2.9512938686346996e-09,3.1063037028695117e-24,1.0892361571106678e-25,5.4362225885754163e-10,1.6577156775078482e-23,0.0034865228353953446,9.7532477326573878e-07,5.1714285299644886e-10,1.7789335101104836e-05,1.9828974220079246e-12,1.6695491040273128e-05,4.0833168844392969e-05,1.0544954994403217e-08,4.0391692678127638e-05,0.00015107679334200853,6.5625819129550142e-08,1.128177735847185e-11,5.660254466124808e-10,3.7072597623037272e-10,3.7739768166493454e-12
1.0968819510850511e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1891409721015074,0.096264624107647356,0.099646755615184587,3.9918575934929508e-05,0.00043376253134538774,6.1872979148816934e-06,3.0284720712455494e-09,1.6156503563249519e-14,4.9729642004478845e-23,1.3537682191982236e-10,4.5982226590004984e-28,7.214932526454091e-15,2.122634331590171e-21,2.9574891571451278e-09,3.114236692011025e-24,1.0946808110734822e-25,5.4354499831392333e-10,1.6683776879765069e-23,0.0034864967432068966,9.7531819987639032e-07,5.1713916616780825e-10,1.7793455758179251e-05,1.9840788167541078e-12,1.670153431095093e-05,4.0838399732218013e-05,1.0543449450275933e-08,4.048212897130172e-05,0.00015141304445828014,6.565706688169485e-08,1.1309531133146382e-11,5.6761476309503686e-10,3.7150866994853134e-10,3.7824488468710064e-12
1.0990081043523192e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18914059802315122,0.096264166393132011,0.099645958134575691,4.0087317796800097e-05,0.00043463626048032922,6.1899570762516617e-06,3.0345768583217913e-09,1.6187657669486507e-14,4.9961564637806578e-23,1.3535884394786068e-10,4.624323149130279e-28,7.2164593782075659e-15,2.1306579123671931e-21,2.9630641198887525e-09,3.1213725777484336e-24,1.0995923856769303e-25,5.4347554769037328e-10,1.6780118282957838e-23,0.0034864732664378782,9.7531228478444514e-07,5.1713584878852695e-10,1.779715931733156e-05,1.9851394484020266e-12,1.6706953491328233e-05,4.0843068711110615e-05,1.0542096117812072e-08,4.0563521954094899e-05,0.00015171539189424394,6.5685157871910314e-08,1.1334495546736105e-11,5.6904554307060693e-10,3.7221299088699997e-10,3.790066679908772e-12
1.1011342576195872e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18914022426245403,0.096263708677021137,0.099645160468177937,4.0256374429489674e-05,0.0004355099953346959,6.1926133865677525e-06,3.0406763578397258e-09,1.6218811118230672e-14,5.0194045263889999e-23,1.3534088535091101e-10,4.650518723132385e-28,7.2179842758600357e-15,2.1386957304860652e-21,2.9686383285366319e-09,3.128504848976138e-24,1.1045147408738996e-25,5.4340617653867103e-10,1.6876823489908816e-23,0.003486449795536424,9.7530637059993886e-07,5.1713253213435423e-10,1.7800858117979041e-05,1.986197607985459e-12,1.6712354074240354e-05,4.0847701227517943e-05,1.0540744356655548e-08,4.0644915233551773e-05,0.00015201747535307586,6.5713218602893181e-08,1.13594466777718e-11,5.7047669464000328e-10,3.7291721397455783e-10,3.7976778848748769e-12
1.1032604108868553e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913985081906201,0.096263250959319438,0.099644362616410798,4.0425745478011773e-05,0.00043638373584883747,6.1952668497990368e-06,3.0467705682532589e-09,1.6249963909622706e-14,5.042708375238572e-23,1.353229461415506e-10,4.6768095332730296e-28,7.2195072229156995e-15,2.146747782161367e-21,2.9742117839343984e-09,3.1356334959031561e-24,1.1094478706935202e-25,5.4333688487648651e-10,1.6973893145490757e-23,0.0034864263304961031,9.7530045732215953e-07,5.1712921620470757e-10,1.7804552168675587e-05,1.9872533089688624e-12,1.6717736179815475e-05,4.0852297582100496e-05,1.0539394166225786e-08,4.0726308804418407e-05,0.00015231929477069989,6.5741249116966061e-08,1.1384384497479379e-11,5.7190821739999408e-10,3.7362133932155419e-10,3.8052824599059967e-12
1.1053865641541233e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913947769262182,0.096262793240031619,0.09964356457969166,4.0595430587582408e-05,0.0004372574819635288,6.1979174699079678e-06,3.0528594880841378e-09,1.6281116043803233e-14,5.0660679971870142e-23,1.3530502633191745e-10,4.7031957317473627e-28,7.221028222870276e-15,2.1548140636151654e-21,2.9797844869275333e-09,3.1427585088338906e-24,1.114391769152183e-25,5.4326767271974006e-10,1.7071327894405085e-23,0.0034864028713104825,9.7529454495042953e-07,5.1712590099891022e-10,1.7808241477954985e-05,1.9883065645815189e-12,1.6723099927266547e-05,4.0856858072971506e-05,1.0538045546355095e-08,4.080770266148678e-05,0.00015262085008629857,6.5769249456380824e-08,1.1409308976261189e-11,5.7334011045017835e-10,3.743253670383253e-10,3.8128804032234748e-12
1.1075127174213914e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913910488278018,0.096262335519162384,0.099642766358435914,4.076542940361368e-05,0.00043813123361997576,6.2005652508509517e-06,3.0589431159211662e-09,1.6312267520912792e-14,5.0894833789847964e-23,1.3528712593370671e-10,4.7296774706796694e-28,7.2225472792119787e-15,2.1628945710769899e-21,2.9853564383614102e-09,3.1498798781674583e-24,1.1193464302536733e-25,5.4319854008292988e-10,1.716912838118221e-23,0.003486379417973137,9.7528863348406764e-07,5.1712258651628059e-10,1.7811926054330549e-05,1.9893573879575266e-12,1.6728445434886939e-05,4.0861382995730502e-05,1.0536698496903325e-08,4.088909679959008e-05,0.0001529221412422897,6.5797219663323641e-08,1.1434220084813823e-11,5.7477237285108507e-10,3.7502929723518962e-10,3.820471713132327e-12
1.1096388706886594e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913873238918399,0.096261877796716439,0.099641967953056867,4.0935741571710377e-05,0.00043900499075982021,6.2032101965782536e-06,3.0650214504195765e-09,1.6343418341091865e-14,5.1129545072760166e-23,1.3526924495817598e-10,4.7562549021235968e-28,7.22406439542124e-15,2.1709893007838099e-21,2.9909276390813108e-09,3.1569975943969779e-24,1.1243118479893009e-25,5.4312948697932228e-10,1.7267295250181893e-23,0.0034863559704776431,9.7528272292239009e-07,5.1711927275614225e-10,1.7815605906290837e-05,1.9904057921361383e-12,1.6733772820055855e-05,4.0865872643486777e-05,1.0535353017686021e-08,4.0970491213597517e-05,0.00015322316818430095,6.5825159779915092e-08,1.1459117794135197e-11,5.7620500369128147e-10,3.757331300224474e-10,3.8280563880204534e-12
1.1117650239559275e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913836021148039,0.096261420072698514,0.099641169363965859,4.11063667376754e-05,0.00043987875332513181,6.2058523110336082e-06,3.0710944903004749e-09,1.6374568504480829e-14,5.1364813685990115e-23,1.352513834161554e-10,4.7829281780623673e-28,7.2255795749699186e-15,2.1790982489800222e-21,2.9964980899324008e-09,3.1641116481088117e-24,1.1292880163380274e-25,5.4306051342086796e-10,1.7365829145593554e-23,0.0034863325288175821,9.7527681326471057e-07,5.1711595971781433e-10,1.781928104230283e-05,1.9914517900626699e-12,1.6739082199246982e-05,4.0870327306879523e-05,1.053400910848705e-08,4.1051885898417305e-05,0.00015352393086113562,6.5853069848205836e-08,1.1484002075513839e-11,5.7763800206594424e-10,3.7643686551038164e-10,3.8356344263579551e-12
1.1138911772231955e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913798834931655,0.096260962347113274,0.099640370591572144,4.1277304547516659e-05,0.00044075252125840003,6.2084915981540534e-06,3.0771622343502181e-09,1.6405718011219998e-14,5.1600639493869548e-23,1.3523354131805415e-10,4.8096974504089862e-28,7.2270928213211629e-15,2.1872214119174305e-21,3.0020677917596949e-09,3.17122202998182e-24,1.1342749292665928e-25,5.429916194180931e-10,1.7464730711436624e-23,0.0034863090929865364,9.7527090451033896e-07,5.1711264740061812e-10,1.7822951470814625e-05,1.9924953945899423e-12,1.6744373688037915e-05,4.0874747274096716e-05,1.0532666769078962e-08,4.1133280848998253e-05,0.00015382442922473735,6.5880949910174575e-08,1.1508872900533969e-11,5.7907136707552967e-10,3.7714050380925756e-10,3.8432058266963469e-12
1.1181434837577314e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913724557019845,0.096260046891259637,0.099638772498503975,4.162011668389338e-05,0.00044250007300086183,6.2137617061061446e-06,3.0892818304237464e-09,1.6468015055309773e-14,5.2073962145687442e-23,1.3519791549315425e-10,4.8635245916279986e-28,7.2301135282430313e-15,2.2035103670599458e-21,3.01320495172217e-09,3.1854317413850884e-24,1.1442809646698711e-25,5.4285407011496423e-10,1.7663639429646772e-23,0.003486262238785843,9.7525908970875243e-07,5.1710602492690852e-10,1.7830278239027769e-05,1.9945754743977313e-12,1.6754903452286221e-05,4.0883484260632335e-05,1.0529986798605353e-08,4.1296071527428294e-05,0.00015442463283554082,6.5936620182715106e-08,1.1558574069284174e-11,5.8193919344380908e-10,3.7854748928078573e-10,3.85832870798375e-12
1.1219705596388138e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913657814460361,0.096259222975678294,0.099637333591913041,4.1929713301721459e-05,0.00044407288735908318,6.2184951731411894e-06,3.1001713442842788e-09,1.6524080150654165e-14,5.2501856755708724e-23,1.3516591884486487e-10,4.9122988490011633e-28,7.2328255875112689e-15,2.2182190036520914e-21,3.0232258425008129e-09,3.1982078323184503e-24,1.1533230822245037e-25,5.4273054790028775e-10,1.7843921166245622e-23,0.0034862200898761516,9.7524845946967206e-07,5.1710006716003698e-10,1.7836856315114063e-05,1.9964394878640964e-12,1.6764320196306109e-05,4.0891231729266003e-05,1.0527580191113569e-08,4.1442583997023016e-05,0.00015496391171512572,6.598662122608508e-08,1.1603258821265136e-11,5.8452148220953077e-10,3.7981344492430454e-10,3.8719165862915234e-12
1.1257976355198962e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913591173588082,0.096258399055091967,0.099635894097696728,4.2240317390047521e-05,0.00044564571823406087,6.2232195405438698e-06,3.1110436836895356e-09,1.6580143120631527e-14,5.2931554519128833e-23,1.3513398533787422e-10,4.9613864941001015e-28,7.2355314367037818e-15,2.2329736380500789e-21,3.0332443195762105e-09,3.2109718856848756e-24,1.1623999178434048e-25,5.4260728354813885e-10,1.8025404163098196e-23,0.0034861779597528441,9.7523783214647234e-07,5.1709411171908772e-10,1.784341926937205e-05,1.998295942436406e-12,1.6773680732651644e-05,4.0898871154403613e-05,1.0525178665187481e-08,4.158909725085741e-05,0.00015550233361278078,6.6036525698647077e-08,1.1647899545876707e-11,5.8710494524608548e-10,3.81079087389057e-10,3.8854829385890247e-12
1.1296247114009787e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913524634198009,0.096257575129527873,0.099634454018171503,4.25519268921236e-05,0.00044721856530525848,6.2279348310410133e-06,3.1218988438353556e-09,1.6636203966057137e-14,5.3363054607586884e-23,1.3510211501815337e-10,5.0107884103705143e-28,7.2382310957222541e-15,2.2477742486595246e-21,3.0432603878698482e-09,3.2237238503756927e-24,1.171511435915293e-25,5.4248427707232379e-10,1.8208092170023147e-23,0.0034861358483786291,9.7522720773504726e-07,5.1708815860011003e-10,1.7849967150340982e-05,2.0001449098064221e-12,1.6782985703868432e-05,4.0906404130894952e-05,1.0522782218716867e-08,4.1735611260829665e-05,0.00015603989835780461,6.6086333842711005e-08,1.1692496087693529e-11,5.8968957758696759e-10,3.823444173172002e-10,3.8990277592656694e-12
1.133451787282061e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913458196085342,0.09625675119901346,0.099633013355633862,4.2864539753551236e-05,0.00044879142825631965,6.2326410672906613e-06,3.1327368205523718e-09,1.6692262687745354e-14,5.3796356182208309e-23,1.350703079275823e-10,5.0605054805377764e-28,7.2409245843816791e-15,2.2626208139621932e-21,3.0532740523008676e-09,3.2364636761977955e-24,1.1806576007104833e-25,5.4236152847362406e-10,1.8391988935081094e-23,0.0034860937557162543,9.7521658623125908e-07,5.1708220779915349e-10,1.7856500006346304e-05,2.0019864607452737e-12,1.6792235743641569e-05,4.091383222950032e-05,1.0520390849385387e-08,4.1882125999226694e-05,0.00015657660581007651,6.6136045899848067e-08,1.1737048294191415e-11,5.9227537433999706e-10,3.8360943535057336e-10,3.9125510435028284e-12
1.1372788631631435e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913391859045522,0.096255927263575972,0.09963157211236065,4.3178153922337562e-05,0.00045036430677501265,6.2373382718816478e-06,3.1435576102947366e-09,1.6748319286509621e-14,5.4231458393723229e-23,1.3503856410403554e-10,5.1105385866108226e-28,7.2436119224105481e-15,2.2775133125156224e-21,3.0632853177858239e-09,3.2491913138608489e-24,1.1898383763831473e-25,5.4223903773982859e-10,1.8577098204580856e-23,0.0034860516817285139,9.7520596763094144e-07,5.1707625931227131e-10,1.7863017885505836e-05,2.0038206651168495e-12,1.6801431476926779e-05,4.0921156997257436e-05,1.0518004554672228e-08,4.2028641438710989e-05,0.00015711245585950232,6.6185662110887597e-08,1.1781556015706968e-11,5.9486233068667105e-10,3.8487414213067278e-10,3.9260527872597325e-12
1.1411059390442259e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913325622874191,0.096255103323242705,0.099630130290609228,4.3492767348943599e-05,0.00045193720055317375,6.2420264673337328e-06,3.1543612101289282e-09,1.6804373763162442e-14,5.466836038258515e-23,1.3500688358145888e-10,5.1608886098860172e-28,7.2462931294518907e-15,2.2924517229527544e-21,3.0732941892384976e-09,3.2619067149647747e-24,1.1990537269735349e-25,5.4211680484598974e-10,1.8763423723085599e-23,0.0034860096263782375,9.7519535192991827e-07,5.1707031313551909e-10,1.7869520835730374e-05,2.0056475918899378e-12,1.681057352007591e-05,4.0928379957846116e-05,1.0515623331844398e-08,4.2175157552314418e-05,0.00015764744842547605,6.6235182715918715e-08,1.1826019105393578e-11,5.9745044188550117e-10,3.8613853829862326e-10,3.9395329872594572e-12
1.1449330149253083e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913259487367251,0.096254279378040888,0.09962868789261789,4.3808377986329646e-05,0.00045351010928664344,6.2467056760979175e-06,3.1651476177227318e-09,1.6860426118515388e-14,5.5107061279088225e-23,1.3497526638994134e-10,5.2115564309509881e-28,7.2489682250643437e-15,2.3074360239815592e-21,3.0833006715697106e-09,3.2746098319874464e-24,1.2083036164101725e-25,5.419948297547391e-10,1.8950969233418947e-23,0.0034859675896282997,9.7518473912398086e-07,5.1706436926494983e-10,1.7876008904722327e-05,2.0074673091501893e-12,1.6819662480959731e-05,4.0935502611948243e-05,1.0513247177976591e-08,4.2321674313440186e-05,0.00015818158345635156,6.6284607954292337e-08,1.187043741918852e-11,6.0003970326542765e-10,3.874026244951517e-10,3.952991640975175e-12
1.1487600908063907e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913193452320815,0.096253455427997806,0.099627244920605956,4.4124983789998602e-05,0.00045508303267521578,6.251375920556376e-06,3.1759168313345162e-09,1.6916476353379052e-14,5.5547560203483854e-23,1.3494371255579038e-10,5.2625429296884321e-28,7.2516372287222324e-15,2.3224661943846615e-21,3.0933047696871491e-09,3.2873006182725446e-24,1.2175880085120249e-25,5.4187311241661044e-10,1.9139738476671141e-23,0.0034859255714416184,9.7517412920889004e-07,5.1705842769662284e-10,1.7882482139975065e-05,2.009279884111735e-12,1.6828698959088943e-05,4.0942526437601941e-05,1.0510876089953983e-08,4.2468191695854544e-05,0.000158714860928924,6.6333938064621444e-08,1.1914810815771577e-11,6.0263011022400112e-10,3.8866640136056301e-10,3.966428746616737e-12
1.1525871666874731e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18913127517531261,0.096252631473140671,0.099625801376774042,4.4442582718040113e-05,0.00045665597042258656,6.2560372230221592e-06,3.186668849802706e-09,1.697252446856304e-14,5.5989856266094787e-23,1.3491222210160878e-10,5.3138489852798877e-28,7.2543001598153698e-15,2.3375422130189784e-21,3.1033064884951835e-09,3.2999790280175362e-24,1.2269068669906268e-25,5.4175165277028446e-10,1.9329735192205083e-23,0.0034858835717811601,9.751635221804047e-07,5.1705248842659806e-10,1.7888940588774103e-05,2.0110853831288374e-12,1.6837683545734478e-05,4.0949452890549096e-05,1.0508510064458867e-08,4.2614709673676977e-05,0.00015924728084791827,6.6383173284778881e-08,1.1959139156520176e-11,6.0522165823282691e-10,3.8992986953471846e-10,3.9798443031175026e-12
1.1602413184496378e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18912995947909486,0.096250983549092825,0.099622912582360973,4.5080751792794693e-05,0.00045980188782766086,6.2653330908812238e-06,3.2081212995004432e-09,1.7084614343125606e-14,5.6879836198284924e-23,1.3484943140548786e-10,5.4174232802676332e-28,7.2596078814455182e-15,2.3678317107781847e-21,3.1233028077828496e-09,3.3252985388753672e-24,1.2456478373995859e-25,5.4150950624973093e-10,1.9713425988969243e-23,0.0034857996278909891,9.7514231676612411e-07,5.1704061676568863e-10,1.7901813315123257e-05,2.0146754145187878e-12,1.6855499369168365e-05,4.0963019391840375e-05,1.0503793186884935e-08,4.2907747313790922e-05,0.00016030954818071827,6.6481360002350074e-08,1.2047660129337143e-11,6.1040815961895795e-10,3.9245588236635017e-10,4.0066107679703866e-12
1.167130055035586e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18912877876090664,0.09624950040125807,0.099620310733467748,4.5658480015473397e-05,0.00046263325970466782,6.273669012763233e-06,3.2273696966965344e-09,1.7185487989029209e-14,5.7686955225400202e-23,1.3479313669198868e-10,5.5117418359227828e-28,7.2643642555379444e-15,2.3952488491129651e-21,3.1412914070299802e-09,3.3480433284543009e-24,1.2626322196043912e-25,5.4129245483707259e-10,2.0062983139395998e-23,0.0034857241413789016,9.7512324172235935e-07,5.1702994009154518e-10,1.7913348669323207e-05,2.0178828915160955e-12,1.6871361908478346e-05,4.0974910387810227e-05,1.0499565273947664e-08,4.3171482973714262e-05,0.00016126265654858038,6.6569405894880242e-08,1.2127173577337236e-11,6.1507986918892899e-10,3.9472824459991784e-10,4.0306268919343198e-12
1.1740187916215343e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1891276012594873,0.096248017238247607,0.099617707065273411,4.6239394328073953e-05,0.00046546467366849373,6.2819763064288896e-06,3.2465623889916756e-09,1.7286354779716103e-14,5.8499882702106685e-23,1.347370475195137e-10,5.6071093971630686e-28,7.2691012522378228e-15,2.4228142102566085e-21,3.1592723734170935e-09,3.3707473435091561e-24,1.2797277038207341e-25,5.4107623687395404e-10,2.041657537627436e-23,0.0034856487143178974,9.7510417596412063e-07,5.1701927080265997e-10,1.7924836841417403e-05,2.021068436323808e-12,1.68870651506044e-05,4.0986507552421143e-05,1.0495353703825241e-08,4.3435220176100489e-05,0.00016221298774039242,6.6657148008633853e-08,1.2206539008290152e-11,6.1975520835893395e-10,3.9699961660224964e-10,4.0545732118090461e-12
1.1809075282074826e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18912642696305418,0.096246534060219158,0.099615101589967295,4.6823482921218472e-05,0.00046829612812500701,6.2902550994962804e-06,3.2656993892515682e-09,1.738721471987113e-14,5.9318613095423286e-23,1.3468116389538631e-10,5.7035310665104634e-28,7.2738189816124764e-15,2.450527673540956e-21,3.1772457354037118e-09,3.3934103462672464e-24,1.2969340748002281e-25,5.4086085160390517e-10,2.0774224445900822e-23,0.0034855733464936958,9.7508511946586591e-07,5.1700860887607472e-10,1.793627809978808e-05,2.024232406337754e-12,1.6902612261150198e-05,4.099781861321072e-05,1.0491158450851486e-08,4.3698958782299391e-05,0.00016316054272899066,6.6744587703959716e-08,1.2285755706710079e-11,6.2443415306564009e-10,3.9927000208600962e-10,4.0784497458676752e-12
1.1877962647934309e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18912525585985318,0.096245050867329984,0.099612494319560846,4.7410734015883877e-05,0.0004711276215168592,6.2985055188529052e-06,3.2847807156440051e-09,1.7488067814167949e-14,6.0143140776835107e-23,1.3462548579358511e-10,5.801011939418399e-28,7.2785175528674544e-15,2.4783891190488755e-21,3.195211521401241e-09,3.4160321070168565e-24,1.3142511163268627e-25,5.406462981639881e-10,2.1135952076913341e-23,0.0034854980376925414,9.7506607220190105e-07,5.1699795428886235e-10,1.7947672710704981e-05,2.0273751508164255e-12,1.6918006328230281e-05,4.1008851089564023e-05,1.048697948764688e-08,4.3962698657017016e-05,0.00016410532274229204,6.6831726333381168e-08,1.2364822982621806e-11,6.2911667988782892e-10,4.0153940475747481e-10,4.1022565189945487e-12
1.1946850013793792e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18912408793816018,0.096243567659737086,0.09960988526589154,4.8001135864074294e-05,0.0004739591523225551,6.3067276906548026e-06,3.3038063914660459e-09,1.7588914067268824e-14,6.0973460024246862e-23,1.3457001315595765e-10,5.8995571043386134e-28,7.2831970743514816e-15,2.5063984276075547e-21,3.2131697597701374e-09,3.4386124039071623e-24,1.3316786112525452e-25,5.4043257558880242e-10,2.1501779980401158e-23,0.003485422787701223,9.7504703414636933e-07,5.1698730701810312e-10,1.7959020938341175e-05,2.0304970110783481e-12,1.6933250364462186e-05,4.1019612298419549e-05,1.0482816785194716e-08,4.4226439668243354e-05,0.00016504732925492403,6.6918565241585154e-08,1.2443740170936985e-11,6.3380276602593488e-10,4.0380782831616941e-10,4.1259935624692205e-12
1.2015737379653274e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18912292318628077,0.096242084437597158,0.099607274440626781,4.8594676749464637e-05,0.00047679071905555121,6.3149217403264143e-06,3.3227764449760818e-09,1.7689753483824412e-14,6.1809565023896237e-23,1.3451474589339198e-10,5.9991716427870905e-28,7.2878576535628592e-15,2.5345554807818505e-21,3.2311204788171867e-09,3.4611510227532012e-24,1.3492163415317466e-25,5.4021968281432533e-10,2.1871729850013552e-23,0.0034853475963070859,9.7502800527318849e-07,5.1697666704085758e-10,1.7970323044787053e-05,2.0335983206953658e-12,1.6948347308907739e-05,4.1030109359812051e-05,1.0478670312943831e-08,4.4490181687176076e-05,0.00016598656398009729,6.7005105765417399e-08,1.2522506630859729e-11,6.3849238927091953e-10,4.0607527645450907e-10,4.1496609137565779e-12
