Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24)
9.432362263563205e-21,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999651,0.099999999999997591,0.099999999999999478,3.0081996780857423e-98,7.6136014257057264e-56,1.649263233318469e-37,5.8820153062107931e-79,1.5661080086657585e-48,1.4097009967638363e-137,3.1181282822357106e-34,3.2210151929655442e-125,3.1166931655867264e-34,5.0527995595328869e-80,1.3859498342849003e-60,3.2942574649892165e-114,1.0058266354267481e-115,2.8100717781038766e-51,5.2439292038267362e-97,2.4230222149787766e-15,1.0601401296953014e-15,2.7865910803457066e-18,2.7865910993237479e-18,9.4235456744115254e-27,4.3659287795655465e-29,1.9863860737399353e-35,2.8341675966637818e-32,4.5267408919352521e-46,5.6177960680054244e-59,3.2927012599307907e-88
1.8872919455244192e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999302,0.099999999999995162,0.099999999999998951,1.5299840781095499e-95,1.2195914612289571e-54,1.3147508785267805e-36,7.4757688834196413e-77,1.2541565684597472e-47,7.1666205214245399e-135,6.241839786965559e-34,2.0652893144065673e-123,6.2360955803644502e-34,8.0932605155733104e-79,2.2201003901030339e-59,8.3736675939432738e-112,2.5567090586299708e-113,2.2497660770892219e-50,1.6799407610230841e-95,4.8481495752332944e-15,2.121201319451096e-15,5.5756031591863874e-18,5.5756032353212994e-18,3.7545451123119721e-26,3.4804062754952533e-28,3.1544503371569984e-34,1.1344056498184894e-31,3.6241451829783275e-45,3.5700041265524528e-57,8.3734215545347937e-86
3.7754033838606166e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039998602,0.099999999999990305,0.099999999999997896,7.7597916713205072e-93,1.9524792887670723e-53,1.0432487415550741e-35,9.4769024554265702e-75,1.003833558121774e-46,3.6340553498325809e-132,1.2497889027760251e-33,1.3236430268319836e-121,1.247490471931428e-33,1.2956245687718678e-77,3.5542265128252221e-58,2.1230521347332303e-109,6.4822571040931573e-111,1.8004966285788461e-49,5.3788256930298479e-94,9.6984042957355513e-15,4.2433236989625089e-15,1.1153627259989985e-17,1.1153627565997875e-17,1.4886163715431664e-25,2.7616837886668104e-27,4.9971568151820813e-33,4.539100277163791e-31,2.9004176255792627e-44,2.2627698286358188e-55,2.1234092738049755e-83
7.551626260533011e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039997206,0.099999999999980591,0.099999999999995773,3.9068023611398694e-90,3.1248735931933826e-52,8.2078061950458132e-35,1.1927150510438181e-72,8.032702022081228e-46,1.8295339363410248e-129,2.5044492433985905e-33,8.4853039619067279e-120,2.4952540234791839e-33,2.0735617411014563e-76,5.6884157086092463e-57,5.3440854261829491e-107,1.631695008898015e-108,1.4406708885675698e-48,1.7217067791029539e-92,1.9398913736712941e-14,8.4875684579846287e-15,2.2309675234086128e-17,2.2309676468996171e-17,5.8486431767629026e-25,2.1727631603586017e-26,7.8592355274038339e-32,1.8159357162146143e-30,2.3207748193019574e-43,1.423821717907839e-53,5.3452591416790547e-81
1.5104072013877798e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039994414,0.099999999999961162,0.099999999999991526,1.9374736517920688e-87,5.0005234932449524e-51,6.3537605272685932e-34,1.4787019661455809e-70,6.4269748951422822e-45,9.073683574885211e-127,5.0275718939352887e-33,5.4453648133514035e-118,4.9907880216061706e-33,3.3181486724597442e-75,9.1027880949561147e-56,1.3251758434647685e-104,4.0461232133349803e-106,1.1526461896112838e-47,5.5102337029142122e-91,3.8799932618559236e-14,1.6976057976026047e-14,4.4621770272234241e-17,4.4621775293556195e-17,2.2583687391379384e-24,1.6819557476619e-25,1.217450689169818e-30,7.2643343390356461e-30,1.8567962146114267e-42,8.8250443931104783e-52,1.3253786915408082e-78
3.0208963520567377e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039988827,0.099999999999922318,0.099999999999983033,9.3371468131136896e-85,8.001419025738144e-50,4.7725581914524633e-33,1.7816115645480583e-68,5.1419048554625404e-44,4.3737326850138754e-124,1.0129025067671405e-32,3.5029359317917841e-116,9.981883597988788e-33,5.3093974197125043e-74,1.4565519772593035e-54,3.1936458841157026e-102,9.7510717619872631e-104,9.2216079798886716e-47,1.763398188053121e-89,7.7601970381817908e-14,3.3953037012097604e-14,8.9245956708354092e-17,8.9245977385047699e-17,8.443264709774105e-24,1.2633736081045633e-24,1.8321972852770799e-29,2.9058522117721712e-29,1.4855076036118624e-41,5.3151666081507881e-50,3.1934702869437055e-76
6.041874653394654e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039977652,0.09999999999984463,0.09999999999996606,4.2780619390922138e-82,1.2802738274761416e-48,3.4002243967874791e-32,2.0409270784862886e-66,4.1136532376703362e-43,2.0047802822113431e-121,2.0552762869766085e-32,2.2644729630542436e-114,1.996418507129346e-32,8.4953222649082832e-73,2.3305679895731361e-53,7.3185444047410988e-100,2.2345511767192024e-101,7.3774626131938282e-46,5.6430708359158303e-88,1.5520604590659954e-13,6.7906995084195556e-14,1.7849431501989047e-16,1.784944016759463e-16,2.9826336564346204e-23,9.0008143109637098e-24,2.6201212576342007e-28,1.1623647220626908e-28,1.1884344716037936e-40,3.0430785743335312e-48,7.3150779366690899e-74
1.2083831256070485e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039955306,0.09999999999968924,0.099999999999932102,1.8091071286798379e-79,2.0484764593946812e-47,2.2280745569992302e-31,2.158054168813825e-64,3.2909733299918122e-42,8.4839675952655576e-119,4.2283564004218002e-32,1.4780801735420041e-112,3.9929229300289834e-32,1.35927407365415e-71,3.7289770194424943e-52,1.548274595208313e-97,4.7273045393419224e-99,5.9020419263905464e-45,1.8058136057905443e-86,3.1041419694922001e-13,1.3581491122821091e-13,3.5699097340017015e-16,3.5699134300711254e-16,9.6329598022756595e-23,5.8978149083659181e-23,3.455394293116071e-27,4.6495076971052294e-28,9.507591492483027e-40,1.6076778555990655e-46,1.5464179500929739e-71
2.4167744461422144e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039910611,0.099999999999378461,0.099999999999864198,6.8638606102628761e-77,3.2775960960520078e-46,1.3044562775793667e-30,2.0475062498857388e-62,2.6327973564813428e-41,3.22236803678458e-116,8.9278466088355632e-32,9.828247366930458e-111,7.9861082889904205e-32,2.1748552450721049e-70,5.9664190175420128e-51,2.939521623598901e-95,8.9751610971383583e-97,4.721664424938508e-44,5.7786496881680531e-85,6.2083049900668945e-13,2.7163074351551924e-13,7.1398405718970608e-16,7.1398564503933328e-16,2.7593198883666514e-22,3.4527490512385725e-22,4.0844205203804868e-26,1.8598137477221459e-27,7.6061229437420437e-39,7.6182809904344584e-45,2.9328043005175875e-69
4.833557087212546e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039821222,0.099999999998756917,0.099999999999728376,2.3116088051740858e-74,5.2441911013451303e-45,6.7590433219703666e-30,1.7244835595332367e-60,2.1062427964356986e-40,1.0866868441526495e-113,1.9740145107105868e-31,6.7616955070093715e-109,1.5973185061345446e-31,3.4797776717172259e-69,9.5463188882955713e-50,4.9548570772522757e-93,1.5128529800147463e-94,3.777347332613108e-43,1.8491731388414535e-83,1.241663103010543e-12,5.4326240808724672e-13,1.4279692928859002e-15,1.4279760525465435e-15,6.9574107109416464e-22,1.7888260959195093e-21,4.2825195736907669e-25,7.4392835856463462e-27,6.0849237938383546e-38,3.203872552736577e-43,4.9368926652653448e-67
9.66712236935321e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039642443,0.099999999997513828,0.099999999999456746,7.0150775242542929e-72,8.3907693948068616e-44,3.1571307546080361e-29,1.3087693035046892e-58,1.6849920964286044e-39,3.3021355362236426e-111,4.701799967225041e-31,4.9311178526716386e-107,3.1950162838439848e-31,5.5676385713229339e-68,1.5274161248820937e-48,7.5257500733147039e-91,2.2978167174790362e-92,3.0218896858272974e-42,5.9173486959189403e-82,2.4833283105739078e-12,1.0865257372191447e-12,2.8559360367565175e-15,2.855964278319034e-15,1.5824214006839094e-21,8.3535116062220042e-21,4.0464815761245331e-24,2.9757249588829495e-26,4.8679580730146123e-37,1.2141605518076015e-41,7.4885863643245174e-65
1.9334252933634537e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039284887,0.099999999995027636,0.099999999998913486,1.9769011645057028e-69,1.3425390545091003e-42,1.3744261318493651e-28,9.2229558491678597e-57,1.3479862525435506e-38,9.3152521404578126e-109,1.2418662102023217e-30,3.9285453309365213e-105,6.391541544013409e-31,8.9081751448778168e-67,2.4438738049917027e-47,1.0612282810893951e-88,3.2402193288491688e-90,2.4175252808478858e-41,1.8935419396881969e-80,4.9666587239232704e-12,2.1730523954367136e-12,5.7118546144886011e-15,5.711970553124601e-15,3.3760120312086021e-21,3.6348278519746857e-20,3.5534067742776428e-23,1.1902969330220923e-25,3.8943882534651578e-36,4.2737260626212064e-40,1.0549015626621701e-62
3.866851406219719e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575038569773,0.099999999990055266,0.099999999997826966,5.3237437091800075e-67,2.1481178911786282e-41,5.7445848998336432e-28,6.2103714931307098e-55,1.0783755230803673e-37,2.5102641740193652e-106,3.6897456814305029e-30,4.3751046835437522e-103,1.2789110977869573e-30,1.4252908557912868e-65,3.9102098686440707e-46,1.4296549993869175e-86,4.3651265655511023e-88,1.9340397244382929e-40,6.0592625406407018e-79,9.9333195435125227e-12,4.3461057116869391e-12,1.14236321305384e-14,1.1424102575752405e-14,6.9677548092569151e-21,1.5177215899194516e-19,2.984863176025679e-22,4.7612387874285793e-25,3.1155420086262178e-35,1.4379144131140229e-38,1.4201763324619935e-60
7.733703631932251e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575037139545,0.099999999980110527,0.099999999995653913,1.3971507036253156e-64,3.4371514749805345e-40,2.3496324253361962e-27,4.0750074452721099e-53,8.6267821282145253e-37,6.5905040087170345e-104,1.2203457247025371e-29,4.6325263197936434e-101,2.5602326257080635e-30,2.280408622752466e-64,6.256378925420397e-45,1.8765392975619307e-84,5.7295861869578505e-86,1.5472621185577016e-39,1.9389165554488504e-77,1.9866641154253146e-11,8.6922123434477508e-12,2.2846948609962754e-14,2.2848845339795626e-14,1.4151628142589313e-20,6.1954920275638552e-19,2.4452795343786747e-21,1.9045354512798642e-24,2.4924824699135354e-34,4.7156572827100411e-37,1.8633570294717396e-58
1.5467408083357316e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575034279088,0.099999999960221034,0.099999999991307806,3.6123982649546895e-62,5.4999609077421009e-39,9.504410304832363e-27,2.6341919408040515e-51,6.9010678722647183e-36,1.7044074593164041e-101,4.3702086464527386e-29,5.3046120571190027e-99,5.1301068541328868e-30,3.6484707675431284e-63,1.0010341125168906e-43,2.4263707313064029e-82,7.4083714826169553e-84,1.2378578933096206e-38,6.2042267177452331e-76,3.9733284261982851e-11,1.7384425604010803e-11,4.5692627397962012e-14,4.5700252187828989e-14,2.8518806663433218e-20,2.49626030872249e-18,1.9744801375438774e-20,7.6184594816788703e-24,1.9940636026850349e-33,1.5238071797889898e-35,2.4087598485772692e-56
2.320111253478238e-16,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575031418632,0.099999999940331541,0.099999999986961699,2.7448502641404708e-61,2.0965247893642615e-38,2.0263472867757263e-26,1.4780200522781707e-50,2.0486940705534726e-35,1.2854837622255386e-100,8.9671317387335781e-29,2.9639621002781843e-98,7.7072128651183924e-30,1.3802572415836396e-62,3.8164882296433248e-43,1.5935215373269452e-81,4.8654557852760853e-83,3.539588859380814e-38,2.8941995559819492e-75,5.959992725596102e-11,2.6076638861615285e-11,6.853735205495782e-14,6.8553586659301426e-14,4.2885385626729407e-20,5.3076113848285365e-18,5.652747489031339e-20,1.6189761969567067e-23,5.701918869845702e-33,7.1365297706623491e-35,1.5955709267166911e-55
