Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24)
5.589535004900882e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289367992104101,0.099998562784106612,0.099999685889000683,7.5660035445119256e-30,3.2493015120814891e-20,6.7540515278574357e-18,1.7100682140147599e-27,3.3470235600260933e-23,1.5786018839814838e-69,1.715310699730681e-20,3.0989072210702592e-69,4.9958050702650385e-23,4.1339271474321776e-46,7.7451430866482318e-26,2.0363846263939336e-54,6.1585627227938099e-56,8.3793971220859899e-25,1.2176148601669191e-54,1.4355646060976422e-06,6.2822196709031101e-07,5.2030157398754968e-10,5.0410676179615705e-09,3.2638484704116478e-16,3.145240602793107e-12,1.1278394978248661e-09,3.08379700841261e-14,1.3501850079020564e-19,6.3247316024353263e-16,4.6027029098146471e-28
5.662202642728873e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289365299022515,0.099998544103265197,0.099999681805401641,8.2357241899214191e-30,3.4704053559952093e-20,6.9495808814337842e-18,1.8135244826542912e-27,3.4207386795240838e-23,1.7207955651647846e-69,1.7463091418431408e-20,3.3248460701921939e-69,5.1471614625021781e-23,4.2915278621239401e-46,8.159592830038376e-26,2.1897327019797903e-54,6.6204232043980698e-56,8.7990469044234186e-25,1.2828189977876792e-54,1.4542239799855873e-06,6.3638916397678943e-07,5.2133023721472802e-10,5.1238439882621342e-09,3.2770814201153027e-16,3.1518450203907276e-12,1.1482717307789904e-09,3.1994556510479955e-14,1.4178260995845738e-19,6.6156128317293386e-16,4.9428188585937632e-28
5.734870280556864e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289362605939342,0.099998525422524187,0.099999677721803903,8.9545822006936272e-30,3.703487903105472e-20,7.1491479968742939e-18,1.9217045543863187e-27,3.4947396206445134e-23,1.8736745992044571e-69,1.7773676167908585e-20,3.5635334603447122e-69,5.3009807710619754e-23,4.4525687984740798e-46,8.5903242141668077e-26,2.3523585806768232e-54,7.1100271041774028e-56,9.2343396372420939e-25,1.3504892360766389e-54,1.4728832534792727e-06,6.4455635821945016e-07,5.2231930756128848e-10,5.206739311916174e-09,3.2863906603323978e-16,3.1582167034666432e-12,1.1687437813535189e-09,3.3180013950853847e-14,1.4879906618209699e-19,6.9155461075634438e-16,5.3029626528310314e-28
5.800271154602056e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289360182163498,0.09999850860994311,0.09999967404656708,9.6459387288949494e-30,3.9239047206888164e-20,7.3322625120459412e-18,2.0232260216282222e-27,3.5615761761593703e-23,2.0209359797695342e-69,1.805369660487914e-20,3.7896702024836712e-69,5.4415268101287466e-23,4.6004578548204687e-46,8.9922431849359901e-26,2.5070066849443622e-54,7.5754299324352972e-56,9.6397984869716241e-25,1.4135450585809846e-54,1.4896765137869323e-06,6.5190683077706777e-07,5.231768795217857e-10,5.2814430191797087e-09,3.2866358148860956e-16,3.1637603414373341e-12,1.1872014027286484e-09,3.4271910681561886e-14,1.5533481967405058e-19,7.1933456264073817e-16,5.6449444035068384e-28
5.865672028647248e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289357758387055,0.099998491797443342,0.099999670371331298,1.038160319815025e-29,4.1547798462151662e-20,7.5187443026789636e-18,2.1287999120577456e-27,3.6286283668371718e-23,2.1778688571222919e-69,1.8334168348986264e-20,4.0269198484702792e-69,5.5840730554225074e-23,4.7511533009166275e-46,9.4079866534751262e-26,2.6698355101060639e-54,8.0652667235635274e-56,1.0058528721753852e-24,1.4786806681212863e-54,1.5064696927760508e-06,6.5925730119261052e-07,5.2400468625270996e-10,5.3562361472678747e-09,3.3022122655038827e-16,3.1691275829254473e-12,1.2056889573807182e-09,3.5387752573568353e-14,1.6208468844314939e-19,7.4787008744680735e-16,6.004523781839818e-28
5.9310729026924395e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289355334610328,0.099998474985024913,0.09999966669609657,1.1163841411316016e-29,4.3964846774180478e-20,7.7086394493144442e-18,2.2385357306919145e-27,3.6958890376946769e-23,2.3449860189532079e-69,1.8615075734239449e-20,4.2756665539615182e-69,5.7286218567595377e-23,4.9046640381935703e-46,9.8378609321976478e-26,2.8411744189801945e-54,8.5805066901469023e-56,1.0490819820602946e-24,1.5459352230201367e-54,1.5232627904470115e-06,6.6660776946580271e-07,5.2480376068807705e-10,5.431115593866744e-09,3.3027268139211911e-16,3.1743277524108035e-12,1.224205406079665e-09,3.6527804460552345e-14,1.6905335566217928e-19,7.7717177388101238e-16,6.3823788209049373e-28
5.996473776737631e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289352910833613,0.099998458172687807,0.099999663020862897,1.1995005912789137e-29,4.6493993825960488e-20,7.9019941755149369e-18,2.3525445063564257e-27,3.7633512595476254e-23,2.522821091587034e-69,1.8896403638022894e-20,4.5363018843663673e-69,5.8751754823471414e-23,5.0609986733101893e-46,1.0282175448941424e-25,3.0213619380934781e-54,9.122145066126404e-56,1.0936964449547448e-24,1.6153480034887721e-54,1.5400558068001997e-06,6.7395823559637042e-07,5.2557509993454804e-10,5.5060783600643784e-09,3.3009978655622093e-16,3.179365611516214e-12,1.2427497456642642e-09,3.7692331010440352e-14,1.7624555678020786e-19,8.0725020933387926e-16,6.7792049028995213e-28
6.055334563378304e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289350729434818,0.09999844304165395,0.099999659713153513,1.2786901967925789e-29,4.8869284178415893e-20,8.079009697187358e-18,2.4588987758065219e-27,3.8242340353507674e-23,2.6924947796856777e-69,1.9149946219133084e-20,4.7813680662449524e-69,6.0087896812227633e-23,5.2041211607208513e-46,1.069466316539329e-25,3.1913835574647008e-54,9.6330340583249804e-56,1.1350583833038137e-24,1.6796973489409383e-54,1.5551694519916907e-06,6.8057365328170985e-07,5.2624638787463455e-10,5.5736136925907903e-09,3.3140637209275693e-16,3.1837640764849298e-12,1.2594626969630057e-09,3.8761549749046435e-14,1.8291361515010326e-19,8.3499367090346476e-16,7.1531575017954451e-28
6.114195350018977e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928934854803647,0.099998427910685972,0.099999656405444975,1.3622247705659076e-29,5.1341422810901522e-20,8.258898968731776e-18,2.5688883940646214e-27,3.8852698865590476e-23,2.8717191900665878e-69,1.9403807299493887e-20,5.0366831304858379e-69,6.1440311053518061e-23,5.349543623225065e-46,1.1119330590425617e-25,3.3691142883846071e-54,1.0166896191057944e-55,1.1775882050599787e-24,1.7458555684736789e-54,1.5702830313163772e-06,6.8718906923109961e-07,5.2689666883944592e-10,5.6412121298597217e-09,3.318266626437042e-16,3.1880406220574679e-12,1.2761967724881434e-09,3.9851000984121674e-14,1.8977013976202763e-19,8.6338258966182447e-16,7.5435859456936251e-28
6.17305613665965e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289346366638774,0.099998412779783843,0.099999653097737298,1.4502947223712026e-29,5.3913367405743107e-20,8.4416959986965375e-18,2.6825974661484856e-27,3.9464542061739254e-23,3.0609290430182821e-69,1.9657976910885388e-20,5.3025479738385674e-69,6.2809012496319167e-23,5.4972717589084482e-46,1.1556409769361242e-25,3.5548205307418842e-54,1.0724512484824459e-55,1.2213079076217129e-24,1.8138515349594467e-54,1.5853965447745401e-06,6.938044834443395e-07,5.2752660008148545e-10,5.7088716959717839e-09,3.3131717499448729e-16,3.1921992843179619e-12,1.2929513109869814e-09,4.0960877854143023e-14,1.9681869148266973e-19,8.9242468027250092e-16,7.9510340672336665e-28
6.231916923300323e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289344185241908,0.099998397648947607,0.099999649790030481,1.5430967129444158e-29,5.6588135767703666e-20,8.6274348733573279e-18,2.8001110962250199e-27,4.0077825200519463e-23,3.2605742575134696e-69,1.9912445396944931e-20,5.5792683852656024e-69,6.4194015621225585e-23,5.6473110947713567e-46,1.2006134789702223e-25,3.7487750579187609e-54,1.1306681928973326e-55,1.2662396968509477e-24,1.8837141916315335e-54,1.6005099923664597e-06,7.0041989592122907e-07,5.2813681829098354e-10,5.7765904734682906e-09,3.3321938995131716e-16,3.1962405766046412e-12,1.3097256719072352e-09,4.209137373506942e-14,2.040628654574066e-19,9.2212765605078253e-16,8.3760576156150919e-28
6.290777709940996e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289342003846066,0.09999838251817722,0.099999646482324525,1.6408337892004413e-29,5.9368806403472718e-20,8.816149787278003e-18,2.9215153874358286e-27,4.069250483398252e-23,3.4711203228785419e-69,2.0167203403205291e-20,5.8671550524503012e-69,6.5595334455411637e-23,5.7996669917649172e-46,1.2468741782244551e-25,3.9512571030203919e-54,1.1914221693913088e-55,1.3124059873081666e-24,1.9554725499287563e-54,1.6156233740924171e-06,7.0703530666156887e-07,5.2872794025273306e-10,5.8443666125212905e-09,3.3306986462852356e-16,3.2001727046522762e-12,1.3265192347135613e-09,4.3242681264193005e-14,2.1150629116810136e-19,9.5249922886418105e-16,8.8192243826196303e-28
6.343752417917602e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289340040590838,0.099998368900540202,0.099999643505389896,1.7331897301590224e-29,6.1964550133091966e-20,8.9885660294519583e-18,3.0341777338898238e-27,4.1246875613184833e-23,3.6703295877088204e-69,2.0396725653176011e-20,6.1360609368854745e-69,6.6870482576572964e-23,5.938772259562582e-46,1.2896298971547378e-25,4.1410180319188139e-54,1.2483389316473646e-55,1.3550298414929376e-24,2.0216999286237966e-54,1.6292253613306126e-06,7.1298917484296105e-07,5.2924411693638117e-10,5.905412694354684e-09,3.3283286117754505e-16,3.2036196348635931e-12,1.3416493616327543e-09,4.4296811058943155e-14,2.1837876206078094e-19,9.8041166748922572e-16,9.2340660082022677e-28
6.391429655096547e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928933827366206,0.099998356644712502,0.09999964082614933,1.8200029267253234e-29,6.4378162122699848e-20,9.1458461081100746e-18,3.1383816730928809e-27,4.1746722494069591e-23,3.857799755792973e-69,2.0603484605599055e-20,6.3862208260106243e-69,6.8029432692840401e-23,6.065577982794846e-46,1.3290331423878337e-25,4.3180823365955241e-54,1.3014302689706334e-55,1.394275677752298e-24,2.0826551304317605e-54,1.6414671042298803e-06,7.1834765500330876e-07,5.2969621435460642e-10,5.9603915963845309e-09,3.3315215503001158e-16,3.2066489503457095e-12,1.3552790059730168e-09,4.5260190595300823e-14,2.2470674151605126e-19,1.0060058836695594e-15,9.6207463753627741e-28
6.4391068922754924e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289336506734273,0.099998344388928018,0.099999638146909306,1.9104367107814269e-29,6.6866932186021071e-20,9.305139796292589e-18,3.2452946441399026e-27,4.2247412435092422e-23,4.0533026669365521e-69,2.0810417823220794e-20,6.644275400762255e-69,6.9199111069614383e-23,6.1939126130597451e-46,1.3693242287508883e-25,4.501259661093058e-54,1.3563375192033292e-55,1.4343720091827496e-24,2.1449058988534464e-54,1.65370880391499e-06,7.2370613402395173e-07,5.3013681717578628e-10,6.0154050222496692e-09,3.3323651892611138e-16,3.2096118070338293e-12,1.3689202079306435e-09,4.6237567671011734e-14,2.3117201619306737e-19,1.0320524731512335e-15,1.0020380193277311e-27
6.486784129454438e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289334739807554,0.099998332133186749,0.099999635467669865,2.0046118734851893e-29,6.9432615555950633e-20,9.4664654061612763e-18,3.3549643240415888e-27,4.2748924684949831e-23,4.2571173269684245e-69,2.1017520874665387e-20,6.9103992084382468e-69,7.0379524350514634e-23,6.3237787009231462e-46,1.4105160979650068e-25,4.6907111967604927e-54,1.4131076965389338e-55,1.4753311489316647e-24,2.2084677740721988e-54,1.6659504603860911e-06,7.290646119047847e-07,5.3056621758169051e-10,6.0704520931143254e-09,3.3350038485805644e-16,3.2125095644868589e-12,1.3825726735459283e-09,4.7229044895437395e-14,2.3777658103675657e-19,1.0585555312089402e-15,1.0433292898429276e-27
6.534461366633383e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289332972881984,0.099998319877488723,0.099999632788430964,2.1026522278910301e-29,7.2076994756007683e-20,9.6298412799099922e-18,3.467438819420999e-27,4.3251238985404094e-23,4.4695302064817287e-69,2.1224789441151295e-20,7.1847689153082536e-69,7.1570679010051449e-23,6.4551787344027132e-46,1.4526217799599642e-25,4.886601086080296e-54,1.4717886390666768e-55,1.5171655001276429e-24,2.2733563218457401e-54,1.6781920736433334e-06,7.3442308864570053e-07,5.3098470033020017e-10,6.1255319526945444e-09,3.3412050932739476e-16,3.2153437741030903e-12,1.3962361163291577e-09,4.8234724748863355e-14,2.4452244583773505e-19,1.0855191523476807e-15,1.0859815354946747e-27
6.5821386038123285e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928933120595766,0.099998307621833898,0.099999630109192647,2.2046846593255617e-29,7.480187979505299e-20,9.7952857924462582e-18,3.5827666664294172e-27,4.3754335560554752e-23,4.690835383450637e-69,2.1432219313673145e-20,7.4675633081076206e-69,7.2772581357857606e-23,6.5881151404406345e-46,1.4956543927648195e-25,5.0890964536225876e-54,1.5324290161608968e-55,1.5598875557620169e-24,2.3395871328872023e-54,1.6904336436868659e-06,7.3978156424659409e-07,5.3139254294111739e-10,6.1806437675835468e-09,3.3416031404660261e-16,3.2181170544300861e-12,1.4099102570742422e-09,4.925470962656218e-14,2.5141163522104611e-19,1.1129474302829768e-15,1.1300283898050448e-27
6.629815840991274e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289329439034653,0.09999829536622229,0.099999627429954899,2.310839176098332e-29,7.7609108372785196e-20,9.9628173411453098e-18,3.7009968306611443e-27,4.425819510626992e-23,4.9213346872820423e-69,2.1639806390237747e-20,7.7589632954745581e-69,7.3985237542839552e-23,6.7225902863505519e-46,1.5396271424470456e-25,5.2983674370985292e-54,1.5950783358690014e-55,1.6035098985644513e-24,2.4071758222575991e-54,1.7026751705168391e-06,7.4514003870736012e-07,5.3179001587841116e-10,6.2357867240312332e-09,3.3423730251679561e-16,3.220830428216075e-12,1.4235948236724917e-09,5.028910193859709e-14,2.584461886341395e-19,1.1408444579222792e-15,1.1755040377453167e-27
6.677493078170219e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289327672113049,0.099998283110653896,0.099999624750717692,2.4212489604619152e-29,8.0500546094371914e-20,1.0132454351565657e-17,3.82217870706783e-27,4.4762798779736834e-23,5.1613378439653359e-69,2.1847546673136581e-20,8.0591519093523741e-69,7.5208653557273568e-23,6.8586064812463867e-46,1.5845533231818516e-25,5.5145872184902228e-54,1.6597869522983024e-55,1.6480452010026472e-24,2.4761380287661263e-54,1.7149166541334021e-06,7.5049851202789254e-07,5.3217738273005712e-10,6.2909600290057594e-09,3.3491527123247712e-16,3.2234849313936036e-12,1.4372895509324811e-09,5.133800418581443e-14,2.6562816035498797e-19,1.1692143273470925e-15,1.2224432200723688e-27
6.7251703153491645e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289325905192919,0.099998270855128718,0.099999622071481067,2.5360504199218571e-29,8.3478086684670601e-20,1.0304215282009344e-17,3.9463621198713681e-27,4.5268128189177513e-23,5.411162622726857e-69,2.2055436266277622e-20,8.3683143063290861e-69,7.6442835240812604e-23,6.9961659774438882e-46,1.6304463173504855e-25,5.7379320552841979e-54,1.7266060730015103e-55,1.6935062253283314e-24,2.5464894143827884e-54,1.7271580945367048e-06,7.5585698420808599e-07,5.325549003839608e-10,6.3461629114530154e-09,3.3492480005253345e-16,3.2260833913692438e-12,1.4509941804041931e-09,5.2401518808079123e-14,2.7295961950774303e-19,1.1980611297962863e-15,1.270881237659894e-27
6.77284755252811e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289324138274341,0.099998258599646755,0.099999619392244984,2.6553832389859727e-29,8.6543652194231135e-20,1.0478118608582694e-17,4.0735973224746044e-27,4.5774165383770567e-23,5.6711349845347624e-69,2.2263471372595254e-20,8.6866377688919926e-69,7.7687788284376075e-23,7.1352709718270487e-46,1.6773195955893275e-25,5.9685813118332483e-54,1.7955877663606577e-55,1.7399058235907508e-24,2.6182456636670834e-54,1.739399491726897e-06,7.6121545524783534e-07,5.3292281919873662e-10,6.4013946181020062e-09,3.3484329013310951e-16,3.2286267483950966e-12,1.4647084602069151e-09,5.3479748168350147e-14,2.8044265007321082e-19,1.2273889556509763e-15,1.3208539558230363e-27
6.820524789707055e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289322371357387,0.099998246344208008,0.099999616713009484,2.7793904313640474e-29,8.9699193205157663e-20,1.0654182831130439e-17,4.2039349973700544e-27,4.6280892843782542e-23,5.941589232516304e-69,2.2471648291537693e-20,9.0143117065985117e-69,7.8943518233922852e-23,7.2759236071791664e-46,1.7251867168091823e-25,6.2067174908509583e-54,1.8667849689693279e-55,1.7872569376132037e-24,2.6914224832127348e-54,1.7516408457041285e-06,7.6657392514703471e-07,5.3328138316937301e-10,6.4566544143964443e-09,3.3565645241086504e-16,3.2311154966928353e-12,1.478432144862159e-09,5.4572794722931763e-14,2.8807935089354004e-19,1.2572018944209679e-15,1.3723978086363296e-27
6.8682020268860006e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289320604442128,0.099998234088812477,0.099999614033774525,2.9082183925751389e-29,9.2946689039112099e-20,1.0832426482522641e-17,4.3374262560472005e-27,4.678829347088773e-23,6.2228681641608331e-69,2.2679963416620121e-20,9.3515276571786029e-69,8.0210030494126157e-23,7.4181259734831756e-46,1.7740613281986273e-25,6.4525262650289655e-54,1.9402514930132565e-55,1.8355725989438098e-24,2.7660356011061703e-54,1.7638821564685492e-06,7.7193239390557833e-07,5.3363083008856894e-10,6.5119415870944607e-09,3.3568290174943473e-16,3.233552760403888e-12,1.4921649951303773e-09,5.568076083660563e-14,2.9587183567288971e-19,1.287504034732483e-15,1.4255498032456671e-27
6.915879264064946e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289318837528641,0.09999822183346016,0.099999611354540149,3.0420169529320199e-29,9.6288147960405784e-20,1.1012868109532902e-17,4.4741226388988155e-27,4.7296350578661151e-23,6.5153232251756066e-69,2.2888413233035072e-20,9.6984792875796105e-69,8.1487330331962037e-23,7.5618801091946371e-46,1.8239571652426121e-25,6.7061965087700156e-54,2.016042033649363e-55,1.8848659288232323e-24,2.8421007663971049e-54,1.7761234240203096e-06,7.7729086152336233e-07,5.3397139170428939e-10,6.5672554390024316e-09,3.353688604139535e-16,3.2359394983931929e-12,1.5059067778538046e-09,5.6803748759053085e-14,3.0382223298085791e-19,1.3182994643169806e-15,1.4803475241748139e-27
6.963556501243891e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289317070616982,0.099998209578151059,0.099999608675306315,3.1809394309044328e-29,9.9725607386505623e-20,1.1195526278266928e-17,4.6140761151263236e-27,4.780504788324476e-23,6.8193146650068829e-69,2.3096994315319739e-20,1.0055362394954872e-68,8.2775422880212633e-23,7.7071880024875531e-46,1.8748880517941051e-25,6.9679203300382536e-54,2.094212176383194e-55,1.9351501381958867e-24,2.919633748581131e-54,1.7883646483595589e-06,7.8264932800028019e-07,5.3430329387357357e-10,6.6225952894542661e-09,3.3633415910901955e-16,3.238275459912779e-12,1.5196572658028499e-09,5.7941860949161591e-14,3.1193268626316257e-19,1.3495922700010514e-15,1.5368291376264387e-27
7.011233738422837e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928931530370723,0.099998197322885174,0.099999605996073063,3.3251426868776122e-29,1.0326113410240346e-19,1.1380419589503125e-17,4.7573390826441285e-27,4.8314369494193845e-23,7.1352116941489015e-69,2.3305703325082734e-20,1.0422374907593624e-68,8.4074313140879957e-23,7.8540515924719619e-46,1.9268679001311729e-25,7.2378931023321685e-54,2.1748184044447401e-55,1.9864385277060066e-24,2.9986503370948463e-54,1.8006058294864479e-06,7.8800779333622646e-07,5.3462675671242244e-10,6.6779604788026135e-09,3.3643940254034734e-16,3.2405641197520556e-12,1.5334162375222149e-09,5.9095199762795598e-14,3.2020535385002718e-19,1.3813865376973866e-15,1.5950333957774357e-27
7.058910975601782e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289313536799435,0.099998185067662504,0.099999603316840352,3.4747871773146093e-29,1.0689682445796185e-19,1.1567566654038643e-17,4.9039643679829704e-27,4.8824299905505648e-23,7.4633926432435267e-69,2.3514537008790591e-20,1.0799716885792234e-68,8.5384005988510191e-23,8.0024727703829958e-46,1.9799107109699979e-25,7.5163134967837085e-54,2.2579181061625778e-55,2.0387444876678036e-24,3.0791663408235871e-54,1.8128469674011261e-06,7.9336625753109738e-07,5.3494199474174078e-10,6.7333503619635775e-09,3.3580794997613316e-16,3.242806655675817e-12,1.547183477184897e-09,6.0263867309384007e-14,3.2864240896026711e-19,1.413686352396798e-15,1.654999641068415e-27
7.106588212780727e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289311769893672,0.099998172812483049,0.099999600637608224,3.6300370145503604e-29,1.1063480459597811e-19,1.1756986096922058e-17,5.0540052261830833e-27,4.9334823985986194e-23,7.804245139359822e-69,2.3723492195404409e-20,1.1187590522752356e-68,8.6704506173742901e-23,8.1524533808540311e-46,2.0340305734832642e-25,7.8033835174685499e-54,2.3435695830437132e-55,2.0920814980127667e-24,3.1611975875751705e-54,1.8250880621037438e-06,7.9872472058478759e-07,5.3524921704316983e-10,6.7887643081503658e-09,3.366097244777027e-16,3.2450021648029157e-12,1.5609587744385542e-09,6.1447965971497351e-14,3.3724603970295168e-19,1.4464957981604368e-15,1.7167678108985941e-27
7.154265449959673e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289310002989998,0.09999816055734681,0.099999597958376638,3.7910600112464676e-29,1.1447723062836776e-19,1.1948696578573265e-17,5.2075153407148175e-27,4.9845926972373845e-23,8.1581662378684801e-69,2.3932565794708708e-20,1.1586200145176012e-68,8.8035818325820212e-23,8.3039952228204658e-46,2.0892416654393656e-25,8.0993085275317865e-54,2.4318320557134166e-55,2.1464631283794671e-24,3.2447599237071351e-54,1.8373291135944507e-06,8.0408318249719038e-07,5.3554862736927146e-10,6.8442017067667333e-09,3.3684102556348515e-16,3.2471538865268396e-12,1.5747419242915474e-09,6.2647598179270957e-14,3.4601844909949335e-19,1.4798189581155204e-15,1.7803784410715085e-27
7.201942687138618e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289308236088468,0.099998148302253786,0.099999595279145634,3.9580277380807222e-29,1.184262888481333e-19,1.2142716765683824e-17,5.3645488233757857e-27,5.0357594460459659e-23,8.5255625937523432e-69,2.414175479515479e-20,1.199575221402386e-68,8.9377946955825994e-23,8.4571000506862873e-46,2.1455582531745592e-25,8.4042972830797284e-54,2.5227656716124279e-55,2.2019030380240474e-24,3.3298692136456204e-54,1.8495701218733977e-06,8.094416432682024e-07,5.3584042428572666e-10,6.8996619603797332e-09,3.3693601353906662e-16,3.2492625909774137e-12,1.5885327269690699e-09,6.3862865989356026e-14,3.549618550789847e-19,1.5136599144496899e-15,1.845872670259187e-27
7.249619924317563e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289306469189152,0.099998136047203978,0.099999592599915199,4.1311155832177193e-29,1.2248419594102885e-19,1.2339065345387564e-17,5.5251602141850283e-27,5.0869812396176501e-23,8.9068506388142797e-69,2.4351056261707661e-20,1.241645532524483e-68,9.0730896459919171e-23,8.6117695754915072e-46,2.2029946916363758e-25,8.7185619680065079e-54,2.616431512875212e-55,2.2584149758066619e-24,3.4165413394045418e-54,1.861811086940735e-06,8.1480010289771788e-07,5.3612480131329738e-10,6.9551444868664123e-09,3.3717831618610004e-16,3.2513291676708477e-12,1.6023309877734102e-09,6.5093871713817799e-14,3.640784904860913e-19,1.5480227484062911e-15,1.9132922445666285e-27
7.297297161496509e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289304702292095,0.099998123792197385,0.099999589920685306,4.3105028093130293e-29,1.2665319921410592e-19,1.2537761023200718e-17,5.689404481281889e-27,5.1382567067357401e-23,9.3024567524156582e-69,2.4560467333867764e-20,1.2848520210412599e-68,9.2094671122304748e-23,8.768005465988323e-46,2.2615654244533207e-25,9.0423182272387787e-54,2.7128916038119646e-55,2.3160127801801504e-24,3.5047922001431488e-54,1.8740520087966124e-06,8.2015856138563211e-07,5.3640194705826629e-10,7.0106487193926774e-09,3.3733729907963832e-16,3.2533549907431766e-12,1.616136516950742e-09,6.6340717576040636e-14,3.7337060308933859e-19,1.5829115402809201e-15,1.9826795218608874e-27
7.344974398675454e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289302935397354,0.099998111537234008,0.099999587241455995,4.4963726091712578e-29,1.3093557678539673e-19,1.2738822519524404e-17,5.8573370208276295e-27,5.1895845095952513e-23,9.7128174289214668e-69,2.4769985223814015e-20,1.3292159737291037e-68,9.346927511802237e-23,8.92580934965413e-46,2.321284983962945e-25,9.3757851990767607e-54,2.8122089181514792e-55,2.3747103791729932e-24,3.594637711750195e-54,1.8862928874411805e-06,8.2551701873184079e-07,5.3667204533487257e-10,7.0661741052138694e-09,3.3749893218543556e-16,3.2553410887157648e-12,1.6299491295681532e-09,6.7603505740285416e-14,3.8284045558779718e-19,1.6183303694188852e-15,2.0540774759565494e-27
7.3926516358544e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289301168504996,0.099998099282313846,0.099999584562227226,4.6889121618272342e-29,1.3533363779042595e-19,1.2942268571271433e-17,6.0290136569068035e-27,5.240963343039611e-23,1.0138379447080474e-68,2.4979607214591352e-20,1.374758891035929e-68,9.4854712515668258e-23,9.0851828136824568e-46,2.382167991264811e-25,9.7191855476903816e-54,2.914447386288386e-55,2.4345217903755814e-24,3.686093806437685e-54,1.8985337228745899e-06,8.3087547493623857e-07,5.3693527528481726e-10,7.1217201057066456e-09,3.3767293245041032e-16,3.257288537942692e-12,1.6437686453938489e-09,6.8882338400828784e-14,3.9249032561873094e-19,1.6542833142133843e-15,2.1275297007994297e-27
7.440328873033345e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289299401615051,0.099998087027436899,0.099999581882999039,4.8883126896270281e-29,1.398497225913996e-19,1.3148117930656691e-17,6.204490641427346e-27,5.2923919338025924e-23,1.0579600043056867e-68,2.5189330658318272e-20,1.421502487130729e-68,9.6250987280087078e-23,9.2461274059647398e-46,2.444229156274705e-25,1.0072745496113626e-53,3.0196719026130592e-55,2.4954611209270667e-24,3.7791764323387691e-54,1.9107745150969907e-06,8.3623392999872085e-07,5.3719181149544802e-10,7.1772861959763385e-09,3.3783130859255354e-16,3.25919842484544e-12,1.6575948887779884e-09,7.0177317721165779e-14,4.0232250576555865e-19,1.6907744521043161e-15,2.2030804146940698e-27
