Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CH4OX(60),CHOX(53),HOCOX(206),C2H4X(210),C2H4X(65)
3.3533434566990194e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230561198177965,0.11866832009249542,0.022821543765021324,0.0,3.0235161942900059e-20,4.3141813268239634e-13,7.9415564243144926e-20,9.0101657664115558e-20,2.4858595495895268e-41,2.9595932383702564e-08,2.9259414351055575e-38,2.9594496301634977e-08,1.7209085663207091e-26,9.1445671620926689e-25,1.8143329358493257e-32,1.9982679222893219e-33,1.8145687692862988e-16,8.4766695639738419e-29,1.6161497447620413e-06,4.7855974749216114e-08,6.2073554566515017e-10,1.2085179215904785e-14,3.9460746905356445e-14,4.8722440513269855e-11,5.0680157354628647e-20,2.2328054051990738e-14,6.6604028946440514e-13,1.4234247334952341e-10,1.4103666174146228e-18,5.5566614930790061e-18,1.2408325102284131e-30,2.7523292305973393e-26,1.7865647355883473e-30,1.0542024045232886e-28,7.5556838357088623e-32,1.8312802599748357e-36,2.1375411653650321e-35
3.415867148113544e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230558094152884,0.11866828940681409,0.022821543318880175,0.0,3.2345869918678014e-20,4.4750581763841323e-13,8.619155617731758e-20,9.5235706259735667e-20,2.8095496408422623e-41,3.0147753659985405e-08,3.268634424750669e-38,3.0146264111640539e-08,1.852709024846807e-26,9.691786336907699e-25,2.0093772249067917e-32,2.2117823923503099e-33,1.9166074711106079e-16,9.2936827545939663e-29,1.6462800243146155e-06,4.8748253878771112e-08,6.3484816098868257e-10,1.2528303765972653e-14,4.0816241214326722e-14,4.8797449094156608e-11,5.3139823551719322e-20,2.2362443958488682e-14,6.6708036615299733e-13,1.458455295745979e-10,1.5004203228523891e-18,5.8712727177449978e-18,1.385655167126069e-30,3.0407885459827315e-26,1.9263083231960217e-30,1.149959827125948e-28,8.3412531597378894e-32,2.0832594066161171e-36,2.3490842470519097e-35
3.4783908395280685e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452305549901376,0.11866825872124692,0.022821542872739079,0.0,3.4558541842601409e-20,4.6388592458606348e-13,9.3395630829297205e-20,1.0056116938913483e-19,3.1679675588645341e-41,3.0699574924149117e-08,3.6441309970374911e-38,3.0698030937995363e-08,1.9919324198573841e-26,1.0259767752601516e-24,2.2210258875870837e-32,2.4433248878486475e-33,2.0223517730136449e-16,1.017238813498482e-28,1.6764101895528963e-06,4.9640532856397946e-08,6.4897701777166262e-10,1.297898955049943e-14,4.2190249262484455e-14,4.8867401699480955e-11,5.5665010765988305e-20,2.2394515774669911e-14,6.6805031657068822e-13,1.4935386459638527e-10,1.5942338558538379e-18,6.1975025978932001e-18,1.5442731427066724e-30,3.3529134284054707e-26,2.0737913613864341e-30,1.2521466507170931e-28,9.1905278999724409e-32,2.3643583792668766e-36,2.5770332205821762e-35
3.540914530942593e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230551886132225,0.11866822803579391,0.022821542426598042,0.0,3.6875904211252654e-20,4.8055842464879693e-13,1.0104546640967863e-19,1.0608155053348414e-19,3.5640637919894129e-41,3.1251396176263811e-08,4.0548951558623944e-38,3.1249796780712874e-08,2.1388517561231858e-26,1.0848852909079032e-24,2.4503297591269872e-32,2.6940224292384061e-33,2.1318642816648809e-16,1.111620164709079e-28,1.7065402404773153e-06,5.053281168203702e-08,6.6312105911112169e-10,1.3437215531183819e-14,4.3582578218431368e-14,4.8932649043541796e-11,5.8255905010235442e-20,2.2424430297872197e-14,6.6895500527225167e-13,1.5286712279767577e-10,1.6918801246421332e-18,6.5355602008225127e-18,1.7177150973865043e-30,3.6901139924029742e-26,2.2292651381410339e-30,1.3610429077059703e-28,1.0107243995994476e-31,2.6773242544121671e-36,2.8223214046075341e-35
3.6034382223571176e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230548782136876,0.11866819735045506,0.022821541980457053,0.0,3.9300693124855281e-20,4.9752329088717633e-13,1.0915907971002497e-19,1.1180035317704753e-19,4.0009749777802771e-41,3.1803217416406105e-08,4.5035270361189507e-38,3.1801561639805799e-08,2.293744925804143e-26,1.1459382105152769e-24,2.6983835649104633e-32,2.9650480764581401e-33,2.2452074295603843e-16,1.2128661842942142e-28,1.7366701770883067e-06,5.1425090355628677e-08,6.7727930141844636e-10,1.3902960744740929e-14,4.4993037259204353e-14,4.8993517512865058e-11,6.0912677634755594e-20,2.2452337171508048e-14,6.697989593758767e-13,1.5638497322912205e-10,1.7934316453869131e-18,6.8856545664833684e-18,1.9070658328233692e-30,4.0538525001943887e-26,2.392983060677628e-30,1.476934087095354e-28,1.1095273011282754e-31,3.0251070051134199e-36,3.0859165544784809e-35
3.665961913771642e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230545678151612,0.11866816666523036,0.022821541534316127,0.0,4.1835653716647329e-20,5.1478049816450736e-13,1.1775482428102719e-19,1.1772108080686137e-19,4.48203162283178e-41,3.2355038644658518e-08,4.9927678147156711e-38,3.235332551528616e-08,2.4568947061885118e-26,1.2091694515626613e-24,2.9663268062471346e-32,3.2576217999312282e-33,2.3624434756438434e-16,1.3213431961647944e-28,1.7667999993863034e-06,5.2317368877113214e-08,6.9145082933382244e-10,1.4376204302634921e-14,4.6421437549357054e-14,4.9050310853734053e-11,6.363548591769058e-20,2.2478375658772515e-14,6.7058639196996327e-13,1.5990710789811831e-10,1.8989605441627335e-18,7.2479947088176868e-18,2.1134682680223887e-30,4.4456440348399065e-26,2.5652006013551576e-30,1.6001110953771023e-28,1.2158623929916098e-31,3.4108704710753385e-36,3.3688214627232168e-35
3.728485605186166e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230542574176541,0.11866813598011983,0.022821541088175246,0.0,4.4483539604983661e-20,5.323300230217875e-13,1.2685138862039851e-19,1.2384723691243251e-19,5.0107659747906045e-41,3.290685986110897e-08,5.5255047076951482e-38,3.2905088407165387e-08,2.6285887574326238e-26,1.2746128263080835e-24,3.2553446437529343e-32,3.5730113468771538e-33,2.4836345059253963e-16,1.4374302002128152e-28,1.7969297073717375e-06,5.3209647246430863e-08,7.056347909934433e-10,1.4856925390820585e-14,4.786759222025921e-14,4.9103311742661833e-11,6.6424473632596912e-20,2.2502675362681559e-14,6.7132122389625471e-13,1.6343324017637285e-10,2.0085385591632596e-18,7.622789617005933e-18,2.3381254475260187e-30,4.8670571580405074e-26,2.7461752457570143e-30,1.7308702182079431e-28,1.3301444924620406e-31,3.8380037112561514e-36,3.6720745582936529e-35
3.79100929660069e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230539470211734,0.11866810529512345,0.022821540642034423,0.0,4.7247112367290561e-20,5.5017184356133115e-13,1.3646779437160233e-19,1.3018232498545527e-19,5.5909200460945501e-41,3.345868106585031e-08,6.1047760534066562e-38,3.3456850315454285e-08,2.8091196203012619e-26,1.3423020484587906e-24,3.5666687783473456e-32,3.9125331029603146e-33,2.6088424340983582e-16,1.5615190791595585e-28,1.8270593010450434e-06,5.410192546352181e-08,7.198303936250156e-10,1.5345103269492692e-14,4.9331316349611648e-14,4.9152783247925595e-11,6.9279771594108305e-20,2.2525356896164065e-14,6.7200710402193593e-13,1.6696310331794292e-10,2.122237043132628e-18,8.0102482566276541e-18,2.5823025815849047e-30,5.3197145528072918e-26,2.9361664428261235e-30,1.8695130828498368e-28,1.4528025096657522e-31,4.3101327451716042e-36,3.996750504581559e-35
3.853532988015214e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230536366257273,0.1186680746102412,0.022821540195893657,0.0,5.0129141035030447e-20,5.6830593933846688e-13,1.4662339453434454e-19,1.3672984851954505e-19,6.2264537889350523e-41,3.4010502258979794e-08,6.7337764816841949e-38,3.4008611240163131e-08,2.9987847139087038e-26,1.4122707393593827e-24,3.9015783298840134e-32,4.2775529493055342e-33,2.7381290021538997e-16,1.6940148049798383e-28,1.8571887804066541e-06,5.4994203528326198e-08,7.3403689944879085e-10,1.5840717272842083e-14,5.0812426941174622e-14,4.9198970189719388e-11,7.2201498182537627e-20,2.2546532505671773e-14,6.7264742810554005e-13,1.7049644908006743e-10,2.2401269659794749e-18,8.4105795707415721e-18,2.8473291182064755e-30,5.8052936512306003e-26,3.1354355569312249e-30,2.0163466213560383e-28,1.5842796188035377e-31,4.8311326890232697e-36,4.3439607962079518e-35
3.916056679429738e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230533262313227,0.11866804392547313,0.022821539749752946,0.0,5.3132401608866385e-20,5.8673229126074613e-13,1.573378716876064e-19,1.4349331100998907e-19,6.9215534209549412e-41,3.4562323440598742e-08,7.4158621689820375e-38,3.4560371181301714e-08,3.1978863334604389e-26,1.4845524337202493e-24,4.2614007134334356e-32,4.6694871149116825e-33,2.87155578099372e-16,1.8353356449033452e-28,1.887318145457002e-06,5.5886481440784113e-08,7.4825362186292621e-10,1.6343746808817597e-14,5.2310742904707217e-14,4.9242100405957924e-11,7.5189759848229519e-20,2.2566306651531677e-14,6.7324535635419702e-13,1.7403304643966796e-10,2.3622789175428521e-18,8.8239924808907413e-18,3.1346008469784602e-30,6.3255272475796918e-26,3.3442458217498576e-30,2.1716830344815289e-28,1.7250334266500864e-31,5.4051402927619114e-36,4.7148543545887492e-35
3.978580370844262e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230530158379645,0.11866801324081921,0.02282153930361229,0.0,5.6259676593247441e-20,6.0545088149414572e-13,1.6863123622586076e-19,1.5047621595351192e-19,7.6806399011997894e-41,3.51141446108121e-08,8.1545561794198834e-38,3.5112130138879302e-08,3.4067316479955948e-26,1.559180584910058e-24,4.6475125132380746e-32,5.0898030244966221e-33,3.0091841710407757e-16,1.9859133669941617e-28,1.917447396196521e-06,5.6778759200835563e-08,7.6247992189345436e-10,1.6854171358892921e-14,5.3826085036115668e-14,4.928238593027602e-11,7.8244651596444394e-20,2.2584776548041388e-14,6.7380382976299018e-13,1.7757268039888131e-10,2.4887631104826065e-18,9.2506958880380318e-18,3.4455820345647925e-30,6.8822040969635788e-26,3.5628622958596034e-30,2.3358397562946367e-28,1.8755361383759262e-31,6.0365668841769565e-36,5.1106181222797787e-35
4.1036277536733115e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230523950544138,0.11866795187185383,0.022821538411331138,0.0,6.2897429714481914e-20,6.4376471134825315e-13,1.930362976644194e-19,1.6511436719261442e-19,9.4096832446961298e-41,3.6217786917457892e-08,9.8167287367238297e-38,3.6215645103386559e-08,3.8549063938025161e-26,1.7156096919915619e-24,5.5043617661241116e-32,6.0217107966780466e-33,3.2972905377007785e-16,2.3166352635395081e-28,1.977705554744806e-06,5.8563314263478929e-08,7.9095891804469783e-10,1.7897123793508926e-14,5.6907140299790877e-14,4.935519832185171e-11,8.455465086833342e-20,2.2618159111060479e-14,6.7481316744191841e-13,1.846602718570616e-10,2.7550072036836373e-18,1.0144809699284964e-17,4.1448853544735312e-30,8.1123258357256566e-26,4.0305829792847478e-30,2.6919098236239011e-28,2.2077510603258323e-31,7.4907768950625768e-36,5.9816977158847939e-35
4.216170398219455e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230518363528549,0.11866789664017539,0.022821537608278295,0.0,6.9323568654761628e-20,6.7924645714069584e-13,2.171880423644369e-19,1.7907434359846442e-19,1.1234122917689391e-40,3.7211064955546956e-08,1.1545238651917378e-37,3.7208805207749177e-08,4.2947683307070019e-26,1.8647548724633148e-24,6.3802832698880334e-32,6.9732924803503666e-33,3.5715682781019174e-16,2.6505586710528543e-28,2.0319375064995752e-06,6.0169413298025105e-08,8.1661722316081443e-10,1.8860867588405975e-14,5.9736559683468736e-14,4.9412841275629375e-11,9.0462259941217022e-20,2.2644586794865844e-14,6.7561216635214853e-13,1.9104762295998514e-10,3.0101399117898875e-18,1.0997060931703328e-17,4.8715135826292195e-30,9.3631822338163821e-26,4.4877637807551605e-30,3.0458287757037805e-28,2.5451275168692317e-31,9.0462970146215756e-36,6.8634322791980582e-35
4.328713042765599e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230512776547693,0.11866784140886681,0.022821536805225633,0.0,7.6195039699853189e-20,7.1567482661343646e-13,2.4354138336425748e-19,1.9379979997731967e-19,1.3346291897665407e-40,3.8204342958444467e-08,1.3520161028876391e-37,3.8201962125500413e-08,4.7711994551967196e-26,2.0220195964722141e-24,7.3651303472731752e-32,8.0420810200980527e-33,3.8604064105311939e-16,3.021827944873576e-28,2.086169087893999e-06,6.1775511837839195e-08,8.42298473423544e-10,1.9848255461536446e-14,6.2618441021252492e-14,4.9463950762695023e-11,9.6586752301581843e-20,2.2668018980393591e-14,6.7632055055740897e-13,1.9744209179722465e-10,3.2803841140385957e-18,1.1895621347413142e-17,5.7010950511926732e-30,1.0762551520366829e-25,4.9809179285520426e-30,3.4334978516960981e-28,2.9221183728400683e-31,1.0870467578086468e-35,7.8460060143036344e-35
4.441255687311743e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230507189601821,0.11866778617792806,0.022821536002173161,0.0,8.3528250717926192e-20,7.5304975106490423e-13,2.7222464728019461e-19,2.0931116874823174e-19,1.5781632798077567e-40,3.9197620926851763e-08,1.5768812116014908e-37,3.919511585668119e-08,5.286167109854033e-26,2.1875965809922712e-24,8.4688234747912685e-32,9.2385957011529955e-33,4.1641569378259549e-16,3.4334762675871504e-28,2.1404002989306058e-06,6.3381609882569436e-08,8.6800027858603556e-10,2.0859170377935308e-14,6.5551804852959021e-14,4.9509319957636908e-11,1.0292832559769353e-19,2.26888193265085e-14,6.7694932171890921e-13,2.0384287410538799e-10,3.5661360602380643e-18,1.284170861437734e-17,6.6449383456411167e-30,1.2322962993271867e-25,5.5116519172815932e-30,3.8569531269729671e-28,3.3420262874115553e-31,1.3000803966908623e-35,8.9377938465327061e-35
4.553798331857887e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230501602691137,0.11866773094735916,0.02282153519912087,0.0,9.1339646689839774e-20,7.9137116946784086e-13,3.0336946628299885e-19,2.2562888233122575e-19,1.857878046564763e-40,4.0190898861485552e-08,1.8320716054553795e-37,4.0188266401329565e-08,5.8416896209714914e-26,2.3616779858545374e-24,9.7018682285998137e-32,1.0573959333895213e-32,4.4831701212838765e-16,3.888694803960746e-28,2.1946311396119242e-06,6.4987707431863582e-08,8.9372053885168122e-10,2.1893496056921316e-14,6.8535690004947392e-14,4.9549645655336608e-11,1.0948709003066423e-19,2.2707307303400206e-14,6.7750814467089653e-13,2.1024926334812673e-10,3.8677882917247803e-18,1.3836540239734753e-17,7.7152521817823612e-30,1.4057576397116227e-25,6.0815883456344189e-30,4.3182830038767308e-28,3.8083195151029003e-31,1.547888518748683e-35,1.0147616828291112e-34
4.666340976404031e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523049601581583,0.11866767571716011,0.022821534396068762,0.0,9.9645703623695944e-20,8.3063902753380469e-13,3.3711074724584389e-19,2.4277337314487371e-19,2.1779747193931648e-40,4.1184176763074158e-08,2.1207720310260678e-37,4.1181413759481047e-08,6.4398362560286678e-26,2.5444554582590594e-24,1.1075371424488344e-31,1.2059913532312415e-32,4.8177944918940303e-16,4.3908365149648996e-28,2.248861609940482e-06,6.6593804485368829e-08,9.1945740946776965e-10,2.2951116968075238e-14,7.1569153248576773e-14,4.9585540019786164e-11,1.1626307480008651e-19,2.2723763579242524e-14,6.7800551038176785e-13,2.1666063880307724e-10,4.1857297017436887e-18,1.4881333579132563e-17,8.9251910345042612e-30,1.5980190983574642e-25,6.692365291350797e-30,4.81962764354294e-28,4.3246346200263037e-31,1.8350672560734557e-35,1.1484753165480883e-34
4.778883620950175e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230490428976056,0.1186676204873309,0.022821533593016842,0.0,1.0846292291486975e-19,8.7085327689221921e-13,3.7358664140437871e-19,2.607650736041571e-19,2.543011296301089e-40,4.217745463235432e-08,2.4464114053861772e-37,4.2174557931168981e-08,7.0827271811992003e-26,2.7361201706581074e-24,1.2601057186218892e-31,1.370883384825686e-32,5.1683768615072576e-16,4.9434199576090169e-28,2.3030917099188087e-06,6.8199901042731687e-08,9.452092696545201e-10,2.4031918327230786e-14,7.4651268965132772e-14,4.9617540894304446e-11,1.2325623410258627e-19,2.2738434747275703e-14,6.7844887896114658e-13,2.2307645510751254e-10,4.5203455948599359e-18,1.5977305844916678e-17,1.0288901823622452e-29,1.8105254152860359e-25,7.3456357172558692e-30,5.3631784064421906e-28,4.8947791028385535e-31,2.1666844609848338e-35,1.2958949202870215e-34
4.891426265496319e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230484842171959,0.11866756525787153,0.022821532789965109,0.0,1.1780782611326503e-19,9.1201387436899032e-13,4.1293851450495852e-19,2.7962441611858292e-19,2.9579220569892699e-40,4.3170732470068237e-08,2.8126749421951871e-37,4.3167698916424688e-08,7.7725334188879805e-26,2.9368628518102762e-24,1.4291282945245888e-31,1.5533744766955013e-32,5.535262333947094e-16,5.5501330709651827e-28,2.3573214395494328e-06,6.9805997103598296e-08,9.7097469530233714e-10,2.5135786092469883e-14,7.7781128816963434e-14,4.9646120861352594e-11,1.304664527215823e-19,2.2751537479598333e-14,6.7884480532335366e-13,2.2949623307187561e-10,4.8720177451602461e-18,1.7125674113329503e-17,1.1821571627589204e-29,2.0447869697681973e-25,8.0430669047729618e-30,5.9511773105553164e-28,5.522733956526336e-31,2.5483148140529988e-35,1.4580430369495486e-34
5.003968910042463e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230479255403661,0.11866751002878201,0.022821531986913571,0.0,1.2769695008282101e-19,9.5412078135658697e-13,4.553109174414808e-19,2.9937183309053623e-19,3.4280375741019244e-40,4.4164010276961226e-08,3.2235165722525734e-37,4.4160836715277814e-08,8.5114768052997654e-26,3.1468738123972842e-24,1.6159055371502982e-31,1.7548334562555075e-32,5.9187943160598617e-16,6.2148369481170987e-28,2.4115507988348843e-06,7.1412092667614039e-08,9.9675243513082677e-10,2.6262606960116181e-14,8.0957841424866278e-14,4.9671695153640796e-11,1.3789355122314536e-19,2.2763262154293123e-14,6.7919904891781525e-13,2.3591955165807946e-10,5.2411244530227932e-18,1.8327655330795765e-17,1.3539476443453853e-29,2.3023805651259654e-25,8.7863399134848603e-30,6.5859165009684158e-28,6.2126561521648472e-31,2.9860766202904588e-35,1.6359912083334025e-34
5.116511554588607e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230473668671273,0.11866745480006233,0.02282153118386222,0.0,1.3814684251669444e-19,9.9717396326100793e-13,5.0085155736139966e-19,3.2002775691383087e-19,3.9591052123376546e-40,4.5157288053779569e-08,3.6831716537016594e-37,4.515397132775647e-08,9.3018299480392649e-26,3.3663429655770527e-24,1.8218046237902379e-31,1.9766970018311584e-32,6.3193145287048451e-16,6.9415695943187442e-28,2.4657797877776921e-06,7.3018187734423916e-08,1.0225413897576775e-09,2.741226836072275e-14,8.4180532051501289e-14,4.9694628599658912e-11,1.455372907945454e-19,2.2773776039850238e-14,6.7951667006651107e-13,2.4234604093688175e-10,5.6280406003545378e-18,1.9584466319441748e-17,1.5460030970402922e-29,2.5849501758873402e-25,9.5771490633236988e-30,7.2697377310558135e-28,6.9688810468231796e-31,3.4866703076045694e-35,1.8308610616071031e-34
5.229054199134751e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230468081974889,0.11866739957171245,0.022821530380811059,0.0,1.4917405778158288e-19,1.0411733890151399e-12,5.4971126922775343e-19,3.4161261997243656e-19,4.5573101125386291e-40,4.6150565801268695e-08,4.196169971364525e-37,4.6147102753887469e-08,1.01459161837433e-25,3.5954598436309927e-24,2.0482608220008739e-31,2.2204711013766395e-32,6.7371630176845842e-16,7.7345496714388633e-28,2.5200084063803854e-06,7.4624282303672254e-08,1.0483405932803318e-09,2.8584658455047885e-14,8.7448342290706557e-14,4.9715241735394555e-11,1.5339737775198496e-19,2.2783226097300198e-14,6.7980211473606963e-13,2.4877537589072801e-10,6.0331377041045721e-18,2.0897323781952709e-17,1.7601839409815344e-29,2.8942076585399797e-25,1.0417201437155644e-29,8.005031852915607e-28,7.795924717766127e-31,4.0574186631896473e-35,2.0438253918180809e-34
5.341596843680895e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230462495314611,0.11866734434373241,0.02282152957776009,0.0,1.6079515306731458e-19,1.0861190306501473e-12,6.0204398782131618e-19,3.6414685463935991e-19,5.2292966570308846e-40,4.7143843520171583e-08,4.7673490241187082e-37,4.7140230993696468e-08,1.1046109535745263e-25,3.8344136111617573e-24,2.2967790632390211e-31,2.4877324981417137e-32,7.1726781646152439e-16,8.5981802287920929e-28,2.5742366546454934e-06,7.6230376375002876e-08,1.0741491970539367e-09,2.9779666130016694e-14,9.0760429762588809e-14,4.9733816187264435e-11,1.6147346774137462e-19,2.2791741448208393e-14,6.8005928920129153e-13,2.5520727095556983e-10,6.4567839679923504e-18,2.2267444305851637e-17,1.9984747272998617e-29,3.2319334271199801e-25,1.130821640181496e-29,8.7942383178382779e-28,8.6984862301464613e-31,4.7063088387639906e-35,2.2761092404613563e-34
5.4541394882270386e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230456908690481,0.1186672891161222,0.022821528774709318,0.0,1.7302668482334792e-19,1.1320108629188856e-12,6.5800672016879805e-19,3.8765089327566267e-19,5.982190415708857e-40,4.813712121122747e-08,5.4018676010362006e-37,4.8133356047208044e-08,1.200483467177236e-25,4.0833930755063855e-24,2.5689355102595707e-31,2.7801301234337043e-32,7.6261966977365738e-16,9.5370524203686289e-28,2.628464532575547e-06,7.7836469948059047e-08,1.0999664554383529e-09,3.0997180994666502e-14,9.4115967814306044e-14,4.9750599401655014e-11,1.6976516965046679e-19,2.2799435543099705e-14,6.8029162564587473e-13,2.6164147522520793e-10,6.8993443323969679e-18,2.369604436725936e-17,2.2629894194452027e-29,3.5999770945355307e-25,1.2251925146384004e-29,9.6398446857985214e-28,9.6814498368451976e-31,5.44203616396606e-35,2.5289909701122474e-34
5.5666821327731825e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230451322102594,0.11866723388888183,0.022821527971658737,0.0,1.8588520546357867e-19,1.1788488629654916e-12,7.1775951838202206e-19,4.1214516822960431e-19,6.8236205711399977e-40,4.9130398875170619e-08,6.1052196462990838e-37,4.9126477914445953e-08,1.3024566861675916e-25,4.3425866947819848e-24,2.8663791183847458e-31,3.0993865166505778e-32,8.0980537026611541e-16,1.0555949208508632e-27,2.6826920401730748e-06,7.9442563022483505e-08,1.1257917132927792e-09,3.2237093376076717e-14,9.7514145226444237e-14,4.9765808794557634e-11,1.7827204925091979e-19,2.2806408064005299e-14,6.8050213971958064e-13,2.6807776824364674e-10,7.3611805224306575e-18,2.5184340334194265e-17,2.5559767745936067e-29,4.0002580806079141e-25,1.3250070236500851e-29,1.0544386142741257e-27,1.0749887108272045e-30,6.2740498036259791e-35,2.8038033351364762e-34
5.6792247773193264e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230445735551,0.11866717866201128,0.022821527168608351,0.0,1.9938726032086435e-19,1.2266330100354054e-12,7.8146545289290135e-19,4.3765011183589248e-19,7.7617428204447831e-40,5.012367651272938e-08,6.8832484126036715e-37,5.0119596595433098e-08,1.4107831935195051e-25,4.6121825840584181e-24,3.1908331907572002e-31,3.4472992327728018e-32,8.5885826330626834e-16,1.1659849054083105e-27,2.7369191774406066e-06,8.1048655597918432e-08,1.1516243950005962e-09,3.3499294315283379e-14,1.0095416592488427e-13,4.9779635393433838e-11,1.8699363258885677e-19,2.2812746594204107e-14,6.8069348105242681e-13,2.745159563123186e-10,7.842651094224081e-18,2.673354846946895e-17,2.8798258245457533e-29,4.4347661878488781e-25,1.4304405183573184e-29,1.1510445024587317e-27,1.1909058996272656e-30,7.2126002935181613e-35,3.1019345484955157e-34
5.79176742186547e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230440149035739,0.11866712343551052,0.022821526365558165,0.0,2.1354938483319548e-19,1.275363285220518e-12,8.4929058606914785e-19,4.6418615641502781e-19,8.8052627511663434e-40,5.1116954124625333e-08,7.7421609024379122e-37,5.1112712090191727e-08,1.5257206239753906e-25,4.8923685200170537e-24,3.5440969276925102e-31,3.8257422375124368e-32,9.0981153213031592e-16,1.2853929593258655e-27,2.7911459443806715e-06,8.2654747674005388e-08,1.1774639948238034e-09,3.4783675563179777e-14,1.0443524869804713e-13,4.9792247037882735e-11,1.9592940914196742e-19,2.2818528085681456e-14,6.8086797764928769e-13,2.8095586924467221e-10,8.3441114794761441e-18,2.8344884933236579e-17,3.2370714554100614e-29,4.9055621460164233e-25,1.541669402783157e-29,1.2540650347874439e-27,1.3164417835237376e-30,8.2687889874764295e-35,3.4248293446696018e-34
5.904310066411614e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230434562556859,0.11866706820937961,0.022821525562508181,0.0,2.2838810194524296e-19,1.3250396712350594e-12,9.2140394619626055e-19,4.9177373427273172e-19,9.9634596887500917e-40,5.2110231711572612e-08,8.6885425968216828e-37,5.2105824398743427e-08,1.6475316598292644e-25,5.1833319444211252e-24,3.9280469702352505e-31,4.2366672902998931e-32,9.6269819889988335e-16,1.4143571300913209e-27,2.8453723409958002e-06,8.4260839250385508e-08,1.203310068420609e-09,3.6090129576404245e-14,1.0795662691941446e-13,4.9803791194344091e-11,2.0507883475940245e-19,2.2823820149629329e-14,6.8102767493099459e-13,2.8739735751212138e-10,8.865914028322705e-18,3.0019565785230885e-17,3.6304000854433841e-29,5.4147781264210938e-25,1.6588710934373661e-29,1.3637677347008718e-27,1.4521609279457997e-30,9.4546194494218152e-35,3.7739900387177851e-34
6.016852710957758e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230428976114401,0.11866701298361851,0.022821524759458384,0.0,2.4391991971068103e-19,1.3756621522185911e-12,9.9797750181204471e-19,5.2043327769944792e-19,1.1246211013590357e-39,5.3103509274277271e-08,9.7293724712714481e-37,5.309893352110934e-08,1.7764840267132401e-25,5.4852599666593732e-24,4.3446389380127925e-31,4.6821053152723869e-32,1.0175511257524687e-15,1.5534361140760695e-27,2.8995983672885221e-06,8.5866930326699358e-08,1.2291622253892116e-09,3.7418549513216802e-14,1.1151754827522704e-13,4.9814397430280135e-11,2.1444133439904094e-19,2.2828682190822102e-14,6.8117437005225584e-13,2.9384028973527598e-10,9.408408050588703e-18,3.1758806986735833e-17,4.0626554404908769e-29,5.9646182268894433e-25,1.7822239801513613e-29,1.4804247017631973e-27,1.598647417718232e-30,1.0783050824302366e-34,4.1509775814918216e-34
