Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),CO2X(24),H2OX(23)
5.8056748747750694e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,2.8077029006873144e-98,1.9185127481964202e-54,1.6795228575265531e-30,1.1930224133701926e-71,8.0286543354016495e-46,8.7165619559088916e-110,5.1239699480184279e-17,8.8468361073364187e-90,5.1239699480178227e-17,5.6956315628258182e-61,8.8022296497999367e-63,1.2430724543136038e-92,1.4413392435423467e-93,2.5912125522968917e-46,1.2716964542057691e-71,2.7983398510642101e-15,8.2853869415185128e-17,3.3169182367574053e-19,5.0944068685652005e-32,1.8863748499893141e-31,3.3169182072042785e-19,1.4762214201185523e-27,1.2290191184569116e-32,9.817634607502988e-37,5.4273516459086532e-62,6.3884215719045717e-44,9.8821727713729779e-82,2.1891669277424301e-86,7.3075006818539707e-89,2.4859556335329681e-88,9.8772859569233797e-46
1.1616393776374444e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,7.2227731308203579e-96,3.0721164657939345e-53,6.7224723105808464e-30,7.6692043471511486e-70,6.4294349934406972e-45,2.2413276371132152e-107,1.0252391650987419e-16,5.6707261698335772e-88,1.0252391650984998e-16,9.1229089492117541e-60,1.4099939680168744e-61,1.5981851321376438e-90,1.8530914597743002e-91,2.0745431219877968e-45,4.0739961176173264e-70,5.5991109270194273e-15,1.6577972307833999e-16,6.6367182739696968e-19,2.0390877677457094e-31,7.5504154304955391e-31,6.6367181556796795e-19,5.9086835953484368e-27,9.8395468326639618e-32,7.8856450849449702e-36,1.7444636255169823e-60,5.114624473218383e-43,6.331803657586111e-80,2.8145535852522342e-84,9.3992185351039701e-87,3.1975402764282784e-86,7.9078250779188872e-45
2.3237831579573192e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998839,0.11866996602995392,0.022821567693054122,1.8623307515524354e-93,4.9173756188941947e-52,2.6898677018188311e-29,4.9424682320818107e-68,5.1461538776418993e-44,5.7775832267439985e-105,2.0509235056925617e-16,3.6320676136501958e-86,2.0509235056915924e-16,1.4604577592577514e-58,2.2572967616880544e-60,2.0598811742661578e-88,2.388426806137732e-89,1.6602610112761941e-44,1.3044099982099961e-68,1.1200653078925914e-14,3.3163143040464459e-16,1.3276318437280688e-18,8.1589861356366433e-31,3.0211496559924744e-30,1.3276317963962603e-18,2.3642036845708007e-26,7.8745013362600733e-31,6.3518358344351188e-35,5.6213772390518608e-59,4.0932584699729853e-42,4.0546639841239482e-78,3.6276435181355351e-82,1.2117665382106779e-84,4.1223301124778598e-84,6.3286482055521972e-44
4.648070718597069e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,4.82970934080602e-91,7.86936535532487e-51,1.0761247426991905e-28,3.203989954051344e-66,4.117965709742131e-43,1.4980413115349126e-102,4.1022921868802862e-16,2.3254205935586646e-84,4.102292186876407e-16,2.337366457131286e-57,3.6127067702008928e-59,2.6705431695718085e-86,3.0964877819708035e-87,1.3284546878394185e-43,4.1752823350649661e-67,2.2403737382723085e-14,6.6333484505723323e-16,2.6555519119468969e-18,3.264108956786257e-30,1.2086565851601e-29,2.6555517225856953e-18,9.4580390166767917e-26,6.3005949413310025e-30,5.1479201657270317e-34,1.8222171273643839e-57,3.2752358102578528e-41,2.5957242676616611e-76,4.7030764252171296e-80,1.5713170412602306e-82,5.3454799018301748e-82,5.0638557729087928e-43
9.296645839876569e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.11866996602991969,0.022821567693053622,1.2674569003863838e-88,1.2592148372318117e-49,4.30486937009999e-28,2.1018464129141507e-64,3.2947896615708358e-42,3.9303762028996354e-100,8.2050295492560754e-16,1.488556386953119e-82,8.2050295492405565e-16,3.7402936368077574e-56,5.7811132591583339e-58,3.5034804098242384e-84,4.0622763155158329e-85,1.0628544638151291e-42,1.3362776294540886e-65,4.4809905990254221e-14,1.3267416743623283e-15,5.3113921906276085e-18,1.3057364220989197e-29,4.8350197980556673e-29,5.3113914330959744e-18,3.7832713578556176e-25,5.0406304885480715e-29,4.2235056356529867e-33,5.9780612447640308e-56,2.6204488393328041e-40,1.661500148755819e-74,6.1699568121004552e-78,2.0619004835828831e-80,7.0143707954254702e-80,4.0514303364407437e-42
1.8593796082435566e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990762,0.11866996602987405,0.02282156769305296,3.4026646607257397e-86,2.0148087398252719e-48,1.722033868103926e-27,1.410523761324703e-62,2.6359985766408124e-41,1.0547795950509892e-97,1.6410504274009012e-15,9.5276800390534802e-81,1.6410504273946938e-15,5.984875689829925e-55,9.2502687454835456e-57,4.7014782738880482e-82,5.4513516701089258e-83,8.5030762100148284e-42,4.2763880830971983e-64,8.9622243205063667e-14,2.6535553329721894e-15,1.0623073317093481e-17,5.2230508279227225e-29,1.9340866006020555e-28,1.0623070286642227e-17,1.5131684273551942e-24,4.0321773939177659e-28,3.5465871200562444e-32,2.0066000645225516e-54,2.0964768316910952e-39,1.0634358167568133e-72,8.2797430428204959e-76,2.7679912779178103e-78,9.416337484568482e-78,3.241235835952856e-41
3.7188096567553564e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981531,0.11866996602978278,0.022821567693051634,9.5180840432263781e-84,3.2236560388395301e-47,6.8884039747891358e-27,9.8624599204967722e-61,2.1088656018058545e-40,2.9487017478194239e-95,3.2821453723520333e-15,6.0980093689548895e-79,3.2821453723272027e-15,9.5761258047316811e-54,1.4800376978558565e-55,6.572620834611397e-80,7.6209364935536431e-81,6.8023613828615725e-41,1.3684921318552229e-62,1.7924691763367133e-13,5.3071826501905966e-15,2.12464378475004e-17,2.0891769267117382e-28,7.7365036647271877e-28,2.1246425723837997e-17,6.0511838608008592e-24,3.224989266487283e-27,3.1054388525877064e-31,7.0193964158290688e-53,1.677250446821369e-38,6.8062315201417286e-71,1.1574999846847987e-73,3.8720228094895713e-76,1.3171879969157069e-75,2.5929505361242205e-40
7.437669753778956e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,2.8494611562248783e-81,5.1575315116363687e-46,2.7554922314336471e-26,7.3798165735383971e-59,1.6871191772536805e-39,8.8195144119413606e-93,6.5643352622564725e-15,3.9028201189342981e-77,6.5643352621571502e-15,1.5322061029614326e-52,2.3679143155638202e-54,9.8316013867271477e-78,1.1399715698431539e-78,5.4415360509884124e-40,4.3792515129097758e-61,3.5849626648684167e-13,1.0614437284622147e-14,4.2493176026667915e-17,8.3561055029687182e-28,3.0946328360407306e-27,4.2493127518646508e-17,2.4192087210594522e-23,2.5786962294209369e-26,2.9130285363581276e-30,2.6287125920095395e-51,1.3418629228878623e-37,4.3560656753475061e-69,1.7314368477085175e-71,5.7974664867269691e-74,1.972119510756638e-73,2.0742255741184478e-39
1.4875389947826155e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679926153,0.11866996602923512,0.022821567693043672,9.4047734894989195e-79,8.2508751882083909e-45,1.1022844665193897e-25,6.0878086238492848e-57,1.3497060189349754e-38,2.9074613085690498e-90,1.312871504207406e-14,2.4978349882683387e-75,1.3128715041676764e-14,2.4515505368039088e-51,3.7880925899426423e-53,1.6210581123792895e-75,1.8796125316105037e-76,4.3525865937219379e-39,1.4013727401396362e-59,7.1699496417700236e-13,2.1228946553464201e-14,8.4986688925884618e-17,3.3419095546575861e-27,1.2378593423989762e-26,8.4986494789962361e-17,9.6665838497767419e-23,2.0608509885512939e-25,3.0152551151410894e-29,1.0856124296410645e-49,1.0735712265846873e-36,2.7879067912704062e-67,2.854834490989047e-69,9.5710341314890846e-72,3.2555480943620046e-71,1.6591352039024258e-38
2.9750830335920553e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679852312,0.11866996602850491,0.022821567693033059,3.4845850392209278e-76,1.3197515350561249e-43,4.4098028728118174e-25,5.6378777623505787e-55,1.0797690839802182e-37,1.0759574118929365e-87,2.6257474601744049e-14,1.598624018757226e-73,2.6257474600154876e-14,3.9224974526675954e-50,6.059041412528092e-52,3.0005023389852716e-73,3.4790742453511038e-74,3.4810111525438369e-38,4.4844122843028875e-58,1.4339923594926035e-12,4.2457965091064112e-14,1.6997386142580606e-16,1.3363277049960814e-26,4.9514492569869533e-26,1.6997308405963825e-16,3.8584276521660484e-22,1.6453062575968758e-24,3.5046632780006585e-28,5.0336295644807471e-48,8.5897841566931527e-36,1.7842682156096683e-65,5.2841633682590088e-67,1.773924453048106e-69,6.033105797593922e-69,1.3269041183902135e-37
5.950171111210935e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767970463,0.11866996602704448,0.022821567693011829,1.4399876776046212e-73,2.1103502981767754e-42,1.7644433272894393e-24,5.8245165182700414e-53,8.6381697146134148e-37,4.4425550030461838e-85,5.2514993721223314e-14,1.0231224400166195e-71,5.2514993714866603e-14,6.2760091226983779e-49,9.6883042429751713e-51,6.1961757105730366e-71,7.1844480840944181e-72,2.7831050467537222e-37,1.4350149934566156e-56,2.8679871498649258e-12,8.4916002165927179e-14,3.3994879750505907e-16,5.341804716082097e-26,1.9805816573941169e-25,3.3994568150915572e-16,1.5368393803252695e-21,1.3108709091470187e-23,4.5412949652491911e-27,2.6030724718195386e-46,6.8737287892571442e-35,1.1419341073548871e-63,1.0912036795789383e-64,3.6673566355941632e-67,1.2469245439553373e-66,1.0608726771963443e-36
