Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CHOX(53),CO2X(24),COX(50),H2OX(23)
1.3926900855981663e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32926396974948458,0.11291161077843635,0.021558860644285575,5.932096785167828e-14,1.0968976542428794e-11,1.1488318021011678e-05,1.6066773112442358e-06,1.2041874096471859e-15,4.0577745310015138e-20,1.2763239453457389e-08,3.7265676132017425e-30,2.6449003005850746e-08,6.4537893586379294e-23,4.8899974987576111e-21,5.0376058838758283e-17,8.935104757989964e-20,2.3528020514793752e-15,1.78725568605362e-22,0.0057467702003884584,0.0025237581172384994,2.6146536024612711e-10,2.2930135161831626e-05,3.8659240963209983e-14,2.9153343670844489e-08,9.8869433356891396e-06,3.9552058486253516e-11,4.9251011906116548e-08,1.6934764447712989e-07,2.9270945213718845e-14,1.604812127075325e-17,1.3034659038541787e-12,9.5384463912091657e-16
1.3963989069099362e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32925752681302001,0.11291165384946832,0.021555629313246987,6.0055986751471185e-14,1.1063653622695368e-11,1.1577890577325941e-05,1.6205341307821014e-06,1.2137515520425673e-15,4.1181815433156744e-20,1.2797602446065786e-08,3.7815527084038497e-30,2.6540839544112575e-08,6.5148083244596578e-23,4.942447113010957e-21,5.0999937445331454e-17,9.0381759786059e-20,2.3732285439665003e-15,1.8088029130865913e-22,0.0057466690506308661,0.0025302065770533466,2.6210433462134182e-10,2.2980233193486206e-05,3.8885348677190794e-14,2.9346591281570305e-08,9.9305918330607794e-06,3.9740476560357479e-11,4.9596158614745021e-08,1.7068828934406829e-07,2.9541051343770259e-14,1.6202194059827459e-17,1.3146822357040403e-12,9.6051937380147967e-16
1.4001077282217061e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32925108543366199,0.11291169699521084,0.021552398592949312,6.0798046091262777e-14,1.1158837606508769e-11,1.1667794303996913e-05,1.6344678176855228e-06,1.2233671618449495e-15,4.1792780151464336e-20,1.283197265281662e-08,3.8372062524450334e-30,2.6632615299776416e-08,6.5762465361240342e-23,4.9952989309598859e-21,5.1629397808769715e-17,9.1421347845652869e-20,2.3937626861882655e-15,1.8305536023559154e-22,0.0057465676856157111,0.0025366537371066108,2.6274318047354866e-10,2.3030220430259943e-05,3.9112381438107943e-14,2.954044916658764e-08,9.9743019810038572e-06,3.9929130720685044e-11,4.9942716901078369e-08,1.7203396918596715e-07,2.9812763479887984e-14,1.6357301477483716e-17,1.325960495854626e-12,9.672212170003102e-16
1.403816549533476e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3292446456046666,0.11291174020982471,0.021549168483230151,6.1547192999453295e-14,1.1254529475345803e-11,1.1758028688745969e-05,1.6484785310563242e-06,1.2330343878274477e-15,4.2410693962943269e-20,1.2866350033149925e-08,3.8935346508092225e-30,2.6724329660161929e-08,6.6381057708155511e-23,5.0485548304846109e-21,5.2264468137526335e-17,9.2469860911694971e-20,2.4144046116574069e-15,1.852509149967977e-22,0.0057464661112159891,0.0025430995975628296,2.6338189780574891e-10,2.3080097779227026e-05,3.9340340922829506e-14,2.9734917273383783e-08,1.0018073585671166e-05,4.0118020960594558e-11,5.0290687906811999e-08,1.7338467574365234e-07,3.0086086079815197e-14,1.651344730932621e-17,1.3373008098609197e-12,9.7395021292253455e-16
1.407525370845246e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3292382073194452,0.1129117834876206,0.021545938983927308,6.23034747757835e-14,1.135073021101085e-11,1.1848593221912693e-05,1.6625664293986896e-06,1.2427533787876846e-15,4.3035611617236137e-20,1.2900734546228172e-08,3.9505443536282889e-30,2.6815982023757068e-08,6.7003878079538449e-23,5.1022166936942215e-21,5.2905176640944291e-17,9.3527348238616972e-20,2.4351544529735573e-15,1.8746709579384534e-22,0.0057463643331546656,0.0025495441585867778,2.6402048662121741e-10,2.3129866142145983e-05,3.956922881736639e-14,2.9929995554565599e-08,1.0061906453818985e-05,4.0307147280786758e-11,5.0640072765938045e-08,1.7474040079580665e-07,3.0361023604218855e-14,1.6670635341000547e-17,1.3487033027844285e-12,9.807064059363542e-16
1.411234192157016e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32923177057155895,0.11291182682305549,0.021542710094878747,6.3066938891334138e-14,1.1447440795662229e-11,1.1939487396488309e-05,1.6767316706197944e-06,1.2525242835467448e-15,4.3667588116261106e-20,1.2935126150942641e-08,4.0082418558674993e-30,2.6907571800110731e-08,6.7630944291854754e-23,5.156286406935774e-21,5.3551551528934166e-17,9.4593859181886679e-20,2.4560123418308497e-15,1.8970404341997345e-22,0.0057462623570084977,0.0025559874203434762,2.6465894692347472e-10,2.317952641539204e-05,3.9799046814909496e-14,3.0125683967735211e-08,1.0105800392806622e-05,4.0496509689031534e-11,5.0990872604755334e-08,1.7610113615959471e-07,3.0637580516847563e-14,1.682886935826783e-17,1.360168099193744e-12,9.8748984054139191e-16
1.418651834780556e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32921890166277079,0.11291191364537896,0.021536254146897228,6.4615604881102628e-14,1.1642395442479753e-11,1.2122262655273136e-05,1.7052948103458434e-06,1.2722224298567473e-15,4.4952938921268474e-20,1.3003930469527122e-08,4.1257264637484162e-30,2.7090561283949955e-08,6.8897885616008592e-23,5.2656569501486284e-21,5.4861413299224317e-17,9.6754149842234802e-20,2.4980527844627166e-15,1.9424080529520208e-22,0.0057460578320596249,0.0025688700467164788,2.6593548200362443e-10,2.3278526251078392e-05,4.0261479930461244e-14,3.0518891044721293e-08,1.019377071575045e-05,4.0875942834753899e-11,5.169672168860539e-08,1.7883760528660985e-07,3.1195570377042391e-14,1.7148490493243505e-17,1.3832850982830657e-12,1.0011386131658812e-15
1.4253277131417422e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32920732484091603,0.1129119919298511,0.021530445879161614,6.6034447609908867e-14,1.1819608169303994e-11,1.2287882730860587e-05,1.7312677206693236e-06,1.2901298001444566e-15,4.6134452861484507e-20,1.306587819191585e-08,4.2338809668518447e-30,2.7255032070305632e-08,7.0052832771599231e-23,5.3655042970744921e-21,5.6059950930057494e-17,9.8729769393691794e-20,2.5362600083021587e-15,1.9839633811629664e-22,0.0057458731352376729,0.002580459968618914,2.6708392410073027e-10,2.336726531654041e-05,4.0680867829222202e-14,3.0874863738158915e-08,1.0273150948428492e-05,4.1218240301629452e-11,5.2336836238171002e-08,1.8131748148485953e-07,3.1703344400722992e-14,1.7439764766265523e-17,1.4043047149854945e-12,1.0135161238149598e-15
1.4320035915029283e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32919575290640735,0.11291207032116603,0.021524639586137886,6.7477307218966108e-14,1.1998488100196433e-11,1.2454563083988658e-05,1.7574936504761297e-06,1.3082076865684263e-15,4.7339704446112803e-20,1.3127848240149021e-08,4.3443670185504137e-30,2.7419291385507113e-08,7.122181454275232e-23,5.4667026092169668e-21,5.7277286360342867e-17,1.0073539761599837e-19,2.5748193136822118e-15,2.0262137220054103e-22,0.0057456878770521438,0.0025920456834736816,2.6823194988049237e-10,2.345566785941297e-05,4.1103295939533821e-14,3.1232812815651514e-08,1.0352726082184904e-05,4.1561303113478116e-11,5.2981552492061987e-08,1.8381346565236365e-07,3.2216434797707222e-14,1.7734486912623836e-17,1.4255281098059695e-12,1.0259825951002085e-15
1.4386794698641144e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32918418582668268,0.11291214879181324,0.021518835266887207,6.8944466754604865e-14,1.2179040979133547e-11,1.2622300857478867e-05,1.7839734991833721e-06,1.3264569577650985e-15,4.8569023652827982e-20,1.3189840365491682e-08,4.4572241430750911e-30,2.7583336171858929e-08,7.2404935629701205e-23,5.5692630421362259e-21,5.8513584090074839e-17,1.0277132595339401e-19,2.6137314368744539e-15,2.0691675014470172e-22,0.0057455020852098804,0.0026036271922527591,2.69379559371737e-10,2.3543738904990252e-05,4.1528774403698976e-14,3.1592738194981227e-08,1.0432495015272399e-05,4.1905131541147167e-11,5.3630876746948519e-08,1.8632551153080794e-07,3.2734867704534051e-14,1.8032679012921286e-17,1.4469559914845183e-12,1.0385382910586024e-15
1.4453553482253005e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32917262357049204,0.11291222731554391,0.021513032920472391,7.0436211061478563e-14,1.2361272555677896e-11,1.2791093224111949e-05,1.8107081599970189e-06,1.3448784825350942e-15,4.9822743159131266e-20,1.3251854316848005e-08,4.5724923501389511e-30,2.7747163479240372e-08,7.3602300960103663e-23,5.6731967965435296e-21,5.9769008601112403e-17,1.0483784688045295e-19,2.652997105223932e-15,2.1128332081488334e-22,0.0057453157861560751,0.002615204495931096,2.7052675260555461e-10,2.3631483417765288e-05,4.1957313436808227e-14,3.1954639837038757e-08,1.0512456652229031e-05,4.2249725911857857e-11,5.4284815222152221e-08,1.8885357330661612e-07,3.3258669285070566e-14,1.8334363147376447e-17,1.468589063636225e-12,1.0511834769640954e-15
1.4520312265864866e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32916106610784229,0.11291230586731332,0.021507232545957843,7.1952826782410012e-14,1.2545188585365316e-11,1.2960937387007325e-05,1.8376985199264576e-06,1.3634731298241113e-15,5.1101198354547796e-20,1.3313889840870631e-08,4.690212138461905e-30,2.7910770463097817e-08,7.4814015687587712e-23,5.7785151184395885e-21,6.1043724351844094e-17,1.069352538949479e-19,2.6926170372796247e-15,2.1572193936009064e-22,0.005745129005131704,0.0026267775954866884,2.7167352961522945e-10,2.3718906300664496e-05,4.2388923324739257e-14,3.2318517743702023e-08,1.0592609903866111e-05,4.2595086605306746e-11,5.4943374060414193e-08,1.913976056185352e-07,3.3787865729477652e-14,1.8639561395571028e-17,1.4904280247640181e-12,1.0639184192878192e-15
1.4587071049476727e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3291495134099417,0.11291238442322619,0.021501434142409553,7.3494602358207944e-14,1.2730794830071524e-11,1.3131830579956756e-05,1.8649454597995499e-06,1.3822417687039688e-15,5.2404727352780975e-20,1.3375946682067753e-08,4.8104244992993993e-30,2.8074154382445646e-08,7.6040185190315859e-23,5.8852292992466933e-21,6.2337895771993287e-17,1.090638415107309e-19,2.7325919429222521e-15,2.2023346722570208e-22,0.0057449417662282926,0.0026383464919006619,2.7281989043615995e-10,2.3806012394375289e-05,4.2823614422757634e-14,3.2684371955718166e-08,1.0672953687255538e-05,4.2941214049894196e-11,5.5606559328679149e-08,1.9395756356444902e-07,3.4322483253217472e-14,1.8948295836285646e-17,1.5124735682718126e-12,1.0767433856476698e-15
1.4653829833088588e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3291379654491487,0.11291246296048438,0.021495637708895045,7.506182802745584e-14,1.2918097058358659e-11,1.3303770067715223e-05,1.8924498542781638e-06,1.4011852683537876e-15,5.3733671003846317e-20,1.3438024582907989e-08,4.9331709199748737e-30,2.8237312597876849e-08,7.7280915069566364e-23,5.9933506759341394e-21,6.3651687257559773e-17,1.1122390525063147e-19,2.7729225234895412e-15,2.2481877216685835e-22,0.0057447540924402017,0.0026499111861573348,2.7396583510581609e-10,2.3892806476760398e-05,4.326139715262454e-14,3.3052202550637367e-08,1.0753486925716739e-05,4.3288108719053967e-11,5.6274377018746344e-08,1.9653340270746996e-07,3.4862548095286469e-14,1.9260588546843387e-17,1.5347263824780875e-12,1.0896586447885108e-15
1.472058861670045e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32912642219892263,0.11291254145733698,0.0214898432444833,7.6654795826271878e-14,1.3107101045801961e-11,1.3476753146249616e-05,1.9202125718741734e-06,1.4203044980413276e-15,5.5088372906160326e-20,1.350012328392306e-08,5.0584933874160068e-30,2.8400242569584725e-08,7.8536311148331225e-23,6.1028906311371378e-21,6.4985263165895227e-17,1.1341574163937335e-19,2.813609471898905e-15,2.2947872826176549e-22,0.0057445660057144944,0.0026614716792442879,2.751113636636793e-10,2.3979293262357874e-05,4.370228200032162e-14,3.3422009640807542e-08,1.083420854880292e-05,4.3635771127742238e-11,5.6946833048008613e-08,1.9912507908131606e-07,3.5408086517067464e-14,1.9576461602833751e-17,1.5571871506298287e-12,1.1026644665476296e-15
1.478734740031231e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32911488363377611,0.11291261989303276,0.021484050748244752,7.827379958804164e-14,1.3297812575297491e-11,1.3650777142947833e-05,1.9482344749659108e-06,1.4396003271044639e-15,5.646917941858199e-20,1.3562242523808244e-08,5.1864343916946053e-30,2.8562941855396769e-08,7.9806479469930356e-23,6.2138605932692752e-21,6.6338787810907345e-17,1.1563964819650949e-19,2.8546534727676074e-15,2.3421421592491473e-22,0.0057443775269985327,0.0026730279721524268,2.7625647615116151e-10,2.4065477401961381e-05,4.4146279514939023e-14,3.3793793371368574e-08,1.0915117492286801e-05,4.3984201829056323e-11,5.7623933260252027e-08,2.0173254919501753e-07,3.5959124801499043e-14,1.9895937078103911e-17,1.5798565509167883e-12,1.1157611217989484e-15
1.4854106183924172e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32910334972923022,0.11291269824777465,0.021478260219251234,7.9919134943123267e-14,1.3490237437351411e-11,1.3825839416790147e-05,1.9765164198150553e-06,1.4590736249328155e-15,5.7876439672393912e-20,1.3624382039520752e-08,5.317036929570073e-30,2.8725408108821915e-08,8.1091526296640603e-23,6.3262720366287664e-21,6.7712425458387944e-17,1.1789592342937656e-19,2.896055202530428e-15,2.3902612192021964e-22,0.0057441886762854199,0.002684580065876037,2.774011726115727e-10,2.4151363482277131e-05,4.4593400305612871e-14,3.4167553918298102e-08,1.0996212698145976e-05,4.4333401410934335e-11,5.8305683426277074e-08,2.0435577003698055e-07,3.6515689251116828e-14,2.0219037044032726e-17,1.6027352564861491e-12,1.1289488824374364e-15
1.4920864967536033e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32909182046177082,0.11291277650267649,0.02147247165657595,8.1591099318525379e-14,1.3684381430351468e-11,1.4001937358484586e-05,2.0050592565839565e-06,1.478725260949526e-15,5.9310505583221505e-20,1.3686541566375881e-08,5.4503445080363461e-30,2.8887639077112263e-08,8.2391558108339052e-23,6.4401364814985406e-21,6.9106340321462504e-17,1.2018486682606846e-19,2.9378153295548933e-15,2.4391533937407196e-22,0.0057439994726573972,0.0026961279614128426,2.785454530900729e-10,2.4236956025653794e-05,4.504365503892722e-14,3.4543291486534941e-08,1.1077493114547712e-05,4.4683370493011065e-11,5.8992089244600816e-08,2.069946990784375e-07,3.7077806186746293e-14,2.0545783569182681e-17,1.6258239354575365e-12,1.1422280213520443e-15
1.4987623751147894e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32908029580880815,0.11291285463972148,0.021466685059293448,8.3289991937559115e-14,1.3880250360821126e-11,1.4179068390567661e-05,2.0338638293533645e-06,1.4985561045931931e-15,6.0771731862899592e-20,1.3748720838141133e-08,5.5864011478722678e-30,2.9049632599340083e-08,8.3706681601160412e-23,6.5554654942402542e-21,7.052069655615838e-17,1.2250677884843047e-19,2.9799345142540597e-15,2.4888276778831744e-22,0.00574380993432725,0.0027076716597640551,2.7968931763358585e-10,2.4322259489882685e-05,4.549705443822249e-14,3.4921006308092638e-08,1.1158957695833133e-05,4.5034109723609004e-11,5.9683156342278976e-08,2.0964929427630636e-07,3.7645501946948042e-14,2.0876198719507352e-17,1.6491232509382973e-12,1.1555988123630229e-15
1.5054382534759755e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32906877574863691,0.11291293264172263,0.021460900426479551,8.5016113819464606e-14,1.4077850043656794e-11,1.4357229967472082e-05,2.0629309761405786e-06,1.518567025299955e-15,6.2260476031276591e-20,1.3810919587128187e-08,5.7252513871953175e-30,2.9211386604491154e-08,8.5037003686167612e-23,6.6722706873822958e-21,7.1955658257089195e-17,1.2486196092507376e-19,3.0224134091969036e-15,2.5392931305315062e-22,0.0057436200786778625,0.0027192111619344203,2.8083276629077617e-10,2.4407278268065114e-05,4.5953609280424586e-14,3.5300698640221293e-08,1.124060540250118e-05,4.5385619776787104e-11,6.037889027550088e-08,2.1231951407548275e-07,3.8218802885882676e-14,2.1210304557556062e-17,1.6726338610391673e-12,1.1690615302098721e-15
1.5121141318371616e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32905726026039794,0.11291301049228518,0.021455117757211362,8.6769767779010358e-14,1.4277186302348628e-11,1.4536419575562912e-05,2.0922615289179936e-06,1.5387588924857301e-15,6.3777098427942592e-20,1.387313754428283e-08,5.8669402850186137e-30,2.9372899109575218e-08,8.638263148803477e-23,6.7905637197018806e-21,7.341138945325138e-17,1.27250715444411e-19,3.0652526592163383e-15,2.590558874599311e-22,0.0057434299222999296,0.0027307464689322668,2.8197579911201644e-10,2.449201668854349e-05,4.641333039298326e-14,3.5682368763671405e-08,1.1322435201191991e-05,4.5737901349543765e-11,6.1079296530239742e-08,2.1500531741059107e-07,3.8797735371730551e-14,2.1548123141962807e-17,1.6963564188902772e-12,1.1826164505353022e-15
1.5187900101983477e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32904574932404351,0.11291308817577038,0.021449337050567237,8.855125842606876e-14,1.4478264969185632e-11,1.471663473314383e-05,2.1218563136320164e-06,1.5591325755286134e-15,6.5321962223896432e-20,1.3935374439272811e-08,6.0115134248111348e-30,2.9534168217754339e-08,8.7743672343742471e-23,6.9103562963013607e-21,7.488805410393031e-17,1.2967334574771331e-19,3.1084529015149045e-15,2.642634097139214e-22,0.0057432394810279916,0.0027422775817695444,2.8311841614929299e-10,2.457647901489333e-05,4.6876228653761781e-14,3.6066016980937076e-08,1.1404446064669659e-05,4.6090955159167252e-11,6.178438052310556e-08,2.177066637072205e-07,3.9382325786567532e-14,2.1889676527952773e-17,1.7202915726573714e-12,1.1962638498137657e-15
1.5254658885595338e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32903424292030209,0.1129131656772613,0.021443558305626709,9.0360892165167187e-14,1.4681091885445397e-11,1.4897872990434944e-05,2.151716150222383e-06,1.5796889437514312e-15,6.6895433433142672e-20,1.399763000057368e-08,6.1590169180610566e-30,2.969519211649004e-08,8.9120233801284222e-23,7.0316601686788897e-21,7.638581609471285e-17,1.3213015612218931e-19,3.1520147657681605e-15,2.6955280494694646e-22,0.0057430487699748137,0.0027538045014618615,2.8426061745618824e-10,2.4660669445972883e-05,4.7342314987879963e-14,3.6451643614535688e-08,1.1486636971804864e-05,4.6444781940614582e-11,6.2494147601922888e-08,2.204235128826692e-07,3.9972600524120868e-14,2.2234986766513138e-17,1.7444399655583991e-12,1.2100040053408638e-15
1.53214176692072e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32902274103064505,0.11291324298252986,0.021437781521470516,9.2198977195012792e-14,1.4885672901569042e-11,1.5080131929523604e-05,2.1818418526418187e-06,1.6004288664044515e-15,6.8497880924194984e-20,1.4059903955552637e-08,6.3094974078421582e-30,2.9855969075709783e-08,9.0512423618383915e-23,7.1544871347934614e-21,7.7904839233603324e-17,1.3462145179408625e-19,3.1959388742258169e-15,2.7492500472997707e-22,0.0057428578035642209,0.0027653272290285224,2.8540240308786958e-10,2.4744592116027493e-05,4.7811600363979162e-14,3.6839249005420018e-08,1.156900690755697e-05,4.6799382444036551e-11,6.3208603046310543e-08,2.2315582534622103e-07,4.0568585987718609e-14,2.2584075903575475e-17,1.7688022358804371e-12,1.2238371952328959e-15
1.538817645281906e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32901124363725609,0.11291332007800547,0.021432006697180518,9.4065823507994501e-14,1.5092013877321948e-11,1.5263409164289526e-05,2.2122342288760653e-06,1.6213532126482572e-15,7.0129676431516813e-20,1.4122196030550388e-08,6.4630020723832047e-30,3.0016497445993471e-08,9.1920349761223567e-23,7.2788490391245693e-21,7.9445287247240485e-17,1.3714753892181456e-19,3.2402258418106489e-15,2.8038094708563648e-22,0.0057426665955624175,0.0027768457654925647,2.8654377310098304e-10,2.4828251094846118e-05,4.8284095794854694e-14,3.7228833511358758e-08,1.165155486295545e-05,4.7154757432472112e-11,6.3927752068571872e-08,2.25903561998976e-07,4.1170308590765131e-14,2.2936965980914606e-17,1.7933790169967772e-12,1.2377636983449183e-15
1.545493523643092e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32899975072300008,0.11291339695074533,0.021426233831839735,9.5961742889663096e-14,1.5300120681940595e-11,1.5447702340305671e-05,2.2428940809642507e-06,1.6424628515367742e-15,7.1791194566892052e-20,1.418450595096105e-08,6.6195786286402452e-30,3.0176775656780557e-08,9.3344120403180896e-23,7.4047577727264555e-21,8.1007323777213135e-17,1.3970872458909444e-19,3.2848762762152179e-15,2.8592157650063049e-22,0.0057424751591079112,0.0027883601118807795,2.8768472755363605e-10,2.4911650387967067e-05,4.8759812334502357e-14,3.7620397505330181e-08,1.1734279835081258e-05,4.7510907679537577e-11,6.4651599814271622e-08,2.2866668423325756e-07,4.1777794754537819e-14,2.3293679035379466e-17,1.8181709373843509e-12,1.251783794257954e-15
1.5521694020042782e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32898826227139538,0.11291347358840567,0.021420462924532285,9.7887048918184403e-14,1.5509999194266116e-11,1.563300913471611e-05,2.2738222050195975e-06,1.6637586520004646e-15,7.3482812830683577e-20,1.4246833441310141e-08,6.7792753358717511e-30,3.0336802214598423e-08,9.4783843923576329e-23,7.5322252732771332e-21,8.2591112376470593e-17,1.4230531679812738e-19,3.3298907779964491e-15,2.9154784393810383e-22,0.0057422835067400492,0.0027998702692237499,2.8882526650541565e-10,2.499479393693035e-05,4.9238761073406507e-14,3.8013941374088332e-08,1.1817180827047758e-05,4.7867833967245575e-11,6.5380151362721146e-08,2.3144515393161807e-07,4.2391070905355958e-14,2.3654237097552965e-17,1.8431786206415109e-12,1.2658977632999069e-15
1.5588452803654643e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32897677826658522,0.11291354997921454,0.021414693974343334,9.9842056963771351e-14,1.5721655302865044e-11,1.5819327256092192e-05,2.3050193912504521e-06,1.6852414828296787e-15,7.5204911623023353e-20,1.4309178225330676e-08,6.9421409992165277e-30,3.0496575701312217e-08,9.623962890642861e-23,7.6612635251223163e-21,8.4196816505826358e-17,1.4493762446279022e-19,3.3752699406681026e-15,2.9726070684992051e-22,0.0057420916504262896,0.0028113762385558686,2.8996539001726664e-10,2.507768561957397e-05,4.9720953140068729e-14,3.8409465516688651e-08,1.1900256847980914e-05,4.8225537084028729e-11,6.6113411727908947e-08,2.3423893346546301e-07,4.301016347581828e-14,2.4018662193130523e-17,1.8684026855059086e-12,1.2801058864521229e-15
1.5655211587266504e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32896529869331209,0.11291362611194582,0.021408926980359146,1.0182708418809648e-13,1.5935094906137814e-11,1.6006654444268325e-05,2.3364864239816311e-06,1.7069122126581676e-15,7.6957874254944285e-20,1.4371540026037326e-08,7.1082249732743112e-30,3.0656094772397106e-08,9.7711584139219144e-23,7.7918845593143651e-21,8.5824599530552898e-17,1.4760595740185463e-19,3.4210143507911714e-15,3.0306112918887056e-22,0.0057418996015881985,0.0028228780209153684,2.9110509815146782e-10,2.5160329250371883e-05,5.0206399698557126e-14,3.8806970342987822e-08,1.1983506912999485e-05,4.8584017822720662e-11,6.6851385859102281e-08,2.3704798569331562e-07,4.3635098902936563e-14,2.4386976342404651e-17,1.8938437458726746e-12,1.2944084453285299e-15
1.5721970370878365e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32895382353689195,0.11291370197589443,0.021403161941666984,1.038424495436771e-13,1.6150323912415076e-11,1.6194988470158387e-05,2.3682240816760789e-06,1.7287717099467607e-15,7.8742086959374669e-20,1.4433918565798842e-08,7.2775771656889843e-30,3.0815358155232674e-08,9.9199818611663936e-23,7.9241004536462428e-21,8.7474624717063413e-17,1.5031062633223067e-19,3.4671245880622513e-15,3.0895008142080297e-22,0.005741707371126302,0.0028343756173443337,2.9224439097168827e-10,2.5242728580810714e-05,5.0695111942399015e-14,3.9206456272365893e-08,1.2066930043194897e-05,4.8943276978636671e-11,6.7594078641210011e-08,2.3987227395874058e-07,4.4265903624074043e-14,2.4759201558097194e-17,1.9195024108129904e-12,1.3088057222249138e-15
1.5788729154490226e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32894235278319101,0.11291377756085258,0.021397398857355154,1.0588847377324014e-13,1.6367348240042962e-11,1.6384327135554161e-05,2.4002331369568167e-06,1.7508208429672024e-15,8.055793890205731e-20,1.4496313566408545e-08,7.4502480407343547e-30,3.097436464742066e-08,1.0070444151449326e-22,8.0579233326808138e-21,8.9147055229679322e-17,1.5305194286223553e-19,3.513601225399922e-15,3.1492854053668589e-22,0.0057415149694437723,0.0028458690288887308,2.933832685428495e-10,2.5324887299803368e-05,5.1187101097125772e-14,3.960792373240663e-08,1.2150525265610286e-05,4.9303315347911488e-11,6.8341494895748785e-08,2.4271176208794639e-07,4.4902604079045991e-14,2.5135359847262213e-17,1.9453792845926931e-12,1.3232980000143423e-15
1.5855487938102087e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3289308864186013,0.11291385285708708,0.021391637726512935,1.0796547940907074e-13,1.6586173817457216e-11,1.6574668272906702e-05,2.4325143566291854e-06,1.7730604797861514e-15,8.2405822192435923e-20,1.4558724749153095e-08,7.626288622902387e-30,3.1133113115125553e-08,1.0222556223823852e-22,8.1933653677754819e-21,9.0842054127482726e-17,1.5583021948488749e-19,3.5604448290291748e-15,3.2099749006459265e-22,0.0057413224064690755,0.0028573582565984148,2.9452173093108234e-10,2.5406809034137088e-05,5.1682378418785209e-14,4.0011373157490414e-08,1.2234291613219576e-05,4.9664133725756741e-11,6.9093639381507276e-08,2.4556641438708491e-07,4.5545226709119052e-14,2.5515473211375602e-17,1.9714749666911258e-12,1.3378855621094205e-15
1.5922246721713948e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32891942443001998,0.11291392785531783,0.02138587854823058,1.1007379077233311e-13,1.6806806583246655e-11,1.6766009745091878e-05,2.4650685017033638e-06,1.7954914882493473e-15,8.428613189437519e-20,1.4621151834879461e-08,7.8057505004938703e-30,3.1291602491438827e-08,1.0376329037202554e-22,8.3304387771021903e-21,9.2559784361247944e-17,1.5864576957122578e-19,3.6076559585639338e-15,3.2715792008161765e-22,0.0057411296916775566,0.0028688433015271525,2.9565977820383401e-10,2.5488497348953553e-05,5.218095518588453e-14,4.0416804987670911e-08,1.2318228124906455e-05,5.0025732904766993e-11,6.9850516794756191e-08,2.4843619563926639e-07,4.6193797951113817e-14,2.5899563642935947e-17,1.9977900518204433e-12,1.3525686925480184e-15
