Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56),CO2X(24),CHOX(60),COX(57)
1.7829802556176628e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33311429080869692,0.11455700345197817,0.022652038157108482,4.3729984083981231e-18,2.4738889351222751e-17,3.8142995397257772e-09,1.4044523089202543e-09,3.9450726713952818e-20,2.2688566761094743e-16,3.9627116860093786e-11,6.9246843612001402e-34,2.3073003159020023e-10,2.7887300745052126e-23,6.9521430463374965e-25,3.720898901836409e-22,1.6339031704106691e-24,2.2034372883733776e-16,1.5355115908859328e-25,0.0041126470767254165,0.0003390574604330416,4.5702816533446378e-11,2.9031521351030058e-13,1.2537542235009726e-06,3.1663932364642552e-15,5.0309767276033666e-11,3.1375445086623466e-07,2.0671432750056667e-10,4.2448740684545513e-11,8.9444898998585596e-21,6.6395753670028116e-18,1.1521227774789634e-15
1.8010271914379836e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33309005925570018,0.11453617333037848,0.022650347242044677,4.5755013790469119e-18,2.5931258735215494e-17,3.9699880387937703e-09,1.4535190288917901e-09,4.0344640677284973e-20,2.3156132712472848e-16,4.0056168038726845e-11,7.2890326666429302e-34,2.3584859928265521e-10,2.8763077064104403e-23,7.247404876579316e-25,3.9120874949074767e-22,1.7071589122453375e-24,2.2482825360685095e-16,1.5992961936607536e-25,0.0041334721914681339,0.00034243923611216258,4.6033604555857515e-11,2.9778700666915401e-13,1.2734575836626768e-06,3.1893891239692149e-15,5.1902709057308058e-11,3.1870451404092887e-07,2.1208856280047167e-10,4.4294838631895585e-11,9.2692384792134983e-21,6.9197551551760348e-18,1.1922940772454452e-15
1.8190741272583045e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33306608922225417,0.11451560411707176,0.022648656697848289,4.7853202552050414e-18,2.7170791937478682e-17,4.1305548890001145e-09,1.503806977595899e-09,4.1251540338699535e-20,2.3628703845414938e-16,4.0486210235995569e-11,7.6688189267651581e-34,2.4103752922670357e-10,2.9657776528912135e-23,7.5524133661290875e-25,4.1112237652784523e-22,1.7829477129880193e-24,2.2935931631635348e-16,1.6650743001429139e-25,0.0041540363621836622,0.00034582026874665437,4.636430927843222e-11,3.053800162818255e-13,1.2932938910348848e-06,3.2123828015075442e-15,5.3531759401188273e-11,3.2368896472165493e-07,2.1755124911595072e-10,4.6202728717938589e-11,9.6025497693398763e-21,7.20906828164365e-18,1.233462498537633e-15
1.8371210630786253e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33304237744052811,0.11449529254936916,0.022646966521799834,5.0026469880535775e-18,2.8458953125759169e-17,4.2961082081734815e-09,1.5553345784376942e-09,4.21715166026912e-20,2.4106291117881683e-16,4.0917257898592911e-11,8.0645486600119472e-34,2.4629720254951815e-10,3.0571645024540608e-23,7.8674009026998637e-25,4.3185625996351555e-22,1.86133188767029e-24,2.3393700035802123e-16,1.732888801613465e-25,0.0041743428515711358,0.0003492005637564226,4.6694932153801045e-11,3.1309507803865705e-13,1.3132628845039668e-06,3.235374474808188e-15,5.5197419792801381e-11,3.2870777306480512e-07,2.2310303671269538e-10,4.8173879281079129e-11,9.9445669910849715e-21,7.5077271938227497e-18,1.2756430274179646e-15
1.8551679988989462e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33301892068359634,0.11447523540541588,0.022645276711214128,5.2276767242769943e-18,2.9797239330726078e-17,4.4667575345190353e-09,1.6081203537199602e-09,4.3104660377407441e-20,2.4588905655238173e-16,4.1349325531132926e-11,8.4767396257053249e-34,2.5162799827447252e-10,3.1504930474344579e-23,8.1926033392262592e-25,4.5343647103793565e-22,1.9423746795137143e-24,2.3856139091032031e-16,1.802783145373825e-25,0.0041943948814954128,0.0003525801264926175,4.7025474607485703e-11,3.2093302448188005e-13,1.3333643008472821e-06,3.2583643499814834e-15,5.6900194206961979e-11,3.3376090931973938e-07,2.2874457498309704e-10,5.0209779575413041e-11,1.0295434526836885e-20,7.8159473834932246e-18,1.3188507300359786e-15
1.873214934719267e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33299571576492548,0.11445542950367915,0.022643587263439915,5.4606078295734724e-18,3.1187180879860026e-17,4.6426138312646949e-09,1.6621829240406649e-09,4.4051062575161672e-20,2.5076558750880022e-16,4.1782427695831229e-11,8.9059220445994543e-34,2.5703029331763924e-10,3.2457882873329702e-23,8.5282600134240385e-25,4.7588967159456984e-22,2.0261402648981273e-24,2.4323257494229156e-16,1.8748013393735056e-25,0.0042141956334990792,0.00035595896223851627,4.7355938033302847e-11,3.2889468472640591e-13,1.3535978747079884e-06,3.2813526332104579e-15,5.864058905727736e-11,3.3884834382549466e-07,2.3447651244583614e-10,5.2311939856904669e-11,1.0655297759855046e-20,8.1339472647135393e-18,1.3631007521678551e-15
1.891261870539588e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33297275953786748,0.11443587170244281,0.022641898175859373,5.7016419119511607e-18,3.2630341837394298e-17,4.823789491185746e-09,1.7175410076932662e-09,4.5010814113012185e-20,2.5569261866855484e-16,4.2216579012183149e-11,9.3526388231355242e-34,2.6250446248419139e-10,3.3430754321794696e-23,8.8746137680867621e-25,4.9924312213541968e-22,2.1126937583021377e-24,2.4795064121779317e-16,1.9489879569132831e-25,0.0042337482493080498,0.00035933707621039335,4.7686323799164815e-11,3.3698088500088578e-13,1.3739633385703364e-06,3.3043395308740899e-15,6.0419113154527932e-11,3.4397004700754726e-07,2.4029949674055279e-10,5.4481891467856161e-11,1.1024303045155387e-20,8.4619482472241598e-18,1.4084083187023174e-15
1.9093088063599088e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33295004889516056,0.11441655889930785,0.022640209445887703,5.9509838451588527e-18,3.4128320449741232e-17,5.0103983410066611e-09,1.7742134200696618e-09,4.5984005913934492e-20,2.6067026634483509e-16,4.2651794156640121e-11,9.817445781466876e-34,2.6805087846470782e-10,3.4423799059256257e-23,9.2319109721981816e-25,5.235246899268045e-22,2.2021012172159658e-24,2.52715680299702e-16,2.0253881414244527e-25,0.0042530558313307685,0.00036271447355837951,4.8016633249094398e-11,3.4519244839689647e-13,1.3944604227354395e-06,3.3273252500299349e-15,6.2236277734059682e-11,3.4912598937456132e-07,2.4621417463920662e-10,5.672118691965205e-11,1.1402597941879369e-20,8.8001748653275986e-18,1.4547887331699626e-15
1.9273557421802296e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33292758076843426,0.11439748803069975,0.022638521070972698,6.2088417921160138e-18,3.5682749580329221e-17,5.2025556456790948e-09,1.8322190730660259e-09,4.6970728907284582e-20,2.6569864854967908e-16,4.3088087862283493e-11,1.0300911885326062e-33,2.7366991183138864e-10,3.5437273498659304e-23,9.6004015397874903e-25,5.4876285713197744e-22,2.2944296470266644e-24,2.5752778455406494e-16,2.1040476113247958e-25,0.0042721214431511584,0.00036609115936731056,4.8346867695454091e-11,3.5353019431090077e-13,1.4150888552976712e-06,3.3503099979949039e-15,6.4092596403448459e-11,3.5431614151529947e-07,2.5222119204882159e-10,5.903139997376184e-11,1.1790331022262182e-20,9.1488545988838521e-18,1.5022573773015614e-15
1.9454026780005505e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33290535212772304,0.11437865607138145,0.022636833048594363,6.4754272280144046e-18,3.7295297150306163e-17,5.4003781125351497e-09,1.8915769744914052e-09,4.7971074029099081e-20,2.7077788500007412e-16,4.3525474918496126e-11,1.0803619481806467e-33,2.7936193103417943e-10,3.647143626087461e-23,9.9803389494272846e-25,5.7498672895631294e-22,2.3897470058758017e-24,2.62387048154209e-16,2.1850126649519234e-25,0.0042909481100153442,0.00036946713865756335,4.8677028425168913e-11,3.6199493922162304e-13,1.435848362121564e-06,3.3732939822657597e-15,6.5988585076535236e-11,3.5954047409561178e-07,2.5832119400170285e-10,6.1414125720983929e-11,1.2187651742197699e-20,9.5082179132463166e-18,1.5508297105149525e-15
1.9634496138208713e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33288335998098395,0.11436006003397303,0.022635145376264432,6.7509549635835923e-18,3.8967666590497551e-17,5.6039838953146181e-09,1.9523062274787901e-09,4.8985132223426865e-20,2.759080971240159e-16,4.3963970170632142e-11,1.1326164539132166e-33,2.8512730239680912e-10,3.752654820948609e-23,1.0371980265657604e-24,6.0222604184767271e-22,2.4881222094897313e-24,2.6729356708480993e-16,2.2683301855746154e-25,0.0043095388193122681,0.00037284241638588277,4.9007116705351788e-11,3.7058749657457118e-13,1.4567386668191038e-06,3.3962774113314451e-15,6.7924762024360811e-11,3.6479895785534998e-07,2.6451482466597711e-10,6.3870980658913741e-11,1.2594710809709985e-20,9.8784984919219567e-18,1.6005212694397705e-15
1.9814965496411922e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33286160137362181,0.11434169696847701,0.022633458051526032,7.0356431684785307e-18,4.0701597276765272e-17,5.8134925980652886e-09,2.0144260298989615e-09,5.0012994442842861e-20,2.8108940806652761e-16,4.4403588519684246e-11,1.1869156890490846e-33,2.9096639011274356e-10,3.8602872485870331e-23,1.0775586157177528e-24,6.3051117172773088e-22,2.5896251359825019e-24,2.7224743914590883e-16,2.3540476464828503e-25,0.0043278965210482535,0.00037621699744619564,4.9337133771521613e-11,3.7930867577914019e-13,1.4777594907276994e-06,3.4192604942149897e-15,6.9901647829944856e-11,3.7009156360546202e-07,2.7080272735343578e-10,6.6403602767619366e-11,1.3011659995410277e-20,1.0259933000155824e-17,1.6513476674968484e-15
1.999543485461513e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33284007338801957,0.11432356396180966,0.02263177107195323,7.3297133941826026e-18,4.2498864968735644e-17,6.0290252789154122e-09,2.0779556737770916e-09,5.1054751648329443e-20,2.8632194269563793e-16,4.4844344921948534e-11,1.2433220482005518e-33,2.9687955624105645e-10,3.9700674544570358e-23,1.1191420915123565e-24,6.5987314222009641e-22,2.6943266306314418e-24,2.7724876395688375e-16,2.4422131161571499e-25,0.0043460241283156007,0.00037959088667041668,4.9667080832870525e-11,3.8815928323798913e-13,1.4989105528886709e-06,3.4422434399797916e-15,7.1919765282443388e-11,3.7541826222521066e-07,2.7718554450571663e-10,6.9013651583507961e-11,1.3438651822677121e-20,1.065276104200509e-17,1.7033245943888698e-15
2.017590421281834e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33281877314307512,0.11430565813733858,0.022630084435150674,7.6333905970647728e-18,4.4361282269843765e-17,6.2507044537170809e-09,2.1429145447116869e-09,5.2110494810783293e-20,2.916058276083164e-16,4.5286254388687648e-11,1.3018993624921921e-33,3.0286716070222074e-10,4.0820222188966111e-23,1.1619752475116395e-24,6.9034363293770161e-22,2.8022985106255844e-24,2.8229764296038366e-16,2.532875263517922e-25,0.0043639245177552839,0.00038296408882924139,4.9996959083881579e-11,3.9714012257147636e-13,1.520191570026046e-06,3.4652264589731677e-15,7.3979639455454348e-11,3.8077902465924352e-07,2.8366391770143007e-10,7.1702808271366139e-11,1.3875840107240772e-20,1.1057225544604571e-17,1.7564678156145084e-15
2.0356373571021547e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33279769779374352,0.11428797665442549,0.022628398138753159,7.9469031617744181e-18,4.6290699063674312e-17,6.4786540995595199e-09,2.2093221212961179e-09,5.318031491176427e-20,2.9694119113636881e-16,4.5729331985791521e-11,1.3627129252089747e-33,3.0892956127382324e-10,4.196178560724426e-23,1.2060852435006354e-24,7.2195498781192843e-22,2.9136135697869749e-24,2.873941794262067e-16,2.6260833632554761e-25,0.004381600530013843,0.00038633660863293093,5.0326769688079198e-11,4.0625199295029098e-13,1.5416022565260578e-06,3.4882097625205557e-15,7.6081797685700372e-11,3.8617382191484033e-07,2.9023848767077641e-10,7.4472775694557667e-11,1.4323379840798378e-20,1.1473572482964836e-17,1.8107931720705372e-15
2.0536842929224756e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33277684453058465,0.11427051670797533,0.022626712180425296,8.2704829239568546e-18,4.8289002946387419e-17,6.7129996581515715e-09,2.2771979745429828e-09,5.4264302942776741e-20,3.0232816335228942e-16,4.6173592833435455e-11,1.4258295178816608e-33,3.1506711358620368e-10,4.3125637408669181e-23,1.2514996071253579e-24,7.5474022339686093e-22,3.0283455832648523e-24,2.9253847845512901e-16,2.7218873012413698e-25,0.0043990549701945119,0.00038970845073208415,5.0656513779693104e-11,4.1549569031988439e-13,1.5631423244172329e-06,3.5111935617002744e-15,7.8226769405932217e-11,3.9160262505937704e-07,2.9690989427947214e-10,7.7325278483362055e-11,1.4781426585834503e-20,1.1902050673858643e-17,1.8663165795511056e-15
2.0717312287427965e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33275621057931792,0.11425327552799079,0.02262502655786108,8.6043651930282041e-18,5.0358119696716835e-17,6.9538680390720846e-09,2.3465617673106675e-09,5.5362549906894189e-20,3.0776687607507092e-16,4.6619052105736499e-11,1.4913174368175138e-33,3.2128017111802123e-10,4.4312052660157918e-23,1.2982462361921251e-24,7.8873303723381493e-22,3.1465693122029075e-24,2.9773064698270169e-16,2.8203375800217928e-25,0.0044162906083026832,0.00039307961971840274,5.0986192484353303e-11,4.2487200831132993e-13,1.5848114833506658e-06,3.5341780690575614e-15,8.0415086249222137e-11,3.9706540521754088e-07,3.0367877652907402e-10,8.0262063101437725e-11,1.5250137202569304e-20,1.2342912364321172e-17,1.9230540282443009e-15
2.0897781645631173e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33273579320038094,0.11423625037913231,0.022623341268783525,8.9487887756369951e-18,5.2500013715574733e-17,7.201387622887093e-09,2.4174332537322859e-09,5.6475146820051416e-20,3.1325746287597313e-16,4.7065725030407753e-11,1.559246520084458e-33,3.2756908519175194e-10,4.5521308923161524e-23,1.3463534004528569e-24,8.2396781627897314e-22,3.2683605083796756e-24,3.0297079378298758e-16,2.9214853243936512e-25,0.0044333101796857795,0.00039645012012544346,5.1315806898902761e-11,4.3438173564813159e-13,1.606609440580986e-06,3.5571634988453717e-15,8.2647282081164049e-11,4.0256213356869277e-07,3.1054577257903154e-10,8.3284897910392706e-11,1.5729669941461487e-20,1.2796412972093904e-17,1.9810215823570711e-15
2.107825100383438e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33271558968849485,0.11421943856028381,0.022621656310944323,9.3039959982338201e-18,5.4716688445586265e-17,7.4556882641333384e-09,2.4898322786475139e-09,5.7602184709523427e-20,3.1880005908424772e-16,4.7513626888409567e-11,1.6296881749569446e-33,3.3393420496911708e-10,4.6753686290854895e-23,1.3958497429507979e-24,8.6047964527800731e-22,3.3937959188219764e-24,3.0825902947224222e-16,3.025382287064055e-25,0.0044501163854675802,0.00039981995642936235,5.1645358084967068e-11,4.4402565736073589e-13,1.6285359009480786e-06,3.580150064642192e-15,8.4923892744579908e-11,4.0809278134459399e-07,3.1751151973193307e-10,8.6395573232447837e-11,1.622018339059304e-20,1.3262810595180574e-17,2.0402353796306138e-15
2.125872036203759e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33269559737223431,0.1142028374041239,0.022619971682123433,9.6702327294467516e-18,5.7010186852607263e-17,7.7169012941668188e-09,2.5637787770365952e-09,5.8743754615465334e-20,3.2439480179282072e-16,4.7962773013599114e-11,1.702715405831891e-33,3.4037587744644704e-10,4.8009467425637762e-23,1.4467642824352471e-24,8.9830431519429888e-22,3.5229532903916569e-24,3.135954665125713e-16,3.1320808543939217e-25,0.0044667118929770915,0.00040318913304964891,5.1974847102266409e-11,4.5380455692994797e-13,1.6505905668588052e-06,3.6031379814016883e-15,8.7245456176831514e-11,4.1365731982677189e-07,3.2457665442342168e-10,8.9595901411174782e-11,1.6721837357630501e-20,1.3742366849738474e-17,2.1007116308117488e-15
2.14391897202408e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33267581361360371,0.11418644427670231,0.022618287380128763,1.0047748403670637e-17,5.9382591874224998e-17,7.9851595238749864e-09,2.6392927734564069e-09,5.9899947593220707e-20,3.3004182986393195e-16,4.8413178792378374e-11,1.7784028426232028e-33,3.46894447449981e-10,4.9288937596949304e-23,1.4991264152711169e-24,9.3747833173755314e-22,3.6559113743457209e-24,3.1898021921552454e-16,3.2416340522263625e-25,0.0044830993361720398,0.00040655765434985012,5.2304274986987811e-11,4.6371921250916827e-13,1.6727731382693813e-06,3.6261274669474799e-15,8.9612512543817012e-11,4.1925572034393719e-07,3.3174181225030157e-10,9.2887716870294379e-11,1.7234793402808858e-20,1.4235346741297528e-17,2.1624666192983363e-15
2.1619659078444007e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33265623580761844,0.11417025657702175,0.022616603402795765,1.0436796043588132e-17,6.1836026816889928e-17,8.2605972462525907e-09,2.7163943814794812e-09,6.1070854710830797e-20,3.3574128393473005e-16,4.8864859663338441e-11,1.8568267696434904e-33,3.5349025763110724e-10,5.0592384719398768e-23,1.5529659163488271e-24,9.7803892380558816e-22,3.7927499308696809e-24,3.2441340374562341e-16,3.3540955518005978e-25,0.0044992813160570147,0.00040992552463828573,5.2633642730325678e-11,4.7377039765580976e-13,1.6950833126687504e-06,3.649118737948302e-15,9.2025603866762697e-11,4.2488795426999819e-07,3.3900762796261459e-10,9.6272876170518075e-11,1.7759213158260002e-20,1.4742017719936655e-17,2.225516700681264e-15
2.1800128436647216e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33263686138189064,0.11415427173662503,0.022614919747987131,1.0837632281971697e-17,6.4372655848776063e-17,8.5433502388397742e-09,2.7951038031352982e-09,6.225656705003497e-20,3.4149330642282532e-16,4.9317831116902133e-11,1.9380651549817078e-33,3.6016364846154343e-10,5.1920099391214394e-23,1.6083129415966138e-24,1.0200240519575291e-21,3.9335497335843889e-24,3.2989513812387393e-16,3.4695196757520987e-25,0.0045152604010963915,0.00041329274816875443,5.2962951327691323e-11,4.8395888551093926e-13,1.7175207850617671e-06,3.672112011798117e-15,9.448527411750712e-11,4.3055399302159996e-07,3.4637473544049649e-10,9.9753258064417567e-11,1.8295259233735059e-20,1.5262650780425456e-17,2.2898783021831453e-15
2.1980597794850424e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33261768779622158,0.11413848721918737,0.022613236413592412,1.1250517385443216e-17,6.6994684468481952e-17,8.8335557660207974e-09,2.8754413283532406e-09,6.3457175710260047e-20,3.4729804153179778e-16,4.9772108694965752e-11,2.0221976803855977e-33,3.669149582284614e-10,5.3272374933013534e-23,1.6651980302211615e-24,1.0634724170473303e-21,4.0783925740265546e-24,3.3542554223122106e-16,3.5879614041996685e-25,0.0045310391276220264,0.00041665932914122995,5.3292201761566554e-11,4.9428544368481015e-13,1.7400852479528712e-06,3.6951075105076776e-15,9.6992069527732679e-11,4.3625380805551703e-07,3.5384376772376143e-10,1.0333076354930644e-10,1.884309655503573e-20,1.5797520674871113e-17,2.3555679223183302e-15
2.2161067153053633e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33259871254219781,0.11412290052011376,0.022611553397527687,1.1675715277136651e-17,6.9704359867017941e-17,9.1313525811836138e-09,2.9574273344084832e-09,6.4672771805143802e-20,3.5315563525666048e-16,5.0227707990536626e-11,2.1093057716579417e-33,3.7374452302955775e-10,5.4649507426896187e-23,1.7236521049992633e-24,1.1084234687346775e-21,4.2273612661026252e-24,3.4100473781191358e-16,3.7094763809202058e-25,0.0045466200002358672,0.00042002527170254884,5.362139495519475e-11,5.0475083358517007e-13,1.762776391331158e-06,3.7181054546422461e-15,9.954653807299918e-11,4.4198737086697114e-07,3.6141535701772494e-10,1.0700731591811887e-10,1.9402889876200225e-20,1.6346904293269006e-17,2.4226021304751715e-15
2.234153651125684e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33257993314279338,0.11410750916614144,0.022609870697735204,1.211349355768528e-17,7.2503971427212679e-17,9.4368809287393751e-09,3.041082285370448e-09,6.590344646214334e-20,3.590662353892802e-16,5.06846446473686e-11,2.199472629575703e-33,3.8065267676807214e-10,5.6051795755864297e-23,1.7837064747815355e-24,1.1549174139769762e-21,4.3805396505162959e-24,3.4663284847686949e-16,3.8341209196118704e-25,0.0045620054922074675,0.00042339057994708921,5.3950531839223407e-11,5.1535581772930774e-13,1.7855939026550731e-06,3.7411060638442845e-15,1.0214922947278392e-10,4.4775465298741072e-07,3.6909013465723077e-10,1.1078486080826911e-10,1.9974804399986685e-20,1.6911081961826021e-17,2.4909975663158706e-15
2.252200586946005e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33256134715197644,0.11409231071494741,0.02260818831218309,1.2564123529136431e-17,7.5395851232844442e-17,9.7502825459993802e-09,3.1264267315524687e-09,6.7149290829044484e-20,3.6502999152375159e-16,5.1142934359597544e-11,2.2927832613413568e-33,3.876397511477576e-10,5.7479541643569691e-23,1.8453928374098289e-24,1.2029952257719186e-21,4.5380125991700269e-24,3.5230999970699305e-16,3.9619520102463888e-25,0.0045771980458665365,0.00042675525791744057,5.4279613350361365e-11,5.2610115345206108e-13,1.8085374668372272e-06,3.7641095647925497e-15,1.0480069577901309e-10,4.5355562598176069e-07,3.7686873112898159e-10,1.146653662484774e-10,2.055900845692573e-20,1.7490338348532901e-17,2.5607709394402742e-15
2.270247522766326e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33254295215432056,0.11407730275476072,0.022606506238864978,1.3027880218092303e-17,7.8382374380256977e-17,1.0071700664910176e-08,3.2134813089641856e-09,6.8410396069846984e-20,3.710470550617272e-16,5.1602592871372554e-11,2.3893245125757797e-33,3.9470607566780055e-10,5.8933049694393226e-23,1.9087432791923874e-24,1.2526986517488154e-21,4.6998660195400894e-24,3.5803631885637071e-16,4.0930273255112439e-25,0.004592200072990541,0.00043011930960506453,5.4608640347595087e-11,5.3698758921815333e-13,1.8316067662311919e-06,3.7871161831380664e-15,1.0750149071349889e-10,4.5939026144704915e-07,3.84751776097778e-10,1.1865082270354699e-10,2.1155670101417994e-20,1.808495991324655e-17,2.6319390290251317e-15
2.2882944585866467e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33252474576462254,0.11406248290397993,0.022604824475799701,1.3505042395573952e-17,8.1465959469709921e-17,1.0401280013646627e-08,3.3022667387670372e-09,6.9686853361550841e-20,3.771175792177036e-16,5.2063635976483789e-11,2.4891850998622059e-33,4.0185197761769899e-10,6.041262743385708e-23,1.9737902771201627e-24,1.3040702226431784e-21,4.8661868590252826e-24,3.6381193515547993e-16,4.2274052273425042e-25,0.0046070139551874336,0.00043348273895094851,5.4937613693396309e-11,5.4801587642101679e-13,1.8548014806178327e-06,3.8101261403459646e-15,1.1025216943837423e-10,4.652585310105483e-07,3.92739898363464e-10,1.2274324311707669e-10,2.176495684465138e-20,1.8695236188989549e-17,2.704518683181896e-15
2.3063413944069676e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33250672562752259,0.11404784881079494,0.022603143021030961,1.3995892600946561e-17,8.46490691881703e-17,1.0739166818059212e-08,3.3928038267305546e-09,7.0978753904089576e-20,3.8324171902425921e-16,5.2526079517992103e-11,2.5924556438509247e-33,4.0907778207209512e-10,6.19185853493732e-23,2.0405667029966541e-24,1.3571532611495813e-21,5.0370631092700748e-24,3.696369797143778e-16,4.365144773549028e-25,0.0046216420442735974,0.00043684554984624871,5.5266534287304005e-11,5.5918676274625699e-13,1.8781212871910575e-06,3.833139667889823e-15,1.1305328955944101e-10,4.7116040632673479e-07,4.0083372586301185e-10,1.2694466295209563e-10,2.2387040401205219e-20,1.9321461926191635e-17,2.7785268186072377e-15
2.3243883302272884e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33248888941713139,0.11403339815281402,0.022601461872627016,1.4500717166091787e-17,8.7934210555956995e-17,1.1085508802976692e-08,3.4851134626908507e-09,7.2286188916627744e-20,3.8941963133724964e-16,5.2989939387854061e-11,2.6992287029345307e-33,4.1638381188556795e-10,6.3451236931331033e-23,2.1091058219470244e-24,1.4119918906207012e-21,5.2125838104614318e-24,3.7551158552572015e-16,4.5063057245288242e-25,0.0046360866626470104,0.000440207746132927,5.5595402930453694e-11,5.7050098285557635e-13,1.9015658605463189e-06,3.8561569983033547e-15,1.1590541036402168e-10,4.7709585907617861e-07,4.0903388572026309e-10,1.3125714022960391e-10,2.3022092462633312e-20,1.9963933366805964e-17,2.8539804202983328e-15
2.3424352660476093e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33247123483666036,0.11401912863669522,0.022599781028680377,1.5019806233798954e-17,9.1323935376987152e-17,1.1440455193365255e-08,3.5792166200129836e-09,7.3609249629344284e-20,3.956514748409552e-16,5.3455231526541866e-11,2.8095988075036248e-33,4.2377038768738841e-10,6.5010898714525674e-23,2.1794412937632634e-24,1.4686310434758229e-21,5.3928390555992551e-24,3.8143588746779997e-16,4.6509485500783196e-25,0.0046503501036557551,0.00044356933160437704,5.592422040979491e-11,5.8195927609807465e-13,1.9251348726688302e-06,3.8791783542985973e-15,1.1880909213617036e-10,4.8306486096426547e-07,4.173410042100691e-10,1.3568275556500653e-10,2.3670282489535484e-20,2.0622949026314659e-17,2.9308965408706261e-15
2.36048220186793e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33245375961805779,0.11400503799778246,0.022598100487307475,1.5553453781306483e-17,9.4820840945676015e-17,1.1804156715338865e-08,3.6751343550539363e-09,7.4948027297468329e-20,4.0193741005318269e-16,5.3921971922667027e-11,2.9236624947930678e-33,4.312378278762357e-10,6.6597890319930082e-23,2.2516071790134912e-24,1.527116470155915e-21,5.5779199947417175e-24,3.8741002230762184e-16,4.7991344362953091e-25,0.0046644346319618651,0.00044693031000604558,5.6252987595954536e-11,5.935623816283995e-13,1.9488279929199881e-06,3.9022039715273628e-15,1.2176489773124082e-10,4.8906738371768483e-07,4.2575570672462446e-10,1.4022361220242446e-10,2.4331785422197277e-20,2.1298813869513398e-17,3.009292300170536e-15
2.378529137688251e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33243646152164824,0.11399112399974644,0.022596420246648378,1.6101957646360089e-17,9.8427570222345941e-17,1.217676559702163e-08,3.7728878066267589e-09,7.6302613200250092e-20,4.0827759933032191e-16,5.4390176612599981e-11,3.04151834432905e-33,4.3878644861488058e-10,6.8212534496814182e-23,2.3256379366233782e-24,1.5874947479834582e-21,5.7679188392245418e-24,3.9343412870373889e-16,4.9509252925763744e-25,0.0046783424839006446,0.00045029068503604243,5.6581705243595458e-11,6.0531101952444498e-13,1.9726448880274584e-06,3.9252340920702417e-15,1.2477339186248031e-10,4.951033990834504e-07,4.3427861784076927e-10,1.4488183604687105e-10,2.5006777158975247e-20,2.1991834275632357e-17,3.0891848850865946e-15
