Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),C2H4(47),COX(50),CHOX(53)
1.2411631283796784e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230111751360069,0.11866387561147787,0.022821479129719085,0.0,4.3134553749425843e-19,5.7540559359576106e-12,2.5000656424797665e-17,4.63619558334788e-18,1.2935063231107961e-37,1.0956965221360386e-07,7.5674570967395676e-35,1.0952302140809593e-07,3.2390049430125704e-24,2.6977819521955047e-23,2.5052402305666003e-29,2.6351250396530474e-30,3.3922671091439295e-17,5.7066574255222816e-26,5.9801637727525035e-06,1.7712593349951869e-07,1.3119741239263699e-09,1.6420604848131275e-14,3.6021633091149608e-13,4.8717346219713573e-10,2.2318306707909458e-13,3.3419275080166982e-13,1.9697142433192965e-10,2.6067550938279684e-19,2.7230813570669742e-16,1.3179509193967403e-19,3.0493976243388424e-27,2.7815803451753485e-23,9.0437652796017354e-28
1.2718397853206335e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230096532617048,0.1186637251373056,0.02282147694081306,0.0,4.5722452613562714e-19,6.041968510780913e-12,2.7446410448830988e-17,4.9876523453219072e-18,1.4965288020827464e-37,1.1227830798495227e-07,8.7567080856095684e-35,1.1222950537680434e-07,3.5691229528483711e-24,2.8912429869765333e-23,2.8263667474877985e-29,2.9668385728705603e-30,3.5724342566085539e-17,6.4363656763470494e-26,6.1279128051360724e-06,1.8150371809928104e-07,1.356116315721855e-09,1.6864363720081101e-14,3.7371759884417925e-13,4.9495238994230108e-10,2.2675000975239928e-13,3.3954861016547105e-13,2.0565418939458598e-10,2.7894863943659032e-19,2.9298841219739147e-16,1.3587988391887474e-19,3.5225800761105822e-27,3.1067141699305524e-23,1.0011513021782031e-27
1.3025164422615885e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230081314108639,0.11866357466587985,0.022821474751908623,0.0,4.8389812783251614e-19,6.3369075783961711e-12,3.0061282011277995e-17,5.3564081436448588e-18,1.7253366240168862e-37,1.1498698268380895e-07,1.0097559408499499e-34,1.1493596558701258e-07,3.9237514015340907e-24,3.0929853860696149e-23,3.1793363199732634e-29,3.3305682527050199e-30,3.7574109457341153e-17,7.2383239457592749e-26,6.2756590872143267e-06,1.8588149933187013e-07,1.4006812235132088e-09,1.7309188805538866e-14,3.8731286950147221e-13,5.0257973706233145e-10,2.3024748535848131e-13,3.4480047570217963e-13,2.1447346019576942e-10,2.979835672816072e-19,3.1468937158367732e-16,1.3997448613726368e-19,4.0550229289365095e-27,3.4598835205856926e-23,1.1054752700819802e-27
1.3331930992025435e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230066095835608,0.11866342419720059,0.02282147256300578,0.0,5.1136849209569972e-19,6.6388730143409632e-12,3.2852227279127457e-17,5.7428766723448205e-18,1.9824659673352719e-37,1.1769567594640194e-07,1.1605047501639005e-34,1.1764240204045112e-07,4.3040627213308574e-24,3.3031218683820284e-23,3.5664215727306314e-29,3.7284979525109893e-30,3.9472087606389483e-17,8.1176901827758644e-26,6.4234026190383635e-06,1.9025927719731625e-07,1.4456608738549552e-09,1.77550900164923e-14,4.0099744515593057e-13,5.1005852783118296e-10,2.3367689789028801e-13,3.4994994177369331e-13,2.234265779033107e-10,3.1779002216521325e-19,3.3743553284128946e-16,1.4407893915069137e-19,4.652448692510684e-27,3.8426557187480751e-23,1.2176990278202631e-27
1.3638697561434985e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230050877798694,0.11866327373126775,0.022821470374104532,0.0,5.3963778558351917e-19,6.9478646944000916e-12,3.5826285795740898e-17,6.147471571941291e-18,2.2706366666414689e-37,1.2040438741600252e-07,1.3295307998627117e-34,1.2034881473882311e-07,4.7112556700566624e-24,3.5217624047559836e-23,3.9899973876276054e-29,4.1629007353531703e-30,4.1418393891028192e-17,9.0798557543590375e-26,6.5711434006592809e-06,1.9463705169565024e-07,1.4910474488499329e-09,1.8202077006920963e-14,4.1476685448081108e-13,5.1739172684779146e-10,2.3703943309990138e-13,3.5500073269059271e-13,2.325109341781352e-10,3.3837910850827489e-19,3.6125141027275881e-16,1.4819328588944965e-19,5.3209822511444671e-27,4.2566360018398767e-23,1.3382376595760697e-27
1.3945464130844536e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230035659998619,0.11866312326808129,0.022821468185204894,0.0,5.6870818326414459e-19,7.2638824946025251e-12,3.8990585462674883e-17,6.5706064253287866e-18,2.5927555882599317e-37,1.2311311674290345e-07,1.5185607978095854e-34,1.2305520368380436e-07,5.1465553149153533e-24,3.7490142609865772e-23,4.4525414276944128e-29,4.6361389821538915e-30,4.3413146230072295e-17,1.0130446413238085e-25,6.7188814321281761e-06,1.9901482282690292e-07,1.5368332893363234e-09,1.8650159169283105e-14,4.2861685444515476e-13,5.2458223920654852e-10,2.4033657311931552e-13,3.5995403726288912e-13,2.4172397517538431e-10,3.5975864572696406e-19,3.8616151350764637e-16,1.5231758060017744e-19,6.0671575859872599e-27,4.7034672542060681e-23,1.4674871790532915e-27
1.4252230700254086e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230020442436109,0.11866297280764117,0.022821465996306859,0.0,5.9858187227398274e-19,7.5869262912173462e-12,4.2352336627772125e-17,7.0126947632063099e-18,2.9519250878921368e-37,1.258218635842638e-07,1.7294401843686398e-34,1.2576156887704426e-07,5.6112129594859058e-24,3.9849820841388699e-23,4.9566362313385902e-29,5.1506656348012926e-30,4.5456463550418134e-17,1.1275327258192636e-25,6.8666167134961534e-06,2.0339259059110564e-07,1.5830108902822284e-09,1.90993456414168e-14,4.4254341642878686e-13,5.316329118802508e-10,2.4356977309137698e-13,3.648101169203601e-13,2.5106319904519777e-10,3.8193623550928633e-19,4.1219034750448303e-16,1.5645188440719376e-19,6.8979369082411724e-27,5.1848292808139123e-23,1.6057913823458099e-27
1.4558997269663635e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523000522511183,0.11866282234994734,0.022821463807410434,0.0,6.2926105322989784e-19,7.9169959607514411e-12,4.5918825198230273e-17,7.4741500679251637e-18,3.3514514726411072e-37,1.2853062760397721e-07,1.9641383373734148e-34,1.2846791032016575e-07,6.1065060802639378e-24,4.2297679811926839e-23,5.5049710803450596e-29,5.7090252506401483e-30,4.7548465758645945e-17,1.2520607024564511e-25,7.0143492448143123e-06,2.0777035498828996e-07,1.6295728932622705e-09,1.9549645309562976e-14,4.565427151019424e-13,5.3854653489719441e-10,2.4673988197383741e-13,3.6957388588580397e-13,2.6052614989804719e-10,4.0492367208117377e-19,4.3936241255242155e-16,1.605962635050878e-19,7.820727787273223e-27,5.7024381572768416e-23,1.7535811480569063e-27
1.4865763839073185e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229990008026488,0.11866267189499971,0.022821461618515622,0.0,6.6074794490143176e-19,8.2540913799393471e-12,4.9697416297804104e-17,7.9553857807993211e-18,3.7948579638845088e-37,1.3123940847249107e-07,2.2247549008262539e-34,1.3117422801476671e-07,6.6337382415585702e-24,4.4834716100800826e-23,6.1003443660970601e-29,6.3138554155075497e-30,4.9689273699993967e-17,1.3872643883911151e-25,7.162079026133757e-06,2.1214811601848776e-07,1.6765120866201107e-09,2.000106682001999e-14,4.7061111228128332e-13,5.4532584295259514e-10,2.498481428533318e-13,3.742485019730846e-13,2.7011042179852047e-10,4.2872976428631731e-19,4.6770220427353748e-16,1.6475078375771901e-19,8.8434057594977556e-27,6.2580453446469023e-23,1.9113479508060849e-27
1.5172530408482735e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229974791180755,0.11866252144279825,0.022821459429622427,0.0,6.9304478121210043e-19,8.5982124257381805e-12,5.3695556558311224e-17,8.4568153024177659e-18,4.2858879173033837e-37,1.3394820586672245e-07,2.5135244891945295e-34,1.3388052196241987e-07,7.1942390513731971e-24,4.7461902397264784e-23,6.7456649782354683e-29,6.9678873630405304e-30,5.1879009143819903e-17,1.5338048343042886e-25,7.3098060575055924e-06,2.1652587368173132e-07,1.7238214092146022e-09,2.0453618597087711e-14,4.8474515213332895e-13,5.5197351613808901e-10,2.5289671376108322e-13,3.7882865659467304e-13,2.798136643138702e-10,4.5335704914073821e-19,4.9723421362388986e-16,1.6891551345565787e-19,9.974327989457257e-27,6.8534371726460092e-23,2.0793924390480728e-27
1.5411613985925353e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229962931848,0.11866240418730169,0.022821457723673593,0.0,7.1877890413137231e-19,8.871280244742385e-12,5.6968627620030331e-17,8.8618803717522496e-18,4.7041456191463566e-37,1.3605936297716289e-07,2.7596237083362308e-34,1.3598970025060736e-07,7.6550126112993479e-24,4.9572563135177125e-23,7.2851759614506209e-29,7.5135459264408241e-30,5.3619620094186329e-17,1.6563145745933461e-25,7.4249376452981038e-06,2.1993774887121408e-07,1.7609448962657244e-09,2.0807111265073746e-14,4.9580414911076301e-13,5.5706490475375316e-10,2.5523132365465482e-13,3.8233764112496678e-13,2.8745705073319971e-10,4.7312796922546288e-19,5.2109287236086804e-16,1.7216848777300965e-19,1.0936458781676476e-26,7.3462201156244039e-23,2.2177148254871542e-27
1.565069756336797e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229951072661495,0.11866228693347308,0.022821456017725745,0.0,7.4500743509110288e-19,9.1486153816378029e-12,6.0383201061635914e-17,9.2796581585180187e-18,5.1557210144573147e-37,1.381705297856763e-07,3.0254494556098147e-34,1.380988641162754e-07,8.1374694795069512e-24,5.1738999294853079e-23,7.8583365232206851e-29,8.0921828715858309e-30,5.5390083130171651e-17,1.7864630908268432e-25,7.540067562794427e-06,2.2334962201560333e-07,1.798285771558728e-09,2.1161299234475406e-14,5.068995350012541e-13,5.620791546679408e-10,2.5753050105136554e-13,3.8579503712769743e-13,2.9517022011809794e-10,4.9341012134955731e-19,5.4570216162605145e-16,1.7542773898753176e-19,1.1974120508093411e-26,7.8651497899162034e-23,2.3627882455303692e-27
1.588978114081059e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229939213621534,0.11866216968131249,0.022821454311778882,0.0,7.7173145092582892e-19,9.4302177784535878e-12,6.3942891806211138e-17,9.7103443209864161e-18,5.6426876860810301e-37,1.4028170614720785e-07,3.3122433145757227e-34,1.4020801356013805e-07,8.6422718514084916e-24,5.3961642742058763e-23,8.4666673033766603e-29,8.705211617123331e-30,5.7190457008520504e-17,1.9245961612600403e-25,7.6551958100187565e-06,2.267614931149147e-07,1.8358408664472304e-09,2.1516186206244687e-14,5.1802988400430797e-13,5.6701746812700126e-10,2.597949514503076e-13,3.8920011504184591e-13,3.0295211671250596e-10,5.1420492170479508e-19,5.7107366946321167e-16,1.7869330135743719e-19,1.3091920537560602e-26,8.411114337413058e-23,2.5148360157250502e-27
1.6128864718253208e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452299273547284,0.11866205243081984,0.022821452605833015,0.0,7.9895203420673369e-19,9.7160873772980779e-12,6.7651337968037245e-17,1.0154134506100919e-17,6.1672123975118349e-37,1.4239289191893397e-07,3.6213041565506081e-34,1.4231714858290073e-07,9.1700914517576987e-24,5.6240917411359541e-23,9.1117319895745263e-29,9.3540813039258247e-30,5.9020800795955858e-17,2.0710694023975854e-25,7.7703223869952871e-06,2.301733621691638e-07,1.8736070603993444e-09,2.1871775806459769e-14,5.2919382667540746e-13,5.7188102860012785e-10,2.6202510125273989e-13,3.9255406619546493e-13,3.1080169960810108e-10,5.3551569229800332e-19,5.9721898219662377e-16,1.8196520935147266e-19,1.4294667766433782e-26,8.9850139045112067e-23,2.6740052768234576e-27
1.6367948295695826e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229915495982387,0.11866193518199512,0.022821450899888133,0.0,8.2667027369446591e-19,1.0006224120355806e-11,7.1512200818501073e-17,1.0611224350787591e-17,6.7315577425194238e-37,1.4450408696022159e-07,3.9539899907587535e-34,1.4442626918526045e-07,9.7216095139845165e-24,5.8577239512634595e-23,9.7951377626739497e-29,1.0040277099437842e-29,6.0881173860755776e-17,2.2262484070254481e-25,7.8854472937482099e-06,2.3358522917836639e-07,1.9115812813161002e-09,2.222807158577633e-14,5.4039004687995158e-13,5.7667100114004963e-10,2.6422149564737856e-13,3.9585793821188157e-13,3.1871794409425559e-10,5.5734693432190284e-19,6.2414968443160575e-16,1.8524349704711847e-19,1.5587378769767015e-26,9.5877604184639137e-23,2.8404931891653857e-27
1.6607031873138444e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229903637383795,0.11866181793483831,0.02282144919394424,0.0,8.5488726425979065e-19,1.0300627949886752e-11,7.5529166750133691e-17,1.1081809482745597e-17,7.3380855140827632e-37,1.4661529113259405e-07,4.3117197445283981e-34,1.4653537536790597e-07,1.0297516762403196e-23,6.0971017710544438e-23,1.0518535830841695e-28,1.0765320436470172e-29,6.2771635866390361e-17,2.3905088614590986e-25,8.0005705303017247e-06,2.3699709414253832e-07,1.9497605053174518e-09,2.258507701859095e-14,5.5161727966697348e-13,5.8138853267686044e-10,2.6638468442535366e-13,3.991123031287293e-13,3.2669984184607148e-10,5.7970177715551804e-19,6.5187735905497061e-16,1.8852819809843845e-19,1.6975283441752076e-26,1.0220277384542656e-22,3.0145439847789709e-27
1.6846115450581062e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522989177893289,0.11866170068934939,0.022821447488001346,0.0,8.8360410656564103e-19,1.0599298808225553e-11,7.9705945745088648e-17,1.1566085520886085e-17,7.9892595223115592e-37,1.4872650429970287e-07,4.6959749770501288e-34,1.4864446713151771e-07,1.089851339643016e-23,6.3422653287804385e-23,1.1283621970561331e-28,1.1530769216726373e-29,6.4692246766218644e-17,2.5642366482838556e-25,8.1156920966800313e-06,2.4040895706169576e-07,1.9881417554813291e-09,2.2942795504332676e-14,5.6287430969211377e-13,5.8603475226734368e-10,2.6851517054096335e-13,4.0231796426409279e-13,3.3474640005000539e-10,6.0258305469922477e-19,6.8041358723541595e-16,1.9181934596249713e-19,1.8463830211015008e-26,1.0883499711127588e-22,3.1963761691100856e-27
1.708519902802368e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229879920629956,0.11866158344552835,0.022821445782059441,0.0,9.1282190692365641e-19,1.0902236637780261e-11,8.4046270000279933e-17,1.2064248075856848e-17,8.6876480209475808e-37,1.5083772632729716e-07,5.1083016267111881e-34,1.5075354447676821e-07,1.1525309074252066e-23,6.593254031120135e-23,1.2092136965068643e-28,1.2338218023771224e-29,6.664306679773413e-17,2.7478279527457482e-25,8.2308119929073158e-06,2.4382081793585459e-07,2.0267221012601824e-09,2.3301230370557652e-14,5.7415996948420401e-13,5.9061077135503311e-10,2.7061346425041093e-13,4.0547574613808332e-13,3.4285664133142972e-10,6.2599421185107489e-19,7.0976994842393007e-16,1.9511697394327007e-19,2.0058691388821439e-26,1.1578373531543222e-22,3.3861881907796632e-27
1.73242826054663e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229868062475265,0.1186614662033751,0.022821444076118528,0.0,9.4254177734260598e-19,1.1209441381031264e-11,8.855389418704804e-17,1.2576492750753845e-17,9.4359264526049001e-37,1.5294895708319185e-07,5.5503118327247429e-34,1.5286260740432182e-07,1.2178622895297584e-23,6.8501065803023098e-23,1.2945867025750638e-28,1.3189298353030869e-29,6.862415647626144e-17,2.9416893773020526e-25,8.3459302190077813e-06,2.4723267676503088e-07,2.0654986578803925e-09,2.3660384875252869e-14,5.8547313744479612e-13,5.9511768405305897e-10,2.726800709485e-13,4.0858637410151944e-13,3.5102960363877858e-10,6.4993851833478189e-19,7.3995802035423302e-16,1.9842111503326302e-19,2.1765768844002784e-26,1.2305856011974516e-22,3.584194992167434e-27
1.7802449760351535e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229844346611681,0.11866123172407207,0.022821440664239696,0.0,1.0034922048252848e-18,1.1836651378898907e-11,9.8086170551726637e-17,1.3644010839056156e-17,1.1093408210071055e-36,1.5717144426127726e-07,6.5301737276036337e-34,1.5708069000895768e-07,1.3567728465702551e-23,7.3815546048186994e-23,1.4796347343245981e-28,1.5029065458742638e-29,7.267738818875169e-17,3.361901767331767e-25,8.5761616609250459e-06,2.5405638828850139e-07,2.1436290885312369e-09,2.4380865486960014e-14,6.0817772963228457e-13,6.0392848174454341e-10,2.7672018618042545e-13,4.1466914708321354e-13,3.6755991774026683e-10,6.9943846527301983e-19,8.0287559879137866e-16,2.050490663815798e-19,2.5541362748957495e-26,1.386252963647536e-22,4.0056753729539165e-27
1.823280019974825e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229823002844088,0.11866102069840308,0.022821437593552159,0.0,1.0600759406211736e-18,1.2415732646227289e-11,1.0727549382721359e-16,1.4654900127531002e-17,1.2784901809731673e-36,1.6097171128743354e-07,7.5311616384837569e-34,1.6087691505111487e-07,1.4916022223637347e-23,7.8802866003318073e-23,1.6635281885114249e-28,1.6851206361167065e-29,7.6429431490802351e-17,3.7795130440630007e-25,8.7833642470596083e-06,2.6019772166594874e-07,2.2145894869438889e-09,2.5031790493070811e-14,6.2869556316461428e-13,6.1163248681080537e-10,2.8025278787802223e-13,4.1998970888648744e-13,3.8264235828272668e-10,7.4584094951364059e-19,8.6246198280172505e-16,2.1103681922551173e-19,2.9387288709184963e-26,1.5384879016176721e-22,4.4153124537575448e-27
1.8663150639144962e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229801659560842,0.11866080967813748,0.022821434522867862,0.0,1.1183039335968067e-18,1.3008637822579762e-11,1.1706623269373873e-16,1.5714457225570131e-17,1.4684850969220532e-36,1.6477200462864808e-07,8.6566200253803747e-34,1.646730933899186e-07,1.636184789227574e-23,8.398588872211192e-23,1.8650620122905713e-28,1.8841796414859371e-29,8.0280501663042889e-17,4.2372109568644321e-25,8.9905614223595926e-06,2.663390484179083e-07,2.2861427571850275e-09,2.5685094724822296e-14,6.4928698842500111e-13,6.1912883930977838e-10,2.8369017429249307e-13,4.2516871837824089e-13,3.9791372407987781e-10,7.9401605667676923e-19,9.2492308808702008e-16,2.1704616677081114e-19,3.3699683511131416e-26,1.7028250738492294e-22,4.8550036576920677e-27
1.9093501078541675e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229780316763407,0.11866059866327519,0.022821431452186802,0.0,1.178182867511278e-18,1.3615366574978705e-11,1.2748102875997141e-16,1.6823822696047386e-17,1.6813114937497013e-36,1.685723235846688e-07,9.9185932064315649e-34,1.6846922502897302e-07,1.7909738383838101e-23,8.9366637520389047e-23,2.0854484945998051e-28,2.1011713026677072e-29,8.423096092328341e-17,4.7377580707986004e-25,9.1977531869661297e-06,2.7248036854447699e-07,2.3582736351183461e-09,2.6340794818404447e-14,6.6994689823473903e-13,6.2642332841290804e-10,2.8703499253989459e-13,4.3021024295234316e-13,4.1336892451982218e-10,8.4397972786444375e-19,9.9032637395270128e-16,2.2307728449780069e-19,3.8522029362210105e-26,1.8798601481555828e-22,5.3260421678555909e-27
1.952385151793839e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522975897445316,0.11866038765381602,0.022821428381508992,0.0,1.2397194802940229e-18,1.4235918571123997e-11,1.3854272126742888e-16,1.7984137066231466e-17,1.9190911041744953e-36,1.7237266747455329e-07,1.1329973661533175e-33,1.7226530997180826e-07,1.9564324369095712e-23,9.4947073958475367e-23,2.3259513291194471e-28,2.3372237242661795e-29,8.8281173966686532e-17,5.2840349994631082e-25,9.4049395410203471e-06,2.7862168204575286e-07,2.4309672823080724e-09,2.6998906780004323e-14,6.9067054049269213e-13,6.3352158187742165e-10,2.902898247261735e-13,4.3511810044836151e-13,4.2900301105424524e-10,8.9574662501997434e-19,1.0587392817104006e-15,2.291303425959852e-19,4.390068386306576e-26,2.0701989195922119e-22,5.8298120668462677e-27
1.9954201957335102e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229737632631484,0.11866017664975981,0.022821425310834434,0.0,1.3029205626713175e-18,1.4870293479374937e-11,1.5027433755026682e-16,1.9196540836196544e-17,2.1840872390885689e-36,1.7617303563614437e-07,1.290454032446615e-33,1.7606134822188247e-07,2.1330333962574916e-23,1.0072910045052335e-22,2.587886475119588e-28,2.5935057185570401e-29,9.2431507871523958e-17,5.879042396746768e-25,9.6121204846633776e-06,2.8476298892183496e-07,2.5042092739386658e-09,2.7659446010638674e-14,7.114534932737898e-13,6.4042907055983049e-10,2.9345718878902228e-13,4.3989604481241703e-13,4.4481117304828989e-10,9.4933162536303606e-19,1.1302292346855947e-15,2.3520550569510583e-19,4.9884993909329818e-26,2.2744569817023636e-22,6.3677086448219822e-27
2.0384552396731815e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229716291299682,0.11865996565110645,0.02282142224016313,0.0,1.3677929566412925e-18,1.5518490968732734e-11,1.6269908610611219e-16,2.0462174486550448e-17,2.4787105700155467e-36,1.7997342742555891e-07,1.4656997690561006e-33,1.7985733978258404e-07,2.3212592409709514e-23,1.067145627690859e-22,2.8726230043350666e-28,2.8712271341197542e-29,9.6682332008775685e-17,6.5259029230501287e-25,9.8192960180363571e-06,2.9090428917282298e-07,2.5779855872348135e-09,2.8322427328110766e-14,7.3229164177385385e-13,6.4715111279754196e-10,2.9653951396171002e-13,4.4454784974228278e-13,4.6078873387364317e-10,1.0047490014295193e-18,1.20486363822517e-15,2.4130293281447267e-19,5.6527411058325408e-26,2.4932594037004623e-22,6.9410959438716291e-27
2.081490283612853e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229694950459043,0.1186597546578558,0.022821419169495084,0.0,1.4343435538508067e-18,1.6180510708823358e-11,1.7584034999589657e-16,2.1782178485497196e-17,2.8055250646129675e-36,1.8377384221669141e-07,1.6603015696628234e-33,1.8365328465723328e-07,2.5216021776120458e-23,1.129052524508521e-22,3.1815839151632012e-28,3.1716391702051271e-29,1.0103401795535123e-16,7.2278631849526704e-25,1.0026466141280413e-05,2.9704558279881675e-07,2.6522825904813736e-09,2.8987864988233399e-14,7.5318115697317758e-13,6.536928786601085e-10,2.9953916853868997e-13,4.490770312944039e-13,4.7693114742484301e-10,1.0620115861943731e-18,1.2827098797048778e-15,2.4742277747376741e-19,6.3883608188503464e-26,2.7272404145987386e-22,7.5513668513427748e-27
2.1245253275525242e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229673610110832,0.11865954367000772,0.022821416098830306,0.0,1.5025792939915266e-18,1.6856352369880843e-11,1.8972167817990903e-16,2.3157693295308e-17,3.1672540563467118e-36,1.8757427940073101e-07,1.875927040216391e-33,1.8744918284908441e-07,2.7345640638655915e-23,1.1930290910677947e-22,3.5162469481396856e-28,3.4960346779775808e-29,1.0548693941049894e-16,7.9882956506284512e-25,1.0233630854536694e-05,3.0318686979991793e-07,2.7270870319699581e-09,2.9655772706328953e-14,7.7411847585023854e-13,6.6005939407801248e-10,3.0245847000045665e-13,4.5348700181775949e-13,4.9323399432944136e-10,1.1211322934246533e-18,1.3638353285367097e-15,2.5356518784039025e-19,7.2012597522727998e-26,2.9770430947842702e-22,8.1999601178530289e-27
2.1675603714921955e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229652270256243,0.11865933268756207,0.022821413028168789,0.0,1.5725071632898361e-18,1.754601562273127e-11,2.0436677882515393e-16,2.4589859378284342e-17,3.5667863306197842e-36,1.9137473838569005e-07,2.1143485457710708e-33,1.9124503436132751e-07,2.9606563777917086e-23,1.2590922264451168e-22,3.8781454061496576e-28,3.8457484493248247e-29,1.1004147211527777e-16,8.8107005431227668e-25,1.0440790157946341e-05,3.093281501762279e-07,2.8023860292977127e-09,3.0326163678151773e-14,7.9510028292411286e-13,6.6625554485919446e-10,3.0529964959486666e-13,4.5778125856851719e-13,5.0969297826761296e-10,1.1821239311836499e-18,1.448307336176189e-15,2.5973030683626575e-19,8.0976849970917687e-26,3.2433190742308338e-22,8.888319699337119e-27
2.210595415431867e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229630930896481,0.11865912171051868,0.022821409957510547,0.0,1.6441341930655188e-18,1.8249500138776945e-11,2.1979951403550649e-16,2.6079817202250662e-17,4.0071822800954586e-36,1.9517521859594591e-07,2.3774474359530496e-33,1.950408391970902e-07,3.2004001872194869e-23,1.3272583540676393e-22,4.2688689533447688e-28,4.2221574938014808e-29,1.1469799377508746e-16,9.6987077120309535e-25,1.0647944051650494e-05,3.1546942392784903e-07,2.8781670593550828e-09,3.0999050599815515e-14,8.1612349303106277e-13,6.7228608059680003e-10,3.0806487861999458e-13,4.619630465787695e-13,5.2630392285133512e-10,1.2449978546096239e-18,1.5361932361295875e-15,2.6591827222902512e-19,9.084241576715971e-26,3.5267282375434312e-22,9.6178756843561391e-27
2.2536304593715382e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229609592032677,0.11865891073887744,0.022821406886855574,0.0,1.7174674583149177e-18,1.896680558998095e-11,2.3604389228037508e-16,2.7628707245589924e-17,4.4916801967216158e-36,1.9897571947179363e-07,2.667218348207438e-33,1.9883659735943935e-07,3.4543261192885664e-23,1.3975434422840561e-22,4.6900643986518151e-28,4.6266813044541316e-29,1.1945688398522453e-16,1.0656078483154096e-24,1.0855092535790298e-05,3.2161069105488461e-07,2.9544179481776574e-09,3.1674445687057863e-14,8.3718523528739967e-13,6.7815561846868561e-10,3.1075629106378934e-13,4.6603544994321969e-13,5.4306276817384786e-10,1.3097651770535514e-18,1.627560343961064e-15,2.7212921675133848e-19,1.0167904634327392e-25,3.8279384367815647e-22,1.0390081728745039e-26
2.2966655033112095e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229588253665937,0.1186586997726382,0.022821403816203876,0.0,1.7925140763080827e-18,1.9697931648852442e-11,2.5312406173161735e-16,2.9237670001837499e-17,5.0237027088825433e-36,2.0277624046901134e-07,2.9857735886750364e-33,2.0263230885138287e-07,3.7229743301410463e-23,1.4699630241431979e-22,5.1434364834151043e-28,5.0607821123007863e-29,1.2431852415931203e-16,1.1686707485963344e-24,1.1062235610506896e-05,3.2775195155743814e-07,3.0311268609932062e-09,3.23523606933176e-14,8.5828283818910433e-13,6.8386864692965438e-10,3.1337593747994597e-13,4.7000170809383031e-13,5.5996556729709108e-10,1.3764373078173531e-18,1.7224759572997237e-15,2.783632682562819e-19,1.1356031740186081e-25,4.1476252114674785e-22,1.1206438303381058e-26
2.339700547250881e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522956691579737,0.11865848881180081,0.022821400745555456,0.0,1.8692812052212175e-18,2.0442877988432073e-11,2.710643059396089e-16,3.0907845983862649e-17,5.6068632311271614e-36,2.0657678105843671e-07,3.3353475904729478e-33,2.0642797367587131e-07,4.0068944747579537e-23,1.5445322164102971e-22,5.630748663303947e-28,5.5259651297128717e-29,1.292832974604546e-16,1.2794624459320412e-24,1.126937327594144e-05,3.3389320543561413e-07,3.1082822931037649e-09,3.3032806927239779e-14,8.7941381576500917e-13,6.8942952929961795e-10,3.1592580605742348e-13,4.7386483687663684e-13,5.7700848345854172e-10,1.4450243937327402e-18,1.821007355846606e-15,2.8462054988494146e-19,1.2656375315737614e-25,4.4864715154997082e-22,1.2068434451916056e-26
