Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),CHOX(50),H2OX(23),COX(47),H2X(46),CO2X(24),C2H6X(49),CH3OO(75),CH4OX(57)
2.6899196091331028e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18701493433839411,0.097015463989262557,0.098552070781727369,2.219307986438778e-12,1.99725745564051e-11,9.2816037318784838e-11,5.3462111290669595e-09,1.3264401744429507e-11,5.5359144810522065e-28,6.0356814441523549e-12,1.7651022904079535e-38,1.7877581336406069e-17,2.473393812347585e-27,4.7602218186932312e-17,1.3743122109654119e-26,4.3824978060472683e-25,5.1171560622498467e-21,1.8710874765733965e-32,0.0029843721482392519,0.0028957455887248752,3.4843390615517748e-08,3.7214612567277945e-10,5.3944069442596471e-07,2.762900670248827e-14,1.0722071153783599e-08,5.8407196227438297e-09,1.0706892919260472e-07,3.5897135801259888e-14,2.9712524710088276e-11,6.1022630852795759e-12,7.4857787682017096e-13,1.8483698098559484e-14,4.5448006007693051e-14,1.1759447102686248e-13,3.4486336213365568e-19
2.6962167827365203e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18700623578549008,0.097013323350940303,0.098548792818646466,2.241864706328423e-12,2.0311546564051354e-11,9.3948731961508017e-11,5.3874855633963933e-09,1.3365833035469989e-11,5.6335842045509232e-28,6.0656944380667232e-12,1.8055959516813449e-38,1.8005650455914052e-17,2.5111746769884622e-27,4.8182493681510106e-17,1.3918558950335046e-26,4.4496049095240111e-25,5.1661098758443154e-21,1.9045175019648553e-32,0.0029865120497362318,0.0029023009182252801,3.4930602462269961e-08,3.7481617040407132e-10,5.4206418042880804e-07,2.7741361409698339e-14,1.0777020378616484e-08,5.8419681451191307e-09,1.0762076456961023e-07,3.6259318378571601e-14,3.0159414522885913e-11,6.1504639541791401e-12,7.5812611712965365e-13,1.8621369099087357e-14,4.5825026751139601e-14,1.1847357490151042e-13,3.4986948606693558e-19
2.702513956339938e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18699754844507374,0.097011193102095605,0.098545515269316,2.2645891777499959e-12,2.0655566255900674e-11,9.5092409494711695e-11,5.4289589751412154e-09,1.3467771851257975e-11,5.7327172250499164e-28,6.0957779493540908e-12,1.8469115076742933e-38,1.8134316273985505e-17,2.5494332612589254e-27,4.8768376692869444e-17,1.4095763532762387e-26,4.5175576069889813e-25,5.2154121542732187e-21,1.9384575042718808e-32,0.0029886415601804604,0.0029088554187333892,3.5017795470343327e-08,3.7749877426080857e-10,5.4469383047567667e-07,2.7854132378253885e-14,1.0832103160223921e-08,5.8432081539249149e-09,1.0817386842770231e-07,3.6624176000659139e-14,3.0612043113589361e-11,6.1989018002822612e-12,7.6777131351140008e-13,1.8759689591675523e-14,4.6204112156927449e-14,1.1935700637225218e-13,3.549355922027241e-19
2.7088111299433555e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18698887226829783,0.097009073194759668,0.098542238133295643,2.2874821907403697e-12,2.1004697581636315e-11,9.6247148535589416e-11,5.4706317202087733e-09,1.3570219348213696e-11,5.8333315670674558e-28,6.1259319399019825e-12,1.8890634582128717e-38,1.8263580010371909e-17,2.5881743375007717e-27,4.9359907102924041e-17,1.4274748916031165e-26,4.5863642538791652e-25,5.2650645121675836e-21,1.972913923415873e-32,0.0029907607275412506,0.0029154090911301901,3.5104969623408013e-08,3.801939644986787e-10,5.4732964233160841e-07,2.7967321412639403e-14,1.0887319434739527e-08,5.8444397137450713e-09,1.0872823994638659e-07,3.6991721282367941e-14,3.1070470664925971e-11,6.2475770457368354e-12,7.7751419406518831e-13,1.889866085833175e-14,4.6585267419679953e-14,1.2024477530694864e-13,3.6006224576089116e-19
2.715108303546773e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18698020720653982,0.097006963581185018,0.098538961410146897,2.3105445368914077e-12,2.1359005148409022e-11,9.7413028059515677e-11,5.5125041538180922e-09,1.367317668184104e-11,5.9354454291557731e-28,6.1561563715969247e-12,1.9320665201808138e-38,1.8393442883523595e-17,2.6274027128635937e-27,4.9957124973294361e-17,1.4455528220470657e-26,4.6560332653711473e-25,5.3150685674884889e-21,2.0078932635647547e-32,0.0029928695995665631,0.0029219619362930243,3.519212490502729e-08,3.829017682910975e-10,5.4997161375782531e-07,2.8080930551400992e-14,1.0942669138547847e-08,5.8456628880039182e-09,1.0928387830662955e-07,3.7361966701607541e-14,3.153475783897001e-11,6.2964901117824681e-12,7.8735549037344956e-13,1.9038284179760622e-14,4.6968497729365697e-14,1.2113689156663943e-13,3.6525001581608823e-19
2.7214054771501906e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18697155321140152,0.097004864213844466,0.098535685099433057,2.333777009348383e-12,2.1718554225927397e-11,9.8590127400674703e-11,5.5545766305012236e-09,1.377664500672614e-11,6.0390771855205153e-28,6.1864512063243524e-12,1.9759356301897154e-38,1.8523906110589761e-17,2.6671232294617696e-27,5.0560070545668994e-17,1.4638114627768388e-26,4.7265731167965027e-25,5.3654259415239693e-21,2.0434020936014414e-32,0.0029949682237840319,0.0029285139550956078,3.5279261298655448e-08,3.8562221279642264e-10,5.5261974251261285e-07,2.8194961829384192e-14,1.0998152207305086e-08,5.8468777399549412e-09,1.0984078269084463e-07,3.7734924771207654e-14,3.2004965779972293e-11,6.3456414187523408e-12,7.9729593750766195e-13,1.917856083536786e-14,4.7353808271296615e-14,1.2203336500554394e-13,3.7049947531364469e-19
2.7277026507536082e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18696291023470751,0.097002775045430159,0.098532409200719193,2.3571804028083829e-12,2.2083410751558236e-11,9.9778526252687281e-11,5.5968495041045806e-09,1.3880625476535937e-11,6.1442453867756559e-28,6.2168164059684867e-12,2.0206859472792816e-38,1.8654970907418457e-17,2.7073407645317298e-27,5.1168784242047742e-17,1.4822521381078588e-26,4.7979923437216208e-25,5.4161382588857678e-21,2.0794470475948576e-32,0.0029970566475019797,0.0029350651484080443,3.5366378787636213e-08,3.8835532515299383e-10,5.5527402635010774e-07,2.8309417289035896e-14,1.1053768577128466e-08,5.8480843315037304e-09,1.1039895228287561e-07,3.8110608024348986e-14,3.2481156116502711e-11,6.3950313860750393e-12,8.0733627403472045e-13,1.9319492103260652e-14,4.7741204226125784e-14,1.2293420547106222e-13,3.7581120108545324e-19
2.7339998243570258e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18695427822850424,0.097000696028852598,0.098529133713572206,2.3807555135187306e-12,2.2453641335432746e-11,1.0097830466923676e-10,5.6393231277902755e-09,1.3985119244016709e-11,6.250968760675988e-28,6.2472519324122511e-12,2.0663328556338873e-38,1.8786638488556591e-17,2.7480602305893584e-27,5.1783306664982445e-17,1.5008761785130222e-26,4.8702995420216372e-25,5.467207147506078e-21,2.1160348252722522e-32,0.0029991349178104245,0.0029416155170968413,3.5453477355201218e-08,3.911011324798381e-10,5.579344630215634e-07,2.8424298976229844e-14,1.1109518183300178e-08,5.8492827245105783e-09,1.1095838626798576e-07,3.848902901559956e-14,3.2963390963578114e-11,6.444660432276419e-12,8.1747724202329934e-13,1.9461079260246432e-14,4.8130690769845338e-14,1.238394228037761e-13,3.8118577386585161e-19
2.7402969979604434e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18694565714505901,0.096998627117239486,0.098525858637560845,2.4045031392753916e-12,2.2829313265575759e-11,1.0218954306469338e-10,5.6819978540374481e-09,1.4090127460992659e-11,6.3592662133786542e-28,6.2777577475371582e-12,2.112891967318545e-38,1.8918910067249899e-17,2.7892865755875523e-27,5.2403678597886788e-17,1.5196849206344823e-26,4.9435033681563054e-25,5.5186342386343814e-21,2.1531721924930704e-32,0.0030012030815820979,0.0029481650620249334,3.5540556984468111e-08,3.9385966187703505e-10,5.606010502740613e-07,2.8539608939787533e-14,1.1165400961525211e-08,5.8504729795428835e-09,1.1151908383284308e-07,3.8870200323006214e-14,3.3451732925218398e-11,6.4945289749814381e-12,8.2771958705019974e-13,1.9603323581833831e-14,4.8522273073784204e-14,1.2474902683744995e-13,3.8662377830752203e-19
2.746594171563861e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18693704693685892,0.096996568263934893,0.098522583972255495,2.4284240794213969e-12,2.3210494513068705e-11,1.0341232221473647e-10,5.7248740346435801e-09,1.4195651278364382e-11,6.4691568309169063e-28,6.3083338132231952e-12,2.1603791250427322e-38,1.9051786855442972e-17,2.8310247830740093e-27,5.3029941005372335e-17,1.5386797072957995e-26,5.0176125395246517e-25,5.5704211668343315e-21,2.1908659817251016e-32,0.0030032611854734432,0.0029547137840516906,3.5627617658438799e-08,3.966309404254679e-10,5.6327378585182912e-07,2.8655349232847404e-14,1.1221416846581608e-08,5.8516551572301725e-09,1.1208104416551082e-07,3.9254134546641345e-14,3.3946245097173133e-11,6.544637430915978e-12,8.3806405820668068e-13,1.9746226342235173e-14,4.8915956304605762e-14,1.256630273990317e-13,3.9212580299741903e-19
2.7528913451672785e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18692844755661014,0.096994519422498135,0.098519309717228415,2.4525191348452487e-12,2.3597253737242998e-11,1.0464672325697529e-10,5.7679520207258022e-09,1.4301691846107402e-11,6.5806598805079029e-28,6.3389800913487354e-12,2.208810404954272e-38,1.9185270063779171e-17,2.8732798723492883e-27,5.3662135033560796e-17,1.5578618875137496e-26,5.0926358347535866e-25,5.6225695699805863e-21,2.229123092523097e-32,0.0030053092759256155,0.0029612616840329429,3.5714659359997678e-08,3.9941499518662326e-10,5.6595266749460625e-07,2.8771521911934652e-14,1.127756577392494e-08,5.8528293166721724e-09,1.1264426645543029e-07,3.9640844309018528e-14,3.4446991069513715e-11,6.5949862159086608e-12,8.4851140810476672e-13,1.9889788814367866e-14,4.931174562430538e-14,1.2658143430865371e-13,3.9769244047271947e-19
2.759188518770696e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18691985895723648,0.096992480546702842,0.098516035872053639,2.4767891079793468e-12,2.3989660290896264e-11,1.0589282769156767e-10,5.8112321627221994e-09,1.4408250313270638e-11,6.6937948116922033e-28,6.3696965437904051e-12,2.2582021194601401e-38,1.9319360901600604e-17,2.9160568986250882e-27,5.4300302010372356e-17,1.5772328165097774e-26,5.1685820939204801e-25,5.67508108925562e-21,2.2679504920095737e-32,0.0030073473991654755,0.0029678087628209914,3.5801682071910063e-08,4.0221185320290063e-10,5.6863769293957244e-07,2.8888129037605277e-14,1.1333847677728179e-08,5.8539955174029074e-09,1.1320874989341272e-07,4.0030342254933802e-14,3.495403492909041e-11,6.6455757448926464e-12,8.5906239288353906e-13,2.003401226985466e-14,4.9709646190207886e-14,1.2750425737963377e-13,4.0332428723678433e-19
2.7654856923741137e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18691128109187855,0.096990451590535876,0.098512762436306869,2.5012348027984051e-12,2.4387784225529375e-11,1.0715071738183777e-10,5.8547148103931177e-09,1.451532782797486e-11,6.8085812574904211e-28,6.4004831324229892e-12,2.3085708200719688e-38,1.9454060576948075e-17,2.9593609531827261e-27,5.4944483445814747e-17,1.596793855721463e-26,5.2454602187811482e-25,5.7279573691464957e-21,2.3073552153575988e-32,0.0030093756012065775,0.0029743550212646248,3.5888685776820765e-08,4.050215414970977e-10,5.7132885991886093e-07,2.9005172673721954e-14,1.1390262493338009e-08,5.8551538169487301e-09,1.1377449367162022e-07,4.0422641051491328e-14,3.5467441262005947e-11,6.6964064319074283e-12,8.6971777221541025e-13,2.0178897979024178e-14,5.0109663154964907e-14,1.2843150641847567e-13,4.0902194377513166e-19
2.7717828659775312e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18690271391389279,0.096988432508196526,0.098509489409565609,2.5258570248178718e-12,2.4791696296607638e-11,1.0842047455489097e-10,5.8984003128224388e-09,1.4622925537411158e-11,6.9250390356573901e-28,6.4313398191193075e-12,2.3599333002770668e-38,1.9589370296561072e-17,3.0031971635318291e-27,5.5594721032284049e-17,1.6165463728141419e-26,5.3232791730337847e-25,5.7812000574416944e-21,2.3473443662755964e-32,0.0030113939278501611,0.0029809004602091437,3.5975670457252411e-08,4.0784408707297961e-10,5.7402616616274094e-07,2.9122654888364186e-14,1.1446810154062107e-08,5.8563042740400563e-09,1.1434149698356242e-07,4.0817753387939507e-14,3.598727515616918e-11,6.7474786901006194e-12,8.8047830931238119e-13,2.0324447210912376e-14,5.0511801666552138e-14,1.2936319122487052e-13,4.1478601457142509e-19
2.7780800395809488e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18689415737685058,0.0969864232540954,0.09850621679140914,2.55065658109235e-12,2.5201467968848467e-11,1.0970218180222878e-10,5.942289018418876e-09,1.4731044587839349e-11,7.0431881499742537e-28,6.4622665657501135e-12,2.4123065984366066e-38,1.9725291265877582e-17,3.04757069356923e-27,5.6251056644868735e-17,1.6364917416925839e-26,5.4020479825955721e-25,5.8348108052279206e-21,2.3879251174943294e-32,0.0030134024246861253,0.0029874450804963648,3.6062636095604099e-08,4.1067951691440482e-10,5.7672960939522818e-07,2.9240577752559218e-14,1.1503490595526071e-08,5.8574469442745273e-09,1.1490975902407188e-07,4.1215691975802291e-14,3.651360220388067e-11,6.7987929317297197e-12,8.9134477093228031e-13,2.0470661233263823e-14,5.0916066868266515e-14,1.30299321591697e-13,4.2061710812347988e-19
2.7843772131843664e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18688561143453702,0.096984423782853393,0.098502944581418381,2.5756342802140228e-12,2.5617171421535424e-11,1.1099592208035928e-10,5.9863812749172465e-09,1.48396861245864e-11,7.1630487915122055e-28,6.493263334183961e-12,2.4657080007114538e-38,1.9861824689034235e-17,3.0924867437381042e-27,5.6913532341648464e-17,1.65663134251256e-26,5.4817757358667601e-25,5.8887912668868995e-21,2.4291047112560708e-32,0.003015401137094005,0.0029939888829646471,3.6149582674149872e-08,4.1352785798643988e-10,5.7943918734014532e-07,2.9358943342034527e-14,1.1560303749582691e-08,5.8585818861975357e-09,1.1547927898930983e-07,4.1616469548571408e-14,3.7046488504394923e-11,6.8503495681638829e-12,9.0231792738498521e-13,2.0617541312532664e-14,5.1322463898723236e-14,1.312399073050228e-13,4.2651583695928601e-19
2.790674386787784e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18687707604095,0.096982434049300847,0.098499672779176026,2.600790932311073e-12,2.6038879553857003e-11,1.1230177871140995e-10,6.0306774293797382e-09,1.4948851292044849e-11,7.2846413398714462e-28,6.524330086287108e-12,2.5201550440151823e-38,1.9998971768865937e-17,3.1379505511872979e-27,5.7582190363987919e-17,1.6769665616923738e-26,5.562471583983446e-25,5.9431431000921566e-21,2.4708904598059191e-32,0.0030173901102439477,0.0030005318684489051,3.6236510175037385e-08,4.1638913723364064e-10,5.8215489771232653e-07,2.9477753734664159e-14,1.1617249553075401e-08,5.8597091525733497e-09,1.1605005607672701e-07,4.2020098862035121e-14,3.7586000666464448e-11,6.9021490098856677e-12,9.1339855253862447e-13,2.0765088713883141e-14,5.1730997891852857e-14,1.3218495814410497e-13,4.3248281765304616e-19
2.7963418430308597e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18686940316803305,0.096980651577663307,0.098496728505439279,2.6235855947998362e-12,2.6423611709573483e-11,1.1348747832194938e-10,6.0707185874611768e-09,1.5047548592101804e-11,7.3955724103741494e-28,6.552349967697696e-12,2.5700661047450359e-38,2.0122929810265832e-17,3.1793406685745673e-27,5.8189303532864463e-17,1.6954366635822435e-26,5.6359331825510175e-25,5.9923786453662495e-21,2.5090219962156414e-32,0.0030191718961785114,0.0030064198575506878,3.6314728599580448e-08,4.1897537295090716e-10,5.8460427838663839e-07,2.9585065116716226e-14,1.1668614133314502e-08,5.8607171786491246e-09,1.1656482963260996e-07,4.2385814042601278e-14,3.8077282188676809e-11,6.9489764445069469e-12,9.2346364339046529e-13,2.0898452980097512e-14,5.2100509828170825e-14,1.3303932965886909e-13,4.3791196848782535e-19
2.8020092992739355e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18686173876925685,0.096978876924499927,0.098493784561340308,2.6465264593893877e-12,2.6813321460290025e-11,1.1468312122405515e-10,6.1109254355335064e-09,1.5146671792177129e-11,7.5079381114859996e-28,6.580426477187125e-12,2.6208516889206702e-38,2.0247386761847433e-17,3.2211826112278244e-27,5.8801489802404843e-17,1.7140673639690882e-26,5.7101931614687271e-25,6.0419175600467894e-21,2.5476559282803729e-32,0.0030209458623691849,0.003012307186172744,3.6392931543461323e-08,4.2157213001536803e-10,5.870586228072945e-07,2.9692739996884596e-14,1.1720086056309666e-08,5.8617190730459206e-09,1.1708062022520834e-07,4.2753858812877353e-14,3.8574034307372359e-11,6.9960011811817319e-12,9.3361698278559748e-13,2.1032359721425952e-14,5.2471760594969782e-14,1.338973329606642e-13,4.4339736125865857e-19
2.8071100098927035e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18685484802839106,0.096977286394586332,0.098491135293242965,2.6672987310450365e-12,2.7168361246651561e-11,1.1576775217820596e-10,6.1472534717103893e-09,1.523624750468105e-11,7.6103064560070741e-28,6.6057437297544191e-12,2.6673174354421643e-38,2.0359825308988999e-17,3.2592298887475318e-27,5.9356820710464276e-17,1.73097315208109e-26,5.7777153791376435e-25,6.086762968478322e-21,2.582860542048891e-32,0.0030225357729220174,0.0030176052177196639,3.6463300946012026e-08,4.2391822332687602e-10,5.8927177540787687e-07,2.9789959438721919e-14,1.176650252437481e-08,5.8626155684755935e-09,1.1754570084359072e-07,4.3087098628283915e-14,3.9025829583492987e-11,7.0384923832633336e-12,9.4283091309752738e-13,2.1153340364935355e-14,5.2807376070446955e-14,1.3467264699077462e-13,4.4838268005038861e-19
2.8122107205114716e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18684796410073598,0.096975702147714976,0.098488486291690241,2.6881903408943456e-12,2.7527517337771761e-11,1.1686053201705845e-10,6.1837161037188541e-09,1.5326169476711892e-11,7.7138604125648038e-28,6.631106808272814e-12,2.7145121581893354e-38,2.0472669318132767e-17,3.2976491554345777e-27,5.9916308892046073e-17,1.7480106033483622e-26,5.8458947824269392e-25,6.1318559778928881e-21,2.6184805590486604e-32,0.0030241193994046934,0.0030229027152022941,3.6533657788726589e-08,4.2627286908893354e-10,5.9148894606962759e-07,2.9887475659779891e-14,1.1813005863977508e-08,5.8635071587756605e-09,1.1801160436599583e-07,4.3422239802331343e-14,3.9482132649529351e-11,7.081143857324644e-12,9.5211720596870628e-13,2.1274761828024153e-14,5.3144405741435979e-14,1.3545091371522406e-13,4.534142614316352e-19
2.8173114311302396e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18684108696234858,0.096974124160376929,0.098485837556464423,2.7092017231478428e-12,2.7890830238201499e-11,1.179615059026905e-10,6.2203135143963327e-09,1.5416438314193762e-11,7.8186112724174906e-28,6.656515692470155e-12,2.7624457985262366e-38,2.0585919425390937e-17,3.3364432836518491e-27,6.0479977237665677e-17,1.7651804696728878e-26,5.9147363868664715e-25,6.1771974771234867e-21,2.6545200365450607e-32,0.0030256967653263978,0.0030281996790561833,3.6604002061805819e-08,4.2863608157391888e-10,5.9371013356920682e-07,2.9985289773132643e-14,1.1859596040664068e-08,5.8643938709783271e-09,1.1847833036898239e-07,4.3759289166593896e-14,3.9942980143542301e-11,7.1239558193969995e-12,9.6147628124289882e-13,2.1396624779965667e-14,5.3482852325055993e-14,1.3623213831477428e-13,4.5849244288987734e-19
2.8224121417490076e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18683421658937513,0.096972552409151133,0.098483189087348502,2.7303333126735876e-12,2.8258340775029123e-11,1.1907071915597823e-10,6.257045886293628e-09,1.5507054622644676e-11,7.9245704109442235e-28,6.6819703620730159e-12,2.8111284128527696e-38,2.0699576266315121e-17,3.3756151619361449e-27,6.1047848717420618e-17,1.7824835056792498e-26,5.9842452355983961e-25,6.2227883564125872e-21,2.6909830630996639e-32,0.0030272678941084138,0.0030334961097154339,3.6674333755393179e-08,4.3100787504611231e-10,5.9593533668359375e-07,3.0083402893969587e-14,1.1906273017866082e-08,5.8652757339051913e-09,1.1894587842963854e-07,4.4098253561961261e-14,4.0408408928917234e-11,7.1669284851341091e-12,9.709085603099199e-13,2.1518929889479198e-14,5.3822718536401719e-14,1.3701632596725712e-13,4.6361756369188513e-19
2.8275128523677757e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18682735295805072,0.096970986870704143,0.098480540884126264,2.7515855449966226e-12,2.8630090099796018e-11,1.2018821725680507e-10,6.2939134016753398e-09,1.5598019007175905e-11,8.0317492880929435e-28,6.707470796806653e-12,2.8605701736942259e-38,2.0813640475896279e-17,3.4151676950541865e-27,6.161994638109171e-17,1.7999204687186191e-26,6.0544263994679658e-25,6.2686295074110083e-21,2.7278737587461755e-32,0.0030288328090844513,0.003038792007612705,3.6744652859574419e-08,4.3338826376123971e-10,5.9816455418813989e-07,3.0181816139069531e-14,1.1953036758838943e-08,5.8661527762368167e-09,1.1941424812557249e-07,4.443913983868083e-14,4.0878456095266061e-11,7.2100620698126394e-12,9.8041446610775411e-13,2.1641677824730692e-14,5.4164007088542263e-14,1.3780348184757462e-13,4.6878996488934487e-19
2.8326135629865437e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18682049604469939,0.096969427521789789,0.098477892946582157,2.7729588562984255e-12,2.9006119690421721e-11,1.2131404584426845e-10,6.3309162425202991e-09,1.5689332072491432e-11,8.1401594488312544e-28,6.7330169763949623e-12,2.9107813708014997e-38,2.092811268856483e-17,3.455103804058705e-27,6.2196293358244101e-17,1.8174921188727143e-26,6.1252849771148682e-25,6.3147218231768009e-21,2.7651962751671935e-32,0.0030303915335009712,0.0030440873731792254,3.6814959364377281e-08,4.3577726196599766e-10,6.0039778485392103e-07,3.0280530626022846e-14,1.1999887229296336e-08,5.8670250238568346e-09,1.1988343903493198e-07,4.4781954856446394e-14,4.1353158959331135e-11,7.2533567883328031e-12,9.8999442312467839e-13,2.1764869253333788e-14,5.4506720692519812e-14,1.3859361112769952e-13,4.7400998932448815e-19
2.8377142736053118e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18681364582573345,0.096967874339248736,0.098475245274501369,2.7944536834163654e-12,2.9386471353133898e-11,1.2244825071688837e-10,6.3680545905219887e-09,1.5780994422887304e-11,8.249812523598191e-28,6.7586088805604391e-12,2.9617724122568019e-38,2.1042993538190609e-17,3.4954264263445641e-27,6.2776912858328192e-17,1.8351992189577853e-26,6.1968260950644997e-25,6.3610661981741087e-21,2.8029547958713703e-32,0.0030319440905175188,0.0030493822068447928,3.6885253259771036e-08,4.3817488389905641e-10,6.02635027452655e-07,3.0379547474585339e-14,1.2046824392481751e-08,5.8678925047891926e-09,1.2035345073639415e-07,4.5126705484226508e-14,4.1832555065890817e-11,7.2968128552189494e-12,9.996488574013686e-13,2.1888504842350739e-14,5.4850862057348304e-14,1.393867189766752e-13,4.7927798163572351e-19
2.8428149842240798e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18680680227765306,0.096966327300008287,0.098472597867669737,2.8160704638431551e-12,2.9771187224407074e-11,1.2359087783281642e-10,6.4053286270889688e-09,1.5873006662251063e-11,8.3607202287579291e-28,6.7842464890241311e-12,3.0135538255893144e-38,2.1158283658082571e-17,3.5361385157049564e-27,6.3361828170779964e-17,1.853042534528593e-26,6.2690549078193315e-25,6.4076635282720126e-21,2.8411535363713334e-32,0.0030334905032070435,0.0030546765090377795,3.6955534535666131e-08,4.4058114379049478e-10,6.0487628075468238e-07,3.0478867806173791e-14,1.2093848211177943e-08,5.8687552472129515e-09,1.2082428280913973e-07,4.5473398600296543e-14,4.2316682188667096e-11,7.3404304846201424e-12,1.0093781965330115e-12,2.2012585258292606e-14,5.5196433890012133e-14,1.4018281056061601e-13,4.845942882632752e-19
2.847915694842848e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1867999653770463,0.096964786381082108,0.098469950725873889,2.8378096357263065e-12,3.0160309772907153e-11,1.2474197331004055e-10,6.4427385333453036e-09,1.5965369394061108e-11,8.4728943670532389e-28,6.8099297815055955e-12,3.0661362588974109e-38,2.1273983680989027e-17,3.5772430423876475e-27,6.3951062665121199e-17,1.8710228338823511e-26,6.3419765979500301e-25,6.4545147107434236e-21,2.8797967443621022e-32,0.0030350307945562257,0.0030599702801851433,3.7025803181913895e-08,4.4299605586120056e-10,6.0712154352573851e-07,3.0578492742980907e-14,1.2140958650922336e-08,5.8696132762190138e-09,1.2129593483287898e-07,4.5822041092290193e-14,4.2805578331231932e-11,7.3842098903107359e-12,1.0191828696714044e-12,2.2137111167119277e-14,5.5543438895464768e-14,1.4098189104270761e-13,4.8995925745482266e-19
2.853016405461616e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18679313510058845,0.096963251559569599,0.09846730384890115,2.8596716378675842e-12,3.055388180144434e-11,1.2590158342659226e-10,6.4802844901309773e-09,1.6058083221386075e-11,8.5863468280614542e-28,6.8356587377228525e-12,3.1195304819805346e-38,2.1390094239097477e-17,3.6187429931512754e-27,6.4544639791059453e-17,1.8891408880626923e-26,6.4155963761868051e-25,6.5016206442639224e-21,2.918888699900218e-32,0.0030365649874657969,0.0030652635207124262,3.7096059188306196e-08,4.4541963432412951e-10,6.0937081453229546e-07,3.0678423409332245e-14,1.2188155674654229e-08,5.8704666191771333e-09,1.2176840638783624e-07,4.6172639857079853e-14,4.3299281727917194e-11,7.4281512856909689e-12,1.0290633075270543e-12,2.2262083234239159e-14,5.5891879776627318e-14,1.4178396558320698e-13,4.9537323927114718e-19
2.858117116080384e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18678631142504198,0.096961722812655984,0.09846465723653948,2.8816569097224635e-12,3.0951946448932321e-11,1.2706975462075426e-10,6.5179666780023105e-09,1.6151148746884227e-11,8.7010895886517541e-28,6.8614333373923446e-12,3.1737473874781941e-38,2.150661596403435e-17,3.6606413713217202e-27,6.5142583078587603e-17,1.9073974708636335e-26,6.4899194815107952e-25,6.5489822289106136e-21,2.9584337155834037e-32,0.0030380931047508642,0.0030705562310437634,3.7166302544575038e-08,4.4785189338355717e-10,6.1162409253931111e-07,3.0778660931113596e-14,1.2235439244954536e-08,5.8713153035196565e-09,1.2224169705472458e-07,4.6525201800864513e-14,4.3797830844725832e-11,7.4722548837875223e-12,1.0390199423712667e-12,2.2387502124509941e-14,5.6241759234387224e-14,1.4258903933944276e-13,5.0083658559177873e-19
2.863217826699152e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18677949432725588,0.096960200117611708,0.098462010888577603,2.9037658913995793e-12,3.1354547192355405e-11,1.2824653349126296e-10,6.5557852772323834e-09,1.6244566572802847e-11,8.8171347134433792e-28,6.8872535602288922e-12,3.2287979920181744e-38,2.1623549486865286e-17,3.7029411968485182e-27,6.5744916138083366e-17,1.9257933588334944e-26,6.5649511812455838e-25,6.5966003661610044e-21,2.9984361367309138e-32,0.0030396151691412304,0.0030758484116018875,3.7236533240392369e-08,4.5029284723435893e-10,6.1388137630730425e-07,3.0879206435184428e-14,1.2282809326960674e-08,5.8721593537916048e-09,1.2271580641477955e-07,4.6879733839047228e-14,4.4301264380242123e-11,7.516520897254103e-12,1.0490532080382357e-12,2.2513368502239134e-14,5.659307996759672e-14,1.4339711746581548e-13,5.0634965012065017e-19
