Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),COX(58)
7.821727116607723e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999688,0.099999999999997549,0.099999999999999659,7.8356018861652609e-123,3.9498254682160472e-54,9.4199226447479581e-41,5.1114878587382231e-66,3.9189272425768163e-49,2.5353380928029843e-43,4.0479079532872997e-26,5.1082543321046749e-103,4.0479075196367922e-26,1.3740097432406283e-65,2.4890177011715264e-59,1.2070821553016432e-66,5.396981852809882e-95,2.5360751058755611e-43,1.3790128192404941e-80,2.4608504039593553e-15,7.1779401506281763e-16,1.6267246667794877e-20,1.1561234476990554e-31,1.6267246668180527e-20,2.484632248269962e-31,1.3373913457279201e-37,5.0553510563978595e-44,5.3515652468795166e-68,2.0636722011833009e-45,3.5880733617138243e-81
1.5650249825844992e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999371,0.099999999999995093,0.099999999999999298,5.0247058683108666e-121,6.3232143770190539e-53,3.770444863529465e-40,4.0922986496093756e-65,3.1383201838593332e-48,1.014796058522593e-42,8.0993336364597771e-26,1.6370889890343422e-101,8.0993319007276219e-26,1.1003225583883274e-64,3.9870628358241539e-58,9.6639976472895896e-66,8.6422034507767372e-94,1.0153861171077948e-42,2.2088178629942857e-79,4.9238388186934903e-15,1.436211656550513e-15,3.2548626477510307e-20,4.6275066652119385e-31,3.2548626479053922e-20,9.9449987773113473e-31,1.0707253291373425e-36,8.053371273731404e-43,3.4113693952049899e-66,1.6521925354243742e-44,5.7455927740064666e-80
3.1307295244319526e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998733,0.099999999999990166,0.099999999999998576,3.2200421874652102e-119,1.0119938216687993e-51,1.5086857963716007e-39,3.2750833203566197e-64,2.5119281242804069e-47,4.0605068132176654e-42,1.6202187608135198e-25,5.2426076688645151e-100,1.6202180662945677e-25,8.8070464200356144e-64,6.3830104381077415e-57,7.7341365302849417e-65,1.3833156449909151e-92,4.0652290750739751e-42,3.5360293896025325e-78,9.8498156481560506e-15,2.8730469395258297e-15,6.5111386096113908e-20,1.8516053705283567e-30,6.5111386102290366e-20,3.9792906221902795e-30,8.5690417620745243e-36,1.2857189922796762e-41,2.178901699906056e-64,1.3222561208549859e-43,9.1966920149227278e-79
6.262138608126859e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997462,0.099999999999980313,0.099999999999997133,2.0635297972199174e-117,1.6194136780005417e-50,6.0358594262462914e-39,2.6205665095160668e-63,2.0100514144781023e-46,1.6244677265480044e-41,3.2407905972807899e-25,1.6782645569868318e-98,3.2407878187527394e-25,7.0474315037862182e-63,1.0215785143561245e-55,6.1884864324317345e-64,2.2137572139802288e-91,1.6282462532956057e-41,5.6591899757378329e-77,1.9701769307058337e-14,5.7467175054761668e-15,1.3023690533001221e-19,7.4076267253483838e-30,1.3023690535472208e-19,1.5919719363219682e-29,6.8565113040185882e-35,2.0548874153161399e-40,1.3930920790836562e-62,1.0580057255665116e-42,1.4717713362489918e-77
1.2524956775516673e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559994919,0.099999999999960607,0.09999999999999426,1.3232579359164119e-115,2.591240502243963e-49,2.4146473512104513e-38,2.0966710402685015e-62,1.6082447223063578e-45,6.4984045285736153e-41,6.4819384387440747e-25,5.371468851683162e-97,6.4819273237273227e-25,5.6386751186847382e-62,1.6347629931080303e-54,4.9512626268694094e-63,3.5424018001247051e-90,6.5286356093412099e-41,9.0559572755539128e-76,3.9405676624771572e-14,1.1494058637375651e-14,2.6048794378457302e-19,2.9632914860510599e-29,2.6048794388342079e-19,6.3683785835140914e-29,5.4856914001861267e-34,3.2859922019308402e-39,8.9112451520776367e-61,8.4648483891231675e-42,2.3550935605272756e-76
2.5050593110296305e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559989829,0.099999999999921194,0.099999999999988515,8.5001494557612803e-114,4.1461269267621694e-48,9.6598391197648824e-38,1.6776405727374916e-61,1.2866772188615933e-44,2.5994714054311308e-40,1.2964250795785616e-24,1.719042502520577e-95,1.2964206333909448e-24,4.5112514089072384e-61,2.6158102392848464e-53,3.9612035797907544e-62,5.6688441366772916e-89,2.6236574127091819e-40,1.449059445049943e-74,7.8813491259832724e-14,2.2988740901169876e-14,5.2099002064075169e-19,1.185364539393266e-28,5.2099002103616119e-19,2.5474331461148625e-28,4.3886999046381926e-33,5.2560716726060692e-38,5.7016839155222312e-59,6.7721984554414638e-41,3.7688152581473503e-75
5.010186577985556e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559979648,0.099999999999842382,0.099999999999977024,5.4876468373676657e-112,6.633914305068152e-47,3.8646996094431888e-37,1.3449867516925709e-60,1.0293743520995633e-43,1.0398127739568389e-39,2.5928942206328559e-24,5.5012688683159537e-94,2.5928764355205538e-24,3.6091565846678255e-60,4.1854464729716353e-52,3.1690467785712286e-61,9.0884617467527995e-88,1.0591620302778473e-39,2.3185993678779165e-73,1.5762912052849368e-13,4.5978105428739323e-14,1.0419941741413371e-18,4.7415523218227652e-28,1.041994175723025e-18,1.0189764348259561e-27,3.5109447713000032e-32,8.4083307324465301e-37,3.6485186628786357e-57,5.4178845744641068e-40,6.0422778604047007e-74
1.0020441111897407e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559959287,0.099999999999684744,0.099999999999954028,3.6594536810248663e-110,1.0614343937882297e-45,1.5464438268255273e-36,1.1123399535946018e-59,8.2351251205776475e-43,4.1593178606322737e-39,5.1858591813253704e-24,1.7604957094406721e-92,5.1857880401525048e-24,2.8874369371425189e-59,6.6968297069942303e-51,2.5352814234131938e-60,1.5003990219027252e-86,4.3141136079507005e-39,3.7099039248672978e-72,3.1526037905997034e-13,9.1956834483802217e-14,2.0840024802954196e-18,1.8966383798223168e-27,2.0840024866223787e-18,4.075806766113273e-27,2.8086315755121239e-31,1.3451674267352513e-35,2.3347772698346725e-55,4.3343546387392525e-39,9.9750948544863398e-73
2.0040950179721112e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559918564,0.099999999999369482,0.099999999999908051,3.4393360772900502e-108,1.6982989769260662e-44,6.1901924284397353e-36,1.3548689351059635e-58,6.588152208374769e-42,1.6637551699391625e-38,1.0371895817045924e-23,5.6339627919895883e-91,1.0371611250907353e-23,2.3100733951703057e-58,1.0715004694526623e-49,2.0282594338478169e-59,3.5837155202152047e-85,1.7875922780699714e-38,5.936159127943634e-71,6.3052289609954259e-13,1.8391429259362405e-13,4.1680190892152323e-18,7.586577366254809e-27,4.1680191145243353e-18,1.6302186602714828e-26,2.2466665014124021e-30,2.1519602454772781e-34,1.4940469862754175e-53,3.4674971499115155e-38,2.3825591960657951e-71
4.008196831536852e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559837118,0.099999999998738959,0.099999999999816097,1.3323955185935789e-105,2.7172734017866058e-43,2.4795911278271218e-35,7.0342595700780736e-57,5.2705425955484198e-41,6.6551941126673285e-38,2.0744395945827736e-23,1.8030774920316437e-89,2.0743257678380801e-23,1.8482349398489743e-57,1.7144020865485465e-48,1.622647976844239e-58,3.6012543897875655e-83,7.6458903239806988e-38,9.4987349661812258e-70,1.2610479300851619e-12,3.678292088120518e-13,8.3360522935014485e-18,3.034626871654256e-26,8.3360523947472236e-18,6.5199926878882617e-26,1.7969352844093036e-29,3.4423296616006138e-33,9.5596587776296603e-52,2.7739945309630893e-37,2.394218639286228e-69
8.016400458666333e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559674226,0.099999999997477898,0.099999999999632189,1.3072579210589659e-102,4.347607493998151e-42,9.9464292189402266e-35,8.1757028932242253e-55,4.2164423824004959e-40,2.6622062368526707e-37,4.1491103632743058e-23,5.7711376731852921e-88,4.1486550557182737e-23,1.4788611427068239e-56,2.7430289264426802e-47,1.2981772921095666e-57,8.3239614210931931e-81,3.4547586327095825e-37,1.5200696544372133e-68,2.5220979976823005e-12,7.3565904124404378e-13,1.6672118647860246e-17,1.2138428583773519e-25,1.6672119052916692e-17,2.6072818384071807e-25,1.4369054774955059e-28,5.505289100205392e-32,6.1154577312298655e-50,2.219180646061952e-36,5.5340072304104305e-67
1.6032807712925297e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362559348448,0.099999999994955777,0.099999999999264358,1.5183505766706353e-99,6.9560648979034176e-41,4.0009986182589111e-34,1.0389840500520202e-52,3.3731571873585438e-39,1.0649833372575482e-36,8.2991348723891472e-23,1.8475814780102703e-86,8.2973136410206773e-23,1.1835225271431983e-55,4.388785216675288e-46,1.0386337799004685e-56,2.1148209310962123e-78,1.6990165261114584e-36,2.4329743423371979e-67,5.0441981313801802e-12,1.4713187060885739e-12,3.3344251139723305e-17,4.85529905184732e-25,3.3344252760532643e-17,1.0423389989173529e-24,1.1484944362297251e-27,8.800780836737217e-31,3.9104559301770174e-48,1.7753166009105249e-35,1.4059910982547122e-64
3.2065622221443226e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362558696891,0.099999999989911548,0.099999999998528696,1.9425976681969989e-96,1.112935214882167e-39,1.6183118672837353e-33,1.3270564662212451e-50,2.6985269969431493e-38,4.260736027320547e-36,1.6601915777474735e-22,5.9174805832665733e-85,1.6594630849793555e-22,9.475104519592741e-55,7.021848986861569e-45,8.3105321353665725e-56,5.4022518444509866e-76,9.3328562553782698e-36,3.8955142372404648e-66,1.0088398392790349e-11,2.942638035699818e-12,6.6688515256031328e-17,1.9420598658299502e-24,6.6688521743929269e-17,4.1647692031417626e-24,9.1714985164869115e-27,1.4056806008467256e-29,2.4983156882108058e-46,1.420207036973767e-34,3.591554089740407e-62
6.413125123847907e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362557393772,0.099999999979823076,0.099999999997057373,2.7808999165740424e-93,1.7805830927253902e-38,6.6161034981120025e-33,1.692690674140701e-48,2.1588219915458612e-37,1.7049357411685357e-35,3.3218405134499835e-22,1.8969340682237677e-83,3.3189265420011584e-22,7.5911585829634616e-54,1.123428531840735e-43,6.6507610447726601e-55,1.3781462413601745e-73,5.7623972335440773e-35,6.2416360891034802e-65,2.0176798891668316e-11,5.8852766946110426e-12,1.3337704001897533e-16,7.7677577616737951e-24,1.3337706600781888e-16,1.6622487391904792e-23,7.3109668215196967e-26,2.2413045115663987e-28,1.5933469788194648e-44,1.136091013874637e-33,9.1622073882692713e-60
1.2826250927255076e-16,0.09977366400000001,0.80000000000000004,0.0,0.2893436255478754,0.099999999959646146,0.099999999994114741,1.0940147069091772e-89,2.8485700296371114e-37,2.7600259922671849e-32,2.1516575074626188e-46,1.7270575831031902e-36,6.8248719814379925e-35,6.6495094031408318e-22,6.0941374978219787e-82,6.6378535171136901e-22,6.0906522199742462e-53,1.7972695103983196e-42,5.3243438949685571e-54,3.503698380358522e-71,3.92808004840357e-34,1.0014828306302575e-63,4.0353599793654793e-11,1.1770554011188442e-11,2.6675407566617775e-16,3.1067170697226137e-23,2.6675417991900724e-16,6.6199011877607962e-23,5.8071284182818618e-25,3.5613741832527043e-27,1.0126624104120039e-42,9.0875319362379251e-33,2.3293029740372756e-57
2.565250253406942e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362549575071,0.099999999919292273,0.099999999988229463,2.0182879119859379e-86,4.5565506377086731e-36,1.1937739179937404e-31,2.7163509038328452e-44,1.3816457940611919e-35,2.7340516803553352e-34,1.3322331252019907e-21,1.964699465918394e-80,1.3275707711614555e-21,4.9009010127153049e-52,2.874939241099169e-41,4.2654506180846919e-53,8.8466986331646396e-69,2.8692771402151449e-33,1.6114057465769755e-62,8.0707201214549873e-11,2.3541108639363051e-11,5.3350809144586165e-16,1.2423779593174166e-22,5.3350851082917844e-16,2.6249681768027121e-22,4.5801022285781595e-24,5.6203271561869486e-26,6.391808094826834e-41,7.2681113134978659e-32,5.8812469239800622e-55
5.13050057476981e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362539150132,0.099999999838584541,0.099999999976458906,3.8291617581785507e-83,7.2867666431758461e-35,5.4760168832656487e-31,3.3831373433603217e-42,1.105316096892083e-34,1.0969029162813652e-33,2.673791119860009e-21,6.3807164600761548e-79,2.6551417077720298e-21,3.9661918993364972e-51,4.5976894959864202e-40,3.4219210581300414e-52,2.2037811982138077e-66,2.185424681120508e-32,2.6071957363717094e-61,1.6141440252402857e-10,4.7082217875791679e-11,1.0670159009465146e-15,4.9670423119923378e-22,1.0670175973295812e-15,1.0320339756806366e-21,3.5623202435237883e-23,8.7508136388082067e-25,3.979973957025762e-39,5.8114279653939624e-31,1.4649893837021332e-52
7.695750896132677e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362528725194,0.099999999757876809,0.099999999964688349,2.4312984223905903e-82,2.6813683218139841e-34,1.2645850286975324e-30,2.1928490022268325e-41,3.2814062253482341e-34,2.3357394735482068e-33,4.0223427364834483e-21,3.0667991490630781e-78,3.9827127420930963e-21,1.1850228672493291e-50,1.7524861449931083e-39,9.800259422866855e-52,1.6430693787532862e-65,6.167295656236562e-32,9.9155443356144009e-61,2.4212160230119582e-10,7.062332709229972e-11,1.600523488388621e-15,1.0551339861396845e-21,1.6005271207314038e-15,2.1672237229805013e-21,1.0022792603263875e-22,3.1790418187765976e-24,2.1993622243048099e-38,1.6612026359473535e-30,1.0922348923979216e-51
1.0261001217495545e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362518300255,0.099999999677169077,0.099999999952917792,2.5760457161788997e-81,6.7990751589824211e-34,2.3130976553909185e-30,9.1216778519066329e-41,7.1500092603074611e-34,3.9920687961541132e-33,5.3778879721556025e-21,1.0220367411783958e-77,5.3102838741247343e-21,2.5985045461873449e-50,4.7140850258935333e-39,2.0701631707078839e-51,7.5610926112905388e-65,1.2912120178267016e-31,2.5941207287026784e-60,3.2282880054605169e-10,9.4164436288887507e-11,2.1340308537723521e-15,1.7993653364185085e-21,2.1340370931477834e-15,3.6571151886757759e-21,2.083447549974569e-22,7.9683064988547292e-24,8.2171553737903607e-38,3.5029963436599778e-30,5.0261996961641449e-51
1.539150186022128e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362497450378,0.099999999515753613,0.099999999929376679,1.4946177389968651e-79,2.3768294069532258e-33,5.3159403526881047e-30,7.5301893399221445e-40,2.0754257876141445e-33,8.2912390576456267e-33,8.1053920301786972e-21,6.0716454060906391e-77,7.9654263675090129e-21,7.6331474528942535e-50,1.9057181984897469e-38,5.6679256014139091e-51,7.1818660573529782e-64,3.4992020989069241e-31,9.6122882005391927e-60,4.8424319343952247e-10,1.4124665463531219e-10,3.2010450633829309e-15,3.7233919028139771e-21,3.2010581289242193e-15,7.4366683419500618e-21,5.5545096251683094e-22,2.7319866689703351e-23,5.8496325252251554e-37,9.5633997120161463e-30,4.7740235885735324e-50
2.0522002502947015e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362476600511,0.099999999354338148,0.099999999905835565,1.0999437216829367e-78,5.9372923779243852e-33,9.8750772051720142e-30,3.1223756752496765e-39,4.5387196504204356e-33,1.414357222396916e-32,1.0858614095537122e-20,2.0413578243015247e-76,1.0620569220210667e-20,1.6863248958156534e-49,5.1602289545890918e-38,1.1884563331493558e-50,3.3149728944484497e-63,7.2869058854384641e-31,2.5121796972431949e-59,6.4565758069813795e-10,1.883288729084843e-10,4.2680584564070727e-15,6.329335824543605e-21,4.2680809148681667e-15,1.2434293224694236e-20,1.1375090799232238e-21,6.7160004939176614e-23,2.1271100121120627e-36,2.0001725224803329e-29,2.2035412174848575e-49
3.0783003788398486e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362434900762,0.099999999031507261,0.099999999858753352,1.8362079791500739e-76,2.7465713398423134e-32,2.5629529759880202e-29,5.7750741671783008e-38,1.5097909870624131e-32,3.1037444339557142e-32,1.6449507052084693e-20,1.7444222932993853e-75,1.5930856105490699e-20,5.7686682672094539e-49,2.5846784106117328e-37,3.7757560111236606e-50,1.0430919378089065e-61,2.2850498694677304e-30,1.2750275257961653e-58,9.6848633671247536e-10,2.8249330921429958e-10,6.4020825610779528e-15,1.3773736286916343e-20,6.4021327111228647e-15,2.603866859173481e-20,3.3835335922730387e-21,2.9429855427768871e-22,2.384533247631467e-35,6.3085975457378665e-29,6.9328531722877433e-48
4.104400507384996e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362393201024,0.099999998708676416,0.099999999811671139,1.8311175794040734e-75,7.9578141630323514e-32,5.1525563557921081e-29,3.1571614049436552e-37,3.5123599358335658e-32,5.4862020576329214e-32,2.2151720578101793e-20,6.9106870010964771e-75,2.1241144546092113e-20,1.3740373161417473e-48,7.7475849535551894e-37,8.6332527298163312e-50,6.8419374655903395e-61,5.1771688643393844e-30,3.8760441944737699e-58,1.2913150683362443e-09,3.7665774520305558e-10,8.536103131156322e-15,2.4154312596615467e-20,8.5361931780877016e-15,4.4043882957950925e-20,7.310146170644587e-21,8.1811768624070842e-22,1.066258041958816e-34,1.4334750116265637e-28,4.5472304153069649e-47
6.1566007644752905e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362309801542,0.099999998063014753,0.099999999717506699,2.793499666190545e-73,4.0346438291055795e-31,1.4332251297465518e-28,5.8350442794553432e-36,1.1959513225550364e-31,1.2410549275559673e-31,3.3891646907366278e-20,6.1198968466287952e-74,3.186172611479261e-20,4.9381786537176956e-48,3.9987861446997152e-36,2.9189625988486641e-49,2.1101548178689446e-59,1.7189952263462034e-29,2.1327013104148729e-57,1.9369724580749935e-09,5.6498661622505971e-10,1.2804133618740696e-14,5.371215129550017e-20,1.2804343678004143e-14,9.0902147350242786e-20,2.1677629001437052e-20,3.726080519744936e-21,1.2041257716556781e-33,4.7744855761738024e-28,1.4021113368279859e-45
1.026100127865588e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934362143002612,0.099999996771691732,0.099999999529177833,1.0195831188459909e-70,3.3218435323051577e-30,5.3060145918371883e-28,2.2940870485164067e-34,5.6881208948500036e-31,3.5355783454919307e-31,5.8713832385307369e-20,1.0339126167942885e-72,5.310290800725209e-20,2.6177561748963048e-47,3.2514287066462276e-35,1.4106009875304398e-48,1.613752176282873e-57,8.0223843873540706e-29,1.9972387779811984e-56,3.228286943442489e-09,9.4164435444639834e-10,2.1340151973123899e-14,1.476882837984212e-19,2.1340781961072184e-14,2.168667418261037e-19,8.0129922404055849e-20,2.4485518984577531e-20,2.4695419390250241e-32,2.2330853061854462e-27,1.0716954375440722e-43
1.846980230701706e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361809404868,0.09999999418904687,0.099999999152520114,6.3154291748307182e-68,3.7376766720598593e-29,2.3317370234467749e-27,1.2036886629203359e-32,3.4176272341354617e-30,1.2133447214583215e-30,1.137289281652285e-19,2.838509564925045e-71,9.5585346835409671e-20,1.914440731935226e-46,3.5657724367134624e-34,8.9104072909239542e-48,1.6858574792174733e-55,4.7418918313637997e-28,2.7736766051093272e-55,5.8109147374216732e-09,1.6949598155969548e-09,3.8412018155820798e-14,4.7245879722842861e-19,3.8414323056540578e-14,5.4381004264837035e-19,3.1136515044624083e-19,1.8437511169734716e-19,6.5335259400594289e-31,1.3206181323621536e-26,1.1183617741967232e-41
3.488740436373941e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361142209869,0.099999989023761837,0.099999998399204662,4.4594205760248123e-65,4.9284843201787589e-28,1.0750138145062226e-26,6.312206583938018e-31,2.3529939336297256e-29,4.8310590707553914e-30,2.4524224483913775e-19,1.1464137198874721e-69,1.805505247005386e-19,1.8208662989436286e-45,4.6050249433928193e-33,6.7859348539232371e-47,1.7680280563342445e-53,3.1932741613033661e-27,5.1417895536842181e-54,1.0976165618223925e-08,3.2015906767482918e-09,7.2555068420292759e-14,1.6488346184141838e-18,7.2564589405470803e-14,1.3177245143937765e-18,1.0856681426276317e-18,1.3031687109657848e-18,1.7132009482503535e-29,8.8785178113006203e-26,1.1703178923358684e-39
