Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),COX(50),H2X(49)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.114244592107898e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,8.3685322048456771e-66,7.8554517967149819e-42,2.2183113025188619e-93,3.7875379447731215e-57,1.0405596546606933e-142,7.2341660732120292e-25,-7.8175306066064536e-118,7.2341660732107995e-25,1.2127364198099348e-79,4.8890111109639883e-71,4.7284250079869945e-121,2.8571331319771855e-122,1.0673648747294618e-54,7.730191523759357e-95,2.8689670379046562e-18,1.3794248471136902e-19,5.3170486719243188e-23,6.2640575049824983e-38,5.3170486719249688e-23,3.2284890368628919e-36,2.8311869812480749e-45,1.3426356109119142e-52,4.188167210042567e-83,2.2548814832932845e-54,4.1854962866455091e-111,5.3574613648160551e-58
1.9919884857902116e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.8720853031237746e-64,4.7446928852931074e-41,2.4796952777219747e-91,5.7237273421372567e-56,3.7978031170058594e-140,2.0255665004997652e-24,1.5089319972535777e-116,2.0255665004990235e-24,3.4201107416889459e-78,1.5371833244500067e-69,9.561321197959396e-119,5.7773925850616587e-120,1.267175579257618e-53,4.0013697622111589e-93,8.0331077061330364e-18,3.8623895719183324e-19,1.4887736281387026e-22,3.7834907329403124e-37,1.4887736281390962e-22,1.9500073766139211e-35,3.3611851796364944e-44,1.6129241437968893e-51,2.577654416366391e-81,2.6769952969122189e-53,8.4634681319490531e-109,6.3603781324044384e-57
4.5531165389490546e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,3.6989941594160842e-63,2.2843653826006043e-40,2.299092443828454e-89,6.1573246860526714e-55,1.4090467281685588e-137,4.6298662868584793e-24,1.5932859153188686e-114,4.629866286854911e-24,7.4394879088056702e-77,3.4293714368733551e-68,1.7737821634677311e-116,1.0718012402846499e-117,1.2441204979189442e-52,1.7471546357822945e-91,1.8361389042589783e-17,8.8283190215276172e-19,3.4029111500308176e-22,1.8215879223452358e-36,3.402911150032713e-22,9.388446094428315e-35,3.3000315313889753e-43,1.623712222132663e-50,1.1927403454691947e-79,2.6282898567605922e-52,1.5701123832834805e-106,6.2446569671235305e-56
9.67537264526674e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,6.5822189133144877e-62,9.9764237830255355e-40,1.8245387375888021e-87,5.659642200106822e-54,4.4789210756296452e-135,9.8384658595822664e-24,1.2593598261144157e-112,9.8384658595666793e-24,1.3791556788094169e-75,6.4228331649297232e-67,2.817876873914653e-114,1.702691565308394e-115,1.1004104911130812e-51,6.5042186451208092e-90,3.9017951715503193e-17,1.8760177920746187e-18,7.2311861938133427e-22,7.9553530302564676e-36,7.2311861938216201e-22,4.1001810512212665e-34,2.9188405008845772e-42,1.5075495322443887e-49,4.724053601414836e-78,2.3246926136673168e-51,2.4943217185222935e-104,5.523328369288031e-55
1.9919884857902113e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,1.1101920209819425e-60,4.1649605436960417e-39,1.3850831151453466e-85,4.84194305812976e-53,1.3606496421462731e-132,2.0255665005055275e-23,8.9258964618491965e-111,2.0255665004990203e-23,2.3704162360720883e-74,1.1093847044939178e-65,4.2795824155567852e-112,2.5859216736772543e-113,9.2496132235217609e-51,2.240801941252868e-88,8.0331077061329741e-17,3.8623895719183326e-18,1.4887736281371571e-21,3.3212032881775441e-35,1.4887736281406123e-21,1.7117448643095606e-33,2.4534612857939807e-41,1.3872912814127717e-48,1.7920741940029523e-76,1.9540442146855346e-50,3.7881908411149798e-102,4.6426903004876629e-54
4.0408909283172856e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996517,0.022821567693054282,0.0,1.8234974425926642e-59,1.7015222818881532e-38,1.0798308943980487e-83,4.003412154450862e-52,4.2420446268324356e-130,4.1090063296103026e-23,6.0067191282748816e-109,4.1090063295837164e-23,3.9287910731797318e-73,1.8432592782111409e-64,6.6717077676955688e-110,4.0313544737930285e-111,7.58339175653202e-50,7.4364046559364085e-87,1.6295732775298161e-16,7.8351331316057558e-18,3.0200836456460725e-21,1.3568199109928917e-34,3.0200836456601886e-21,6.9930361983756081e-33,2.0114957471895804e-40,1.3343470109768092e-47,6.9880839687652778e-75,1.6020435050211473e-49,5.9056468143885083e-100,3.80635800885871e-53
8.138695813371434e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.118669966029965,0.022821567693054278,0.0,2.9559709222709812e-58,6.8778251172162622e-38,9.0980784159233417e-82,3.2555082769985098e-51,1.428620281699301e-127,8.275885987860546e-23,3.9412281268799159e-107,8.2758859877530811e-23,6.3970177900294278e-72,3.0049778362881172e-63,1.1237051430487993e-107,6.7899463126763866e-109,6.1412272535788156e-49,2.4230441891422226e-85,3.2820982913628068e-16,1.5780620250980593e-17,6.0827036806529871e-21,5.4844830136573821e-34,6.0827036807100458e-21,2.8266969588186002e-32,1.6289613318351449e-39,1.3996060026613538e-46,2.9467502814890096e-73,1.2973763652469536e-48,9.9467871330528575e-98,3.0824874036659204e-52
1.6334305583479732e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996467,0.022821567693054271,0.0,4.760502435956798e-57,2.765543232928938e-37,8.5274416495376967e-80,2.6256853642626005e-50,5.3512295678665635e-125,1.6609645304523809e-22,2.5538571723812938e-105,1.6609645304091695e-22,1.0324812503852755e-70,4.8530472264398917e-62,2.1051819493508829e-105,1.2720483218322133e-106,4.9429939626305924e-48,7.8238628574373736e-84,6.5871483190285983e-16,3.167159448973023e-17,1.2207943750623142e-20,2.2052864954124682e-33,1.2207943750852576e-20,1.1366023492582905e-31,1.3111296742917173e-38,1.6400729936702765e-45,1.3826407021842579e-71,1.0442413664916941e-47,1.86346007698811e-95,2.481054035383653e-51
3.2725525123696327e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999864,0.11866996602996401,0.022821567693054254,0.0,7.6416626041487951e-56,1.1091065308112601e-36,8.8887358396461924e-78,2.1090932754338964e-49,2.2293717806177485e-122,3.3277163938501428e-22,1.6446125276877292e-103,3.3277163936768468e-22,1.6591696516338185e-69,7.8011316589445208e-61,4.3863758698628731e-103,2.6504512191425438e-104,3.9664413469034762e-47,2.5149108041885933e-82,1.3197248374359425e-15,6.3453542967229351e-17,2.4458423890388766e-20,8.8441851630664286e-33,2.4458423891308903e-20,4.5582832520368361e-31,1.0520987957580188e-37,2.1402365052416375e-44,7.213939753877736e-70,8.3793793025526236e-47,3.882722021494644e-93,1.9908896161945294e-50
6.5507964204129525e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996269,0.022821567693054223,0.0,1.2246586899346691e-54,4.4422112119174267e-36,1.0070761739696728e-75,1.690699313581369e-48,1.0097485944732603e-119,6.6612201209061064e-22,1.0558098223976187e-101,6.6612201202120174e-22,2.6604443411131739e-68,1.2510891680187845e-59,9.9355152198477487e-101,6.0034979236695651e-102,3.1779798005965829e-46,8.0657983085883183e-81,2.6417448485018057e-15,1.2701743992222695e-16,4.8959384169221265e-20,3.5422871500657701e-32,4.8959384172906622e-20,1.8256904671336135e-30,8.429590153453336e-37,3.0354891769949714e-43,4.0897913307210221e-68,6.7137002193546786e-46,8.7946963195057551e-91,1.5951344007788803e-49
1.310728423649959e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999448,0.11866996602996004,0.02282156769305416,0.0,1.9610496192616713e-53,1.778042174210196e-35,1.2051015488241348e-73,1.3539306682478622e-47,4.8314840261893103e-117,1.3328227576059792e-21,6.7676266608807066e-100,1.3328227573281629e-21,4.2613345367930963e-67,2.0040721883246864e-58,2.3772727245514598e-98,1.4364581554083383e-99,2.5443161645874135e-45,2.5839523958212718e-79,5.2857848706323213e-15,2.5414523383221969e-16,9.7961304724091305e-20,1.4178379925730457e-31,9.7961304738842339e-20,7.3075163802037331e-30,6.7487926505786138e-36,4.544953859708167e-42,2.4481507010942558e-66,5.3750423328475876e-45,2.1043087546436815e-88,1.2770774412106087e-48
2.6220259868672867e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998893,0.11866996602995475,0.022821567693054032,0.0,3.1389565494298145e-52,7.1144848303914156e-35,1.4886943743699625e-71,1.0836932894909238e-46,2.3869127498555248e-114,2.6662242490534201e-21,4.3346260922852977e-98,2.6662242479417918e-21,6.8218362402129707e-66,3.2083802919708964e-57,5.8726434539659234e-96,3.5485228497373567e-97,2.0362261634226254e-44,8.2732855971800127e-78,1.0573864914888509e-14,5.084008216521951e-16,1.959651458226514e-19,5.6731986767510293e-31,1.9596514588167482e-19,2.923955699292063e-29,5.4010771750833835e-35,7.0221694509492283e-41,1.5125323604142235e-64,4.3016673556750376e-44,5.1983328960893366e-86,1.022050099812978e-47
5.2446211133019425e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997783,0.11866996602994417,0.022821567693053778,0.0,5.0233522985295874e-51,2.8462573006972465e-34,1.8710372153874594e-69,8.6717418697835408e-46,1.1998527574282053e-111,5.3330272336151145e-21,2.7752315909244293e-96,5.3330272291678782e-21,1.0917899610905664e-64,5.134900639434371e-56,1.4760810336272001e-93,8.919164455992452e-95,1.6292902440806103e-43,2.6481936860294176e-76,2.115002500338152e-14,1.0169119972921062e-15,3.9197282797505192e-19,2.2696487967579015e-30,3.9197282821118427e-19,1.1697705152300464e-28,4.3216694841439233e-34,1.1035527727664878e-39,9.5063148957639683e-63,3.4419873050672202e-43,1.3065939763194933e-83,8.1779539210243749e-47
1.0489811366171253e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995568,0.11866996602992302,0.022821567693053268,0.0,8.0381807159134076e-50,1.1385956612610545e-33,2.3728321546421391e-67,6.9382718216428182e-45,6.0862409742631623e-109,1.0666633209405756e-20,1.7764909808290035e-94,1.0666633191615363e-20,1.7471009008979202e-63,8.2170344794757849e-55,3.7437702749762761e-91,2.2621591908076658e-92,1.3035558610820831e-42,8.4754076450052869e-75,4.2302345180290071e-14,2.0339343485717692e-15,7.8398819210097414e-19,9.0793333489458415e-30,7.8398819304558221e-19,4.6794455907585882e-28,3.457643275152616e-33,1.7496768863148805e-38,6.0283435315571865e-61,2.7538510563849599e-42,3.31390183688738e-81,6.5429847775360898e-46
