Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24)
6.4507783879260575e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996273,0.022821567693054223,6.3307410233737316e-97,1.5773487851312821e-54,2.2473383065569422e-35,5.6149254722429617e-62,1.4600621168387145e-52,3.8462575225458551e-41,1.36433262249463e-23,1.7197047862153352e-95,1.3643326224870469e-23,2.1145093974237031e-60,1.1108400397476637e-61,1.5804451433618917e-62,5.6897478282155406e-89,3.8464985489734038e-41,9.0844448408561635e-75,2.6014104975126463e-15,1.2507812848324582e-16,4.8211867271296949e-20,4.8211870250085398e-20,1.4885573866840229e-27,5.6930137910756878e-31,2.2579487766277777e-35,3.4349451452017313e-32,6.4108557711189646e-46,2.9908624916527298e-60,1.5846718272271935e-87
1.2907161274885934e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999454,0.11866996602996012,0.02282156769305416,1.6351954190233891e-94,2.1849050386147484e-53,1.7958129356284996e-34,4.4953544929399415e-61,1.1692337885114984e-51,1.5395053726647714e-40,2.7298505904634952e-23,5.5112928483964597e-94,2.7298505904331428e-23,1.6933224605387858e-59,1.7794124095358442e-60,1.2653170930027247e-61,9.1110097246702049e-88,1.539698340360975e-40,1.4550899619578443e-73,5.2050811257774322e-15,2.5026492606160858e-16,9.6465618501238813e-20,9.6465630426432783e-20,5.9558310339149815e-27,4.5562448840791174e-30,1.8211463038594561e-34,1.374873228926528e-31,5.1325826765372548e-45,9.6525639765623016e-59,2.0465750544645324e-85
2.5819927048805686e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999891,0.11866996602995492,0.022821567693054035,4.249976421458023e-92,3.2244556179985142e-52,1.4350588672469512e-33,3.5976498247660578e-60,9.3586081930228055e-51,6.1600267893315885e-40,5.4608865264490725e-23,1.7649328439755237e-92,5.4608865263276239e-23,1.355344280741948e-58,2.8487155017292549e-59,1.0126382301072808e-60,1.4583549083416606e-86,6.1615711173658876e-40,2.3294076893348979e-72,1.0412422382302307e-14,5.0063852121832443e-16,1.9297311201491766e-19,1.9297315974943136e-19,2.3812873086018711e-26,3.6437779588286385e-29,1.4789193976871442e-33,5.5012837574642847e-31,4.1076260136830804e-44,3.1355001324328758e-57,2.6596531749093759e-83
5.1645458596645193e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997816,0.11866996602994451,0.022821567693053785,1.1192981139552807e-89,4.9418909245923613e-51,1.1461852235951163e-32,2.8786664711629085e-59,7.4887808752058022e-50,2.4644118326374739e-39,1.0922958398611622e-22,5.64989661511966e-91,1.0922958398125746e-22,1.0845500166061709e-57,4.5592693860651604e-58,8.1026443925354534e-60,2.3338426566521408e-85,2.4656475296966537e-39,3.7280635913260722e-71,2.0827104895333281e-14,1.0013857115317169e-15,3.8598806325746267e-19,3.8598825437194799e-19,9.5121614882251828e-26,2.9114195101962204e-28,1.2176138911354262e-32,2.2008717142253868e-30,3.2867248642241166e-43,1.0322747696356648e-55,3.5024850953331326e-81
1.032965216923242e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995634,0.11866996602992368,0.022821567693053286,3.0233226511634188e-87,7.7331852589643997e-50,9.1425265706355103e-32,2.3031518608453914e-58,5.9917804471926966e-49,9.858449621788891e-39,2.1847102143702288e-22,1.8083048314932715e-89,2.1847102141758641e-22,8.6774986355784051e-57,7.2958896806853113e-57,6.482731000629897e-59,3.7345281689866054e-84,9.8683361368213507e-39,5.9657108924610739e-70,4.1656469921320106e-14,2.0028800921583478e-15,7.7201782260335509e-19,7.7201858828143925e-19,3.7935922077388996e-25,2.3227332021110549e-27,1.0287684186933278e-31,8.8042032653200967e-30,2.6296294928744788e-42,3.4861406530982122e-54,4.7307102354356064e-79
2.0659864788368223e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991266,0.11866996602988202,0.022821567693052283,8.5395161108185211e-85,1.2234003966517988e-48,7.2723260241191422e-31,1.8426090806301076e-57,4.7937233568683846e-48,3.9435403129134716e-38,4.3695389636945886e-22,5.7871161830319206e-88,4.3695389629170997e-22,6.9424383372891649e-56,1.1674266721591629e-55,5.1864310085859111e-58,5.9755493844099559e-83,3.9514499002739667e-38,9.5457847923237507e-69,8.3315199972993276e-14,4.0058688534109903e-15,1.5440767687387712e-18,1.5440798407610387e-18,1.5083111610322194e-24,1.8477635270310169e-26,9.096763878510959e-31,3.5218245408467309e-29,2.1038033658544758e-41,1.2314143588645909e-52,6.6821412168302935e-77
4.132029002663983e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982534,0.11866996602979869,0.022821567693050281,2.588760543854712e-82,1.9463123122523951e-47,5.7526587131433678e-30,1.4741231743877212e-56,3.8350929797080472e-47,1.577448218765731e-37,8.7391964635682165e-22,1.8519636994233738e-86,8.7391964604582008e-22,5.554126448187015e-55,1.8679489312819091e-54,4.1492432931982414e-57,9.561127851138878e-82,1.5837760386173307e-37,1.5273773581554214e-67,1.6663266007513767e-13,8.0118463759137992e-15,3.0881923707875374e-18,3.0882047313785915e-18,5.9610992028115349e-24,1.4617005720499789e-25,8.6410528207561308e-30,1.4087584221388856e-28,1.6830824833690398e-40,4.6696450690286383e-51,1.0130936714900536e-74
8.264114050318304e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996507,0.11866996602963205,0.022821567693046274,8.6234984480344757e-80,3.1051963009862761e-46,4.5012885710767336e-29,1.1793202777049581e-55,3.0681116076107977e-46,6.3098570643503457e-37,1.7478511468215093e-21,5.9264222795168089e-85,1.7478511455774917e-21,4.443371473301883e-54,2.9887674380730206e-53,3.3194340303632409e-56,1.529809397035538e-80,6.3604802202301292e-37,2.443845208137121e-66,3.3326758027461872e-13,1.6023801420909504e-14,6.1764144140239801e-18,6.176464415932929e-18,2.328548507184305e-23,1.143743380980929e-24,9.02505127096009e-29,5.6350905674397191e-28,1.3464817127783543e-39,1.9461273425730448e-49,1.6878757751587743e-72
1.6528284145626946e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319930137,0.11866996602929877,0.022821567693038263,3.1678318828890546e-77,4.9611898823154193e-45,3.4496091886573533e-28,9.4353360376561606e-55,2.4544905845609436e-45,2.5239556648670744e-36,3.4957141497107262e-21,1.8964772831112333e-83,3.4957141447346424e-21,3.5547253084963629e-53,4.7820548750460372e-52,2.6555629839126223e-55,2.4478861921586351e-79,2.5644544239291771e-36,3.9101854853658051e-65,6.6653742065434994e-13,3.2047711510861288e-14,1.2352821857269761e-17,1.2353026056245726e-17,8.895144665535464e-23,8.764954614189344e-24,1.0392858375281873e-27,2.2540473362264417e-27,1.077191356053343e-38,8.9438519784959919e-48,3.1010657486136484e-70
3.305662433624423e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319860276,0.11866996602863222,0.022821567693022238,1.2474658192437709e-74,7.9322000718329965e-44,2.5448618465872224e-27,7.5554020789242962e-54,1.9635712415003832e-44,1.0095848347477793e-35,6.9914401633284692e-21,6.0687627696718535e-82,6.9914401434241773e-21,2.8437915047648997e-52,7.6512698768525607e-51,2.1244566929118924e-54,3.9201071509813216e-78,1.0419839285889919e-35,6.2563233113182974e-64,1.333077101336889e-12,6.4095531690606326e-14,2.4705490172591516e-17,2.4706336576828557e-17,3.2619881366387891e-22,6.4656476925663846e-23,1.2815473384344612e-26,9.0162094308875491e-27,8.6175499175562513e-38,4.4049339770899756e-46,6.1069885238937691e-68
6.61133047174788e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319720554,0.11866996602729912,0.02282156769299019,4.9912842457543254e-72,1.2686943251953598e-42,1.7600235715605853e-26,6.1155565438833358e-53,1.5708137110391842e-43,4.0383444843571637e-35,1.3982892221919586e-20,1.9420097717809211e-80,1.3982892142304221e-20,2.275037716579885e-51,1.2241891058620151e-49,1.699567879705417e-53,6.3418251769855498e-77,4.2975374670229668e-35,1.0010138566702143e-62,2.6661564623942736e-12,1.2819117204946226e-13,4.941024053246919e-17,4.9413814781461822e-17,1.1161997644990736e-21,4.4709313750495189e-22,1.6030912983050505e-25,3.6064860835680626e-26,6.8940397629981643e-37,2.2033575049644355e-44,1.2217946714832792e-65
1.3222666547994794e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319441111,0.11866996602463291,0.022821567692926096,1.9115134142590725e-69,2.0295403398520371e-41,1.1052975693925325e-25,5.5718163776787364e-52,1.2565779930745828e-42,1.6153388290232948e-34,2.7965796464522879e-20,6.2144404386337316e-79,2.7965796146068527e-20,1.8200319936882017e-50,1.958650861718382e-48,1.3596553188098138e-52,1.1475805154241124e-75,1.8226931248479972e-34,1.6016238852044177e-61,5.3323151832782673e-12,2.563824527646376e-13,9.8817396280483197e-17,9.8832713888759277e-17,3.444884312001975e-21,2.8068467736614071e-21,1.9161318592760768e-24,1.4425935309513017e-25,5.515219264328531e-36,1.0544191733547214e-42,2.3392926949197787e-63
2.6445338700488623e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631888222,0.11866996601930049,0.022821567692797903,6.7021285532003771e-67,3.2469539059120419e-40,6.1578798320672081e-25,1.0363876606579115e-50,1.0051441558097431e-41,6.4613574363035262e-34,5.5931605451365531e-20,1.9886224535609734e-77,5.5931604177651269e-20,1.4560263476230052e-49,3.1336705894115679e-47,1.0877246688964184e-51,4.1479575212003554e-74,8.1201885123886939e-34,2.5625996296865865e-60,1.0664632620123156e-11,5.127650141848423e-13,1.9762232877983531e-16,1.9768802270736587e-16,9.3649316099982505e-21,1.5627370484270841e-20,2.0938005013769646e-23,5.7703614013860157e-25,4.4121504291278915e-35,4.6178869889818568e-41,4.1000112784303643e-61
5.289068300547628e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317764441,0.11866996600863566,0.022821567692541522,2.1225902927564241e-64,5.1948324566029357e-39,3.0493360579594151e-24,5.4567906702245239e-49,8.0392559745899536e-41,2.5845434382746391e-33,1.1186322543115623e-19,6.3635946404768841e-76,1.1186322033690243e-19,1.1648214183629563e-48,5.0131549514657271e-46,8.7017991318249586e-51,4.2886009845340589e-72,3.9116022961862426e-33,4.1001606717045997e-59,2.1329267474120533e-11,1.0255301369846673e-12,3.9519468491287812e-16,3.9547245656348459e-16,2.2552842097212218e-20,7.7282768346239985e-20,2.0651372709730473e-22,2.3081332823554855e-24,3.5296784088825997e-34,1.8264477121285732e-39,6.4904593131622227e-59
1.0578137161545159e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631552888,0.118669965987306,0.022821567692028758,6.166195429450952e-62,8.3113518712534658e-38,1.3786099147489718e-23,3.764362817484128e-47,6.4283682515025884e-40,1.033817499818298e-32,2.2372647341219081e-19,2.0363509325241742e-74,2.2372645304035016e-19,9.3185733348627961e-48,8.0189985556436645e-45,6.9614402180681153e-50,5.902632470018183e-70,2.0954546862983875e-32,6.5602585131975987e-58,4.2658537103345684e-11,2.0510603824219812e-12,7.9018941866427767e-16,7.9134174455789132e-16,4.9751339968751958e-20,3.4846160152855856e-19,1.8687962953772307e-21,9.232440704769157e-24,2.8236748486635097e-33,6.6266909639218655e-38,9.4248068889901147e-57
2.115627488354022e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311057762,0.11866996594464667,0.022821567691003228,1.6866779329914556e-59,1.3297394968599943e-36,5.8840550478792586e-23,2.5598778680904766e-45,5.1378400416380759e-39,4.1352705021718495e-32,4.4745300143562309e-19,6.5163253413749416e-73,4.4745291999003513e-19,7.454860465371065e-47,1.2823866297487768e-43,5.5691528598328318e-49,8.0286274392606411e-68,1.2628208420019509e-31,1.0496416137631721e-56,8.5317076046717585e-11,4.1021208726472612e-12,1.5795794273446236e-15,1.5842897232500827e-15,1.0438525299426404e-19,1.4793115108096426e-18,1.593634688502262e-20,3.6929019043676251e-23,2.2588309652596831e-32,2.2643568430068137e-36,1.288736952471942e-54
3.173441260553528e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756306586644,0.11866996590198733,0.022821567689977697,1.2905561176420234e-58,4.8942341297242188e-36,1.2746806603821457e-22,1.4491417306210359e-44,1.5244774790080451e-38,8.7874504168165448e-32,6.7117956149591055e-19,3.1175274339270987e-72,6.7117938848487074e-19,2.2131619649605868e-46,4.8882917244836325e-43,1.5924297350057034e-48,5.3144379550083286e-67,3.3071682417846533e-31,3.9710078288918186e-56,1.2797561467501107e-10,6.153181362223196e-12,2.3683704320946061e-15,2.3784519726106116e-15,1.5900095329252177e-19,3.1929298091314957e-18,4.6270976992829207e-20,7.8473072366942039e-23,6.4586658325438056e-32,1.0715691583869606e-35,8.6034444616692212e-54
4.231255032753034e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302115526,0.118669965859328,0.022821567688952167,6.3917322450683574e-58,1.2412709886437943e-35,2.1965159643484608e-22,5.3285438083859092e-44,3.3198650796519091e-38,1.4990357465502957e-31,8.9490615356871617e-19,1.0317941936492948e-71,8.9490585852854479e-19,4.8223640062988139e-46,1.3148151643461784e-42,3.3588956631500963e-48,2.1903654611322585e-66,6.6212333821904771e-31,1.033651180379167e-55,1.7063415298822614e-10,8.2042418511497835e-12,3.1565628874587071e-15,3.1738330745249199e-15,2.135771523648993e-19,5.4834150932856879e-18,9.8340831611330943e-20,1.3386411218571543e-22,1.3622854362097735e-31,3.4845940052196456e-35,3.9119477892115958e-53
6.346882577152046e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675629317329,0.11866996577400934,0.022821567686901106,8.2074545141616298e-57,4.3407655183406391e-35,4.592479095933676e-22,3.5024318491784373e-43,9.6252026626104793e-38,3.1035633891098245e-31,1.3423594127702024e-18,6.0201919346677519e-71,1.3423588022613447e-18,1.3997838325946891e-45,5.3138978658765692e-42,9.1741864603466132e-48,1.6877056190976927e-65,1.7093645366886746e-30,3.7933546907170799e-55,2.559512288751866e-10,1.2306362827478986e-11,4.731544448090445e-15,4.7674697846703983e-15,3.2263274784597868e-19,1.1400107602911759e-17,2.7023676429524003e-19,2.7714270785669178e-22,3.7206682710216624e-31,1.935343188073114e-34,4.5743399534485319e-52
8.462510121551058e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756284231054,0.11866996568869069,0.022821567684850046,4.2138864665846311e-56,1.0846286724369525e-34,7.8531997252177664e-22,1.2922614223152634e-42,2.1028289200799683e-37,5.278348890559996e-31,1.7898127894906056e-18,2.002991109521386e-70,1.7898117517151411e-18,3.0611699583271013e-45,1.4386131449828654e-41,1.9195468004607946e-47,6.9747805799652381e-65,3.4549856207240143e-30,9.8364541780367968e-55,3.4126830360349149e-10,1.6408483801420316e-11,6.3043287001097927e-15,6.3656257383582133e-15,4.3153609025558205e-19,1.9389759247026096e-17,5.6668342236527273e-19,4.7133755732492127e-22,7.7845935139144977e-31,6.2303920445979597e-34,2.064556756446967e-51
1.2693765210349082e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756266346577,0.11866996551805338,0.022821567680747924,1.6460636747538971e-54,5.0223901278380189e-34,1.720682517832595e-21,1.5821455442413159e-41,6.9767032707777224e-37,1.1500448287474787e-30,2.6847199278157369e-18,1.6432700789303727e-69,2.6847176695366055e-18,1.0182906471461291e-44,7.2034821150161965e-41,6.0613379350440958e-47,1.4057742834586083e-63,1.0392700349693285e-29,4.8614459637505723e-54,5.1190244925548111e-10,2.4612725741462069e-11,9.442700755581385e-15,9.5769549488343281e-15,6.4884471726584733e-19,4.1942012387217541e-17,1.7837343920230263e-18,1.0268982201221323e-21,2.4578727877818396e-30,4.7555728407241456e-33,4.5727360839504244e-50
1.6925020299147105e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.337567562484621,0.11866996534741607,0.022821567676645803,1.1277800885540581e-53,1.4562641180665855e-33,3.0286394560169686e-21,7.3664126874648537e-41,1.6194007827817381e-36,2.0190921069304314e-30,3.5796275724797568e-18,6.3441268513474298e-69,3.5796236124207039e-18,2.368943290039484e-44,2.1585306415764747e-40,1.3786737960981683e-46,7.9667592746152449e-63,2.3041097388966734e-29,1.4492704894491667e-53,6.8253658989220969e-10,3.2816967671167929e-11,1.2571605361305727e-14,1.2808252491149558e-14,8.6549773987387344e-19,7.2929477918982729e-17,4.0338903964886886e-18,1.8028036752384212e-21,5.5900075336619644e-30,1.7854994630374205e-32,2.6161145607554466e-49
2.5387530476743157e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675621269314,0.11866996500614148,0.02282156766844156,3.9183052454863021e-52,7.3984094665821717e-33,6.7616789856009735e-21,9.3024031061696142e-40,5.4854301167753132e-36,4.5011108572103806e-30,5.3694443798973192e-18,5.2106661970447338e-68,5.3694355747625903e-18,8.0662341281151694e-44,1.1134602218958275e-39,4.6031085359022441e-46,1.6505738457306759e-61,7.4683145091482108e-29,7.5781865667162671e-53,1.0238048560505696e-09,4.9225451499429254e-11,1.8801028934220506e-14,1.9332297056724906e-14,1.2968382868954921e-18,1.5861543433516115e-16,1.3211420253234065e-17,4.0185341574732104e-21,1.8659722777157147e-29,1.4022250662645412e-31,5.4180566948869358e-48
3.3850040654339205e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756176924174,0.1186699646648669,0.022821567660237317,2.6785410611996134e-51,2.2133253110189097e-32,1.1978211088513948e-20,4.3698764919903008e-39,1.2775786619743364e-35,7.9750292774622566e-30,7.1592632032344196e-18,2.0171371765043385e-67,7.1592476403058164e-18,1.8871442609988581e-43,3.3684394937242863e-39,1.0690072818841314e-45,9.4300079358511975e-61,1.7095098868765737e-28,2.2906619724710213e-52,1.3650731020554674e-09,6.5633935286156891e-11,2.4992757660692145e-14,2.5939482938610449e-14,1.7255687502561808e-18,2.7424939274721711e-16,3.0139256865219714e-17,7.1193242341957893e-21,4.3326454874819677e-29,5.3129487942535608e-31,3.1056286907587835e-47
4.231255083193525e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756141155203,0.11866996432359234,0.022821567652033074,1.192936996146869e-50,5.1544326910327258e-32,1.8670184254303157e-20,1.434124730107229e-38,2.4527192345332815e-35,1.2441227487564794e-29,8.9490840314994946e-18,5.7446720480616882e-67,8.9490598106967611e-18,3.6388993747268376e-43,7.9220548213772531e-39,2.0538133418164862e-45,3.5835542541821198e-60,3.2553443033772373e-28,5.3633882584362985e-52,1.7063413278992022e-09,8.2042419031335207e-11,3.1146996130970673e-14,3.2631479543372233e-14,2.1517032967876841e-18,4.1754816480621433e-16,5.6895984503969445e-17,1.1105272469944644e-20,8.322545450024464e-29,1.4865000175003153e-30,1.2205614975371566e-46
5.07750610095313e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756105386226,0.11866996398231781,0.022821567643828831,4.1901314725699243e-50,1.0317571437408849e-31,2.6828973890508089e-20,3.8281798361354971e-38,4.1786340586177736e-35,1.7899832930482589e-29,1.073890685292108e-17,1.3646938640667838e-66,1.0738872087629431e-17,6.2266973562869124e-43,1.5983706005654285e-38,3.5070521492292385e-45,1.0820097343070734e-59,5.5249515211366002e-28,1.077121392067491e-51,2.0476095335792079e-09,9.8450902734959174e-11,3.7263963497167175e-14,3.9409828828393936e-14,2.5752571007836127e-18,5.863123243179007e-16,9.5461862202414857e-17,1.5976245240895134e-20,1.4208929273092902e-28,3.472796075428593e-30,3.866232042048272e-46
