Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),OX(20),OCX(21),CH3X(22),HX(19),COX(32),CH2X(58),CHX(26),H2X(31),C2H6X(34),HOX(23),CXHO(27),CX(24),C2H4OX(44),C2H5X(33),C3H8X(38),H2OX(30),CH2OX(35),CH4OX(41),HO2X(60)
1.7784347796036997e-09,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948899992637,0.099964874140261215,7.6039548630615616e-51,0.099964926864721762,3.4400529346160165e-34,4.7399495452975664e-22,2.6213921933554213e-10,6.8813419479980311e-18,1.620114653157097e-37,1.1784798932581723e-11,1.3479390852260513e-34,1.2760088756509077e-20,6.9584755204598092e-26,4.6983928127724329e-35,3.6902562994442531e-30,8.76366250804668e-34,5.4488457621143766e-36,0.0,3.5125843349085486e-05,3.5072873051188505e-05,2.622270565789514e-10,1.2734549394294701e-16,4.4210204269691765e-12,1.6754022419920117e-11,8.7709897818732101e-14,3.3673681724510185e-15,1.8048485654483436e-13,1.6047436483300031e-25,2.376762958710788e-21,1.3251932712311484e-24,4.8593509642353114e-29,1.6524197681715692e-22,2.9171094331982414e-37,3.3297841427439693e-28,4.605960557388396e-38,1.1205165924625846e-37,5.1658269362998394e-41,1.5894699369524166e-38,2.9605320215816168e-40
1.8413425707060171e-09,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948899003287,0.099964874139683121,8.4397000660177666e-51,0.099964926855450997,3.8366850787025365e-34,5.2637515955381165e-22,2.7141134886540812e-10,7.2678576888894662e-18,1.877369644617073e-37,1.2340495064978903e-11,1.4948419453252075e-34,1.3679393872557954e-20,7.6668057934649119e-26,5.100954374328328e-35,4.1307611484734504e-30,9.8782695392860681e-34,5.8659645199540835e-36,0.0,3.5125843347440548e-05,3.5072873046554219e-05,2.7150243594564087e-10,1.2743085120850498e-16,4.4363714011766753e-12,1.735111518898582e-11,9.095964928500048e-14,3.3796591661724941e-15,1.8915829258984334e-13,1.7842961295934062e-25,2.5124675891070183e-21,1.3798241706025057e-24,5.2513540234617056e-29,1.8015943373714027e-22,3.2949932708668387e-37,3.5174131036064891e-28,5.1156237470318396e-38,1.2527854508010875e-37,6.0053758498625811e-41,1.7281439485472516e-38,3.1932485663667048e-40
1.9042503618083346e-09,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948898014111,0.099964874139105028,9.334541337609842e-51,0.099964926846180288,4.2638359419746072e-34,5.8248443973842912e-22,2.8068347839365315e-10,7.656901232477083e-18,2.1647329387971207e-37,1.2897908955648038e-11,1.6503290177766298e-34,1.4630544201341048e-20,8.4140457506796356e-26,5.5212192052874305e-35,4.6061019001403121e-30,1.1084994456075702e-33,6.2999638889287105e-36,0.0,3.5125843345795881e-05,3.5072873041884465e-05,2.8077781531070881e-10,1.2751620847404289e-16,4.449976254552045e-12,1.7948266074678345e-11,9.420940075073487e-14,3.3905483222673595e-15,1.9786148791528057e-13,1.9767879231366974e-25,2.6490981891352595e-21,1.4349631602493794e-24,5.6591704512517054e-29,1.9577817468734162e-22,3.7047092902478888e-37,3.7062979114067421e-28,5.655584587034688e-38,1.3954648410808887e-37,6.9455439040807938e-41,1.8730258561877669e-38,3.4359466055241282e-40
1.967158152910652e-09,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948897025077,0.099964874138526935,1.0290497243228313e-50,0.099964926836909593,4.7227895832639154e-34,6.4245116844049495e-22,2.8995560792027757e-10,8.0481929525013587e-18,2.4845194549258372e-37,1.3456833811317862e-11,1.814443971698904e-34,1.5613519429183103e-20,9.2004359979996654e-26,5.9592851416086653e-35,5.1176530746499559e-30,1.2387442751674965e-33,6.7509970396499821e-36,0.0,3.5125843344151464e-05,3.5072873037217429e-05,2.9005319467415537e-10,1.2760156573956043e-16,4.4620449954569022e-12,1.8545468479334745e-11,9.7459152215740012e-14,3.4002042418121199e-15,2.0659105938922687e-13,2.1826698461994595e-25,2.786552182195501e-21,1.4906102276276728e-24,6.0827858087651497e-29,2.1210046260786908e-22,4.147528788319062e-37,3.8963025614150332e-28,6.2260060180785238e-38,1.549001902727742e-37,7.9942605044548976e-41,2.0241495873080337e-38,3.688748484979223e-40
2.0300659440129695e-09,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948896036169,0.099964874137948842,1.1309586325622002e-50,0.09996492682763887,5.2148454768797019e-34,7.064036912026333e-22,2.9922773744528155e-10,8.4414854442689548e-18,2.8391314979968739e-37,1.4017087720798605e-11,1.9872239694568782e-34,1.6628298919856872e-20,1.0026190576302985e-25,6.4152531318126392e-35,5.666787730219842e-30,1.3789207001449827e-33,7.219217102339115e-36,0.0,3.5125843342507218e-05,3.5072873032546814e-05,2.9932857403598076e-10,1.2768692300505725e-16,4.4727623633239839e-12,1.9142716599144546e-11,1.0070890367996663e-13,3.4087752392215542e-15,2.153440309493232e-13,2.4023926186873149e-25,2.9247387869308591e-21,1.5467653597816125e-24,6.5221852876843135e-29,2.2912830400729273e-22,4.6247182188699893e-37,4.0873067177275347e-28,6.8270267080525486e-38,1.713849189214309e-37,9.1597623772692511e-41,2.1815501257145284e-38,3.9517765454529908e-40
2.092973735115287e-09,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948895047382,0.099964874137370749,1.2393827104898291e-50,0.099964926818368161,5.7413185079779761e-34,7.7447032564647681e-22,3.0849986696866513e-10,8.8365599669940666e-18,3.231058652545994e-37,1.4578510664879749e-11,2.1687006477272979e-34,1.767486175536578e-20,1.0891500026028676e-25,6.8892273793811145e-35,6.2548774514572853e-30,1.5293868648961432e-33,7.7047771667668054e-36,0.0,3.5125843340863147e-05,3.5072873027861896e-05,3.0860395339618467e-10,1.277722802705335e-16,4.482290865246587e-12,1.974000532875173e-11,1.0395865514340949e-13,3.4163917801146944e-15,2.2411778468485322e-13,2.6364068625583752e-25,3.0635777211228039e-21,1.6034285436977591e-24,6.9773541448052199e-29,2.4686347978037653e-22,5.1375398270696899e-37,4.2792039842690926e-28,7.4587646844479641e-38,1.8904646662187478e-37,1.0450593180234913e-40,2.3452635768033322e-38,4.2251531231336908e-40
2.1558815262176044e-09,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948894058695,0.099964874136792656,1.3545238078523382e-50,0.099964926809097479,6.3035389685791175e-34,8.4677936150852337e-22,3.1777199649042822e-10,9.2332232326576566e-18,3.6628776869074448e-37,1.5140961870023739e-11,2.3589009745260768e-34,1.8753186772036066e-20,1.1796534124444501e-25,7.3813154168393376e-35,6.8832923625036458e-30,1.6904999710669795e-33,8.2078302822808991e-36,0.0,3.5125843339219239e-05,3.5072873023168683e-05,3.1787933275476766e-10,1.278576375359889e-16,4.4907734634271271e-12,2.033733017682547e-11,1.0720840660604893e-13,3.4231686388799451e-15,2.3291001754331072e-13,2.885163101772277e-25,3.2029980296772496e-21,1.660599766563314e-24,7.4482779067910084e-29,2.6530757248224739e-22,5.6872522618418182e-37,4.4719003438709361e-28,8.1213205106589002e-38,2.0793117100517009e-37,1.187560313726244e-40,2.5153272052907966e-38,4.509000550488139e-40
2.218789317319922e-09,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948893070091,0.099964874136214563,1.4765837721322536e-50,0.099964926799826812,6.9028525541367849e-34,9.2345906079503658e-22,3.2704412601057122e-10,9.6313045295567128e-18,4.1372524629162262e-37,1.5704317485675238e-11,2.5578479905401716e-34,1.9863252592193755e-20,1.274144431273242e-25,7.8916281215760353e-35,7.5534011606738698e-30,1.8626164385350793e-33,8.7285294579061866e-36,0.0,3.5125843337575473e-05,3.5072873018477922e-05,3.2715471211172959e-10,1.2794299480142334e-16,4.4983359339790533e-12,2.0934687191955659e-11,1.1045815806785956e-13,3.4292067923926977e-15,2.4171870333129989e-13,3.1491117627035981e-25,3.3429370336407842e-21,1.718279015956008e-24,7.9349425969642921e-29,2.8446199026702687e-22,6.2751111604711592e-37,4.6653127598813713e-28,8.8147800360205834e-38,2.2808591063163597e-37,1.3443948706861755e-40,2.6917794496682136e-38,4.80344115684141e-40
2.2816971084222393e-09,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410494889208156,0.09996487413563647,1.6057644485480338e-50,0.099964926790556102,7.5406203605819536e-34,1.004637658033741e-21,3.3631625552909408e-10,1.0030653156689328e-17,4.656933855975312e-37,1.6268468552001327e-11,2.7655614451408203e-34,2.1005037651879124e-20,1.3726365839900583e-25,8.4202796825917746e-35,8.2665711668084648e-30,2.0460920552412e-33,9.2670276625010634e-36,0.0,3.5125843335931809e-05,3.5072873013790618e-05,3.3643009146707056e-10,1.2802835206683646e-16,4.5050889307824807e-12,2.1532072897814489e-11,1.1370790952883359e-13,3.4345950769411843e-15,2.5054205946687055e-13,3.4287031749197281e-25,3.4833393924154574e-21,1.7764662799998355e-24,8.4373348884521076e-29,3.0432798783296969e-22,6.9023696951722684e-37,4.8593679287840078e-28,9.5392167597154049e-38,2.4955810487585129e-37,1.516509228251902e-40,2.8746599179088842e-38,5.1085972689721344e-40
2.3446048995245567e-09,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104948891093103,0.099964874135058376,1.742267680054095e-50,0.099964926781285421,8.2182188817421728e-34,1.0904433605942594e-21,3.4558838504599681e-10,1.0431136135259252e-17,5.2247596825280915e-37,1.6833319214261148e-11,2.9820583413160347e-34,2.2178520225196385e-20,1.4751419659849241e-25,8.9673875303285152e-35,9.0241683874476422e-30,2.2412821146237503e-33,9.8234778249555742e-36,0.0,3.512584333428824e-05,3.5072873009101627e-05,3.4570547082079051e-10,1.281137093322285e-16,4.5111297988761292e-12,2.2129484236186646e-11,1.169576609889772e-13,3.439411644072448e-15,2.593785177666988e-13,3.7243875722263269e-25,3.6241562667120611e-21,1.8351615474778655e-24,8.9554422070781392e-29,3.2490668482558617e-22,7.5702790756970248e-37,5.0540011674305723e-28,1.0294693859122457e-37,2.7239571382656651e-37,1.704880191954395e-40,3.0640093687481711e-38,5.42459121174408e-40
