Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),OX(20),OCX(21),CH3X(22),HX(19),COX(32),CH2X(58),CHX(26),H2X(31),C2H6X(34),HOX(23),CXHO(27),CX(24),C2H4OX(44),C2H5X(33),C3H8X(38),H2OX(30),CH2OX(35),CH4OX(41),HO2X(60)
0.007986191953791506,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23983209732801128,0.099925044890531833,1.4047220594056356e-33,0.098800854323477072,1.913000314679151e-12,4.5682566797584181e-06,0.0011752356365940931,1.3796223311164378e-05,2.1246767816169534e-13,1.3407213564049212e-06,7.1786487882971411e-11,4.8366704113732593e-12,5.143630556188159e-09,2.5690616107473108e-14,5.4334029123407015e-15,1.9059238937234075e-11,5.4579238874460178e-21,0.0,3.493451987552116e-05,3.4489387423960895e-05,0.0011536670828686565,1.0764456803756936e-11,1.9755740555669227e-09,6.40053803074618e-05,4.0982334788570563e-07,4.5035992889988937e-10,7.5573700368813348e-08,1.5960447520135198e-09,4.8309770029072541e-09,3.3994153361522152e-12,8.3197212123247486e-17,3.7279681751261061e-11,6.6737984045278005e-15,3.3148152156236402e-14,2.5256442125114044e-14,6.682989571265017e-16,7.4278526091504079e-17,8.985396105535618e-18,3.4118272782451641e-21
0.008033645993177402,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23982508075083678,0.099924891481875597,1.4214345043772515e-33,0.098794012492868788,1.9374373345277587e-12,4.5993517927879456e-06,0.0011821200023953802,1.3854130155025666e-05,2.1269287063634501e-13,1.3384606359278014e-06,7.2264874716133205e-11,4.8531844113735107e-12,5.1477752892118041e-09,2.5898021516274726e-14,5.4206695477022271e-15,1.9115045775974104e-11,5.5106748262778665e-21,0.0,3.4933444192812306e-05,3.4485990120017536e-05,0.0011604707840890335,1.082719597817979e-11,1.9721852488216487e-09,6.4220954889240506e-05,4.1221197558696612e-07,4.4806962112610549e-10,7.4934775074189042e-08,1.6068616636870181e-09,4.8511121179713633e-09,3.4310806323420506e-12,8.2999822226990981e-17,3.6568772606091208e-11,6.6931439503428048e-15,3.3173888677640889e-14,2.5424007814556836e-14,6.7681613001298448e-16,7.4355077785167338e-17,9.0576719792344112e-18,3.4640180637117354e-21
0.008081100032563298,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23981806570882974,0.099924738554824533,1.4382448587785445e-33,0.098787171536064103,1.9620260675060801e-12,4.6304421476007245e-06,0.0011890033856950888,1.3911838919573379e-05,2.1291750277585995e-13,1.3362133477087453e-06,7.274281143571488e-11,4.869640367793252e-12,5.1518796363651875e-09,2.6105621053660614e-14,5.4080730918580496e-15,1.9170585245453887e-11,5.5635963105128259e-21,0.0,3.4932368905219947e-05,3.4482593481567709e-05,0.0011672737193532809,1.0889922534280616e-11,1.968816439868856e-09,6.4435750289390338e-05,4.1460012287833281e-07,4.4580453159035054e-10,7.4305249569126909e-08,1.617676287726327e-09,4.8711767210516758e-09,3.4628386660853169e-12,8.280454026063881e-17,3.5875617906319049e-11,6.7123947789564105e-15,3.3199363641519309e-14,2.5591405466669829e-14,6.8538580503837152e-16,7.4431429467537647e-17,9.1300115601159909e-18,3.5166786275512743e-21
0.008128554071949195,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23981105219622101,0.099924586105643046,1.4551531039774176e-33,0.098780331452848799,1.9867664046950254e-12,4.6615276053306438e-06,0.0011958857877724565,1.3969351107189343e-05,2.1314158278072897e-13,1.3339793542311717e-06,7.3220297872812035e-11,4.886038789114731e-12,5.1559441724123433e-09,2.6313412421349805e-14,5.395611352167426e-15,1.9225860089877748e-11,5.6166876735025218e-21,0.0,3.4931294010582063e-05,3.4479197507634548e-05,0.0011740758878119564,1.0952636485511852e-11,1.9654674242648993e-09,6.4649773325164454e-05,4.1698779027198377e-07,4.4356423498158154e-10,7.3684928599036938e-08,1.6284885759343367e-09,4.8911713445427584e-09,3.4946890561061695e-12,8.2611332469595619e-17,3.5199671725114405e-11,6.7315518596239089e-15,3.3224580773345291e-14,2.5758635038538593e-14,6.9400793965306162e-16,7.4507584022152852e-17,9.2024140396328639e-18,3.5698102012152538e-21
0.00817600811133509,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23980404020731313,0.099924434130641407,1.4721592213285343e-33,0.098773492243009089,2.0116582372425078e-12,4.6926080305099311e-06,0.0012027672098890011,1.4026668202458914e-05,2.1336511872976587e-13,1.3317585200070797e-06,7.369733389234172e-11,4.9023801768259661e-12,5.1599694606718564e-09,2.6521393358541903e-14,5.3832821847702835e-15,1.9280873009428945e-11,5.6699482546502142e-21,0.0,3.4930219506763243e-05,3.4475802197251908e-05,0.0011808772886325834,1.1015337845159174e-11,1.9621380005798253e-09,6.4863030719761227e-05,4.1937497827374779e-07,4.4134831562842061e-10,7.3073622122384722e-08,1.6392984813061568e-09,4.9110965145435237e-09,3.526631424690531e-12,8.2420165849945325e-17,3.454040802093147e-11,6.7506161460721384e-15,3.3249543724425267e-14,2.5925696499139067e-14,7.0268249133671865e-16,7.4583544289690054e-17,9.2748786224373773e-18,3.6234140105058747e-21
0.008223462150720987,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23979702973647934,0.099924282626174712,1.489263192173589e-33,0.098766653906331561,2.0367014563695876e-12,4.723683290983974e-06,0.0012096476532889105,1.4083791672459958e-05,2.1358811858219755e-13,1.3295507115373638e-06,7.4173919391986618e-11,4.9186650255504548e-12,5.163956053314114e-09,2.6729561641102528e-14,5.3710834932638637e-15,1.9335626661239024e-11,5.7233773993231043e-21,0.0,3.4929145391654252e-05,3.4472407549464152e-05,0.0011876779209992647,1.1078026626345134e-11,1.9588279703385909e-09,6.5075529104075883e-05,4.2176168738324262e-07,4.3915636722635745e-10,7.2471145140500092e-08,1.6501059579991911e-09,4.9309527509593809e-09,3.5586653976322771e-12,8.2231008128177505e-17,3.3897319803529364e-11,6.769588576841187e-15,3.327425607382446e-14,2.6092589828964622e-14,7.1140941760040421e-16,7.4659313068702032e-17,9.3474045260949427e-18,3.6774912756295234e-21
0.008270916190106883,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23979002077816219,0.099924131588642301,1.5064649978415902e-33,0.098759816442603079,2.0618959533759862e-12,4.7547532578292181e-06,0.001216527119199429,1.4140722967045554e-05,2.1381059017971002e-13,1.3273557972722076e-06,7.4650054301174433e-11,4.9348938231739523e-12,5.1679044916491565e-09,2.6937915080772932e-14,5.3590132273061036e-15,1.9390123660328858e-11,5.7769744587700931e-21,0.0,3.4928071663171581e-05,3.4469013563325984e-05,0.001194477784112312,1.1140702842032766e-11,1.9555371379621174e-09,6.5287275018411283e-05,4.2414791809401273e-07,4.3698799257108672e-10,7.1877317535199171e-08,1.6609109613042992e-09,4.9507405676021602e-09,3.5907906041811761e-12,8.2043827739577598e-17,3.3269918339151544e-11,6.7884700756161473e-15,3.3298721330231555e-14,2.6259315019665463e-14,7.2018867598849982e-16,7.4734893116338433e-17,9.4199909808057759e-18,3.7320432112466568e-21
0.00831837022949278,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2397830133268728,0.099923981014486879,1.5237646196491182e-33,0.098752979851610967,2.0872416196462702e-12,4.7858178052731132e-06,0.0012234056088312236,1.4197463519121007e-05,2.1403254124849203e-13,1.3251736475733486e-06,7.5125738580088553e-11,4.9510670509681391e-12,5.1718153064057874e-09,2.7146451524400611e-14,5.3470693814093423e-15,1.9444366580524281e-11,5.8307387900361108e-21,0.0,3.4926998319256978e-05,3.4465620237902334e-05,0.0012012768771878786,1.1203366505029016e-11,1.9522653107113918e-09,6.5498274914148252e-05,4.2653367089365964e-07,4.3484280330566915e-10,7.1291963911391873e-08,1.671713447617667e-09,4.9704604722880213e-09,3.6230066769915331e-12,8.1858593809817173e-17,3.2657732391139419e-11,6.8072615515498843e-15,3.3322942933766882e-14,2.642587207369919e-14,7.290202240808544e-16,7.4810287149066018e-17,9.492637229134001e-18,3.7870710265243728e-21
0.008365824268878675,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23977600737718918,0.09992383090019398,1.5411620389005924e-33,0.098746144133142852,2.1127383466550323e-12,4.8168768106166484e-06,0.0012302831233787493,1.4254014744915254e-05,2.1425397940127215e-13,1.32300413467619e-06,7.5600972218709237e-11,4.9671851837117939e-12,5.1756890180016757e-09,2.7355168853191119e-14,5.335249993603549e-15,1.9498357955346825e-11,5.8846697558832533e-21,0.0,3.4925925357877077e-05,3.4462227572268148e-05,0.0012080751994576115,1.126601762798812e-11,1.9490122986311046e-09,6.5708535155380176e-05,4.2891894626397082e-07,4.3272041966952758e-10,7.0714913446656484e-08,1.6825133744135991e-09,4.9901129669333905e-09,3.6553132520721351e-12,8.1675276134199302e-17,3.2060307496346411e-11,6.8259638995770533e-15,3.3346924257732132e-14,2.6592261003992065e-14,7.379040194945839e-16,7.488549784338646e-17,9.5653425257442564e-18,3.842575925185169e-21
0.008413278308264572,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23976900292375547,0.099923681242291104,1.5586572368885265e-33,0.098739309286986682,2.1383860259725773e-12,4.8479301541591208e-06,0.001237159664020597,1.4310378044246659e-05,2.1447491213924969e-13,1.3208471326535323e-06,7.6075755235884597e-11,4.9832486898089933e-12,5.1795261368045951e-09,2.7564064981978626e-14,5.3235531443415352e-15,1.9552100278880419e-11,5.9387667247085995e-21,0.0,3.4924852777022988e-05,3.4458835565508122e-05,0.0012148727501683041,1.132865622341487e-11,1.9457779144958886e-09,6.5918062020509213e-05,4.3130374468104322e-07,4.3062047026484434e-10,7.0145999745770722e-08,1.6933107002180837e-09,5.0096985476489158e-09,3.6877099687371565e-12,8.1493845161035087e-17,3.1477205276467102e-11,6.8445780007196179e-15,3.3370668610302852e-14,2.6758481833610851e-14,7.4684001988604798e-16,7.4960527836517085e-17,9.6381061371448378e-18,3.8985591055572976e-21
0.008460732347650468,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.239761999961281,0.099923532037347176,1.5762501948937723e-33,0.098732475312930834,2.1641845492697849e-12,4.8789777191246574e-06,0.0012440352319198363,1.4366554800783215e-05,2.1469534685408643e-13,1.3187025173803564e-06,7.6550087678430547e-11,4.9992580314047273e-12,5.1833271633854557e-09,2.7773137858517056e-14,5.3119769552165034e-15,1.9605596006613611e-11,5.9930290704680482e-21,0.0,3.4923780574709928e-05,3.4455444216716797e-05,0.001221669528581564,1.1391282303667812e-11,1.9425619737579678e-09,6.6126861703805638e-05,4.3368806661540637e-07,4.2854259181883452e-10,6.9585060700816416e-08,1.7041053845829877e-09,5.0292177048314484e-09,3.7201964695579107e-12,8.1314271971649122e-17,3.0908002781396175e-11,6.8631047223837939e-15,3.3394179236167754e-14,2.6924534595445011e-14,7.5582818295253807e-16,7.5035379727092683e-17,9.7109273414381763e-18,3.9550217606227483e-21
0.008508186387036364,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23975499848453877,0.099923383281971784,1.5939408941857674e-33,0.098725642210763978,2.1901338083233335e-12,4.9100193915913376e-06,0.001250909828224348,1.4422546382297388e-05,2.1491529082969851e-13,1.3165701664986322e-06,7.7023969620258946e-11,5.015213664497878e-12,5.1870925887635009e-09,2.7982385462789435e-14,5.3005195879712427e-15,1.9658847556259277e-11,6.0474561725976157e-21,0.0,3.4922708748976766e-05,3.4452053524998176e-05,0.0012284655339734885,1.1453895880962338e-11,1.9393642944949211e-09,6.6334940316933034e-05,4.3607191253213872e-07,4.2648642896966581e-10,6.9031938357276571e-08,1.714897388061152e-09,5.0486709232541112e-09,3.7527724003158192e-12,8.1136528265434837e-17,3.0352291863111892e-11,6.881544918649004e-15,3.3417459318117104e-14,2.7090419331898599e-14,7.6486846643409176e-16,7.5110056075797083e-17,9.7838054280776376e-18,4.011965078065603e-21
0.00855564042642226,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23974799848836476,0.099923234972814537,1.6117293160227805e-33,0.098718809980275088,2.2162336950203172e-12,4.9410550604215065e-06,0.0012577834540671432,1.4478354140915844e-05,2.1513475124429992e-13,1.314449959385305e-06,7.7497401161532705e-11,5.0311160390514687e-12,5.1908228946440028e-09,2.8191805806335898e-14,5.2891792432812423e-15,1.9711857308551831e-11,6.1020474159389775e-21,0.0,3.4921637297885674e-05,3.4448663489465612e-05,0.0012352607656343512,1.1516496967373667e-11,1.9361846973621976e-09,6.654230389043521e-05,4.3845528289098232e-07,4.2445163403897392e-10,6.8486478782736551e-08,1.725686672181914e-09,5.0680586821545882e-09,3.7854374099559679e-12,8.096058634079288e-17,2.9809678576647593e-11,6.8998994305489376e-15,3.3440511978582707e-14,2.7256136094592002e-14,7.739608281150926e-16,7.5184559406083179e-17,9.8567396976309199e-18,4.0693902403191629e-21
0.008603094465808156,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23974099996765669,0.099923087106564515,1.6296154416521437e-33,0.098711978621253527,2.2424841013628668e-12,4.9720846171950757e-06,0.0012646561105666809,1.4533979413364112e-05,2.1535373517198925e-13,1.312341777116255e-06,7.797038242784651e-11,5.0469655991010018e-12,5.1945185536483966e-09,2.8401396931599842e-14,5.2779541598104988e-15,1.976462760802364e-11,6.1568021906664058e-21,0.0,3.4920566219521734e-05,3.4445274109241693e-05,0.0012420552228682921,1.1579085574839811e-11,1.9330230055394265e-09,6.6748958375198068e-05,4.4083817814645489e-07,4.2243786683795023e-10,6.7948531945312924e-08,1.7364731994276755e-09,5.0873814553216056e-09,3.8181911505419565e-12,8.0786419080957404e-17,2.927978261115367e-11,6.9181690863452645e-15,3.3463340281128843e-14,2.7421684944072486e-14,7.8310522582587563e-16,7.5258892204732079e-17,9.9297294615498662e-18,4.1272984246122758e-21
0.008650548505194052,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23973400291737332,0.099922939679949502,1.6475992523104732e-33,0.098705148133489004,2.2688849194728538e-12,5.0031079561433824e-06,0.0012715277988271738,1.4589423521206411e-05,2.155722495849335e-13,1.3102455024398956e-06,7.8442913569433031e-11,5.062762782859241e-12,5.1981800295375517e-09,2.8611156911288493e-14,5.2668426131615665e-15,1.9817160763760508e-11,6.2117198922094569e-21,0.0,3.4919495511992619e-05,3.4441885383458177e-05,0.0012488489049930209,1.1641661715164436e-11,1.9298790446915987e-09,6.6954909643863417e-05,4.4322059874795944e-07,4.204447944471891e-10,6.7417951587404746e-08,1.7472569332106724e-09,5.106639711179714e-09,3.8510332772113344e-12,8.0613999937510395e-17,2.8762236742700173e-11,6.9363547017939966e-15,3.3485947231898817e-14,2.7587065949533981e-14,7.9230161744435817e-16,7.5333056922622757e-17,1.000277404194531e-17,4.1856908030158219e-21
0.008698002544579949,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23972700733253313,0.099922792689735432,1.6656807292239091e-33,0.098698318516771522,2.2954360415954535e-12,5.0341249740864041e-06,0.0012783985199388823,1.4644687771080453e-05,2.1579030135458719e-13,1.3081610197364199e-06,7.8914994760392708e-11,5.0785080228208436e-12,5.2018077774278144e-09,2.8821083847756299e-14,5.2558429147606479e-15,1.9869459050136712e-11,6.2667999211933294e-21,0.0,3.4918425173428169e-05,3.4438497311255657e-05,0.0012556418113395279,1.1704225400019594e-11,1.926752642907814e-09,6.7160163492238303e-05,4.4560254513988737e-07,4.1847209104256915e-10,6.689459511995288e-08,1.7580378378509177e-09,5.1258339128722884e-09,3.8839634481319426e-12,8.0443302913437727e-17,2.8256686319153653e-11,6.9544570804046166e-15,3.3508335781014532e-14,2.7752279188544955e-14,8.0154996089727168e-16,7.5407055975161405e-17,1.0075872771369989e-17,4.2445685424869913e-21
0.008740711180027255,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23972071255506114,0.099922660769022939,1.6820375475692515e-33,0.098692172606297673,2.3194604724808269e-12,5.0620348025336306e-06,0.001284581342917298,1.4694272885494192e-05,2.1598615798728749e-13,1.3062949731833225e-06,7.9339483287007749e-11,5.0926346797669903e-12,5.2050442824439528e-09,2.9010159293627683e-14,5.2460374493169956e-15,1.9916328546937635e-11,6.3165102459710366e-21,0.0,3.4917462182656897e-05,3.4435448604381945e-05,0.0012617547632185454,1.1760522076505899e-11,1.9239537541545607e-09,6.7344300390799269e-05,4.477458918067687e-07,4.1671380971894907e-10,6.642963573063493e-08,1.7677382043346332e-09,5.1430543066807276e-09,3.9136755996794391e-12,8.0291126955622387e-17,2.7811663655355075e-11,6.9706787080894398e-15,3.3528301136013971e-14,2.7900827733990122e-14,8.0991785409058828e-16,7.5473515446997375e-17,1.0141707381871558e-17,4.2979744521294495e-21
0.008783419815474562,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23971441895706166,0.099922529196900978,1.6984734466656291e-33,0.098686027401049509,2.3436064840689691e-12,5.0899393577383964e-06,0.0012907633841529823,1.4743714293408124e-05,2.1618165023667378e-13,1.3044383037431601e-06,7.9763607672389451e-11,5.1067199154446743e-12,5.208254149622594e-09,2.9199367118062348e-14,5.2363200593881183e-15,1.9963011224842846e-11,6.366351144839487e-21,0.0,3.4916499487917067e-05,3.4432400425605697e-05,0.0012678670857162544,1.1816808681740966e-11,1.9211688289532011e-09,6.752788113203789e-05,4.4988885503698891e-07,4.1497154099633713e-10,6.5970316048606929e-08,1.7774362262529378e-09,5.1602235179074665e-09,3.943458547592756e-12,8.0140307092326866e-17,2.7375837968217137e-11,6.9868341240839361e-15,3.3548094005485362e-14,2.8049240525819839e-14,8.1832776363207608e-16,7.5539844370631455e-17,1.0207584848443883e-17,4.3517752889672569e-21
0.008821857587377137,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23970875572440867,0.099922411078150586,1.713333358565754e-33,0.098680497319168101,2.3654417812990319e-12,5.1150488908444371e-06,0.0012963265535091242,1.478808945405575e-05,2.1635728568834443e-13,1.3027752517111337e-06,8.014500842166301e-11,5.1193614635353435e-12,5.2111205148899275e-09,2.9369766248925699e-14,5.2276487540735372e-15,2.0004867218306015e-11,6.4113192421398142e-21,0.0,3.4915633314668022e-05,3.4429657515727369e-05,0.0012733676374618052,1.1867458022349799e-11,1.9186742355350137e-09,6.7692631650155915e-05,4.518171943653896e-07,4.1341700507462162e-10,6.5561670252757459e-08,1.7861624213550434e-09,5.1756323172204616e-09,3.9703235306731379e-12,8.0005713912413629e-17,2.6991264422634507e-11,7.0013178515559622e-15,3.3565761799278819e-14,2.8182696029290011e-14,8.2593258093522125e-16,7.5599430180323067e-17,1.026691082525594e-17,4.4005343994192025e-21
0.008860295359279713,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23970309344175011,0.099922293238264487,1.728257304774749e-33,0.098674967808285052,2.3873754384874009e-12,5.1401540458196556e-06,0.0013018890908282361,1.483234962578149e-05,2.1653263334686657e-13,1.3011196711625501e-06,8.0526114493141013e-11,5.131969925563755e-12,5.2139657842223018e-09,2.9540270580773801e-14,5.2190470194093144e-15,2.0046574319161249e-11,6.4563924503493542e-21,0.0,3.4914767379184419e-05,3.442691503267526e-05,0.0012788676787041378,1.1918099217881586e-11,1.916190768250492e-09,6.7856937913781995e-05,4.537452235912042e-07,4.1187509817350845e-10,6.5157445133220765e-08,1.7948866804692175e-09,5.1910001596410688e-09,3.9972454860103252e-12,7.9872191909986527e-17,2.6613784580709938e-11,7.0157488063521469e-15,3.3583292995884204e-14,2.831604168786267e-14,8.3357138446647286e-16,7.5658912831925063e-17,1.0326270803065504e-17,4.4496146918598346e-21
0.008898733131182288,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23969743210657612,0.099922175675611707,1.7432452752916859e-33,0.098669438868289494,2.4094073986923172e-12,5.1652547736451465e-06,0.0013074509966581065,1.4876495468654922e-05,2.1670769663423604e-13,1.2994715043857606e-06,8.0906926031866517e-11,5.1445455183015493e-12,5.2167901800815113e-09,2.9710879172374337e-14,5.2105140380788606e-15,2.0088133657398137e-11,6.5015704629340433e-21,0.0,3.4913901680523381e-05,3.4424172976013173e-05,0.0012843672091177685,1.1968732274240866e-11,1.9137183412863303e-09,6.802080282740635e-05,4.5567294293923691e-07,4.1034566292661855e-10,6.475757299301705e-08,1.8036089866726745e-09,5.2063272791554098e-09,4.0242242389366936e-12,7.9739728500871504e-17,2.6243237013591048e-11,7.0301273877210142e-15,3.3600689037354999e-14,2.8449277561177913e-14,8.4124415199309828e-16,7.5718293528154256e-17,1.0385664450851459e-17,4.4990167744789345e-21
0.008937170903084863,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23969177171640046,0.099922058388576221,1.7582972601116096e-33,0.098663910499070778,2.4315376050341273e-12,5.1903510262801421e-06,0.0013130122715411543,1.4920527636834702e-05,2.1688247893348748e-13,1.2978306943118177e-06,8.1287443191528205e-11,5.157088456281705e-12,5.2195939216665727e-09,2.988159109392239e-14,5.2020490066839865e-15,2.0129546349640911e-11,6.5468529754210505e-21,0.0,3.4913036217750766e-05,3.4421431345308506e-05,0.0012898662283823111,1.2019357197281503e-11,1.9112568697848373e-09,6.8184229265453623e-05,4.5760035263236269e-07,4.0882854461950778e-10,6.4361987465635792e-08,1.8123293233855596e-09,5.2216139076581131e-09,4.0512596159936284e-12,7.9608311316398567e-17,2.5879464652570378e-11,7.0444539901953373e-15,3.3617951344599677e-14,2.8582403711905655e-14,8.4895086130650942e-16,7.5777573458004604e-17,1.0445091441617627e-17,4.5487412533661645e-21
0.008975608674987439,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23968611226875994,0.099921941375556947,1.7734132492256274e-33,0.098658382700518341,2.4537660006951682e-12,5.2154427566415188e-06,0.001318572916014518,1.4964446778640823e-05,2.1705698358895631e-13,1.2961971844997593e-06,8.1667666134238021e-11,5.1695989518316472e-12,5.2223772249757779e-09,3.0052405426862391e-14,5.1936511345579335e-15,2.0170813499365835e-11,6.5922396854037192e-21,0.0,3.4912170989941126e-05,3.4418690140132015e-05,0.0012953647361823872,1.2069973992807474e-11,1.9088062698222433e-09,6.8347220072720059e-05,4.5952745289155666e-07,4.0732359110392362e-10,6.3970623488616653e-08,1.8210476743637456e-09,5.2368602749778487e-09,4.0783514449168381e-12,7.9477928183235157e-17,2.5522314653184299e-11,7.0587290036687392e-15,3.3635081317783608e-14,2.8715420205667203e-14,8.5669149022221172e-16,7.5836753796839216e-17,1.0504551452329989e-17,4.5987887325246477e-21
0.009014046446890014,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23968045376121452,0.099921824634967543,1.7885932326209709e-33,0.098652855472521714,2.4760925289240786e-12,5.2405299185891084e-06,0.0013241329306101428,1.5008253536625833e-05,2.1723121390625169e-13,1.2945709191206538e-06,8.2047595030317143e-11,5.1820772151041836e-12,5.2251403028679151e-09,3.0223321263694148e-14,5.1853196436105245e-15,2.0211936197116103e-11,6.6377302925158849e-21,0.0,3.4911305996177478e-05,3.4415949360057928e-05,0.0013008627322075453,1.2120582666573649e-11,1.9063664583822236e-09,6.8509778064793913e-05,4.6145424393592406e-07,4.0583065275896052e-10,6.3583417277728774e-08,1.829764023693683e-09,5.2520666089024687e-09,4.1054995546255253e-12,7.9348567119688293e-17,2.517163826225606e-11,7.07295281347137e-15,3.365208033672455e-14,2.8848327110959865e-14,8.6446601658129491e-16,7.5895835706383965e-17,1.0564044163848509e-17,4.6491598138864768e-21
0.00905248421879259,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23967479619134691,0.099921708165236073,1.8038372002810367e-33,0.098647328814970611,2.4985171330362213e-12,5.265612466907313e-06,0.0013296923158548633,1.5051948547644904e-05,2.1740517315384682e-13,1.2929518429638061e-06,8.2427230058084465e-11,5.1945234541047084e-12,5.2278833651215132e-09,3.0394337707799609e-14,5.1770537691982216e-15,2.02529155207086e-11,6.6833244983713441e-21,0.0,3.4910441235551327e-05,3.4413209004664003e-05,0.0013063602161521764,1.2171183224286661e-11,1.9039373533677177e-09,6.8671906028432977e-05,4.6338072598273471e-07,4.0434958246333817e-10,6.3200306281975265e-08,1.8384783557859389e-09,5.2672331352038614e-09,4.132703775208757e-12,7.9220216354129017e-17,2.4827290690974849e-11,7.0871258004429924e-15,3.3668949761277869e-14,2.8981124499082103e-14,8.7227441825059343e-16,7.5954820335284819e-17,1.0623569260866135e-17,4.6998550973291825e-21
0.009087078213504907,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23966970517820071,0.099921603572773729,1.8176114694396956e-33,0.0986423553108145,2.5187830848161015e-12,5.2881827790965719e-06,0.0013346952249114628,1.5091179035730231e-05,2.1756150738356e-13,1.2915007760593602e-06,8.2768650479330768e-11,5.2056978586652609e-12,5.2303351787240698e-09,3.0548337794298962e-14,5.1696699616691936e-15,2.0289675207758016e-11,6.724447615581182e-21,0.0,3.4909663149576221e-05,3.4410743047564549e-05,0.0013113075136247493,1.2216716791681132e-11,1.9017602457161159e-09,6.8817455801760988e-05,4.6511429581006745e-07,4.0302664671351343e-10,6.2858957075430862e-08,1.8463195173008179e-09,5.2808491583523753e-09,4.1572354090290386e-12,7.9105554883338742e-17,2.4522672450901174e-11,7.0998383463991554e-15,3.3684022548303853e-14,2.9100548572339052e-14,8.7933092486909402e-16,7.6007824265159253e-17,1.0677169280225687e-17,4.7457585393536259e-21
0.009121672208217224,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23966461492090282,0.099921499197318922,1.8314375504289746e-33,0.098637382268549803,2.5391283909660772e-12,5.3107492866532455e-06,0.001339697624993523,1.5130319976448555e-05,2.1771762699438153e-13,1.2900554487763149e-06,8.3109833158836835e-11,5.2168466390138472e-12,5.2327710958387077e-09,3.0702418016463696e-14,5.162338152644887e-15,2.0326320392844343e-11,6.7656541930097542e-21,0.0,3.4908885251062733e-05,3.4408277433813309e-05,0.0013162543958522835,1.2262243793750041e-11,1.8995916858864159e-09,6.8962661478118883e-05,4.668476156797576e-07,4.0171310296946255e-10,6.2520831406833104e-08,1.8541590215600193e-09,5.2944332803853698e-09,4.1818122337187434e-12,7.8991694032825265e-17,2.4222966181440834e-11,7.1125103022161833e-15,3.3698992413466963e-14,2.9219884052424568e-14,8.8641483648103927e-16,7.6060751136379141e-17,1.0730795054918559e-17,4.7919255037414041e-21
0.009156266202929541,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23965952541773702,0.099921395037755198,1.8453154359391137e-33,0.098632409688096404,2.5595530103095757e-12,5.3333119584678796e-06,0.0013446995164748102,1.5169371822501858e-05,2.1787353429298732e-13,1.288615822099875e-06,8.3450778242407505e-11,5.2279699424450012e-12,5.2351912632217269e-09,3.0856577742595562e-14,5.1550578102096171e-15,2.0362851836057129e-11,6.8069440172059298e-21,0.0,3.4908107539365662e-05,3.4405812163109463e-05,0.0013212008626217395,1.230776423455619e-11,1.8974316158598778e-09,6.9107525030760663e-05,4.68580685746489e-07,4.0040884893433222e-10,6.2185886139931744e-08,1.8619968578482816e-09,5.3079856617980339e-09,4.2064341277943145e-12,7.8878625612774246e-17,2.392807409424919e-11,7.1251419364792326e-15,3.3713860308098444e-14,2.9339130996850851e-14,8.9352613700753726e-16,7.6113601759529928e-17,1.0784446362812516e-17,4.8383564235916264e-21
