Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),C2H6X(52),CH3OO(77),CH2X(27),CHX(28),CX(26),OCX(25),COX(50)
1.6368113545994233e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33332162114173086,0.11473574065321614,0.022665747103494862,0.0,1.37879994963433e-18,2.8016317765570396e-10,7.6316466632431492e-09,6.7077702736805653e-14,7.2206809669450491e-28,2.5112561576234207e-07,1.1733034281635118e-28,1.4968300925172312e-09,9.7774565222161712e-22,1.995886445584125e-20,8.1095120481743655e-21,5.4056013696831806e-23,3.6211459986914203e-19,3.1567504824734616e-22,0.0039339475028740741,0.00031163346106399879,4.3852570241217291e-09,7.4965100115202792e-14,3.4201786140498245e-07,3.0792938967989069e-12,1.4638659099953262e-16,4.3163142828884573e-11,3.1334599419586189e-13,7.511114226086699e-10,1.3936626395485837e-08,6.9453459272397115e-16,6.2646139437604738e-15
1.655625149859673e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33329404527491285,0.11471169787146401,0.022663981093890975,0.0,1.4582168339367807e-18,2.926788954242887e-10,7.8939913315968832e-09,6.9654551101704851e-14,7.6887340191435723e-28,2.5562049024996142e-07,1.2585479200318921e-28,1.5126436811929064e-09,1.021551259000413e-21,2.0906110936336869e-20,8.5273459387299263e-21,5.661207241910138e-23,3.7628289033285494e-19,3.3252355041331438e-22,0.0039579853482611853,0.00031516521636707932,4.4217944771352957e-09,7.7114693606574341e-14,3.4810547880760157e-07,3.2257516701074551e-12,1.5220699389604257e-16,4.394196348111551e-11,3.1631323371873335e-13,7.7122033720481807e-10,1.4058338719039143e-08,7.0957490473270929e-16,6.4794799420645927e-15
1.6744389451199227e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33326678407184929,0.11468796889899445,0.022662215512381127,0.0,1.5413443722955535e-18,3.0562907719069746e-10,8.1615784892387676e-09,7.2310788591616895e-14,8.180635111620998e-28,2.6015094996685731e-07,1.3491827059467673e-28,1.5284366653796539e-09,1.0669684453443021e-21,2.1888465616118204e-20,8.9606578105998583e-21,5.9254832684465646e-23,3.9085327258617946e-19,3.5012398625620016e-22,0.0039817093454458464,0.00031869611022728611,4.4583396088354801e-09,7.9303643073845756e-14,3.5424089564226775e-07,3.3776359531041792e-12,1.5821315944399645e-16,4.4726920707156598e-11,3.1929469547818379e-13,7.9155244362501877e-10,1.4177906009038577e-08,7.2468863602570475e-16,6.6986216327383276e-15
1.6932527403801724e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33323983343546604,0.11466454964552704,0.022660450355551292,0.0,1.6283170610109024e-18,3.1902462332382284e-10,8.4344172040345588e-09,7.5048261796241144e-14,8.6972558064501372e-28,2.6471698029905462e-07,1.4455007640318531e-28,1.5442093673849238e-09,1.1140443202230842e-21,2.2906879267822814e-20,9.4097730552952609e-21,6.1985992878743093e-23,4.0583301173263547e-19,3.6850391725483388e-22,0.0040051235847223185,0.00032222614946358002,4.4948926455448147e-09,8.1532279236648989e-14,3.6042408113466826e-07,3.5350925436428507e-12,1.6440957952010502e-16,4.5518010457880047e-11,3.2229060966113213e-13,8.1210389364832897e-10,1.4295323590830159e-08,7.3987237080839261e-16,6.9220459623687983e-15
1.712066535640422e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33321318932213967,0.11464143607414504,0.022658685620032457,0.0,1.7192729157509432e-18,3.3287660576374099e-10,8.7125150953172306e-09,7.7868845805457946e-14,9.2394856203962299e-28,2.6931856687685938e-07,1.5478085169938197e-28,1.5599621077255339e-09,1.1628270119046049e-21,2.3962319341513998e-20,9.8750167775446022e-21,6.4807253702758512e-23,4.2122943282697423e-19,3.876917075593719e-22,0.0040282321030209525,0.0003257553408064112,4.5314538087803014e-09,8.3800932449425698e-14,3.6665500453397382e-07,3.6982697090527749e-12,1.7080081831618257e-16,4.6315228729407024e-11,3.2530120340333095e-13,8.3287080693786663e-10,1.4410588294931249e-08,7.5512274329502253e-16,7.1497586997712279e-15
1.7308803309006718e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33318684774099894,0.11461862420059767,0.022656921302499963,0.0,1.8143535296541602e-18,3.4719626914193384e-10,8.9958783605115863e-09,8.0774444421881071e-14,9.8082320021854637e-28,2.7395569556967402e-07,1.6564263387122182e-28,1.575695205143706e-09,1.2133656820350944e-21,2.5055770107603014e-20,1.0356713662199899e-20,6.7720317714604249e-23,4.3704992081821627e-19,4.0771654129180685e-22,0.0040510388846058225,0.00032928369089889857,4.5680233153403258e-09,8.6109932704193737e-14,3.7293363509804136e-07,3.867318203802949e-12,1.7739151290404902e-16,4.7118571562154475e-11,3.2832670052133673e-13,8.5384927631962758e-10,1.4523698424595074e-08,7.7043643896279464e-16,7.381764457918982e-15
1.7496941261609215e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33316080475323528,0.11459611009261168,0.022655157399672929,0.0,1.9137041315269991e-18,3.6199503189658952e-10,9.2845118026728141e-09,8.3766990373322344e-14,1.0404420302656558e-27,2.7862835248090995e-07,1.7716890758174899e-28,1.5914089766228283e-09,1.2657105398142019e-21,2.6188232797646014e-20,1.0855187844503813e-20,7.0726888880939048e-23,4.5330192049243973e-19,4.2860844008462243e-22,0.0040735478617632478,0.00033281120629799217,4.6046013773907691e-09,8.8459609547601628e-14,3.792599420788239e-07,4.0423912871019404e-12,1.8418637380018122e-16,4.7928035039899858e-11,3.3136732518637338e-13,8.7503537299137664e-10,1.4634653722537145e-08,7.858101955150677e-16,7.6180667168511159e-15
1.7685079214211712e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33313505647142194,0.11457388986921191,0.022653393908313682,0.0,2.0174736444290022e-18,3.7728448738286848e-10,9.578418858875797e-09,8.6848445525169948e-14,1.102899373798861e-27,2.8333652394299197e-07,1.8939465845809915e-28,1.6071037374029547e-09,1.3199128562651838e-21,2.7360725745068224e-20,1.1370762783841001e-20,7.3828672137593413e-23,4.6999293641569411e-19,4.5039828085919563e-22,0.0040957629154812283,0.0003363378934756179,4.641188202549601e-09,9.0850292150690668e-14,3.8563389470797749e-07,4.2236447404322101e-12,1.9119018553011783e-16,4.8743615288863087e-11,3.3442329862265319e-13,8.9642515169039671e-10,1.4743455336868993e-08,8.0124080804304734e-16,7.8586678470813337e-15
1.787321716681421e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33310959905884241,0.11455195970005067,0.022651630825227167,0.0,2.1258147450625701e-18,3.9307640497805305e-10,9.8776016293990209e-09,9.0020801092681897e-14,1.1682913346204644e-27,2.8808019651245588e-07,2.0235642834455168e-28,1.6227798009960357e-09,1.3760249786007136e-21,2.85742845286729e-20,1.1903761141087737e-20,7.7027372959730477e-23,4.8713053287757322e-19,4.7311781384554936e-22,0.0041176878761200065,0.00033986375881980531,4.6777839939689339e-09,9.3282309340378538e-14,3.9205546218272812e-07,4.4112368850176329e-12,1.9840780719262015e-16,4.9565308476805545e-11,3.3749483750500213e-13,9.1801465573834532e-10,1.485010578636845e-08,8.1672512999310915e-16,8.1035691335152283e-15
1.8061355119416706e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33308442872882787,0.11453031580474608,0.022649868147260353,0.0,2.2388839231493653e-18,4.0938273118149846e-10,1.018206090764648e-08,9.3286077853195534e-14,1.2367157937156033e-27,2.9285935696513632e-07,2.1609237215294165e-28,1.6384374792008928e-09,1.4341003446847957e-21,2.9829962113346454e-20,1.24545046596672e-20,8.0324696941793901e-23,5.0472233383431292e-19,4.9679968084507658e-22,0.0041393265240737961,0.00034338880863579989,4.7143889504166227e-09,9.5755989470148083e-14,3.9852461365195258e-07,4.6053285992229298e-12,2.0584417302359358e-16,5.0393110812145977e-11,3.4058215972663202e-13,9.3979992199503727e-10,1.4954608925104945e-08,8.3226007271157114e-16,8.3527708002787094e-15
1.8249493072019203e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3330595417441029,0.114508954452229,0.02264810587130173,0.0,2.3568415410344614e-18,4.2621559070927383e-10,1.0491796210747214e-08,9.664632635825573e-14,1.3082724036198366e-27,2.9767399229144304e-07,2.3064231634420326e-28,1.6540770821179349e-09,1.4941934975912586e-21,3.1128828989648121e-20,1.3023314050407774e-20,8.3722349387454407e-23,5.2277602285171104e-19,5.2147743373785743e-22,0.0041606825904238528,0.00034691304914715772,4.7510032663568068e-09,9.8271660496106329e-14,4.0504131820249111e-07,4.8060833358836434e-12,2.1350429295977166e-16,5.1227018543092667e-11,3.4368548084641653e-13,9.6177698573434765e-10,1.5056969906483523e-08,8.4784261108971156e-16,8.60627203593298e-15
1.84376310246217e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33303493441614002,0.11448787196009853,0.022646343994280674,0.0,2.4798518943752462e-18,4.4358728758341794e-10,1.0806805810777068e-08,1.0010362714566163e-13,1.3830625821774126e-27,3.0252408969172421e-07,2.4604781907528592e-28,1.6696989181636277e-09,1.5563601002593304e-21,3.2471973318077738e-20,1.3610508880293154e-20,8.7222034909750043e-23,5.4129934304898234e-19,5.471855532361999e-22,0.0041817597575829661,0.00035043648649682522,4.7876271320272759e-09,1.0082965006114736e-13,4.1160554484571814e-07,5.0136671395654158e-12,2.2139325320216691e-16,5.2067027956791831e-11,3.468050100644342e-13,9.8394188539787412e-10,1.5157195146799112e-08,8.6346978453121078e-16,8.8640710189432501e-15
1.8625768977224197e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33301060310452235,0.11446706469398601,0.022644582513166957,0.0,2.6080832727293431e-18,4.615103062157119e-10,1.1127086766546449e-08,1.0366009095143306e-13,1.4611895057121949e-27,3.0740963657171656e-07,2.6235223204615374e-28,1.6853032940847094e-09,1.6206569502467962e-21,3.3860501070018619e-20,1.4216407465185543e-20,9.0825457041595659e-23,5.60300097041947e-19,5.7395946788604913e-22,0.0042025616599314902,0.00035395912674820204,4.8242607335166738e-09,1.034302853045733e-13,4.1821726250433423e-07,5.228248663751118e-12,2.2951621677929014e-16,5.2913135378491949e-11,3.4994095872592037e-13,1.0062906672321833e-09,1.5255292288337275e-08,8.791386946417868e-16,9.1261649439940429e-15
1.8813906929826694e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33298654421631535,0.11444652906692722,0.022642821424970202,0.0,2.7417080200516472e-18,4.7999731248587069e-10,1.1452634955896777e-08,1.0731785892169931e-13,1.5427581016336102e-27,3.1233062053807796e-07,2.7960076408205565e-28,1.7008905149721718e-09,1.6871419945812375e-21,3.5295536165490301e-20,1.4841326766593786e-20,9.4534317856819705e-23,5.7978614688556061e-19,6.0183557331791024e-22,0.0042230918844450432,0.00035748097588619003,4.8609042528414454e-09,1.0607389292761573e-13,4.2487643999941383e-07,5.4499991879545684e-12,2.3787842411014086e-16,5.3765337170723443e-11,3.5309353730928815e-13,1.0288193898245907e-09,1.5351270162087731e-08,8.9484651145002611e-16,9.3925500486183353e-15
1.900204488242919e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33296275420544613,0.11442626153874305,0.022641060726739326,0.0,2.8809025966839933e-18,4.9906115481407142e-10,1.1783445108451627e-08,1.1107910282450975e-13,1.6278750405003367e-27,3.1728702939400365e-07,2.9784054648673144e-28,1.71646088427499e-09,1.7558743447098809e-21,3.6778220618277603e-20,1.5485582292550226e-20,9.8350317601869871e-23,5.9976541401780006e-19,6.3085125174894504e-22,0.004243353971313972,0.00036100203981822546,4.8975578680186944e-09,1.0876079936608678e-13,4.3158304603771175e-07,5.6790926347593859e-12,2.464851935669724e-16,5.4623629732493974e-11,3.5626294736851418e-13,1.0515241285165394e-09,1.5445138750140128e-08,9.1059047483659317e-16,9.6632216397966038e-15
1.919018283503169e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33293922957209116,0.11440625861542811,0.022639300415562034,0.0,3.0258476412435483e-18,5.1871486522771954e-10,1.2119510838768026e-08,1.1494602526156654e-13,1.7166487275647447e-27,3.2227885113492315e-07,3.171207002027025e-28,1.7320147038136324e-09,1.8269142915485714e-21,3.8309714677804451e-20,1.6149488002652092e-20,1.0227515433830932e-22,6.202458792028229e-19,6.6104489173790799e-22,0.0042633514145546886,0.00036452232437529745,4.9342217531389636e-09,1.1149133052615662e-13,4.3833704919919841e-07,5.9157055867816481e-12,2.5534192203783176e-16,5.5488009498498465e-11,3.5944939330472425e-13,1.0744009796750582e-09,1.5536909147809899e-08,9.2636788982894507e-16,9.9381741213284847e-15
1.9378320787634185e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33291596686207214,0.11438651684854746,0.022637540488564291,0.0,3.1767280318406722e-18,5.3897166042235884e-10,1.2460824679833992e-08,1.1892085987988277e-13,1.8091892938213644e-27,3.2730607394427713e-07,3.3749240481528194e-28,1.7475522737933237e-09,1.900323320630404e-21,3.9891196964077205e-20,1.6833356217314631e-20,1.0631052359621091e-22,6.4123558247268409e-19,6.9245590819459738e-22,0.0042830876626129841,0.00036804183531295064,4.9708960784401638e-09,1.1426581180504796e-13,4.4513841792486072e-07,6.1600173035549217e-12,2.644540854888778e-16,5.6358472938343977e-11,3.6265308148029496e-13,1.0974460648472496e-09,1.562659352555502e-08,9.4217613339553399e-16,1.0217401021503681e-14
1.9566458740236682e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33289296266625917,0.1143670328346411,0.022635780942909807,0.0,3.3337329493358755e-18,5.598449428166422e-10,1.2807378116860275e-08,1.2300587158336508e-13,1.9056085865828552e-27,3.3236868618937211e-07,3.5900896943743223e-28,1.763073892817093e-09,1.9761641273545506e-21,4.1523864613549241e-20,1.7537497531275341e-20,1.1045811803853786e-22,6.6274262307098658e-19,7.2512476264550561e-22,0.0043025661189594541,0.00037156057831227508,5.0075810103761674e-09,1.1708456840251768e-13,4.5198712050477223e-07,6.4122097383362893e-12,2.738272395264791e-16,5.723501655578909e-11,3.6587420588743336e-13,1.1206555347940513e-09,1.5714205090742137e-08,9.5801265703663679e-16,1.0500895020433216e-14
1.975459669283918e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33287021361998304,0.11434780321463645,0.02263402177579955,0.0,3.4970559407106407e-18,5.8134830160126372e-10,1.3159161621314695e-08,1.2720335674432008e-13,2.0060201596071435e-27,3.374666764173123e-07,3.8172590551308717e-28,1.7785798578985897e-09,2.0545006323358194e-21,4.3208933423203075e-20,1.8262220731380898e-20,1.1471962713658434e-22,6.8477515939601442e-19,7.5909298375736238e-22,0.0043217901426770861,0.00037507855898088024,5.0442767116848452e-09,1.1994792497876679e-13,4.5888312506639145e-07,6.6724675548319351e-12,2.8346701995909203e-16,5.8117636887997452e-11,3.6911296329031334e-13,1.1440255733585979e-09,1.5799758049313982e-08,9.7387497904260989e-16,1.0788647978053583e-14
1.9942734645441677e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33284771640245348,0.11432882467326849,0.022632262984471224,0.0,3.666894980785622e-18,6.0349551378175984e-10,1.3516164685148518e-08,1.3151564341488827e-13,2.1105392627994868e-27,3.4260003335100688e-07,4.0570100157706289e-28,1.7940704644746846e-09,2.1353979968555076e-21,4.4947637981439725e-20,1.90078327186803e-20,1.1909673685653205e-22,7.0734140894119738e-19,7.9440318812027471e-22,0.0043407630490411688,0.00037859578285385598,5.0809833414597099e-09,1.2285620556834108e-13,4.6582639956312788e-07,6.9409781438409149e-12,2.9337914335892211e-16,5.9006330504805321e-11,3.7236955729401255e-13,1.1675524012047632e-09,1.5883267567411827e-08,9.8976069168349564e-16,1.1080650962489599e-14
2.0130872598044174e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33282546773618676,0.1143100939385074,0.022630504566198816,0.0,3.8434525366289555e-18,6.2630054521509534e-10,1.387837585516576e-08,1.3594509153840577e-13,2.2192828315133553e-27,3.4776874588525081e-07,4.309944000101755e-28,1.8095460064178524e-09,2.2189226384140968e-21,4.6741231814030081e-20,1.9774638434840455e-20,1.2359112935716444e-22,7.3044964823818454e-19,8.3109910129217223e-22,0.0043594881100915911,0.00038211225539471974,5.1177010552146108e-09,1.2580973409630513e-13,4.7281691176319425e-07,7.2179316398156476e-12,3.0356940762336772e-16,5.9901094008002849e-11,3.756441748488607e-13,1.1912322794426201e-09,1.5964749733005164e-08,1.0056674659748793e-15,1.1376894277751859e-14
2.031901055064667e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33280346438643937,0.11429160778099372,0.022628746518292057,0.0,4.0269356327347691e-18,6.4977755163994486e-10,1.4245782767487238e-08,1.4049409316068928e-13,2.3323694754740157e-27,3.5297280308287971e-07,4.5766867582869741e-28,1.8250067760483427e-09,2.3051422463863502e-21,4.859098753256161e-20,2.0562940792892853e-20,1.2820448269876417e-22,7.5410821280013476e-19,8.6922557910628515e-22,0.0043779685551976321,0.00038562798199635049,5.1544300049464656e-09,1.2880883397554612e-13,4.7985462923867865e-07,7.503520937337718e-12,3.1404369253624988e-16,6.0801924030628739e-11,3.7893700386462335e-13,1.2150615130678146e-09,1.6044221517579567e-08,1.0215930401784645e-15,1.1677367491958613e-14
2.0507148503249168e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33278170316065048,0.11427336301348108,0.022626988838095989,0.0,4.2175559129877267e-18,6.7394087970056263e-10,1.4618372182062587e-08,1.451650726412507e-13,2.4499194673487402e-27,3.5821219417099456e-07,4.8578891754779168e-28,1.8404530641461446e-09,2.3941257977793939e-21,5.049819695986505e-20,2.1373040612312738e-20,1.3293847056320386e-22,7.7832549706048654e-19,9.088286292433784e-22,0.0043962075716153688,0.00038914296798190891,5.1911703392052861e-09,1.3185382781067748e-13,4.869395193548807e-07,7.7979417075076116e-12,3.2480796032882559e-16,6.1708817236278075e-11,3.8224824689170346e-13,1.2390364542558732e-09,1.6121700737930257e-08,1.0375352269177741e-15,1.1982059466064373e-14
2.0695286455851665e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33276018090788995,0.11425535649028608,0.02262523152299049,0.0,4.4155297059411815e-18,6.9880506796417342e-10,1.4996130017184554e-08,1.4996048686444277e-13,2.5720547309875273e-27,3.6348690853725816e-07,5.1542281015907847e-28,1.8558851599627397e-09,2.4859435730943339e-21,5.2464171274378806e-20,2.2205236558425303e-20,1.3779476198522717e-22,8.031099543149588e-19,9.4995543307049059e-22,0.0044142083050377531,0.00039265721860574503,5.2279222031558046e-09,1.3494503819697094e-13,4.9407154925995397e-07,8.1013924142468781e-12,3.3586825624058844e-16,6.2621770318423409e-11,3.8557808510625277e-13,1.263153505561049e-09,1.6197206018108011e-08,1.0534919215302907e-15,1.2290958381598786e-14
2.0883424408454162e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33273889451831562,0.11423758510674532,0.022623474570389795,0.0,4.6210780923339857e-18,7.2438484793179187e-10,1.5379041383961449e-08,1.5488282545052647e-13,2.6988988293581337e-27,3.6879693572625962e-07,5.4664072026301073e-28,1.8713033512326627e-09,2.5806671722920178e-21,5.4490241166344235e-20,2.3059825086126268e-20,1.427750210949015e-22,8.2847009666540561e-19,9.9265436774792072e-22,0.0044319738601374947,0.00039617073905429318,5.2646857386337702e-09,1.3808278731676947e-13,5.0125068587475752e-07,8.4140743305113885e-12,3.4723070907985498e-16,6.3540779999748413e-11,3.8892669554393286e-13,1.2874091229122885e-09,1.6270756751565213e-08,1.069461086066113e-15,1.2604051768703304e-14
2.107156236105666e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33271784092263612,0.11422004579867982,0.022621717977742022,0.0,4.834426967065753e-18,7.5069514504235908e-10,1.5767090620704781e-08,1.5993461096666881e-13,2.830576952199122e-27,3.7414226543594636e-07,5.7951578339725154e-28,1.8867079241848575e-09,2.6783695308634974e-21,5.657775695653321e-20,2.3937100387897986e-20,1.4788090687121124e-22,8.5441449495652027e-19,1.0369750286062306e-21,0.0044495073011028398,0.00039968353444695416,5.3014610842150467e-09,1.4126739627265449e-13,5.0847689588295574e-07,8.736191554414187e-12,3.589015317841386e-16,6.4465843031493851e-11,3.9229428156349689e-13,1.3117998184410693e-09,1.6342373063544155e-08,1.0854407554079415e-15,1.2921326534921266e-14
2.1259700313659156e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33269701709158178,0.11420273554186595,0.022619961742528769,0.0,5.0558071047624355e-18,7.7775107967013586e-10,1.6160261327190597e-08,1.6511839913787633e-13,2.9672159034144903e-27,3.795228875141239e-07,6.1412399360278524e-28,1.9020991635538428e-09,2.7791249360058037e-21,5.8728088735524941e-20,2.4837354346095407e-20,1.531140729067463e-22,8.8095177871596371e-19,1.0829682517950232e-21,0.004466811652166309,0.00040319560983696518,5.3382483752756196e-09,1.4449918624731567e-13,5.1575014572145078e-07,9.0679510252565824e-12,3.7088702198030893e-16,6.5396956192816229e-11,3.9568102108443306e-13,1.3363221632443265e-09,1.6412075773748013e-08,1.1014290511052137e-15,1.3242768992703712e-14
2.1447838266261653e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33267642003538117,0.11418565135151409,0.022618205862264613,0.0,5.2854542304302704e-18,8.0556796811527104e-10,1.6558536398754416e-08,1.7043677905784729e-13,3.1089440882332565e-27,3.8493879195501971e-07,6.505442952700137e-28,1.917477352590682e-09,2.883009042903628e-21,6.0942626532596961e-20,2.576087648947034e-20,1.5847616718342847e-22,9.0809063609947493e-19,1.1306861372052881e-21,0.0044838898981265181,0.00040670697021225798,5.3750477440397365e-09,1.4777847823462693e-13,5.2307040157101626e-07,9.4095625394660431e-12,3.8319356254454063e-16,6.633411629015838e-11,3.9908707715446147e-13,1.3609727899350168e-09,1.647988635933862e-08,1.1174241602135846e-15,1.3568364886873164e-14
2.163597621886415e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33265604680324606,0.1141687902817532,0.022616450334496718,0.0,5.5236090813471407e-18,8.3416132358741638e-10,1.6961898060181288e-08,1.7589237339975335e-13,3.2558915001571906e-27,3.9038996889591149e-07,6.8885867730763378e-28,1.9328427730737749e-09,2.9900988911174925e-21,6.3222780427443944e-20,2.6707953953896271e-20,1.6396883185920513e-22,9.3583981382532674e-19,1.1801820716670955e-21,0.0045007449848631703,0.00041021762049630434,5.411859319648417e-09,1.5110559176720784e-13,5.304376293471401e-07,9.7612387664394471e-12,3.9582762216204666e-16,6.7277320156631693e-11,4.0251265553812605e-13,1.3857483949865667e-09,1.6545826918298133e-08,1.1334243388280998e-15,1.3898099423188032e-14
2.1824114171466647e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33263589448286246,0.11415214942512276,0.022614695156804365,0.0,5.7705174718255487e-18,8.6354685718233968e-10,1.7370327899353594e-08,1.8148783862696309e-13,3.4081897077195994e-27,3.9587640861381917e-07,7.2915226967762922e-28,1.9481957053194523e-09,3.1004729210790457e-21,6.5569980677845204e-20,2.7678871447250455e-20,1.6959370306562969e-22,9.6420811711129823e-19,1.231510752424445e-21,0.0045173798198452925,0.00041372756554895106,5.4486832282204234e-09,1.5448084648749857e-13,5.3785179469124316e-07,1.0123195264290388e-11,4.0879575588660046e-16,6.8226564651410342e-11,4.0595793541839034e-13,1.4106457410573597e-09,1.6609920133187926e-08,1.1494279338558334e-15,1.423195729539985e-14
2.2012252124069144e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33261596019988732,0.11413572591207136,0.022612940326798555,0.0,6.0264303681080537e-18,8.9374047885147071e-10,1.7783806900620956e-08,1.8722586520368099e-13,3.5659718410778702e-27,4.013981015222582e-07,7.7151344234025435e-28,1.9635364281924057e-09,3.2142109906940745e-21,6.7985677907916818e-20,2.8673911218404328e-20,1.7535241071623398e-22,9.9320440962201392e-19,1.2847282108890753e-21,0.0045337972726328139,0.00041723681016724219,5.4855195928898195e-09,1.5790456227424058e-13,5.4531286296208888e-07,1.0495650495499033e-11,4.2210460569984299e-16,6.9181846659136693e-11,4.094230614281638e-13,1.4356616591079055e-09,1.6672189235345159e-08,1.165433356313983e-15,1.4569922711776945e-14
2.220039007667164e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33259624111745362,0.11411951691046132,0.022611185842121538,0.0,6.2916039504657837e-18,9.2475829836422965e-10,1.8202315477858419e-08,1.9310917780551098e-13,3.7293725784620929e-27,4.0695503816805318e-07,8.1603390665343853e-28,1.9788652191159276e-09,3.3313943920538441e-21,7.0471343214900932e-20,2.9693353030268292e-20,1.8124657832558989e-22,1.0228376134014172e-18,1.3398918366750581e-21,0.004550000175371589,0.00042074535908623079,5.5223685338733668e-09,1.6137705704441755e-13,5.5282079922734543e-07,1.0878825842463187e-11,4.3576090107037695e-16,7.0143163089338001e-11,4.1290824223623949e-13,1.4607930502496936e-09,1.6732657969549558e-08,1.1814390797348789e-15,1.4911979423164834e-14
2.2388528029274138e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3325767344356812,0.11410351962508054,0.022609431700446461,0.0,6.566299675269581e-18,9.5661662626309498e-10,1.8625833507179781e-08,1.9914053552997199e-13,3.8985281325018512e-27,4.1254720922821276e-07,8.6280881927159113e-28,1.9941823540819781e-09,3.4521058682554066e-21,7.3028468274035769e-20,3.0737474136831526e-20,1.872778228389446e-22,1.0531167088045441e-18,1.3970604019160094e-21,0.0045659913232819196,0.00042425321697978004,5.5592301685368107e-09,1.6489864870319869e-13,5.6037556825556758e-07,1.1272945622949232e-11,4.4977145951264582e-16,7.1110510875854257e-11,4.1641366586154658e-13,1.4860368876318623e-09,1.6791350559185907e-08,1.1974436729384543e-15,1.5258110749445753e-14
2.2576665981876635e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33255743739119292,0.11408773129716009,0.022607677899476906,0.0,6.8507843554907359e-18,9.8933197481137753e-10,1.9054340359275158e-08,2.05322732106925e-13,4.0735762364528153e-27,4.1817460550686194e-07,9.1193688858934485e-28,2.0094881076610917e-09,3.5764296303314983e-21,7.5658565554192312e-20,3.1806549264133245e-20,1.9344775447230629e-22,1.0840507344482775e-18,1.4562940858667573e-21,0.0045817734751406897,0.00042776038846135175,5.5961046114188681e-09,1.6846965611972435e-13,5.6797713450838628e-07,1.1678237105441487e-11,4.6414318714559763e-16,7.2083886976276641e-11,4.1993945281215232e-13,1.5113902181533745e-09,1.6848291671938624e-08,1.2134457679802986e-15,1.5608299604783466e-14
2.2764803934479132e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33253834725663906,0.11407214920389856,0.022605924436946506,0.0,7.1453302241265605e-18,1.0229210589335239e-09,1.9487814931343367e-08,2.116585961089141e-13,4.2546561303445051e-27,4.2383721793223152e-07,9.6352048377634209e-28,2.0247827530121031e-09,3.7044513742906222e-21,7.8363168426782237e-20,3.2900850595096923e-20,1.9975797656284561e-22,1.1156487871429649e-18,1.5176544997913173e-21,0.0045973493537571977,0.00043126687808478623,5.6329919742950901e-09,1.7209039560453724e-13,5.7562546213275016e-07,1.2094930524388656e-11,4.788830792511329e-16,7.3063288371396911e-11,4.2348581258848187e-13,1.5368501638087488e-09,1.6903506386047937e-08,1.2294440495868035e-15,1.596252852489842e-14
