Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),C2H6X(52),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),C2H4X(205),C2H4X(65),H2OX(23),acetyl(43)
1.084392706375854e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44290804202823947,0.10969929174847196,0.022085359765162741,0.0,1.0510827381488503e-09,0.00038109977142203918,2.6834425924334133e-05,2.9990528060005009e-06,1.5010064781288131e-16,0.0010626742461648945,2.351787576983671e-13,0.00033569644319140932,1.1981169741105618e-10,8.7512950177792238e-13,1.623561481775037e-12,3.1844223054812224e-14,9.0202575198423157e-11,9.1595580473865059e-09,0.0078730091521117228,0.0014455674596749678,7.1123162475742594e-05,1.0653258483040825e-09,5.8384933554801377e-09,6.954606579514133e-08,7.4374954390819695e-06,1.4462058962480209e-08,8.0689478023967931e-09,3.260649308993836e-10,3.7366729245400702e-07,1.6442230570670331e-06,7.5635072894218388e-13,8.3144128706264192e-11,5.2131859475023877e-10,2.5851411828365334e-15,8.3410325613574137e-14,7.1358002062916635e-14
1.0871451135823194e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44290449652221525,0.10969642334871087,0.022083537364445197,0.0,1.0586075463159729e-09,0.00038262885646960984,2.6980172969618709e-05,3.0209674057233956e-06,1.5157193487065152e-16,0.0010654157119916871,2.3808179501798251e-13,0.00033586995255689863,1.2070671293017812e-10,8.8478380581395896e-13,1.6332790924003369e-12,3.2105368567924224e-14,9.0726487015977033e-11,9.252558703949197e-09,0.007872945034757434,0.0014490664726043844,7.1202450227411437e-05,1.0691028939831594e-09,5.8530732701156674e-09,6.9722421818305017e-08,7.467901069905433e-06,1.460898682914368e-08,8.1284062579553679e-09,3.2684311384221577e-10,3.7413331258563014e-07,1.6444272394693764e-06,7.594990386905103e-13,8.359506789715247e-11,5.2735825627284351e-10,2.6113682752390631e-15,8.3906210822306052e-14,7.1930664178425995e-14
1.0898975207887849e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44290095494064891,0.10969355794981824,0.022081715143265325,0.0,1.0661656994183551e-09,0.00038415919569013821,2.7126290425353309e-05,3.0429807423957848e-06,1.5305324362644826e-16,0.0010681567037689626,2.41012399369269e-13,0.00033604223040552337,1.2160585355951185e-10,8.9451675189462715e-13,1.6430225521562182e-12,3.2367880962460156e-14,9.1251804286413112e-11,9.3462493004744491e-09,0.0078728778204491326,0.00145256475601865,7.1281616168669606e-05,1.0728833656225667e-09,5.8676481426911813e-09,6.9898744473579966e-08,7.4983321559409754e-06,1.4757005400054785e-08,8.1881349239889378e-09,3.2762097768498071e-10,3.7459854146941601e-07,1.6446302859787571e-06,7.6265298423561067e-13,8.4047148387768201e-11,5.3345056818892725e-10,2.6377896927343992e-15,8.440386964676699e-14,7.2506283927658715e-14
1.0926499279952503e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44289741723153947,0.10969069550303488,0.022079893101571213,0.0,1.0737572582659259e-09,0.00038569078357918239,2.7272778204369129e-05,3.0650929502656453e-06,1.5454461274662094e-16,0.0010708972188120604,2.4397074945746953e-13,0.00033621328459712666,1.2250912497348375e-10,9.043287421903006e-13,1.6527918311987581e-12,3.2631763290009982e-14,9.177852527593719e-11,9.4406329820848963e-09,0.0078728075604234202,0.0014560623101087463,7.1360660979455937e-05,1.0766672586907362e-09,5.8822179594554571e-09,7.0075033591958965e-08,7.5287885815163672e-06,1.4906119650895738e-08,8.2481341710940894e-09,3.2839852415767166e-10,3.7506298270148801e-07,1.6448322014600155e-06,7.6581256337314398e-13,8.4500369882604006e-11,5.395958301020862e-10,2.6644063186840717e-15,8.4903304679000369e-14,7.308486799541664e-14
1.0954023352017157e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428938833437342,0.10968783596042764,0.022078071239311374,0.0,1.0813822836443254e-09,0.00038722361466664372,2.7419636219193925e-05,3.087304162940928e-06,1.5604608094164981e-16,0.0010736372544545702,2.4695702453290023e-13,0.00033638312294256628,1.2341653281902403e-10,9.1422017953642369e-13,1.662586899751372e-12,3.289701859864601e-14,9.2306648248035037e-11,9.5357128980632803e-09,0.0078727343050743592,0.0014595591350650822,7.1439585334150579e-05,1.08045456867707e-09,5.8967827067621585e-09,7.0251289005383041e-08,7.559270231682827e-06,1.5056334563940051e-08,8.3084043680826708e-09,3.2917575474380935e-10,3.7552663985088489e-07,1.6450329907461517e-06,7.6897777390252343e-13,8.4954732085222744e-11,5.4579434228930789e-10,2.6912190375984879e-15,8.5404518512241315e-14,7.3666423059009974e-14
1.0981547424081812e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44289035322691439,0.10968497927487537,0.022076249556434755,0.0,1.0890408363150607e-09,0.00038875768351654609,2.7566864382053574e-05,3.1096145133905193e-06,1.5755768696618915e-16,0.0010763768080482301,2.499714043896809e-13,0.00033655175320401688,1.2432808271562772e-10,9.2419146743014504e-13,1.6724077281053217e-12,3.3163649932915483e-14,9.2836171463520575e-11,9.6314922018315186e-09,0.0078726581039673307,0.0014630552310775054,7.1518389901633144e-05,1.0842452910876072e-09,5.9113423710695482e-09,7.0427510546662712e-08,7.589776992210404e-06,1.5207655128019384e-08,8.3689458819844857e-09,3.2995267107359445e-10,3.7598951645972762e-07,1.6452326586389958e-06,7.7214861361653288e-13,8.541023469828147e-11,5.5204640569861005e-10,2.718228735130746e-15,8.5907513737687571e-14,7.4250955786567223e-14
1.1009071496146466e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44288682683158148,0.10968212540005558,0.022074428052890741,0.0,1.0967329770156598e-09,0.00039029298472681716,2.7714462604873742e-05,3.1320241339452138e-06,1.5907946961911127e-16,0.001079115876962821,2.5301406936445946e-13,0.00033671918309526977,1.2524378025541583e-10,9.3424301002697472e-13,1.6822542866202164e-12,3.3431660333833276e-14,9.3367093180584222e-11,9.727974050929844e-09,0.0078725790058527031,0.0014665505983353175,7.1597075345338108e-05,1.0880394214485521e-09,5.9258969389395346e-09,7.0603698050416464e-08,7.620308749583355e-06,1.536008633849049e-08,8.429759078050024e-09,3.307292749012844e-10,3.7645161604251745e-07,1.6454312099098423e-06,7.7532508030652304e-13,8.5866877423525479e-11,5.5835232194668306e-10,2.745436298070547e-15,8.6412292945864028e-14,7.4838472837028219e-14
1.103659556821112e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44288330410904431,0.10967927429043108,0.0220726067286291,0.0,1.1044587664598498e-09,0.00039182951292907064,2.7862430799281463e-05,3.154533156298688e-06,1.6061146774355037e-16,0.0010818544585860714,2.560852003351294e-13,0.00033688542028203144,1.2616363100319702e-10,9.4437521213744925e-13,1.6921265457245011e-12,3.3701052838874628e-14,9.3899411654840178e-11,9.8251616069959467e-09,0.0078724970586792412,0.0014700452370272844,7.1675642323313672e-05,1.091836955307644e-09,5.9404463970370148e-09,7.077985135220983e-08,7.6508653909955813e-06,1.5513633197202232e-08,8.49084431975322e-09,3.3150556764044589e-10,3.7691294208777017e-07,1.6456286493000883e-06,7.785071717702771e-13,8.6324659961782557e-11,5.6471239331652907e-10,2.7728426143387652e-15,8.6918858729507289e-14,7.5428980862195328e-14
1.1064119640275775e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44287978501140463,0.10967642590123677,0.022070785583600053,0.0,1.1122182653377134e-09,0.00039336726278839011,2.8010768876606807e-05,3.1771417115084835e-06,1.6215372022694703e-16,0.0010845925503235507,2.5918497871953961e-13,0.00033705047238221904,1.2708764049652882e-10,9.5458847922377566e-13,1.7020244759159406e-12,3.3971830481967966e-14,9.4433125139373941e-11,9.923058035744199e-09,0.0078724123096073299,0.0014735391473416468,7.1754091488278139e-05,1.0956378882280628e-09,5.9549907321297437e-09,7.0955970288203067e-08,7.6814468043460729e-06,1.5668300712462634e-08,8.5522019687941706e-09,3.3228155085092855e-10,3.7737349805841709e-07,1.6458249815218037e-06,7.8169488579816997e-13,8.6783582012991411e-11,5.7112692275510174e-10,2.8004485729812953e-15,8.7427213678920973e-14,7.6022486504734003e-14
1.1091643712340429e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44287626949154529,0.10967358018846679,0.022068964617754191,0.0,1.1200115343158299e-09,0.00039490622900311502,2.8159476747884608e-05,3.1998499299969912e-06,1.637062660010928e-16,0.0010873301495985719,2.6231358647419918e-13,0.00033721434696625468,1.2801581424577939e-10,9.6488321739649671e-13,1.7119480477620843e-12,3.4243996293487888e-14,9.4968231884789053e-11,1.0021666506944914e-08,0.0078723248050219449,0.0014770323294661352,7.1832423487671823e-05,1.0994422157920326e-09,5.9695299310873811e-09,7.1132054696569616e-08,7.7120528782343958e-06,1.5824093899006121e-08,8.6138323851019426e-09,3.330572263354047e-10,3.7783328739045239e-07,1.6460202112582929e-06,7.8488822017737222e-13,8.7243643276199617e-11,5.7759621387094504e-10,2.8282550641628447e-15,8.7937360382804344e-14,7.6618996397617864e-14
1.1119167784405084e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428727575031165,0.10967073710886192,0.022067143831042517,0.0,1.1278386340374529e-09,0.00039644640630462656,2.8308554323856091e-05,3.222657941552447e-06,1.6526914404217552e-16,0.001090067253852092,2.6547120609297399e-13,0.00033737705155735889,1.289481577341893e-10,9.7525983341118053e-13,1.7218972319007284e-12,3.4517553300248197e-14,9.5504730139253475e-11,1.0120990194403693e-08,0.007872234590545436,0.0014805247835879783,7.1910638963714209e-05,1.1032499336042677e-09,5.9840639808806993e-09,7.1308104416506693e-08,7.7426835019562102e-06,1.598101777796073e-08,8.6757359268373352e-09,3.338325954405048e-10,3.7829231349483591e-07,1.6462143431646529e-06,7.8808717270490168e-13,8.7704843449548897e-11,5.8412057093183364e-10,2.8562629791617196e-15,8.8449301433479759e-14,7.7218517167092232e-14
1.1146691856469738e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44286924900052382,0.10966789661989705,0.022065323223416429,0.0,1.1356996251226678e-09,0.00039798778945713674,2.8458001514970625e-05,3.2455658753299201e-06,1.6684239337082444e-16,0.0010928038605426099,2.686580206057782e-13,0.00033753859363184005,1.2988467641793324e-10,9.8571873466507033e-13,1.731871999040367e-12,3.4792504525494971e-14,9.6042618148545906e-11,1.0221032275940752e-08,0.0078721417110500808,0.0014840165098939156,7.1988738553459061e-05,1.1070610372838453e-09,5.9985928685815857e-09,7.148411928740466e-08,7.773338565498826e-06,1.6139077376815403e-08,8.73791295039567e-09,3.3460765962699848e-10,3.7875057975835665e-07,1.64640738186826e-06,7.9129174116984843e-13,8.816718223030835e-11,5.9070029886240976e-10,2.8844732103637433e-15,8.8963039420653485e-14,7.7821055430453751e-14
1.1174215928534392e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428657439389152,0.1096650586797689,0.022063502794827692,0.0,1.1435945681685182e-09,0.00039953037325747809,2.8607818231387429e-05,3.2685738598523249e-06,1.6842605305215614e-16,0.0010955399671460705,2.7187421357725855e-13,0.00033769898061938419,1.3082537572618186e-10,9.962603291937615e-13,1.7418723199606312e-12,3.5068852988899819e-14,9.6581894156101207e-11,1.0321795933370343e-08,0.0078720462106704522,0.0014875075085702084,7.2066722888842696e-05,1.1108755224672135e-09,6.0131165813621622e-09,7.1660099150900451e-08,7.8040179595367442e-06,1.6298277729387483e-08,8.8003638104096374e-09,3.3538242077470382e-10,3.7920808954141242e-07,1.6465993319692649e-06,7.9450192335507097e-13,8.8630659314878289e-11,5.9733570324182319e-10,2.9128866512558603e-15,8.9478576930792852e-14,7.8426617794603229e-14
1.1201740000599047e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44286224227416937,0.10966222324738398,0.022061682545228473,0.0,1.1515235237491797e-09,0.00040107415253489402,2.875800438297732e-05,3.2916820230114179e-06,1.7002016219582028e-16,0.0010982755711557628,2.7511996910547196e-13,0.00033785821990334143,1.3177026106116387e-10,1.0068850256679135e-12,1.7518981655127196e-12,3.5346601706553148e-14,9.712255640305594e-11,1.042328435248025e-08,0.0078719481328155538,0.0014909977798026497,7.2144592596739223e-05,1.1146933848146767e-09,6.027635106493782e-09,7.183604384986334e-08,7.834721575427305e-06,1.6458623875790107e-08,8.8630888597520829e-09,3.361568801745892e-10,3.7966484618011626e-07,1.6467901980410858e-06,7.9771771705750643e-13,8.9095274398765311e-11,6.0402709030136888e-10,2.9415041964211477e-15,8.9995916555806931e-14,7.9035210860148802e-14
1.1229264072663701e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44285874396288316,0.10965939028234672,0.022059862474571285,0.0,1.1594865524161259e-09,0.00040261912215083182,2.8908559879324466e-05,3.3148904920688181e-06,1.7162475995604615e-16,0.001101010670082224,2.7839547182055816e-13,0.00033801631882101181,1.3271933779822819e-10,1.0175932333899077e-12,1.7619495066198193e-12,3.5625753690957533e-14,9.7664603128293144e-11,1.0525500723011274e-08,0.0078718475201807851,0.0014944873237765757,7.2222348299015173e-05,1.1185146200001495e-09,6.042148431347163e-09,7.201195322679029e-08,7.8654493052062878e-06,1.6620120862399817e-08,8.9260884495388742e-09,3.3693103914537744e-10,3.8012085298796918e-07,1.6469799846308268e-06,8.0093912006629408e-13,8.9561027176618225e-11,6.1077476692212712e-10,2.9703267415328838e-15,9.0515060885304561e-14,7.9646841219161792e-14
1.1256788144728355e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44285524896236039,0.10965655974494799,0.02205804258280902,0.0,1.1674837146982349e-09,0.00040416527699873699,2.9059484629728123e-05,3.3381993936570167e-06,1.7323988553168927e-16,0.0011037452614531399,2.8170090688340454e-13,0.00033817328466392827,1.3367261128590594e-10,1.0283853622905334e-12,1.7720263142775162e-12,3.5906311951021258e-14,9.8208032568487092e-11,1.0628448238636779e-08,0.0078717444147596849,0.0014979761406768751,7.2299990612573951e-05,1.1223392237124738e-09,6.056656543391663e-09,7.2187827126655082e-08,7.8962010415835851e-06,1.6782773741824198e-08,8.9893629291317429e-09,3.377048996762202e-10,3.8057611325251812e-07,1.6471686962597048e-06,8.0416613015958217e-13,9.002791734224164e-11,6.1757904063259983e-10,2.9993551833478649e-15,9.1036012503022667e-14,8.0261515452368792e-14
1.128431221679301e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428517572305995,0.10965373159615326,0.022056222869894938,0.0,1.1755150711019626e-09,0.00040571261200384769,2.9210778543204433e-05,3.3616088537804028e-06,1.7486557816627789e-16,0.0011064793428132505,2.850364599843056e-13,0.00033832912467813918,1.346300868459727e-10,1.0392618229257279e-12,1.7821285595541972e-12,3.6188279492051802e-14,9.8752842958147299e-11,1.0732130096942358e-08,0.0078716388578555091,0.0015014642306879987,7.2377520149408627e-05,1.1261671916660705e-09,6.0711594301940112e-09,7.2363665396081475e-08,7.9269766779388993e-06,1.6946587572869601e-08,9.0529126461411606e-09,3.3847846302761341e-10,3.8103063023749038e-07,1.6473563374235033e-06,8.0739874513465728e-13,9.0495944588559242e-11,6.2444021960635148e-10,3.0285904197016525e-15,9.1558774000287988e-14,8.0879240134611228e-14
1.1311836288857664e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44284826872628302,0.1096509057975916,0.022054403335782635,0.0,1.1835806821115134e-09,0.00040726112212299202,2.9362441528488194e-05,3.3851189978162833e-06,1.7650187714806064e-16,0.0011092129117242482,2.884023173416167e-13,0.0003384838460644874,1.3559176977351102e-10,1.0502230264732427e-12,1.7922562135914415e-12,3.6471659315749522e-14,9.9299032529662596e-11,1.0836549499405472e-08,0.0078715308900925689,0.0015049515939939719,7.2454937516657495e-05,1.129998519588865e-09,6.0856570794185368e-09,7.2539467880554778e-08,7.9577761083174548e-06,1.7111567420508903e-08,9.1167379464291968e-09,3.3925173031488398e-10,3.8148440718577836e-07,1.6475429125929215e-06,8.1063696278236609e-13,9.096510860764935e-11,6.3135861265964602e-10,3.0580333495029047e-15,9.208334796738897e-14,8.1500021832935545e-14
1.1339360360922319e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44284478340876543,0.10964808231154459,0.022052583980426067,0.0,1.1916806081889352e-09,0.00040881080234438555,2.9514473494034632e-05,3.4087299505159224e-06,1.7814882181005378e-16,0.0011119459657646861,2.9179866570040053e-13,0.00033863745597888912,1.365576653369725e-10,1.0612693847293311e-12,1.8024092476044013e-12,3.6756454420201409e-14,9.9846599513344337e-11,1.0941709651375134e-08,0.0078714205514274476,0.001508438230778402,7.2532243316643827e-05,1.1338332032202608e-09,6.1001494788266716e-09,7.2715234428204366e-08,7.98859922742575e-06,1.7277718355849457e-08,9.1808391741124427e-09,3.4002470366926306e-10,3.8193744731470349e-07,1.6477284262139435e-06,8.138807808755054e-13,9.1435409090772838e-11,6.3833452924908805e-10,3.0876848727262769e-15,9.2609736984780992e-14,8.212386710181223e-14
1.1366884432986973e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44284130123806265,0.10964526110093535,0.02205076480377953,0.0,1.1998149097742758e-09,0.00041036164768743107,2.9666874348021224e-05,3.4324418360055659e-06,1.7980645153008872e-16,0.0011146785025298799,2.9522569233106918e-13,0.00033878996153261073,1.3752777877824054e-10,1.0724013101055237e-12,1.8125876328821773e-12,3.7042667799874841e-14,1.0039554213746972e-10,1.1047613762051703e-08,0.0078713078811599724,0.0015119241412244876,7.2609438146926329e-05,1.1376712383271472e-09,6.1146366162753986e-09,7.2890964889541417e-08,8.0194459306273281e-06,1.744504545610099e-08,9.2452166715648879e-09,3.4079738436795402e-10,3.8238975381782686e-07,1.6479128827082625e-06,8.171301972117562e-13,9.1906845728324093e-11,6.4536827946926138e-10,3.1175458904079053e-15,9.313794364273864e-14,8.2750782490112426e-14
1.1394408505051627e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44283782217484108,0.10964244212931769,0.022048945805797665,0.0,1.2079836472857765e-09,0.00041191365320251868,2.981964399834947e-05,3.4562547777874904e-06,1.8147480573086017e-16,0.0011174105196318103,2.9868358502801855e-13,0.00033894136979254293,1.3850211531269247e-10,1.0836192156253042e-12,1.8227913407881804e-12,3.7330302445611596e-14,1.0094585862832439e-10,1.1154265044466722e-08,0.007871192917944048,0.0015154093255150287,7.2686522600356085e-05,1.1415126206909057e-09,6.1291184797174838e-09,7.3066659112941807e-08,8.0503161139385931e-06,1.7613553804543638e-08,9.3098707794208602e-09,3.4156977323880553e-10,3.8284132986993937e-07,1.6480962864735725e-06,8.2038520958579258e-13,9.2379418209860913e-11,6.5246017405036801e-10,3.1476173046401356e-15,9.3667970533359302e-14,8.3380774540120938e-14
1.1421932577116282e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44283434618040685,0.10963962536086581,0.022047126986435434,0.0,1.2161868811199478e-09,0.0004134668139708287,2.99727823526467e-05,3.4801688987410401e-06,1.8315392387997426e-16,0.0011201420146990321,3.0217253210825871e-13,0.00033909168778147421,1.3948068012926261e-10,1.0949235149207933e-12,1.8330203427604854e-12,3.7619361344621778e-14,1.0149754721024504e-10,1.1261666715462709e-08,0.0078710756997982887,0.0015188937838324366,7.276349726511226e-05,1.1453573460997399e-09,6.1435950572013528e-09,7.3242316949429076e-08,8.0812096740246308e-06,1.7783248490496108e-08,9.3748018365779392e-09,3.4234187258274122e-10,3.83292178620695e-07,1.6482786418838781e-06,8.2364581576423144e-13,9.2853126224152533e-11,6.5961052435587014e-10,3.1779000185638983e-15,9.4199820233305259e-14,8.4013849780012784e-14
1.1449456649180936e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44283087321669534,0.10963681076036377,0.022045308345648131,0.0,1.2244246716517061e-09,0.00041502112510413404,3.0126289318267883e-05,3.5041843211236804e-06,1.8484384548999704e-16,0.0011228729853765751,3.0569272241003681e-13,0.00033924092247836251,1.404634783905045e-10,1.1063146222295617e-12,1.8432746103121755e-12,3.7909847480477925e-14,1.0205060610566122e-10,1.1369821995673129e-08,0.0078709562641164736,0.001522377516358741,7.2840362724748296e-05,1.149205410371059e-09,6.1580663368691936e-09,7.3417938253590709e-08,8.112126508195063e-06,1.7954134609283848e-08,9.4400101801999088e-09,3.431136837739151e-10,3.8374230319546922e-07,1.6484599532899058e-06,8.2691201354461553e-13,9.3327969459118456e-11,6.6681964238013045e-10,3.2083949363643522e-15,9.4733495330846307e-14,8.465001473238135e-14
1.147698072124559e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44282740324626052,0.10963399829319533,0.022043489883391356,0.0,1.2326970792345931e-09,0.00041657658174460533,3.0280164802297441e-05,3.5283011665720458e-06,1.8654461011850298e-16,0.0011256034293258539,3.092443452914554e-13,0.00033938908081860452,1.414505152326537e-10,1.1177929523913264e-12,1.8535541150316774e-12,3.8201763833109157e-14,1.0260503353513712e-10,1.1478734109502346e-08,0.0078708346476778438,0.0015258605232755995,7.2917119558252709e-05,1.153056809339451e-09,6.1725323069571166e-09,7.359352287664329e-08,8.1430665143999532e-06,1.8126217262207277e-08,9.5054961457197059e-09,3.4388520724204361e-10,3.8419170670327864e-07,1.6486402250193444e-06,8.3018380072818155e-13,9.3803947601846208e-11,6.7408784074605259e-10,3.2391029632662419e-15,9.5268998421427896e-14,8.5289275915075602e-14
1.1504504793310245e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44282393623226568,0.10963118792533384,0.022041671599621056,0.0,1.2410041642008397e-09,0.00041813317906461682,3.0434408711551064e-05,3.5525195561029984e-06,1.8825625736812399e-16,0.0011283333442245684,3.1282759062908487e-13,0.00033953616969430465,1.4244179576569057e-10,1.1293589208446125e-12,1.8638588285830898e-12,3.8495113378795497e-14,1.0316082771741305e-10,1.1588406285105619e-08,0.0078707108866572367,0.0015293428047643068,7.2993768340080101e-05,1.1569115388403535e-09,6.1869929557955099e-09,7.3769070672128286e-08,8.1740295912256965e-06,1.8299501556510197e-08,9.5712600668423943e-09,3.4465644547027985e-10,3.8464039222866165e-07,1.648819461377092e-06,8.3346117507446144e-13,9.4281060338664817e-11,6.8141543270272479e-10,3.2700250055255921e-15,9.5806332077622312e-14,8.5931639830014183e-14
1.1532028865374899e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44282047213847225,0.10962837962333261,0.022039853494293465,0.0,1.2493459868614674e-09,0.00041969091226655328,3.0589020952577497e-05,3.5768396101146905e-06,1.8997882688659874e-16,0.0011310627277666169,3.1644264881656973e-13,0.00033968219595454036,1.4343732507340302e-10,1.1410129436236151e-12,1.8741887227064973e-12,3.878989909016211e-14,1.0371798686944621e-10,1.1698841754369164e-08,0.0078705850166350105,0.0015328243610058028,7.3070309640191651e-05,1.1607695947392953e-09,6.2014482718068154e-09,7.3944581498955366e-08,8.2050156378909779e-06,1.8473992605348237e-08,9.6373022755481218e-09,3.454274000576863e-10,3.8508836283055408e-07,1.6489976666456716e-06,8.3674413437948163e-13,9.4759307355074333e-11,6.888027321230613e-10,3.3011619704253943e-15,9.6345498884019799e-14,8.6577112973065302e-14
1.1559552937439553e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44281701092923093,0.10962557335431487,0.022038035567365125,0.0,1.2577226075065425e-09,0.00042124977658261837,3.0744001431660375e-05,3.6012614483876273e-06,1.917123583668214e-16,0.0011337915776619988,3.2008971076323014e-13,0.00033982716640562762,1.4443710821344934e-10,1.1527554373549245e-12,1.8845437692182823e-12,3.9086123936173817e-14,1.0427650920645147e-10,1.1810043752890293e-08,0.0078704570726068571,0.0015363051921806793,7.3146744024121685e-05,1.1646309729241014e-09,6.2158982435054657e-09,7.4120055211221501e-08,8.2360245542427253e-06,1.8649695527757259e-08,9.7036231020951354e-09,3.4619807089652114e-10,3.855356215543153e-07,1.649174845085427e-06,8.4003267645454363e-13,9.5238688335742766e-11,6.9625005350144578e-10,3.3325147662718896e-15,9.6886501441371182e-14,8.7225701838021463e-14
1.1587077009504208e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44281355256947136,0.10962276908596451,0.022036217818792881,0.0,1.2661340864052367e-09,0.00042280976727464531,3.0899350054820061e-05,3.625785190085737e-06,1.9345689154689195e-16,0.0011365198916367216,3.2376896789265719e-13,0.0003399710878113843,1.454411502174209e-10,1.1645868192541472e-12,1.8949239400114209e-12,3.9383790882129613e-14,1.0483639294194173e-10,1.1922015519957556e-08,0.0078703270889934219,0.00153978529846919,7.3223072053004595e-05,1.168495669276286e-09,6.2303428594988164e-09,7.4295491664452837e-08,8.2670562407521175e-06,1.8826615448622047e-08,9.7702228750227693e-09,3.4696846063350982e-10,3.8598217142198737e-07,1.6493510009346989e-06,8.4332679905132135e-13,9.5719202964608992e-11,7.0375771195137727e-10,3.3640843023854381e-15,9.7429342318368547e-14,8.7877412900714262e-14
1.1611848674362396e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44281044245346834,0.10962024692875477,0.022034581997536908,0.0,1.273734271016598e-09,0.00042421471805654837,3.1039478500964558e-05,3.64794378303553e-06,1.950364107423323e-16,0.0011389749141351812,3.2710798481531131e-13,0.00034009972569906265,1.4634843348730565e-10,1.1753114076479197e-12,1.9042875518173012e-12,3.9652926576803246e-14,1.0534145082171613e-10,1.2023450942655914e-08,0.007870208387888683,0.0015429167744997201,7.3291676805697247e-05,1.1719767296485994e-09,6.2433384254215809e-09,7.4453352503147422e-08,8.2950041453346774e-06,1.8986888151485841e-08,9.8304014399680387e-09,3.4766157248403142e-10,3.8638346270613411e-07,1.6495086703719872e-06,8.4629627891628935e-13,9.615263513792208e-11,7.1056645369083994e-10,3.3926829501830031e-15,9.7919473004840919e-14,8.8466627683336227e-14
1.1636620339220584e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44280733459283045,0.10961772634356803,0.022032946320683623,0.0,1.2813627835215825e-09,0.00042562057397613879,3.1179904998597689e-05,3.670185099788056e-06,1.9662490257202597e-16,0.0011414294990734941,3.3047337557389904e-13,0.00034022752417599446,1.4725917412293418e-10,1.1861086388504429e-12,1.9136714712051404e-12,3.9923234927877723e-14,1.0584760868119761e-10,1.2125514871274911e-08,0.0078700880864444114,0.0015460476636489748,7.336019626474205e-05,1.1754604714603735e-09,6.2563296358903658e-09,7.4611182946874736e-08,8.3229703419436968e-06,1.9148154523183882e-08,9.8908064532984681e-09,3.4835445806304287e-10,3.8678418441887908e-07,1.6496655179839571e-06,8.4927027561812791e-13,9.6586985078058421e-11,7.1742455478483038e-10,3.4214585592796261e-15,9.8411096715269244e-14,8.9058381401707861e-14
1.1661392004078772e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44280422896315708,0.10961520730797349,0.022031310788202162,0.0,1.2890196678135252e-09,0.00042702733164010092,3.1320629478668421e-05,3.6925092259370697e-06,1.9822239609916731e-16,0.0011438836448268166,3.3386528077906672e-13,0.00034035448808574333,1.4817337573842944e-10,1.1969788182230366e-12,1.923075677845193e-12,4.0194718089418298e-14,1.0635486521465918e-10,1.2228209674846334e-08,0.0078699662085958376,0.0015491779660476864,7.3428630830240789e-05,1.1789468917466241e-09,6.2693164827881397e-09,7.4768982892756858e-08,8.3509547593038367e-06,1.9310418311784549e-08,9.9514381509599555e-09,3.4904711892203941e-10,3.8718433871848068e-07,1.6498215468169809e-06,8.5224878753078434e-13,9.7022252552977994e-11,7.2433224622801568e-10,3.450411794658062e-15,9.8904215326259446e-14,8.9652678759993404e-14
