Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19)
0.0,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.62827791675361e-24,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,6.9195633711689134e-140,5.0208535375874676e-66,1.3433686593488963e-46,1.2433017333850915e-74,6.3580697642507377e-58,3.6156478467785585e-49,3.9477935123804494e-29,-2.3148298284753511e-114,3.9477935091210504e-29,2.229193355759485e-74,3.8515638180601432e-74,2.9360674967911427e-75,2.3986961163024262e-106,3.6156478469856591e-49,4.0882459939440356e-92,2.3999879455147755e-18,7.0004132747812154e-19,1.5864920454702976e-23,1.6487484542421134e-37,1.5864920454702841e-23
2.1359178166910107e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,5.3394450984586283e-138,5.9607576086140622e-65,8.113946702532896e-46,1.4760478189523642e-73,9.6083150277668719e-57,2.1838513011952065e-48,1.1053821845225741e-28,-2.1985947910344719e-114,1.1053821825538968e-28,3.3687574120533107e-73,1.2109930174774774e-72,3.4856993347351672e-74,5.3657872680670856e-105,2.1838513014410763e-48,1.1529509185081405e-90,6.7199662474413693e-18,1.9601157169387409e-18,4.442177727316875e-23,9.9584385089202859e-37,4.4421777273167951e-23
4.88209786672231e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999992,0.10000000000000001,5.8191884740992771e-136,5.8523077470486989e-64,3.9065160614830589e-45,1.4491925037741717e-72,1.0336186854383182e-55,1.0514303964546404e-47,2.5265878553158268e-28,3.5175353774662599e-114,2.5265878458374916e-28,3.6239554428971764e-72,2.7016576051012935e-71,3.4222802821483961e-73,1.0601891445397879e-103,1.0514303966960367e-47,2.5079200572964032e-89,1.535992285129454e-17,4.4802644958599782e-18,1.0153549091010202e-22,4.7945572728843349e-36,1.0153549091009818e-22
1.0374457966784909e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999978,0.10000000000000001,4.7604575129651307e-134,5.1763009511556632e-63,1.7060781974719082e-44,1.281794362065763e-71,9.50073648735861e-55,4.5918727923936023e-47,5.3689992137991049e-28,2.26817143465748e-112,5.3689991724047268e-28,3.3310393934574687e-71,5.0599011854285953e-70,3.026968163057941e-72,1.8865499428065848e-102,4.5918727945287227e-47,4.649261103516065e-88,3.263983605900081e-17,9.5205620537024535e-18,2.1576291818397538e-22,2.0939071971035671e-35,2.1576291818395864e-22
2.135917816691011e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999999,0.09999999999999995,0.10000000000000001,3.4261358843563342e-132,4.3509945657767926e-62,7.1225406327533897e-44,1.0774254020511251e-70,8.128080089811301e-54,1.9170165126483406e-46,1.1053821998352758e-27,8.0930679381696712e-111,1.1053821825539376e-27,2.8497743639497835e-70,8.739705396533371e-69,2.5443491456949743e-71,3.1819422420085207e-101,1.9170165144430357e-46,7.9908920296478596e-87,6.7199662474413074e-17,1.9601157169387401e-17,4.4421777273174939e-22,8.7416342463881608e-35,4.4421777273167933e-22
4.33286185671605e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999988,0.099999999999999881,0.099999999999999992,2.322346515391112e-130,3.5672110423296501e-61,2.9097902516442929e-43,8.8333845110431039e-70,6.7204537999154671e-53,7.8316380676606483e-46,2.242346783780845e-27,2.719683636732579e-109,2.2423467131809395e-27,2.3562486271302388e-69,1.4521099407949335e-67,2.0860111791944981e-70,5.2263497514295115e-100,7.8316380823745915e-46,1.3244317912646055e-85,1.3631931530523648e-16,3.9762347400757293e-17,9.0112748182740669e-22,3.5712296528045308e-34,9.0112748182712025e-22
8.72674993676613e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999971,0.099999999999999742,0.099999999999999978,1.5291372966437717e-128,2.8888245576059056e-60,1.1761837435704397e-42,7.1535039794369674e-69,5.4649614196223039e-52,3.1656734100939385e-45,4.5162760598113365e-27,8.9155742642188565e-108,4.5162757744352277e-27,1.9160623797753275e-68,2.3672888003189915e-66,1.6893059792498181e-69,8.4721383737695388e-99,3.1656734220095889e-45,2.1564939744249885e-84,2.7455862096687883e-16,8.0084727863497009e-17,1.8149469000191576e-21,1.4435374778858956e-33,1.8149469000179994e-21
1.7514526096866287e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999938,0.099999999999999464,0.099999999999999936,9.9257617656010413e-127,2.3251846814162182e-59,4.7293831049685981e-42,5.75776263550293e-68,4.4076893667541383e-51,1.2729034242432734e-44,9.0641350444297357e-27,2.8874589567408037e-106,9.0641338969449543e-27,1.5453739325708071e-67,3.8231231598703068e-65,1.3597004873717632e-68,1.3644118339447111e-97,1.2729034338338938e-44,3.4805904246968699e-83,5.5103723229014533e-16,1.6072948878897618e-16,3.6425857364044049e-21,5.8043150896342856e-33,3.6425857363997481e-21
3.509007841706661e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999866,0.099999999999998909,0.099999999999999853,6.3974153685145676e-125,1.8658260757940027e-58,1.8966941539367525e-41,4.6202423725040363e-67,3.5404957998158599e-50,5.1049126060893696e-44,1.8159854743896194e-26,9.2954102410641241e-105,1.8159850141968992e-26,1.2413287208888729e-66,6.1453833691282191e-64,1.0910741208630387e-67,2.190183380210153e-96,5.1049126830459395e-44,5.5932168437238151e-82,1.1039944549366067e-15,3.2201901063993357e-16,7.2978634091818862e-21,2.3277212831795175e-32,7.2978634091632077e-21
