Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CHOX(53),COX(50),CO2X(24)
2.310796380085926e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3366622145554144,0.11780935882713346,0.022799237461119136,5.4670641951261547e-20,2.1651310949817493e-21,3.0370748343187834e-12,1.4780565077029738e-10,3.4425166970012916e-19,2.4567386438109106e-29,2.3614783856794093e-10,3.4982372897502943e-38,2.3214357163467887e-10,1.4915912324143732e-27,7.5278214158859771e-27,9.5231821114892236e-24,1.4834982835896208e-25,2.339609813614479e-21,9.7788857465834311e-29,0.00086058653446600725,4.4660307862324219e-05,6.9319855312947525e-11,8.1517829307275804e-08,4.7997415947268102e-15,9.7503983451053126e-13,2.0205913268512195e-08,2.8808396227081088e-15,8.1993328008906465e-12,1.3000634968759597e-14,7.0414239375809531e-20,1.2209312416202033e-16,7.9867419036649038e-22
2.417051663795688e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33662383190281819,0.11777302740539779,0.022798213996926088,6.5921219149126474e-20,2.5961927421600446e-21,3.4868774797082296e-12,1.7028204237106462e-10,3.6609267253975072e-19,3.1380438236544947e-29,2.4695995967472407e-10,4.2187593931878766e-38,2.4269798011083139e-10,1.6470508696328649e-27,8.6532320847394755e-27,1.1720567539301004e-23,1.7868306412738555e-25,2.6624259738901166e-21,1.1272193093853796e-28,0.00089691685479449982,4.6707212928350087e-05,7.0172318016871766e-11,8.5876909625388641e-08,4.8587681213411221e-15,1.0704576845310573e-12,2.1272240570907351e-08,3.1490491802719992e-15,9.0427248151728395e-12,1.5387531446395599e-14,8.1819535578494983e-20,1.4066947665334613e-16,9.2130247993052035e-22
2.5233069475054494e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33658571825488764,0.1177369644795076,0.022797190811211312,7.8858882957627803e-20,3.0912120448749066e-21,3.9824234157099954e-12,1.9500123125792227e-10,3.8853575024917549e-19,3.9685465038844617e-29,2.5776816067855761e-10,5.0482899080046171e-38,2.5324324716317659e-10,1.8116375477977736e-27,9.8963395337169477e-27,1.4301203012590435e-23,2.1350950689072882e-25,3.0146766793636542e-21,1.2917829240754417e-28,0.00093297866609259015,4.8753558748649866e-05,7.1024203216013351e-11,9.028865413931815e-08,4.9177548461500225e-15,1.1718850106783557e-12,2.2349462114718584e-08,3.4309015476960642e-15,9.9324892043206977e-12,1.8088356184547364e-14,9.4498288823479491e-20,1.610989730205585e-16,1.0564102365584936e-21
2.629562231215211e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33654787162298561,0.11770116806391573,0.02279616790228596,9.3651587530837226e-20,3.6568007666275093e-21,4.5265143487537082e-12,2.2208169652200524e-10,4.1159064406692436e-19,4.9731504598284986e-29,2.685724646722819e-10,5.9980087609817492e-38,2.6377954720777869e-10,1.9855578079087609e-27,1.1264902037729766e-26,1.7312332278843251e-23,2.5326573989920898e-25,3.3978314682945104e-21,1.4724581393568443e-28,0.00096877395391852406,5.0799348581813024e-05,7.187551696085049e-11,9.4753012450380777e-08,4.9767022020061879e-15,1.2794809425612123e-12,2.3437447531708998e-08,3.7266105306223e-15,1.0869246454004464e-11,2.1129571642877132e-14,1.085365434038699e-19,1.8347925004920124e-16,1.2046880951164826e-21
2.7358175149249726e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33651029003322752,0.11766563618779885,0.022795145268474089,1.1047639640806347e-19,4.299996048558264e-21,5.1220319768628892e-12,2.5164327788546797e-10,4.3526708234960391e-19,6.1797678349615558e-29,2.7937289460275061e-10,7.0797693174832142e-38,2.7430705402661063e-10,2.1690210091908307e-27,1.2766946147136915e-26,2.0804814363272589e-23,2.9841070907862403e-25,3.8133826493807441e-21,1.6701434733438e-28,0.0010043046891065818,5.2844585659279439e-05,7.2726265238566617e-11,9.9269934486410285e-08,5.035610617983661e-15,1.3934050474871176e-12,2.4536065224538538e-08,4.0363896249901181e-15,1.1853607266885365e-11,2.4538751085366683e-14,1.2402297984227115e-19,2.0790903793037274e-16,1.3668365798683017e-21
2.8420727986347342e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33647297152637051,0.1176303668949477,0.02279412290811255,1.2951961039830691e-19,5.0282742813025817e-21,5.7719388246431922e-12,2.8380714663992307e-10,4.5957478074986053e-19,7.6195618618353394e-29,2.901694732719321e-10,8.3061165943622203e-38,2.848259407713789e-10,2.3622392989030133e-27,1.4410770246984296e-26,2.4833242766543708e-23,3.4942595798970888e-25,4.2628452769322317e-21,1.8857575084967272e-28,0.0010395728278768692,5.4889273185571599e-05,7.3576453973660722e-11,1.0383937049479469e-07,5.0944805194310315e-15,1.5138172787963621e-12,2.5645182394658432e-08,4.3604520188637852e-15,1.2886172449776187e-11,2.8344586542303736e-14,1.4104892312115837e-19,2.3448813620904173e-16,1.543565870152431e-21
2.948328082344496e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33643591415770424,0.11759535824365812,0.022793100819550893,1.5097689237277639e-19,5.8495651453432219e-21,6.4792790752800714e-12,3.1869577635274718e-10,4.8452344239179746e-19,9.327200963441503e-29,3.0096222333800322e-10,9.690305732214075e-38,2.9533637996730785e-10,2.5654275825141996e-27,1.6204948107504333e-26,2.9456063141022261e-23,4.0681585727553234e-25,4.7477571264908832e-21,2.1202391556248694e-28,0.0010745803119442774,5.6933414338525612e-05,7.44260890285716e-11,1.0846127103557505e-07,5.1533123280253988e-15,1.6408779241561172e-12,2.6764665070449346e-08,4.6990105942117604e-15,1.3967532803314109e-11,3.2576897064968958e-14,1.5970834934303643e-19,2.6331738955855603e-16,1.73559555930282e-21
3.0545833660542574e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33639911599694305,0.11756060830662281,0.02279207900115127,1.750533889073988e-19,6.772265819212622e-21,7.2471793995817143e-12,3.5643291335120191e-10,5.101227580440068e-19,1.1341124465267972e-28,3.117511673164354e-10,1.1246320723249549e-37,3.05838543516882e-10,2.7788034942414831e-27,1.8158332426010496e-26,3.4735689416948081e-23,4.7110782856686427e-25,5.2696786708911563e-21,2.3745479150674385e-28,0.0011093290686266263,5.8977012269520558e-05,7.5275176204309299e-11,1.1313558697460574e-07,5.2121064618267061e-15,1.7747475538341933e-12,2.7894378135594638e-08,5.0522779286387287e-15,1.5098269012781053e-11,3.726663725139333e-14,1.8009789144672341e-19,2.9449866338947819e-16,1.9436544134431861e-21
3.160838649764019e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33636257512811801,0.11752611517082427,0.022791057451288316,2.0196384874753388e-19,7.8052553549596292e-21,8.0788497820993054e-12,3.9714354699135317e-10,5.3638240629023293e-19,1.3703820154979923e-28,3.2253632758107387e-10,1.2988893391231799e-37,3.1633260270354681e-10,3.0025873679467119e-27,2.0280058360298772e-26,4.0738618351638772e-23,5.428525628155219e-25,5.8301930567544667e-21,2.6496641350877376e-28,0.0011438210109519886,6.102007010370652e-05,7.6123721241066074e-11,1.1786226947677585e-07,5.2708633353304633e-15,1.9155869689724986e-12,2.9034185357678876e-08,5.4204662970708019e-15,1.6278951542756484e-11,4.2445906023394052e-14,2.0231684397764536e-19,3.2813481929800258e-16,2.1684801301425934e-21
3.2670939334737806e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33632628964947037,0.11749187693742798,0.022790036168349084,2.3193273807837235e-19,8.9579092203062025e-21,8.9775843443531343e-12,4.4095387972040331e-10,5.6331205369765207e-19,1.6462113891868891e-28,3.3331772636520896e-10,1.4933522620000574e-37,3.268187281953704e-10,3.2370022083871124e-27,2.257954705365587e-26,4.7535542475735309e-23,6.226242330260977e-25,6.4309060814112418e-21,2.9465892675134878e-28,0.0011780580377652073,6.3062590940231211e-05,7.6971729818823636e-11,1.2264126999929036e-07,5.3295833595200573e-15,2.0635571498807758e-12,3.0183949417002209e-08,5.803787673394149e-15,1.7510140536115171e-11,4.8147955636490501e-14,2.264671665044697e-19,3.6432969036064438e-16,2.4108190928635485e-21
3.3733492171835422e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33629025767334514,0.11745789172167694,0.022789015150732922,2.6519435256613606e-19,1.0240114006895991e-20,9.9467621651912644e-12,4.879912969426236e-10,5.9092135498280238e-19,1.9667471462662047e-28,3.4409538576264098e-10,1.7096493827116634e-37,3.3729709004866384e-10,3.4822736628158225e-27,2.5066509151577487e-26,5.5201461410431415e-23,7.1102070135824016e-25,7.073446170244395e-21,3.2663461206564951e-28,0.0012120420338336138,6.5104577852465007e-05,7.781920755795895e-11,1.2747254028501107e-07,5.3882669419187748e-15,2.218819204370771e-12,3.1343531935602006e-08,6.2024537320475624e-15,1.8792385715817136e-11,5.4407200905315131e-14,2.5265348574398651e-19,4.031880562834376e-16,2.6714261219924241e-21
3.479604500893304e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33625447732608654,0.11742415765278644,0.022787994396851374,3.0199292613308885e-19,1.1662282304023453e-20,1.0989848098306542e-11,5.3838433669807196e-10,6.1921995317520953e-19,2.3376312898966574e-28,3.5486932772873626e-10,1.9494898679181961e-37,3.4776785771156188e-10,3.7386299929281072e-27,2.7750948310298961e-26,6.381579153040318e-23,8.0866372057387676e-25,7.7594643544479269e-21,3.6099791095449734e-28,0.0012457748699519426,6.714603388822477e-05,7.8666160019841457e-11,1.3235603235585636e-07,5.4469144866410555e-15,2.3815343161505366e-12,3.2512793506472219e-08,6.6166758495695171e-15,2.0126226289425024e-11,6.1259228628128043e-14,2.809830966494716e-19,4.4481561841296776e-16,2.9510642251132507e-21
3.5858597846030654e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33621894674793323,0.11739067287384031,0.022786973905128103,3.4258273644381188e-19,1.3235367737240068e-20,1.2110393586936153e-11,5.922626591625992e-10,6.4821747977874051e-19,2.765033946421619e-28,3.6563957408147767e-10,2.2146655045454738e-37,3.5823120002756443e-10,4.0063020471491214e-27,3.0643164697237798e-26,7.3462473948550099e-23,9.1619912980542527e-25,8.4906342491945096e-21,3.9785545035014967e-28,0.0012792584030464646,6.9186962069996068e-05,7.9512592707424184e-11,1.3729169850625992e-07,5.5055263944431052e-15,2.5518636932989373e-12,3.369159372297099e-08,7.0466651061000151e-15,2.1512190857288839e-11,6.8740807195140856e-14,3.1156596238955925e-19,4.8931897461586992e-16,3.2505043458412321e-21
3.692115068312827e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3361836640929145,0.11735743554168729,0.022785953673998795,3.8722820708213481e-19,1.4970880171245757e-20,1.3312037475766014e-11,6.497570159783738e-10,6.779235549307219e-19,3.2556873497388545e-28,3.7640614650250693e-10,2.5070527186451059e-37,3.6868728523903943e-10,4.285523233259153e-27,3.3753758483444323e-26,8.4230080799373879e-23,1.0342970446222331e-24,9.2686520322059241e-21,4.3731606710989066e-28,0.001312494476278329,7.1227365395154157e-05,8.0358511065830362e-11,1.4227949129668563e-07,5.5641030627730347e-15,2.7299685168405356e-12,3.487979120840729e-08,7.492632286837702e-15,2.2950797324362641e-11,7.6889896366428119e-14,3.4451471306952684e-19,5.3680559403407763e-16,3.5705251098318022e-21
3.798370352022589e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33614862752874847,0.1173244438268386,0.02278493370191105,4.3620400639127277e-19,1.6880901076476227e-20,1.4598506820060349e-11,7.109992194245117e-10,7.0834778755884869e-19,3.8169211300995115e-28,3.8716906653816007e-10,2.8286146174280516e-37,3.7913628099068612e-10,4.5765294913523564e-27,3.7093633328151656e-26,9.6211919798153756e-23,1.1636520413738205e-24,1.0095236422720285e-20,4.7949083225260072e-28,0.0013454849191461326,7.3267246836183344e-05,8.1203920482934281e-11,1.473193635472017e-07,5.6226448858203594e-15,2.9160098894406337e-12,3.6077243645797057e-08,7.954787883452686e-15,2.4442552815155912e-11,8.5745657206140872e-14,3.7994464326720543e-19,5.8738379172348289e-16,3.9119125687790887e-21
3.904625635732351e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3361138352367386,0.11729169591336613,0.022783913987324277,4.8979514295189264e-19,1.8978099058793062e-20,1.5973617692035296e-11,7.7612211143700038e-10,7.3949977553590814e-19,4.4566989266838792e-28,3.9792835560049559e-10,3.1814030541505449e-37,3.8957835433296055e-10,4.879559267125044e-27,4.0673999855513449e-26,1.0950613705389333e-22,1.3049833357901318e-24,1.0972128660850224e-20,5.244930749394518e-28,0.001378231547587713,7.5306609340895138e-05,8.204882628993594e-11,1.5241126833110957e-07,5.6811522545648762e-15,3.1101487842401306e-12,3.7283807807779514e-08,8.4333420954555296e-15,2.5987953591934088e-11,9.534846216056055e-14,4.1797370847322629e-19,6.4116270318328652e-16,4.2754599433484995e-21
4.010880919442113e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33607928541167359,0.11725918999880133,0.022782894528709647,5.4829705767936027e-19,2.1275745551681705e-20,1.744127598449416e-11,8.4525953248700641e-10,7.7138910583235403e-19,5.1836563422993114e-28,4.0868403496831589e-10,3.5675607155358642e-37,4.0001367172546371e-10,5.1948534854896001e-27,4.4506379123616074e-26,1.242158181150433e-22,1.4590349558206703e-24,1.1901092487325917e-20,5.7243840620185355e-28,0.0014107361640811808,7.7345455832645012e-05,8.2893233761930689e-11,1.5755515896862961e-07,5.7396255568249774e-15,3.3125459938499406e-12,3.8499339586684201e-08,8.9285048315227167e-15,2.7587484976472451e-11,1.057399052683145e-13,4.5872252038514619e-19,6.9825225878320507e-16,4.6619673646034297e-21
4.117136203151875e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33604497626172652,0.11722692429403504,0.022781875324549967,6.1201571252179792e-19,2.3787730670364387e-20,1.9005478211740479e-11,9.1854629032695266e-10,8.0402535466676047e-19,6.0071402573480752e-28,4.1943612578818174e-10,3.9893232314206084e-37,4.1044239904029081e-10,5.5226555245101509e-27,4.8602606085849175e-26,1.4044908722772022e-22,1.6265759086959381e-24,1.2883914123617241e-20,6.2344474241973651e-28,0.0014430005577451849,7.9383789210547468e-05,8.3737148118473403e-11,1.6275098902064231e-07,5.7980651773053506e-15,3.5233620795246764e-12,3.9723694024739034e-08,9.4404857107791182e-15,2.9241621275291388e-11,1.1696281249183924e-13,5.0231434101431829e-19,7.5876315809597401e-16,5.0722416135947002e-21
4.223391486861637e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33601090600835465,0.11719489702321798,0.022780856373339577,6.8126767573903779e-19,2.6528579227237318e-20,2.0670312307783615e-11,9.9611812861380764e-10,8.374180876541867e-19,6.9372495201344489e-28,4.3018464907541907e-10,4.449021306319373e-37,4.2086470156534422e-10,5.8632111896561793e-27,5.2974833044715214e-26,1.5831920478675365e-22,1.8084003421960857e-24,1.3922402252429167e-20,6.7763232855321486e-28,0.0014750265044384296,8.1421612349690152e-05,8.4580574524137233e-11,1.6799871228248372e-07,5.8564714976440732e-15,3.7427573205349697e-12,4.0956725344410302e-08,9.9694940640378432e-15,3.0950825708234734e-11,1.2906125215989694e-13,5.4887507565203573e-19,8.2280684414264499e-16,5.5070958596247283e-21
4.329646770571399e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33597707288620138,0.11716310642366184,0.022779837673584297,7.563802037450527e-19,2.9513466908041872e-20,2.2439958421850423e-11,1.0781116954188951e-09,8.7157685995247821e-19,7.984877030452192e-28,4.409296257151197e-10,4.9490828726066157e-37,4.3128074400760985e-10,6.2167686883703266e-27,5.7635533098155908e-26,1.7794466296069665e-22,2.0053277001132281e-24,1.5018387998564659e-20,7.3512376113063898e-28,0.0015068157668584393,8.345892810134625e-05,8.5423518089066727e-11,1.7329828277779582e-07,5.9148448964591004e-15,3.9708916637577402e-12,4.2198286978864424e-08,1.0515738934997828e-14,3.2715550340474689e-11,1.4208054551161296e-13,5.9853326472469101e-19,8.9049547755805405e-16,5.9673493975174272e-21
4.435902054281161e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33594347514299699,0.11713155074574151,0.02277881922380131,8.3769131949961701e-19,3.2758236608178765e-20,2.4318689711215092e-11,1.1646645116335316e-09,9.0651121640653462e-19,9.1617532324789805e-28,4.5167107646313432e-10,5.4920352650190314e-37,4.4169069049639597e-10,6.5835786049466565e-27,6.2597503578470667e-26,1.9944927947278728e-22,2.2182028718954361e-24,1.6173724910149427e-20,7.9604401099600603e-28,0.0015383700946395825,8.549573929318561e-05,8.626598386952606e-11,1.7864965475243002e-07,5.9731857493941496e-15,4.2079246735037369e-12,4.344823160254278e-08,1.1079429081399664e-14,3.4536236018035364e-11,1.5606727733310967e-13,6.5142007451626816e-19,9.6194191068382749e-16,6.4538273837296065e-21
4.542157337990923e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33591011103946156,0.11710022825279751,0.022777801022519077,9.2554988743558552e-19,3.6279414928573531e-20,2.6310873131358217e-11,1.2559149392799167e-09,9.4223069169056859e-19,1.0480491032208301e-27,4.6240902194705995e-10,6.0805074161864206e-37,4.5209470458653693e-10,6.9638938757157116e-27,6.7873869483899379e-26,2.2296228952057402e-22,2.4478963364620156e-24,1.7390288940212793e-20,8.6052044581867232e-28,0.0015696912244503576,8.7532048729484574e-05,8.7107976868441847e-11,1.8405278266840428e-07,6.0314944291639815e-15,4.4540154816013418e-12,4.4706411161839202e-08,1.1660772976139964e-14,3.6413312306796694e-11,1.7106930667838414e-13,7.0766928675506999e-19,1.0372596615963883e-15,6.9673605713193395e-21
4.648412621700685e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33587697884920825,0.11706913722103963,0.022776783068277268,1.0203156849086967e-18,4.0094228830501882e-20,2.8420970223465057e-11,1.3520021497366908e-09,9.7874481044839005e-19,1.1954632154344597e-27,4.7314348266721884e-10,6.7172320729035722e-37,4.6249294926156018e-10,7.3579697645327367e-27,7.3478086902940172e-26,2.4861843581763841e-22,2.6953043001812184e-24,1.8669978428619182e-20,9.2868285236826656e-28,0.0016007808800899477,8.9567859191334282e-05,8.7949502035940688e-11,1.8950762119791283e-07,6.08977130559905e-15,4.7093227377556234e-12,4.5972676905871317e-08,1.225997880834474e-14,3.8347197434948342e-11,1.8713577766661874e-13,7.6741728709173287e-19,1.116562888077447e-15,7.5087850440640708e-21
4.754667905410447e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33584407685864737,0.11703827593945113,0.022775765359626641,1.1223594701589233e-18,4.4220622448783267e-20,3.0653537899271625e-11,1.453066091888524e-09,1.0160630874317387e-18,1.3598694953110134e-27,4.8387447899763205e-10,7.4050480328604186e-37,4.7288558693681889e-10,7.7660638385654626e-27,7.9423946431468812e-26,2.765580567416393e-22,2.9613488290031192e-24,2.0014714084344642e-20,1.0006634585576781e-27,0.0016316407725840475,9.1603173436847604e-05,8.8790564269881698e-11,1.9501412521738773e-07,6.1480167456895574e-15,4.974004560201359e-12,4.7246879417335638e-08,1.2877254484402121e-14,4.0338298238935178e-11,2.0431713034861743e-13,8.308030524813024e-19,1.1999663615343837e-15,8.0789419498772611e-21
4.860923189120209e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33581140336689047,0.11700764270969337,0.022774747895128976,1.2320630467743365e-18,4.8677274062750328e-20,3.3013229223266536e-11,1.5592474602091162e-09,1.0541950276366905e-18,1.5428223690611329e-27,4.9460203118698523e-10,8.1469024015520717e-37,4.8327277946258779e-10,8.1884359443779546e-27,8.5725576582725142e-26,3.0692717257368919e-22,3.2469779747419294e-24,2.1426438968092931e-20,1.0765969552569482e-27,0.0016622726002799748,9.3637994201364923e-05,8.9631168416383844e-11,2.0057224980161222e-07,6.20623111362889e-15,5.248218486668618e-12,4.8528868643437304e-08,1.3512807628954886e-14,4.2387010112919984e-11,2.2266511163553525e-13,8.9796813746607202e-19,1.2875854408779567e-15,8.678677233519007e-21
4.967178472829971e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33577895668565633,0.11697723584601173,0.022773730673357001,1.349819324649483e-18,5.3483613224401359e-20,3.5504794192254974e-11,1.6706876627870123e-09,1.0931501264381679e-18,1.7459839295747167e-27,5.053261593595884e-10,8.9458528690947933e-37,4.9365468812712625e-10,8.625348184307009e-27,9.2397447190228586e-26,3.3987756981481308e-22,3.553165895503587e-24,2.2907118475245643e-20,1.1566205178808769e-27,0.0016926780489410617,9.5672324197658345e-05,9.0471319270348232e-11,2.0618195021788535e-07,6.2644147708564287e-15,5.5321214256793739e-12,4.9818493926884535e-08,1.4166845585853082e-14,4.449371696174722e-11,2.4223278628350107e-13,9.6905665936815794e-19,1.3795360463648006e-15,9.3088413687073696e-21
5.073433756539733e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33574673513917652,0.11694705367514183,0.022772713692894277,1.4760323774314843e-18,5.8659838043141306e-20,3.8133080512290902e-11,1.7875287893036119e-09,1.1329378697225806e-18,1.9711291616156072e-27,5.1604688351633015e-10,9.8050700066782634e-37,5.0403147365970552e-10,9.0770648931276272e-27,9.9454372803682811e-26,3.7556688356599005e-22,3.8809129702560578e-24,2.4458740319141216e-20,1.2408738277530991e-27,0.0017228587918403392,9.770616611613459e-05,9.1311021575975729e-11,2.1184318192023681e-07,6.32256807609977e-15,5.8258696081933276e-12,5.1115604036938682e-08,1.4839575419067261e-14,4.6658791157403763e-11,2.6307454792815022e-13,1.0442152824096347e-18,1.4759346334121422e-15,9.970289089812274e-21
5.179689040249495e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33571473706410282,0.11691709453621638,0.022771696952335132,1.6111174964488602e-18,6.4226932626516616e-20,4.090303437298188e-11,1.909913578972733e-09,1.1735677340186135e-18,2.2201513175072983e-27,5.2676422353562112e-10,1.0727839582388764e-36,5.1440329623360133e-10,9.543852615004193e-27,1.0691151607792705e-25,4.1415867795905423e-22,4.231245907541287e-24,2.6083314514677158e-20,1.329499093249382e-27,0.0017528164898535179,9.9739522625036443e-05,9.2150280027278898e-11,2.1755590054369197e-07,6.3806913854162848e-15,6.1296185396209636e-12,5.2420047200509958e-08,1.5531203913562455e-14,4.8882593498992246e-11,2.8524613016346066e-13,1.1235932007706159e-18,1.5768981663921663e-15,1.0663879123238985e-20
5.285944323959257e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33568296080941412,0.11688735678067315,0.022770680450284575,1.7555012411196142e-18,7.0206684676347313e-20,4.3819701219170627e-11,2.0379853884510773e-09,1.2150491866262068e-18,2.4950674444230961e-27,5.374781991743372e-10,1.1717564896142148e-36,5.2477031546905504e-10,1.0025980080723987e-26,1.1478439115498914e-25,4.5582252462649592e-22,4.6052178483293798e-24,2.7782873362230495e-20,1.4226410707228331e-27,0.0017825527915512689,0.00010177239637064311,9.2989099268589794e-11,2.2332006189858684e-07,6.4387850522340903e-15,6.443522952221726e-12,5.3731671133289725e-08,1.6241937576133629e-14,5.1165473176221446e-11,3.0880461765965332e-13,1.2073421205918487e-18,1.6825440924134199e-15,1.1390473918569491e-20
5.392199607669019e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33565140473632499,0.1168578387721632,0.02276966418535821,1.9096214858363989e-18,7.662170323965912e-20,4.6888226519996147e-11,2.1718881597289334e-09,1.2573916857437288e-18,2.7980240643289674e-27,5.4818883006874978e-10,1.2777769133469628e-36,5.3513269043619817e-10,1.0523718185209679e-26,1.2308886703929342e-25,5.0073407919894858e-22,5.0039084630170756e-24,2.9559471431891013e-20,1.5204470852137039e-27,0.0018120693332908131,0.00010380478997746898,9.3827483895062351e-11,2.2913562196493159e-07,6.4968494273924005e-15,6.7677367579048741e-12,5.5050323070909615e-08,1.6971982636202694e-14,5.3507767736405258e-11,3.3380845731524539e-13,1.295616240934586e-18,1.7929903150966847e-15,1.2150939379582032e-20
5.498454891378781e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33562006721819415,0.11682853888646008,0.02276864815618215,2.0739274633279838e-18,8.3495436613815876e-20,5.0113856535336576e-11,2.3117663880104313e-09,1.3006046805933852e-18,3.1313030075669321e-27,5.588961357354545e-10,1.3912097737903381e-36,5.4549057965794597e-10,1.1037339965307546e-26,1.3184117096607382e-25,5.4907515581990748e-22,5.4284240425741721e-24,3.1415185548002192e-20,1.6230670509464203e-27,0.0018413677393068219,0.00010583670604846104,9.4665438453170444e-11,2.3500253688682297e-07,6.5548848591812401e-15,7.1024130014504317e-12,5.6375849800118197e-08,1.7721545046577429e-14,5.5909803054967948e-11,3.6031746943866287e-13,1.3885722337127775e-18,1.9083551683526859e-15,1.2946144595283539e-20
5.604710175088543e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3355889466404347,0.11679945551136957,0.022767632361392939,2.2488798044978177e-18,9.0852190405251765e-20,5.3501939079635053e-11,2.4577650895926153e-09,1.3446976115448826e-18,3.4973274009984906e-27,5.6960013557229107e-10,1.5124320801713212e-36,5.5584414111285793e-10,1.156712057784818e-26,1.4105789176304006e-25,6.0103379966797957e-22,5.8798975838430999e-24,3.3352114774004617e-20,1.730653491616448e-27,0.0018704496218016344,0.0001078681471651952,9.5502967441200645e-11,2.4092076296690497e-07,6.6128916933805448e-15,7.4477038141673938e-12,5.7708097689965594e-08,1.849083048417305e-14,5.8371893309457239e-11,3.883928589551079e-13,1.4863692226094848e-18,2.0287573901689838e-15,1.3776961571056908e-20
5.710965458798305e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33555804140042367,0.11677058704664021,0.022766616799637485,2.434950574741928e-18,9.871714574120112e-20,5.7057924283109012e-11,2.6100297697526039e-09,1.3896799102373678e-18,3.8986678115557654e-27,5.8030084885925695e-10,1.6418335474749224e-36,5.6619353223796402e-10,1.2113337277976454e-26,1.5075598320534457e-25,6.5680435747772476e-22,6.359488868998411e-24,3.5372380397576794e-20,1.8433615604695879e-27,0.0018993165810347983,0.00010989911588807077,9.63400753097407e-11,2.4689025666087738e-07,6.6708702732986387e-15,7.8037603680061428e-12,5.9046912722987015e-08,1.9280044350696234e-14,6.0894340957060525e-11,4.180972266346525e-13,1.5891687609892981e-18,2.154316096413409e-15,1.4644264960018805e-20
5.817220742508067e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33552734990741329,0.11674193190387425,0.022765601469572939,2.6326233067497522e-18,1.0711637763382014e-19,6.078736535034285e-11,2.7687063906520382e-09,1.4355609996996698e-18,4.3380485459804909e-27,5.9099829475941409e-10,1.7798168391149568e-36,5.765389099315609e-10,1.2676269397747608e-26,1.6095276736389176e-25,7.165875460508916e-22,6.8683845391744367e-24,3.7478125916068363e-20,1.9613490601762223e-27,0.0019279702054119381,0.00011192961475650423,9.7176766462162987e-11,2.5291097457205026e-07,6.7288209398100914e-15,8.1707328301416851e-12,6.0392140526375424e-08,2.008939177329239e-14,6.347743671561622e-11,4.4949458033778175e-13,1.6971348088212472e-18,2.2851507546613273e-15,1.5548931794704002e-20
