Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CHOX(53),COX(50),CO2X(24)
4.9999379578263174e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103251794269101,0.11307189338019964,0.022354903997626813,1.3958535314331747e-14,4.1819457346317692e-15,2.6747328005991555e-07,1.434375308595181e-06,2.074048657058868e-16,1.5308352278036571e-21,4.9017531942418491e-09,5.5647803606401032e-32,5.8914231681084002e-09,6.558864994257117e-24,1.0206055399245545e-21,9.193303575718992e-18,3.6520832200018974e-20,6.1256353311631523e-17,7.0397591138424509e-24,0.0055963016123831144,0.00093188930444483846,4.3174814854839471e-10,6.5189774118042248e-06,3.0832822956225082e-14,1.1321656286258144e-09,3.2648942860118523e-07,4.1362854819805588e-12,3.7057606773019788e-09,3.5986275449040741e-09,2.5886058396486434e-15,1.1698576198639066e-12,7.660099471080246e-18
5.0250821148380886e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102487977860789,0.11306886765362088,0.022352607895338137,1.4196970095456209e-14,4.2919069977910101e-15,2.7310736919007475e-07,1.450011842634851e-06,2.1025790238004559e-16,1.5738976481136891e-21,4.9260658286314085e-09,5.7109398135518359e-32,5.9325503731166333e-09,6.6657881374065129e-24,1.0434612704733092e-21,9.3664881588027491e-18,3.7146326640061458e-20,6.2398596117770057e-17,7.1887225607836872e-24,0.0055993115815487935,0.00093646584836627191,4.3362348761866053e-10,6.5704536143893562e-06,3.0977769404845684e-14,1.1413440319854554e-09,3.2655087273099442e-07,4.1894458415055859e-12,3.729816039909238e-09,3.6768016195715384e-09,2.6260432762971731e-15,1.1825843223842696e-12,7.7478657738442557e-18
5.05022627184986e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101729584628181,0.11306589543526666,0.022350312134451135,1.443812817893042e-14,4.404154043198575e-15,2.7882898790711706e-07,1.4657161037738462e-06,2.1313689613806038e-16,1.6179247941228628e-21,4.9503807314951883e-09,5.8602112203582977e-32,5.973829233996863e-09,6.7739384808452607e-24,1.0667104828342701e-21,9.5419513193366505e-18,3.7778600614927206e-20,6.3556383879534796e-17,7.3401086325094822e-24,0.0056022679746728235,0.00094104164171204851,4.3549863008785934e-10,6.6220233300346276e-06,3.1122852686752973e-14,1.1505423521530855e-09,3.2661234008586077e-07,4.2429844883057199e-12,3.7539161836677132e-09,3.7562347959491504e-09,2.6638168731239994e-15,1.1953658757358553e-12,7.8362105394165216e-18
5.075370428861631e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100976521535808,0.11306297579487795,0.022348016714160986,1.4682027462123795e-14,4.5187207954751404e-15,2.8463894670663954e-07,1.481488016649323e-06,2.1604196414369819e-16,1.6629327100490332e-21,4.9746979672936595e-09,6.0126456627424033e-32,6.0152597504969053e-09,6.8833244440211332e-24,1.0903578085820951e-21,9.7197115089161302e-18,3.8417683417919634e-20,6.4729846430202834e-17,7.4939450707801157e-24,0.0056051717220218199,0.00094561668616660122,4.3737357561816697e-10,6.6736848823873128e-06,3.1268074319227656e-14,1.1597605474667417e-09,3.2667389780661238e-07,4.296901157810158e-12,3.7780616597530887e-09,3.8369393828264595e-09,2.701927614020098e-15,1.2082022162755576e-12,7.9251361181278457e-18
5.100514585873402e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100228697166861,0.11306010781834842,0.022345721633676038,1.4928685917034608e-14,4.6356414390562662e-15,2.9053805609401335e-07,1.4973275096906222e-06,2.1897322357357118e-16,1.7089376054010879e-21,4.9990176002302371e-09,6.1682948209962713e-32,6.056841912299615e-09,6.9939544719970614e-24,1.1144079045176817e-21,9.8997872599329721e-18,3.9063604312548146e-20,6.5919113855174689e-17,7.6502598073216685e-24,0.0056080237377097719,0.00095019098338427663,4.3924832386500055e-10,6.725436594983027e-06,3.1413434763092968e-14,1.1689985696159293e-09,3.2673560924526848e-07,4.3511955645607789e-12,3.8022529995964966e-09,3.918927697258847e-09,2.7403767932361902e-15,1.2210932853984367e-12,8.0146449205804439e-18
5.1256587428851733e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099486021695063,0.11305729060744395,0.02234342689221757,1.517812158971063e-14,4.7549504167802323e-15,2.9652712649573628e-07,1.5132345149766951e-06,2.2193079161743472e-16,1.7559558624929581e-21,5.0233396942512408e-09,6.3272109784865344e-32,6.0985756990635399e-09,7.1058370355351425e-24,1.138865452522232e-21,1.008219718475966e-17,3.9716392534098349e-20,6.7124316486010918e-17,7.8090809644040193e-24,0.0056108249199785824,0.00095476453498993753,4.411228744778881e-10,6.7772767914236169e-06,3.1558932820232733e-14,1.1782563642718541e-09,3.2679753410629124e-07,4.40586740246678e-12,3.8264907152222391e-09,4.0022120632225431e-09,2.7791657560992967e-15,1.2340390277171265e-12,8.1047394569774318e-18
5.1508028998969445e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33098748406856987,0.11305452327952667,0.02234113248901955,1.5430352599615269e-14,4.8766824284045096e-15,3.0260696817079625e-07,1.5292089680965872e-06,2.2491478547840895e-16,1.8040040264842636e-21,5.0476643130458034e-09,6.4894470261394488e-32,6.140461080464423e-09,7.2189806311796659e-24,1.1637351594047732e-21,1.0266959974847075e-17,4.0376077291135109e-20,6.8345584894449139e-17,7.9704368554207717e-24,0.0056135761514737306,0.000959337342579555,4.4299722708906678e-10,6.8292037955559078e-06,3.1704570306546505e-14,1.1875338709521821e-09,3.2685972858560694e-07,4.460916343958061e-12,3.8507752995560641e-09,4.0868048102676377e-09,2.8182953082548355e-15,1.2470393877923007e-12,8.1954219924068012e-18
5.175947056908716e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33098015765924882,0.11305180496728448,0.022338838423328435,1.5685397138985783e-14,5.0008724290769261e-15,3.0877839112207177e-07,1.5452508080129394e-06,2.2792532237320317e-16,1.8530988044719219e-21,5.0719915200457383e-09,6.6550564669458307e-32,6.1824980162375309e-09,7.3333937813391926e-24,1.1890217567475281e-21,1.0454094399814419e-17,4.1042687766949698e-20,6.9583049886403173e-17,8.1343559854709844e-24,0.0056162782995151494,0.00096390940772079223,4.4487138132375702e-10,6.8812159316508294e-06,3.1850348446259225e-14,1.1968310224659119e-09,3.2692224550688088e-07,4.5163420408478492e-12,3.8751072268746905e-09,4.1727182721694569e-09,2.8577666394152909e-15,1.2600943151945988e-12,8.2866948191101547e-18
5.201091213920487e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33097288013679982,0.11304913481846454,0.02233654469440292,1.594327347225746e-14,5.1275556278123925e-15,3.1504220500778873e-07,1.5613599769286487e-06,2.3096251953244155e-16,1.9032570814097019e-21,5.0963213784253674e-09,6.8240934204859204e-32,6.2246864562208172e-09,7.449085034367601e-24,1.2147300007567038e-21,1.0643619306572175e-17,4.1716253120955259e-20,7.0836842495946818e-17,8.3008670519427849e-24,0.0056189322163633917,0.00096848073195357173,4.4674533680742881e-10,6.933311524581024e-06,3.1996264754070259e-14,1.2061477458503193e-09,3.2698513445321299e-07,4.5721441251221064e-12,3.8994869532153499e-09,4.2599647855786289e-09,2.8975812719208233e-15,1.2732037639192257e-12,8.3785604802024026e-18
5.226235370932258e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3309656506638628,0.11304651199561197,0.022334251301513775,1.6203999935420226e-14,5.2567674858885391e-15,3.2139921905305685e-07,1.5775364201567474e-06,2.3402649420089516e-16,1.9544959062061732e-21,5.1206539511013195e-09,6.9966126274741926e-32,6.2670263403989073e-09,7.5660629646441409e-24,1.2408646721052167e-21,1.0835553618327962e-17,4.2396802490014566e-20,7.2107093979280445e-17,8.4699989450987865e-24,0.0056215387394811739,0.00097305131679063708,4.4861909314766897e-10,6.9854888999992405e-06,3.2142321058616147e-14,1.2154839624946728e-09,3.270484418965738e-07,4.6283222074130499e-12,3.9239149166767224e-09,4.3485566886702113e-09,2.937739815280154e-15,1.286367685756755e-12,8.4710211744249866e-18
5.251379527944029e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33095846841764676,0.11304393567581265,0.02233195824394358,1.6467594935333107e-14,5.3885437151715125e-15,3.278502419615123e-07,1.5937800859934205e-06,2.3711736363765973e-16,2.0068324820533153e-21,5.144989300732273e-09,7.1726694543242179e-32,6.3095175989479264e-09,7.6843361726523973e-24,1.2674305757694378e-21,1.1029916333566338e-17,4.3084364989714288e-20,7.3393935808681567e-17,8.641780748663274e-24,0.0056240986917903803,0.00097762116371810106,4.5049264994192032e-10,7.0377463845178142e-06,3.2288520235151114e-14,1.2248395869897641e-09,3.2711221132521475e-07,4.6848758777923798e-12,3.9483915378742956e-09,4.4385063197922159e-09,2.9782432212036419e-15,1.2995860367851763e-12,8.5640790084850557e-18
5.2765236849558004e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33095133258967729,0.11304140505044091,0.022329665520986541,1.6734076949169457e-14,5.5229202764900314e-15,3.3439608182708829e-07,1.6100909255942138e-06,2.4023524511650865e-16,2.0602841963609555e-21,5.1693274897186793e-09,7.3523198977335598e-32,6.352160152281131e-09,7.8039132850582098e-24,1.2944325408775722e-21,1.1226726525136499e-17,4.3778969715600039e-20,7.469749966644474e-17,8.816241740411188e-24,0.0056266128819245885,0.00098219027419598317,4.5236600679546014e-10,7.0900823058855617e-06,3.2434858062943751e-14,1.2342145283452599e-09,3.2717648336550615e-07,4.7418047076141411e-12,3.9729172204206279e-09,4.5298260161139033e-09,3.019093335213327e-15,1.3128587800235842e-12,8.6577365918621433e-18
5.3016678419675716e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33094424238554671,0.11303891932491116,0.022327373131948294,1.7003464523794296e-14,5.6599333779275084e-15,3.4103754604592965e-07,1.6264688928535494e-06,2.4338025592616242e-16,2.1148686058451034e-21,5.193668580202439e-09,7.5356205892888647e-32,6.3949539110953819e-09,7.9248029547865012e-24,1.321875420549952e-21,1.1426003339189482e-17,4.4480645744342581e-20,7.601791743880613e-17,8.9934113927588361e-24,0.0056290821044772173,0.00098675864965873925,4.5423916329715506e-10,7.1424949931650136e-06,3.2581335559774358e-14,1.2436086907408382e-09,3.2724129590118455e-07,4.7991082471141926e-12,3.9974923512169133e-09,4.6225281122741869e-09,3.0602906135831689e-15,1.3261858739483702e-12,8.7519961167494986e-18
5.326811998979343e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33093719702467017,0.1130364777184342,0.022325081076145691,1.72757762750184e-14,5.7996194729873842e-15,3.477754412284849e-07,1.6429139442874393e-06,2.4655251337039611e-16,2.1706034070720207e-21,5.2180126340665549e-09,7.7226288000911005e-32,6.4378987764184194e-09,8.0470138610969586e-24,1.3497640917248276e-21,1.1627765994025778e-17,4.5189422134847517e-20,7.7355321209854097e-17,9.1733193733563242e-24,0.0056315071402453752,0.00099132629151577598,4.5611211901863413e-10,7.1949827769121468e-06,3.2727958663318064e-14,1.253021971450699e-09,3.2730668419206776e-07,4.8567860255892209e-12,4.0221173008873478e-09,4.7166249390304904e-09,3.1018355192152336e-15,1.3395672790850841e-12,8.8468593988312644e-18
5.351956155991114e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33093019574004495,0.11303407946377754,0.022322789352906606,1.7551030887073551e-14,5.942015258868265e-15,3.5461057311179669e-07,1.659426038919375e-06,2.4975213476840353e-16,2.2275064867746385e-21,5.2423597129347394e-09,7.9134024454010527e-32,6.4809946396569529e-09,8.1705547096585881e-24,1.3781034550043569e-21,1.183203377917323e-17,4.5905327929345084e-20,7.8709843255432966e-17,9.3559955456816658e-24,0.0056338887564694375,0.00099589320115196019,4.5798487354735257e-10,7.2475439893523351e-06,3.2874721226908826e-14,1.2624542621292494e-09,3.2737268098610796e-07,4.9148375550843754e-12,4.0467924243296406e-09,4.812128821908427e-09,3.1437303947801025e-15,1.3530029671268045e-12,8.9423291299377512e-18
5.377100313002885e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33092323777801408,0.11303172380703008,0.022320497961569759,1.7829247112060009e-14,6.087157674685798e-15,3.6154374647199913e-07,1.6760051381695187e-06,2.5297923745514839e-16,2.2855959158659418e-21,5.2667098781710017e-09,8.1080000893051107e-32,6.524241382645574e-09,8.2954342326231314e-24,1.4068984344969729e-21,1.2038826054299975e-17,4.6628392154410846e-20,8.0081616037035959e-17,9.5414699696365938e-24,0.0056362277070685033,0.001000459379928115,4.5985742646019072e-10,7.3001769645553384e-06,3.3021621652255143e-14,1.2719054508354758e-09,3.2743931662775955e-07,4.9732623271288861e-12,4.0715180609929245e-09,4.9090520798526468e-09,3.1859757261278894e-15,1.3664929034412751e-12,9.0384076293996043e-18
5.402244470014656e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3309163223980347,0.1130294100073706,0.022318206901484491,1.811044376911189e-14,6.2350838994551776e-15,3.6857576503706386e-07,1.6926512057471146e-06,2.5623393878138469e-16,2.3448898813307534e-21,5.2910631908792083e-09,8.3064809494013902e-32,6.5676388776964516e-09,8.4216611886972694e-24,1.4361539776290872e-21,1.2248162247886552e-17,4.7358643821916863e-20,8.1470772195682748e-17,9.7297729021439856e-24,0.0056385247328717249,0.0010050248291815058,4.6172977730513352e-10,7.3528800386151875e-06,3.316867092475606e-14,1.2813754186974292e-09,3.2750661916836322e-07,5.0320598111774721e-12,4.0962945352646645e-09,5.007407023879191e-09,3.2285710658306182e-15,1.3800370504776665e-12,9.1350962737363046e-18
5.4273886270264275e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33090944887244916,0.11302713733684058,0.022315916172010609,1.8394639743888944e-14,6.3858313502561223e-15,3.757074313998136e-07,1.7093642075460224e-06,2.5951635611398499e-16,2.4054067606605028e-21,5.3154197119025853e-09,8.5089049015062423e-32,6.6111869876498573e-09,8.5492443632136363e-24,1.4658750549864456e-21,1.2460061856307404e-17,4.8096111929989905e-20,8.2877444545796035e-17,9.9209347977468969e-24,0.0056407805618456496,0.0010095895502263185,4.636019256520025e-10,7.4056515498253696e-06,3.3315861616213045e-14,1.2908640406753084e-09,3.2757461446902429e-07,5.0912294611981587e-12,4.1211221571033318e-09,5.1072059557297231e-09,3.2715193948922953e-15,1.3936353879007955e-12,9.2323977927979068e-18
5.452532784038199e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33090261648626168,0.11302490508012074,0.022313625772518188,1.8681853988177158e-14,6.5394376804441232e-15,3.8293954693120738e-07,1.7261441115434766e-06,2.6282660683643737e-16,2.46716514867323e-21,5.3397795018232353e-09,8.7153324843812098e-32,6.6548855659254517e-09,8.6781925682006136e-24,1.4960666601664079e-21,1.2674544442804406e-17,4.8840825463908239e-20,8.4301766069072655e-17,1.0114986309209204e-23,0.0056429959093175818,0.0010141535443541252,4.6547387107302305e-10,7.4584898388500819e-06,3.3463186104470633e-14,1.3003711898745579e-09,3.2764332629718975e-07,5.1507707121166049e-12,4.1460012222940204e-09,5.2084611665279587e-09,3.3148216840713078e-15,1.4072878893535368e-12,9.3303148870562458e-18
5.47767694104997e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33089582453691813,0.11302271253431156,0.02231133570238741,1.897210551893139e-14,6.6959407774253098e-15,3.9027291169393617e-07,1.7429908877020321e-06,2.6616480834878154e-16,2.5301837222838932e-21,5.3641426209615964e-09,8.925824904480449e-32,6.6987344565743908e-09,8.8085146424509096e-24,1.5267338095725118e-21,1.2891629635916436e-17,4.959281339689619e-20,8.5743869908336207e-17,1.0311958288117783e-23,0.0056451714781950877,0.0010187168128343441,4.6734561309602095e-10,7.5113932489040534e-06,3.3610662761066201e-14,1.3098967327901889e-09,3.2771277642906975e-07,5.2106829744882715e-12,4.1709320127458155e-09,5.3111849354386696e-09,3.3584759422610746e-15,1.4209945163151383e-12,9.4288483186345074e-18
5.502821098061741e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33088907233408899,0.11302055900871759,0.022309045961008338,1.9265413417721749e-14,6.8553787606652724e-15,3.9770832435636655e-07,1.7599045078745639e-06,2.6953107806781697e-16,2.5944813317665525e-21,5.3885091293758836e-09,9.1404440407186546e-32,6.7427334943322029e-09,8.9402194515888271e-24,1.5578815422441314e-21,1.3111337128540228e-17,5.0352104690960664e-20,8.7203889361393537e-17,1.0511881785486237e-23,0.0056473079591816827,0.0010232793569146862,4.6921715127060958e-10,7.5643601259277942e-06,3.3758285440666536e-14,1.3194405282776791e-09,3.277829847447496e-07,5.2709656451163863e-12,4.1959147972453423e-09,5.4153895283295869e-09,3.4024857496195976e-15,1.4347552547034757e-12,9.5280006699848212e-18
5.527965255073512e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33088235919945702,0.11301844382463556,0.022306756547780814,1.9561796830619989e-14,7.0177899799875171e-15,4.0524658210681027e-07,1.7768849457123645e-06,2.7292553342781121e-16,2.6600771088262121e-21,5.4128790868615054e-09,9.3592524492595907e-32,6.7868825046724426e-09,9.0733158881362865e-24,1.5895149197310391e-21,1.3333686677117532e-17,5.1118728297694003e-20,8.8681957874895765e-17,1.0714788052360113e-23,0.0056494060309887593,0.0010278411778215941,4.7108848517141989e-10,7.6173888187532554e-06,3.3906034763433645e-14,1.3290024355756336e-09,3.2785396931176743e-07,5.3316181049848888e-12,4.2209498316892238e-09,5.5210871964365563e-09,3.446853487829841e-15,1.4485700894751385e-12,9.6277754516044259e-18
5.5531094120852834e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33087568446650856,0.11301636631514607,0.02230446746211423,1.9861274967102441e-14,7.1832130131307425e-15,4.1288848056816538e-07,1.7939321765763358e-06,2.7634829188040479e-16,2.7269902281578471e-21,5.4372525529504701e-09,9.5823133683251655e-32,6.8311813038611252e-09,9.2078128715776032e-24,1.6216390258703192e-21,1.3558698099741739e-17,5.1892713158911121e-20,9.0178209038173953e-17,1.0920708540423595e-23,0.0056514663605438465,0.0010324022767606723,4.7295961431241773e-10,7.6704776792827825e-06,3.405393833945831e-14,1.338582308526765e-09,3.2792574647956059e-07,5.3926397068735516e-12,4.2460373592034389e-09,5.6282901750322893e-09,3.4915747959453535e-15,1.4624389783310289e-12,9.7281726702227087e-18
5.5782535690970546e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33086904748032792,0.11301432582490901,0.022302178703427388,2.0163867099295784e-14,7.3516866634867123e-15,4.206348137129882e-07,1.8110461774511499e-06,2.7979947089456834e-16,2.7952399799151358e-21,5.4616295869107434e-09,9.8096907230251828e-32,6.8756296990119295e-09,9.3437193484228594e-24,1.6542589665883945e-21,1.3786391275085739e-17,5.2674088207363331e-20,9.1692776577080883e-17,1.1129674902607641e-23,0.0056534896031952449,0.0010369626549171075,4.7483053821762185e-10,7.7236250626663927e-06,3.4201997609867308e-14,1.3481799903949578e-09,3.2799833096940375e-07,5.4540297906333252e-12,4.2711776110907245e-09,5.737010682099051e-09,3.5366533365908171e-15,1.4763619096462781e-12,9.8291942985417979e-18
5.603397726108826e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33086244759739591,0.11301232170996234,0.022299890271148308,2.0469592562342066e-14,7.5232499586296123e-15,4.2848637377894661e-07,1.8282269268623577e-06,2.8327918795756244e-16,2.864846045792439e-21,5.4860102477455939e-09,1.0041449130207754e-31,6.9202274881421465e-09,9.4810442922699722e-24,1.6873798698151313e-21,1.4016786142057636e-17,5.3462882367490816e-20,9.3225794347855068e-17,1.1341718993699549e-23,0.0056554764029131087,0.0010415223134560825,4.7670125646906442e-10,7.7768293274597246e-06,3.4350172825717264e-14,1.3577953272873947e-09,3.2807173594356341e-07,5.5157876866365472e-12,4.2963708070842039e-09,5.8472609170056205e-09,3.5820945548841477e-15,1.490338884735449e-12,9.9308453034033482e-18
5.62602746741942e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33085653890319255,0.11301054858416162,0.02229783096071038,2.0747440507264456e-14,7.6803310054007931e-15,4.356434001757893e-07,1.843746654760776e-06,2.8643543046391619e-16,2.9286674622089053e-21,5.5079559920271109e-09,1.0253831463642568e-31,6.9604930559875245e-09,9.6058569695742281e-24,1.7176212614401796e-21,1.4226467994995455e-17,5.4179164351831276e-20,9.4621396022174633e-17,1.1535216625025873e-23,0.0056572338871798749,0.0010456253918154515,4.7838472664890019e-10,7.8247604456093195e-06,3.4483668405285826e-14,1.3664640959755142e-09,3.2813851162496931e-07,5.5716836897795584e-12,4.3190901227631529e-09,5.947804112461649e-09,3.6232944680938838e-15,1.5029643262718251e-12,1.0022868088115237e-17
5.6486572087300136e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.330850659296964,0.11300880395597,0.022295771913802526,2.1027856343203357e-14,7.8399752176023087e-15,4.4288687554268449e-07,1.8593204191162072e-06,2.8961496964292125e-16,2.9936177702449378e-21,5.5299047642938811e-09,1.0469863443657545e-31,7.0008793020853568e-09,9.7318324757908661e-24,1.7482763727049107e-21,1.443836903169204e-17,5.4901500314324581e-20,9.6032148660670894e-17,1.1731256690899326e-23,0.0056589628190592788,0.0010497278890346548,4.8006802948158077e-10,7.8727351195827299e-06,3.4617304252984424e-14,1.3751469145305839e-09,3.2820596894340633e-07,5.6278765282891719e-12,4.3418526359386991e-09,6.0496051172255965e-09,3.6647829020924518e-15,1.5156334899272852e-12,1.0115400312136854e-17
5.6712869500406076e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33084480833248109,0.11300708737880052,0.022293713130026354,2.1310854292921886e-14,8.0022115024343065e-15,4.502173734825909e-07,1.8749482071634004e-06,2.9281789118096109e-16,3.0597115837452139e-21,5.5518566070066355e-09,1.0689593632572665e-31,7.0413860605187858e-09,9.8589774091904545e-24,1.7793489867520859e-21,1.4652503906184987e-17,5.5629911325794874e-20,9.7458150090892662e-17,1.1929862835282746e-23,0.0056606636451443241,0.0010538298059231308,4.8175116468760225e-10,7.9207521605357328e-06,3.4751004729443731e-14,1.3838436611151427e-09,3.2827411458083109e-07,5.6843656867826029e-12,4.3646584842660843e-09,6.1526727807268204e-09,3.7065719235187609e-15,1.5283464081817906e-12,1.0208449035549506e-17
5.691653717220142e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33083956658996877,0.11300556607949748,0.022291860449280672,2.15677719422974e-14,8.1504643867670606e-15,4.5688969892711099e-07,1.8890593967746668e-06,2.9572058331212574e-16,3.1201859969857996e-21,5.5716159256318963e-09,1.08905532834878e-31,7.0779450393315601e-09,9.9744131774016722e-24,1.8076744423146656e-21,1.4847147365583626e-17,5.6290692814780698e-20,9.8754670006114806e-17,1.2110822012037737e-23,0.0056621707216461094,0.0010575210355991949,4.8326584273195547e-10,7.9640027407225442e-06,3.4871450444339289e-14,1.3916825404497543e-09,3.283360390191004e-07,5.7354588224507158e-12,4.3852209072352125e-09,6.2465239726879215e-09,3.7444289030925211e-15,1.5398253999705401e-12,1.0292631202240909e-17
5.712020484399677e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33083434737597245,0.11300406682965101,0.022290007981071017,2.1826803080059399e-14,8.3008616504330163e-15,4.636333924123026e-07,1.9032143277276422e-06,2.9864234705292553e-16,3.1816092730677564e-21,5.5913777962760444e-09,1.10945842569806e-31,7.1146013648905735e-09,1.0090806376148233e-23,1.8363439282448385e-21,1.5043622865416424e-17,5.695642751252659e-20,1.0006369215261825e-16,1.2293896397912328e-23,0.0056636557043351493,0.0010612117964262802,4.8478038438448592e-10,8.0072858144994428e-06,3.4992060631755141e-14,1.3995325085614496e-09,3.2839852946422277e-07,5.7867911114774744e-12,4.4058186278266726e-09,6.3414147426544238e-09,3.7825123896470853e-15,1.5513397517852527e-12,1.0377225588679812e-17
5.7323872515792114e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33082915037951555,0.11300258931800294,0.022288155725118552,2.2087958156795087e-14,8.4534246580538912e-15,4.7044886920515933e-07,1.917412992345618e-06,3.0158324489489431e-16,3.2439924783185106e-21,5.6111422495276811e-09,1.1301722928875068e-31,7.151354904208913e-09,1.0208161852861407e-23,1.8653602312809031e-21,1.5241941162233386e-17,5.7627130771800802e-20,1.0138528798561517e-16,1.2479103508382212e-23,0.0056651189044740081,0.0010649020889696411,4.8629478949499457e-10,8.0506005209175415e-06,3.5112670219223752e-14,1.4073934693287431e-09,3.2846158914218429e-07,5.8383621774104485e-12,4.4264517329610194e-09,6.437351508236667e-09,3.8208497561148796e-15,1.5628895481731338e-12,1.0462245501761482e-17
5.752754018758746e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33082397529401236,0.11300113323767971,0.022286303681148013,2.2351247648384749e-14,8.6081748643178991e-15,4.7733654360055374e-07,1.931655383418024e-06,3.045433393379405e-16,3.3073466498759429e-21,5.6309093158595357e-09,1.1512005986167682e-31,7.1882055205435572e-09,1.032648446678807e-23,1.8947261471042057e-21,1.5442113034817677e-17,5.8302817943170757e-20,1.027195289996989e-16,1.2666460947487116e-23,0.0056665606289407547,0.0010685919137869578,4.8780905778858955e-10,8.0939460009467403e-06,3.5233360639719247e-14,1.4152653324868018e-09,3.2852522079974565e-07,5.8901715854689318e-12,4.4471203052608947e-09,6.5343406754846185e-09,3.8594253591312532e-15,1.5744747385815796e-12,1.0547685880188954e-17
5.7731207859382806e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33081882181720595,0.11299969828613064,0.022284451848887624,2.2616682055315725e-14,8.7651338127610217e-15,4.8429682889307988e-07,1.9459414941787166e-06,3.0752269289018981e-16,3.371682633374915e-21,5.6506790256281728e-09,1.1725470428773098e-31,7.2251530734168075e-09,1.044577908900892e-23,1.9244444802253619e-21,1.5644149282970509e-17,5.8983504375090444e-20,1.0406648672669313e-16,1.2855986408046722e-23,0.0056679811802904222,0.0010722812714284576,4.8932318892994703e-10,8.137321397548744e-06,3.5354231428473478e-14,1.4231479979799623e-09,3.2858942674179502e-07,5.9422188898141212e-12,4.4678244230537637e-09,6.6323886384414108e-09,3.8982261170130493e-15,1.5860952620029458e-12,1.0633540355479225e-17
5.791450876399862e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33081420191714056,0.11299842464821576,0.022282785380643627,2.2857415622973259e-14,8.9083032179396083e-15,4.9062350873314296e-07,1.9588363689452316e-06,3.1022062929534608e-16,3.4304334783736355e-21,5.6684740495542518e-09,1.1920339345531306e-31,7.2584886326458465e-09,1.0553979351597645e-23,1.9514946218584321e-21,1.5827584890470962e-17,5.960040921556934e-20,1.0528968061990212e-16,1.3028427675722396e-23,0.0056692418201164168,0.0010756012943193376,4.9068578953859953e-10,8.1763841264611328e-06,3.5463040503744615e-14,1.4302515493676262e-09,3.286477046613871e-07,5.9892645345888712e-12,4.4864885825337603e-09,6.7215423500827274e-09,3.933361138415331e-15,1.5965840039681101e-12,1.0711173855864159e-17
5.8097809668614434e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33080959906437601,0.1129971676683998,0.022281119083474233,2.3099902789037448e-14,9.0532950565143991e-15,4.9700963716063036e-07,1.9717666471700386e-06,3.1293426179830735e-16,3.4899968927482159e-21,5.6862712611243096e-09,1.2117842826551278e-31,7.2919024860514556e-09,1.0662974463804791e-23,1.9788345572964575e-21,1.6012547311216832e-17,6.0221387074458634e-20,1.0652328521458667e-16,1.3202652467623018e-23,0.0056704857659326232,0.0010789209396284162,4.9204827877884429e-10,8.2154697733712976e-06,3.5571814671430195e-14,1.4373637011676426e-09,3.2870645035185698e-07,6.0365022427782404e-12,4.505181647010329e-09,6.811563498766241e-09,3.9687055040020087e-15,1.6071014525906314e-12,1.0789157756463079e-17
