Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),COX(50),CHOX(53),CO2X(24),H2OX(23)
1.0696077358121123e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32984446698649506,0.11290933655684619,0.021842687695840357,1.7784760969355539e-13,4.5371633610972034e-12,5.0075745095588824e-06,6.6763412223100003e-06,1.7432925484684223e-15,8.2049665500014784e-20,1.0560545429365679e-08,3.0463463204024181e-30,1.8304758050053817e-08,8.1134542435592326e-23,2.6987036957486318e-20,1.4528774630288622e-16,4.0665266449171884e-19,9.6554587575398895e-16,1.7893443975246052e-22,0.0057535733798781538,0.0019510730875146826,8.5081950099322348e-10,1.8007816093915155e-05,6.6736806458842999e-14,3.4062797238203526e-09,3.5439730446572477e-07,2.3974995503886147e-11,1.0531374903824257e-08,7.271475137044353e-08,5.4260189798016398e-12,2.0394734395275151e-14,4.5741733698298445e-17,4.6987619057329692e-16
1.074104639544907e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32983650692697247,0.11290931140810873,0.021838704236834979,1.8038822319180074e-13,4.6028184572011701e-12,5.0785497371254363e-06,6.731206710422722e-06,1.7643855451417852e-15,8.3718642361513059e-20,1.0606915519167259e-08,3.1159249468697848e-30,1.8417694299187765e-08,8.2302678642571639e-23,2.7454326858951091e-20,1.474384769768866e-16,4.1184509556316144e-19,9.7967788132916827e-16,1.82226927321156e-22,0.005753543249306891,0.001958985074778524,8.5407763587460755e-10,1.8084599156563663e-05,6.7035931446830158e-14,3.4236053330796741e-09,3.5467918071062405e-07,2.4175362278451162e-11,1.0596317898875928e-08,7.3766870381600935e-08,5.4704787910948773e-12,2.0608495403260529e-14,4.621155636413234e-17,4.7526177082463233e-16
1.0786015432777018e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32982855235884601,0.11290928922242455,0.021834721696439172,1.8295484950269635e-13,4.6690841198775278e-12,5.1500764681080007e-06,6.7862814032414892e-06,1.7856489509697186e-15,8.54122269563366e-20,1.0653315724149443e-08,3.1868126939948249e-30,1.8530696777816847e-08,8.3483033820618783e-23,2.7927326761263217e-20,1.4961026049413407e-16,4.1708010330616343e-19,9.9394383339225063e-16,1.8556672620554658e-22,0.0057535099459245335,0.0019668950154474491,8.5733495029604081e-10,1.8161101298323378e-05,6.7335159722819225e-14,3.4409052884500606e-09,3.5496143635808198e-07,2.4376164673500991e-11,1.0661430709072612e-08,7.482739688184299e-08,5.5151065693730885e-12,2.0823348520418156e-14,4.6684383766287883e-17,4.806823487212206e-16
1.0830984470104965e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32982060318161549,0.11290926990118846,0.02183074007427933,1.8554765424358544e-13,4.7359623587982461e-12,5.2221540669142236e-06,6.8415652439026831e-06,1.8070834742541118e-15,8.7130630648475977e-20,1.0699746037668889e-08,3.2590290581748681e-30,1.8643762126138117e-08,8.4675687943982775e-23,2.8406074894043426e-20,1.5180317527646719e-16,4.223578498740415e-19,1.0083441722432504e-15,1.8895433033115631e-22,0.0057534735683987944,0.0019748029103255804,8.6059144407897414e-10,1.8237323561932267e-05,6.7634489276669503e-14,3.4581796514296465e-09,3.5524406585671451e-07,2.4577399266249711e-11,1.0726713262127816e-08,7.5896321888628161e-08,5.5599022566628993e-12,2.1039293172473187e-14,4.7160223895583893e-17,4.8613797041709967e-16
1.0875953507432912e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32981265929778703,0.11290925334883793,0.021826759369984433,1.8816680346717514e-13,4.8034551730059849e-12,5.2947818772334972e-06,6.8970581754108618e-06,1.8286898235782007e-15,8.8874065169316479e-20,1.0746206450872015e-08,3.3325937507579648e-30,1.8756887017689301e-08,8.5880721151991216e-23,2.8890609511229259e-20,1.5401729913696492e-16,4.2767849737489022e-19,1.022879334361982e-15,1.9239023684908209e-22,0.0057534342123546148,0.0019827087602120393,8.638471170549606e-10,1.8313267032176189e-05,6.7933918154173949e-14,3.4754284919491526e-09,3.5552706376458344e-07,2.4779062715350336e-11,1.0792165486009447e-08,7.6973636064303752e-08,5.6048657949013295e-12,2.1256328830578976e-14,4.763908473519773e-17,4.9162868249743206e-16
1.092092254476086e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32980472061277982,0.11290923947275947,0.021822779583185951,1.9081246366109413e-13,4.871564551140855e-12,5.3679592227241731e-06,6.9527601406425918e-06,1.8504687078037112e-15,9.0642742620513105e-20,1.0792696952721462e-08,3.4075266995423657e-30,1.887006815956383e-08,8.7098213747635518e-23,2.9380968891635205e-20,1.5625270928383268e-16,4.3304220787150361e-19,1.0375497524324249e-15,1.9587494614261652e-22,0.0057533919704679613,0.0019906125659010904,8.6710196906542552e-10,1.8388932834496274e-05,6.8233444456712512e-14,3.4926518881461206e-09,3.5581042474647379e-07,2.4981151760131465e-11,1.0857787308933627e-08,7.8059329727007968e-08,5.6499971259388786e-12,2.1474455011390039e-14,4.8120974260665283e-17,4.9715453198643437e-16
1.0965891582088807e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32979678703483695,0.11290922818319764,0.021818800713517762,1.9348480174745006e-13,4.9402924716668308e-12,5.4416854076931237e-06,7.0086710823502069e-06,1.8724208360679753e-15,9.2436875477076564e-20,1.0839217530022663e-08,3.4838480502788244e-30,1.8983302292609784e-08,8.8328246196173611e-23,2.9877191339528053e-20,1.5850948232440452e-16,4.3844914338129804e-19,1.0523558553674871e-15,1.9940896183381347e-22,0.0057533469325567249,0.001998514328182285,8.7035599996144682e-10,1.8464322133611776e-05,6.8533066340879182e-14,3.509849926140748e-09,3.5609414357125247e-07,2.5183663219809117e-11,1.0923578659358743e-08,7.9153392861469644e-08,5.695296191542546e-12,2.1693671277105094e-14,4.8605900439881088e-17,5.0271556635481853e-16
1.1010860619416754e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32978885847493855,0.11290921939316703,0.021814822760616106,1.9618398508238693e-13,5.0096409030977019e-12,5.5159597177674251e-06,7.0647909431654395e-06,1.8945469177810058e-15,9.4256676590662644e-20,1.0885768167450398e-08,3.5615781681756762e-30,1.9096586191613248e-08,8.9570899123750791e-23,3.0379315185216671e-20,1.6078769426925748e-16,4.4389946587623935e-19,1.0672980683341354e-15,2.0299279078999824e-22,0.0057532991856688327,0.0020064140478405911,8.736092096035332e-10,1.8539436132158769e-05,6.8832782018082648e-14,3.5270226998133981e-09,3.5637821510930505e-07,2.5386593992674622e-11,1.0989539465979638e-08,8.0255815129700892e-08,5.7407629333987407e-12,2.1913977235481021e-14,4.9093871233097847e-17,5.0831183352673159e-16
1.1055829656744702e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32978093484671694,0.11290921301836677,0.021810845724119496,1.9891018145564265e-13,5.0796118042224354e-12,5.5907814205579532e-06,7.1211196656029756e-06,1.9168476626225543e-15,9.6102359193058173e-20,1.093234884757544e-08,3.6407376394067017e-30,1.9209916665466026e-08,9.0826253316038404e-23,3.0887378785654973e-20,1.6308742053643281e-16,4.4939333728277214e-19,1.0823768127788823e-15,2.0662694313022235e-22,0.0057532488141676255,0.0020143117256565275,8.76861597861409e-10,1.8614276069345191e-05,6.9132589754122651e-14,3.5441703105839292e-09,3.566626343300485e-07,2.5589941055260263e-11,1.1055669657722002e-08,8.1366585881579153e-08,5.7863972931161057e-12,2.2135372539819263e-14,4.9584894592927487e-17,5.1394338188621396e-16
1.1100798694072649e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32977301606637588,0.11290920897709793,0.02180686960366867,2.0166355909010671e-13,5.1502071243298154e-12,5.6661497663146822e-06,7.1776571920638896e-06,1.9393237805391188e-15,9.7974136899857238e-20,1.0978959550891207e-08,3.7213472726216979e-30,1.9323290557318291e-08,9.2094389716891149e-23,3.1401420525057971e-20,1.6540873595576005e-16,4.5493091948175123e-19,1.0975925064536e-15,2.1031193223166395e-22,0.0057531958998146109,0.0020222073624062927,8.8011316461380541e-10,1.8688843219622664e-05,6.9432487868743208e-14,3.5612928671928799e-09,3.5694739629951721e-07,2.5793701461483582e-11,1.1121969163736961e-08,8.2485694165314272e-08,5.8321992122282898e-12,2.2357856888924178e-14,5.0078978464340996e-17,5.1961026028319212e-16
1.1145767731400596e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32976510205261128,0.11290920719018305,0.021802894398906529,2.0444428664137778e-13,5.2214288034322745e-12,5.7420639885735013e-06,7.2344034648390289e-06,1.9619759817409398e-15,9.9872223714320024e-20,1.1025600255840424e-08,3.8034281004597815e-30,1.943670474471628e-08,9.3375389427022335e-23,3.1921478815529392e-20,1.6775171477327938e-16,4.6051237430837612e-19,1.1129455634416434e-15,2.1404827473597427e-22,0.005753140521849668,0.0020301009588618805,8.833639097482517e-10,1.8763138891375451e-05,6.9732474735162619e-14,3.5783904854846551e-09,3.5723249617801872e-07,2.5997872341771704e-11,1.1188437913395793e-08,8.3613128737797709e-08,5.878168632196629e-12,2.2581430027035719e-14,5.0576130784669996e-17,5.2531251803899877e-16
1.1190736768728544e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32975719272653414,0.11290920758088877,0.021798920109478055,2.0725253319732122e-13,5.2932787724887592e-12,5.8185233047943781e-06,7.2913584261122521e-06,1.9848049766989604e-15,1.0179683403140837e-19,1.1072270938841826e-08,3.8870013810653589e-30,1.9550156139725288e-08,9.4669333702698086e-23,3.2447592097700417e-20,1.7011643065575746e-16,4.6613786355212851e-19,1.1284363941842607e-15,2.1783649055557117e-22,0.0057530827570687858,0.0020379925157912081,8.8661383316087405e-10,1.8837164425626851e-05,7.0032548779582981e-14,3.5954632881927484e-09,3.5751792921785888e-07,2.6202450902166787e-11,1.1255075836284828e-08,8.4748878074829545e-08,5.9243054944127282e-12,2.280609174373506e-14,5.10763594836063e-17,5.3105020495144816e-16
1.1235705806056491e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32974928801159764,0.11290921007485018,0.021794946735030258,2.1008846827762723e-13,5.3657589536265676e-12,5.8955269169906867e-06,7.3485220179636386e-06,2.0078114761417566e-15,1.037481826419906e-19,1.1118971574316837e-08,3.9720885996067561e-30,1.9663641689038484e-08,9.5976303954449847e-23,3.2979798841378896e-20,1.7250295669529315e-16,4.7180754895671082e-19,1.1440654055072771e-15,2.2167710287988047e-22,0.0057530226798993798,0.0020458820339582257,8.8986293475619442e-10,1.891092119476356e-05,7.0332708480678427e-14,3.6125114047271122e-09,3.5780369076113187e-07,2.6407434423413843e-11,1.1321882862200497e-08,8.5892930381220966e-08,5.9706097402010185e-12,2.3031841873826713e-14,5.1579672483204284e-17,5.3682337129946444e-16
1.1280674843384438e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32974138783352336,0.11290921459999798,0.021790974275212146,2.1295226183336827e-13,5.438871260362021e-12,5.9730740123495703e-06,7.4058941823725784e-06,2.0309961910524469e-15,1.057264847372093e-19,1.1165702134716254e-08,4.0587114697974923e-30,1.9777158374071454e-08,9.7296381745805928e-23,3.3518137546207755e-20,1.749113654140078e-16,4.7752159221998758e-19,1.1598330006480204e-15,2.2557063818152616e-22,0.0057529603624733236,0.0020537695141230297,8.9311121444693915e-10,1.8984410601278042e-05,7.0632952369065188e-14,3.6295349709637469e-09,3.5808977623757388e-07,2.6612820260032031e-11,1.1388858921144546e-08,8.7045273600768501e-08,6.0170813108211929e-12,2.3258680297195285e-14,5.208607769788149e-17,5.4263206784727997e-16
1.1325643880712386e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3297334921202334,0.11290922108648761,0.021787002729674633,2.1584408424655729e-13,5.5126175978198809e-12,6.0511637638431854e-06,7.4634748612207926e-06,2.0543598326655734e-15,1.0773195591300531e-19,1.121246259054693e-08,4.1468919354201399e-30,1.9890703211043176e-08,9.8629648792041674e-23,3.4062646742332591e-20,1.773417287688164e-16,4.8328015499392994e-19,1.1757395792824812e-15,2.2951762622246887e-22,0.0057528958746976963,0.0020616549570419735,8.9635867215384521e-10,1.9057634076529408e-05,7.093327902675222e-14,3.6465341290365441e-09,3.5837618116247852e-07,2.6818605839370408e-11,1.1456003943319352e-08,8.8205895426097653e-08,6.0637201474706247e-12,2.3486606938639055e-14,5.2595583034419614e-17,5.4847634584820904e-16
1.1370612918040333e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3297256008017822,0.11290922946663083,0.021783032098070511,2.1876410632970577e-13,5.5869998629514119e-12,6.1297953308306962e-06,7.5212639962952619e-06,2.0779031124639549e-15,1.0976481217479122e-19,1.1259252910398411e-08,4.2366521718527926e-30,2.000427325104333e-08,9.997618695894851e-23,3.46133649910769e-20,1.7979411815627553e-16,4.8908339888456108e-19,1.1917855375526841e-15,2.3351860006009558e-22,0.0057528292843233731,0.0020695383634677681,8.9960530780547438e-10,1.9130593079522987e-05,7.1233687086575366e-14,3.6635090271315195e-09,3.5866290113467167e-07,2.7024788660649492e-11,1.1523317859123433e-08,8.9374783308373103e-08,6.11052619128666e-12,2.3715621767681039e-14,5.310819639196633e-17,5.5435625704801335e-16
1.141558195536828e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32971771381029075,0.11290923967482903,0.021779062380054365,2.217124993253816e-13,5.6620199447510036e-12,6.2089678596509175e-06,7.5792615292911075e-06,2.1016267421755241e-15,1.1182526994226803e-19,1.1306073060969555e-08,4.3280145875980743e-30,2.0117865580086522e-08,1.0133607826162222e-22,3.5170330885624877e-20,1.8226860441750366e-16,4.9493148545190431e-19,1.2079712680942467e-15,2.3757409605325938e-22,0.0057527606570114791,0.0020774197341495893,9.0285112133803088e-10,1.9203289095708793e-05,7.1534175231615139e-14,3.6804598192834349e-09,3.5894993183454327e-07,2.7231366293989553e-11,1.1590800599147038e-08,9.0551924466872998e-08,6.1574993833489161e-12,2.3945724798358319e-14,5.3623925662037536e-17,5.602718536878627e-16
1.1460550992696228e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32970983107988411,0.11290925164750902,0.021775093575282581,2.2468943490576763e-13,5.7376797244712451e-12,6.2886804842054889e-06,7.6374674018143755e-06,2.1255314337701313e-15,1.1391354605437816e-19,1.1352923007095135e-08,4.4210018258147094e-30,2.0231477319153535e-08,1.0270940486326986e-22,3.5733583051710763e-20,1.8476525784316959e-16,5.008245762099331e-19,1.2242971600641195e-15,2.4168465386827078e-22,0.0057526900563978235,0.0020852990698331732,9.0609611269517896e-10,1.9275723635799253e-05,7.183474219459848e-14,3.6973866651749157e-09,3.5923726902213485e-07,2.7438336379426703e-11,1.1658452094167913e-08,9.1737305898425431e-08,6.2046396646814606e-12,2.4176916088989121e-14,5.4142778728517292e-17,5.6622318850690588e-16
1.1505520030024175e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32970195254662937,0.11290926532306041,0.021771125683413214,2.2769508517221997e-13,5.8139810758363794e-12,6.368932326532477e-06,7.6958815553847279e-06,2.1496178994563368e-15,1.160298577743891e-19,1.1399802711772351e-08,4.5156367658515839e-30,2.0345105624220019e-08,1.0409624907403593e-22,3.6303160148314079e-20,1.8728414817854532e-16,5.0676283262652348e-19,1.2407635991684781e-15,2.4585081648484172e-22,0.0057526175441553161,0.0020931763712609096,9.0934028182787062e-10,1.934789823460611e-05,7.2135386757287278e-14,3.7142897299380746e-09,3.5952490853528125e-07,2.764569662591775e-11,1.1726272275147128e-08,9.2930914386704255e-08,6.2519469762549369e-12,2.4409195741921214e-14,5.4664763467661754e-17,5.7221031474446195e-16
1.1550489067352122e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32969407814847662,0.11290928064177531,0.021767158704106025,2.3072962265482644e-13,5.8909258652540561e-12,6.4497224973703432e-06,7.754503931438132e-06,2.1738868516781723e-15,1.1817442279510029e-19,1.1446712136187336e-08,4.6119425247843257e-30,2.0458747686272755e-08,1.0549669334984754e-22,3.6879100868360113e-20,1.8982534462861912e-16,5.1274641612340736e-19,1.257370967690756e-15,2.5007313020198226e-22,0.0057525431800544875,0.0021010516391719398,9.1258362869417092e-10,1.9419814449897018e-05,7.2436107749852269e-14,3.7311691839587534e-09,3.5981284628780315e-07,2.7853444810335044e-11,1.1794261073225103e-08,9.4132736511383445e-08,6.2994212589886815e-12,2.4642563903258745e-14,5.5189887748099218e-17,5.7823328614183852e-16
1.159545810468007e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32968620782520103,0.11290929754578952,0.02176319263702238,2.3379322031196524e-13,5.9685159520252962e-12,6.5310500967121974e-06,7.8133344713293997e-06,2.1983390031118901e-15,1.2034745924416782e-19,1.1493651239741586e-08,4.7099424589543373e-30,2.0572400731313972e-08,1.0691082029127841e-22,3.7461443939424979e-20,1.9238891586326548e-16,5.1877548807612851e-19,1.2741196445198034e-15,2.5435214464385164e-22,0.0057524670220221253,0.0021089248743022455,9.1582615325909104e-10,1.9491473861271728e-05,7.2736904050235738e-14,3.7480252026833653e-09,3.6010107826775055e-07,2.8061578776452163e-11,1.1862418419717685e-08,9.5342758657147197e-08,6.3470624537527173e-12,2.4877020762572053e-14,5.5718159430834091e-17,5.8429215694379664e-16
1.1640427142008017e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32967834151834702,0.11290931597902573,0.021759227481825214,2.3688605152986368e-13,6.0467531885525846e-12,6.6129142143502379e-06,7.8723731163347056e-06,2.2229750666626843e-15,1.2254918568954093e-19,1.1540619980078316e-08,4.8096601655103086e-30,2.0686062020353822e-08,1.083387126424323e-22,3.8050228124444674e-20,1.9497493002246682e-16,5.2485020981400051e-19,1.2910100051781479e-15,2.5868841276556316e-22,0.0057523891261981059,0.0021167960773847308,9.1906785549441937e-10,1.9562878069058053e-05,7.3037774583500754e-14,3.764857966428431e-09,3.6038960053569497e-07,2.8270096433921139e-11,1.1930744246112349e-08,9.6560967022554886e-08,6.3948705013697219e-12,2.5112566552587237e-14,5.6249586369246781e-17,5.9038698189965483e-16
1.1685396179335965e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32967047917117426,0.11290933588713853,0.021755263238179012,2.4000829012215742e-13,6.1256394205460442e-12,6.6953139304103998e-06,7.9316198076540593e-06,2.2477957554614031e-15,1.247798211450032e-19,1.1587618313108753e-08,4.9111194839521399e-30,2.0799728849391458e-08,1.0978045328984503e-22,3.8645492222427352e-20,1.9758345472158495e-16,5.3097074262006548e-19,1.3080424218503529e-15,2.6308249085894535e-22,0.0057523095469904856,0.0021246652491493127,9.223087353785668e-10,1.9634028693227863e-05,7.3338718321172042e-14,3.7816676601928457e-09,3.6067840922306795e-07,2.8478995757242818e-11,1.1999238484064523e-08,9.7787347628759362e-08,6.4428453426169634e-12,2.5349201548860422e-14,5.678417640909819e-17,5.9651781626406566e-16
1.1730365216663912e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32966262072860575,0.11290935721746084,0.021751299905749737,2.4316011032944865e-13,6.2051764872276112e-12,6.7782483158770668e-06,7.9910744864136498e-06,2.2728017828612307e-15,1.270395850758133e-19,1.163464619303834e-08,5.0143444976772882e-30,2.0913398549384833e-08,1.1123612526140563e-22,3.9247275069168322e-20,2.0021455705667696e-16,5.3713724773105599e-19,1.3252172634114437e-15,2.675349385582586e-22,0.0057522283371288846,0.0021325323903229982,9.255487928964009e-10,1.9704927372332982e-05,7.363973428056454e-14,3.7984544734728865e-09,3.6096750053054578e-07,2.86882747847305e-11,1.2067901065394021e-08,9.9021886328077164e-08,6.4909869182281537e-12,2.558692606943364e-14,5.7321937388530548e-17,6.0268471579746018e-16
1.1775334253991859e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32965476613717581,0.11290937991895236,0.021747337484204803,2.463416868188667e-13,6.2853662215331137e-12,6.8617164331079184e-06,8.0507370936681917e-06,2.2979938624343642e-15,1.293286974044394e-19,1.1681703572392883e-08,5.1193595355295152e-30,2.1027068486209715e-08,1.1270581172529648e-22,3.9855615537967184e-20,2.0286830360985323e-16,5.4334988633735625e-19,1.3425348954554022e-15,2.7204631884586946e-22,0.0057521455477162172,0.0021403975016299685,9.2878802803909471e-10,1.9775575762461196e-05,7.3940821524104553e-14,3.8152186000800123e-09,3.6125687072647816e-07,2.8897931617468378e-11,1.2136731922081535e-08,1.0026456881240979e-07,6.5392951688952369e-12,2.5825740474475291e-14,5.7862877138070239e-17,6.0888773676616523e-16
1.1820303291319807e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32964691534498242,0.11290940394214936,0.021743375973213037,2.49553194683626e-13,6.3662104503122619e-12,6.945717336338795e-06,8.1106075704031903e-06,2.3233727079686698e-15,1.316473785163808e-19,1.1728790402044572e-08,5.2261891733500033e-30,2.1140736060608002e-08,1.14189595988952e-22,4.0470552540346408e-20,2.0554476045467294e-16,5.496088195829675e-19,1.3599956803236998e-15,2.7661719805788111e-22,0.0057520612282788552,0.0021482605837916512,9.3202644080397675e-10,1.9845975536212463e-05,7.4241979158642274e-14,3.8319602379615051e-09,3.6154651614535839e-07,2.9107964418265264e-11,1.220573098626527e-08,1.0151538062151497e-07,6.5877700352702013e-12,2.6065645165905682e-14,5.840700348063068e-17,6.1512693594222992e-16
1.1865272328647754e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32963906830163819,0.112909429239116,0.02173941537244465,2.527948094425867e-13,6.4477109945264243e-12,7.0302500721786075e-06,8.1706858575371267e-06,2.3489390334643154e-15,1.3399584926607153e-19,1.1775906631237911e-08,5.3348582355308367e-30,2.1254398708125732e-08,1.1568756149803671e-22,4.1092125026770959e-20,2.0824399316157416e-16,5.559142085654733e-19,1.3775999771338705e-15,2.8124814588972427e-22,0.0057519754268152076,0.0021561216375267965,9.3526403119437839e-10,1.9916128381695232e-05,7.4543206334756313e-14,3.8486795890239633e-09,3.6183643318633718e-07,2.9318371410604545e-11,1.2274898190237634e-08,1.0277430715112723e-07,6.6364114579667449e-12,2.6306640587007138e-14,5.8954324231514065e-17,6.2140237060293405e-16
1.1910241365975701e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32963122495822483,0.11290945576339728,0.021735455681571158,2.5606670703981375e-13,6.5298696694441693e-12,7.1153136800942832e-06,8.2309718959236317e-06,2.3746935531304017e-15,1.3637433098286069e-19,1.1823052207615565e-08,5.4453917965708133e-30,2.1368053899041068e-08,1.1719979183544122e-22,4.1720371987368197e-20,2.1096606680333539e-16,5.6226621433600677e-19,1.3953481418080949e-15,2.859397354017058e-22,0.0057518881898428352,0.0021639806635515499,9.3850079921949105e-10,1.9986036001542986e-05,7.4844502246052188e-14,3.8653768589596552e-09,3.6212661831177439e-07,2.9529150877591268e-11,1.2344233466442053e-08,1.0404133366092707e-07,6.6852193775619784e-12,2.6548727222021147e-14,5.9504847198415427e-17,6.2771409853002352e-16
1.195521040330365e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32962338526724855,0.11290948346997347,0.021731496900265407,2.5936906384413704e-13,6.6126882848345098e-12,7.2009071928857371e-06,8.2914656263535539e-06,2.40063698138157e-15,1.387830454770626e-19,1.1870227077244085e-08,5.5578151826336024e-30,2.1481699138282437e-08,1.1872637072029743e-22,4.235533245264777e-20,2.1371104596056443e-16,5.6866499789921906e-19,1.4132405271017907e-15,2.9069254302451791e-22,0.0057517995624440967,0.0021718376625795214,9.4173674489422425e-10,2.0055700111951042e-05,7.5145866128454626e-14,3.8820522570757962e-09,3.6241706804582982e-07,2.9740301160897096e-11,1.2413736747469839e-08,1.0531644528235833e-07,6.7341937345980325e-12,2.6791905595730994e-14,6.0058580181423284e-17,6.3406217800866056e-16
1.2000179440631597e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32961554918259622,0.11290951231521577,0.021727539028201494,2.6270205664871136e-13,6.6961686451578189e-12,7.2870296371508588e-06,8.3521669895570265e-06,2.4267700328345987e-15,1.4122221504607332e-19,1.1917431184639501e-08,5.6721539731081799e-30,2.1595331965337277e-08,1.2026738200701197e-22,4.2997045494220727e-20,2.1647899472721195e-16,5.7511072021325016e-19,1.4312774826322004e-15,2.9550714856470785e-22,0.0057517095883103907,0.002179692635321852,9.4497186823906581e-10,2.0125122441733444e-05,7.5447297259494946e-14,3.8987059961267339e-09,3.6270777897309303e-07,2.995182065970374e-11,1.2483407966057172e-08,1.0659962702629329e-07,6.7833344695836517e-12,2.7036176273033498e-14,6.061553097302469e-17,6.404466678261075e-16
1.2045148477959545e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3296077166594934,0.11290954225684345,0.021723582065054738,2.660658626705768e-13,6.7803125497543355e-12,7.3736800337405695e-06,8.4130759262054327e-06,2.45309342230499e-15,1.4369206248054645e-19,1.1964664472792827e-08,5.7884340021715851e-30,2.170894995415149e-08,1.2182290968431803e-22,4.364555022551758e-20,2.1926997671610639e-16,5.8160354218969935e-19,1.4494593549069495e-15,3.0038413521010882e-22,0.0057516183097850379,0.0021875455824872845,9.4820616927994639e-10,2.0194304731400121e-05,7.5748794957593401e-14,3.915338292149085e-09,3.6299874773724786e-07,3.0163707829646066e-11,1.2553247055082138e-08,1.0789086379054546e-07,6.8326415229957126e-12,2.7281539858497052e-14,6.1175707358106503e-17,6.4686762727014923e-16
1.2090117515287492e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32959988765446424,0.11290957325388233,0.021719626010501664,2.6946065955021883e-13,6.8651217930302597e-12,7.460857398203923e-06,8.4741923769133654e-06,2.4796078648035402e-15,1.4619281107062428e-19,1.2011926883195412e-08,5.9066813603539244e-30,2.1822550713019972e-08,1.2339303787434565e-22,4.4300885802504714e-20,2.2208405506450684e-16,5.8814362469359818e-19,1.4677864873525775e-15,3.0532408953523364e-22,0.0057515257679048304,0.0021953965047822209,9.514396480481057e-10,2.0263248732254156e-05,7.6050358581338498e-14,3.9319493642998018e-09,3.6328997103977272e-07,3.0375961181754965e-11,1.2623253947561866e-08,1.0919014036722955e-07,6.8821148352807508e-12,2.7527996995909735e-14,6.1739117113958853e-17,6.5332511612727484e-16
1.213508655261544e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32959206212529102,0.1129096052666244,0.021715670864219976,2.7288662535112911e-13,6.9505981646413606e-12,7.5485607412233167e-06,8.5355162822404992e-06,2.5063140755329035e-15,1.4872468461221838e-19,1.2059218355864193e-08,6.0269223961056583e-30,2.1936131884468502e-08,1.249778508317099e-22,4.4963091424398599e-20,2.2492129243967179e-16,5.9473112854338487e-19,1.4862592203430255e-15,3.1032760150663078e-22,0.0057514320024403213,0.0022032454029107854,9.5467230457996162e-10,2.0331956205509083e-05,7.635198752876237e-14,3.9485394346972314e-09,3.6358144563867595e-07,3.0588579281401204e-11,1.2693428576649726e-08,1.1049744144996927e-07,6.9317543468563828e-12,2.7775548367816172e-14,6.2305768010278245e-17,6.598191946806051e-16
