Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),CO2X(24),H2OX(23)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,-1.6339207930597947e-121,1.3110901485629608e-65,2.9700072473883544e-36,7.1872797131958437e-89,1.8120787904700322e-54,2.444280769278944e-132,5.5646920903778486e-20,-6.5985143325437161e-106,5.5646920903778486e-20,2.6157602372111543e-72,9.3246116906257035e-74,1.6125291280902561e-112,1.8697238454810126e-113,8.7029122354852322e-55,1.2279206030110473e-85,3.0390311159895404e-18,8.9980309981672622e-20,3.602213534546048e-22,9.00878354701952e-38,3.3357983340900261e-37,3.6022135345267224e-22,9.6298941096238197e-34,5.6171078111425232e-42,1.6498521474539585e-46,2.0826532301610601e-77,2.145630712633096e-52,2.0384631116243115e-98,2.8398155585063467e-106,-5.3272365256508055e-109,-6.692320949331716e-109,3.3174158731344919e-54
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,2.9601344825059236e-119,2.9328572268275279e-64,1.7938843775187835e-35,7.942267646941743e-87,2.7384134910776759e-53,8.819810398014468e-130,1.5581137853057977e-19,1.2738527485793328e-104,1.558113785305797e-19,7.3768624501250617e-71,2.9318071216147039e-72,3.2235763969489997e-110,3.7377294785590952e-111,1.0332097383675713e-53,6.3560707326377618e-84,8.5092871247707105e-18,2.5194486794868334e-19,1.0086197896760319e-21,5.4413052495789958e-37,2.0148221937883227e-36,1.0086197896643591e-21,5.8164560094378257e-33,6.6686303558519529e-41,1.9587357070143617e-45,1.2669994699497356e-75,2.5472927821631224e-51,1.9196856319180639e-96,5.6770214234276631e-104,5.3913871937160537e-107,6.7729099905824031e-107,3.9384361160732944e-53
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,1.2496407109794174e-116,5.7948325219972758e-63,8.6367810768485913e-35,7.1858084763917291e-85,2.9458602743313608e-52,3.1935499761075169e-127,3.5614029378418238e-19,1.3450539900767033e-102,3.5614029378418209e-19,1.604628715011673e-69,6.5407003795217731e-71,5.8361523196180854e-108,6.7670053010152611e-109,1.0144114432575275e-52,2.7753092356261287e-82,1.9449799142333041e-17,5.7587398388270478e-19,2.30541666213144e-21,2.6197542362420821e-36,9.7005015555029895e-36,2.3054166620752408e-21,2.800373157916164e-32,6.5473007483047244e-40,1.9231644994979562e-44,5.7200351529869612e-74,2.5009471590329803e-50,1.6778151538442348e-94,1.0278013507022255e-101,1.1290772899656862e-104,1.4183991208708852e-104,3.8667799153384367e-52
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,4.0197399749807096e-114,1.0311595495291474e-61,3.771909205674575e-34,5.4386957327988388e-83,2.7077531192751608e-51,9.6840335583701589e-125,7.5679812429138772e-19,1.0631530799432572e-100,7.5679812429138618e-19,2.9747112059328235e-68,1.2250007818571682e-69,8.8439383468698147e-106,1.0254526338159385e-106,8.9723542531725961e-52,1.0331780432292682e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.8990104070924695e-21,1.1441154905992446e-35,4.2364638842624983e-35,4.8990104068470353e-21,1.2229965011210348e-31,5.791013224613196e-39,1.7011349264281275e-43,2.1599235442205541e-72,2.2120594403106874e-49,1.2517021629622922e-92,1.5575007780092818e-99,1.8146138613404086e-102,2.2796018727406939e-102,3.4201230131537702e-51
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,1.150017327227641e-111,1.739201325770433e-60,1.574697843907534e-33,3.7789050858144816e-81,2.3165398015504735e-50,2.6938673376342657e-122,1.5581137853057988e-18,7.535252521720702e-99,1.5581137853057924e-18,5.1127685210452633e-67,2.1158841733255511e-68,1.2297197722595468e-103,1.4258572706601473e-104,7.5418042333806728e-51,3.5594550110798869e-79,8.5092871247706566e-17,2.5194486794868328e-18,1.0086197897215386e-20,4.7764568577796361e-35,1.7686402767058793e-34,1.0086197896190744e-20,5.105769399711854e-31,4.8676953120681182e-38,1.4301044201046735e-42,7.4947994742675295e-71,1.8593692469541212e-48,8.6341711374215014e-91,2.1656522545554698e-97,2.5947301096603348e-100,3.2596199879178824e-100,2.8748194164694244e-50
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,3.1105392179175073e-109,2.8566433445130662e-59,6.4331545094972688e-33,2.5193053166587405e-79,1.9153599054089591e-49,7.1870660870805705e-120,3.1607451073346227e-18,5.0708795078926582e-97,3.1607451073345965e-18,8.474038870927643e-66,3.5155730629311725e-67,1.6401544259553092e-101,1.9017553153131528e-102,6.183226535408502e-50,1.1812533419255286e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.0460572878264644e-20,1.9513383999921904e-34,7.2254726233297661e-34,2.0460572874078659e-20,2.0858731966159369e-30,3.9908303203932319e-37,1.1728107314555054e-41,2.4967614819834961e-69,1.5244232483117393e-47,5.7339960535268866e-89,2.8884663078792091e-95,3.5083712311988956e-98,4.4073782203506488e-98,2.3569505584101571e-49
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,8.1868355560182182e-107,4.6307416648999223e-58,2.600383914784346e-32,1.6460924148751775e-77,1.5575388655837974e-48,1.87882299798366e-117,6.366007751392279e-18,3.3271895218781625e-95,6.3660077513921703e-18,1.3797775550057662e-64,5.7312709314406153e-66,2.1436573541893865e-99,2.4855658119619762e-100,5.0073367840062244e-49,3.8489420337863402e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.1209322843576851e-20,7.8876211714214612e-34,2.9206515596163013e-33,4.1209322826656443e-20,8.4314313436425019e-30,3.2318772307086153e-36,9.5029849077778368e-41,8.1542868532840445e-68,1.2345174719310756e-46,3.7377518447982935e-87,3.7751823516934531e-93,4.6164841343286107e-96,5.7994408875342127e-96,1.9087195269523986e-48
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996462,0.022821567693054278,2.1267106502269039e-104,7.457665640847594e-57,1.0456029390542971e-31,1.0652955867640453e-75,1.2562115208095478e-47,4.8641896293371931e-115,1.277653303950762e-17,2.155969294523842e-93,1.2776533039507187e-17,2.2269665366103753e-63,9.2560164228033199e-65,2.7748132440259558e-97,3.2173896263280037e-98,4.0303396680052127e-48,1.2428000592518002e-74,6.9776154423115806e-16,2.0659479171791989e-17,8.2706822787056096e-20,3.1715772725390035e-33,1.17438114654787e-32,8.2706822719019864e-20,3.390240158089539e-29,2.6012949448419662e-35,7.6572956951604117e-40,2.6381954681064799e-66,9.9364706539390829e-46,2.4141429088612127e-85,4.8867072746589517e-91,5.9958651409209366e-94,7.532283060621721e-94,1.5363032994264361e-47
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996391,0.022821567693054268,5.4931706237598289e-102,1.1971201522804066e-55,4.1933354736199056e-31,6.8670011579224683e-74,1.0090574092206994e-46,1.2542607383289463e-112,2.5597583615738416e-17,1.3883838725926043e-91,2.5597583615736684e-17,3.5786754397610281e-62,1.487877143626208e-63,3.5774560295174033e-95,4.1480521048621698e-96,3.2340927919534975e-47,3.9948697380897765e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182272543381e-19,1.2719439299063636e-32,4.7097936518078984e-32,1.6570182245257805e-19,1.3596368909430443e-28,2.08737373660808e-34,6.1580855456140749e-39,8.5025057671724871e-65,7.9733919771441773e-45,1.5521214226364963e-83,6.3002367595440889e-89,7.7433153505846589e-92,9.7275107050893483e-92,1.2327862745253978e-46
