Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH2X(27),CHX(28),CX(26),OCX(25)
6.349184977503971e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999731,0.11866996602996277,0.022821567693054226,0.0,1.1616668660536728e-60,4.1729862534348536e-36,7.28464201603884e-76,1.539352237498917e-48,6.8574279017510892e-120,6.4562102105713432e-22,8.7524363266902423e-102,6.4562102078622275e-22,2.3477383029586302e-68,2.5811100069689845e-61,6.9629995256070931e-101,4.2073664293721942e-102,1.6275089885454928e-48,6.8986917942687527e-81,2.5604408426187943e-15,1.2310827106795958e-16,4.7452579279363051e-20,3.3275974001663493e-32,4.745257928042593e-20,1.452342039202557e-49,4.1262251309408165e-31,4.4425668007957654e-38,1.3990846522909576e-44,1.7681000073858767e-69
1.2703886188698215e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999465,0.1186699660299602,0.022821567693054164,0.0,1.8608175737632857e-59,1.6702820131791243e-35,9.1655305314785765e-74,1.2327302595666144e-47,3.4508657697440088e-117,1.2918029644818902e-21,5.6102169340570327e-100,1.2918029633975375e-21,3.7604614235239701e-67,4.1345751889455333e-60,1.752053542986296e-98,1.0586718025845149e-99,1.302994697484883e-47,2.2100591297482093e-79,5.1231062211549425e-15,2.4632349979974568e-16,9.4946385820045425e-20,1.3319038696603441e-31,9.4946385824299696e-20,1.1627567176264967e-48,1.6515651998029896e-30,3.5567532737110121e-37,2.2003177692836624e-43,1.1124564264261046e-67
2.5413288611086704e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998926,0.11866996602995508,0.022821567693054039,0.0,2.9790222916622296e-58,6.6833036974050403e-35,1.1630026600364405e-71,9.86683839501697e-47,1.7514154743242139e-114,2.584166852958716e-21,3.5933117970252163e-98,2.5841668486198915e-21,6.0200042497663623e-66,6.6191456544037335e-59,4.4461674906897101e-96,2.686580082404219e-97,1.0427884218363068e-46,7.0761560461450361e-78,1.0248436978222694e-14,4.9275395726330854e-16,1.8993399889749667e-19,5.3293320593719274e-31,1.8993399891451927e-19,9.3055875981098101e-48,6.6084106390321458e-30,2.8464812876584139e-36,3.4898964812690652e-42,7.0583862479576257e-66
5.083209345586368e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997849,0.11866996602994483,0.022821567693053792,0.0,4.7677837014417921e-57,2.6737566708556716e-34,1.4821149288188528e-69,7.8954697309392658e-46,8.9276916997172898e-112,5.1688946364216227e-21,2.3006072988112749e-96,5.168894619063499e-21,9.6346203211793758e-65,1.0593641504193314e-57,1.1332077761431969e-93,6.8473656174637769e-95,8.3438382397920763e-46,2.2650048213475394e-76,2.0499098492339999e-14,9.8561487219039652e-16,3.7990922503674501e-19,2.1320652032487375e-30,3.7990922510484642e-19,7.4458839258963605e-47,2.643793430506564e-29,2.2776138274805888e-35,5.5593239955590953e-41,4.4977103554052912e-64
1.0166970314541763e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995701,0.11866996602992433,0.0228215676930533,0.0,7.6294565163017207e-56,1.0695897136950977e-33,1.8929178082063526e-67,6.3171754873798538e-45,4.5608252244104804e-109,1.0338350229384459e-20,1.4726728171602245e-94,1.033835015994631e-20,1.5417483626647933e-63,1.695206451397377e-56,2.8945807500689816e-91,1.7490395954834998e-92,6.675618800855004e-45,7.2490314008109015e-75,4.1000421520501837e-14,1.971336702044423e-15,7.5985967725262571e-19,8.5288377347941416e-30,7.598596775250538e-19,5.957272744056075e-46,1.0576025298216212e-28,1.8222581793788234e-34,8.8752835788651779e-40,2.8722276503923892e-62
2.0334492252452552e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991404,0.11866996602988332,0.022821567693052314,0.0,1.2207689338748536e-54,4.278532957888158e-33,2.4202298699344653e-65,5.0540602889265928e-44,2.332520509660955e-106,2.0677261519458224e-20,9.426015428989305e-93,2.0677261241694322e-20,2.4669646804554163e-62,2.7124552895319899e-55,7.4018222522422308e-89,4.4725234202185058e-90,5.3406116147341984e-44,2.3198526155754553e-73,8.2003067576534412e-14,3.9427803617518759e-15,1.5197605814339219e-18,3.4115801770718315e-29,1.5197605825236805e-18,4.7660444549946338e-45,4.230574972757457e-28,1.4578663221740482e-33,1.4184677070798495e-38,1.8361893705794102e-60
4.066953612827413e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982811,0.11866996602980132,0.022821567693050344,0.0,1.9531971818730419e-53,1.7114480093594088e-32,3.0961036936218697e-63,4.0433761921678356e-43,1.1935564390440244e-103,4.1355084516198118e-20,6.0329409368166458e-91,4.1355083405119889e-20,3.9472773312702891e-61,4.3398553470746118e-54,1.8937672689445695e-86,1.1443017911247876e-87,4.2723715814316487e-43,7.4237884830698824e-72,1.6400835968743523e-13,7.885667681164383e-15,3.0395623887946539e-18,1.3645848480830152e-28,3.0395623931537914e-18,3.8129260804409341e-44,1.6922585861177384e-27,1.1663056549755539e-32,2.2682648236855636e-37,1.1744869578340997e-58
8.133962387991729e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996562,0.11866996602963731,0.022821567693046402,0.0,3.1248399959382284e-52,6.8458617301671555e-32,3.9617152274780832e-61,3.2347521349454916e-42,6.1089991562879969e-101,8.2710732176047347e-20,3.8611753909326922e-89,8.2710727731689254e-20,6.3157507983645312e-60,6.9431562540968994e-53,4.846452160409688e-84,2.9284505948129312e-85,3.4175872789228191e-42,2.3756539306766505e-70,3.2801894390457937e-13,1.5771442319979797e-14,6.0791659995086787e-18,5.4577951091214135e-28,6.0791660169455138e-18,3.0503770876197107e-43,6.769056545168445e-27,9.3303145971363472e-32,3.6281287702111942e-36,7.5142703781024647e-57
1.6267979938320361e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319931241,0.11866996602930928,0.022821567693038516,0.0,4.9987270589071505e-51,2.7383586624351333e-31,5.0697773094807249e-59,2.5878221742283663e-41,3.1270545749833947e-98,1.6542203416122358e-19,2.4711821343491407e-87,1.6542201638370081e-19,1.0105286908467543e-58,1.110678859778851e-51,1.2403932811714863e-81,7.4950300104944595e-83,2.7335253306613756e-41,7.6021591465281453e-69,6.5604011232023793e-13,3.1542991597572228e-14,1.2158373204906966e-17,2.1826494456421773e-27,1.2158373274655513e-17,2.4403161854274864e-42,2.7075990637424937e-26,7.4639097886278464e-31,5.8039121391302738e-35,4.8079810685806352e-55
3.2536015038977627e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631986248,0.11866996602865322,0.022821567693022744,0.0,7.9946026210307158e-50,1.095346284461076e-30,6.4875428965658922e-57,2.0702659157327587e-40,1.6006150446424113e-95,3.3084466479348702e-19,1.5815662089719446e-85,3.308445936832152e-19,1.6168527480820143e-57,1.7763387612707916e-50,3.1745400896931179e-79,1.9182039727778989e-80,2.185930137779841e-40,2.4327015663430998e-67,1.3120824490770351e-12,6.308609015260351e-14,2.4316787551584492e-17,8.726784720272223e-27,2.4316787830586213e-17,1.9522587959774021e-41,1.083012520026009e-25,5.9705277296633085e-30,9.2846870547151241e-34,3.0762668114302326e-53
6.5072085240292155e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319724956,0.11866996602734112,0.0228215676929912,0.0,1.2780536350057475e-48,4.3813909800637406e-30,8.3003814764884984e-55,1.6562159868285431e-39,8.1915319318668672e-93,6.6169003270565667e-19,1.0122055618997074e-83,6.6168974826420952e-19,2.5869698461970855e-56,2.839733839249434e-49,8.1232330099175205e-77,4.908433137775149e-78,1.7473138246488407e-39,7.7846619616426007e-66,2.6241671222925511e-12,1.2617228726205187e-13,4.8633615988463382e-17,3.4876538816378673e-26,4.8633617104526189e-17,1.5618094422075329e-40,4.3318167284039372e-25,4.7754410014174766e-29,1.4852010824661284e-32,1.9679371993778141e-51
1.301442256429212e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631944991,0.1186699660247169,0.022821567692928115,0.0,2.041422347464452e-47,1.7525577230323269e-29,1.0615643180776722e-52,1.324974065074709e-38,4.1905823322309963e-90,1.3233811951205578e-18,6.47812710887946e-82,1.3233800573540597e-18,4.1391560335629565e-55,4.5358711326010353e-48,2.0778195750617333e-74,1.2555146907889885e-75,1.3955649325844333e-38,2.4910944923776168e-64,5.2483364675312697e-12,2.5234468147849152e-13,9.7267271836316454e-17,1.3926168989557954e-25,9.726727630100608e-17,1.2494486221064758e-39,1.7325367342185476e-24,3.8187751768532147e-28,2.3753292738191763e-31,1.258427393402794e-49
2.602885064481793e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318899822,0.11866996601946846,0.022821567692801942,0.0,3.255240488032506e-46,7.0102348541773831e-29,1.356577080919083e-50,1.0599797205666709e-37,2.1420746135428919e-87,2.6467652263125362e-18,4.1460067113237345e-80,2.646760675245206e-18,6.6226528221569171e-54,7.2328505701936508e-47,5.3105239342287553e-72,3.2088641362317796e-73,1.1128102270562619e-37,7.9715063366770565e-63,1.0496675153239452e-11,5.0468946990154461e-13,1.9453457942840403e-16,5.5510007756164558e-25,1.9453459729064663e-16,9.9955949483274697e-39,6.9286211409301615e-24,3.0524950089610567e-27,3.7974526106824819e-30,8.0406946687050131e-48
5.205770680586955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317799647,0.11866996600897158,0.022821567692549598,0.0,5.1734054427744523e-45,2.8040957733645848e-28,1.7307640626199221e-48,8.479838970752091e-37,1.0931811527743616e-84,5.2935401141446248e-18,2.6534481582583679e-78,5.2935219098732822e-18,1.059624623337263e-52,1.1494764601318817e-45,1.3550756387337725e-69,8.1879933946895417e-71,8.8447579141866298e-37,2.5508824679865596e-61,2.0993352505578806e-11,1.0093790467083555e-12,3.8906917819810609e-16,2.2049772901895935e-24,3.890692496747572e-16,7.9964810623181847e-38,2.7702272517958852e-23,2.4379623159261662e-26,6.0661842966114541e-29,5.1292209296820744e-46
1.041154191279728e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315599296,0.11866996598797783,0.022821567692044908,0.0,8.167627832663811e-44,1.1216395059253422e-27,2.201015533781733e-46,6.7838705905947453e-36,5.5609077485374327e-82,1.0587117191596693e-17,1.6982143422465175e-76,1.0587044374512575e-17,1.6953992733833646e-51,1.8147375779781789e-44,3.4465480383177235e-67,2.0825635178977376e-68,6.9851640787469903e-36,8.1628233634212763e-60,4.1986707133949455e-11,2.0187582001648714e-12,7.7813831007963084e-16,8.6988942986590852e-24,7.7813859620559632e-16,6.3971912293099072e-37,1.1071148778212888e-22,1.9439405166878835e-25,9.6749094571192683e-28,3.2613357145908758e-44
2.082308437721793e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311198594,0.11866996594599033,0.022821567691035528,0.0,1.2729750227513378e-42,4.486567039853657e-27,2.7810403830729349e-44,5.4270945284824922e-35,2.8106483292220588e-79,2.1174380553615521e-17,1.0868642708199971e-74,2.117408928532372e-17,2.7126379018006862e-50,2.828307425698351e-43,8.7098292523484519e-65,5.2628805073202094e-66,5.4483710964069196e-35,2.6121025981705615e-58,8.3973416085458578e-11,4.0375165064500886e-12,1.5562763112112541e-15,3.3863788755591915e-23,1.556277457437142e-15,5.117762456510005e-36,4.4206700286343152e-22,1.5449449465271873e-24,1.5381507716879293e-26,2.0602855944588544e-42
4.164616930605923e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302397189,0.11866996586201534,0.022821567689016772,0.0,1.9360918631663088e-41,1.7946338874558085e-26,3.4693994168444425e-42,4.3416721098467571e-34,1.4026416127500543e-76,4.2349344105816754e-17,6.9560209021046109e-73,4.2348179033076236e-17,4.3402172177611476e-49,4.3014118281357284e-42,2.1732457601004356e-62,1.3131749996046772e-63,4.1505953339779733e-34,8.3587218361120869e-57,1.67946832767548e-10,8.0750331165136253e-12,3.1125512629495417e-15,1.2853512676961343e-22,3.112555861153346e-15,4.0942247664215821e-35,1.7620669160013427e-21,1.2198746696216392e-23,2.4300495411313598e-25,1.2849906844731388e-40
6.246925423490053e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756293595785,0.11866996577804034,0.022821567686998015,0.0,7.2121055564974389e-41,3.8136073393528167e-26,2.2495747673088514e-41,1.2889333034807748e-33,1.1842665880556838e-75,6.3524744485886089e-17,3.9494196802213733e-72,6.3522268706958978e-17,1.6419916980382974e-48,1.6031085132897171e-41,1.6208198744223301e-61,9.7937381946466702e-63,1.1544525759067378e-33,3.8993241068548262e-56,2.5192024822870865e-10,1.2112549724074365e-11,4.6688251641636211e-15,2.6357279825729842e-22,4.6688349543473246e-15,1.1706948105385696e-34,3.7353211715926267e-21,3.4619768124735444e-23,8.8899507554823379e-25,7.1038930550781004e-40
1.0411542409258312e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275992977,0.11866996561009036,0.022821567682960498,0.0,5.4190059902970929e-40,1.0543575497164326e-25,9.6822851064191007e-40,6.0376251605062897e-33,1.5891019686691018e-73,1.0587729255513708e-16,1.0617489518716109e-70,1.0587044775924547e-16,1.2958744520820487e-47,1.2053939106230888e-40,1.2243521492020146e-59,7.3980931050786771e-61,4.9053500169646005e-33,5.2253394194490918e-55,4.1986707426731481e-10,2.0187582929210472e-11,7.7813687645008639e-15,6.6854465693462876e-22,7.7813959599534199e-15,5.3801115459687382e-34,1.0262964502665998e-20,1.5556937540549522e-22,6.6947106765269198e-24,1.7655475297941268e-38
1.4159697696449746e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675626015045,0.11866996545893538,0.022821567679326735,0.0,1.5093689088439055e-39,1.8775069588841382e-25,4.5503632894854031e-39,1.3932418881235392e-32,8.7554147643233469e-73,1.4399599721559314e-16,4.6103391896452991e-70,1.4398380866762828e-16,3.636643774241547e-47,3.3594099045325892e-40,6.2876187819954716e-59,3.7992639207344505e-60,1.0579806845911885e-32,1.7342525787848507e-54,5.7101921375720929e-10,2.7455112805783625e-11,1.0582654610543543e-14,1.1257174955123526e-21,1.0582703183834823e-14,1.211061828199736e-33,1.8200124188541817e-20,3.4585339910211081e-22,1.8257302951415112e-23,7.4440568347828717e-38
1.790785298364118e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756244307923,0.1186699653077804,0.022821567675692971,0.0,3.326785128256533e-39,2.93082822952451e-25,1.5720595486735341e-38,2.6826005229716978e-32,3.9947344770004054e-72,1.8211619581002354e-16,1.3960181089809432e-69,1.820971693233785e-16,8.3263074687403998e-47,7.4058277733353232e-40,2.5103024689422708e-58,1.5168383521625713e-59,1.9153329499817382e-32,4.6599544830654506e-54,7.2217134907155968e-10,3.4722642673853727e-11,1.3383936863835759e-14,1.6646508798985998e-21,1.3384012909714436e-14,2.2889937853443299e-33,2.8293081606916561e-20,6.4526145897561222e-22,4.0676284942039631e-23,2.1895848931713944e-37
2.165600827083261e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756228465395,0.11866996515662542,0.022821567672059208,0.0,6.3249382691944503e-39,4.201573718638901e-25,4.3743433181718707e-38,4.5610762468243225e-32,1.3443131403560051e-71,2.2023780558175598e-16,3.6242628042738847e-69,2.2021052974049051e-16,1.6236796116279369e-46,1.4083882720025145e-39,7.6929313441878933e-58,4.6484160323788582e-59,3.0785034211876397e-32,1.030892559460867e-53,8.7332348044166619e-10,4.1990172533902328e-11,1.6185215723398632e-14,2.26959254450638e-21,1.6185325036226292e-14,3.8259788056231759e-33,4.0400491468854191e-20,1.0656147831923455e-21,7.7408676680336001e-23,5.5325193845517412e-37
2.915231884521548e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756196780341,0.1186699648543155,0.022821567664791678,0.0,1.6429573920302021e-38,7.2389037933548438e-25,2.0517324469221654e-37,1.0084569557634393e-31,7.9096939120580441e-71,2.9648424328429972e-16,1.6031482787353115e-68,2.964372500305045e-16,4.3107993403355505e-46,3.6608155422667485e-39,4.0391940491404618e-57,2.440660425078589e-58,6.1796539856469917e-32,3.2435090397786445e-53,1.1756277341871039e-09,5.6525232235733574e-11,2.1787765703199177e-14,3.6028367081525636e-21,2.1787954867133089e-14,8.1680713570488812e-33,6.9146674058224865e-20,2.2311350306502247e-21,1.9706633931375487e-22,2.3275654194999273e-36
3.664862941959835e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756165095286,0.11866996455200558,0.022821567657524147,0.0,3.4639856451305357e-38,1.1079943025789062e-24,6.6989120920223176e-37,1.8893276174853e-31,3.0988422396250625e-70,3.7273589725840565e-16,4.8241025415606113e-68,3.7266396943841475e-16,9.3506980273433103e-46,7.7219482842583992e-39,1.4532141484134159e-56,8.780961159523059e-58,1.0620479298662543e-31,8.0228629806102024e-53,1.4779319733530119e-09,7.1060291907987865e-11,2.7390303138430365e-14,5.1066193084771928e-21,2.7390593868574395e-14,1.4852824221137989e-32,1.0515749614988615e-19,3.9834695856908622e-21,4.1145595067034875e-22,6.743023037706841e-36
4.414493999398122e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756133410243,0.11866996424969568,0.022821567650256617,0.0,6.4504627755715644e-38,1.5779221866632099e-24,1.8470075699690774e-36,3.1975029210297906e-31,1.0204082918002902e-69,4.489931213002502e-16,1.2488063330602235e-67,4.4889068790439017e-16,1.8071323544740075e-45,1.4383847874303054e-38,4.4000272218172417e-56,2.6586889934223691e-57,1.662273121048637e-31,1.7450049348011643e-52,1.7802361969504941e-09,8.5595351548704926e-11,3.2992827178252022e-14,6.7465610451172405e-21,3.2993242895298654e-14,2.4569592718931416e-32,1.4877925775815392e-19,6.4684770388660711e-21,7.6737285595268966e-22,1.6788173236727765e-35
5.913756114274695e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675607004015,0.11866996364507593,0.022821567635721556,0.0,1.7854443165482677e-37,2.7800962910414197e-24,1.4130265919643195e-35,7.6040290037900999e-31,1.6189575120962694e-68,6.0152459338096734e-16,7.7281188936074351e-67,6.0134412195746079e-16,5.6864823041941774e-45,3.9822158652857425e-38,4.8048104578913535e-55,2.9032685999276811e-56,3.3919312101346974e-31,7.3109859676708045e-52,2.384844596562919e-09,1.1466547073393399e-10,4.4197834317035375e-14,1.0260117561036975e-20,4.4198573002576257e-14,5.6674953557236647e-32,2.5837676273047786e-19,1.426226459448981e-20,2.2348879363408679e-21,9.1289139683560273e-35
7.413018229151269e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756006670063,0.11866996304045624,0.022821567621186496,0.0,3.8432168021603881e-37,4.3309473212251609e-24,5.7476907179223272e-35,1.48503245562864e-30,9.3817459870551314e-68,7.540786932918469e-16,2.7966922775928421e-66,7.5379755218399168e-16,1.3660004277523586e-44,8.5721044488930132e-38,2.3472432117439482e-54,1.4183013503714908e-55,5.8521426026798224e-31,2.139929069966906e-51,2.9894529329297408e-09,1.4373558979138281e-10,5.5402787038358405e-14,1.3988985269518889e-20,5.5403947011950238e-14,1.088747813956089e-31,3.9685498400090715e-19,2.627072896871419e-20,5.0770217156505962e-21,3.0532614286612517e-34
1.0411542458904416e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755879929906,0.11866996183121704,0.022821567592116378,0.0,1.2202332505424308e-36,8.4794474274661803e-24,6.382610328382745e-34,4.1527640631362781e-30,2.6812357748062708e-66,1.0592548211839303e-15,2.4512387035908915e-65,1.0587044011498092e-15,5.4973303315370454e-44,2.7211911264802643e-37,4.1343328617824072e-53,2.4981239832749585e-54,1.3085395319023431e-30,1.2641147831063565e-50,4.19866941580042e-09,2.01875827523112e-10,7.7812529121480645e-14,2.1672855532610891e-20,7.7814836927527025e-14,2.9947224208690066e-31,7.5423924662773172e-19,6.5798835243496317e-20,1.8300237937219212e-20,2.1867147612747499e-33
1.6408590918410708e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675562644968,0.11866995941273942,0.022821567533976139,0.0,5.5492710300027705e-36,2.0964198602536624e-23,1.5643768354263619e-32,1.6712051690558862e-29,2.4147033450943372e-64,1.669878795630424e-15,4.7540302912496437e-64,1.6685180531308352e-15,3.7195760212794451e-43,1.2370002745302474e-36,1.9256338695545404e-51,1.1635340074117462e-52,3.6981323259335507e-30,1.4946709363583913e-49,6.6171016220620947e-09,3.1815630145445372e-10,1.2263135983471333e-13,3.732127372235095e-20,1.226372465789742e-13,1.1917200185876603e-30,1.7553785393016585e-18,2.1600179084941088e-19,1.0115066754448471e-19,2.8854438422386297e-32
