Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),C2H4X(210),acetyl(43),C2H4X(65)
1.1772325502171713e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999405,0.11866996602995955,0.022821567693054202,0.0,3.2404941087320318e-53,6.9041527053289228e-30,2.0631019124944397e-71,6.8546036623171766e-45,6.1832039317047904e-109,1.0390013804178374e-16,6.2924681250394951e-88,1.0390013804164643e-16,9.856751683984115e-60,4.9234374095490775e-59,4.3526958042049594e-92,5.046939345017616e-93,1.3235373091064133e-44,4.4607925049557014e-70,5.6742701413666342e-15,1.6800505383239667e-16,6.7258056681708343e-19,2.0942027401567402e-31,7.7544807122922748e-31,6.725805664682563e-19,1.1237190076694113e-28,3.5116447087935136e-35,7.0312874578140518e-41,1.5909862340113358e-65,5.3233630868012032e-43,7.0260265609632503e-80,7.6655046640752048e-86,8.2305855319223884e-45,1.2808091733758063e-93,4.3299902880098208e-101,8.1962630169851037e-84
2.3549762739255357e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998822,0.11866996602995376,0.022821567693054119,0.0,5.1868989337853769e-52,2.7625603896870487e-29,1.6634678725252839e-69,5.4864611358131007e-44,1.9924200432616028e-106,2.0784539121103886e-16,4.0302897728689652e-86,2.0784539121048942e-16,1.5779363312918401e-58,7.8820780267321578e-58,7.0149424437661199e-90,8.1338073257941281e-91,1.059231677240325e-43,1.4282542681523105e-68,1.1351004142971616e-14,3.3608305818750985e-16,1.345453179289875e-18,8.3795352256033579e-31,3.1028023493108035e-30,1.3454531778941125e-18,4.4963383359180793e-28,2.8103807233281023e-34,7.1108508361324096e-40,6.4217019093722023e-64,4.2603083481712002e-42,4.4992198730224719e-78,1.2353970130670868e-83,6.5869672303537345e-44,1.6403775547003517e-91,1.3963897079395955e-98,5.2485977389668623e-82
4.710463721342264e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997651,0.1186699660299422,0.022821567693053952,0.0,8.3007205759817114e-51,1.1052040430201149e-28,1.5031738630321258e-67,4.3902804623755764e-43,7.1944632841588311e-104,4.1573589755023291e-16,2.5803811583047929e-84,4.157358975480347e-16,2.5253831744948007e-57,1.2614980792665639e-56,1.2669430386222173e-87,1.4690171230350867e-88,8.4754560390739253e-43,4.5716951142805354e-67,2.2704472146165352e-14,6.7223906689771517e-16,2.6911984049889165e-18,3.3523568840144711e-30,1.2413229792841052e-29,2.6911983994049573e-18,1.7988269929145429e-27,2.2487278863051533e-33,8.0641005313655459e-39,2.9053741698284069e-62,3.4088939683517785e-41,2.8803210958345055e-76,2.2312052511300789e-81,5.2705703530685252e-43,2.1002862224686496e-89,5.0461857633236183e-96,3.3600591454537253e-80
9.421438616175722e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995314,0.11866996602991908,0.022821567693053615,0.0,1.3282483469427526e-49,4.4211759720882661e-28,1.5231855228052503e-65,3.5126690455355091e-42,2.9134634164502397e-101,8.3151691023135606e-16,1.6517626379936572e-82,8.3151691022256243e-16,4.0411611920964303e-56,2.0186869586539582e-55,2.5660723118284834e-85,2.9753540993626056e-86,6.780997880453071e-42,1.4631474999115481e-65,4.5411408152487915e-14,1.3445510843180415e-15,5.3826888594008408e-18,1.3410496105841267e-29,4.9656960082577876e-29,5.3826888370631765e-18,7.1958845768400727e-27,1.799147224589757e-32,1.0251178777114302e-37,1.4738094679679204e-60,2.7273741182943114e-40,1.8436680616849722e-74,4.5190934505390784e-79,4.216849885581985e-42,2.6887523136644107e-87,2.0448430007127112e-93,2.1507436014706391e-78
1.8843388405842636e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990634,0.11866996602987283,0.022821567693052942,0.0,2.1252988629543104e-48,1.7685423514750027e-27,1.6930380330565394e-63,2.8103131173124898e-41,1.2944867355894507e-98,1.6630789356045433e-15,1.0572300823781589e-80,1.6630789355693667e-15,6.4662964266467502e-55,3.2301232035038782e-54,5.7019334167399463e-83,6.6113768014232954e-84,5.4250386289997911e-41,4.682400120063509e-64,9.0825280164873388e-14,2.6891751191583562e-15,1.0765669780280096e-17,5.3643984877554954e-29,1.9863592109842051e-28,1.0765669690925729e-17,2.8784637530722642e-26,1.4393766683862949e-31,1.4280420327434869e-36,8.1979923276013389e-59,2.1820028776540231e-39,1.1800315832069893e-72,1.0041638179966005e-76,3.3736292508659007e-41,3.4418499821580402e-85,9.0897233121179382e-91,1.3765732279596536e-76
3.7687287985176463e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679981281,0.11866996602978033,0.022821567693051596,0.0,3.4005435731664858e-47,7.0743133343488385e-27,2.0027745100941842e-61,2.2483216480111613e-40,6.1227243084998165e-96,3.3262029863946802e-15,6.7665989219646717e-79,3.3262029862539707e-15,1.0346425103330524e-53,5.1683508692227893e-53,1.3486480525298962e-80,1.5637538678313051e-81,4.3401063819557659e-40,1.4984205358156414e-62,1.8165302418860574e-13,5.3784231888376337e-15,2.1531631670260607e-17,2.1457884640370055e-28,7.945598354808911e-28,2.1531631312835296e-17,1.1514031638521366e-25,1.1515135612735656e-30,2.1151193847816643e-35,4.8515541171524421e-57,1.7456437365029905e-38,7.5524709907874722e-71,2.3750953426762613e-74,2.6989501676564303e-40,4.4057260602830752e-83,4.3005365141208177e-88,8.8103733953273001e-75
7.537508714384412e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679962573,0.11866996602959533,0.022821567693048907,0.0,5.4408714202658237e-46,2.8297541201712796e-26,2.4582673238140312e-59,1.7986857799253263e-39,3.0053925931606414e-93,6.6524510881500068e-15,4.3307277533836491e-77,6.6524510875871617e-15,1.6554560803747525e-52,8.2694027271575574e-52,3.3102336234818835e-78,3.8382071638815051e-79,3.4720822521674939e-39,4.7950296873216515e-61,3.6330851223191613e-13,1.0756919328190783e-14,4.3063555643112701e-17,8.5831244693291991e-28,3.1782715584914534e-27,4.3063554213392302e-17,4.6056134035485098e-25,9.2119761296945663e-30,3.2483286158600253e-34,2.978393694014901e-55,1.396531563281021e-37,4.8336674342602191e-69,5.8296307404032308e-72,2.159158086967476e-39,5.6394304903011865e-81,2.1112960446198931e-85,5.6387279023239449e-73
1.5075068546117944e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679925159,0.11866996602922532,0.02282156769304353,0.0,8.7052336844116494e-45,1.1319074057690682e-25,3.0788994452207432e-57,1.4389600077018778e-38,1.5054770795495122e-90,1.3304947292360863e-14,2.7716991769063676e-75,1.3304947290109472e-14,2.648752172469948e-51,1.3230816128208846e-50,8.2912383912376819e-76,9.6136690099352866e-77,2.777611790038287e-38,1.5344229198821122e-59,7.2661948830191959e-13,2.1513911606875469e-14,8.612740436040529e-17,3.4331738931830867e-27,1.2713149980234978e-26,8.6127398641457812e-17,1.8422178499739797e-24,7.3692379505709797e-29,5.088444278667473e-33,1.8654766112216345e-53,1.1172318804691994e-36,3.0935746319326096e-67,1.4601644414897317e-69,1.7272924453503169e-38,7.2185356457052505e-79,1.0576915234893218e-82,3.608803322228673e-71
3.015018820958501e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767985033,0.1186699660284853,0.022821567693032774,0.0,1.3927727225451909e-43,4.5276411416116123e-25,3.8969086289846721e-55,1.1511725581926368e-37,7.6213427840520802e-88,2.6609939703583399e-14,1.7738981562919487e-73,2.66099396945778e-14,4.2380214074385019e-50,2.1168287112622217e-49,2.0987266428062816e-73,2.4334679687847781e-74,2.2219832419309391e-37,4.9101747143617268e-58,1.4532414403754573e-12,4.3027896164158358e-14,1.7225510488153758e-16,1.3731983695367154e-26,5.0852721916532189e-26,1.7225508200539522e-16,7.3685951025839592e-24,5.8947892279377985e-28,8.0537980598158552e-32,1.1806496007073349e-51,8.937881565918262e-36,1.979896496878674e-65,3.6960528414962167e-67,1.3817672224854409e-37,9.2397667064985609e-77,5.3546974368846977e-80,2.3096256442093326e-69
6.0300427536519135e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679700666,0.11866996602700527,0.02282156769301126,0.0,2.2282188267689449e-42,1.8110587628407479e-24,4.9578726536168048e-53,9.2093986498462281e-37,3.8784056594698558e-85,5.3219924537231733e-14,1.1352982261796747e-71,5.3219924501209327e-14,6.7808485213160149e-49,3.3865769358697546e-48,5.3401331632636468e-71,6.1918700740302547e-72,1.7774088040647814e-36,1.5712592631117811e-56,2.9064853442566566e-12,8.6055865278378242e-14,3.4451051827153891e-16,5.4922031115978277e-26,2.0341108767975096e-25,3.4451042676449846e-16,2.9472057851349618e-23,4.7148488105521791e-27,1.2813965098213538e-30,7.5107628344487761e-50,7.1503158659345545e-35,1.2671364765077317e-63,9.404468203348215e-65,1.1053021004957686e-36,1.182692696951269e-74,2.7249911381779382e-77,1.4781396879602831e-67
1.206009061903874e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679401345,0.11866996602404523,0.022821567692968232,0.0,3.5644457325114259e-41,7.2442396836453348e-24,6.3217639925095507e-51,7.3675261554393479e-36,1.9781098350615591e-82,1.0643989424934151e-13,7.2659193879978548e-70,1.064398941052518e-13,1.0849368807068098e-47,5.4173881732420861e-47,1.3618246155103793e-68,1.5790319125869258e-69,1.4216395003704434e-35,5.0280345944033862e-55,5.8129731509555465e-12,1.7211180350543441e-13,6.8902139445500474e-16,2.1964049057646813e-25,8.1364439892406512e-25,6.8902102840764049e-16,1.1786943027202094e-22,3.7702992798091964e-26,2.0438445913432476e-29,4.7885565701215963e-48,5.7202569449342372e-34,8.1096811775763776e-62,2.3982975019290226e-62,8.8406108178112213e-36,1.5138481087985277e-72,1.3898389623051024e-74,9.4597971688699866e-66
2.412018634981239e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678802696,0.11866996601812513,0.022821567692882176,0.0,5.7008536336908781e-40,2.8976968158170945e-23,8.063522150843427e-49,5.8940237575112972e-35,1.0092437531531499e-79,2.1287983385281339e-13,4.650191641411847e-68,2.1287983327645437e-13,1.7358998253422468e-46,8.664176739690698e-46,3.4740586307777804e-66,4.0281610866001333e-67,1.1368505377739076e-34,1.6089715971376846e-53,1.1625948760099297e-11,3.4422367995401298e-13,1.3780433445341792e-15,8.7818028561129453e-25,3.2545748775322038e-24,1.3780418801938565e-15,4.7132692986288849e-22,3.0137108108814484e-25,3.2630548436299024e-28,3.0539524193203115e-46,4.5762072678568896e-33,5.1901971833220962e-60,6.1181265788976403e-60,7.069592912634545e-35,1.9377260488222207e-70,7.0909954176050127e-72,6.0538801737192197e-64
4.824037781135969e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677605403,0.11866996600628492,0.022821567692710064,0.0,9.1141382360648497e-39,1.1590789275035374e-22,1.0270644314977565e-46,4.7152200415669137e-34,5.1420068581294574e-77,4.2575971377676613e-13,2.9761234241619086e-66,4.2575971147133031e-13,2.777440125113272e-45,1.3851023068622367e-44,8.849984956823484e-64,1.0261530398432568e-64,9.0874309303341804e-34,5.1487082549636796e-52,2.3251899961370683e-11,6.8844743282904123e-13,2.7560880363364753e-15,3.5096697694272273e-24,1.3018271557290162e-23,2.7560821777674416e-15,1.8841015709545162e-21,2.406929111444694e-24,5.2088733723730232e-27,1.9449136524384839e-44,3.6609665166569265e-32,3.3217249994440195e-58,1.55855712564932e-57,5.6510434542914958e-34,2.4802884584256729e-68,3.6127190535389622e-69,3.8739809566897051e-62
9.648076073445429e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727675210819,0.1186699659826045,0.022821567692365839,0.0,1.4559542101809795e-37,4.6363162137958803e-22,1.3031616509591469e-44,3.7721762911471798e-33,2.6097762784783829e-74,8.5151947649269789e-13,1.9047189102221158e-64,8.515194672709651e-13,4.4439037289431996e-44,2.212439767919405e-43,2.2458455277851378e-61,2.6040500076931906e-62,7.2581730636171893e-33,1.6475854173138701e-50,4.6503802295849003e-11,1.3768949384905658e-12,5.5121805929049095e-15,1.4014324049423337e-23,5.2072850192756381e-23,5.5121571489309362e-15,7.5267725553877917e-21,1.9191036753349802e-23,8.304394051236775e-26,1.2338366671162449e-42,2.9287735223216512e-31,2.125901579362482e-56,3.9551032981300293e-55,4.5134415263136274e-33,3.1747656284496352e-66,1.8335120791541314e-66,2.4787040131025142e-60
1.929615265806435e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670421644,0.11866996593524366,0.022821567691677393,0.0,2.3221751575255754e-36,1.8545266670620875e-21,1.6400561171849521e-42,3.0177408859495587e-32,1.3138477648548857e-71,1.7030390133966262e-12,1.2190196507447436e-62,1.7030389765097664e-12,7.1102430456739173e-43,3.5280443138899365e-42,5.6530738322103396e-59,6.5547142869042556e-60,5.7877912412216558e-32,5.2722644176532942e-49,9.3007606692547815e-11,2.7537899494596581e-12,1.1024378449024637e-14,5.5863393016453908e-23,2.0828948767411678e-22,1.1024284595416497e-14,3.0030291823800292e-20,1.5250561260262951e-22,1.3199126815844491e-24,7.7635410854247211e-41,2.343018985929503e-30,1.360573629004363e-54,9.9553863725019131e-53,3.5989789937422069e-32,4.0636899382291871e-64,9.2295932625230939e-64,1.5855468119612914e-58
3.859230582730219e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727660843301,0.11866996584052199,0.022821567690300498,0.0,3.6921706786879579e-35,7.4181076720094385e-21,2.0307083247311896e-40,2.4141922497766625e-31,6.5078429646126256e-69,3.4060781330923771e-12,7.8017188789122227e-61,3.406077985545497e-12,1.1376378396941064e-41,5.607280235267065e-41,1.400014498036747e-56,1.6233081957359371e-57,4.6005166372849737e-31,1.6871187331401205e-47,1.8601521439691412e-10,5.5075799699830238e-12,2.2048825545088208e-14,2.2191726906086613e-22,8.3314259665744384e-22,2.2048449505768261e-14,1.1951113806134414e-19,1.2039238152980278e-21,2.0846765181540233e-23,4.8057546505368542e-39,1.8744153258457577e-29,8.7076270307715678e-53,2.4654546656346439e-50,2.8605197900585261e-31,5.2014968048110693e-62,4.5707586990876081e-61,1.0136970748954642e-56
7.718461216577788e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727641686613,0.11866996565107865,0.022821567687546708,0.0,5.8342341092054948e-34,2.967243773248396e-20,2.4361421857316646e-38,1.9313529759320496e-30,3.1234751463231835e-66,6.8121565560325187e-12,4.9930909158575277e-59,6.812155965849468e-12,1.8202171007602542e-40,8.8536103180339092e-40,3.3595057332205962e-54,3.8953143846937483e-55,3.6337425128783698e-30,5.3987420342001699e-46,3.7203042544952157e-10,1.1015160005378308e-11,4.4097928606477302e-14,8.7561246505599657e-22,3.3324474613512282e-21,4.4096419401965056e-14,4.7323303564301232e-19,9.3809579551964621e-21,3.2514059995643452e-22,2.8818612151753481e-37,1.4995324232743814e-28,5.5728244404218335e-51,5.9159150013025545e-48,2.2591042184646241e-30,6.65784819183403e-60,2.1928908985010385e-58,6.4742255787135294e-55
1.1577691850425356e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727622529926,0.11866996546163532,0.022821567684792918,0.0,2.1345953914290588e-33,6.3053940192366888e-20,1.5616118004565569e-37,5.7337027320075596e-30,2.6137528597692956e-65,1.0218235162518227e-11,2.8349273966286058e-58,1.0218233908385953e-11,6.8862448842362453e-40,3.3552803769388498e-39,2.480483018606191e-53,2.8760936623538394e-54,1.031465903288532e-29,2.5184942465290087e-45,5.5804563214600391e-10,1.6522740035122144e-11,6.6147243895024378e-14,1.8432460642008145e-21,7.0812702885668599e-21,6.6144029379626622e-14,9.9863530981831899e-19,2.6421558321261173e-20,1.1821782807980007e-21,1.572245603956319e-36,4.2877257696525964e-28,3.1163614301876508e-50,4.3679534484506632e-47,6.4121622449381832e-30,4.3598117947291586e-59,1.8398485787006196e-57,3.6178794670897196e-54
1.5436922484272924e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727603373239,0.11866996527219198,0.022821567682039128,0.0,5.3847451361436868e-33,1.0756261923427966e-19,6.4389427344434116e-37,1.2493433180992808e-29,1.3119274191672808e-64,1.3624313952546708e-11,1.0902548759607222e-57,1.3624311813154951e-11,1.7924841515900552e-39,8.9698039359373253e-39,1.1322980178625552e-52,1.3128854136302705e-53,2.1613619067859316e-29,7.6688154140378628e-45,7.4406083448636107e-10,2.2030320059229839e-11,8.8196774823051152e-14,3.1173509686799722e-21,1.2079530399287488e-20,8.8191279444722624e-14,1.6926923569122535e-18,5.4974938284511904e-20,2.9653934918285712e-21,5.8181913502723157e-36,9.0440558999691296e-28,1.0908748267739088e-49,1.9938755458931717e-46,1.3435306227153646e-29,1.7290664380395701e-58,1.0209489869800474e-56,1.2656177618740673e-53
2.315538375196806e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727565059864,0.11866996489330534,0.022821567676531547,0.0,1.8661423373707108e-32,2.2269479221454857e-19,5.2454108109577084e-36,3.6264562558785387e-29,1.4085234369641993e-63,2.043647196335843e-11,8.2976845173385298e-57,2.0436467534054973e-11,6.5781543115699961e-39,3.5779743469726059e-38,1.0622444241338939e-51,1.2316497853668017e-52,5.8392595046937522e-29,3.4939206325103265e-44,1.1160912289435174e-09,3.3045480094250613e-11,1.3229635344236623e-13,6.3623597289388325e-21,2.5008153179549746e-20,1.3228493490067799e-13,3.4674512991802649e-18,1.4679535217538809e-19,1.0180047742745863e-20,4.0824653596317559e-35,2.4702123552442845e-27,6.0712164838098462e-49,1.8704774399639617e-45,3.6293471045254573e-29,1.1587353689577934e-57,1.7421386610754944e-55,7.035891123485435e-53
