Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),H2OX(23),C2H6X(52),CH3OO(77)
5.938375729889502e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33077943696789169,0.11298877929194601,0.022269431079454151,0.0,6.0758196896917355e-12,2.8056424479239377e-07,1.3094368769845988e-06,3.797625785475905e-12,3.5961845464039234e-24,9.1564356496549402e-07,1.8841230184000093e-25,6.483609948258081e-09,1.2837274555197819e-19,8.8528096824491512e-16,9.2345633977329969e-18,4.2406703849222201e-20,1.2749875759774538e-14,1.415903328168072e-19,0.0056787823940931239,0.001102963406424774,2.2381797426443614e-08,6.2110750801914781e-11,6.1974286607559959e-06,3.8419731543217154e-09,3.2483212770161263e-12,3.0000187603405626e-08,1.2671197314137574e-07,5.6089238028683028e-13,1.0671741882987814e-12,8.8995280738391368e-16,9.4729068152405057e-15,1.5703467655816652e-10
5.9494082572014455e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33077674466016249,0.11298809680412493,0.022268428957866088,0.0,6.1204409226006187e-12,2.8276965047912597e-07,1.3143420777435655e-06,3.82255289603932e-12,3.6269916000851273e-24,9.1863822209967601e-07,1.9074489510233193e-25,6.4998342622536307e-09,1.2934616574206929e-19,8.9270319500477942e-16,9.2948813003821671e-18,4.2656328388741174e-20,1.2833851412540642e-14,1.4286408458679696e-19,0.0056794568752081935,0.0011049627430362507,2.2419871787871442e-08,6.2407685289360557e-11,6.2157810611911055e-06,3.8729887096121049e-09,3.2608308340516541e-12,3.0085263331804063e-08,1.2669509485499938e-07,5.6227790667716135e-13,1.0711633793432935e-12,8.9507823564220956e-16,9.535791614721129e-15,1.575431115550157e-10
5.960440784513389e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33077405788841829,0.1129874197207975,0.022267426897667808,0.0,6.1653121170148238e-12,2.8498786492275033e-07,1.3192555094293753e-06,3.8476104852569502e-12,3.6580030636216491e-24,9.2163740905817873e-07,1.9310284438901363e-25,6.5160798125373028e-09,1.3032571084036991e-19,9.0017354459402136e-16,9.355483334883569e-18,4.2906886432019572e-20,1.2918212817691725e-14,1.4414748872011426e-19,0.0056801259388869789,0.001106961948634708,2.2457948189446418e-08,6.2705402836668857e-11,6.2341455584181256e-06,3.9041901455658032e-09,3.2733761210023808e-12,3.0170402327646129e-08,1.2667833209616768e-07,5.6366488640869324e-13,1.0751592319703016e-12,9.0022455220305938e-16,9.5990091445548007e-15,1.5805228338070767e-10
5.971473311825332e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33077137661119688,0.11298674800048732,0.022266424898821545,0.0,6.2104342175371683e-12,2.8721893215634867e-07,1.3241771735754571e-06,3.8727990697633123e-12,3.6892199382610079e-24,9.2464112444130247e-07,1.9548638879684293e-25,6.5323465965397801e-09,1.3131141233011687e-19,9.0769223186058441e-16,9.4163703940724386e-18,4.3158379556538081e-20,1.3002960882150432e-14,1.4544060591610236e-19,0.0056807896266069515,0.0011089610232941618,2.2496026625940361e-08,6.3003903158582324e-11,6.2525220635271755e-06,3.9355781326109579e-09,3.2859571508530735e-12,3.0255604200886022e-08,1.2666168409908138e-07,5.6505331938236372e-13,1.0791617473320055e-12,9.0539180565722208e-16,9.6625607362421787e-15,1.5856219169193689e-10
5.982505839137274e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33076870078735443,0.11298608160203538,0.02226542296128978,0.0,6.2558081702172675e-12,2.8946289620583093e-07,1.3291070717103312e-06,3.8981191675615209e-12,3.7206432287251686e-24,9.2764936684912327e-07,1.9789576935048035e-25,6.5486346114623788e-09,1.3230330182315063e-19,9.1525947210189356e-16,9.4775433719956888e-18,4.3410809340153796e-20,1.3088096511812531e-14,1.4674349718594706e-19,0.0056814479795280603,0.001110959967088118,2.2534107092130834e-08,6.3303185963218168e-11,6.2709104876188296e-06,3.9671533412149946e-09,3.2985739357541388e-12,3.0340868559553424e-08,1.2664515010333497e-07,5.6644320548679168e-13,1.0831709265764518e-12,9.1058004459680164e-16,9.7264477248489124e-15,1.5907283614541355e-10
5.993538366449217e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33076603037606211,0.11298542048459789,0.022264421085035242,0.0,6.3014349225451668e-12,2.9171980108920955e-07,1.3340452053575913e-06,3.9235712980248021e-12,3.752273943217293e-24,9.3066213488149312e-07,2.0033122901549269e-25,6.5649438542774707e-09,1.333014110602997e-19,9.2287548106387236e-16,9.539003163904402e-18,4.3664177361099409e-20,1.3173620611538102e-14,1.4805622385395018e-19,0.005682101038495176,0.0011129587800895774,2.2572189582801353e-08,6.3603250952427797e-11,6.2893107418066803e-06,3.9989164418734995e-09,3.3112264889154282e-12,3.0426195008662742e-08,1.2662872935502826e-07,5.6783454458816692e-13,1.0871867708471671e-12,9.1578931760851784e-16,9.7906714490096411e-15,1.5958421639786349e-10
6.00457089376116e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33076336533680478,0.11298476460764373,0.022263419270020943,0.0,6.3473154234449512e-12,2.9398969081587229e-07,1.3389915760358229e-06,3.9491559818979995e-12,3.7841130934284542e-24,9.3367942713804241e-07,2.027930127114682e-25,6.5812743217289189e-09,1.3430577191176637e-19,9.3054047493996319e-16,9.6007506662463214e-18,4.3918485197982274e-20,1.3259534085142725e-14,1.4937884755880633e-19,0.0056827488440405029,0.0011149574623710373,2.2610274092741541e-08,6.3904097821793237e-11,6.3077227372126167e-06,4.0308681050991077e-09,3.3239148218989989e-12,3.0511583156429619e-08,1.266124211006337e-07,5.6922733657178659e-13,1.0912092812832019e-12,9.2101967327881475e-16,9.8552332509319145e-15,1.6009633210602865e-10
6.015603421073103e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33076070562937798,0.11298411393095191,0.022262417516210106,0.0,6.3934506232682779e-12,2.9627260938585419e-07,1.3439461852585292e-06,3.9748737412990779e-12,3.8161616945443675e-24,9.367012422181794e-07,2.0528136732520347e-25,6.5976260103325062e-09,1.3531641637751284e-19,9.3825467037012758e-16,9.6627867766583608e-18,4.4173734429783675e-20,1.3345837835388719e-14,1.5071143025488367e-19,0.0056833914363859607,0.0011169560140044988,2.264836061674707e-08,6.4205726260233081e-11,6.3261463849733967e-06,4.0630090014103927e-09,3.3366389450533129e-12,3.0597032609181526e-08,1.2659622459216332e-07,5.7062158131180807e-13,1.0952384590193847e-12,9.2627116019546233e-16,9.9201344764001702e-15,1.60609182926667e-10
6.026635948385046e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33075805121388518,0.1129834684146095,0.022261415823566229,0.0,6.4398414737879298e-12,2.9856860078911327e-07,1.3489090345341219e-06,4.0007250997206255e-12,3.8484207652520541e-24,9.3972757872109277e-07,2.0779654172396285e-25,6.6139989163763755e-09,1.3633337658764779e-19,9.4601828443984728e-16,9.7251123939590723e-18,4.4429926635857944e-20,1.3432532763976412e-14,1.5205403421350852e-19,0.005684028855445577,0.0011189544350614677,2.2686449149619896e-08,6.4508135950485565e-11,6.3445815962430112e-06,4.0953398013207564e-09,3.3493988700071192e-12,3.0682542970476495e-08,1.2658013908805743e-07,5.7201727866104551e-13,1.0992743051859162e-12,9.3154382693949465e-16,9.9853764747796621e-15,1.6112276851655302e-10
6.037668475696988e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33075540205073639,0.11298282801900907,0.02226041419205306,0.0,6.4864889281913476e-12,3.0087770900480419e-07,1.3538801253658478e-06,4.0267105820313557e-12,3.8808913277465307e-24,9.4275843524575114e-07,2.1033878676881117e-25,6.6303930359214671e-09,1.3735668480281402e-19,9.5383153467913524e-16,9.7877284181411764e-18,4.4687063395931554e-20,1.3519619771535418e-14,1.5340672202425374e-19,0.0056846611408278352,0.0011209527256129607,2.2724539686168455e-08,6.4811326569141501e-11,6.3630282821883096e-06,4.1278611753273061e-09,3.3621946070040707e-12,3.0768113846959375e-08,1.2656416384740734e-07,5.734144284904855e-13,1.1033168209083169e-12,9.3683772209011149e-16,1.0050960599020389e-14,1.6163708853247782e-10
6.048701003008931e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33075275810064519,0.11298219270484633,0.022259412621634573,0.0,6.5333939410740832e-12,3.0319997800055119e-07,1.3588594592517221e-06,4.0528307144776089e-12,3.9135744077374488e-24,9.4579381039090518e-07,2.1290835532801853e-25,6.6468083648019595e-09,1.3838637341457628e-19,9.6169463906152138e-16,9.8506357503640328e-18,4.4945146290102288e-20,1.3607099757615964e-14,1.5476955659623099e-19,0.0056852883318380112,0.0011229508857295079,2.2762632221207533e-08,6.5115297786064834e-11,6.3814863539954447e-06,4.1605737938997413e-09,3.3750261645496362e-12,3.0853744843408166e-08,1.2654829813497793e-07,5.7481303066135263e-13,1.1073660073078282e-12,9.421528942278316e-16,1.0116888205661045e-14,1.6215214263124899e-10
6.059733530320874e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33075011932462606,0.11298156243311794,0.022258411112275011,0.0,6.5805574684332459e-12,3.0553545173172491e-07,1.3638470376845305e-06,4.0790860246848412e-12,3.9464710344557255e-24,9.4883370275508878e-07,2.1550550229053939e-25,6.6632448986257124e-09,1.3942247494581003e-19,9.696078160030317e-16,9.913835292946169e-18,4.5204176898838406e-20,1.3694973620680263e-14,1.5614260115938668e-19,0.005685910467480502,0.0011249489154811576,2.2800726749558512e-08,6.5420049265015887e-11,6.399955722871872e-06,4.193478327469248e-09,3.3878935526170351e-12,3.0939435562201145e-08,1.2653254122173858e-07,5.7621308501531372e-13,1.1114218655010102e-12,9.4748939192516164e-16,1.0183160654832924e-14,1.6266793046969106e-10
6.070766057632817e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33074748568399315,0.11298093716511916,0.022257409663938833,0.0,6.627980467660998e-12,3.078841741407174e-07,1.3688428621517599e-06,4.1054770416591266e-12,3.9795822406601541e-24,9.5187811093661933e-07,2.181304845795653e-25,6.6797026327747202e-09,1.4046502205109048e-19,9.7757128436119818e-16,9.9773279493577509e-18,4.5464156802977703e-20,1.3783242258093889e-14,1.57525919265802e-19,0.0056865275864611256,0.0011269468149374777,2.2838823266049591e-08,6.572558066377338e-11,6.4184363000425983e-06,4.2265754464173756e-09,3.4007967802709269e-12,3.102518560856678e-08,1.2651689237968636e-07,5.7761459141014377e-13,1.1154843965995364e-12,9.5284726375120793e-16,1.0249779310263856e-14,1.6318445170464579e-10
6.08179858494476e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33074485714035695,0.11298031686244144,0.022256408276590766,0.0,6.6756638975378954e-12,3.1024618915621671e-07,1.3738469341355406e-06,4.132004295788644e-12,4.012909062643999e-24,9.5492703353359949e-07,2.2078356116615082e-25,6.6961815624055519e-09,1.4151404751708264e-19,9.8558526343402509e-16,1.0041114624213118e-17,4.5725087583726695e-20,1.3871906566117179e-14,1.5891957479099668e-19,0.0056871397271894084,0.0011289445841675641,2.2876921765515636e-08,6.603189163329907e-11,6.4369279967563425e-06,4.2598658210649302e-09,3.4137358541326291e-12,3.1110994585894633e-08,1.2650135088659553e-07,5.7901754969564185e-13,1.1195536017107467e-12,9.582265582763559e-16,1.03167455392821e-14,1.637017059929722e-10
6.092831112256702e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3307422336556225,0.11297970148697035,0.022255406950195736,0.0,6.7236087182262563e-12,3.126215406924852e-07,1.3788592551126566e-06,4.1586683188451635e-12,4.0464525402415636e-24,9.5798046914391763e-07,2.234649930829148e-25,6.7126816824498137e-09,1.4256958426293188e-19,9.9364997295895167e-16,1.0105196223263262e-17,4.5986970822659642e-20,1.3960967439896718e-14,1.6032363193523656e-19,0.00568774692778085,0.0011309422232400395,2.2915022242798369e-08,6.6338981818503437e-11,6.4554307242871155e-06,4.2933501216608591e-09,3.4267107824045695e-12,3.1196862095633011e-08,1.2648591602611082e-07,5.804219597043977e-13,1.1236294819373001e-12,9.6362732406165284e-16,1.0384060712820279e-14,1.6421969299154663e-10
6.103863639568645e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33073961519198691,0.11297909100088327,0.022254405684718957,0.0,6.77181589126359e-12,3.1501027264863517e-07,1.3838798265544791e-06,4.1854696439855465e-12,4.0802137168347309e-24,9.6103841636525035e-07,2.2617504343781548e-25,6.7292029876146036e-09,1.436316653406549e-19,1.0017656331118556e-15,1.0169573653388353e-17,4.6249808101717779e-20,1.4050425773456793e-14,1.6173815522484505e-19,0.0056883492260591762,0.0011329397322230603,2.2953124692746684e-08,6.6646850858542753e-11,6.4739443939312513e-06,4.3270290183711534e-09,3.439721573152675e-12,3.128278774173734e-08,1.2647058708336644e-07,5.8182782128184638e-13,1.1277120383767668e-12,9.6904960966335234e-16,1.0451726205419259e-14,1.6473841235726319e-10
6.114896166880588e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33073700171193765,0.11297848536664697,0.022253404480125832,0.0,6.8202863795558678e-12,3.1741242890790635e-07,1.3889086499269239e-06,4.2124088057532224e-12,4.1141936393595123e-24,9.641008737950625e-07,2.2891397742800153e-25,6.7457454723829618e-09,1.4470032393553135e-19,1.0099324645060048e-15,1.0234247822590232e-17,4.6513601003208344e-20,1.4140282459690919e-14,1.6316320951351862e-19,0.0056889466595585834,0.0011349371111843188,2.2991229110216431e-08,6.6955498385640771e-11,6.492468917013184e-06,4.3609031812677273e-09,3.4527682310841293e-12,3.1368771126384023e-08,1.2645536334932316e-07,5.8323513426786786e-13,1.1318012721223166e-12,9.7449346363893248e-16,1.0519743395232056e-14,1.6525786374703397e-10
6.12592869419253e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33073439317824971,0.11297788454701567,0.02225240333638202,0.0,6.8690211473707838e-12,3.19828053336945e-07,1.393945726690461e-06,4.2394863400796726e-12,4.1483933583125477e-24,9.6716784003060759e-07,2.3168206235373682e-25,6.7623091310143402e-09,1.4577559336649665e-19,1.0181506881910004e-15,1.0299219639984924e-17,4.6778351109803679e-20,1.4230538390353387e-14,1.6459885998364587e-19,0.005689539265525935,0.0011369343601910472,2.302933549007055e-08,6.7264924025975172e-11,6.5110042048865644e-06,4.3949732803173271e-09,3.4658507624562744e-12,3.1454811850307274e-08,1.2644024412041875e-07,5.8464389848789218e-13,1.1358971842625001e-12,9.7995893453487977e-16,1.058811366402772e-14,1.6577804681778887e-10
6.136961221504473e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33073178955398347,0.11297728850502867,0.022251402253453401,0.0,6.9180211603311356e-12,3.2225718978508191e-07,1.3989910583000545e-06,4.2667027842859134e-12,4.1828139277575943e-24,9.702393136689316e-07,2.3447956763240234e-25,6.7788939575450659e-09,1.4685750708653454e-19,1.026420525651774e-15,1.0364490015795158e-17,4.7044060004540397e-20,1.4321194456050838e-14,1.6604517214763062e-19,0.0056901270809229772,0.0011389314793100222,2.3067443827179481e-08,6.7575127400278759e-11,6.5295501689322197e-06,4.4292399853704273e-09,3.4789691745604787e-12,3.1540909516326282e-08,1.2642522869510094e-07,5.8605411377567665e-13,1.1399997758805873e-12,9.8544607089190348e-16,1.0656838397195234e-14,1.6629896122647639e-10
6.147993748816416e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33072919080248286,0.11297669720400823,0.022250401231306099,0.0,6.9672873854080299e-12,3.2469988208361135e-07,1.4040446462051332e-06,4.2940586770839741e-12,4.2174564053320035e-24,9.7331529330687046e-07,2.3730676481257309e-25,6.7954999457888023e-09,1.4794609868307078e-19,1.0347421988075349e-15,1.0430059861342855e-17,4.73107292708184e-20,1.4412251546233879e-14,1.6750221184921912e-19,0.0056907101424285168,0.0011409284686075662,2.3105554116420981e-08,6.7886108122219218e-11,6.5481067205633903e-06,4.4637039661501367e-09,3.4921234701914075e-12,3.162706372559517e-08,1.2641031637761964e-07,5.8746577996266625e-13,1.1441090480553476e-12,9.9095492125203719e-16,1.0725918983747376e-14,1.6682060663006319e-10
6.159026276128359e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33072659688737294,0.11297611060755737,0.022249400269906443,0.0,7.0168207909140087e-12,3.2715617404507255e-07,1.4091064918495979e-06,4.3215545585783792e-12,4.2523218522531711e-24,9.7639577754105555e-07,2.4016392758817115e-25,6.8121270893370257e-09,1.4904140187836734e-19,1.0431159300106755e-15,1.0495930089041649e-17,4.7578360492400016e-20,1.450371054918872e-14,1.6897004526483073e-19,0.0056912884864405823,0.0011429253281495546,2.3143666352680003e-08,6.8197865799342414e-11,6.566673771226472e-06,4.4983658922411054e-09,3.5053136534038396e-12,3.1713274078311831e-08,1.2639550647730394e-07,5.8887889686892305e-13,1.1482250018610558e-12,9.9648553414384784e-16,1.0795356816324593e-14,1.6734298268553471e-10
6.170058803440302e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33072400777255795,0.11297552867955771,0.022248399369221003,0.0,7.0666223464964165e-12,3.2962610946252916e-07,1.4141765966717723e-06,4.3491909702676203e-12,4.287411333324965e-24,9.794807649679109e-07,2.4305133181269612e-25,6.8287753815594945e-09,1.5014345052991756e-19,1.0515419420457808e-15,1.0562101612389416e-17,4.7846955253409147e-20,1.4595572352028887e-14,1.7044873890489281e-19,0.0056918621490785869,0.001144922058001414,2.3181780530849383e-08,6.8510400034164294e-11,6.5852512323999118e-06,4.5332264330784417e-09,3.5185397309806741e-12,3.1799540176296322e-08,1.263807983060356e-07,5.9029346431702296e-13,1.1523476383665445e-12,1.0020379580897987e-15,1.0865153291198886e-14,1.678660890498954e-10
6.181091330752244e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33072142342221872,0.11297495138416742,0.022247398529216578,0.0,7.1166930231305389e-12,3.3210973210885126e-07,1.4192549621043792e-06,4.376968455045624e-12,4.3227259169441378e-24,9.8257025418365687e-07,2.4596925551353132e-25,6.8454448156047215e-09,1.5125227863084104e-19,1.0600204581285602e-15,1.0628575345960767e-17,4.8116515138330254e-20,1.4687837840686873e-14,1.7193835961517943e-19,0.0056924311661854451,0.0011469186582281324,2.321989664582958e-08,6.8823710422003144e-11,6.6038390155988065e-06,4.5682862579366327e-09,3.5318017038699973e-12,3.1885861619882332e-08,1.2636619118139117e-07,5.9170948213135783e-13,1.1564769586359948e-12,1.0076122416143686e-15,1.0935309808277663e-14,1.683899253801687e-10
6.192123858064187e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33071884380081101,0.11297437868581901,0.022246397749860172,0.0,7.1670337931125895e-12,3.3460708573599817e-07,1.4243415895745514e-06,4.4048875572032322e-12,4.3582666751067188e-24,9.8566424378431178e-07,2.4891797890632747e-25,6.8621353844004653e-09,1.5236792031028009e-19,1.0685517019047235e-15,1.0695352205399559e-17,4.8387041732007532e-20,1.4780507899905931e-14,1.7343897457815381e-19,0.0056929955733297068,0.0011489151288942563,2.3258014692528371e-08,6.9137796551853184e-11,6.6224370323754016e-06,4.6035460359184613e-09,3.5450995735529066e-12,3.1972238008871459e-08,1.2635168442567547e-07,5.931269501283612e-13,1.1606129637292695e-12,1.0132084332245116e-15,1.1005827771107582e-14,1.689144913333974e-10
6.20315638537613e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33071626887306343,0.11297381054921728,0.022245397031119021,0.0,7.2176456300530419e-12,3.3711821407430091e-07,1.429436480503786e-06,4.4329488224296652e-12,4.3940346834143756e-24,9.8876273236569025e-07,2.5189778440946448e-25,6.8788470806541885e-09,1.5349040983379637e-19,1.0771358974489898e-15,1.0762433107411427e-17,4.8658536619643975e-20,1.4873583413231844e-14,1.7495065131431519e-19,0.0056935554058076439,0.0011509114700638981,2.329613466586175e-08,6.9452658008223157e-11,6.6410451943188527e-06,4.6390064359439488e-09,3.558433346601407e-12,3.2058668944228968e-08,1.2633727736426594e-07,5.9454586811980951e-13,1.1647556547006809e-12,1.0188265814215588e-15,1.1076708586878419e-14,1.6943978656664375e-10
6.214188912688073e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33071369860397493,0.11297324693933716,0.022244396372960582,0.0,7.2685295088697628e-12,3.3964316083174608e-07,1.4345396363079333e-06,4.4611527978139868e-12,4.4300310210807832e-24,9.9186571852340699e-07,2.5490895665859027e-25,6.8955798968535624e-09,1.5461978160376817e-19,1.0857732692640262e-15,1.0829818969756282e-17,4.8931001386800482e-20,1.4967065263004739e-14,1.7647345768354877e-19,0.0056941106986453357,0.0011529076818007377,2.3334256560753713e-08,6.9768294368323835e-11,6.6596634130591272e-06,4.6746681267392789e-09,3.571803022295789e-12,3.2145154025671892e-08,1.2632296932805306e-07,5.9596623592418366e-13,1.1689050325996721e-12,1.0244667347110231e-15,1.1147953666426903e-14,1.6996581073698996e-10
6.225221440000015e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33071113295881288,0.11297268782142178,0.022243395775352507,0.0,7.3196864057807988e-12,3.4218196969326116e-07,1.4396510583972035e-06,4.4895000318465798e-12,4.4662567709379285e-24,9.949732008528783e-07,2.57951782521238e-25,6.912333825266943e-09,1.5575607015978804e-19,1.0944640422792721e-15,1.0897510711240841e-17,4.9204437619394948e-20,1.5060954330350912e-14,1.7800746188648069e-19,0.0056946614866007529,0.0011549037641680271,2.3372380372135589e-08,7.0084705202652284e-11,6.6782916002674126e-06,4.7105317768257589e-09,3.5852085990229077e-12,3.2231692852713463e-08,1.2630875965238591e-07,5.9738805335609291e-13,1.1730610984715824e-12,1.0301289415741941e-15,1.1219564424240567e-14,1.7049256350153787e-10
6.236253967311958e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33070857190311148,0.1129721331609803,0.022242395238262703,0.0,7.3711172982977106e-12,3.447346843200003e-07,1.4447707481761317e-06,4.5179910744205903e-12,4.5027130194424427e-24,9.98085177949321e-07,2.6102655111152155e-25,6.9291088579438624e-09,1.5689931017906169e-19,1.1032084418499566e-15,1.0965509251711131e-17,4.9478846903701299e-20,1.5155251495174745e-14,1.7955273246583588e-19,0.0056952078041657894,0.0011568997172285937,2.341050609494722e-08,7.0401890077914212e-11,6.696929667656605e-06,4.7465980545087575e-09,3.5986500834489503e-12,3.2318285025620417e-08,1.2629464767614198e-07,5.9881132021684296e-13,1.1772238533561722e-12,1.0358132504878613e-15,1.1291542278461568e-14,1.7102004451740969e-10
6.250012445223852e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33070538443260916,0.11297144764704582,0.022241147570154583,0.0,7.4356412864314866e-12,3.4793768171852861e-07,1.4511670129592876e-06,4.5537241044391852e-12,4.5485016059597536e-24,1.0019723675774388e-06,2.6490624157042248e-25,6.9500582748360869e-09,1.5833481829178456e-19,1.1141889156915623e-15,1.1050740347519903e-17,4.9822423870731911e-20,1.5273421030024097e-14,1.8149570360789042e-19,0.0056958828957440989,0.0011593886553941024,2.3458054708527061e-08,7.079852984096205e-11,6.7201865955475935e-06,4.7918606231483246e-09,3.6154630405106266e-12,3.2426346795553507e-08,1.2627718476673771e-07,6.0058828279054471e-13,1.18242452832888e-12,1.0429330976433185e-15,1.1381821154666309e-14,1.7167887702550008e-10
6.263770923135747e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33070220398077577,0.11297076894642366,0.02223989999605443,0.0,7.5005948204422413e-12,3.5116245802794303e-07,1.4575761406627631e-06,4.5896827176084536e-12,4.5946524854155579e-24,1.0058665426293524e-06,2.6883663327317685e-25,6.9710404843822093e-09,1.5978125941289041e-19,1.1252535804049673e-15,1.1136451802563769e-17,5.0167519689096128e-20,1.5392228312578341e-14,1.8345643791372756e-19,0.0056965511539259234,0.0011618773926768526,2.3505606277156756e-08,7.1196371848106578e-11,6.7434585809793725e-06,4.8374406556945748e-09,3.6323318212237371e-12,3.2534490128349694e-08,1.2625987151992521e-07,6.0236749889906497e-13,1.1876356097683451e-12,1.0500874876629958e-15,1.1472675922146252e-14,1.7233884092367847e-10
6.277529401047641e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33069903048247729,0.11297009699392957,0.02223865251590134,0.0,7.5659798045527265e-12,3.5440909776264932e-07,1.4639981339734568e-06,4.6258679896285595e-12,4.6411677887604836e-24,1.0097677003792325e-06,2.7281830185235825e-25,6.9920554697390409e-09,1.6123870170363121e-19,1.1364028758307038e-15,1.1222645407555508e-17,5.0514137437661183e-20,1.5511675041293422e-14,1.8543507057692929e-19,0.0056972126438975873,0.0011643659291959622,2.3553160791075612e-08,7.1595415223986357e-11,6.7667454530176373e-06,4.8833394467441754e-09,3.6492564591365303e-12,3.2642714250306943e-08,1.2624270668003473e-07,6.0414896810598458e-13,1.1928570996598003e-12,1.0572765144637846e-15,1.1564109355311469e-14,1.7299993554707414e-10
6.291287878959535e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33069586387320249,0.11296943172500096,0.022237405129634912,0.0,7.6317981460379353e-12,3.5767768537181499e-07,1.4704329955644775e-06,4.6622809996083833e-12,4.6880496557800295e-24,1.0136758381007861e-06,2.7685182853642468e-25,7.0131032135395143e-09,1.6270721366245332e-19,1.1476372428272798e-15,1.1309322955640364e-17,5.0862280196145743e-20,1.5631762911582573e-14,1.8743173763339355e-19,0.0056978674302237253,0.0011668542650695602,2.360071824054314e-08,7.1995659071285991e-11,6.790047040851511e-06,4.929558290251674e-09,3.6662369384563014e-12,3.275101838297827e-08,1.2622568900666238e-07,6.0593269005476768e-13,1.1980889999751365e-12,1.0645002720354163e-15,1.1656124237452956e-14,1.7366216023086774e-10
6.30367050908024e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33069301976214915,0.11296883864454908,0.022236282562218705,0.0,7.6914067527356373e-12,3.6063824939570571e-07,1.47623537557427e-06,4.6952483191796059e-12,4.7305585237063429e-24,1.0171991276723128e-06,2.8052682616262305e-25,7.032074176654428e-09,1.640383958782506e-19,1.1578212745045304e-15,1.138774800423823e-17,5.117691510833441e-20,1.5740391569676938e-14,1.8924427050618336e-19,0.00569845105916669,0.0011690935959007263,2.3643522446924295e-08,7.2356904178483881e-11,6.8110309108329927e-06,4.971429963169732e-09,3.6815670813916807e-12,3.2848559866263315e-08,1.2621049791318145e-07,6.0753996562875496e-13,1.2028066127932451e-12,1.0710314263024696e-15,1.1739437077810679e-14,1.742591280984906e-10
6.316053139200944e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33069018113328652,0.11296825087978594,0.022235160070758844,0.0,7.7513693209142887e-12,3.6361672101431543e-07,1.4820481829743916e-06,4.7284017748223049e-12,4.7733676209945365e-24,1.0207280668241099e-06,2.84244735911351e-25,7.0510716462228289e-09,1.6537865069591908e-19,1.1680748948845192e-15,1.1466567811724365e-17,5.1492790020126156e-20,1.5849542154868135e-14,1.9107162247757703e-19,0.0056990293561593125,0.0011713327643886509,2.3686329016155529e-08,7.2719120257256212e-11,6.8320264380045744e-06,5.0135628684551107e-09,3.6969424525473269e-12,3.2946164962171296e-08,1.2619542413691115e-07,6.0914906532101824e-13,1.207532661065472e-12,1.0775908570057546e-15,1.182322519506122e-14,1.7485701029199442e-10
