Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),CH3OO(84),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56)
2.2904750950629777e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33252358333674747,0.11406069817934006,0.022604620775949481,1.1734835537914069e-21,2.5789827465532e-14,5.0035381558714857e-09,1.4714899030373019e-07,1.8306565967163282e-13,1.0542254345168511e-12,1.8006166776745039e-07,6.0547918128808312e-23,2.9025996786193531e-10,5.4798920009562148e-16,1.3155962788791838e-17,6.4662365916385949e-21,2.4581522179440202e-22,1.0133383504106441e-12,3.0921099571568614e-18,0.004608798033212653,0.00043374661577190123,9.926237266898348e-09,5.1123131038918895e-12,1.2925759507442598e-06,3.1040908565761862e-11,7.604132088797225e-13,6.2107923590531669e-09,1.264363422624921e-07,1.5987466501336236e-13,5.8912796808694255e-11
2.3119766183173194e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33250217945071653,0.11404331015137695,0.022602617519386286,1.2448058822405977e-21,2.6735659866786217e-14,5.1996098493628715e-09,1.5092110216397642e-07,1.8724909162177552e-13,1.079543750111238e-12,1.8281441870196624e-07,6.4447832009231723e-23,2.96366957280952e-10,5.6963618955863826e-16,1.3691228228110015e-17,6.7334583091249524e-21,2.5487913724255179e-22,1.0373190982515901e-12,3.242029107063036e-18,0.0046261789014624731,0.00043774935565655095,9.9988567353528438e-09,5.237352568452382e-12,1.3122169491783492e-06,3.1517024768947097e-11,7.6795105888474784e-13,6.3277506775673941e-09,1.2688109521973039e-07,1.6222898688892285e-13,6.1345088964003881e-11
2.333478141571661e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33248103577746496,0.11402618148581983,0.022600614696636868,1.3196679900365922e-21,2.7708727958230905e-14,5.4016164097008933e-09,1.5474097215030171e-07,1.914963771427703e-13,1.105245242996097e-12,1.8558617180231534e-07,6.8562843528307242e-23,3.025544150355035e-10,5.9194598284866224e-16,1.4243528821850413e-17,7.0092870212561069e-21,2.6417251599931648e-22,1.0616516670263488e-12,3.3978449088354552e-18,0.0046433003569815341,0.00044175118014632759,1.0071480152399619e-08,5.3643356851059863e-12,1.3319896535355859e-06,3.1996389848096322e-11,7.7554441111274124e-13,6.4451648625807244e-09,1.2730894903367736e-07,1.6458121107973186e-13,6.3855089877406879e-11
2.3549796648260027e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33246014845156169,0.11400930832397843,0.022598612304490041,1.3982051443356447e-21,2.8709629144594533e-14,5.6096859022727096e-09,1.5860832295369816e-07,1.9580805848681132e-13,1.1313324956271453e-12,1.883769143051252e-07,7.2902883350844935e-23,3.0882275779682725e-10,6.1493320553437904e-16,1.4813259730745505e-17,7.2939275825656835e-21,2.736982050245095e-22,1.0863381840270016e-12,3.5597371557077745e-18,0.0046601662584715847,0.00044575209594088663,1.0144107774754662e-08,5.4932754394079749e-12,1.3518938130867707e-06,3.2479000686739657e-11,7.8319372253703251e-13,6.5630171248100585e-09,1.2772019982756756e-07,1.669311154179727e-13,6.6444575074128828e-11
2.3764811880803443e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33243951366510188,0.11399268686459872,0.022596610339782566,1.480556161539064e-21,2.9738970538890666e-14,5.8239480440530608e-09,1.6252287262854389e-07,2.0018467974774596e-13,1.157808087999273e-12,1.9118663352941512e-07,7.7478254074889604e-23,3.1517239966528669e-10,6.3861268585968922e-16,1.5400821935678563e-17,7.5875883324660834e-21,2.8345903423789964e-22,1.1113807713539243e-12,3.7278895922564645e-18,0.0046767804071979127,0.00044975210964866855,1.0216739852027772e-08,5.6241847635585342e-12,1.3719291737749437e-06,3.29648541842387e-11,7.9089944582976337e-13,6.6812902538650703e-09,1.2811514791370472e-07,1.6927849357107814e-13,6.9115344603808208e-11
2.397982711334686e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33241912766684767,0.11397631336300428,0.022594608799398359,1.5668634541167437e-21,3.0797369067928477e-14,6.0445342085185385e-09,1.6648433504826621e-07,2.0462678687076804e-13,1.1846745976587189e-12,1.9401531687449168e-07,8.2299640976918478e-23,3.2160375216160509e-10,6.6299945595280506e-16,1.6006622272718528e-17,7.8904811441518564e-21,2.9345781626749785e-22,1.1367815459340902e-12,3.9024899688775269e-18,0.0046931465478480426,0.000453751227787904,1.0289376626868226e-08,5.7570765356935546e-12,1.3920954781793411e-06,3.3453947255401419e-11,7.9866202983566808e-13,6.7999676276206741e-09,1.2849409732474901e-07,1.7162315482801494e-13,7.1869223133657734e-11
2.4194842345890277e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33239898676138585,0.1139601841302543,0.022592607680267864,1.657273077333997e-21,3.1885451578051178e-14,6.2715774303407681e-09,1.7049242035016094e-07,2.0913492766197266e-13,1.2119345997148572e-12,1.9686295181790239e-07,8.7378123041980241e-23,3.281172242178983e-10,6.8810875303205619e-16,1.6631073467827486e-17,8.2028214743594813e-21,3.0369734623322714e-22,1.162542619538968e-12,4.0837300966839297e-18,0.0047092683693736098,0.00045774945678759839,1.0362018335107715e-08,5.8919635791853258e-12,1.4123924654850777e-06,3.3946276830107751e-11,8.0648192000100941e-13,6.9190332167733282e-09,1.2885735536076676e-07,1.7396492379745876e-13,7.4708060038488014e-11
2.438835605517935e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33238106649087956,0.11394587366599135,0.022590807030722224,1.7422729179612989e-21,3.2890631806632028e-14,6.4815484093903418e-09,1.7413931744694774e-07,2.1324916742913923e-13,1.2368071639378037e-12,1.9944201659520939e-07,9.21780562122304e-23,3.3404989718155093e-10,7.1133764075692108e-16,1.7209371918569052e-17,8.4921864024607593e-21,3.1312105859647666e-22,1.1860373826879834e-12,4.2526850467584869e-18,0.0047235721205539857,0.00046134710791545589,1.0427400280111314e-08,6.0150784291977103e-12,1.4307712696185041e-06,3.4392138132275302e-11,8.135691834967456e-13,7.0265114046792685e-09,1.2917112773420831e-07,1.7606991012041421e-13,7.7337201151053385e-11
2.4581869764468423e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33236333917978805,0.11393175550351062,0.022589006717769131,1.8308286414508499e-21,3.3920843088392384e-14,6.6969580437716172e-09,1.7782352592635908e-07,2.1741774169694353e-13,1.2620024147213477e-12,2.0203641306300545e-07,9.7204193005892512e-23,3.4004971056576319e-10,7.3517568390180024e-16,1.7803425916056102e-17,8.7895435042926701e-21,3.2274403910901899e-22,1.2098272266747759e-12,4.4273225606401647e-18,0.004737683529241578,0.0004649440485393363,1.0492786569387079e-08,6.139829060726803e-12,1.449255517891363e-06,3.4840616309795579e-11,8.2070354380223724e-13,7.13428070802925e-09,1.29472669017221e-07,1.7817231694483236e-13,8.0038059802950941e-11
2.4775383473757497e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33234580224686266,0.11391782706609896,0.022587206739264652,1.9230544763224807e-21,3.4976563425409664e-14,6.9179067847226329e-09,1.81544828423894e-07,2.2164105371978e-13,1.2875222243024301e-12,2.0464613224709375e-07,1.0246547336310894e-22,3.4611695706737377e-10,7.5963442129011404e-16,1.8413548711192631e-17,9.0950574953290259e-21,3.3256828833637189e-22,1.2339136803388053e-12,4.6077911260133752e-18,0.0047516051721571322,0.00046854028316445747,1.0558177361245182e-08,6.2662247054639599e-12,1.4678450130007192e-06,3.5291709154422548e-11,8.2788532014724633e-13,7.2423306919919776e-09,1.2976220827966795e-07,1.8027204710952572e-13,8.2812035864893781e-11
2.496889718304657e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33232845314544984,0.11390408581158167,0.022585407093093621,2.0190671573905688e-21,3.6058277592189602e-14,7.1444961840973728e-09,1.8530300617527475e-07,2.2591950799627117e-13,1.3133684633469762e-12,2.0727116521974334e-07,1.079711243382547e-22,3.5225192766183355e-10,7.847255292969186e-16,1.9040057504271598e-17,9.408895569845816e-21,3.4259579495979031e-22,1.2582982691799687e-12,4.7942420334788876e-18,0.0047653395914827477,0.00047213581623989007,1.0623572809864492e-08,6.394274557486288e-12,1.4865395553495088e-06,3.5745414466908418e-11,8.3511483022169305e-13,7.3506513175917721e-09,1.3003997566825212e-07,1.8236901271405345e-13,8.5660545628538619e-11
2.5162410892335643e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33231128936303284,0.11389052923186362,0.022583607777169272,2.1189859532466842e-21,3.7166477198404536e-14,7.3768288965815377e-09,1.8909783924672745e-07,2.302535102746181e-13,1.3395430009559888e-12,2.0991150309860928e-07,1.1373066734210357e-22,3.5845491159757067e-10,8.1046082255297271e-16,1.9683273464629212e-17,9.7312274322769384e-21,3.5282853572605012e-22,1.28298251536826e-12,4.9868294099753134e-18,0.0047788892953208742,0.00047573065215910504,1.0688973065369356e-08,6.5239877728132635e-12,1.5053389430299398e-06,3.6201730056806181e-11,8.4239239062265051e-13,7.4592329452469323e-09,1.3030620217081149e-07,1.8446313498589269e-13,8.8585021851720066e-11
2.5355924601624716e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33229430842076885,0.11387715485246731,0.02258180878943283,2.2229326937582095e-21,3.8301660751580988e-14,7.6150086819463052e-09,1.9292910676714242e-07,2.3464346755797642e-13,1.3660477046717157e-12,2.1256713704564311e-07,1.1975392533427631e-22,3.6472619639039083e-10,8.3685225464938827e-16,2.0343521750351816e-17,1.0062225328420995e-20,3.6326847539119314e-22,1.3079679377535039e-12,5.1857102521263569e-18,0.0047922567581562374,0.00047932479526052469,1.0754378273906086e-08,6.6553734689014342e-12,1.5242429718092018e-06,3.6660653742270485e-11,8.497183177084774e-13,7.5680663358346718e-09,1.305611193811895e-07,1.8655434412075002e-13,9.1586913804252677e-11
2.554943831091379e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33227750787303917,0.11386396023208335,0.022580010127853115,2.3310317975562685e-21,3.9464333719864302e-14,7.8591404071136072e-09,1.9679658714890627e-07,2.3908978810973765e-13,1.3928844404835348e-12,2.1523805826604443e-07,1.2605103026761834e-22,3.7106606781778149e-10,8.6391191883958168e-16,2.1021131527697408e-17,1.040206407729614e-20,3.739175666888214e-22,1.3332560518747993e-12,5.3910444599264121e-18,0.0048054444213052891,0.0004829182498280629,1.0819788577717815e-08,6.7884407244349384e-12,1.5432514351271043e-06,3.7122183349865989e-11,8.5709292665255652e-13,7.6771426405519875e-09,1.3080495928671308e-07,1.8864257887740202e-13,9.4667687310986006e-11
2.5723600649273956e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33226253962252789,0.11385223677632865,0.022578391609638575,2.4319762014243191e-21,4.0534666269346513e-14,8.0840354345491383e-09,2.003080979391318e-07,2.431400056501877e-13,1.4173229311497477e-12,2.1765495074826973e-07,1.3196119287476337e-22,3.7683082846476727e-10,8.8884706322337438e-16,2.1646099703719807e-17,1.0715624467264601e-20,3.8368217773162446e-22,1.3562754059508047e-12,5.581497398290315e-18,0.0048171615807781629,0.00048615177373953288,1.087866232208522e-08,6.9096464596458473e-12,1.5604481710288299e-06,3.7539786270408134e-11,8.6377195775076391e-13,7.7755120151905114e-09,1.31015135981675e-07,1.9051940334409466e-13,9.7509052073769276e-11
2.589776298763412e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33224771380022872,0.11384065524052124,0.022576773352545217,2.5364813223525533e-21,4.1628058783953633e-14,8.313915385481045e-09,2.0384859914599027e-07,2.4723650856651841e-13,1.4420332361425141e-12,2.2008421247974075e-07,1.3810947189121955e-22,3.8265158022407059e-10,9.1434239899837063e-16,2.2285646222989371e-17,1.1036620795883463e-20,3.9361918012325436e-22,1.3795422654287096e-12,5.7774301877023093e-18,0.0048287367873685446,0.00048938474641210014,1.0937540404087348e-08,7.032228142609953e-12,1.5777291757931589e-06,3.7959496661081631e-11,8.7049090600134234e-13,7.8740654170172965e-09,1.3121669732505264e-07,1.9239374315519993e-13,1.004166036497825e-10
2.6071925325994288e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33223302869055643,0.11382921391210235,0.022575155355148195,2.6446433496234293e-21,4.2744894461564326e-14,8.548859015820136e-09,2.0741792858590239e-07,2.5137959712187116e-13,1.4670167125644798e-12,2.2252583713484029e-07,1.4450392590217135e-22,3.8852852779303892e-10,9.4040703510319777e-16,2.294001945173054e-17,1.1365185981091744e-20,4.0372997236491025e-22,1.4030577282948151e-12,5.9789655625532434e-18,0.0048401717536401961,0.00049261717085761993,1.099642291960007e-08,7.1561923092616967e-12,1.5950942939468301e-06,3.8381312954182688e-11,8.7725000117414282e-13,7.9727972138252217e-09,1.3140981239597198e-07,1.9426557089814855e-13,1.0339144518418948e-10
2.6246087664354453e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33221848259863396,0.11381791109918429,0.022573537616039863,2.756560239624647e-21,4.3885561223364622e-14,8.788945812523006e-09,2.1101592412327289e-07,2.5556957241918639e-13,1.4922747165134748e-12,2.2497981841381302e-07,1.5115283546529239e-22,3.944618747141732e-10,9.6705017385208035e-16,2.3609470433567031e-17,1.1701454710118655e-20,4.1401594504708836e-22,1.4268228903861095e-12,6.1862282469792235e-18,0.0048514681714856654,0.00049584905005351236,1.1055309962117801e-08,7.2815454692789224e-12,1.6125433684634596e-06,3.8805233587066069e-11,8.840494717232109e-13,8.0717020262479268e-09,1.3159465001249827e-07,1.9613486423942797e-13,1.0643469078399355e-10
2.642025000271462e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3322040738500408,0.11380674513030119,0.022571920133829571,2.8723317321328075e-21,4.5050451750869101e-14,9.0342559945405721e-09,2.1464242378361215e-07,2.5980673640421194e-13,1.5178086030856444e-12,2.2744615004219873e-07,1.5806470787012305e-22,4.0045182337169622e-10,9.9428111134563682e-16,2.4294252900559589e-17,1.2045563459131519e-20,4.2447848086045923e-22,1.4508388453954796e-12,6.3993449752100983e-18,0.0048626277123757135,0.0004990803869430716,1.1114201622794347e-08,7.4082941052048927e-12,1.6300762407442039e-06,3.9231257002041525e-11,8.9088954862475609e-13,8.1707747406674185e-09,1.3177137860461282e-07,1.9800160615004537e-13,1.0954746553958186e-10
2.6547636052542106e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33219362099517458,0.11379866379922664,0.022570737234708788,2.9595086715408136e-21,4.5918044968846943e-14,9.2170351799884665e-09,2.1731287855327831e-07,2.6293594290944174e-13,1.5366601018216636e-12,2.2925789423953609e-07,1.6329173563894898e-22,4.0486895583757938e-10,1.0145760036476794e-15,2.4804973021676541e-17,1.2302295886364388e-20,4.3224359530052829e-22,1.4685640585054247e-12,6.5590040281566974e-18,0.004870704321036548,0.0005014435139715891,1.1157279215325779e-08,7.5018880986503799e-12,1.642953125988712e-06,3.9544190201101096e-11,8.959183719594476e-13,8.2433421315533103e-09,1.3189560389279234e-07,1.9936535811616806e-13,1.1186889575720951e-10
2.6675022102369592e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33218324008997113,0.11379065415339569,0.022569554471755283,3.0488423651204703e-21,4.6798967057191062e-14,9.4026839739179763e-09,2.1999843270944466e-07,2.6609067502192323e-13,1.5556604454063168e-12,2.3107623981061177e-07,1.6866761209750971e-22,4.0931655495622596e-10,1.0351940828830389e-15,2.5324133523651126e-17,1.2563351215328618e-20,4.4010443793054821e-22,1.4864244504960688e-12,6.7219147833215938e-18,0.0048787092268464671,0.00050380635356288869,1.1200359360048058e-08,7.5962346110251391e-12,1.6558746922823654e-06,3.985824690373837e-11,9.0096913208170693e-13,8.3159949102317608e-09,1.3201564643219726e-07,2.0072773518470526e-13,1.1422857832137351e-10
2.680240815219708e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33217293049958924,0.11378271555908696,0.022568371844441763,3.1403736822266946e-21,4.7693376574147458e-14,9.5912345109315805e-09,2.2269902322975425e-07,2.6927105175298906e-13,1.5748101630676958e-12,2.3290118432498426e-07,1.7419590533341408e-22,4.1379469873599526e-10,1.0561390826062659e-15,2.5851836442021427e-17,1.2828784702247156e-20,4.4806154179674017e-22,1.504420447152832e-12,6.888128910764841e-18,0.0048866430635287278,0.00050616890683453355,1.124344209032232e-08,7.6913361513366387e-12,1.668840875977376e-06,4.017342650529347e-11,9.0604191976342958e-13,8.3887313258884026e-09,1.3213157155873463e-07,2.0208873550365399e-13,1.1662696467106497e-10
2.6929794202024565e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33216269159480138,0.11377484738818248,0.022567189352245633,3.234144018803524e-21,4.8601433477029752e-14,9.7827191359631086e-09,2.2541458724320417e-07,2.7247719235812484e-13,1.5941097837501847e-12,2.3473272535890993e-07,1.7988025319191741e-22,4.1830346485033079e-10,1.0774147636192927e-15,2.6388184592535503e-17,1.3098652135123775e-20,4.5611543770538073e-22,1.5225524736525254e-12,7.0576986761826051e-18,0.0048945064592030834,0.00050853117489462266,1.1286527438879062e-08,7.7871952207550483e-12,1.6818516129764553e-06,4.0489728402425725e-11,9.1113682571269898e-13,8.4615496972297046e-09,1.3224344439758593e-07,2.0344835850994666e-13,1.1906450940850207e-10
2.705718025185205e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33215252275194401,0.11376704901811854,0.02256600699464888,3.3301953008144757e-21,4.9523299129949864e-14,9.9771704044245199e-09,2.2814506205049168e-07,2.7570921633757868e-13,1.6135598361150528e-12,2.3657086049523383e-07,1.8572436434443132e-22,4.2284293063703581e-10,1.0990249140567142e-15,2.6933281573380692e-17,1.3373009838007723e-20,4.642666542300308e-22,1.540820954564375e-12,7.2306769452534353e-18,0.0049023000364350902,0.00051089315884185341,1.132961543782607e-08,7.8838143125162421e-12,1.6949068387319141e-06,4.0807151993093795e-11,9.16253940876845e-13,8.5344484122211265e-09,1.3235132984293166e-07,2.0480660491415294e-13,1.2154167030287947e-10
2.7184566301679538e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33214242335286892,0.11375931983183665,0.022564824771138081,3.4285699876780018e-21,5.0459136311543409e-14,1.0174621082343435e-08,2.3089038514376155e-07,2.7896724343696908e-13,1.6331608485410363e-12,2.384155873232824e-07,1.9173201937049031e-22,4.2741317309754746e-10,1.1209733494709484e-15,2.7487231767398239e-17,1.3651914675284749e-20,4.7251571771958093e-22,1.5592263138510397e-12,7.4071171880000912e-18,0.0049100244122849352,0.00051325485976558424,1.137270611865629e-08,7.9811959118779905e-12,1.708006488245053e-06,4.1125696676535973e-11,9.2139335644569818e-13,8.6074259275586411e-09,1.3245529253854395e-07,2.0616347667317397e-13,1.2405890829397815e-10
2.7311952351507024e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33213239278489465,0.11375165921773514,0.022563642681204348,3.5293110757062988e-21,5.1409109222690853e-14,1.0375104146498086e-08,2.3365049422619893e-07,2.8225139364789089e-13,1.6529133491249221e-12,2.4026690343875625e-07,1.9790707184359873e-22,4.3201426889621302e-10,1.1432639129173576e-15,2.8050140344294392e-17,1.3935424055972676e-20,4.8086315230634155e-22,1.5777689748696226e-12,7.587073483155011e-18,0.0049176801983561533,0.00051561627874589669,1.141579951225564e-08,8.0793424960718255e-12,1.7211504960657551e-06,4.1445361853250696e-11,9.2655516387467005e-13,8.6804807679524936e-09,1.3255539685872223e-07,2.0751897696082154e-13,1.2661668749573829e-10
2.743933840133451e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33212243044075745,0.11374406656962037,0.022562460724343265,3.632462101548296e-21,5.2373383494232457e-14,1.0578652784546883e-08,2.3642532723129293e-07,2.8556178720852069e-13,1.6728178656821227e-12,2.4212480644362362e-07,2.0425344942453573e-22,4.3664629435956665e-10,1.1659004750393052e-15,2.8622113262842151e-17,1.4223595938029874e-20,4.8930947991447225e-22,1.5964493603726825e-12,7.7706005225339826e-18,0.0049252680008441034,0.00051797741685365964,1.1458895648910844e-08,8.1782565342544437e-12,1.7343387962921033e-06,4.1766146924977039e-11,9.3173945491379121e-13,8.7536115253970392e-09,1.3265170688957357e-07,2.0887311013850634e-13,1.2921547519975479e-10
2.7566724451161997e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33211253571856419,0.11373654128665893,0.022561278900054896,3.7380671456384567e-21,5.3352126194676133e-14,1.0785300395148002e-08,2.39214822341469e-07,2.8889854460421885e-13,1.6928749257472436e-12,2.4398929394601587e-07,2.1077515496863991e-22,4.4130932547560641e-10,1.1888869341530752e-15,2.9203257273066723e-17,1.4516488832691049e-20,4.9785522026924238e-22,1.6152678925092289e-12,7.9577536154259887e-18,0.0049327884205839188,0.00052033827515059021,1.1501994558317091e-08,8.277940487461087e-12,1.7475713225700394e-06,4.208805129467568e-11,9.3694632162479822e-13,8.8268168584364454e-09,1.3274428641093056e-07,2.1022588172623172e-13,1.3185574187862725e-10
2.7694110500989484e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33210270802174391,0.11372908277333026,0.022560097207843695,3.8461708356519458e-21,5.4345505837898189e-14,1.099508058806841e-08,2.420189180060532e-07,2.9226178656812745e-13,1.7130850565746348e-12,2.458603635601242e-07,2.174762676481312e-22,4.4600343789307004e-10,1.2122272163326538e-15,2.9793679918413832e-17,1.4814161808832136e-20,5.0650089090717045e-22,1.6342249928257082e-12,8.1485886930003734e-18,0.004940242053097902,0.00052269885468931611,1.1545096269585615e-08,8.3783968085584061e-12,1.7608480080930898e-06,4.2411074366510047e-11,9.4217585640251926e-13,8.9000954913982424e-09,1.3283319887897367e-07,2.1157729837357642e-13,1.3453796118915471e-10
2.782149655081697e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33209294675900142,0.11372169043937966,0.022558915647218486,3.9568183499659548e-21,5.5353692390836803e-14,1.120802718428437e-08,2.4483755295870453e-07,2.9565163408176603e-13,1.7334487851389377e-12,2.4773801290609868e-07,2.2436094408672896e-22,4.5072870692071305e-10,1.2359252754943892e-15,3.0393489537904405e-17,1.5116674497357428e-20,5.1524700718678895e-22,1.6533210822669795e-12,8.3431623127277701e-18,0.004947629488642487,0.00052505915651343722,1.1588200811251177e-08,8.4796279421975053e-12,1.7741687856021435e-06,4.2735215545827835e-11,9.4742815199546142e-13,8.9734462136008861e-09,1.3291850740941225e-07,2.1292736783070737e-13,1.3726260997540336e-10
2.7948882600644456e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33208325134427047,0.11371436369977161,0.022557734217692454,4.0700554211270715e-21,5.6376857281177958e-14,1.1424174216074564e-08,2.4767066623439585e-07,2.9906820837562494e-13,1.7539666381356242e-12,2.4962223960994705e-07,2.3143341950496634e-22,4.55485207526586e-10,1.2599850934815594e-15,3.1002795268277321e-17,1.5424087095605019e-20,5.2409408229988536e-22,1.6725565811772826e-12,8.5415316628126274e-18,0.0049549513122548522,0.00052741918165758763,1.1631308211279485e-08,8.5816363247672582e-12,1.7875335873852825e-06,4.3060474239142665e-11,9.5270330152558586e-13,9.0468678785356813e-09,1.3300027476114632e-07,2.1427609891940363e-13,1.400301682716655e-10
2.8076268650471943e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33207362119666778,0.11370710197464368,0.022556552918783036,4.1859283393251144e-21,5.7415173405032706e-14,1.1643555927105257e-08,2.5051819718590776e-07,3.0251163092975673e-13,1.7746391419815251e-12,2.5151304130343635e-07,2.3869800887698757e-22,4.6027301433731396e-10,1.2844106801488318e-15,3.1621707046118842e-17,1.5736460371772024e-20,5.3304262728326631e-22,1.6919319093011992e-12,8.7437545666383096e-18,0.0049622081037991464,0.00052977893114749695,1.1674418497074549e-08,8.6844243843478243e-12,1.8009423452776574e-06,4.3386849854115941e-11,9.5800139850730428e-13,9.120359403024798e-09,1.3307856332044024e-07,2.1562350150413287e-13,1.4284111930530195e-10
2.820365470029943e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33206405574044617,0.1136999046892606,0.022555371750011953,4.3044839558739742e-21,5.8468815134605742e-14,1.186620677250667e-08,2.533800854997857e-07,3.059820234743648e-13,1.7954668228153532e-12,2.5341041562399436e-07,2.4615910810004941e-22,4.6509220163737654e-10,1.3092060734466052e-15,3.2250335609977779e-17,1.6053855669361928e-20,5.4209315103111598e-22,1.7114474857846038e-12,8.9498894872261527e-18,0.0049694004380122867,0.00053213840600005208,1.1717531695485945e-08,8.7879945406644333e-12,1.8143949906614184e-06,4.3714341799539101e-11,9.6332253686605111e-13,9.1939197663559824e-09,1.331534350856585e-07,2.1696958646320496e-13,1.456959494994545e-10
2.8331040750126916e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3320545544049508,0.11369277127396898,0.022554190710905132,4.4257696866997825e-21,5.9537958325854528e-14,1.2092161418940484e-08,2.5625627121175826e-07,3.0947950799038879e-13,1.8164502064982161e-12,2.5531436021461355e-07,2.5382119517692812e-22,4.6994284336838902e-10,1.3343753395052356e-15,3.2888792502465996e-17,1.6376334911654182e-20,5.5124616030793866e-22,1.7311037291756052e-12,9.1599955317085912e-18,0.0049765288845493366,0.00053449760722335644,1.1760647832815991e-08,8.8923492050412572e-12,1.8278914544656958e-06,4.4042949485315906e-11,9.6866681095618808e-13,9.2675480093967011e-09,1.3322495165256452e-07,2.1831436566004582e-13,1.485951484756272e-10
2.8458426799954402e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33204511662457281,0.11368570116415228,0.022553009800992677,4.5498335158365849e-21,6.0622780326138779e-14,1.2321454744658834e-08,2.5914669472164487e-07,3.1300420671008956e-13,1.8375898186141208e-12,2.5722487272375542e-07,2.6168883141079127e-22,4.7482501312838498e-10,1.3599225727191467e-15,3.3537190072344861e-17,1.6703960606194461e-20,5.6050215976202343e-22,1.7509010574254807e-12,9.3741324558156592e-18,0.0049835940080284555,0.0005368565358167929,1.180376693482682e-08,8.9974907803556127e-12,1.8414316671666224e-06,4.437267232244508e-11,9.7403431557834407e-13,9.3412432336881684e-09,1.3329317420015089e-07,2.1965785191458904e-13,1.5153920905614184e-10
2.858581284978189e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33203574183870499,0.11367869380018632,0.022551829019808848,4.6767239989297548e-21,6.1723459981859692e-14,1.2554121839554975e-08,2.6205129680776983e-07,3.1655624211762875e-13,1.8588861844704718e-12,2.5914195080525708e-07,2.6976666261233573e-22,4.7973878417109927e-10,1.3858518958308311e-15,3.4195641476598054e-17,1.7036795849304808e-20,5.6986165193939165e-22,1.7708398878896032e-12,9.5923606683745347e-18,0.0049905963680755023,0.00053921519277108382,1.1846889026747437e-08,9.1034216609923488e-12,1.8550155587874083e-06,4.4703509723003245e-11,9.7942514599609447e-13,9.415004600520305e-09,1.3335816347698559e-07,2.2100005897479764e-13,1.545286272664699e-10
2.8713198899609375e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33202642949169808,0.11367174862739494,0.022550648366891992,4.8064902667474247e-21,6.2840177646088441e-14,1.2790198005205493e-08,2.6497001864087808e-07,3.2013573694964984e-13,1.8803398290985619e-12,2.6106559211823806e-07,2.7805942031941372e-22,4.8468422940525543e-10,1.4121674600147402e-15,3.4864260682490196e-17,1.7374904330613772e-20,5.7932513729821986e-22,1.7909206373283547e-12,9.8147412358222815e-18,0.0049975365193682024,0.00054157357906835072,1.1890014133280646e-08,9.2101442327983807e-12,1.868643058898456e-06,4.503546110012791e-11,9.8483939795203987e-13,9.4888313299880755e-09,1.3341997978807635e-07,2.2234100148832692e-13,1.5756390233743899e-10
