Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24),CHOX(50),COX(47),CH4OX(57)
1.9712143211838633e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039999271,0.09999999999999494,0.099999999999998909,1.2823657672410614e-98,1.2757348264094825e-55,7.0451458248034756e-41,8.4083760958654887e-78,1.4290125400034488e-47,1.4295022417555296e-127,6.5196631412032294e-34,2.6814004105907531e-123,6.5133938469399497e-34,9.6316914624543507e-79,2.458176088294523e-57,1.0128171217221289e-112,3.0034416888511043e-114,2.3849703228383749e-48,2.0881792156829782e-95,5.0637326655285544e-15,2.2155249636559191e-15,4.8130777779247609e-19,4.8130777835732853e-19,2.821496280554657e-28,2.2565199182798718e-31,2.1273919259205107e-37,1.2375361537535237e-31,4.1294276485452182e-45,2.6262077391548726e-60,6.7195430246597617e-89,5.5411558595885853e-88,1.6181485481736536e-91,4.5476851480147342e-71
3.9432845756378886e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039998544,0.099999999999989875,0.099999999999997799,6.5655299980695186e-96,2.0423396523220557e-54,5.6340549183902092e-40,1.0760089794343418e-75,1.1437892168645684e-46,1.4640860078954942e-124,1.3054701776384533e-33,1.7185566748795401e-121,1.3029616433210086e-33,1.5419071477547817e-77,3.9353691542943359e-56,2.6667924681754917e-110,7.6869556711728905e-112,1.9087011013756307e-47,6.6859215524665285e-94,1.0129664086004056e-14,4.4320119442302339e-15,9.628245466735282e-19,9.6282454893457554e-19,1.1280643740355213e-27,1.8045538700317999e-30,3.40218949681914e-36,4.9517565858824198e-31,3.3047971395437556e-44,1.6803510491568615e-58,1.7201516248549392e-86,1.4184933740345336e-85,4.141460846414863e-89,1.4561338059555235e-69
7.88742508454594e-20,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039997087,0.099999999999979744,0.099999999999995579,3.3579073061184993e-93,3.2686748968575642e-53,4.5013885679032852e-39,1.37565087471109e-73,9.1526310251897568e-46,1.4977596827886046e-121,2.6162420867118131e-33,1.1017543115450071e-119,2.6062063159926773e-33,2.4677208342023253e-76,6.2984211822026893e-55,7.2004093945367823e-108,1.9655238553271146e-109,1.5272508826299235e-46,2.1400947665148044e-92,2.0261526926925479e-14,8.8649859053780952e-15,1.9258580827407777e-18,1.9258580917936372e-18,4.5057937434333596e-27,1.4417649355507791e-29,5.4363064434345813e-35,1.9810250776824281e-30,2.6443398312195779e-43,1.0741356155327509e-56,4.3988053959461005e-84,3.6273982539964833e-83,1.0589549929986619e-86,4.6610279679110353e-68
1.5775706102362044e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039994172,0.099999999999959482,0.099999999999991152,1.7146498173765102e-90,5.230625141842303e-52,3.5907598561049266e-38,1.7560327019451105e-71,7.3230318253757828e-45,1.5296835349437988e-118,5.252842632953924e-33,7.0711962403119038e-118,5.2126962830065804e-33,3.9488889166893897e-75,1.0078938576707866e-53,2.0330988266424859e-105,5.0180537198038658e-107,1.2219167228258882e-45,6.8492631694686154e-91,4.0525252608649988e-14,1.7730933827670741e-14,3.8519251480958557e-18,3.8519251843675761e-18,1.7967307217843343e-26,1.1500922477760597e-28,8.6735886895826646e-34,7.9247452691473596e-30,2.1156727406901963e-42,6.8556434400877801e-55,1.1230785444943034e-81,9.2612677255081528e-81,2.7035505196823909e-84,1.4917529577359136e-66
3.155226813799425e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039988346,0.099999999999918945,0.099999999999982284,8.7300630983390999e-88,8.3695965966363477e-51,2.8557814333386746e-37,2.2351424143434989e-69,5.8587962465287539e-44,1.5576996411822161e-115,1.0586270637395708e-32,4.5498226350661381e-116,1.0425678703716664e-32,6.3186507226112244e-74,1.6127473621371542e-52,6.1674841346486072e-103,1.2774468011239546e-104,9.7757979337593201e-45,2.1919177988921952e-89,8.1052703971625656e-14,3.5462829672243746e-14,7.7040592516883264e-18,7.7040593972357565e-18,7.1417520866033363e-26,9.1467750456627566e-28,1.3798749474019131e-32,3.1700271246007825e-29,1.6926185574069135e-41,4.3629569608983442e-53,2.8590358068167016e-79,2.3576511174148452e-78,6.8824332164907278e-82,4.773967924891537e-65
6.3105392209258655e-19,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039976692,0.099999999999837885,0.099999999999964548,4.4199363525600425e-85,1.3391831913949867e-49,2.2579984333766475e-36,2.8290641457996944e-67,4.6871852546465667e-43,1.5773029207900425e-112,2.1494034290717523e-32,2.942518539248357e-114,2.0851653491866094e-32,1.011018380453717e-72,2.5804895525999605e-51,2.0634278943239312e-100,3.2338511509736796e-102,7.8208241075925186e-44,7.0143826135028251e-88,1.6210760669568363e-13,7.0926621361340555e-14,1.5408327350402534e-17,1.5408327936177665e-17,2.821024865890973e-25,7.2320280225496471e-27,2.1828453862129174e-31,1.2680366702205931e-28,1.3541270091698466e-40,2.7610177039724382e-51,7.2374138945544871e-77,5.9681898048279995e-76,1.74228504032198e-79,1.5277271022673281e-63
1.2621164035178748e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039953386,0.099999999999675765,0.09999999999992909,2.2134707628989763e-82,2.1427313747544518e-48,1.7651467804168297e-35,3.5419887534750481e-65,3.7498074090404739e-42,1.5797910760723333e-109,4.4273192147978037e-32,1.9222874545437858e-112,4.170364285508323e-32,1.6176567799394442e-71,4.1288583600842771e-50,7.6815765718222923e-98,8.0979156203604679e-100,6.2567337435692416e-43,2.2446416860145641e-86,3.2421741213622615e-13,1.4185420473933745e-13,3.0816863113948045e-17,3.0816865484682363e-17,1.1008139969358307e-24,5.6533274003555281e-26,3.4152288168767524e-30,5.072198454365547e-28,1.083314499116282e-39,1.7282464676372649e-49,1.8121817589917656e-74,1.4943747300691395e-73,4.3628715198974092e-77,4.8888185804043113e-62
2.524241366368451e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039906773,0.09999999999935151,0.099999999999858161,1.0856964726644045e-79,3.4284010725076973e-47,1.3502898866482219e-34,4.3434902090132907e-63,2.9998694518601648e-41,1.5497217784290003e-106,9.3686029847877714e-32,1.2802380181351327e-110,8.3407780729200988e-32,2.5882726134100676e-70,6.6062336162007893e-49,3.1173913465487431e-95,1.9862383975017321e-97,5.005417021690577e-42,7.1829158357785855e-85,6.4843702298701742e-13,2.8370937149454423e-13,6.1633932905507474e-17,6.163394259487377e-17,4.1969357001546996e-24,4.3243811844591472e-25,5.2323672701714154e-29,2.0288898423026597e-27,8.6665679813839023e-39,1.0594830685725506e-47,4.4441443099190484e-72,3.6647385798511765e-71,1.0701151957135038e-74,1.564436684030291e-60
5.0484912920696044e-18,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039813545,0.099999999998703015,0.099999999999716302,5.1273630970931785e-77,5.4854672666925327e-46,9.9292786109774232e-34,5.1285963955973101e-61,2.3999047190833622e-40,1.4636835068510779e-103,2.0792979145248092e-31,8.8330543112827267e-109,1.6681669306826271e-31,4.1412531726306094e-69,1.0570022550152702e-47,1.3186443784031668e-92,4.6912604484371787e-95,4.0043460179676588e-41,2.2985428278524239e-83,1.2968762445674242e-12,5.6741970500180985e-13,1.232680655465008e-16,1.2326810575494999e-16,1.5337457725688099e-23,3.1795212193546932e-24,7.7152598532745302e-28,8.115581136923687e-27,6.9332758541727285e-38,6.2529649023977284e-46,1.0493238737903122e-69,8.652837979342614e-69,2.527485237951099e-72,5.0062212368028817e-59
1.009699114347191e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039627091,0.099999999997406011,0.099999999999432598,2.2717063072545041e-74,8.7767709273428128e-45,6.8314513746063268e-33,5.6814344199248814e-59,1.9199270346447961e-39,1.2968616490765057e-100,4.9808964558722067e-31,6.4717102854166273e-107,3.3363706411053763e-31,6.6260173209908753e-68,1.6912076922163629e-46,5.5019603486266748e-90,1.0396824286738711e-92,3.2034823984197747e-40,7.3553511929808684e-82,2.5937546872435363e-12,1.1348403720037499e-12,2.4653630305999149e-16,2.4653647306108812e-16,5.2190337438252692e-23,2.1870083631124514e-23,1.0665471745764618e-26,3.2462374856102794e-26,5.5466303488413519e-37,3.4615538500647972e-44,2.3242182618426848e-67,1.9165239825478009e-66,5.6014374416101303e-70,1.6019947820326238e-57
2.0193990846276523e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575039254181,0.099999999994812003,0.099999999998865177,9.1554561965168311e-72,1.4042861801085431e-43,4.2596420153147326e-32,5.7256521952972903e-57,1.5359422856013774e-38,1.0451522680718278e-97,1.325098566409425e-30,5.1896305859016664e-105,6.6728799165947378e-31,1.0601633195221517e-66,2.7059361607350643e-45,2.1487238161262552e-87,2.096495225615878e-90,2.5627891505060582e-39,2.3537137021625001e-80,5.1875115706569545e-12,2.2696817059572641e-12,4.9307266701303888e-16,4.9307339601970066e-16,1.5985067909052171e-22,1.3629979072514976e-22,1.3398848729668884e-25,1.2984965422934997e-25,4.4373098700032609e-36,1.7426705214041007e-42,4.6824927782287576e-65,3.8609226146263743e-64,1.1295136385732736e-67,5.1263907724076248e-56
4.0387990251885746e-17,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289575038508364,0.099999999989624,0.099999999997730335,3.2823692649866042e-69,2.2468634032297425e-42,2.3545559490884111e-31,5.133449557547419e-55,1.2287530582495395e-37,7.4920986951834197e-95,3.9658723690702757e-30,4.6624584225909895e-103,1.334630588683797e-30,1.6962603692240278e-65,4.3295028146132733e-44,7.5797269557643102e-85,3.7616733926742978e-88,2.0502342102578388e-38,7.5318799268740049e-79,1.0375025329728562e-11,4.5393643736628281e-12,9.861449506238018e-16,9.861480760266021e-16,4.3098885041148764e-22,7.5265277236481101e-22,1.4959773102941595e-24,5.1939936005960918e-25,3.5498528921170771e-35,7.8024210588652483e-41,8.3911298665825228e-63,6.9181124438064847e-62,2.0266276452925003e-65,1.6404469412464939e-54
