Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24),CHOX(50),COX(47),CH4OX(57)
8.1398607707781e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19042872532717331,0.098429792809638608,0.099551453401540882,7.7485300085331434e-13,1.6603354866489388e-07,2.8268244002407354e-12,1.1158145311118477e-13,1.2977475055030775e-17,2.104519010077498e-34,1.1417944113353541e-15,2.8224568815015461e-46,2.1727172099230935e-18,4.3662110266161155e-31,3.853342237382731e-13,3.764383175818658e-32,1.5124123701061807e-34,3.0961680123120368e-13,1.7263643886923724e-36,0.0015699969916647654,0.000896534775903255,5.3447913085386996e-10,3.306284360867007e-08,3.8819666641718007e-16,5.1083033523289434e-11,6.7271760064727185e-08,2.608717562796342e-08,2.2395781571569688e-07,1.4234008094256915e-07,1.7706604298199286e-14,1.9621482144773663e-17,1.0943491158994257e-16,2.3443575047908424e-15
8.178972757508127e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19041902582062331,0.098424307322722546,0.099549344870783513,7.8830436430102188e-13,1.6759959697898219e-07,2.8291471065022615e-12,1.1331056201176332e-13,1.3038639157133184e-17,2.118293788119444e-34,1.1517739248670786e-15,2.9066231358140205e-46,2.1771330118744611e-18,4.4348485486841646e-31,3.874483469667258e-13,3.8050197586943407e-32,1.5286524228031555e-34,3.1132403226519773e-13,1.7630258181107322e-36,0.0015754814144834917,0.00090074831391227024,5.3442706126318298e-10,3.2899862471003893e-08,3.8840600106139412e-16,5.0649028788176334e-11,6.7023524798438401e-08,2.6088573230348174e-08,2.246010414804759e-07,1.43652882086835e-07,1.7908332895715624e-14,1.9705840338034769e-17,1.1128778136467006e-16,2.3701750972080074e-15
8.218084744238154e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19040934322594835,0.098418837772016876,0.099547236826296487,8.0190842975856636e-13,1.6916931493597609e-07,2.8314432651253951e-12,1.1505511103454125e-13,1.3099791356510903e-17,2.1320595047605305e-34,1.1617958984963497e-15,2.9928543897924156e-46,2.1815211727810175e-18,4.5041879600819869e-31,3.8956224819603964e-13,3.8458303050499173e-32,1.5449603679055133e-34,3.1303115370903075e-13,1.8002620053487899e-36,0.0015809499005713064,0.00090496087792664751,5.3437512669598792e-10,3.2738698608660719e-08,3.8861535187619186e-16,5.0219029092676951e-11,6.6774534659469999e-08,2.6090075563406848e-08,2.2524067543772964e-07,1.44966954303079e-07,1.8110944419669608e-14,1.9789693042700653e-17,1.1315942533640384e-16,2.3961253927492361e-15
8.25719673096818e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19039967749847786,0.098413384111734656,0.099545129268666835,8.1566586114293289e-13,1.707426737650619e-07,2.8337132989661449e-12,1.1681510615229149e-13,1.3160931685158107e-17,2.1458159885830666e-34,1.1718603221475415e-15,3.0811905640326454e-46,2.1858819918793761e-18,4.5742327225540157e-31,3.9167593651757982e-13,3.8868137916634829e-32,1.5613357784778494e-34,3.1473817250523129e-13,1.8380788124433985e-36,0.0015864024957151133,0.00090917246681862388,5.3432332660170208e-10,3.2579319549884289e-08,3.8882471849029778e-16,4.9793008850236619e-11,6.6524851026564631e-08,2.6091679829887703e-08,2.2587676415227214e-07,1.4628223631118455e-07,1.8314431758547906e-14,1.9873039316833148e-17,1.150498686798071e-16,2.4222082903359619e-15
8.296308717698207e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19039002859367402,0.098407946296220433,0.099543022198481823,8.2957731702066579e-13,1.7231964505342867e-07,2.8359576214209945e-12,1.1859055257092361e-13,1.3222060174934834e-17,2.1595630688255149e-34,1.1819671859394484e-15,3.1716721479380762e-46,2.1902157631575306e-18,4.6449862981859124e-31,3.9378942079205165e-13,3.9279691938710637e-32,1.5777782270527211e-34,3.1644509541158308e-13,1.8764821302735153e-36,0.001591839245570243,0.00091338307945922049,5.342716604369866e-10,3.2421693664431301e-08,3.8903410053910279e-16,4.9370942569044615e-11,6.6274534255458049e-08,2.6093383329688749e-08,2.2650935335956468e-07,1.4759866785296121e-07,1.8518787865477165e-14,1.9955878404833702e-17,1.1695913537811902e-16,2.4484236896103096e-15
8.335420704428234e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1903803964671314,0.098402524279950054,0.099540915616329079,8.4364345065734393e-13,1.7390020074010232e-07,2.8381766367070343e-12,1.2038145474283618e-13,1.3283176857568688e-17,2.1733005754483153e-34,1.1921164801804833e-15,3.2643402050223141e-46,2.1945227754892666e-18,4.7164521493952486e-31,3.9590270965745134e-13,3.96929548589781e-32,1.5942872857615672e-34,3.1815192900751474e-13,1.9154778785630039e-36,0.0015972601956608338,0.00091759271471823745,5.3422012766549707e-10,3.2265790134291699e-08,3.8924349766163025e-16,4.8952805078580885e-11,6.6023643676648814e-08,2.6095183455988337e-08,2.2713848798836722e-07,1.4891618969416021e-07,1.8724005759868642e-14,2.0038209743218213e-17,1.1888724823721679e-16,2.4747714909185405e-15
8.37453269115826e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19037078107457636,0.098397118017530094,0.099538809522796451,8.5786491006826848e-13,1.7548431310994301e-07,2.8403707401316056e-12,1.2218781638028169e-13,1.3344281764656496e-17,2.1870283392977883e-34,1.202308195364046e-15,3.3592363782361997e-46,2.1988033127639632e-18,4.788633738922665e-31,3.9801581153670017e-13,4.0107916411788644e-32,1.6108625264634223e-34,3.1985867970023714e-13,1.9550720058833623e-36,0.0016026653913802087,0.0009218013714642492,5.3416872775764825e-10,3.2111578926055425e-08,3.8945290950184757e-16,4.8538571293920339e-11,6.5772237594146219e-08,2.6097077691517917e-08,2.2776421218256117e-07,1.5023474362597396e-07,1.8930078528971172e-14,2.0120032858684827e-17,1.2083422889984727e-16,2.5012515952950627e-15
8.413644677888287e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19036118237186692,0.098391727463697565,0.09953670391847208,8.722423380702997e-13,1.7707195478779986e-07,2.8425403183518597e-12,1.2400964046873942e-13,1.3405374927665883e-17,2.200746192267529e-34,1.2125423221640434e-15,3.4564028953190111e-46,2.2030576540119764e-18,4.861534529823422e-31,4.001287346449735e-13,4.0524566326716356e-32,1.6275035208702615e-34,3.2156535373063591e-13,1.9952704896563812e-36,0.001608054877991254,0.00092600904856459971,5.3411746019038458e-10,3.1959030764259609e-08,3.8966233571079023e-16,4.8128216096166464e-11,6.5520373284601386e-08,2.6099063605014936e-08,2.2838656932217728e-07,1.5155427246603588e-07,1.9136999329363932e-14,2.0201347447741402e-17,1.2280009786002044e-16,2.527863904446981e-15
8.452756664618314e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19035160031499238,0.09838635257331961,0.09953459880394433,8.8677637233479762e-13,1.786630987328172e-07,2.8446857496248122e-12,1.2584692928028847e-13,1.3466456377936815e-17,2.2144539673138578e-34,1.222818851430564e-15,3.5558825741738832e-46,2.207286073525785e-18,4.9351579854594102e-31,4.0224148699673725e-13,4.0942894331625804e-32,1.6442098406675014e-34,3.2327195717892783e-13,2.0360793361567306e-36,0.0016134287006267958,0.00093021574488539986,5.3406632444695941e-10,3.1808117105399754e-08,3.8987177594206468e-16,4.7721714686575552e-11,6.5268106996467678e-08,2.6101138847765317e-08,2.2900560204365676e-07,1.5287472005891629e-07,1.9344761388386993e-14,2.0282153413150508e-17,1.2478487447755398e-16,2.5546083207391542e-15
8.49186865134834e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19034203486007284,0.098380993301393049,0.099532494179801909,9.0146764544160298e-13,1.8025771823288656e-07,2.8468074040482916e-12,1.2769968438697528e-13,1.3527526146683081e-17,2.2281514985974174e-34,1.2331377741856932e-15,3.6577188282674373e-46,2.2114888409770701e-18,5.0095075694915241e-31,4.043540764125023e-13,4.1362890155633556e-32,1.6609810576327257e-34,3.249784959700911e-13,2.0775045805144804e-36,0.001618786904289972,0.00093442145929152674,5.3401532001672551e-10,3.1658810113602191e-08,3.9008122985286664e-16,4.7319042335835084e-11,6.5015493950255233e-08,2.6103301150269183e-08,2.2962135225937554e-07,1.5419603127612924e-07,1.9553358005475724e-14,2.036245071608615e-17,1.2678857699276034e-16,2.5814847471797617e-15
8.530980638078367e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19033248596335883,0.098375649603043944,0.099530390046633679,9.1631678493401631e-13,1.8185578689924027e-07,2.8489056437929903e-12,1.2956790667417016e-13,1.3588584264993749e-17,2.2418386216657221e-34,1.2434990816194709e-15,3.7619556720536576e-46,2.2156662215298936e-18,5.0845867458724419e-31,4.0646651052530767e-13,4.1784543531978889e-32,1.6778167437516454e-34,3.2668497587907839e-13,2.1195522867175657e-36,0.0016241295338546107,0.00093862619064662026,5.3396444639493012e-10,3.1511082637231102e-08,3.9029069710842596e-16,4.6920174131383793e-11,6.4762588339252693e-08,2.6105548319106184e-08,2.3023386117646134e-07,1.5551815201567326e-07,1.9762782553443496e-14,2.0442239462832814e-17,1.2881122254126716e-16,2.6084930874063367e-15
8.570092624808394e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19032295358123119,0.09837032143352735,0.099528286405028865,9.3132441337471849e-13,1.8345727866118029e-07,2.8509808233262777e-12,1.3145159635390567e-13,1.3649630763834531e-17,2.2555151734133105e-34,1.2539027650859795e-15,3.8686377264219749e-46,2.2198184759501372e-18,5.1603989788397616e-31,4.0857879678694391e-13,4.2207844200857361e-32,1.6947164713284501e-34,3.2839140253581979e-13,2.1622285476141839e-36,0.0016294566340655991,0.00094282993781308517,5.3391370308252051e-10,3.1364908185743043e-08,3.9050017737566788e-16,4.6525085494118839e-11,6.4509443329954516e-08,2.6107878233870855e-08,2.3084316931493021e-07,1.5684102920109729e-07,1.9973028479719452e-14,2.0521519992288551e-17,1.3085282716896133e-16,2.6356332456722613e-15
8.60920461153842e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19031343767020037,0.098365008748226901,0.099526183255576856,9.4649114840258903e-13,1.8506216776093858e-07,2.8530332896280492e-12,1.3335075297819229e-13,1.3710665674049145e-17,2.2691809921905647e-34,1.2643488160995626e-15,3.9778102241695913e-46,2.2239458607113446e-18,5.2369477329094956e-31,4.1069094247392712e-13,4.2632781912146826e-32,1.7116798130947641e-34,3.3009778143002569e-13,2.2055394849151452e-36,0.0016347682495392584,0.00094703269965209017,5.3386308958595616e-10,3.1220260908239721e-08,3.9070967032303268e-16,4.6133751949676245e-11,6.4256111063696794e-08,2.6110288844197424e-08,2.3144931652517041e-07,1.5816461078010247e-07,2.0184089307480491e-14,2.0600292669568987e-17,1.3291340584704813e-16,2.6629051268337019e-15
8.648316598268447e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19030393818690627,0.098359711502654407,0.099524080598867332,9.6181760279036764e-13,1.8667042874866337e-07,2.8550633823987514e-12,1.3526537545230499e-13,1.3771689026360634e-17,2.2828359180315216e-34,1.2748372263311619e-15,4.0895190154980568e-46,2.2280486280971264e-18,5.3142364728699066e-31,4.1280295469323251e-13,4.3059346428031076e-32,1.7287063423168837e-34,3.3180411791579776e-13,2.2494912491961641e-36,0.001640064424763713,0.00095123447502357041,5.3381260541702938e-10,3.1077115573031032e-08,3.9091917562863197e-16,4.5746148659824743e-11,6.4002642658961781e-08,2.6112778167013118e-08,2.3205234200479936e-07,1.5948884572271548e-07,2.0395958636735386e-14,2.0678557966671886e-17,1.3499297248721676e-16,2.6903086363369622e-15
8.687428584998474e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19029445508811785,0.098354429652449477,0.099521978435490197,9.773043845031214e-13,1.8828203647752826e-07,2.8570714342601764e-12,1.3719546204803515e-13,1.3832700851372596e-17,2.2964797925555262e-34,1.2853679876047767e-15,4.2038105735340707e-46,2.232127026300251e-18,5.3922686637756503e-31,4.1491484038779966e-13,4.3487527525611065e-32,1.7457956328963339e-34,3.3351041721605444e-13,2.2940900199001038e-36,0.0016453452040992597,0.0009554352627862289,5.3376225009269305e-10,3.0935447546921927e-08,3.9112869297189309e-16,4.5362251134020436e-11,6.3749088212946808e-08,2.6115344283844575e-08,2.3265228431492006e-07,1.6081368401901641e-07,2.0608630145390085e-14,2.0756316629942145e-17,1.3709153995690238e-16,2.7178436802062447e-15
8.7265405717285e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1902849883307326,0.098349163153379215,0.099519876766035562,9.9295209675746323e-13,1.8989696609895836e-07,2.8590577709493847e-12,1.3914101041690292e-13,1.3893701179570429e-17,2.3101124590226238e-34,1.2959410918940348e-15,4.3207319998745569e-46,2.2361812995185666e-18,5.4710477709422421e-31,4.170266063418169e-13,4.3917314999409786e-32,1.7629472594692014e-34,3.3521668442677973e-13,2.3393420053391747e-36,0.0016506106317787379,0.00095963506179753987,5.3371202313489532e-10,3.0795232776227769e-08,3.913382220304934e-16,4.4982035094770795e-11,6.3495496804419302e-08,2.6117985338158837e-08,2.3324918139580015e-07,1.6213907667642694e-07,2.0822097590190986e-14,2.0833569403203798e-17,1.3920912009463768e-16,2.7455101650317985e-15
8.765652558458527e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19027553787177656,0.098343911961337849,0.099517775591093843,1.0087613380814849e-12,1.915151930579701e-07,2.861022711505639e-12,1.4110201760332467e-13,1.3954690041322525e-17,2.3237337626380715e-34,1.306556531318871e-15,4.4403310301559758e-46,2.2402116880478726e-18,5.5505772599408223e-31,4.1913825918579533e-13,4.4348698663753474e-32,1.7801607975054405e-34,3.3692292452110338e-13,2.3852534426970788e-36,0.0016558607519078961,0.00096383387091375213,5.3366192407042031e-10,3.0656447769060395e-08,3.9154776249413199e-16,4.4605475679483579e-11,6.3241916497624754e-08,2.6120699532974349e-08,2.3384307058199811e-07,1.6346497571660827e-07,2.1036354807616491e-14,2.0910317077772045e-17,1.4134572372548368e-16,2.773307997958443e-15
8.804764545188554e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19026610366840349,0.098338676032346278,0.099515674911255639,1.0247327023753523e-12,1.9313669308862137e-07,2.862966568450999e-12,1.4307848005772937e-13,1.4015667466881393e-17,2.3373435503974982e-34,1.3172142981423106e-15,4.5626560396479038e-46,2.2442184283718668e-18,5.6308605965931846e-31,4.2124980540144142e-13,4.4781668355172202e-32,1.7974358234000928e-34,3.3862914235321804e-13,2.4318305980311276e-36,0.0016610956084657576,0.00096803168898989449,5.3361195243073887e-10,3.0519069576683789e-08,3.9175731405450319e-16,4.4232548364703715e-11,6.2988394344883925e-08,2.6123485128519407e-08,2.3443398861696017e-07,1.6479133417194756e-07,2.1251395714789248e-14,2.0986560779216387e-17,1.4350136067653235e-16,2.8012370866744475e-15
8.84387653191858e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19025668567789472,0.098333455322551763,0.099513574727111698,1.0408667789725302e-12,1.9476144220956709e-07,2.8648896479650126e-12,1.450703936496208e-13,1.4076633486384809e-17,2.3509416710530459e-34,1.327914384767354e-15,4.687756048870884e-46,2.2482017532492826e-18,5.7119012469670922e-31,4.2336125132633614e-13,4.5216213934701939e-32,1.8147719145629863e-34,3.4033534266214115e-13,2.4790797662743048e-36,0.0016663152453049886,0.0009722285148797789,5.3356210775186088e-10,3.0383075776563322e-08,3.9196687639646697e-16,4.3863229051444851e-11,6.2734976390449477e-08,2.6126340439839842e-08,2.3502197166710774e-07,1.6611810608162363e-07,2.1467214310244967e-14,2.1062301612308735e-17,1.4567603979247289e-16,2.8292973394007561e-15
8.882988518648607e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19024728385765902,0.098328249788227587,0.099511475039253144,1.0571641527015887e-12,1.9638941671971725e-07,2.8667922500531179e-12,1.4707775368057894e-13,1.4137588129856853e-17,2.3645279755337726e-34,1.3386567837339557e-15,4.8156807292385439e-46,2.2521618917983217e-18,5.7937026773718534e-31,4.2547260315842962e-13,4.5652325290026037e-32,1.8321686495110012e-34,3.4204153007532947e-13,2.5270072712372987e-36,0.0016715197061522595,0.00097642434743600861,5.3351238957419715e-10,3.0248444457218363e-08,3.9217644921981917e-16,4.3497492789654787e-11,6.2481707676071641e-08,2.6129263834731881e-08,2.3560705533543893e-07,1.6744524648732343e-07,2.1683804674630125e-14,2.1137540638377749e-17,1.4786976895121235e-16,2.8574886648805432e-15
8.922100505378634e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19023789816523171,0.098323059385772654,0.099509375848271242,1.0736254039485474e-12,1.9802059319399389e-07,2.8686746687094348e-12,1.4910055489719698e-13,1.4198531427209015e-17,2.3781023167474758e-34,1.3494414877160986e-15,4.9464804087239857e-46,2.256099069578506e-18,5.8762683543541196e-31,4.2758386696035869e-13,4.6089992337675664e-32,1.8496256079505881e-34,3.4374770911214984e-13,2.5756194656104962e-36,0.0016767090346086093,0.00098061918550998244,5.3346279744242651e-10,3.0115154201347115e-08,3.9238603222905628e-16,4.3135314897801637e-11,6.2228632244542445e-08,2.6132253731741923e-08,2.3618927467466316e-07,1.687727114285856e-07,2.1901160971480538e-14,2.1212279332555299e-17,1.500825550795437e-16,2.8858109723690902e-15
8.96121249210866e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19022852855827482,0.098317884071711117,0.099507277154757393,1.090251108719727e-12,1.9965494847918398e-07,2.8705371920745653e-12,1.5113879150394843e-13,1.4259463408241168e-17,2.3916645494001267e-34,1.3602684895189536e-15,5.0802060775504693e-46,2.2600135086700223e-18,5.9596017446939478e-31,4.2969504866359601e-13,4.6529205025151877e-32,1.8671423708575463e-34,3.4545388418721483e-13,2.6249227309659475e-36,0.0016818832741498091,0.00098481302795190204,5.3341333090536797e-10,2.9983184070443552e-08,3.9259562511415641e-16,4.2776671472671459e-11,6.1975793144257244e-08,2.6135308597987034e-08,2.3676866419988828e-07,1.70100457937736e-07,2.2119277447833104e-14,2.1286519153098618e-17,1.5231440416885309e-16,2.9142641716239615e-15
9.000324478838687e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19021917499457627,0.098312723802692056,0.099505178959303317,1.1070418387050609e-12,2.0129245968988403e-07,2.8723801025876899e-12,1.5319245717598142e-13,1.4320384102642583e-17,2.4052145305778761e-34,1.3711377820761273e-15,5.2169093939063722e-46,2.2639054277506775e-18,6.0437063154010688e-31,4.318061540724375e-13,4.6969953332828121e-32,1.884718520563222e-34,3.4716005961358884e-13,2.6749234777592872e-36,0.0016870424681267224,0.00098900587361078142,5.3336398951585853e-10,2.9852513592137072e-08,3.9280522758298258e-16,4.2421537456672583e-11,6.1723232436525097e-08,2.6138426947365944e-08,2.3734525790087948e-07,1.7142844403451592e-07,2.2338148434719701e-14,2.1360261378887376e-17,1.5456532129085789e-16,2.9428481728954765e-15
9.039436465568714e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19020983743204994,0.098307578535489132,0.099503081262500889,1.123998161341825e-12,2.0293310420453481e-07,2.874203677133582e-12,1.5526154507183333e-13,1.4381293539992867e-17,2.4187521195393877e-34,1.382049358446991e-15,5.3566426896844469e-46,2.2677750421705564e-18,6.1285855337113742e-31,4.339171888678348e-13,4.7412227275957058e-32,1.9023536408292244e-34,3.4886623960586922e-13,2.7256281453316435e-36,0.0016921866597656634,0.00099319772133445216,5.3331477283063764e-10,2.9723122744878213e-08,3.9301483935437224e-16,4.2069887866074693e-11,6.147099120004511e-08,2.6141607338903673e-08,2.3791908925390798e-07,1.7275662872038415e-07,2.2557768347830711e-14,2.1433507800243743e-17,1.5683531061336865e-16,2.9715628869174696e-15
9.07854845229874e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19020051582873493,0.098302448227000155,0.09950098406494215,1.1411206398787647e-12,2.0457685966154185e-07,2.876008187185556e-12,1.573460478460648e-13,1.4442191749762945e-17,2.4322771773015695e-34,1.3930032118140876e-15,5.4994589762453809e-46,2.2716225640244511e-18,6.2142428670836073e-31,4.3602815861108029e-13,4.7856016906642444e-32,1.9200473169166454e-34,3.5057242828314839e-13,2.7770432019114977e-36,0.0016973158921687588,0.0009973885699695751,5.3326568041023355e-10,2.9594991943585358e-08,3.9322446012151687e-16,4.172169903909203e-11,6.1219109535766854e-08,2.61448483747293e-08,2.3849019123320613e-07,1.7408497197241467e-07,2.2778131687995106e-14,2.1506260235333508e-17,1.5912437541606734e-16,3.0004082248983092e-15
9.117660439028767e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19019121014279547,0.09829733283424677,0.099498887367219402,1.1584098334405564e-12,2.0622370395548021e-07,2.8777938989431918e-12,1.5944595766180617e-13,1.4503078761315922e-17,2.4457895674310305e-34,1.4039993354806171e-15,5.6454119502056535e-46,2.2754482022221664e-18,6.3006817831962451e-31,4.3813906874735125e-13,4.8301312315500545e-32,1.9377991356671311e-34,3.5227862967186339e-13,2.8291751446165383e-36,0.0017024302083143048,0.0010015784183616454,5.3321671181885847e-10,2.9468102029458908e-08,3.9343408959724703e-16,4.1376945848170189e-11,6.0967626576052721e-08,2.6148148698507958e-08,2.3905859632204512e-07,1.7541343473692737e-07,2.2999233041449446e-14,2.1578520125537376e-17,1.614325181062938e-16,3.0293840985121957e-15
9.156772425758794e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19018192033252038,0.098292232314374076,0.099496791169925061,1.1758662970925864e-12,2.0787361523337992e-07,2.8795610734653087e-12,1.6156126620321401e-13,1.4563954603907993e-17,2.4592891558960188e-34,1.4150377228679918e-15,5.7945559992496972e-46,2.2792521625567833e-18,6.3879057499445766e-31,4.4024992460911861e-13,4.8748103633473652e-32,1.9556086855711752e-34,3.5398484770853612e-13,2.8820304994554695e-36,0.001707529651057124,0.0010057672653550069,5.3316786662430441e-10,2.9342434256156509e-08,3.9364372751752907e-16,4.1035602827583717e-11,6.0716580490191425e-08,2.6151506994153987e-08,2.3962433652345316e-07,1.7674197892285318e-07,2.3221067080401781e-14,2.165028953208587e-17,1.6375974023483417e-16,3.0584904198906888e-15
9.19588441248882e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19017264635632286,0.098287146624650351,0.09949469547365182,1.1934905819060095e-12,2.0952657189108957e-07,2.8813099667998059e-12,1.6369196468783406e-13,1.4624819306689304e-17,2.4727758102931046e-34,1.4261183675134644e-15,5.9469462079663866e-46,2.2830346477709241e-18,6.4759182354379437e-31,4.4236073141942679e-13,4.9196381033690087e-32,1.9734755568256532e-34,3.5569108624240975e-13,2.9356158213298149e-36,0.0017126142631289218,0.0010099551097928587,5.3311914439784667e-10,2.921797027581834e-08,3.9385337357743561e-16,4.0697646617415904e-11,6.0466008489007032e-08,2.6154921983913941e-08,2.401874433705861e-07,1.7807056739468575e-07,2.3443628563420389e-14,2.1721570657708012e-17,1.6610604251170317e-16,3.0877271016144957e-15
9.234996399218847e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19016338817273989,0.098282075722466583,0.099492600278992468,1.2112832350230393e-12,2.1118255256971643e-07,2.8830408301087485e-12,1.6583804387886573e-13,1.4685672898704788e-17,2.4862494008881144e-34,1.4372412630678217e-15,6.1026383637098331e-46,2.2867958576211396e-18,6.5647227079971513e-31,4.4447149429505061e-13,4.9646134732881647e-32,1.991399341410547e-34,3.5739734903798618e-13,2.9899376940356828e-36,0.0017176840871386408,0.0010141419505172668,5.3307054471414876e-10,2.9094692131382709e-08,3.9406302748980593e-16,4.0363052139686366e-11,6.0215946835968597e-08,2.6158392426939126e-08,2.4074794793676603e-07,1.7939916396520202e-07,2.3666912335443586e-14,2.1792365050828001e-17,1.6847142482191452e-16,3.1170940567054814e-15
9.274108385948874e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19015414574043213,0.098277019565336202,0.099490505586540018,1.2292447997224448e-12,2.1284153615213972e-07,2.8847539097887476e-12,1.6799949409732629e-13,1.474651540889498e-17,2.4997098006533468e-34,1.4484064032931449e-15,6.261688962484515e-46,2.2905359889404629e-18,6.6543226361520569e-31,4.4658221824953399e-13,5.0097354992991948e-32,2.0093796331529172e-34,3.5910363977746868e-13,3.0450027302655238e-36,0.0017227391655728148,0.001018327786369176,5.3302206715117374e-10,2.8972582244387067e-08,3.9427268901195695e-16,4.0031793214684004e-11,5.9966430854044574e-08,2.6161917118416966e-08,2.4130588084520433e-07,1.8072773338799563e-07,2.3890913328250247e-14,2.1862674981532493e-17,1.708558862412312e-16,3.1465911986189052e-15
9.3132203726789e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19014491901818339,0.098271978110894678,0.099488411396887647,1.2473758154852248e-12,2.1450350175959481e-07,2.886449447589196e-12,1.7017630523410985e-13,1.4807346866096812e-17,2.5131568839631248e-34,1.4596137820606325e-15,6.4241552148547233e-46,2.2942552356991833e-18,6.7447214886392874e-31,4.486929081961157e-13,5.05500321229755e-32,2.027416027771083e-34,3.6080996206311473e-13,3.1008175716098583e-36,0.0017277795407959222,0.0010225126161884216,5.3297371129009772e-10,2.8851623400562461e-08,3.9448235784089837e-16,3.9703846834697984e-11,5.9717494929332544e-08,2.6165494887720008e-08,2.4186127227841775e-07,1.8205624134957907e-07,2.4115626560822666e-14,2.1932503084871375e-17,1.7325942505189029e-16,3.1762184412358761e-15
9.352332359408927e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19013570796490045,0.098266951316899193,0.099486317710628686,1.2656768180604112e-12,2.1616842874832777e-07,2.8881276807262919e-12,1.7236846676193913e-13,1.4868167299044416e-17,2.5265905278973454e-34,1.4708633933484828e-15,6.5900950518783595e-46,2.2979537890639358e-18,6.8359227344001165e-31,4.5080356895054823e-13,5.1004156479969479e-32,2.0455081229473131e-34,3.6251631941949951e-13,3.1573888885589931e-36,0.0017328052550507371,0.0010266964388137383,5.3292547671522801e-10,2.8731798744659676e-08,3.9469203368156236e-16,3.9379188209382206e-11,5.9469172524132351e-08,2.6169124597000098e-08,2.4241415198735198e-07,1.8338465446126978e-07,2.4341047139048294e-14,2.2001850965448543e-17,1.7568203875829517e-16,3.2059756988560102e-15
9.391444346138954e-09,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19012651253961238,0.098261939141228258,0.099484224528356646,1.2841483395309723e-12,2.1783629670631572e-07,2.8897888419920133e-12,1.7457596774720592e-13,1.4928976736369855e-17,2.5400106126760487e-34,1.482155231239835e-15,6.75956713106506e-46,2.3016318374551549e-18,6.927929842578483e-31,4.5291420523381356e-13,5.145971847066636e-32,2.0636555183906906e-34,3.6422271529569986e-13,3.214723380504715e-36,0.0017378163504586819,0.001030879253082775,5.328773630139236e-10,2.8613091770323379e-08,3.9490171631822819e-16,3.9057790148270589e-11,5.922149618575511e-08,2.61728051408179e-08,2.4296454930022663e-07,1.8471294025100327e-07,2.4567170256082739e-14,2.2070721010983654e-17,1.7812372410266857e-16,3.2358628861902932e-15
