Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19)
0.0,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.62827791675361e-24,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,6.9195691079648788e-140,5.0208584576916208e-66,1.3433692107331765e-46,1.2433022480805772e-74,6.358070087855124e-58,3.6156493435653596e-49,3.9477951466671587e-29,-2.3148317412727222e-114,3.9477951294888225e-29,2.2291952016985701e-74,4.1679392388079393e-72,2.9360687626425371e-75,2.3986987150369279e-106,3.6156493478176549e-49,4.0882479953418861e-92,2.3999879455147755e-18,7.0004132747812154e-19,1.5864920454702829e-23,1.6487488057101269e-37,1.5864920454702841e-23
2.1359178166910107e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,5.3394495475782028e-138,5.9607690241418644e-65,8.1139500328939476e-46,1.4760484346005434e-73,9.608315516731697e-57,2.1838522126889938e-48,1.1053826466325883e-28,-2.1985964988055295e-114,1.1053826362568731e-28,3.3687619570563575e-73,1.3104667505835113e-70,3.4857008484208921e-74,5.365793097312691e-105,2.1838522177373195e-48,1.152952062420061e-90,6.7199662474413693e-18,1.9601157169387409e-18,4.442177727316791e-23,9.958442681547676e-37,4.4421777273167951e-23
4.88209786672231e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999992,0.10000000000000001,5.8191933992996996e-136,5.8523301450283306e-64,3.9065176649085457e-45,1.4491931179684962e-72,1.0336187380384268e-55,1.0514308428720821e-47,2.5265889328274694e-28,3.5175433998909524e-114,2.5265888828728657e-28,3.623960085189866e-72,2.9235791673024886e-69,3.4222817913123275e-73,1.0601903032107162e-103,1.0514308478285577e-47,2.5079224266790307e-89,1.535992285129454e-17,4.4802644958599782e-18,1.0153549091009799e-22,4.7945613695928137e-36,1.0153549091009818e-22
1.0374457966784909e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999978,0.10000000000000001,4.7604616687278653e-134,5.1763405162508258e-63,1.7060788977299437e-44,1.2817949226532805e-71,9.5007369708431011e-55,4.5918748085485211e-47,5.3690015942697747e-28,2.2681753022767946e-112,5.3690013761048965e-28,3.3310435974146674e-71,5.4755399837411537e-68,3.0269695388439438e-72,1.8865520293045919e-102,4.5918748523879835e-47,4.6492654025726109e-88,3.263983605900081e-17,9.5205620537024535e-18,2.1576291818395775e-22,2.0939108205925553e-35,2.1576291818395864e-22
2.135917816691011e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999999,0.09999999999999995,0.10000000000000001,3.4261390578718826e-132,4.3510610133226222e-62,7.1225435561928406e-44,1.0774259024286638e-70,8.1280805034411425e-54,1.917017409956817e-46,1.105382727336456e-27,8.0930821759749103e-111,1.1053826362569136e-27,2.8497780721487704e-70,9.4576328294712883e-67,2.5443503710110955e-71,3.1819458445659627e-101,1.9170174468065229e-46,7.9908997047994e-87,6.7199662474413074e-17,1.9601157169387401e-17,4.4421777273167557e-22,8.741664703941462e-35,4.4421777273167933e-22
4.33286185671605e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999988,0.099999999999999881,0.099999999999999992,2.3223489140826928e-130,3.5673199369626103e-61,2.909791445964698e-43,8.8333890918022032e-70,6.7204541419105057e-53,7.8316421878566299e-46,2.2423480056394821e-27,2.7196888633987673e-109,2.2423476335498334e-27,2.3562519638965565e-69,1.57139956657869e-65,2.0860122967482105e-70,5.2263559425420327e-100,7.8316424899727362e-46,1.3244332091256182e-85,1.3631931530523648e-16,3.9762347400757293e-17,9.011274818271052e-22,3.571254623656761e-34,9.0112748182712025e-22
8.72674993676613e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999971,0.099999999999999742,0.099999999999999978,1.5291392020985815e-128,2.8890008774298572e-60,1.1761842263338433e-42,7.1535084638525324e-69,5.4649616977235521e-52,3.1656754429073202e-45,4.5162791321818109e-27,8.915594459846893e-108,4.5162776281359596e-27,1.9160655667509855e-68,2.5617770037485661e-64,1.6893070672430113e-69,8.4721492978524997e-99,3.1656756875686931e-45,2.1564967976098653e-84,2.7455862096687883e-16,8.0084727863497009e-17,1.8149469000179389e-21,1.4435576997834608e-33,1.8149469000179994e-21
1.7514526096866287e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999938,0.099999999999999464,0.099999999999999936,9.9257783669269428e-127,2.3254684741055448e-59,4.7293850461390086e-42,5.7577674922073218e-68,4.4076895910473256e-51,1.2729045370624151e-44,9.0641436650115812e-27,2.8874675056685255e-106,9.0641376173093571e-27,1.5453772798586343e-67,4.1372738274204254e-63,1.3597016576240416e-68,1.3644138792621009e-97,1.2729047339870415e-44,3.4805966736269849e-83,5.5103723229014533e-16,1.6072948878897618e-16,3.6425857363995051e-21,5.8044778507085636e-33,3.6425857363997481e-21
3.509007841706661e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999866,0.099999999999998909,0.099999999999999853,6.397431524891801e-125,1.8662814929749754e-58,1.8966949324329072e-41,4.6202482713958021e-67,3.5404959799714391e-50,5.1049194386405744e-44,1.8159881849651559e-26,9.2954507315682241e-105,1.815985759566074e-26,1.241332662789165e-66,6.6505375961196928e-62,1.0910755326181349e-67,2.1901875816731618e-96,5.1049210188345635e-44,5.5932323492490327e-82,1.1039944549366067e-15,3.2201901063993357e-16,7.2978634091622327e-21,2.327851884920013e-32,7.2978634091632062e-21
7.024118305746723e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999721,0.099999999999997799,0.099999999999999686,4.1087985029436806e-123,1.4956800345225378e-57,7.5966728541092569e-41,3.7018249272565656e-66,2.8381457534421457e-49,2.0446328299899165e-43,3.6351394694853269e-26,2.9834713532195529e-103,3.6351297552381854e-26,9.9508432767924301e-66,1.0665622389948882e-60,8.7418908398733171e-67,3.5100145696860561e-95,2.0446340960646393e-43,8.9686550573694784e-81,2.2099089002292416e-15,6.4459805434184469e-16,1.4608418754686066e-20,9.3235227571900026e-32,1.4608418754689975e-20
1.4054339233826852e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999438,0.099999999999995592,0.099999999999999367,2.6342699413639685e-121,1.1980679647007371e-56,3.0406489046466856e-40,2.9637171485771611e-65,2.2728184402426896e-48,8.1838785406530219e-43,7.2734566288943696e-26,9.5614666592080327e-102,7.2734177465897478e-26,7.968785998561297e-65,1.7084760278518433e-59,6.9988430847601066e-66,5.620608159167175e-94,8.1838886768947099e-43,1.4365506066128345e-79,4.4217377908133609e-15,1.2897561417456521e-15,2.9229529445727262e-20,3.7318174344754355e-31,2.9229529445742899e-20
2.811478108998711e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998866,0.099999999999991165,0.099999999999998729,1.687429142900073e-119,9.5980204557201178e-56,1.21665563506014e-39,2.3718845988405565e-64,1.819175937167166e-47,3.2746324236988628e-42,1.4550149309187257e-25,3.0620009482369217e-100,1.4549993729322224e-25,6.3783240470336997e-64,2.7351210099095302e-58,5.601225518573501e-65,8.9966707027061676e-93,3.2746405356857922e-42,2.299751459352573e-78,8.8453955719769964e-15,2.5800723165532073e-15,5.8471750827783722e-20,1.4931959013654825e-30,5.8471750827846314e-20
5.623566480230761e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997723,0.099999999999982311,0.099999999999997438,1.0804471200403263e-117,7.6956140090573674e-55,4.8674148615493528e-39,1.8978842876899429e-63,1.4557093137201301e-46,1.3100782090060802e-41,2.9103768115672253e-25,9.8023420961422251e-99,2.9103145694904596e-25,5.1040562445110826e-63,4.377368463617091e-57,4.4818697792907567e-64,1.4397721395076042e-91,1.3100846996888483e-41,3.6806738581231509e-77,1.7692711134285851e-14,5.1607046661680778e-15,1.1695619359179294e-19,5.973618585059811e-30,1.1695619359204355e-19
1.124774322269486e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559995436,0.099999999999964617,0.099999999999994857,6.9166092558548822e-116,6.1822594838366008e-54,1.9471244698160791e-38,1.5184775764001678e-62,1.1647148945671101e-45,5.2408354067892499e-41,5.8211939512239121e-25,3.1375122715171537e-97,5.8209449626539018e-25,4.0839296106784805e-62,7.0044958080138127e-56,3.5858976252352572e-63,2.3039079291604492e-90,5.2408873349533945e-41,5.8901110205740825e-76,3.5387342258829902e-14,1.032196936539686e-14,2.339250791193967e-19,2.3895320387435337e-29,2.3392507912040021e-19
2.249609670762306e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559990867,0.099999999999929229,0.099999999999989694,4.4274086532293858e-114,4.9863328745901321e-53,7.7888153381435164e-38,1.2148813025413858e-61,9.3183089668402129e-45,2.0964963289781534e-40,1.1643201743976031e-24,1.0042107423862034e-95,1.1642205749168659e-24,3.2676187520120394e-61,1.120701039120946e-54,2.868952459642991e-62,3.686562271358918e-89,2.0965378699164893e-40,9.425565622094083e-75,7.0776604507623392e-14,2.0644498763850596e-14,4.6786285017294537e-19,9.5576382368701976e-29,4.6786285017696845e-19
4.499280367747947e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559981724,0.099999999999858452,0.099999999999979369,2.8340715915686685e-112,4.0536101694261095e-52,3.1155899459234546e-37,9.7199462696476832e-61,7.4548831046950628e-44,8.3867708440532385e-40,2.3288711383235236e-24,3.2143477990084654e-94,2.3284727322949653e-24,2.6146069767224159e-60,1.7928677498588884e-53,2.295373523287472e-61,5.8990403250466837e-88,8.3871031224184645e-40,1.50838128419082e-73,1.4155512900403187e-13,4.1289557560742751e-14,9.357383922734075e-19,3.822430157753605e-28,9.3573839228957029e-19
8.998621761719227e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559963439,0.099999999999716899,0.099999999999958719,1.8143349429498691e-110,3.3459917471813325e-51,1.2462489948248569e-36,7.7771135606313422e-60,5.964000857527369e-43,3.3552343976159839e-39,4.6585706876773312e-24,1.0290783320375055e-92,4.6569770473517557e-24,2.0924055498168714e-59,2.8676200166259224e-52,1.8365719376885115e-60,9.4398347336629906e-87,3.3555001322597923e-39,2.4142179315370657e-72,2.8311217799213491e-13,8.2579675154465757e-14,1.8714894764477898e-18,1.5284255652451679e-27,1.871489476513004e-18
1.799730454966179e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559926868,0.099999999999433778,0.099999999999917433,1.1618038947218361e-108,2.8415393286118774e-50,4.9850240459985992e-36,6.2234305930439829e-59,4.7712384355658091e-42,1.3424941343259646e-38,9.3203602723926744e-24,3.2960536039919851e-91,9.3139856786677107e-24,1.6750369115297629e-58,4.5849713997094275e-51,1.4696683922937799e-59,1.510783225448156e-85,1.3427065775218231e-38,3.8652362256526084e-71,5.6622627594948507e-13,1.6515991034166667e-13,3.742991644690387e-18,6.1092415469750474e-27,3.7429916449557385e-18
3.599467012554691e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559853727,0.09999999999886755,0.099999999999834846,7.4434512561734704e-107,2.5362479639587535e-49,1.9940168586908616e-35,4.9814837744233786e-58,3.8170058479236226e-41,5.3731385938952002e-38,1.8653501385853124e-23,1.0566421122447722e-89,1.8628002946109096e-23,1.3417943312818004e-57,7.3255692553568579e-50,1.1763816018419888e-58,2.4185410581637698e-84,5.3748358166444825e-38,6.1922627435061841e-70,1.1324544717887621e-12,3.303203807150879e-13,7.4859959807509146e-18,2.4401167593031902e-26,7.4859959818481863e-18
