Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH3OO(77)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.553161002830065e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,3.7434077660546943e-72,6.6652318274033472e-42,0.0,2.9602141457977326e-57,0.0,6.6636245613032846e-25,-4.7753787066186665e-118,6.6636245612852995e-25,8.7308113235346692e-80,3.4202260043602715e-72,0.0,0.0,4.6922416160833978e-57,5.1262582687764711e-95,2.642698415522306e-18,1.2706328827193013e-19,4.8977056602267985e-23,5.3149578666439617e-38,4.897705660226973e-23,4.1872142665341884e-58,3.2641946571236457e-42
1.8348850807924183e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.1685234441607901e-70,4.02580002375163e-41,0.0,4.4734756171184581e-56,0.0,1.8658148771707463e-24,9.2172556631839016e-117,1.865814877159884e-24,2.462228486212071e-78,1.0753737743768081e-70,0.0,0.0,5.5706292313484658e-56,2.6534989161506259e-93,7.3995555634624574e-18,3.5577720716140437e-19,1.3713575848634471e-22,3.2102345418464572e-37,1.3713575848635524e-22,4.9710607772293789e-57,1.9715735729077674e-41
4.194023041811242e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,2.6015872823460165e-69,1.9382494154089044e-40,0.0,4.8123609325270365e-55,0.0,4.2647197192748877e-24,9.7325353196047052e-115,4.2647197192225914e-24,5.3558847754867274e-77,2.3990997195479365e-69,0.0,0.0,5.4692767803829961e-55,1.1586214741207847e-91,1.6913269859342745e-17,8.1320504494035286e-19,3.1345316225447554e-22,1.5455897332103205e-36,3.1345316225452627e-22,4.8806169490722207e-56,9.4922780629918373e-41
8.912298963848889e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,4.8686318236389349e-68,8.4648444208023588e-40,0.0,4.4233887937688258e-54,0.0,9.0625294035763937e-24,7.6927586890804861e-113,9.0625294033480025e-24,9.9289077335819036e-76,4.4932482057950611e-68,0.0,0.0,4.8375133171373321e-54,4.313257247113132e-90,3.5940698451103261e-17,1.7280607204982499e-18,6.6608796979064668e-22,6.749996341737147e-36,6.6608796979086833e-22,4.3168504202260231e-55,4.1455272146258451e-40
1.8348850807924181e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,8.4063710551811755e-67,3.5339059148893512e-39,0.0,3.7843022414038316e-53,0.0,1.8658148772552305e-23,5.4523549304821829e-111,1.8658148771598808e-23,1.7065255547127581e-74,7.7609686920914259e-67,0.0,0.0,4.0662213283282871e-53,1.4859825199309366e-88,7.3995555634624035e-17,3.5577720716140435e-18,1.3713575848626267e-21,2.817990526884015e-35,1.3713575848635521e-21,3.6285728879501457e-54,1.7306760072778896e-39
3.7221954496074766e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999986,0.11866996602996518,0.022821567693054282,0.0,1.3964957620132605e-65,1.4437158747429553e-38,0.0,3.1289342744187153e-52,0.0,3.7849387511995709e-23,3.6691849156232693e-109,3.7849387508100368e-23,2.8284409562704233e-73,1.2894964920554442e-65,0.0,0.0,3.3337337570160441e-52,4.9314342005996272e-87,1.5010527000166457e-16,7.2171947738456284e-18,2.7818968150051376e-21,1.1512410202842338e-34,2.781896815008918e-21,2.9749232826813351e-53,7.070376195716661e-39
7.496816187237595e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999997,0.11866996602996503,0.022821567693054278,0.0,2.2764531212750028e-64,5.8357303960200052e-38,0.0,2.5443973879254063e-51,0.0,7.6231864996848845e-23,2.4074864305037528e-107,7.6231864981103239e-23,4.6053828718101815e-72,2.1022045266366074e-64,0.0,0.0,2.6997437722833881e-51,1.6068360366030802e-85,3.0232469873574168e-16,1.4536040178308787e-17,5.6029752752843629e-21,4.6534997969054299e-34,5.6029752752996432e-21,2.4091700044098549e-52,2.8579591041493011e-38
1.5046057662497829e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999937,0.11866996602996473,0.022821567693054271,0.0,3.6763277583381701e-63,2.3465215257651911e-37,0.0,2.0521486704768398e-50,0.0,1.5299681999042045e-22,1.5600153786740095e-105,1.5299681992710797e-22,7.433106522570637e-71,3.3950652554840693e-63,0.0,0.0,2.1729882465670094e-50,5.1883761927041975e-84,6.0676355620387971e-16,2.9173730987235074e-17,1.1245132195819628e-20,1.8711514197582394e-33,1.1245132195881069e-20,1.9391096126022492e-51,1.1491727862197021e-37
3.0144540613018297e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999875,0.11866996602996412,0.022821567693054257,0.0,5.9094678011680866e-62,9.4106008257241125e-37,0.0,1.6483974127423226e-49,0.0,3.0652673007302482e-22,1.0046062338966738e-103,3.0652672981911367e-22,1.1944802634525668e-69,5.4574660864989914e-62,0.0,0.0,1.7436855538065699e-49,1.6677571656201049e-82,1.2156412711400919e-15,5.8449112605087531e-17,2.2529446036797415e-20,7.5041510242420635e-33,2.2529446037043826e-20,1.556013343255085e-50,4.6086968544525706e-37
6.034150651405923e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999748,0.1186699660299629,0.02282156769305423,0.0,9.4770749011316543e-61,3.769148873618341e-36,0.0,1.3213945569578024e-48,0.0,6.1358655062007839e-22,6.4493800947915447e-102,6.1358654960310923e-22,1.915324484383341e-68,8.7522831878553155e-61,0.0,0.0,1.3970692590850694e-48,5.3488151163784663e-81,2.4333967010122595e-15,1.1699987584079189e-16,4.5098073718382031e-20,3.0055721013623203e-32,4.5098073719368938e-20,1.2467041775806403e-49,1.8458826265942346e-36
1.2073543831614112e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999492,0.11866996602996045,0.022821567693054171,0.0,1.5180865953853321e-59,1.5086418179935842e-35,0.0,1.0581873436649151e-47,0.0,1.2277061932415649e-21,4.133982825088552e-100,1.2277061891710385e-21,3.0678478209737027e-67,1.4019927783478667e-59,0.0,0.0,1.1185031813602592e-47,1.7135419342746104e-79,4.8689075607555671e-15,2.3410140231219854e-16,9.0235329080067419e-20,1.2030101517856603e-31,9.023532908401761e-20,9.9812139157575461e-49,7.388341025726399e-36
2.415233019203049e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998982,0.11866996602995558,0.022821567693054053,0.0,2.4303374049974613e-58,6.0365323689545819e-35,0.0,8.4697876362228086e-47,0.0,2.455945484594056e-21,2.647792314188704e-98,2.4559454683066481e-21,4.9112209485307515e-66,2.2444859538341018e-58,0.0,0.0,8.9513975389210969e-47,5.4864098226952603e-78,9.7399292802380765e-15,4.6830445525500335e-16,1.8050983979750274e-19,4.8135918877527854e-31,1.8050983981330871e-19,7.9880046272602967e-48,2.9562987945924331e-35
4.830990291286324e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999796,0.11866996602994584,0.022821567693053817,0.0,3.8896408794820758e-57,2.4150060229724511e-34,0.0,6.7775460819311519e-46,0.0,4.9124240917371097e-21,1.6952412393414139e-96,4.9124240265768736e-21,7.860085672125172e-65,3.5921988485618519e-57,0.0,0.0,7.1624344191452702e-46,1.7561433945963849e-76,1.9481972719186654e-14,9.3671056114057896e-16,3.6105886120863176e-19,1.9257376253071243e-30,3.6105886127186586e-19,6.3916173589708467e-47,1.1827120271082864e-34
9.662504835452874e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995918,0.11866996602992635,0.022821567693053348,0.0,6.2242474424587527e-56,9.6608102987119676e-34,0.0,5.4227233372013429e-45,0.0,9.8253814037755037e-21,1.0851637781441535e-94,9.8253811431133471e-21,1.2577843038955327e-63,5.7482808693591483e-56,0.0,0.0,5.7304217692289576e-45,5.6204465837304499e-75,3.8966059597018093e-14,1.8735227729115949e-15,7.2215690393592304e-19,7.7034768434017621e-30,7.2215690418888007e-19,5.1137794018713975e-46,4.7312331943286381e-34
1.9325533923785973e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991832,0.11866996602988739,0.022821567693052412,0.0,9.9592650043967591e-55,3.8644813664903954e-33,0.0,4.3384532730551568e-44,0.0,1.9651296418861435e-20,6.9457183791253636e-93,1.965129537617039e-20,2.0125913720739706e-62,9.1976852764523466e-55,0.0,0.0,4.5844433169747302e-44,1.7986689509275465e-73,7.7934233352418034e-14,3.7471471964530848e-15,1.444352989010638e-18,3.0814356585265631e-29,1.4443529900225087e-18,4.0912177376924312e-45,1.8925703295993807e-33
3.8651592100452177e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319983661,0.11866996602980945,0.022821567693050538,0.0,1.5934595868374057e-53,1.5458239965910642e-32,0.0,3.4708724597061418e-43,0.0,3.9303128013069871e-20,4.4454743557021562e-91,3.9303123842220836e-20,3.2202553847982541e-61,1.4716087335974302e-53,0.0,0.0,3.6674629418535348e-43,5.7559423158566448e-72,1.5587058086216622e-13,7.4943960435338969e-15,2.8887451576405995e-18,1.2325349708218622e-28,2.8887451616881716e-18,3.2730518786179723e-44,7.5704356804505247e-33
