Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),C2H6X(52),CH3OO(77),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),H2OX(23)
2.756769523391446e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33745210726206287,0.11855985456397346,0.022818896130786963,0.0,5.4512174991399622e-19,6.1507684468823924e-15,1.1168415195100877e-14,2.5807013415867664e-17,3.5862671935127673e-38,1.0205042927227837e-09,8.2035992317963322e-38,2.7968574378844206e-11,9.7276182245847247e-27,1.7841920765426384e-23,2.4975665019796224e-29,1.1819374325685819e-30,1.4733695240229073e-21,5.4923718666519859e-29,0.00011010933229893645,5.3431244040400661e-06,1.0256012126969298e-09,8.3291663185957594e-16,2.3681153622528044e-09,5.1378492634588622e-18,5.0949229464903574e-21,5.9297633293392088e-14,7.0997979871580107e-14,3.7866858589529523e-14,8.7407989322857829e-11,6.6916062738804228e-20,8.9108367845842269e-21,8.0286168012039043e-21
2.8166534007889824e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744962276856222,0.11855748610975433,0.022818838121507472,0.0,5.7043749629595365e-19,6.4275885304845659e-15,1.2082725765693456e-14,2.7004526016682952e-17,4.0739079287407287e-38,1.0556546455965203e-09,9.3246345374976444e-38,2.8574721097810152e-11,1.0434208731080408e-26,1.8885036668736479e-23,2.7762592009994887e-29,1.3078117765979213e-30,1.5413456613639358e-21,6.0331140220228366e-29,0.0001124777391643995,5.4591429558715588e-06,1.0347546635299706e-09,8.5369961045506262e-16,2.4239993622229813e-09,5.4792565556667812e-18,5.4583540397077661e-21,6.2404789160180397e-14,7.1632242255119996e-14,3.9825946383156397e-14,9.0451240707628612e-11,7.075210635522698e-20,9.6492224698711887e-21,8.2304951782064112e-21
2.876537278186519e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744713926728231,0.11855511864557383,0.022818780113229385,0.0,5.9638212156623853e-19,6.7108207720383995e-15,1.3048774808670091e-14,2.8223118467382296e-17,4.6153251930580416e-38,1.0911064809564507e-09,1.0566897353930842e-37,2.9180808838859496e-11,1.1172997436571096e-26,1.9963281606700878e-23,3.0790919949050597e-29,1.443865327765056e-30,1.6110007214355803e-21,6.6126291521327018e-29,0.00011484515594854388,5.5751595046863517e-06,1.0436226052301782e-09,8.7460303799668694e-16,2.4800059299734734e-09,5.8354506520227792e-18,5.8376982246881048e-21,6.5590353180296426e-14,7.2246719011051385e-14,4.1848451045271725e-14,9.3521020177497487e-11,7.471079504690926e-20,1.0429912435554479e-20,8.4335577087960901e-21
2.9364211555840553e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744465675780122,0.11855275217101774,0.022818722105952347,0.0,6.2295924132061705e-19,7.00048683608626e-15,1.4068191922474713e-14,2.9462313900044479e-17,5.2151230880489729e-38,1.1268503863058068e-09,1.194007835135905e-37,2.978683763041097e-11,1.1944529732692868e-26,2.1076960358672525e-23,3.4075760484315565e-29,1.5906668716183084e-30,1.6823443680667803e-21,7.2326595204874175e-29,0.00011721158306563583,5.6911740511912717e-06,1.0522152779622877e-09,8.9562716766222139e-16,2.5361325724297724e-09,6.206745053076781e-18,6.233177098048686e-21,6.8853677630889217e-14,7.284211977833052e-14,4.3934933907197384e-14,9.6616495321755523e-11,7.879278511229004e-20,1.1254256956837355e-20,8.6378069438186624e-21
2.996305032981592e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744217523969749,0.11855038668567192,0.022818664099676006,0.0,6.5017247854925272e-19,7.29660848126301e-15,1.5142615023018354e-14,3.0721642891016728e-17,5.8781905802739818e-38,1.1628772867576215e-09,1.3454365611394778e-37,3.0392807500533247e-11,1.2749337984692889e-26,2.2226371582743895e-23,3.7632820341876946e-29,1.7488028549408096e-30,1.7553862849167437e-21,7.8949763028421902e-29,0.00011957702092976774,5.8071865960928231e-06,1.0605425545515315e-09,9.1677224695188258e-16,2.5923768858574986e-09,6.5934533463062391e-18,6.6450040271612771e-21,7.219409011074619e-14,7.3419128739461082e-14,4.6085936734071008e-14,9.9736863522360383e-11,8.2998702378116381e-20,1.212361336788269e-20,8.8432453783069611e-21
3.0561889103791283e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743969471255014,0.11854802218912246,0.022818606094400014,0.0,6.7802546346592839e-19,7.5992075584324872e-15,1.6273689947655641e-14,3.2000643867748291e-17,6.6097125828600117e-38,1.1991784329226713e-09,1.512045475685408e-37,3.0998718476957265e-11,1.3587941744115371e-26,2.3411808197410336e-23,4.1478411266382672e-29,1.9188774722851211e-30,1.830136175028061e-21,8.6013788939352974e-29,0.00012194146995485805,5.9231971400971959e-06,1.0686139536612494e-09,9.3803851798037549e-16,2.6487365526568109e-09,6.9958892111032834e-18,7.0733843087410406e-21,7.5610895622162607e-14,7.397840553369734e-14,4.8301982578236151e-14,1.0288135088493169e-10,8.7329143764287162e-20,1.3039345722978876e-20,9.0498754543661512e-21
3.116072787776665e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743721517593822,0.11854565868095565,0.022818548090124006,0.0,7.0652183334603923e-19,7.9083060089140194e-15,1.7463070079542039e-14,3.3298863454461386e-17,7.415181219381255e-38,1.2357453892319299e-09,1.6949558825727657e-37,3.1604570587088294e-11,1.4460847971510373e-26,2.4633557745699656e-23,4.5629459900488746e-29,2.1015127483229662e-30,1.9066037604028412e-21,9.3536942259109912e-29,0.00012430493055465142,6.0392056839102556e-06,1.076438652497779e-09,9.594262177552732e-16,2.705209338271822e-09,7.4143664236392872e-18,7.5185153321307726e-21,7.9103378548237083e-14,7.4520586137488399e-14,5.0583576601412645e-14,1.0604921120809621e-10,9.1784678775463026e-20,1.4002824475105727e-20,9.2576995639443019e-21
3.175956665174201e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743473662944179,0.11854329616075789,0.022818490086847644,0.0,7.3566523237300176e-19,8.2239258627952626e-15,1.8712415991417137e-14,3.4615856762100418e-17,8.3004072689122278e-38,1.272570022677955e-09,1.8953417891869117e-37,3.2210363858017351e-11,1.5368551267588365e-26,2.5891902742519343e-23,5.0103517605841623e-29,2.2973486162259844e-30,1.9847987816007836e-21,1.01537760989252e-28,0.00012666740314271871,6.1552122282375511e-06,1.0840254990595856e-09,9.8093557844232741e-16,2.7617930882109173e-09,7.8491988616123319e-18,7.9805867463902239e-21,8.2670804530090039e-14,7.5046283713337646e-14,5.2931206866462426e-14,1.092397249898078e-10,9.6365850922677531e-20,1.5015426171080525e-20,9.4667200514328117e-21
3.2358405425717377e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743225907264096,0.11854093462811581,0.022818432084570562,0.0,7.6545931149266171e-19,8.5460892373278261e-15,2.0023395107901477e-14,3.5951187627575873e-17,9.2715317911685412e-38,1.3096444919601858e-09,2.1144308435550382e-37,3.2816098316532286e-11,1.631153411138515e-26,2.7187121005940533e-23,5.4918770227459703e-29,2.5070429922832285e-30,2.0647309973581743e-21,1.1003504524347258e-28,0.00012902888813245725,6.271216773784316e-06,1.0913830239469647e-09,1.0025668276183039e-15,2.8184857251739724e-09,8.3007005088829218e-18,8.4597806303825236e-21,8.6312422248320015e-14,7.5556089428210498e-14,5.5345345099570229e-14,1.1245219846931673e-10,1.0107317907804994e-19,1.6078533162507586e-20,9.6769392161352025e-21
3.295724419969274e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33742978250511613,0.11853857408261616,0.02281837408329241,0.0,7.9590772827527749e-19,8.8748183354022295e-15,2.1397681385434286e-14,3.7304428806931692e-17,1.0335037930683972e-37,1.3469612370196697e-09,2.3535052467523212e-37,3.3421773989128542e-11,1.7290267104130212e-26,2.8519485973107823e-23,6.0094047803332243e-29,2.7312718469516055e-30,2.1464101842267963e-21,1.1904785080898407e-28,0.00013138938593709076,6.3872193212554598e-06,1.0985194517480819e-09,1.02432018851188e-15,2.8752852462826694e-09,8.7691854600028936e-18,8.956271665124572e-21,9.0027465112843073e-14,7.6050573242582168e-14,5.7826447423663347e-14,1.1568596270351013e-10,1.0590715876557036e-19,1.7193533331790652e-20,9.8883593146435453e-21
3.3556082973668107e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33742730692644823,0.11853621452384593,0.022818316083012845,0.0,8.2701414678475592e-19,9.2101354440988395e-15,2.2836955009018169e-14,3.8675162126704391e-17,1.1497762899006168e-37,1.3845129689492325e-09,2.6139026410662525e-37,3.4027390902019465e-11,1.8305209217631181e-26,2.9889267001435039e-23,6.5648834221011004e-29,2.9707292725262325e-30,2.2298461362318324e-21,1.2859548284001309e-28,0.00013374889696966932,6.5032198713555798e-06,1.1054427120165529e-09,1.0461958802331515e-15,2.9321897204101732e-09,9.2549679246424495e-18,9.4702273077376423e-21,9.3815152865095577e-14,7.6530284671179345e-14,6.0374955063892429e-14,1.189403726763901e-10,1.1086826339080358e-19,1.8361819832496712e-20,1.0100982563106511e-20
3.415492174764347e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33742483233621856,0.11853385595139222,0.022818258083731502,0.0,8.58782237454803e-19,9.5520629333116794e-15,2.4342902104973618e-14,4.0062978597404926e-17,1.2766910133926551e-37,1.4222926602656295e-09,2.8970169743648416e-37,3.463294908114617e-11,1.9356808046098998e-26,3.129672965571915e-23,7.1603276822922994e-29,3.2261275476088361e-30,2.3150486645478491e-21,1.3869748968553609e-28,0.0001361074216430698,6.6192184247889587e-06,1.1121604498552235e-09,1.0681941179922405e-15,2.9891972856066362e-09,9.7583622319199328e-18,1.0001807966399223e-20,9.7674693096419802e-14,7.6995753516431529e-14,6.2991295025991722e-14,1.2221480644050054e-10,1.1595694541223263e-19,1.9584790843389376e-20,1.0314811139375397e-20
3.4753760521618836e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33742235873400878,0.11853149836484231,0.022818200085448041,0.0,8.9121567697165443e-19,9.9006232544418743e-15,2.5917214468942604e-14,4.1467478492740986e-17,1.415006163479189e-37,1.4602935355306848e-09,3.2042993411471433e-37,3.5238448552187257e-11,2.0445500060440793e-26,3.274213598177738e-23,7.7978195962087003e-29,3.4981971985437683e-30,2.4020275971920084e-21,1.4937365685283347e-28,0.00013846496036999548,6.7352149822595612e-06,1.1186800361202676e-09,1.0903151133075051e-15,3.0463061466170708e-09,1.0279682834638757e-17,1.0551167175756694e-20,1.0160528268629732e-13,7.7447490575610647e-14,6.567588074832917e-14,1.2550866428915685e-10,1.2117363745684596e-19,2.0863849335482933e-20,1.0529847185046729e-20
3.53525992955942e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741988611940066,0.11852914176378374,0.022818142088162102,0.0,9.2431814816306177e-19,1.0255838939157959e-14,2.7561589308413977e-14,4.2888271397909906e-17,1.5655190472975505e-37,1.498509062308908e-09,3.5372588007822662e-37,3.5843889340567963e-11,2.1571710864141939e-26,3.4225744767187134e-23,8.4795094509871242e-29,3.7876870579831394e-30,2.4907927787336846e-21,1.6064400110794585e-28,0.00014082151356297653,6.8512095444710346e-06,1.1250085772592327e-09,1.1125590742038045e-15,3.1035145724882834e-09,1.0819244313435782e-17,1.111845177231792e-20,1.0560610916394585e-13,7.7885988322603177e-14,6.8429112728450203e-14,1.2882136795837378e-10,1.265187533824605e-19,2.2200402851498438e-20,1.0746092807415826e-20
3.5951438069569566e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741741449197665,0.11852678614780408,0.022818084091873338,0.0,9.5809333989324426e-19,1.0617732598219988e-14,2.927772899907627e-14,4.4324976230025804e-17,1.7290673476616029e-37,1.5369329424495079e-09,3.8974631734665071e-37,3.644927147146909e-11,2.2735855449944623e-26,3.5747811789683974e-23,9.2076167317384346e-29,4.0953643207348834e-30,2.5813540700196972e-21,1.7252876471366841e-28,0.00014317708163436984,6.9672021121267161e-06,1.1311529247961536e-09,1.1349262054012766e-15,3.1608208942616811e-09,1.1377361380845178e-17,1.1703802069383507e-20,1.0967635199665506e-13,7.8311721565224312e-14,7.1251379124909735e-14,1.3215235985742619e-10,1.3199268928916752e-19,2.3595863297129619e-20,1.0963550081337245e-20
3.655027684354493e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741494385131943,0.1185244315164912,0.022818026096581387,0.0,9.9254494696351904e-19,1.098632692036484e-14,3.1067340854334214e-14,4.5777221233498857e-17,1.9065304088760792e-37,1.5755591036811762e-09,4.2865398144477948e-37,3.7054594969835651e-11,2.3938338456609735e-26,3.7308590053749733e-23,9.9844310632049211e-29,4.4220145970402032e-30,2.6737213479144194e-21,1.8504840980531773e-28,0.00014553166499635921,7.0831926859296253e-06,1.1371196844764046e-09,1.1574167084950366e-15,3.2182235027488589e-09,1.1954348885281701e-17,1.2307352031131437e-20,1.138151838080997e-13,7.8725148078952139e-14,7.4143056335177449e-14,1.3550110232701536e-10,1.3759582448218393e-19,2.5051646743551931e-20,1.1182221050990854e-20
3.7149115617520295e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741247419701192,0.11852207786943306,0.02281796810228591,0.0,1.0276766700183432e-18,1.1361644671250001e-14,3.2932136907355448e-14,4.724464395295557e-17,2.0988305398079606e-37,1.6143816915084071e-09,4.7061763670825689e-37,3.7659859860385056e-11,2.5179554425122331e-26,3.8908330015900607e-23,1.081231314708659e-28,4.7684419634197848e-30,2.7679045050540399e-21,1.9822361290414056e-28,0.00014788526406095528,7.1991812665824707e-06,1.1429152250834933e-09,1.1800307821262271e-15,3.2757208463869985e-09,1.2550521814947042e-17,1.2929229445507014e-20,1.1802177152973646e-13,7.9126709217927273e-14,7.7104509550387329e-14,1.3886707692405065e-10,1.4332852238829489e-19,2.6569173240634044e-20,1.1402107731562982e-20
3.774795439149566e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741000552863748,0.11851972520621783,0.022817910108986553,0.0,1.0634922154564909e-18,1.1743708692453293e-14,3.4873833705042205e-14,4.8726891186077877e-17,2.3069343341342111e-37,1.6533950613985488e-09,5.1581214953025687e-37,3.8265066167615242e-11,2.6459888053768067e-26,4.054727979916347e-23,1.1693695695182648e-28,5.135469011221474e-30,2.8639134496142935e-21,2.1207525956790975e-28,0.00015023787923999581,7.3151678547876453e-06,1.1485456869395647e-09,1.2027686221447894e-15,3.3333114291712294e-09,1.3166195301662886e-17,1.3569556095609834e-20,1.222952774882652e-13,7.951683050403398e-14,8.0136093287691807e-14,1.4224978373209182e-10,1.491911314279779e-19,2.8149866640336382e-20,1.162321211084928e-20
3.8346793165471025e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33740753784577976,0.11851737352643388,0.022817852116682965,0.0,1.0999952953471333e-18,1.2132541900526094e-14,3.6894152113350248e-14,5.0223618918543357e-17,2.5318540076878871e-37,1.6925937712491427e-09,5.6441855960783357e-37,3.8870213915812244e-11,2.7779714451569855e-26,4.2225685397208359e-23,1.2631084358490302e-28,5.523936892995612e-30,2.9617581050910183e-21,2.2662443917796095e-28,0.00015258951094514566,7.4311524512472274e-06,1.154016990100964e-09,1.2256304217643403e-15,3.3909938086611655e-09,1.3801684624634056e-17,1.4228447929304924e-20,1.2663486043201337e-13,7.9895922194848739e-14,8.3238151900964886e-14,1.4564874069653142e-10,1.5518398584520852e-19,2.979515442980384e-20,1.1845536150779619e-20
3.894563193944639e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33740507114802254,0.11851502282966968,0.022817794125374786,0.0,1.13718962735057e-18,1.2528167286097686e-14,3.899481713340335e-14,5.1734492243068474e-17,2.7746487528272235e-37,1.7319725741255083e-09,6.1662414924726908e-37,3.9475303129057661e-11,2.9139399389630217e-26,4.3943790868585781e-23,1.3627058652398819e-28,5.9347053668181963e-30,3.0614484100929025e-21,2.4189243986166638e-28,0.0001549401595878968,7.5471350566629907e-06,1.1593348422597958e-09,1.2486163717095123e-15,3.4487665940589829e-09,1.4457305214144961e-17,1.4906015226817696e-20,1.3103967649898648e-13,8.0264379831214498e-14,8.6411020070586113e-14,1.4906348298362981e-10,1.6130740649686207e-19,3.1506467573681923e-20,1.2069081788867048e-20
3.9544470713421754e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33740260543495043,0.11851267311551392,0.022817736135061675,0.0,1.1750789346433987e-18,1.2930607913028485e-14,4.1177557727876485e-14,5.3259185264390049e-17,3.0364261097548301e-37,1.7715264112588702e-09,6.7262251078814124e-37,4.0080333831235869e-11,3.0539299549977127e-26,4.5701838521498393e-23,1.4684272878112826e-28,6.368652838676078e-30,3.162994318145834e-21,2.5790074354911164e-28,0.00015728982557956846,7.6631156717363877e-06,1.1645047463620253e-09,1.2717266603560873e-15,3.5066284443564517e-09,1.5133372655192515e-17,1.5602362766101896e-20,1.3550888012921359e-13,8.0622584765171769e-14,8.9655023273020114e-14,1.5249356236254707e-10,1.6756170160354141e-19,3.328524036520689e-20,1.229385093958634e-20
4.014330948739712e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33740014070614766,0.11851032438355549,0.02281767814574328,0.0,1.2136669458478912e-18,1.3339886917609948e-14,4.3444106657144946e-14,5.4797380991865904e-17,3.3183433547165919e-37,1.8112504052956806e-09,7.3261361220600111e-37,4.0685306046040855e-11,3.1979762771558287e-26,4.7500069089519142e-23,1.580545704043471e-28,6.8266764030229102e-30,3.2664057975082899e-21,2.7467102116254e-28,0.00015963850933130717,7.7790942971685635e-06,1.1695320079522958e-09,1.2949614738642706e-15,3.5645780665484607e-09,1.5830202691058463e-17,1.631758998579734e-20,1.4004162492391141e-13,8.097090466895056e-14,9.2970478230893853e-14,1.5593854660954669e-10,1.7394716746358488e-19,3.5132910285640932e-20,1.2519845495685941e-20
4.0742148261372484e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739767696119932,0.11850797663338336,0.022817620157419255,0.0,1.2529573949653802e-18,1.3756027507809089e-14,4.5796200324719414e-14,5.6348771221232738e-17,3.621608905012245e-37,1.851139853789132e-09,7.9680386095349976e-37,4.1290219796982908e-11,3.3461128293072497e-26,4.9338721898650467e-23,1.6993417762032171e-28,7.3096918816091642e-30,3.371692830997207e-21,2.922251279369466e-28,0.00016198621125408679,7.8950709336603515e-06,1.1744217422552594e-09,1.3183209963053955e-15,3.6226142139106333e-09,1.6548111226823982e-17,1.7051791145618487e-20,1.446370644538854e-13,8.1309694025703424e-14,9.6357693344252573e-14,1.5939801893357625e-10,1.8046408913192699e-19,3.7050917871643378e-20,1.2747067329435199e-20
4.134098703534785e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739521419969037,0.11850562986458679,0.022817562170089241,0.0,1.2929540213134575e-18,1.4179052962555592e-14,4.8235578631508959e-14,5.7913056406928142e-17,3.9474837407519058e-37,1.8911902229241593e-09,8.6540616609957693e-37,4.1895075107394984e-11,3.4983726992366713e-26,5.1218035026103109e-23,1.825103919431304e-28,7.8186338606844524e-30,3.4788654158238326e-21,3.105850988700537e-28,0.00016433293175870879,8.0110455819122766e-06,1.1791788810028792e-09,1.3418054097823768e-15,3.68073568433876e-09,1.7287414332829197e-17,1.7805055484038277e-20,1.4929435301948704e-13,8.1639294602634114e-14,9.9816969103665657e-14,1.6287157742245699e-10,1.8711274106541665e-19,3.9040706590186646e-20,1.2975518293809478e-20
4.1939825809323213e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739275242120653,0.11850328407675512,0.02281750418375289,0.0,1.3336605694667888e-18,1.4608986631069574e-14,5.0763984838474657e-14,5.9489945526261871e-17,4.2972828432950631e-37,1.9313971414675721e-09,9.3863999882592001e-37,4.2499872000439012e-11,3.6547881622163519e-26,5.3138245451156825e-23,1.9581283925025825e-28,8.3544557266655628e-30,3.5879335634390615e-21,3.2977314429975641e-28,0.00016667867125580199,8.1270182426245523e-06,1.1838081790168117e-09,1.3654148945441815e-15,3.7389413187478061e-09,1.8048428248080323e-17,1.8577467373151658e-20,1.5401264636435065e-13,8.1960035907153272e-14,1.0334859848583026e-13,1.6635883450894435e-10,1.9389338773612553e-19,4.1103722720644327e-20,1.3205200223616716e-20
4.253866458329858e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739029162533335,0.11850093926947788,0.022817446198409853,0.0,1.3750807892013729e-18,1.5045851932228166e-14,5.338316543725667e-14,6.1079155936609157e-17,4.672376650310716e-37,1.9717563949352218e-09,1.0167314513393496e-36,4.3104610499111725e-11,3.8153907041917218e-26,5.5099589198451021e-23,2.0987193882700606e-28,8.9181297003589173e-30,3.698907299387766e-21,3.4981164560701793e-28,0.00016902343015582301,8.2429889164970768e-06,1.1883142205546589e-09,1.3891496290946111e-15,3.7972299995283628e-09,1.8831469383606768e-17,1.9369106470622561e-20,1.587911023450422e-13,8.2272235626670971e-14,1.0695286733230942e-13,1.6985941645594549e-10,2.0080628421411193e-19,4.3241415243695152e-20,1.3436114936568216e-20
4.3137503357273943e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33738783181165705,0.11849859544234485,0.022817388214059778,0.0,1.4172184354420709e-18,1.5489672353969125e-14,5.6094870028376883e-14,6.2680413226695895e-17,5.0741925273994373e-37,2.0122639199684297e-09,1.0999132942581179e-36,4.3709290626250448e-11,3.980211044562657e-26,5.7102301474038059e-23,2.2471891238041434e-28,9.5106468698218437e-30,3.8117966631717039e-21,3.7072315104208697e-28,0.00017136720886905602,8.3589576042294467e-06,1.1927014254285557e-09,1.4130097902956379e-15,3.8556006490584923e-09,1.9636854325770623e-17,2.0180047868634994e-20,1.6362888155866281e-13,8.2576200052611345e-14,1.106300547120205e-13,1.7337296286020733e-10,2.0785167672104461e-19,4.5455235736703358e-20,1.3668264234295916e-20
4.3736342131249307e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33738537297976379,0.11849625259494587,0.022817330230702326,0.0,1.4600772682132392e-18,1.5940471452729804e-14,5.890085120663719e-14,6.4293451062949432e-17,5.504216256220172e-37,2.0529157989121697e-09,1.1884250325292982e-36,4.4313912404538711e-11,4.1492791585460607e-26,5.9146616794518766e-23,2.4038579302377762e-28,1.0133017221942678e-29,3.9266117081205464e-21,3.9253037167182965e-28,0.00017371000780561292,8.4749243065209403e-06,1.1969740549042708e-09,1.4369955534655534e-15,3.914052228268964e-09,2.0464899839530823e-17,2.1010362239784435e-20,1.6852514793036595e-13,8.2872224489217627e-14,1.1438043326807546e-13,1.7689912617381149e-10,2.1502980315602373e-19,4.7746638275251663e-20,1.390164990331841e-20
4.433518090522467e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33738291512924012,0.11849391072687099,0.022817272248337135,0.0,1.5036610525923151e-18,1.6398272852919787e-14,6.180286445335127e-14,6.5918011031800563e-17,5.9639935390665536e-37,2.0937082545877526e-09,1.2825129599335449e-36,4.4918475856511491e-11,4.3226242991078247e-26,6.1232769109566223e-23,2.5690543423278945e-28,1.0786269672815847e-29,4.0433625012706331e-21,4.1525617744589602e-28,0.00017605182737543356,8.590889024070536e-06,1.2011362173886776e-09,1.461107092472174e-15,3.9725837352599789e-09,2.1315922871664018e-17,2.1860115979860084e-20,1.7347906926266485e-13,8.3160593647690873e-14,1.1820426954955645e-13,1.8043757124283882e-10,2.2234089359488562e-19,5.011707934051739e-20,1.413627371595839e-20
4.4934019679200037e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33738045825967306,0.11849156983771052,0.02281721426696386,0.0,1.5479735586662021e-18,1.6863100246425636e-14,6.4802668035064285e-14,6.7553842478741807e-17,6.4551315198394224e-37,2.1346376452530541e-09,1.3824302122325287e-36,4.552298100456045e-11,4.500275018454572e-26,6.3360991918130878e-23,2.7431151877432647e-28,1.1471452096984135e-29,4.162059123251052e-21,4.3892359337938331e-28,0.00017839266798828563,8.7068517575768936e-06,1.205191873913208e-09,1.4853445798213184e-15,4.0311942039675103e-09,2.2190240553944321e-17,2.2729371347480947e-20,1.7848981774832972e-13,8.34415820261906e-14,1.2210182432879183e-13,1.8398797486258524e-10,2.2978517076421241e-19,5.256801773219721e-20,1.4372137431213824e-20
4.55328584531754e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33737800237064969,0.11848922992705478,0.022817156286582149,0.0,1.5930185614903124e-18,1.7334977392146347e-14,6.7902022908431123e-14,6.9200702344871839e-17,6.9793003213640736e-37,2.1757004597435469e-09,1.4884368190132721e-36,4.6127427870938875e-11,4.6822591890776591e-26,6.5531518378608665e-23,2.9263856760884423e-28,1.2189631355616681e-29,4.2827116681766867e-21,4.6355579584961511e-28,0.0001807325300537647,8.8228125077383766e-06,1.2091448434205884e-09,1.5097081867407951e-15,4.0898827028775351e-09,2.3088170206283764e-17,2.3618186600560698e-20,1.8355657044859735e-13,8.3715454276203004e-14,1.2607335290468691e-13,1.8755002534873815e-10,2.3736285049122403e-19,5.5100914486698937e-20,1.4609242795584775e-20
4.673053600112613e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33737309353258366,0.11848455303962013,0.022817040328792032,0.0,1.6853211822318449e-18,1.8299976308384445e-14,7.4406443292931467e-14,7.252657207841664e-17,8.1337351530657318e-37,2.2582129409267087e-09,1.7197929826337955e-36,4.7336146847033361e-11,5.0593360974231987e-26,7.0000413791152229e-23,3.3219788614237832e-28,1.3729342913811497e-29,4.5299249701740836e-21,5.1580800156541362e-28,0.00018540932018012711,9.0547280608185799e-06,1.2167573166359879e-09,1.5588144382978304e-15,4.2074902307209288e-09,2.495613565996893e-17,2.5454710579318277e-20,1.9385482363834082e-13,8.4242861837110439e-14,1.3423932703602299e-13,1.9470787535763781e-10,2.5291924903377819e-19,6.0418437970248209e-20,1.5087185399906646e-20
4.780844579428178e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33736867892764694,0.11848034718330969,0.022816935970168584,0.0,1.7709366515632578e-18,1.9192825192121893e-14,8.0618605020839427e-14,7.5555283307358375e-17,9.3037913406629495e-37,2.3328977710534483e-09,1.9515906481357066e-36,4.8423794822782201e-11,5.4137921360130905e-26,7.4169433790134772e-23,3.7131475984150455e-28,1.5239024921702507e-29,4.7592077353121045e-21,5.6637003658341018e-28,0.000189615088767382,9.2634452825508821e-06,1.2232929315546906e-09,1.6034430879652746e-15,4.3135951886679993e-09,2.6721244820198373e-17,2.717498414000991e-20,2.0330664492816879e-13,8.469565707004392e-14,1.4184415325010832e-13,2.0118686741513978e-10,2.6737828309153688e-19,6.5499207009690686e-20,1.5521597475835621e-20
4.888635558743744e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33736426749326265,0.1184761444909926,0.022816831614752387,0.0,1.8589843433034298e-18,2.0108887791162625e-14,8.7180813426914154e-14,7.861627614120404e-17,1.0609885654121379e-36,2.4079657791982371e-09,2.2074821124298862e-36,4.9511254306164999e-11,5.7826930904148681e-26,7.8479138592368923e-23,4.1399167401667106e-28,1.6873079070805217e-29,4.9949852808907525e-21,6.2042496894934767e-28,0.00019381769322332558,9.4721560890925417e-06,1.2295492582136118e-09,1.6484829775772257e-15,4.4199399302918287e-09,2.8567800646053942e-17,2.8959368649451735e-20,2.1292738784328865e-13,8.5129097875363446e-14,1.4969240415289663e-13,2.0769923239550091e-10,2.8227262557286147e-19,7.0868337788888135e-20,1.5960059164186863e-20
