Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH2X(27),CHX(28),CX(26),H2X(49),CH3OO(77),C2H4(47),HOX(22),H2OX(23),OCX(25),COX(50),CH4OX(60),C2H6X(52),C2H4X(206),C2H4X(65),CH2OH(40),CH2OX(54),acetyl(43)
7.750515014384151e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45193842087895242,0.11829814064696495,0.022819742174262508,0.0,1.9308255593477839e-12,2.2150766648603137e-08,1.2742721238746087e-11,1.1121781104122126e-12,8.2929551058233075e-21,6.8473188881741326e-06,2.1587122760622599e-24,6.7656830754952966e-06,2.1634225750236402e-17,5.9986610931084158e-16,4.9409510535958657e-21,1.1726696341570318e-22,1.2428609124372683e-09,1.2899337149742513e-17,0.0003649289987052681,3.6496600047975566e-06,2.2814840999502635e-07,1.3034721504629204e-09,5.9736108213694503e-13,5.5321957807131145e-12,4.7702261253402095e-08,5.916771559408836e-11,3.8573676520483243e-11,1.5045953193753869e-17,4.2894521577290195e-11,4.8913350926130915e-16,1.3215775146801287e-15,3.9677968743143437e-17,6.6448693563423937e-21,5.4746733107923793e-16,6.2813504042748523e-21,3.7129377471201066e-24,1.5441543079003472e-20,2.406935862953523e-24,2.1765384786537437e-22
7.796091346296197e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45193632257017285,0.11829600442166716,0.022819741868616888,0.0,1.9669603590516308e-12,2.2410418205422342e-08,1.2919909241819801e-11,1.1319030454739702e-12,8.5777659640297655e-21,6.8875940980945605e-06,2.2288529099926365e-24,6.8050314252595106e-06,2.2070367388979515e-17,6.1448833444373065e-16,5.0588550906853036e-21,1.1966776536846757e-22,1.2587511667997621e-09,1.3229591340793298e-17,0.00036702460313078108,3.6502544434617922e-06,2.2991180635147805e-07,1.3060246538156359e-09,5.9853091507746328e-13,5.6033759917550708e-12,4.8044853435367491e-08,6.0177966625846824e-11,3.8802323627441395e-11,1.5456987330325947e-17,4.3186203997148826e-11,4.9353681759612952e-16,1.3313590540388828e-15,4.0233499104846443e-17,6.8076257943469619e-21,5.5996878132083895e-16,6.4934594080668009e-21,3.8079923141155275e-24,1.5876684852549719e-20,2.5020978560015481e-24,2.2198276720247174e-22
7.841667678208243e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45193422485646018,0.11829386877475738,0.022819741573560599,0.0,2.0035493443272163e-12,2.2671564641301078e-08,1.309839506818516e-11,1.1518597115182276e-12,8.870577384382783e-21,6.9278694139718577e-06,2.3008219623375336e-24,6.8443747306457073e-06,2.2512473086140055e-17,6.2937947314748409e-16,5.1787825292186269e-21,1.2210176830804098e-22,1.2747488788255823e-09,1.3566223716479673e-17,0.00036911962839274902,3.65082759364228e-06,2.3167990859074948e-07,1.3085771088484568e-09,5.9970072686435097e-13,5.6752345542659526e-12,4.8388112766868729e-08,6.1199206749928535e-11,3.903097134896583e-11,1.5876538242636152e-17,4.347847686857096e-11,4.9796678112487795e-16,1.341155370215112e-15,4.0793121549676608e-17,6.9733893662247281e-21,5.7267771763620441e-16,6.7113354092522346e-21,3.9048823470567202e-24,1.6321337730660389e-20,2.6004198634017615e-24,2.2636983739586618e-22
7.887244010120289e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4519321277369206,0.11829173370607547,0.022819741288726443,0.0,2.0405955541567432e-12,2.2934205661098771e-08,1.3278180563707554e-11,1.1720494590256372e-12,9.1715636721597984e-21,6.9681448357426856e-06,2.3746553671371004e-24,6.883712992725025e-06,2.2960585093694486e-17,6.4454289811192176e-16,5.300754467570559e-21,1.245692132315449e-22,1.2908542632297113e-09,1.3909317357489742e-17,0.00037121407465145209,3.6513801895492356e-06,2.3345271577215591e-07,1.3111295175453923e-09,6.0087051840907602e-13,5.7477750298358097e-12,4.8732039224273537e-08,6.2231485720299816e-11,3.9259619684368192e-11,1.6304725827220913e-17,4.3771344607042934e-11,5.0242358314234245e-16,1.3509665773595531e-15,4.1356841804866553e-17,7.1421979402021152e-21,5.8559627647774599e-16,6.9350972150018027e-21,4.0036317435044622e-24,1.6775648941662155e-20,2.7019865633071511e-24,2.3081548301595949e-22
7.932820342032335e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45193003121068592,0.11828959921546123,0.022819741013759741,0.0,2.0781020338862112e-12,2.3198340970121224e-08,1.3459267589229176e-11,1.192473638429897e-12,9.4809018218533982e-21,7.0084203633438013e-06,2.4503895334558261e-24,6.9230462125683337e-06,2.3414745671789889e-17,6.599820060500112e-16,5.4247920838128696e-21,1.2707034146180966e-22,1.3070675363334586e-09,1.4258955900073529e-17,0.00037330794206712198,3.6519129402874886e-06,2.352302269552585e-07,1.3136818818225647e-09,6.0204029059236473e-13,5.821000987548872e-12,4.907663278444537e-08,6.3274853147686541e-11,3.9488268632968097e-11,1.6741670857274898e-17,4.4064811520244964e-11,5.0690740622993292e-16,1.3607927867929709e-15,4.1924665646014259e-17,7.3140896547808873e-21,5.9872660222728101e-16,7.1648652913382068e-21,4.1042645605821744e-24,1.7239767056201862e-20,2.8068843492624475e-24,2.3532012964157961e-22
7.978396673944381e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45192793527691172,0.11828746530275459,0.022819740748317968,0.0,2.1160718352671032e-12,2.3463970274120678e-08,1.364165802026191e-11,1.2131336001177843e-12,9.798771541609351e-21,7.0486959967120526e-06,2.5280613485738714e-24,6.9623743912462329e-06,2.3874997088605652e-17,6.7570021777280839e-16,5.5509166356040827e-21,1.2960539465012503e-22,1.3233889160248265e-09,1.4615223536127074e-17,0.00037540123079994305,3.6524265306997393e-06,2.3701244119982983e-07,1.3162342035304807e-09,6.032100442650375e-13,5.8949160039343394e-12,4.9421893424726023e-08,6.4329358499963488e-11,3.9716918194092855e-11,1.7187494982829847e-17,4.435888181008981e-11,5.1141843227654718e-16,1.3706341079166767e-15,4.2496598896103335e-17,7.4891029195790104e-21,6.1207084715712018e-16,7.4007617750539633e-21,4.206805014996671e-24,1.7713841991635492e-20,2.9152013534015922e-24,2.39884203862168e-22
8.023973005856427e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45192583993477753,0.11828533196779546,0.022819740492070299,0.0,2.1545080164970287e-12,2.3731093279295955e-08,1.3825353746684345e-11,1.2340306944291867e-12,1.0125355277744356e-20,7.0889717357843863e-06,2.6077081811785693e-24,7.0016975298290581e-06,2.4341381620219808e-17,6.9170097826447564e-16,5.6791494600807978e-21,1.3217461477893303e-22,1.3398186217196242e-09,1.497820501327527e-17,0.00037749394101005152,3.6529216221825442e-06,2.3879935756582107e-07,1.3187864844562258e-09,6.0437978024905902e-13,5.9695236629864701e-12,4.9767821122918905e-08,6.539505110254268e-11,3.9945568367077439e-11,1.7642320730930048e-17,4.465355957474937e-11,5.1595684249928498e-16,1.3804906482639453e-15,4.3072647424532778e-17,7.6672764161724363e-21,6.2563117139134184e-16,7.6429104856290845e-21,4.3112774830588312e-24,1.8198025016428885e-20,3.0270274697963297e-24,2.4450813327969198e-22
8.069549337768474e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45192374518348544,0.11828319921042382,0.022819740244697264,0.0,2.1934136422593486e-12,2.3999709692292564e-08,1.4010356672443405e-11,1.2551662716571358e-12,1.0460838239343828e-20,7.129247580497834e-06,2.6893678845561025e-24,7.0410156293868728e-06,2.4813941550479802e-17,7.0798775675737325e-16,5.8095119737506024e-21,1.3477824416446448e-22,1.3563568743233378e-09,1.5347985634953648e-17,0.00037958607285753626,3.6533988534758318e-06,2.4059097511333132e-07,1.3213387263255941e-09,6.055494993387012e-13,6.0448275561989222e-12,5.0114415857272859e-08,6.6471980138760566e-11,4.0174219151264329e-11,1.810627150580448e-17,4.4948848810667669e-11,5.2052281746399413e-16,1.3903625124351794e-15,4.365281714615746e-17,7.8486490989377475e-21,6.3940974286725283e-16,7.8914369371487033e-21,4.417706500703611e-24,1.8692468754570057e-20,3.1424543779558306e-24,2.4919234651066871e-22
8.11512566968052e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45192165102225956,0.11828106703047975,0.022819740005890314,0.0,2.2327917837617826e-12,2.4269819220202768e-08,1.4196668715257349e-11,1.2765416820478366e-12,1.0805408422939893e-20,7.1695235307895213e-06,2.7730787997833491e-24,7.0803286909894729e-06,2.5292719170877431e-17,7.2456404680721658e-16,5.9420256723864342e-21,1.3741652545931898e-22,1.3730038961937397e-09,1.5724651260488904e-17,0.00038167762650243812,3.6538588414267428e-06,2.4238729290257773e-07,1.3238909308051431e-09,6.0671920230123374e-13,6.1208312825005804e-12,5.0461677606466529e-08,6.756019465026447e-11,4.0402870546003362e-11,1.8579471589035744e-17,4.5244753414558244e-11,5.2511653710563519e-16,1.4002498031355259e-15,4.4237114020339169e-17,8.0332601958955947e-21,6.5340873729703431e-16,8.1464683502205547e-21,4.5261167635097266e-24,1.919732718999301e-20,3.261575566477273e-24,2.5393727318802947e-22
8.160702001592566e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4519195574503449,0.11827893542780327,0.022819739775351493,0.0,2.2726455187740497e-12,2.4541421570565754e-08,1.438429180632319e-11,1.2981582758007024e-12,1.1159256637269783e-20,7.2097995865966542e-06,2.8588797589199084e-24,7.1196367157063889e-06,2.5777756780428098e-17,7.4143336636829323e-16,6.0767121309223217e-21,1.4008970165498978e-22,1.3897599111042408e-09,1.6108288305178448e-17,0.00038376860210475119,3.6543021817285619e-06,2.4418830999386756e-07,1.3264430995041871e-09,6.078888898778362e-13,6.1975384482698211e-12,5.0809606349593278e-08,6.8659743537397969e-11,4.063152255065171e-11,1.906204613972596e-17,4.5541277185384991e-11,5.2973818074845411e-16,1.4101526215447087e-15,4.4825544050008955e-17,8.2211492095548751e-21,6.6763033812957224e-16,8.4081336638922643e-21,4.6365331267194031e-24,1.9712755671012906e-20,3.3844863568472795e-24,2.5874334396261408e-22
8.206278333504612e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45191746446700737,0.11827680440223454,0.022819739552793039,0.0,2.3129779316645341e-12,2.4814516451367687e-08,1.4573227890029708e-11,1.3200174030683834e-12,1.1522576528114874e-20,7.2500757478565304e-06,2.9468100882002889e-24,7.1589397046068781e-06,2.6269096685553937e-17,7.585992578687324e-16,6.2135930033504487e-21,1.4279801608433368e-22,1.4066251442079743e-09,1.6498983740368875e-17,0.00038585899982442192,3.6547294496354957e-06,2.4599402544757119e-07,1.3289952339767241e-09,6.090585627847737e-13,6.2749526673923213e-12,5.1158202066146542e-08,6.9770675559585142e-11,4.0860175164573605e-11,1.9554121194659616e-17,4.5838423826324792e-11,5.3438792712594688e-16,1.4200710658034239e-15,4.5418113280741087e-17,8.4123559177575163e-21,6.8207673651247042e-16,8.6765635475684512e-21,4.7489806052575146e-24,2.0238910914772473e-20,3.5112839273941493e-24,2.6361099050485616e-22
8.251854665416658e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45191537207153226,0.11827467395361373,0.022819739337937097,0.0,2.3537921134360193e-12,2.5089103571041856e-08,1.4763478923671729e-11,1.3421204139568001e-12,1.1895564603220516e-20,7.2903520145065201e-06,3.0369096112262794e-24,7.1982376587599359e-06,2.6766781199970844e-17,7.7606528828582583e-16,6.3526900226194723e-21,1.4554171242398696e-22,1.4235998220026017e-09,1.6896825093533391e-17,0.00038794881982134942,3.6551412006540436e-06,2.478044383240965e-07,1.331547335723299e-09,6.1022822171395222e-13,6.3530775611807011e-12,5.1507464736005789e-08,7.0893039335714072e-11,4.1088828387140326e-11,2.0055823668463583e-17,4.6136196946710902e-11,5.3906595440060804e-16,1.4300052321053767e-15,4.6014827799838734e-17,8.6069203745238826e-21,6.9675013125424753e-16,8.9518904129275363e-21,4.8634843737502553e-24,2.0775951011699499e-20,3.6420673373907917e-24,2.6854064550639702e-22
8.297430997328704e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45191328026322447,0.11827254408178105,0.022819739130515337,0.0,2.3950911617604899e-12,2.5365182638468783e-08,1.4955046877168597e-11,1.3644686585251726e-12,1.2278420257296924e-20,7.3306283864840844e-06,3.1292186521594813e-24,7.237530579234284e-06,2.7270852644579245e-17,7.9383504922138689e-16,6.4940250005339571e-21,1.4832103469672809e-22,1.440684172295841e-09,1.7301900448348302e-17,0.00039003806225538601,3.6555379712116517e-06,2.4961954768386537e-07,1.3340994061928107e-09,6.1139786733366422e-13,6.4319167583755434e-12,5.1857394339422929e-08,7.2026883344519225e-11,4.1317482217729976e-11,2.0567281353764311e-17,4.6434600063956107e-11,5.4377244018345474e-16,1.4399552155606692e-15,4.6615693735432012e-17,8.8048829108986947e-21,7.1165272878671392e-16,9.234248425838264e-21,4.9800697665440617e-24,2.1324035429975348e-20,3.7769375513083021e-24,2.7353274268119194e-22
8.34300732924075e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45191118904140676,0.11827041478657677,0.022819738930268643,0.0,2.4368781810130382e-12,2.56427533629763e-08,1.5147933732789511e-11,1.3870634867860544e-12,1.2671345797101289e-20,7.3709048637267555e-06,3.2237780389140215e-24,7.27681846709838e-06,2.7781353347358499e-17,8.119121569771508e-16,6.6376198276549486e-21,1.5113622727378804e-22,1.4578784241717027e-09,1.7714298444768569e-17,0.00039212672728633691,3.6559202793033767e-06,2.5143935258728994e-07,1.3366514467842524e-09,6.1256750028981892e-13,6.5114738952354443e-12,5.2207990857009106e-08,7.3172255924962971e-11,4.154613665572752e-11,2.108862292134234e-17,4.6733636605454483e-11,5.485075615533153e-16,1.4499211081506822e-15,4.7220717255588304e-17,9.0062841357973555e-21,7.2678674312753108e-16,9.5237735182759065e-21,5.0987622777240055e-24,2.1883325020014213e-20,3.9159974632200933e-24,2.7858771676686992e-22
8.388583661152797e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45190909840542026,0.11826828606784123,0.022819738736946794,0.0,2.4791562823048853e-12,2.5921815454339714e-08,1.5342141484879902e-11,1.4099062487053598e-12,1.3074546466601284e-20,7.4111814461721452e-06,3.3206291063494381e-24,7.3161013234204104e-06,2.8298325643264748e-17,8.3030025263020579e-16,6.7834964732015924e-21,1.539875348771084e-22,1.4751828079574268e-09,1.8134108279102355e-17,0.00039421481507396079,3.6562886251172151e-06,2.5326385209475088e-07,1.3392034588484025e-09,6.1373712120637929e-13,6.5917526154410325e-12,5.2559254269722041e-08,7.4329205276615921e-11,4.1774791700524496e-11,2.1619977920284187e-17,4.7033309910460978e-11,5.5327149507587554e-16,1.4599029997410274e-15,4.7829904567435282e-17,9.211164936852759e-21,7.4215439584294968e-16,9.8206034002380551e-21,5.2195875611315091e-24,2.2453982018953106e-20,4.0593519213565387e-24,2.8370600352616927e-22
8.434159993064843e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45190700835462322,0.11826615792541476,0.022819738550308173,0.0,2.5219285835155392e-12,2.6202368622781861e-08,1.5537672139591313e-11,1.4329982942023976e-12,1.3488230472220199e-20,7.4514581337579405e-06,3.4198136994637257e-24,7.3553791492682981e-06,2.8821811874132191e-17,8.490030021084508e-16,6.9316769849536706e-21,1.5687520258154907e-22,1.4925975551911176e-09,1.8561419704084805e-17,0.00039630232577796885,3.6566434916387833e-06,2.5509304526657675e-07,1.3417554436894564e-09,6.1490673068590017e-13,6.6727565700715064e-12,5.2911184558853825e-08,7.5497779460036667e-11,4.2003447351518915e-11,2.2161476778131756e-17,4.733362323194813e-11,5.5806441682247679e-16,1.469900979663335e-15,4.8443261916296735e-17,9.4195664812623532e-21,7.5775791601072734e-16,1.012487757166003e-20,5.3425714303825319e-24,2.3036170055152406e-20,4.2071077528100403e-24,2.8888803974768857e-22
8.479736324976889e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45190491888839041,0.11826403035913777,0.022819738370119493,0.0,2.5651982093241077e-12,2.6484412578973274e-08,1.5734527714619681e-11,1.4563409731498991e-12,1.3912609008163898e-20,7.4917349264219017e-06,3.5213741765865751e-24,7.3946519457096952e-06,2.935185438857757e-17,8.6802409626607926e-16,7.0821834891550985e-21,1.5979947581704537e-22,1.5101228985900581e-09,1.8996323028950897e-17,0.00039838925955802646,3.6569853452359677e-06,2.5692693116302419e-07,1.3443074025666055e-09,6.1607632931085432e-13,6.7544894177372608e-12,5.3263781706018948e-08,7.6678026397150232e-11,4.2232103608115216e-11,2.2713250801029227e-17,4.7634579738438875e-11,5.6288650238865771e-16,1.4799151340818072e-15,4.9060795584841391e-17,9.6315302166355675e-21,7.7359954018322436e-16,1.0436737334329832e-20,5.4677398588852877e-24,2.3630054152706698e-20,4.359373788390476e-24,2.9413426324691868e-22
8.525312656888935e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45190283000611281,0.11826190336885072,0.022819738196155466,0.0,2.6089682912397847e-12,2.6767947034032247e-08,1.5932710238944417e-11,1.4799356353740501e-12,1.4347896281829722e-20,7.5320118241018588e-06,3.6253534125727679e-24,7.4339197138119869e-06,2.9888495541907897e-17,8.8736725095907861e-16,7.235038190418317e-21,1.6276060037071584e-22,1.5277590720197049e-09,1.9438909119507481e-17,0.00040047561657375182,3.6573146362241934e-06,2.5876550884425912e-07,1.346859336695564e-09,6.1724591764398893e-13,6.83695482447195e-12,5.361704569314293e-08,7.7869993871625583e-11,4.2460760469724069e-11,2.3275432173867675e-17,4.7936182515815417e-11,5.6773792691243846e-16,1.4899455467094822e-15,4.9682511892244781e-17,9.8470978718414177e-21,7.8968151235067669e-16,1.0756325803802634e-20,5.5951189798571254e-24,2.4235800735965919e-20,4.5162608876309576e-24,2.9944511286757391e-22
8.570888988800981e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45190074170719707,0.11825977695439409,0.022819738028198554,0.0,2.6532419676315301e-12,2.7052971699524993e-08,1.6132221752569851e-11,1.5037836306545198e-12,1.4794309539297619e-20,7.5722888267357161e-06,3.7317948019957457e-24,7.4731824546422906e-06,3.0431777696031069e-17,9.0703620712074539e-16,7.3902633716294103e-21,1.6575882238892129e-22,1.5455063104633492e-09,1.9889269398204489e-17,0.0004025613969847167,3.6576317994129063e-06,2.6060877737033912e-07,1.3494112472500442e-09,6.1841549622858686e-13,6.9201564636684385e-12,5.3970976502451447e-08,7.9073729529252443e-11,4.2689417935762294e-11,2.3848153960427372e-17,4.8238434569102944e-11,5.726188650923362e-16,1.4999923013829614e-15,5.0308417193364428e-17,1.0066311457856333e-20,8.060060839046458e-16,1.1083787921314721e-20,5.7247350863419727e-24,2.4853577634066538e-20,4.6778819639438532e-24,3.0482102848202916e-22
8.616465320713027e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45189865399106455,0.11825765111560844,0.022819737866038727,0.0,2.6980223837569589e-12,2.7339486287465718e-08,1.6333064306276742e-11,1.5278863087244924e-12,1.5252069090903576e-20,7.6125659342614436e-06,3.8407422623413682e-24,7.5124401692674589e-06,3.098174321936968e-17,9.270347308372123e-16,7.5478813938540138e-21,1.6879438837927634e-22,1.5633648499924327e-09,2.0347495844205462e-17,0.00040464660095044667,3.657937254633875e-06,2.6245673580119623e-07,1.3519631353631852e-09,6.1958506558993516e-13,7.0040980162652148e-12,5.4325574116459337e-08,8.0289280878316879e-11,4.2918076005652739e-11,2.4431550103517846e-17,4.8541338824228254e-11,5.7752949120511592e-16,1.5100554788376274e-15,5.0938517877928293e-17,1.0289213268612096e-20,8.2257551360164402e-16,1.1419270465696952e-20,5.8566146312275327e-24,2.5483554085472687e-20,4.8443520099270165e-24,3.1026245099199795e-22
8.662041652625073e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45189656685715146,0.11825552585233437,0.022819737709473195,0.0,2.7433126917904589e-12,2.7627490510316774e-08,1.6535239961374614e-11,1.5522450192706956e-12,1.5721398336895663e-20,7.6528431466170815e-06,3.9522402372018308e-24,7.5516928587540713e-06,3.1538434486777389e-17,9.4736661342297817e-16,7.707914696244022e-21,1.7186754521261364e-22,1.5813349277375136e-09,2.0813680993457204e-17,0.00040673122863042098,3.6582314072518704e-06,2.6430938319662096e-07,1.3545150021289338e-09,6.2075462623565829e-13,7.0887831706352767e-12,5.4680838517960521e-08,8.1516695289976117e-11,4.3146734678824118e-11,2.50257554251159e-17,4.8844898129752539e-11,5.8246997912326707e-16,1.5201351567988091e-15,5.1572820369736521e-17,1.0515845881843922e-20,8.3939206752693412e-16,1.1762922065287581e-20,5.9907842272613838e-24,2.6125900742526981e-20,5.0157881228201832e-24,3.1576982232983995e-22
8.707617984537119e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45189448030490775,0.11825340116441249,0.022819737558306113,0.0,2.7891160508505524e-12,2.791698408098873e-08,1.6738750789454641e-11,1.5768611119334294e-12,1.6202523793172681e-20,7.6931204637407289e-06,4.0663336994697586e-24,7.590940524168444e-06,3.2101893879458267e-17,9.6803567149644788e-16,7.8703857959448509e-21,1.7497854012490193e-22,1.5994167818598738e-09,2.1287917938758786e-17,0.00040881528018407254,3.6585146486583068e-06,2.6616671861624772e-07,1.3570668486033775e-09,6.219241786556166e-13,7.1742156224592816e-12,5.5036769690018153e-08,8.2756019998632202e-11,4.3375393954710937e-11,2.5630905626501492e-17,4.9149115258578158e-11,5.8744050233220588e-16,1.5302314138656902e-15,5.2211331125876776e-17,1.0746252159938539e-20,8.5645801905850366e-16,1.2114893209844541e-20,6.1272706470676908e-24,2.6780789676011027e-20,5.1923095301114705e-24,3.2134358545873352e-22
8.753194316449166e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45189239433379719,0.11825127705168353,0.02281973741234844,0.0,2.8354356270265256e-12,2.8207966712840541e-08,1.6943598872154333e-11,1.6017359363065976e-12,1.6695675117105805e-20,7.7333978855705624e-06,4.1830681545324792e-24,7.630183166576624e-06,3.2672163784888694e-17,9.8904574705546282e-16,8.035317288003336e-21,1.7812762071911882e-22,1.6176106515237498e-09,2.1770300329829862e-17,0.00041089875577078795,3.6587873567483671e-06,2.6802874111953941e-07,1.3596186758060349e-09,6.23093723323548e-13,7.2603990749767407e-12,5.5393367615954769e-08,8.4007302102304957e-11,4.3604053832753332e-11,2.6247137288391623e-17,4.9453992909629031e-11,5.9244123394720092e-16,1.5403443257856547e-15,5.2854056635952769e-17,1.0980475250782321e-20,8.7377564883121211e-16,1.2475336262457049e-20,6.2661008231640124e-24,2.7448394379715284e-20,5.3740376152939499e-24,3.2698418437295189e-22
8.798770648361212e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45189030894329629,0.11824915351398815,0.022819737271417596,0.0,2.882274593404331e-12,2.8500438119679619e-08,1.7149786300923763e-11,1.6268708419377357e-12,1.7201085133443235e-20,7.773675412044808e-06,4.3024896434664735e-24,7.6694207870443963e-06,3.3249286596741897e-17,1.010400707552837e-15,8.202731845276349e-21,1.8131503496707854e-22,1.6359167768691849e-09,2.2260922373378239e-17,0.00041298165554990807,3.6590498963821556e-06,2.6989544976577455e-07,1.3621704847211037e-09,6.2426326069747608e-13,7.3473372388881566e-12,5.5750632279343091e-08,8.5270588563003821e-11,4.3832714312397006e-11,2.6874587871072382e-17,4.9759533709504567e-11,5.9747234673002146e-16,1.5504739644527761e-15,5.3501003421326359e-17,1.1218558588609358e-20,8.9134724470110995e-16,1.284440547145659e-20,6.4073018479766853e-24,2.8128889775018249e-20,5.5610959437722438e-24,3.3269206409922468e-22
8.844346980273258e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45188822413289464,0.11824703055116717,0.022819737135337331,0.0,2.9296361300917888e-12,2.879439801576197e-08,1.735731517678946e-11,1.6522671783280402e-12,1.7718989860298011e-20,7.813953043101766e-06,4.4246447462319939e-24,7.7086533866372683e-06,3.3833304714814884e-17,1.0321044459718776e-15,8.3726522183398465e-21,1.8454103121121671e-22,1.654335398985493e-09,2.2759878833166844e-17,0.0004150639796807274,3.65930261983038e-06,2.7176684361403386e-07,1.3647222762986652e-09,6.2543279121912569e-13,7.4350338321359634e-12,5.6108563663997365e-08,8.6545926207098859e-11,4.4061375393093087e-11,2.7513395714529021e-17,5.0065740214106581e-11,6.0253401310530463e-16,1.5606204034382765e-15,5.4152178034373143e-17,1.1460545894849501e-20,9.0917510170993017e-16,1.3222256982327196e-20,6.5509009738568104e-24,2.8822452215474688e-20,5.7536102889191303e-24,3.3846767069672186e-22
8.889923312185304e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45188613990209348,0.11824490816306142,0.022819737003937465,0.0,2.9775234242431075e-12,2.9089846115792307e-08,1.7566187610132123e-11,1.6779262949323977e-12,1.8249628535219357e-20,7.8542307786797877e-06,4.5495805848678631e-24,7.7478809664204872e-06,3.442426054495788e-17,1.0541608809019041e-15,8.545101235398376e-21,1.8780585816633087e-22,1.672866759885316e-09,2.3267265030080042e-17,0.00041714572832249482,3.6595458672050772e-06,2.736429217231888e-07,1.3672740514558505e-09,6.2660231531576037e-13,7.5234925802291573e-12,5.6467161753964349e-08,8.7833361725690647e-11,4.4290037074297975e-11,2.8163700038574304e-17,5.0372614910239524e-11,6.0762640517664236e-16,1.57078371400166e-15,5.4807587057751283e-17,1.1706481178976282e-20,9.2726152204974909e-16,1.3609048849615047e-20,6.696925613096741e-24,2.9529259491412923e-20,5.9517086582820679e-24,3.4431145125684489e-22
8.93549964409735e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45188405625040634,0.11824278634951173,0.022819736877053687,0.0,3.0259396700827188e-12,2.938678213492419e-08,1.7776405720467151e-11,1.7038495411594135e-12,1.8793243641347404e-20,7.8945086187172888e-06,4.6773448266864606e-24,7.7871035274590361e-06,3.502219649900599e-17,1.0765739566137484e-15,8.7201018021952988e-21,1.9110976492128007e-22,1.6915111024792756e-09,2.378317684218937e-17,0.00041922690163441332,3.6597799668758419e-06,2.7552368315188861e-07,1.3698258110779658e-09,6.277718334008046e-13,7.6127172161861473e-12,5.6826426533515017e-08,8.9132941674979475e-11,4.4518699355473311e-11,2.8825640942975053e-17,5.0680160217183651e-11,6.127496947423888e-16,1.580963962362995e-15,5.5467237103683692e-17,1.1956408739354706e-20,9.4560881502781821e-16,1.4004941048837293e-20,6.8454033379449033e-24,3.0249490834540738e-20,6.1555213199396745e-24,3.5022385390471401e-22
8.981075976009396e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4518819731773579,0.11824066511035901,0.022819736754527357,0.0,3.0748880689284722e-12,2.9685205788760091e-08,1.7987971636219237e-11,1.7300382663714407e-12,1.935008093365177e-20,7.9347865631527458e-06,4.8079856874688609e-24,7.8263210708176218e-06,3.562715499471322e-17,1.0993476431352431e-15,8.8976769019232703e-21,1.9445300094064194e-22,1.7102686705512003e-09,2.4307710704818589e-17,0.00042130749977563981,3.6600052358720595e-06,2.7740912695855087e-07,1.3723775560195809e-09,6.2894134587263614e-13,7.7027114801862129e-12,5.7186357987136867e-08,9.0444712476633469e-11,4.4747362236085796e-11,2.9499359407577105e-17,5.0988378488241079e-11,6.1790405331118666e-16,1.5911612171995404e-15,5.6131134813253764e-17,1.2210373164088882e-20,9.6421929703156478e-16,1.4410095488390173e-20,6.996361880620973e-24,3.0983326922560062e-20,6.3651808290080653e-24,3.5620532779907871e-22
