Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH2X(27),CHX(28),CX(26),H2X(49),CH3OO(77),C2H4(47),HOX(22),H2OX(23),OCX(25),COX(50),CH4OX(60),C2H6X(52),C2H4X(206),C2H4X(65),CH2OH(40),CH2OX(54),acetyl(43)
2.590198055867756e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43069725915963791,0.084640302949677254,0.014583865332515159,0.0,0.0089850510959948778,0.033586314879515397,0.0061149529200138731,0.00033342014473166157,0.00017810015830406091,0.0056569999475280077,1.1111633796660511e-09,0.00047819158442170736,2.2702843479695326e-08,0.00054172400541477913,1.1531826804941486e-08,7.1051212697692549e-10,0.00065371418046919331,6.2378490605491147e-05,0.0059148057545280264,9.5555880437090923e-07,0.00041354607778502721,2.0832677009319422e-06,1.4620271761063768e-06,0.0022806761416705743,0.012333985227718756,0.0006540037035649215,2.0524776600881892e-08,9.8710504870466121e-05,8.2562354749237629e-08,3.9238698233561123e-07,5.1751580263146492e-09,1.8426088104310738e-08,5.8387018525954284e-09,8.9397225710841131e-07,6.8032534233426349e-06,1.7120033523049673e-11,5.078500759605504e-08,2.9824932776139983e-07,8.6564440492928211e-11
2.5989197424418794e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43067164446433431,0.084571016863500312,0.014552047967725554,0.0,0.0090238348878130103,0.033660410868048198,0.0061384263505291472,0.00033511859866094978,0.00017918939250493785,0.0056706948064180109,1.1199163426480705e-09,0.00047819197281439874,2.2819944212198645e-08,0.000542903366252145,1.1586811062047752e-08,7.1595306401232846e-10,0.00065282306082576865,6.287343719631575e-05,0.0059095892874807734,9.5194998659515309e-07,0.00041392019539697976,2.0927553169082936e-06,1.4675313317148204e-06,0.0022870575085549303,0.01235658184883714,0.00065540939632740538,2.0529577602531841e-08,9.9493748152573115e-05,8.2441124877307589e-08,3.9405720003429841e-07,5.1942065071355914e-09,1.8495720381444373e-08,5.8510650683349759e-09,8.9847445887434092e-07,6.8572751257637254e-06,1.7254847404690442e-11,5.0898125557465788e-08,3.0005627690199696e-07,8.7107101333020146e-11
2.6076414290160026e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43064617434653318,0.084501919418056598,0.014520281824400221,0.0,0.0090625716515362695,0.033734195911354313,0.0061618586867929507,0.00033681968770603825,0.0001802786517711369,0.0056843711776467997,1.1287051123449241e-09,0.0004781908733656846,2.2937188268574576e-08,0.00054407231813248351,1.1641550808426661e-08,7.213957650707754e-10,0.00065192798776726008,6.3370781003380699e-05,0.0059043885919857044,9.4836248379998086e-07,0.00041429232484825861,2.1022251498343554e-06,1.4730187891835042e-06,0.0022934121069439861,0.012379052637331115,0.00065680907610997049,2.0534167449488467e-08,0.00010028078509958624,8.2319457421355442e-08,3.9572529551210743e-07,5.2132200680002036e-09,1.8565226663935914e-08,5.8633165659782832e-09,9.0298350493043441e-07,6.9115592577020361e-06,1.7390308814765686e-11,5.1010220084234749e-08,3.0186315584202385e-07,8.7650501433805141e-11
2.616363115590126e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43062084815317286,0.084433010407922879,0.014488567038109837,0.0,0.0091012610755666027,0.033807671212884777,0.0061852498898397491,0.00033852336119718796,0.00018136790481281364,0.0056980287972764323,1.1375294847591399e-09,0.00047818830358153659,2.3054572529448032e-08,0.00054523087936988383,1.1696044450623442e-08,7.2683992728481236e-10,0.00065102905391711168,6.3870523532802407e-05,0.0058992036382908191,9.4479612258459605e-07,0.00041466247959586172,2.1116770360535911e-06,1.4784895197329432e-06,0.0022997399906348466,0.012401398184158202,0.00065820276787895377,2.0538546343707829e-08,0.00010107161809585946,8.2197362751269872e-08,3.9739125663202358e-07,5.2321987034204032e-09,1.8634606899202297e-08,5.8754565665586856e-09,9.0749926132909344e-07,6.9661060072692357e-06,1.7526418160719174e-11,5.1121293290227636e-08,3.0366991351882708e-07,8.8194628682895463e-11
2.6250848021642492e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43059566523147769,0.08436428962225459,0.01445690374080247,0.0,0.0091399028542182882,0.033880837976687145,0.0062085999229066127,0.00034022956847886809,0.0001824571205277791,0.0057116674045486369,1.1463892534997546e-09,0.0004781842808222997,2.3172093879616052e-08,0.0005463790686629044,1.1750290430085093e-08,7.3228524890386461e-10,0.00065012635045490447,6.4372666216239619e-05,0.0058940343963128552,9.4125073105068507e-07,0.00041503067299176398,2.121110815018973e-06,1.4839434960329342e-06,0.0023060412143911641,0.012423619079475274,0.00065959049658686152,2.0542714502177607e-08,0.00010186624940791299,8.2074851080829562e-08,3.9905507150420313e-07,5.2511424093987662e-09,1.8703861040659807e-08,5.8874852949091137e-09,9.1202159417790847e-07,7.0209155544028941e-06,1.7663175829968568e-11,5.1231347328436601e-08,3.0547649918552807e-07,8.873947099318369e-11
2.6338064887383725e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43057062492901643,0.084295756844883149,0.01442529206085906,0.0,0.0091784966876353718,0.033953697407283011,0.0062319087513919716,0.00034193825891599706,0.00018354626800171133,0.0057252867418787143,1.155284209820918e-09,0.00047817882230267463,2.3289749208414847e-08,0.00054751690508794617,1.180428722280058e-08,7.3773142932329022e-10,0.00064921996713561175,6.4877210411055803e-05,0.0058888808356449707,9.3772613879362645e-07,0.00041539691828376885,2.1305263292627652e-06,1.4893806921816025e-06,0.0023123158339207182,0.012445715912595877,0.0006609722871702352,2.0546672156747682e-08,0.00010266468118469008,8.1951932469820638e-08,4.0071672848234095e-07,5.2700511833976902e-09,1.8772989047602119e-08,5.8994029795926964e-09,9.1655036965599155e-07,7.0759880708819652e-06,1.7800582189950243e-11,5.1340384390173927e-08,3.0728286241116106e-07,8.9285016303749808e-11
2.642528175312496e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43054572659376028,0.084227411854412931,0.014393732123148121,0.0,0.0092170422817100615,0.034026250709547762,0.0062551763428151099,0.00034364938190010986,0.00018463531650834552,0.0057388865548489484,1.1642141426606917e-09,0.00047817194509174396,2.3407535410081797e-08,0.00054864440809271938,1.1858033338942702e-08,7.4317816911291272e-10,0.00064830999230870148,6.5384157400490221e-05,0.0058837429255643239,9.3422217689364206e-07,0.00041576122861634439,2.1399234243663183e-06,1.4948010836846367e-06,0.0023185639058532796,0.012467689271948437,0.00066234816454756361,2.0550419553959994e-08,0.00010346691545782761,8.1828616826127732e-08,4.0237621616008295e-07,5.2889250243091387e-09,1.8841990885080765e-08,5.9112098528343896e-09,9.210854540301095e-07,7.1313237203432197e-06,1.7938637588166367e-11,5.1448406704278735e-08,3.0908895308078056e-07,8.9831252580754345e-11
2.651249861886619e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43052096957413888,0.084159254424316474,0.014362224049079603,0.0,0.009255539348002122,0.034098499088592728,0.006278402666776331,0.00034536288685544682,0.00018572423550964148,0.0057524665922014618,1.1731788386800142e-09,0.00047816366611303814,2.3525449384112122e-08,0.00054976159748979533,1.1911527322511567e-08,7.4862517004503101e-10,0.00064739651293708371,6.589350839383727e-05,0.0058786206350395611,9.3073867790677858e-07,0.00041612361703146093,2.1493019489299356e-06,1.5002046474346864e-06,0.0023247854877187788,0.012489539745035291,0.00066371815361723546,2.055395695487732e-08,0.00010427295414194001,8.1704913907809128e-08,4.0403352336748394e-07,5.3077639324249186e-09,1.8910866523787638e-08,5.9229061504535532e-09,9.2562671367060805e-07,7.1869226582986668e-06,1.8077342352234211e-11,5.1555416536336201e-08,3.1089472139553408e-07,9.0378167818316013e-11
2.6599715484607424e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43049635321909629,0.084091284323028814,0.014330767956658035,0.0,0.0092939876036592095,0.0341704437496494,0.0063015876949178307,0.00034707872324496675,0.00018681299465593112,0.0057660266058306188,1.1821780823018293e-09,0.00047815400214464021,2.3643488035610395e-08,0.00055086849345025075,1.1964767750979863e-08,7.5407213512191067e-10,0.00064647961461590303,6.6405264526634387e-05,0.0058735139327381752,9.2727547585583973e-07,0.00041648409646941948,2.158661754542767e-06,1.5055913616909605e-06,0.0023309806379257681,0.012511267918392561,0.00066508227925553764,2.055728463491156e-08,0.00010508279903491624,8.1580833325146684e-08,4.0568863916751237e-07,5.3265679094075399e-09,1.8979615939939751e-08,5.9344921117975651e-09,9.3017401506713327e-07,7.2427850321538917e-06,1.8216696789937786e-11,5.1661416187909676e-08,3.1270011787270386e-07,9.0925750039375715e-11
2.6686932350348657e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43047187687814531,0.084023501314040502,0.014299363960534829,0.0,0.0093323867713381806,0.034242085897956014,0.0063247314008852461,0.00034879684057628367,0.00018790156378604438,0.0057795663507749151,1.1912116557503584e-09,0.00047814296981932948,2.3761648275636996e-08,0.000551965116497396,1.2017753234939985e-08,7.5951876860276133e-10,0.00064555938159117205,6.6919426860857981e-05,0.0058684227870337852,9.2383240622116038e-07,0.00041684267976967691,2.16800269575272e-06,1.5109612060589538e-06,0.0023371494157401612,0.01253287437755087,0.00066644056631469655,2.0560402883651127e-08,0.00010589645181822989,8.1456384542679373e-08,4.0734155285259828e-07,5.3453369582616003e-09,1.904823911516607e-08,5.945967979676359e-09,9.3472722484414901e-07,7.2989109812273526e-06,1.8356701189281588e-11,5.1766407995784833e-08,3.1450509334571789e-07,9.1473987296545325e-11
2.677414921608989e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43044753990142076,0.083955905155989524,0.014268012172059889,0.0,0.0093707365791273426,0.034313426738646256,0.0063478337602898612,0.00035051718840752494,0.00018898991292741504,0.0057930855852084033,1.2002793390905086e-09,0.00047813058562476158,2.3879927021549146e-08,0.00055305148750058953,1.2070482417752991e-08,7.6496477603020091e-10,0.00064463589677824233,6.7435996385127408e-05,0.0058633471660132861,9.2040930593135528e-07,0.00041719937967166242,2.1773246300364365e-06,1.5163141614703856e-06,0.0023432918812642672,0.012554359706996889,0.00066779303962095991,2.0563312004687838e-08,0.00010671391405726199,8.133157688121037e-08,4.089922539412267e-07,5.3640710833057048e-09,1.9116736036396444e-08,5.9573340002979329e-09,9.392862097762427e-07,7.3553006367705602e-06,1.8497355818546536e-11,5.1870394331226266e-08,3.163095989641294e-07,9.2022867672942438e-11
2.6861366081831122e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43042334163973195,0.083888495602752119,0.01423671269933241,0.0,0.009409036760469669,0.034384467476640222,0.0063708947506714705,0.00035223971635311193,0.00019007801229616725,0.005806584070431664,1.2093809102673999e-09,0.00047811686590368388,2.3998321197336803e-08,0.00055412762766913581,1.2122953975199539e-08,7.704098642562102e-10,0.00064370924178011189,6.7954974014916878e-05,0.005858287037483925,9.1700601335391521e-07,0.00041755420881559008,2.1866274177693412e-06,1.5216502101632878e-06,0.0023494080954161041,0.012575724490135692,0.00066913972397272174,2.0566012315443197e-08,0.0001075351872016362,8.1206419519798832e-08,4.1064073217457475e-07,5.382770290144902e-09,1.9185106695752535e-08,5.9685904232047493e-09,9.4385083680322677e-07,7.4119541219891941e-06,1.8638660926347989e-11,5.197337759924575e-08,3.1811358619356865e-07,9.2572379283010056e-11
2.6948582947572355e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43039928144461392,0.083821272403532376,0.014205465647250986,0.0,0.0094472870540869194,0.034455209316537429,0.0063939143514618792,0.00035396437408946314,0.00019116583229718254,0.0058200615708623119,1.2185161451460048e-09,0.00047810182685418634,2.4116827733953349e-08,0.00055519355854626615,1.21751666151329e-08,7.7585374146757793e-10,0.00064277949690556748,6.8476360592775243e-05,0.0058532423689802446,9.1362236828579332e-07,0.00041790717974326419,2.195910922195718e-06,1.5269693356622904e-06,0.0023554981199090091,0.012596969309253969,0.00067048064413868867,2.0568504146994264e-08,0.00010836027258556641,8.1080921497724158e-08,4.1228697751319279e-07,5.4014345856436314e-09,1.9253351090440805e-08,5.9797375012111003e-09,9.4842097304503002e-07,7.4688715520650766e-06,1.8780616741695932e-11,5.2075360237882517e-08,3.1991700681566415e-07,9.3122510273321851e-11
2.703579981331359e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43037535866837784,0.083754235302950703,0.014174271117562942,0.0,0.0094854872039047636,0.034525653462511983,0.0064168925439490546,0.00035569111136061793,0.00019225334352414736,0.0058335178540250918,1.2276848175508803e-09,0.00047808548452998477,2.4235443569640934e-08,0.00055624930200320064,1.2227119077133908e-08,7.8129611721084196e-10,0.00064184674118715848,6.9000156888553361e-05,0.0058482131277709532,9.1025821194383973e-07,0.00041825830489888264,2.2051750093989207e-06,1.5322715227590666e-06,0.0023615620172315137,0.012618094745483973,0.00067181582485608597,2.0570787843899029e-08,0.00010918917142821663,8.095509171643636e-08,4.1393098013373037e-07,5.4200639778991928e-09,1.9321469222647473e-08,5.9907754903413347e-09,9.5299648581638092e-07,7.5260530341790352e-06,1.8923223474057112e-11,5.2176344717494955e-08,3.2171981292793688e-07,9.3673248823373577e-11
2.712301667905482e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43035157266415991,0.083687384041131116,0.014143129208912997,0.0,0.0095236369589787508,0.03459580111820993,0.0064398293112418797,0.00035741987798378256,0.00019334051675958281,0.0058469526905415188,1.2368866993059893e-09,0.00047806785484073698,2.4354165650250667e-08,0.00055729488023328986,1.2278810132168097e-08,7.8673670241672924e-10,0.00064091105239900135,6.9526363599638948e-05,0.0058431992808656713,9.0691338695526387e-07,0.00041860759662982664,2.2144195482715496e-06,1.5375567574929624e-06,0.0023675998506275161,0.012639101378768345,0.00067314529082890381,2.0572863764021489e-08,0.00011002188483407252,8.0828938941475985e-08,4.1557273042570257e-07,5.4386584762156799e-09,1.9389461099435346e-08,6.0017046497689766e-09,9.5757724264127803e-07,7.5834986675346123e-06,1.9066481313419254e-11,5.2276333540063781e-08,3.2352195694366535e-07,9.4224583146358819e-11
2.7210233544796054e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43032792278596993,0.083620718353787732,0.014112040016891139,0.0,0.009561736073421272,0.034665653486648559,0.0064627246382355308,0.00035915062385479619,0.00019442732297485603,0.0058603658541191367,1.2461215602745896e-09,0.0004780489535523906,2.4472990929557439e-08,0.00055833031574623645,1.2330238582244946e-08,7.9217520942409361e-10,0.00063997250707441267,7.0054981351198902e-05,0.0058382007950216024,9.0358773734791307e-07,0.00041895506718745665,2.2236444104858722e-06,1.5428250271318054e-06,0.0023736116840767192,0.012659989787825688,0.00067446906672618352,2.0574732278356409e-08,0.00011085841379332475,8.0702471804384287e-08,4.1721221898830265e-07,5.4572180910784283e-09,1.9457326732642671e-08,6.0125252417567232e-09,9.6216311126725434e-07,7.6412085433826344e-06,1.9210390430357238e-11,5.2375329238506412e-08,3.2532339159172607e-07,9.4776501489931345e-11
2.7297450410537287e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43030440838873873,0.083554237972309653,0.014081003634079881,0.0,0.0095997843063294046,0.034735211770117867,0.0064855785115774537,0.00036088329895351873,0.00019551373333017376,0.0058737571215403536,1.2553891683991867e-09,0.00047802879628755941,2.4591916369569533e-08,0.00055935563136239248,1.238140326007939e-08,7.9761135200335918e-10,0.00063903118052337172,7.0586010696428814e-05,0.0058332176367500814,9.0028110854065632e-07,0.00041930072872788771,2.2328494704641581e-06,1.5480763201529027e-06,0.0023795975822753614,0.012680760550116937,0.00067578717718034598,2.0576393770853879e-08,0.00011169875918226385,8.0575698804577574e-08,4.1884943662725446e-07,5.4757428341289415e-09,1.952506613878375e-08,6.0232375315972936e-09,9.6675395967942626e-07,7.6991827450465956e-06,1.9354950976101167e-11,5.2473334376002309e-08,3.2712406991640629e-07,9.5328992136952567e-11
2.738466727627852e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.430281028828364,0.083487942623845138,0.014050020150100762,0.0,0.009637781421713662,0.034804477170083933,0.0065083909196339282,0.00036261785334913818,0.00019659971917455898,0.0058871262726508909,1.2646892897415355e-09,0.00047800739852593059,2.4710938940832974e-08,0.00056037085020713324,1.2432303028755476e-08,8.0304484537946996e-10,0.00063808714684980745,7.111945211680967e-05,0.0058282497723230456,8.9699334733349525e-07,0.00041964459331277721,2.2420346053492723e-06,1.5533106262241804e-06,0.0023855576106172013,0.012701414241812524,0.00067709964678555092,2.0577848638243655e-08,0.00011254292176368626,8.0448628311219196e-08,4.204843743517083e-07,5.4942327181402313e-09,1.959267933895141e-08,6.0338417875550988e-09,9.7134965611433361e-07,7.7574213479488413e-06,1.9500163082606422e-11,5.2570351545329125e-08,3.2892394527719092e-07,9.5882043406224424e-11
2.7471884142019753e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43025778346175581,0.083421832031384494,0.014019089651660191,0.0,0.0096757271884276713,0.034873450887094433,0.0065311618524572235,0.0003643542372053998,0.00019768525204581045,0.0059004730903478653,1.2740216885226765e-09,0.00047798477560469861,2.4830055622730582e-08,0.00056137599570530816,1.2482936781392367e-08,8.0847540625434752e-10,0.00063714047896871074,7.165530602237151e-05,0.005823297167779397,8.937243018979271e-07,0.00041998667291008493,2.2511996949752226e-06,1.558527936185581e-06,0.0023914918351748051,0.012721951437760271,0.000678406500096102,2.0579097289859435e-08,0.00011339090218731162,8.0321268565045013e-08,4.2211702337117828e-07,5.5126877569927078e-09,1.966016635872135e-08,6.0443382808087643e-09,9.7595006907356766e-07,7.8159244196375962e-06,1.9646026862625536e-11,5.2666383368209612e-08,3.3072297134852586e-07,9.643564365320852e-11
2.7559101007760985e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43023467164688112,0.083355905913842065,0.013988212222594621,0.0,0.0097136213800987359,0.03494213412068603,0.0065538913017533108,0.00036609240078575451,0.00019877030367044537,0.0059137973605674988,1.2833861271629986e-09,0.00047796094271902777,2.4949263403775777e-08,0.00056237109157576172,1.2533303440812591e-08,8.1390275282886236e-10,0.00063619124862307431,7.2193572751963876e-05,0.0058183597889312714,8.9047382176687112e-07,0.00042032697939485574,2.2603446218379677e-06,1.5637282420305183e-06,0.0023974003226810642,0.012742372711454108,0.00067970776162488663,2.0580140147463057e-08,0.00011424270099021067,8.0193627680201715e-08,4.2374737509252207e-07,5.5311079656504546e-09,1.9727527228058206e-08,6.0547272853944399e-09,9.8055506733718829e-07,7.8746920198147255e-06,1.9792542409781893e-11,5.2761432494668893e-08,3.3252110211955573e-07,9.6989781270730543e-11
2.764631787350222e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43021169274280657,0.083290163986136895,0.013957387943915028,0.0,0.0097514637750592548,0.03501052806929373,0.0065765792608501565,0.00036783229445842798,0.00019985484596362661,0.0059270988722724526,1.2927823663223182e-09,0.00047793591492253874,2.5068559281901134e-08,0.00056335616182593123,1.2583401959212702e-08,8.1932660482432015e-10,0.0006352395264006504,7.2734252573533172e-05,0.0058134376013702291,8.872417578250748e-07,0.00042066552454995862,2.2694692710661351e-06,1.5689115368876815e-06,0.0024032831405110412,0.01276267863500348,0.00068100345584185137,2.0580977645068678e-08,0.00011509831859724387,8.00657136460182e-08,4.2537542111695802e-07,5.5494933601379569e-09,1.9794761981223337e-08,6.0650090781499344e-09,9.8516451997692592e-07,7.9337242003642958e-06,1.9939709798645248e-11,5.2855501602402153e-08,3.3431829189383796e-07,9.7544444689670508e-11
2.773353473924345e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43018884610974129,0.083224605959272668,0.013926616893850762,0.0,0.0097892541562790772,0.035078633930162251,0.0065992257246665562,0.00036957386870141017,0.0002009388510290735,0.005940377417438851,1.3022101649399568e-09,0.00047790970712782211,2.5187940264741641e-08,0.00056433123074651288,1.2633231317836212e-08,8.2474668350346617e-10,0.00063428538175053901,7.327734568440643e-05,0.0058085305704733154,8.8402796229880032e-07,0.00042100232006687152,2.2785735303921563e-06,1.5740778150028062e-06,0.0024091403566640045,0.012782869779103572,0.00068229360717251501,2.0581610228767022e-08,0.00011595775532151077,7.9937534328817066e-08,4.2700115323712777e-07,5.5678439575172922e-09,1.9861870656684363e-08,6.0751839386595909e-09,9.8977829636917346e-07,7.9930210053818901e-06,2.0087529084808977e-11,5.2948593396152299e-08,3.3611449528903375e-07,9.8099622379638979e-11
2.7820751604984684e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43016613110907864,0.083159231540416129,0.013895899147892764,0.0,0.0098269923112987052,0.035146452899259197,0.0066218306896815163,0.0003713170741073642,0.00020202229115895773,0.0059536327910429459,1.3116692802748154e-09,0.00047788233410697495,2.5307403369912747e-08,0.00056529632290619784,1.2682790526649021e-08,8.3016271169101187e-10,0.00063332888299958887,7.3822852211581603e-05,0.0058036386614090723,8.8083228874641509e-07,0.00042133737754639354,2.2876572901230938e-06,1.5792270717209058e-06,0.0024149720397458356,0.012802946713006167,0.00068357823999651908,2.0582038356549808e-08,0.00011682101136480914,7.9809097473622593e-08,4.2862456343419673e-07,5.5861597758657367e-09,1.9928853297026412e-08,6.0852521491999696e-09,9.9439626620776762e-07,8.0525824712046459e-06,2.0236000304969117e-11,5.3040710607097681e-08,3.3790966723657746e-07,9.8655302849639278e-11
2.7907968470725917e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43014354710343589,0.08309404043297508,0.013865234778836083,0.0,0.0098646780321633501,0.035213986171190093,0.0066443941539041694,0.00037306186138845655,0.0002031051388337835,0.0059668647910474598,1.321159467945426e-09,0.00047785381049216121,2.5426945625283158e-08,0.00056625146314648214,1.2732078624017114e-08,8.3557441379368732e-10,0.00063237009736863252,7.4370772212024273e-05,0.005798761839143427,8.7765459204766859e-07,0.00042167070849944023,2.2967204431121854e-06,1.5843593034683056e-06,0.0024207782589515505,0.012822910004491407,0.00068485737864621115,2.0582262498134153e-08,0.00011768808681810438,7.9680410705960961e-08,4.302456438749933e-07,5.6044408342537766e-09,1.9995709948864908e-08,6.0952139946862965e-09,9.9901829951655381e-07,8.112408626442043e-06,2.0385123477004986e-11,5.3131855992249638e-08,3.3970376298132191e-07,9.9211474648715281e-11
2.799518533646715e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43012109345669469,0.083029032336674705,0.013834623856821833,0.0,0.0099023111153578557,0.035281234939115481,0.0066669161168442142,0.00037480818138110596,0.00020418736672225357,0.0059800732183876177,1.3306804819699741e-09,0.00047782415077619357,2.5546564069242479e-08,0.00056719667657653705,1.2781094676386969e-08,8.409815158198199e-10,0.000631409090988528,7.4921105672970411e-05,0.0057939000684454978,8.7449472839476054e-07,0.00042200232434771252,2.3057628847296952e-06,1.589474507735373e-06,0.0024265590840482887,0.012842760219840018,0.00068613104740526611,2.0582283134787337e-08,0.00011855898166200868,7.9551481533480759e-08,4.3186438690918953e-07,5.6226871527235481e-09,2.0062440662760128e-08,6.1050697626195913e-09,1.0036442666617444e-06,8.1724994920073755e-06,2.0534898600061576e-11,5.3222032333859408e-08,3.4149673808116318e-07,9.976812636658556e-11
2.8082402202208383e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43009876953403914,0.082964206947633373,0.013804066449378484,0.0,0.0099398913617424912,0.03534820039466955,0.0066893965794828794,0.00037655598505065356,0.00020526894768112066,0.0059932578769568865,1.3402320748062837e-09,0.00047779336931313851,2.5666255750963345e-08,0.00056813198856815424,1.2829837777967946e-08,8.4638374539844655e-10,0.00063044592891604108,7.5473852512235421e-05,0.005789053313893326,8.7135255528080813e-07,0.00042233223642452637,2.3147845128350932e-06,1.5945726830587346e-06,0.0024323145853582784,0.012862497923806599,0.00068739927050733788,2.0582100759151787e-08,0.00011943369576726998,7.9422317347778857e-08,4.3348078506651933e-07,5.6408987522676973e-09,2.0129045493133217e-08,6.114819743034605e-09,1.0082740383640579e-06,8.2328550811499583e-06,2.06853256546335e-11,5.331124243883491e-08,3.4328854840664503e-07,1.0032524663426381e-10
2.8169619067949616e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43007657470199384,0.082899563958437103,0.013773562621462575,0.0,0.0099774185764895593,0.035414883727880778,0.0067118355442443815,0.00037830522349595298,0.00020634985475502448,0.0060064185735923944,1.3498139973917454e-09,0.0004777614803189394,2.5786017730658967e-08,0.00056905742475075029,1.2878307050417919e-08,8.5178083179795937e-10,0.00062948067514952285,7.6029012578528808e-05,0.0057842215398794918,8.6822793149204281e-07,0.00042266045597540939,2.3237852277476281e-06,1.5996538290046263e-06,0.0024380448337424573,0.012882123679593162,0.00068866207213474917,2.0581715875070297e-08,0.00012031222889526996,7.9292925425878928e-08,4.3509483105403659e-07,5.6590756548085785e-09,2.0195524498183859e-08,6.1244642284484261e-09,1.0129074857106545e-06,8.2934753994879694e-06,2.0836404602650479e-11,5.3399489138166348e-08,3.4507915014054114e-07,1.0088282412466491e-10
2.825683593369085e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43005450832846104,0.082835103058213302,0.013743112435498769,0.0,0.010014892569020861,0.035481286127094364,0.0067342330149679072,0.00038005584795387993,0.00020743006117631527,0.006019555118060101,1.3594259991831888e-09,0.00047772849787206271,2.5905847079834564e-08,0.00056997301100644043,1.29265016425302e-08,8.5717250594429051e-10,0.00062851339264444607,7.6586585651774989e-05,0.0057794047106166672,8.6512071709449972e-07,0.0004229869941590077,2.3327649322196087e-06,1.6047179461510966e-06,0.0024437499005837745,0.012901638048823948,0.0006899194764172121,2.0581128997411711e-08,0.00012119458069853157,7.916331293216832e-08,4.3670651775341105e-07,5.6772178831779738e-09,2.0261877739809475e-08,6.1340035138098175e-09,1.0175444801668538e-06,8.3543604450420115e-06,2.0988135387564512e-11,5.3486775286361318e-08,3.4686849977741858e-07,1.0144084755319793e-10
2.834405279943208e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43003256978275589,0.082770823932703158,0.01371271595141939,0.0,0.010052313152945977,0.035547408778896242,0.0067565889968800455,0.00038180780980376377,0.00020850954036486394,0.0060326673230396534,1.3690678281966825e-09,0.00047769443591415815,2.6025740881534873e-08,0.00057087877346517421,1.2974420729924798e-08,8.6255850043863868e-10,0.00062754414332870671,7.7146571443439588e-05,0.0057746027901430632,8.6203077342890296e-07,0.00042331186204754186,2.3417235314060349e-06,1.6097650360722619e-06,0.0024494298577715694,0.012921041591520164,0.00069117150743058353,2.0580340651896771e-08,0.00012208075072123531,7.9033486919601006e-08,4.3831583821826103e-07,5.6953254610969706e-09,2.0328105283525835e-08,6.1434378964492195e-09,1.0221848935876453e-06,8.415510208269281e-06,2.1140517934438391e-11,5.3573103760888667e-08,3.4865655412318092e-07,1.0199930567834505e-10
2.8431269665173314e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.43001075843564246,0.082706726264333522,0.013682373226703296,0.0,0.010089680146001367,0.03561325286803909,0.0067789034965677506,0.0003835610605717382,0.00020958826592785902,0.0060457550041090342,1.378739231047251e-09,0.00047765930825074417,2.6145696230584772e-08,0.00057177473849993345,1.3022063514739398e-08,8.679385495747403e-10,0.00062657298811783337,7.7708969596861332e-05,0.0057698157423278131,8.589579630931312e-07,0.000423635070627892,2.3506609328400495e-06,1.6147951013200824e-06,0.0024550847776850207,0.012940334866076479,0.00069241818919565142,2.0579351374924855e-08,0.0001229707383997445,7.8903454331957739e-08,4.3992278567152531e-07,5.713398413156536e-09,2.0394207198389314e-08,6.152767676029474e-09,1.0268285982289871e-06,8.4769246720984081e-06,2.1293552150035858e-11,5.3658477461631189e-08,3.5044327029459341e-07,1.0255818730222686e-10
