Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),CH3X(21),CH2X(27),CHX(28),CX(26),CH3OO(77),H2X(49),C2H4(47),HOX(22),H2OX(23),OCX(25),COX(50),O(29),C2H4X(206),CH4OX(60)
1.600348162154083e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229946741544852,0.11866211391992158,0.022821519756411415,0.0,1.7694624292509123e-17,9.5706403851116492e-12,6.7154713961117883e-17,9.8480287454168134e-18,7.6137525622936864e-37,1.4125390419729666e-07,3.4313582307328305e-34,1.4121072969845244e-07,8.826490703446235e-24,2.4638772181693931e-22,1.0456507811741289e-28,1.0940545968917651e-29,4.961307643408581e-13,1.9792403078054734e-25,7.7099472898170213e-06,9.5871366448418266e-08,2.6575364250665082e-09,3.3295708582804486e-10,1.5259093173588191e-13,6.1971693494517529e-13,5.7459685529269963e-10,5.2324017026301421e-13,5.8377454122020826e-16,1.3560727327387559e-26,3.1838785950495713e-14,2.8595552051401485e-19,2.9751007905818308e-18,1.0008031904951785e-22,3.4475132567955329e-13,9.6640038740979256e-32,1.5390050193049936e-27
1.6077983984353714e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229943148142548,0.11866207738280514,0.022821519737176797,0.0,1.793300953968451e-17,9.659929054999507e-12,6.8049389164514706e-17,9.9859037166983874e-18,7.8029149465608292e-37,1.4191151782404204e-07,3.5278727504498617e-34,1.4186796744485731e-07,8.9907221079315133e-24,2.4962804164688024e-22,1.0659681038337225e-28,1.1148327826822498e-29,5.0052880959090344e-13,2.0248981854928894e-25,7.7458225609781961e-06,9.5909821068299829e-08,2.6736054780792109e-09,3.3330342118941413e-10,1.527485638774961e-13,6.2036751382013642e-13,5.7847788508522487e-10,5.2671935230408871e-13,5.9195793339814973e-16,1.3936399838749631e-26,3.1878540145015502e-14,2.8649003034439922e-19,2.9968780323680882e-18,1.0174761527951381e-22,3.4796734124117904e-13,9.9785664671876891e-32,1.5627687655782122e-27
1.61524863471666e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229939554836512,0.11866204084585059,0.02282151971834891,0.0,1.81734088430568e-17,9.7496321050325599e-12,6.8950590441794422e-17,1.0125059059661204e-17,7.9957428528906487e-37,1.4256913152981626e-07,3.6266354370078488e-34,1.4252520377967888e-07,9.1572248200135882e-24,2.528971815750116e-22,1.086566353693586e-28,1.1358869504681636e-29,5.0494325069056709e-13,2.0713876702910896e-25,7.7816976700332229e-06,9.5947462184671924e-08,2.6896873563476807e-09,3.3364587208007876e-10,1.5290582237327887e-13,6.2100900155933767e-13,5.8236293706480958e-10,5.3020168952018232e-13,6.0021737873644618e-16,1.432063903897102e-26,3.1917779150318045e-14,2.870174469545942e-19,3.018667673460816e-18,1.0343210788566592e-22,3.5119828437291193e-13,1.0301822308782922e-31,1.5867775339430305e-27
1.6226988709979484e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229935961625056,0.11866200430905795,0.022821519699919312,0.0,1.8415829266606082e-17,9.8397495331183174e-12,6.9858321464580209e-17,1.0265500693057387e-17,8.1922868228869427e-37,1.432267453138087e-07,3.7276878812777228e-34,1.431824387029318e-07,9.3260194692885554e-24,2.5619532791063261e-22,1.1074477831360301e-28,1.1572191064016519e-29,5.0937406865173828e-13,2.1187198831724729e-25,7.8175726169828929e-06,9.5984306694443846e-08,2.7057819254217694e-09,3.3398448433730564e-10,1.5306171630483249e-13,6.2164282687391253e-13,5.8625196579632562e-10,5.3368714279741982e-13,6.0855322777101712e-16,1.471359843141353e-26,3.1956512220842299e-14,2.8753788117980514e-19,3.0404695048092416e-18,1.0513384754580952e-22,3.5444415503078155e-13,1.0633969154760387e-31,1.6110328653583267e-27
1.629404083651108e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229932727814265,0.11866197142608298,0.022821519683666358,0.0,1.8635741541213959e-17,9.9212095099110568e-12,7.0680865302218777e-17,1.0393002833356653e-17,8.3723957285504448e-37,1.4381859778561614e-07,3.8206276592977304e-34,1.4377394892698033e-07,9.4799113824516959e-24,2.5918861508059368e-22,1.1264850531588322e-28,1.1766573855921673e-29,5.1337579161447742e-13,2.1620486750575159e-25,7.8498599306381692e-06,9.6016799347511351e-08,2.7202777787165293e-09,3.342859907858201e-10,1.5319954972659314e-13,6.2220854164497054e-13,5.8975545449632803e-10,5.3682668304243601e-13,6.1612110676708367e-16,1.5074846130297898e-26,3.19909469437014e-14,2.8800039273033268e-19,3.060101407231013e-18,1.0668020089404688e-22,3.5737820162136928e-13,1.0940669417846538e-31,1.6330747573218424e-27
1.6361092963042675e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229929494077581,0.11866193854323914,0.022821519667723392,0.0,1.8857301787216346e-17,1.0003005129700916e-11,7.1508703748119197e-17,1.0521555978068508e-17,8.5555933262997972e-37,1.4441045031955382e-07,3.9154874208160099e-34,1.4436545800768069e-07,9.6356917123207551e-24,2.6220568693441882e-22,1.1457551743755155e-28,1.1963239251140909e-29,5.1739075136533128e-13,2.2060774021671026e-25,7.8821471129893337e-06,9.6048672007871904e-08,2.7347837070482491e-09,3.3458445728899884e-10,1.5333642176303604e-13,6.2276803006828915e-13,5.9326209616444397e-10,5.399686881727202e-13,6.2375141219529978e-16,1.5443397872749679e-26,3.2024985784348688e-14,2.8845741659163659e-19,3.0797428737966127e-18,1.0824060108022692e-22,3.6032433944045687e-13,1.1254883613266771e-31,1.6553187608302603e-27
1.642814508957427e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229926260413866,0.11866190566052644,0.02282151965208459,0.0,1.9080515147440423e-17,1.0085136390959093e-11,7.2341839353396351e-17,1.0651164442151624e-17,8.7419173018959936e-37,1.4500230291505049e-07,4.0122986828420842e-34,1.4495696594504326e-07,9.7933756838105905e-24,2.6524668187422959e-22,1.1652597974746293e-28,1.2162201897351703e-29,5.2141893476039731e-13,2.2508143690548777e-25,7.914434164036961e-06,9.6079936303114449e-08,2.7492996147278783e-09,3.3487991615070751e-10,1.5347302416308697e-13,6.2332045446048297e-13,5.9677185923485433e-10,5.4311313067030167e-13,6.3144439956207389e-16,1.5819369747185442e-26,3.2058635199356142e-14,2.8890903118200493e-19,3.0993937630344818e-18,1.0981508386743998e-22,3.6328256845598971e-13,1.1576763336834011e-31,1.6777660217389122e-27
1.6495197216105867e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229923026821972,0.11866187277794486,0.022821519636744243,0.0,1.9305386762680331e-17,1.0167603292200218e-11,7.3180274631425253e-17,1.0781832540623367e-17,8.9314056075831838e-37,1.4559415557154075e-07,4.11109334686569e-34,1.4554847273907854e-07,9.952978580494592e-24,2.6831173911243274e-22,1.1850005758728021e-28,1.2363476449215971e-29,5.2546032886987478e-13,2.2962679430134468e-25,7.9467210837816268e-06,9.6110603650375344e-08,2.7638254095461152e-09,3.3517239933157616e-10,1.5360638241288358e-13,6.2386984087855959e-13,6.0028471128125718e-10,5.4625998332443652e-13,6.3920032436299458e-16,1.6202879183419779e-26,3.2091901552834849e-14,2.8935531415878669e-19,3.1190539367191894e-18,1.114036846526804e-22,3.6625288863591318e-13,1.1906462588558181e-31,1.7004176930808502e-27
1.6558243692149826e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229919986467282,0.11866184185986699,0.022821519622587563,0.0,1.9518341907249876e-17,1.024544983547722e-11,7.3973458776007946e-17,1.0905665041877894e-17,9.1124945937261943e-37,1.4615065138988628e-07,4.2058241538291486e-34,1.4610464225852483e-07,1.0104811015410842e-23,2.7121576602686222e-22,1.2037789486057645e-28,1.2554848960965817e-29,5.2927233183512816e-13,2.3396673571817381e-25,7.9770790841407694e-06,9.6138904453787241e-08,2.7774923770770902e-09,3.354447236885103e-10,1.5373059738915137e-13,6.2438134036392907e-13,6.0359049827321005e-10,5.4922101947122762e-13,6.465505536375055e-16,1.6570459766447859e-26,3.2122836783987115e-14,2.8977014186825769e-19,3.1375479726178065e-18,1.1291029287464689e-22,3.6905679305124111e-13,1.222373842108532e-31,1.721903663627257e-27
1.6621290168193786e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229916946174203,0.11866181094190503,0.022821519608685208,0.0,1.9732771912054417e-17,1.0323593112109083e-11,7.4771332528172453e-17,1.1030441757370357e-17,9.2964469058921103e-37,1.4670714726120108e-07,4.3023641659503339e-34,1.4666081076718439e-07,1.0258366317314884e-23,2.7414130700932528e-22,1.2227689469376303e-28,1.2748290560900179e-29,5.3309599261118427e-13,2.3837148278491191e-25,8.0074369684172552e-06,9.6166696568637529e-08,2.7911679245528731e-09,3.3571447124903862e-10,1.5385503103218338e-13,6.2488619146255409e-13,6.0689896408996617e-10,5.5218414049801227e-13,6.5395686351484515e-16,1.6944909070978701e-26,3.215344404507423e-14,2.9018038724123822e-19,3.1560499876351494e-18,1.1442944248818267e-22,3.7187138709018613e-13,1.2548197720541618e-31,1.7435723474350587e-27
1.667803199663335e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229914209962363,0.11866178311583839,0.02282151959638682,0.0,1.9927023450030988e-17,1.0394175767083093e-11,7.5493430174908169e-17,1.1143551069229867e-17,9.4644787358757633e-37,1.4720799359029637e-07,4.3908197395759075e-34,1.4716136156076235e-07,1.0398049757101881e-23,2.7679278566513754e-22,1.2400420266776849e-28,1.2924167153169235e-29,5.3654724626789991e-13,2.4239175136892393e-25,8.0347589650158122e-06,9.6191281983412575e-08,2.8034831917647996e-09,3.3595506218425309e-10,1.5396513894390714e-13,6.2533767164692313e-13,6.09878852089746e-10,5.5485271389566186e-13,6.6067066683638577e-16,1.7287869579411975e-26,3.2180714367593107e-14,2.9054574201591395e-19,3.1727085346115035e-18,1.1580742363605186e-22,3.744136613314061e-13,1.284646363516162e-31,1.7632311892536766e-27
1.6734773825072917e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229911473799067,0.11866175528986568,0.022821519584287565,0.0,2.0122476193431156e-17,1.0464998774164132e-11,7.6219329466713912e-17,1.1257430715209894e-17,9.6348795513447929e-37,1.4770883996159869e-07,4.4807832464892576e-34,1.4766191153561611e-07,1.0539148521228286e-23,2.7946187223958488e-22,1.2574886499457697e-28,1.3101738483824072e-29,5.4000792709363376e-13,2.4646560986018023e-25,8.0620808675881539e-06,9.6215469103750616e-08,2.815805293389791e-09,3.3619360537595916e-10,1.5407396884300533e-13,6.257857952278757e-13,6.1286087062616243e-10,5.575229425100171e-13,6.6743022226401131e-16,1.7636549780529761e-26,3.2207726804120954e-14,2.9090748119015582e-19,3.1893733811065209e-18,1.1719560706838927e-22,3.7696459412674716e-13,1.3150755663161422e-31,1.7830395347693061e-27
1.6791515653512482e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229908737683683,0.11866172746398684,0.022821519572384281,0.0,2.0319133252266355e-17,1.0536062132426008e-11,7.694903182712482e-17,1.1372083310371459e-17,9.8076731057238643e-37,1.4820968637478204e-07,4.5722751268991947e-34,1.4816246069175172e-07,1.0681672036598027e-23,2.8214865335876195e-22,1.2751098263282196e-28,1.328101345246617e-29,5.4347802783287518e-13,2.5059358315090053e-25,8.0894026761346189e-06,9.6239264282907268e-08,2.8281341740700607e-09,3.3643011925371306e-10,1.541830552130275e-13,6.2622857166827516e-13,6.1584500206368199e-10,5.6019481069019911e-13,6.7423568459748084e-16,1.7991024692925052e-26,3.2234484960354601e-14,2.9126564966139005e-19,3.2060444519238073e-18,1.1859401323007783e-22,3.795241854567843e-13,1.3461174124868375e-31,1.8029981032011685e-27
1.6848257481952048e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229906001615594,0.11866169963820192,0.022821519560673818,0.0,2.0516997735653106e-17,1.0607365840974016e-11,7.7682538662711184e-17,1.1487511469804595e-17,9.9828832903431476e-37,1.4871053282952333e-07,4.6653160270482575e-34,1.4866300902917522e-07,1.0825629760115528e-23,2.8485321605724842e-22,1.2929065667855842e-28,1.3462000961998683e-29,5.4695754133172518e-13,2.5477619940668655e-25,8.1167243906555615e-06,9.6262673775963414e-08,2.8404697807819294e-09,3.3666462208123156e-10,1.5429119125933153e-13,6.2666764731987539e-13,6.1883122803398516e-10,5.6286830293331829e-13,6.8108720863101532e-16,1.8351370050647703e-26,3.2260992405154118e-14,2.9162029193290876e-19,3.2227216734396967e-18,1.2000266238756237e-22,3.8209243530209229e-13,1.3777820653999457e-31,1.82310761753838e-27
1.6904999310391613e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229903265594174,0.11866167181251089,0.022821519549153114,0.0,2.0716072751833936e-17,1.067890989891933e-11,7.8419851363395602e-17,1.1603717808628177e-17,1.0160534134626243e-36,1.4921137932550237e-07,4.7599268005720416e-34,1.4916355654789265e-07,1.0971031178673439e-23,2.8757564777687386e-22,1.3108798836490839e-28,1.3644709918586433e-29,5.5044646053647328e-13,2.5901399007498569e-25,8.1440460111513271e-06,9.6285703741252496e-08,2.8528120612422589e-09,3.3689713195789332e-10,1.5439678952479313e-13,6.2710517338012629e-13,6.2181953020591545e-10,5.6554340388306496e-13,6.8798494915329763e-16,1.871766230741686e-26,3.2287252662558301e-14,2.919714521113618e-19,3.2394049734443382e-18,1.2142157463025084e-22,3.8466934364324598e-13,1.4100798210106073e-31,1.8433688045523022e-27
1.696174113883118e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229900529618838,0.11866164398691376,0.022821519537819131,0.0,2.0916361408196355e-17,1.0750694305333908e-11,7.9160971302748058e-17,1.1720704941989748e-17,1.0340649806276482e-36,1.4971222586240186e-07,4.8561285098733902e-34,1.4966410324791012e-07,1.1117885809140427e-23,2.9031603636545443e-22,1.3290307906173056e-28,1.3829149231618577e-29,5.5394477849221123e-13,2.633074898935052e-25,8.171367537622258e-06,9.6308360241729479e-08,2.8651609611016886e-09,3.3712766682019485e-10,1.54502045435296e-13,6.2753828137442857e-13,6.2480989164502397e-10,5.6822009832834526e-13,6.9492906094747619e-16,1.9089978640863425e-26,3.2313269207100179e-14,2.9231917390484646e-19,3.2560942810384034e-18,1.2285076987190277e-22,3.8725491046082021e-13,1.4430211091272317e-31,1.8637823948076027e-27
1.7018482967270744e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229897793688995,0.11866161616141055,0.022821519526668888,0.0,2.1117866811293483e-17,1.0822719059305031e-11,7.9905899838320898e-17,1.1838475485065362e-17,1.0523254611464191e-36,1.502130724399073e-07,4.9539424274881045e-34,1.5016464912923345e-07,1.126620319834893e-23,2.9307447007577847e-22,1.3473603027527688e-28,1.4015327813669848e-29,5.5745248834171114e-13,2.676572368986556e-25,8.1986889700687015e-06,9.6330649246372584e-08,2.877516427331291e-09,3.3735624444323309e-10,1.5460790017622217e-13,6.2796576626347809e-13,6.2780229516612923e-10,5.7089837120189207e-13,7.0191969879116476e-16,1.9468396956755326e-26,3.2339045472721811e-14,2.9266350062370942e-19,3.2727895267445473e-18,1.2429026785202621e-22,3.898491357353898e-13,1.4766164946669788e-31,1.8843491226741515e-27
1.707522479571031e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229895057804054,0.11866158833600123,0.022821519515699447,0.0,2.132059206686346e-17,1.0894984159967716e-11,8.065463831199258e-17,1.1957032053059403e-17,1.0708372995012508e-36,1.5071391905770712e-07,5.0533900374645242e-34,1.5066519419186865e-07,1.1415992923082935e-23,2.9585103756483313e-22,1.3658694364787118e-28,1.4203254580464244e-29,5.609695833246085e-13,2.7206377243394794e-25,8.2260103084910066e-06,9.6352576631530785e-08,2.8898784102329656e-09,3.3758288244214498e-10,1.547110472845342e-13,6.2839205855646378e-13,6.3079672235319867e-10,5.7357820757891638e-13,7.0895701745644258e-16,1.9852995893250589e-26,3.2364584856634346e-14,2.9300447518481008e-19,3.2894906425072462e-18,1.2574008813726195e-22,3.9245201944752946e-13,1.5108766789352002e-31,1.9050697263378679e-27
1.7131966624149875e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229892321963444,0.11866156051068583,0.022821519504907906,0.0,2.1524540279848522e-17,1.0967489606399662e-11,8.1407188050262432e-17,1.2076377261204431e-17,1.0896029540583624e-36,1.512147657154924e-07,5.1544930367386167e-34,1.5116573843582161e-07,1.1567264590065755e-23,2.9864582789254471e-22,1.3845592095757928e-28,1.439293845083772e-29,5.6449605677601347e-13,2.7652764115840585e-25,8.2533315528895171e-06,9.6374148182288843e-08,2.9022468569082529e-09,3.3780759827356152e-10,1.5481362772094925e-13,6.2881436129353135e-13,6.3379315672586565e-10,5.7625959267574591e-13,7.1604117170985836e-16,2.0243854825141486e-26,3.2389890710436402e-14,2.9334214010952766e-19,3.3061975615171247e-18,1.2720025012276896e-22,3.95063561577814e-13,1.5458125008970429e-31,1.925944947811742e-27
1.7183034269745484e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229889859744332,0.11866153546798223,0.022821519495345281,0.0,2.1709141865732345e-17,1.1032950003068698e-11,8.2087742530097305e-17,1.2184464397376317e-17,1.1067110990551822e-36,1.5166552774143375e-07,5.2469191990999685e-34,1.5161622755541078e-07,1.1704684115046424e-23,3.0117679364614674e-22,1.4015352943125783e-28,1.4565163631631625e-29,5.6767789604002383e-13,2.8059459572621747e-25,8.2779205924581154e-06,9.639326304843113e-08,2.9133839426226658e-09,3.3800821336992347e-10,1.5490645221132945e-13,6.2918974892834826e-13,6.3649165005320669e-10,5.786741513122899e-13,7.2245708287588635e-16,2.0601046360149225e-26,3.2412469047445327e-14,2.9364324362482863e-19,3.3212386962473431e-18,1.2852325395645319e-22,3.9742135242652909e-13,1.5778414812463759e-31,1.9448654617316238e-27
1.7234101915341093e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229887397560264,0.11866151042535471,0.022821519485922398,0.0,2.189473882391362e-17,1.1098605078441723e-11,8.2771386142383998e-17,1.2293194356975412e-17,1.1240286494589976e-36,1.5211628979929417e-07,5.3407200946898162e-34,1.5206671601187634e-07,1.1843318864387928e-23,3.0372265785258539e-22,1.4186592663072313e-28,1.4738825799216954e-29,5.7086732181404081e-13,2.8470883578767836e-25,8.3025095558679705e-06,9.6412098393234491e-08,2.9245261865012794e-09,3.3820729802873935e-10,1.5499781606122789e-13,6.2956329920898207e-13,6.3919174277676615e-10,5.8108994196911373e-13,7.2891116904175353e-16,2.096343229584774e-26,3.2434863292753516e-14,2.9394173089106558e-19,3.3362844317010984e-18,1.2985466403996384e-22,3.9978615656404622e-13,1.610434718428004e-31,1.9639123665556962e-27
1.7285169560936702e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229884935410841,0.11866148538280324,0.022821519476637263,0.0,2.2081333416313205e-17,1.1164454831861481e-11,8.3458119823308294e-17,1.2402569046564099e-17,1.1415574263382923e-36,1.5256705188885424e-07,5.4359119884104051e-34,1.5251720380522251e-07,1.1983175903546339e-23,3.0628348626906081e-22,1.4359318703297657e-28,1.4913931461751511e-29,5.7406432943270768e-13,2.8887076532101731e-25,8.3270984431193332e-06,9.6430658249636123e-08,2.9356735516569912e-09,3.3840486465219454e-10,1.5508820836361297e-13,6.2993439405928723e-13,6.4189342285092014e-10,5.8350695415685365e-13,7.3540354302078529e-16,2.1331072043937848e-26,3.2457075802033567e-14,2.9423763208225547e-19,3.3513347217848455e-18,1.3119449416155342e-22,4.0215797397620432e-13,1.6436004052142794e-31,1.9830862112026013e-27
1.733623720653231e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229882473295668,0.11866146034032785,0.022821519467487866,0.0,2.2268927904374551e-17,1.1230499262671005e-11,8.414794449968072e-17,1.2512590372722821e-17,1.1592992599168359e-36,1.530178140098963e-07,5.5325112883055974e-34,1.5296769093545351e-07,1.2124262317590449e-23,3.0885934491437172e-22,1.4533538520331408e-28,1.5090487129348347e-29,5.7726891429036791e-13,2.9308079050062331e-25,8.3516872542124542e-06,9.6448946593951846e-08,2.9468260014503506e-09,3.3860092554198878e-10,1.5517819048065044e-13,6.3030231920239911e-13,6.4459667835263416e-10,5.8592517747545072e-13,7.419343176226812e-16,2.1704025510082706e-26,3.2479108905289316e-14,2.9453097711355835e-19,3.3663895212175698e-18,1.3254275800038046e-22,4.0453680464884242e-13,1.6773468279321632e-31,2.0023875471266712e-27
1.738730485212792e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229880011214368,0.11866143529792848,0.022821519458472262,0.0,2.2457524549073651e-17,1.1296738370224088e-11,8.4840861089090649e-17,1.2623260242049967e-17,1.1772559895845319e-36,1.5346857616220443e-07,5.6305345463876563e-34,1.5341817740257346e-07,1.2266585211194571e-23,3.1145030006819717e-22,1.4709259579515201e-28,1.5268499314056123e-29,5.804810718403001e-13,2.9733931970196583e-25,8.3762759891475843e-06,9.646696734662478e-08,2.9579835001377752e-09,3.3879549290014768e-10,1.5526742976962374e-13,6.3066754607390433e-13,6.4730149716502321e-10,5.8834460161339148e-13,7.4850360565351454e-16,2.2082353096443486e-26,3.250096490769737e-14,2.9482179564070731e-19,3.3814487855329126e-18,1.3389946912731008e-22,4.0692264856779954e-13,1.7116823672399837e-31,2.021816928323308e-27
1.743837249772353e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229877549166542,0.1186614102556052,0.022821519449588507,0.0,2.264712561092876e-17,1.1363172153872103e-11,8.5536870500065093e-17,1.27345805611618e-17,1.195429463908238e-36,1.5391933834556445e-07,5.7299984594672639e-34,1.5386866320658661e-07,1.2410151708631318e-23,3.1405641827046411e-22,1.4886489354985858e-28,1.5447974529840059e-29,5.8370079759405571e-13,3.016467635065037e-25,8.4008646479249707e-06,9.6484724372961998e-08,2.9691460120491878e-09,3.3898857882982865e-10,1.553559172427137e-13,6.3103011652167111e-13,6.5000786737420338e-10,5.9076521634695649e-13,7.5511151991573396e-16,2.2466115704221348e-26,3.2522646087558985e-14,2.9511011706053522e-19,3.3965124710237535e-18,1.3526464100571168e-22,4.093155057189146e-13,1.7466154989098107e-31,2.0413749113341535e-27
1.7489440143319138e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229875087151816,0.11866138521335798,0.022821519440834707,0.0,2.283773335001013e-17,1.1429800612965931e-11,8.6235973632228966e-17,1.2846553236692333e-17,1.2138215406425711e-36,1.5437010055976399e-07,5.8309198699851553e-34,1.5431914834749709e-07,1.2554968953764424e-23,3.1667776632074077e-22,1.5065235329658722e-28,1.5628919292563089e-29,5.8692808712083797e-13,3.0600353470659036e-25,8.4254532305448675e-06,9.6502221483864905e-08,2.9803135017089505e-09,3.3918019533611973e-10,1.554437844260776e-13,6.3138988579649063e-13,6.5271577720865629e-10,5.931870115394751e-13,7.6175817320816409e-16,2.2855374736202605e-26,3.2544154696668564e-14,2.9539597051194315e-19,3.4115805347264015e-18,1.366382869922545e-22,4.1171537608802659e-13,1.7821547946127224e-31,2.0610620552521675e-27
1.7540507788914747e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229872625169831,0.11866136017118679,0.022821519432208972,0.0,2.3029350025949559e-17,1.1496623746859442e-11,8.6938171376459516e-17,1.2959180175293241e-17,1.2324340867407009e-36,1.5482086280459232e-07,5.9333157668452322e-34,1.5476963282530906e-07,1.2701044110041496e-23,3.1931441127760219e-22,1.524550499521114e-28,1.5811340119967216e-29,5.9016293604685799e-13,3.104100483103729e-25,8.4500417370075239e-06,9.6519462436554495e-08,2.9914859340480389e-09,3.3937035432683521e-10,1.5553098489598942e-13,6.3174694495525321e-13,6.5542521493450856e-10,5.9560997714058218e-13,7.6844367832600595e-16,2.325019209930676e-26,3.2565492961184412e-14,2.9567938487656449e-19,3.4266529344167108e-18,1.3802042033770039e-22,4.1412225966097467e-13,1.818308922706743e-31,2.080878921726609e-27
1.764264308010596e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229867701302584,0.11866131008707263,0.022821519415334338,0.0,2.3415619224792866e-17,1.1630854036463837e-11,8.835185422176952e-17,1.3186404468400554e-17,1.2703281008983512e-36,1.5572238738530099e-07,6.1425997125445152e-34,1.5567059979165369e-07,1.2996996907694274e-23,3.2463386143644608e-22,1.5610645409377762e-28,1.6180636049073329e-29,5.9665529488244248e-13,3.1937397386991315e-25,8.4992185214621094e-06,9.6553190632043219e-08,3.0138454877644756e-09,3.3974634691113736e-10,1.5570341327425442e-13,6.3245301296208813e-13,6.6084862766871857e-10,6.004593797942433e-13,7.8193169520061685e-16,2.4056751982559628e-26,3.2607667233518949e-14,2.9623901058763991e-19,3.4568105764770864e-18,1.4081020158353985e-22,4.1895706636173463e-13,1.8924968377021386e-31,2.1209040817514998e-27
1.7729121857164885e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229863532323433,0.11866126768068595,0.022821519401430415,0.0,2.374585214184101e-17,1.1745116698263998e-11,8.9558516448932876e-17,1.338086043484633e-17,1.3031198181386199e-36,1.5648571563266769e-07,6.3245698636403034e-34,1.5643345373488865e-07,1.3251581605938204e-23,3.2918633249827627e-22,1.5924645756754452e-28,1.6497997013838447e-29,6.0217602909688632e-13,3.2712316038461454e-25,8.5408566644112304e-06,9.6580980587189474e-08,3.0327926467937382e-09,3.400602510199036e-10,1.5584731415205859e-13,6.3304264789319068e-13,6.6544534871041155e-10,6.0456897887278009e-13,7.9347462946189392e-16,2.4757625334725721e-26,3.2642863531689425e-14,2.9670547961843541e-19,3.4823584860547083e-18,1.4319899214785515e-22,4.2307266817692853e-13,1.957315424389631e-31,2.1552045193583586e-27
1.7815600634223806e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229859363433345,0.11866122527451739,0.022821519387869482,0.0,2.4079008741538417e-17,1.1859937612213615e-11,9.0774064630461648e-17,1.3577218266760972e-17,1.336569251211282e-36,1.5724904396509664e-07,6.5110027441234882e-34,1.5719630577663826e-07,1.3509870735672037e-23,3.3378358239309302e-22,1.6243116698548946e-28,1.68196786220808e-29,6.0771838437002877e-13,3.3502066307539981e-25,8.5824945889707597e-06,9.6608084518573728e-08,3.0517535182131305e-09,3.4037013203906829e-10,1.5598933131584847e-13,6.3362486104134046e-13,6.7004629715179199e-10,6.0868180229535634e-13,8.0513049546746747e-16,2.5475291059337839e-26,3.2677600323523976e-14,2.9716533297622922e-19,3.5079182888984666e-18,1.4561229586544136e-22,4.2720838127400473e-13,2.0240176264575887e-31,2.1898846157291887e-27
1.7902079411282727e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229855194630642,0.11866118286856693,0.022821519374643159,0.0,2.4415099985051766e-17,1.1975316775200358e-11,9.1998502851123544e-17,1.3775487223617554e-17,1.3706857372302547e-36,1.5801237238161349e-07,6.7019852381153182e-34,1.57959155916922e-07,1.3771899657270156e-23,3.3842594429667015e-22,1.6566094870751722e-28,1.7145712578123581e-29,6.1328234106646073e-13,3.4306856278183596e-25,8.6241322951419052e-06,9.663451917046957e-08,3.0707279396172128e-09,3.4067604502257486e-10,1.5612965117681466e-13,6.3419954139297944e-13,6.7465141887442418e-10,6.1279780371188951e-13,8.168998408603075e-16,2.6210064839352182e-26,3.2711887686496504e-14,2.9761870342968722e-19,3.5334898001912124e-18,1.4805017405923213e-22,4.3136420558419523e-13,2.0926484580790014e-31,2.2249471737637803e-27
