Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24),H2X(46),CHOX(50),COX(47),CH4OX(57),C2H6X(49),CH3OX(56),CH2OX(182),CHOX(183),CHO3(116)
2.4394494823739833e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289485632514064,0.099999373396300523,0.099999866266914567,5.9389991827309039e-36,1.2189393954142352e-24,1.8373349705991577e-24,4.6054471769219656e-29,1.5694693386399788e-23,4.6035649529090154e-58,7.1796339294118443e-21,6.5629745949807708e-71,1.0539268581475838e-25,6.1464308017635039e-47,2.3012347446780645e-25,1.051288566082826e-51,3.9968054601256575e-55,1.8369881667511974e-22,6.3913844723917552e-56,6.2659877528383287e-07,2.6746616943831284e-07,4.9021290367890557e-12,4.9888916812744351e-12,3.0843321512067876e-18,2.0101117211898777e-16,2.1892279578203576e-14,1.4156841838610239e-15,3.4182896923475932e-21,1.9975471636207531e-21,9.686696133258576e-34,8.9361916151685851e-30,4.147362197453681e-34,3.6386482767517931e-35,2.0444077264562741e-31,1.7978813798887286e-29,1.1372992523444416e-34,2.8725329443750471e-39,7.3861277003970728e-38,1.7255097365005941e-63
2.5110012827656233e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289483050111139,0.099999355019016037,0.099999862543616355,7.4170291028304056e-36,1.3683209392552788e-24,1.9868478683762814e-24,5.3200285883031255e-29,1.711344688552615e-23,5.6689925175052071e-58,7.6063534728962524e-21,8.0337414225244655e-71,1.0923916142312961e-25,6.8993312072554594e-47,2.5823356564878849e-25,1.2574605493505127e-51,4.9193181232065632e-55,2.0029111701214354e-22,7.3847247786895273e-56,6.4497591531144179e-07,2.749127658353739e-07,5.045288706104903e-12,5.1372159064679197e-12,3.1744609477159167e-18,2.0691393436320402e-16,2.3199832512004592e-14,1.4992293540520391e-15,3.7270330057395892e-21,2.240903291156619e-21,1.1757757508008659e-33,9.9268470195398027e-30,4.8144207783370082e-34,4.3275896509875591e-35,2.3617132315569363e-31,2.017968699604781e-29,1.3138155990178369e-34,3.2244438922296778e-39,8.5343946971097244e-38,2.3640576789824704e-63
2.5825530831572633e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289480471024642,0.099999336641828807,0.099999858836851696,9.2060507167559213e-36,1.5310081417340076e-24,2.1442124741065112e-24,6.1203083933406187e-29,1.8615032215414844e-23,6.9391338366754996e-58,8.0453537606657691e-21,9.7783743326738862e-71,1.1312907545854536e-25,7.7193633778071864e-47,2.8883340290173127e-25,1.4962538039879106e-51,6.0184720512788263e-55,2.1784787864220807e-22,8.497883823788595e-56,6.63352958053612e-07,2.8232629503915131e-07,5.1884127454558939e-12,5.285653477521384e-12,3.26456952676425e-18,2.1281555894910594e-16,2.4545210562504297e-14,1.5850957738483507e-15,4.0537218481956682e-21,2.5056366924638049e-21,1.4195075181795113e-33,1.0997003923916471e-29,5.5644438094232515e-34,5.1217265367528328e-35,2.7171813004161721e-31,2.2576503467567572e-29,1.5115617037090786e-34,3.6076663266727268e-39,9.8208807369815604e-38,3.2101841829850347e-63
2.6541048835489033e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289477895328469,0.099999318264738873,0.099999855146990058,1.1360213855608692e-35,1.7077639932182118e-24,2.3096326421302128e-24,7.0136992407882963e-29,2.0201777932773139e-23,8.4457376329158901e-58,8.4966317334965435e-21,1.1838104941317817e-70,1.1706246106958136e-25,8.6104064795859318e-47,3.2206405694483944e-25,1.77166119543164e-51,7.3215334887814176e-55,2.363954823646585e-22,9.7413875488374637e-56,6.817299035140423e-07,2.8970601821191269e-07,5.3315011530809908e-12,5.4342043678284181e-12,3.3546582717521426e-18,2.1871604722296924e-16,2.5928405370121562e-14,1.6732748588253898e-15,4.3988470342214859e-21,2.7929289231668313e-21,1.7050603835459899e-33,1.2150782432367975e-29,6.404875813428907e-34,6.033478498264624e-35,3.1141412977963734e-31,2.5180534331229372e-29,1.7323896869672966e-34,4.0239930020683592e-39,1.1257631857502415e-37,4.3225818384970411e-63
2.7256566839405433e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289475323094946,0.099999299887746224,0.099999851474393137,1.3941236236358316e-35,1.8993719955476205e-24,2.4833126804429265e-24,8.0080170852252583e-29,2.1876010838343481e-23,1.0224363374016723e-57,8.9601843320064389e-21,1.425898832041363e-70,1.2103935139699651e-25,9.5764496005304951e-47,3.5807023731253565e-25,2.0880282949110623e-51,8.8590187356509582e-55,2.5596020987974825e-22,1.1126361507779335e-55,7.0010675169650038e-07,2.9705121199847267e-07,5.474553927008839e-12,5.5828685507679726e-12,3.4447273802007868e-18,2.2461539863002676e-16,2.7349408566463062e-14,1.7637577876651195e-15,4.7628975341045192e-21,3.1039886213479295e-21,2.0381935216762958e-33,1.3392408265929074e-29,7.3435811206547327e-34,7.0763228337783462e-35,3.5561084240070233e-31,2.8003362876532193e-29,1.9782550495838097e-34,4.4752652001276713e-39,1.2857361899647024e-37,5.7741997819467615e-63
2.7972084843321833e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289472754394846,0.099999281510850815,0.099999847819414719,1.701920787273469e-35,2.1066360694996426e-24,2.665457350910832e-24,9.1114902595219963e-29,2.36400559770875e-23,1.2314709662211081e-57,9.4360084966371711e-21,1.7092312596177969e-70,1.2505977957372833e-25,1.0621591935870575e-46,3.9700026614686535e-25,2.4500728926166297e-51,1.0664970996549216e-54,2.7656824111318235e-22,1.2664547629603563e-55,7.1848350260482246e-07,3.0436116874413529e-07,5.6175710650626997e-12,5.7316459996967578e-12,3.5347761773870511e-18,2.3051361923380865e-16,2.8808211766258695e-14,1.8565355066144326e-15,5.1463604243018904e-21,3.4400510465902521e-21,2.4252725832905647e-33,1.4726212992696077e-29,8.3888535074953333e-34,8.2648510413863811e-35,4.0467884317839921e-31,3.1056884319936476e-29,2.25121929661032e-34,4.9633726110567728e-39,1.4633468800967085e-37,7.6551661096630615e-63
2.8687602847238233e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289470189297342,0.099999263134052691,0.099999844182400682,2.067345983856695e-35,2.3303804591021615e-24,2.8562718694184251e-24,1.0332768378565147e-28,2.5496236638354595e-23,1.4760961762034834e-57,9.9241011676368849e-21,2.0395032903448391e-70,1.2912377872488736e-25,1.1750042988830346e-46,4.3900605138430252e-25,2.8629049981837475e-51,1.2777252996154012e-54,2.982456515957026e-22,1.4368321012372091e-55,7.3686015624291135e-07,3.1163519669711425e-07,5.7605525648654611e-12,5.8805366879539251e-12,3.624805043210239e-18,2.3641071276868622e-16,3.0304806574159365e-14,1.9515987340270141e-15,5.5497208388494933e-21,3.8023776119872426e-21,2.8733144944867204e-33,1.6156634258036983e-29,9.5494256335382536e-34,9.614826657829276e-35,4.5900823063559382e-31,3.4353305560130333e-29,2.5534525408994689e-34,5.4902532242354597e-39,1.660005069883377e-37,1.0076200037393956e-62
2.9403120851154633e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289467627869994,0.099999244757351835,0.099999840563688894,2.4993499049075897e-35,2.5714496329361393e-24,3.055961906096196e-24,1.1680931077545458e-28,2.7446874356036315e-23,1.7612158309893701e-57,1.0424459285043206e-20,2.4230229923152189e-70,1.3323138196775204e-25,1.2966122786556622e-46,4.842430593689009e-25,3.3320473092455005e-51,1.5237855361049182e-54,3.210184098968552e-22,1.6250706754219696e-55,7.5523671261473487e-07,3.1887262019583796e-07,5.9034984238446907e-12,6.0295405888640484e-12,3.714814223725889e-18,2.4230667960280138e-16,3.1839184586748331e-14,2.0489379649825947e-15,5.9734619217764285e-21,4.1922554096855259e-21,3.3900342589243927e-33,1.7688216014958632e-29,1.0834478274832532e-33,1.1143244423603021e-34,5.1900909097106077e-31,3.7905144933262878e-29,2.8872360867311623e-34,6.0578932366875781e-39,1.8771921847905779e-37,1.3172586896403787e-62
3.0118638855071033e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289465070178749,0.099999226380748249,0.099999836963608993,3.0080007378298864e-35,2.8307081828639783e-24,3.2647335855391983e-24,1.3165496594909303e-28,2.9494288908708966e-23,2.0922576126057753e-57,1.093707978866671e-20,2.8667591877526467e-70,1.3738262241176332e-25,1.4274262110461381e-46,5.328702869852547e-25,3.8634560824049402e-51,1.8093219824056457e-54,3.4491237510993641e-22,1.832539681841917e-55,7.7361317172432457e-07,3.2607277984240362e-07,6.046408639237746e-12,6.1786576757316135e-12,3.8048029942242833e-18,2.4820152352634945e-16,3.3411337386383654e-14,2.1485434759676536e-15,6.4180647804689203e-21,4.6109967315613432e-21,3.9838935967727144e-33,1.9325608754571001e-29,1.2253649355158643e-33,1.2868390598016396e-34,5.8511195902179706e-31,4.1725231968193997e-29,3.2549649941681575e-34,6.6683269584441244e-39,2.1164628359917771e-37,1.7108791449585614e-62
3.0834156858987433e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289462516287903,0.099999208004241891,0.099999833382482556,3.6045907055525927e-35,3.1090407203171503e-24,3.4827934869504905e-24,1.4796430198514816e-28,3.1640798319764927e-23,2.4752133264785085e-57,1.1461959618074783e-20,3.3783920347034098e-70,1.4157753315851927e-25,1.5679002741125532e-46,5.8505023334277982e-25,4.4635423866462935e-51,2.1394577324797494e-54,3.6995329438873951e-22,2.0606766931407448e-55,7.9198953357577386e-07,3.3323503266231504e-07,6.1892832080969171e-12,6.3278879218397577e-12,3.89477172879372e-18,2.5409524848216343e-16,3.5021256542199883e-14,2.2504053296108552e-15,6.8840084399953001e-21,5.0599385856623986e-21,4.6641513994476304e-33,2.1073569736603691e-29,1.3817042775168267e-33,1.4809904370695669e-34,6.5776827564482943e-31,4.5826707141805959e-29,3.6591506234945532e-34,7.3236367152244453e-39,2.3794463761496617e-37,2.2083784421683936e-62
3.1549674862903833e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289459966260086,0.099999189627832802,0.099999829820622693,4.3017497491824339e-35,3.4073517700053371e-24,3.7103486443679239e-24,1.6584152445985909e-28,3.3888718857532134e-23,2.9166811485777549e-57,1.1999095712575981e-20,3.9663661561332531e-70,1.4581614730176951e-25,1.7184997718719342e-46,6.4094887098560092e-25,5.1391937615856006e-51,2.5198301959053329e-54,3.9616680053911938e-22,2.3109893518320741e-55,8.1036579817323711e-07,3.4035875224978021e-07,6.3321221272945993e-12,6.4772313004546652e-12,3.9847207272972445e-18,2.5998785614309663e-16,3.6668933613513912e-14,2.3545133794753533e-15,7.3717697984479426e-21,5.540442208168713e-21,5.4409161057695394e-33,2.2936963219997898e-29,1.553523703612008e-33,1.698884043272077e-34,7.3745084132542018e-31,5.0223021634357528e-29,4.1024231586630657e-34,8.0259527615605556e-39,2.6678484360043976e-37,2.8337166157691132e-62
3.2265192866820232e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289457420156286,0.099999171251520969,0.099999826278334328,5.1135667361806947e-35,3.7265656610173368e-24,3.9476065468862954e-24,1.8539547275490244e-28,3.6240365035382027e-23,3.4239098876044023e-57,1.2548485011204803e-20,4.6399464281832351e-70,1.5009849792740912e-25,1.8797011619535991e-46,7.0073561662394177e-25,5.8977962871519613e-51,2.9566281347794547e-54,4.2357840966675291e-22,2.585057068118405e-55,8.2874196552092683e-07,3.4744332889833095e-07,6.4749253935285132e-12,6.6266877848237026e-12,4.0746492137600067e-18,2.6587934941882794e-16,3.8354360147138651e-14,2.4608572749070722e-15,7.8818235833278019e-21,6.0538925709799662e-21,6.3252000501460587e-33,2.4920760693609136e-29,1.7419293654119267e-33,1.9427732729286583e-34,8.246542659443151e-31,5.4927937084845077e-29,4.5875341093764186e-34,8.7774531994633127e-39,2.9834524414179949e-37,3.6156186638319094e-62
3.2980710870736632e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289454878035775,0.099999152875306349,0.099999822755913848,6.0557183348987682e-35,4.0676264154858707e-24,4.1947751387963386e-24,2.067396992962865e-28,3.8698049611826855e-23,4.0048452551543596e-57,1.3110124452706923e-20,5.4092764437932157e-70,1.5442461811347331e-25,2.0519920848619644e-46,7.6458330142517734e-25,6.747257040074657e-51,3.4566303324152906e-54,4.5221351888041773e-22,2.8845327221606425e-55,8.4711803562311322e-07,3.5448816971722046e-07,6.6176930033269479e-12,6.7762573481715166e-12,4.1645575527287765e-18,2.7176973158676869e-16,4.0077527675863089e-14,2.5694264659317424e-15,8.4146423089588944e-21,6.6016978856370344e-21,7.3289757355162515e-33,2.7030041107016457e-29,1.948076536276316e-33,2.2150659330915618e-34,9.1989541472651002e-31,5.9955525346369244e-29,5.1173587919278994e-34,9.5803638979702673e-39,3.3281211110507723e-37,4.5883770668105177e-62
3.3696228874653032e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289452339956162,0.099999134499188985,0.099999819253649286,7.1456057083403495e-35,4.4314976349825592e-24,4.4520628198102061e-24,2.2999254713933406e-28,4.1264083590607685e-23,4.6681781397498433e-57,1.3684010975524892e-20,6.2854396729806741e-70,1.5879454093013124e-25,2.2358713948501655e-46,8.3266814090197725e-25,7.6960269129185146e-51,4.0272458859854084e-54,4.8209740405045785e-22,3.2111443708548755e-55,8.6549400848412209e-07,3.6149269873399686e-07,6.7604249530540389e-12,6.9259399637032068e-12,4.2544461031730395e-18,2.7765900507773336e-16,4.1838427720648211e-14,2.6802102081934125e-15,8.9706962349265584e-21,7.1852891042516153e-21,8.4652339860114364e-33,2.9269991101414708e-29,2.1731704104271575e-33,2.5183308360072509e-34,1.0237138503451907e-30,6.532016824152774e-29,5.6948987886544556e-34,1.0436958420274779e-38,3.7037979346211917e-37,5.7927660344636852e-62
3.4411746878569432e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928944980597333,0.099999116123168863,0.099999815771820114,8.4024993362394608e-35,4.8191623846828827e-24,4.7196784452876603e-24,2.5527722587284538e-28,4.394077622077286e-23,5.4233949298905581e-57,1.4270141517784268e-20,7.28052340240735e-70,1.6320829943968014e-25,2.4318491924444076e-46,9.0516970440851566e-25,8.753123790848662e-51,4.6765561565134483e-54,5.1325521762343766e-22,3.566696959346995e-55,8.8386988410833333e-07,3.684563569832121e-07,6.9031212389150444e-12,7.075735604605035e-12,4.344314036922017e-18,2.8354717281058668e-16,4.3637051790317911e-14,2.7931975679310787e-15,9.550453325558082e-21,7.8061194177647221e-21,9.7480439930961923e-33,3.1645905240585391e-29,2.4184668809022085e-33,2.855304496228563e-34,1.1366722710860418e-30,7.1036557317839124e-29,6.323284385474989e-34,1.1349557957721075e-38,4.1125086313569751e-37,7.2770793849994053e-62
3.5127264882485832e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928944727614148,0.099999097747245982,0.099999812310697253,9.8476923130522988e-35,5.2316230753074649e-24,4.9978313263705205e-24,2.8272188581225833e-28,4.6730434996747669e-23,6.2808299429132891e-57,1.4868513017280176e-20,8.4076855526185087e-70,1.6766592669653896e-25,2.6404468586678862e-46,9.822708842483402e-25,9.9281560868335221e-51,5.4133584193141222e-54,5.4571198649409878e-22,3.9530740376530643e-55,9.0224566250017884e-07,3.7537860258116611e-07,7.0457818569616552e-12,7.225644244040208e-12,4.4341617049152554e-18,2.8943423739450048e-16,4.5473391379842782e-14,2.9083774269913131e-15,1.0154379210466327e-20,8.4656637517439618e-21,1.119261528256556e-32,3.4163186241959449e-29,2.6852732962045565e-33,3.2288979326502455e-34,1.2593569449900927e-30,7.7119693603184464e-29,7.0057769870586428e-34,1.2320531265787476e-38,4.5563625882874313e-37,9.0983053519366888e-62
3.5842782886402232e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289444750513077,0.099999079371420302,0.099999808870543078,1.1504662381414353e-34,5.6699013429150132e-24,5.2867312302065151e-24,3.1245969047839083e-28,4.9635365658395483e-23,7.2517199880253398e-57,1.5479122411464407e-20,9.6812244385392844e-70,1.7216745574724253e-25,2.8621970909912271e-46,1.0641578644117821e-24,1.123134662550762e-50,6.2472112340365754e-54,5.7949260993486565e-22,4.372239482690998e-55,9.2062134366414228e-07,3.8225891078685486e-07,7.1884068030973175e-12,7.3756658551504936e-12,4.5239895308061266e-18,2.9532020141931972e-16,4.7347437971017044e-14,3.0257384878727474e-15,1.0782937146160961e-20,9.1654182600957661e-21,1.2815361594756079e-32,3.6827345207778062e-29,2.9749491954859648e-33,3.6422035731597194e-34,1.3923781399434697e-30,8.3584887361258603e-29,7.7457715094471335e-34,1.3352294606263797e-38,5.037554278255476e-37,1.132345299782425e-61
3.655830089031863e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289442229138884,0.099999060995691863,0.099999805451611398,1.3399242908837552e-34,6.1350379266643385e-24,5.5865883801798581e-24,3.4462888737035589e-28,5.26578721910712e-23,8.3482610748066435e-57,1.6101966637432883e-20,1.1116651519804013e-69,1.7671291963043509e-25,3.0976439410236363e-46,1.1510200889696857e-24,1.2673556859290249e-50,7.1884815390293219e-54,6.1462185758276775e-22,4.8262392259305628e-55,9.3899692760475527e-07,3.8909677404943677e-07,7.3309960730825512e-12,7.5258004110580553e-12,4.6137966335228189e-18,3.0120506811867523e-16,4.9259183033041987e-14,3.1452692787969876e-15,1.1436587978724719e-20,9.9068998172046437e-21,1.4633966648863697e-32,3.9644001856345309e-29,3.2889070222070439e-33,4.0985022577793398e-34,1.5363705496926059e-30,9.0447757847035279e-29,8.5467987500117708e-34,1.4447311698402741e-38,5.5583646576097425e-37,1.4031045820115079e-61
3.727381889423504e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289439712067924,0.099999042620060624,0.099999802054147324,1.5559803054050479e-34,6.6280925446329832e-24,5.8976134560410939e-24,3.7937287702999054e-28,5.5800256825667661e-23,9.5836672896967485e-57,1.6737042631913639e-20,1.2730767202781907e-69,1.8130235137686388e-25,3.3473428539681475e-46,1.2430502301439813e-24,1.4266311404856058e-50,8.248393484066304e-54,6.5112436748398853e-22,5.3172029868840875e-55,9.5737241432659793e-07,3.9589170204242795e-07,7.4735496625402859e-12,7.6760478848617912e-12,4.7035833458148108e-18,3.0708883973834345e-16,5.1208618021516541e-14,3.2669581588013922e-15,1.2115790107558735e-20,1.0691645508943028e-20,1.6667451775134484e-32,4.2618884753366771e-29,3.6286128163078455e-33,4.6012703373408512e-34,1.6919937157380107e-30,9.7724233062250493e-29,9.4125277344843437e-34,1.56080936745992e-38,6.1211625434433038e-37,1.7312798984687757e-61
3.798933689815144e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289437199347509,0.099999024244526613,0.099999798678387444,1.8017437411735909e-34,7.1501437677449706e-24,6.2200175941289022e-24,4.1684028038579883e-28,5.9064820038655342e-23,1.0972231875648401e-56,1.7384347331255206e-20,1.4541739773187047e-69,1.8593578400937305e-25,3.6118607098743305e-46,1.3404441560681796e-24,1.6021822893505245e-50,9.4390790260286378e-54,6.8902464419654611e-22,5.8473460127319072e-55,9.7574780383429559e-07,4.0264322168473116e-07,7.6160675669611802e-12,7.8264082496380323e-12,4.7933501618304005e-18,3.1297151869489023e-16,5.3195734378216737e-14,3.3907933228502856e-15,1.2820999450206128e-20,1.1521212122867036e-20,1.8936245413506471e-32,4.5757831543375774e-29,3.9955868849303408e-33,5.1541868661970259e-34,1.8599324450486257e-30,1.0543054951090243e-28,1.0346768040739313e-33,1.6837199040498003e-38,6.7284059701683888e-37,2.1275497906883012e-61
3.870485490206784e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289434691023219,0.099999005869089788,0.099999795324559673,2.0806165410464695e-34,7.7022888918685193e-24,6.5540123876054928e-24,4.5718500437031096e-28,6.2453860552115703e-23,1.2529390545660212e-56,1.8043877671415542e-20,1.6569187534446039e-69,1.9061325054289668e-25,3.891775866718505e-46,1.4434008982524605e-24,1.7953017127818258e-50,1.0773630308313684e-53,7.2834705695142565e-22,6.4189708243933584e-55,9.9412309613251838e-07,4.0935087714866101e-07,7.7585497817089709e-12,7.9768814784425705e-12,4.8830961471768418e-18,3.1885310850342967e-16,5.5220523531651997e-14,3.5167628069610465e-15,1.3552669408259936e-20,1.2397175637917606e-20,2.1462254471379177e-32,4.9066789181251608e-29,4.3914044516882115e-33,5.7611408871880906e-34,2.0408972235545093e-30,1.1358325195476262e-28,1.1353472099092276e-33,1.8137233643413568e-38,7.3826435252761221e-37,2.6043097436544288e-61
3.942037290598425e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289432187138919,0.099998987493750191,0.099999791992883239,2.3963140705195611e-34,8.2856438081690161e-24,6.8998098865818077e-24,5.005663058142434e-28,6.5969675333769169e-23,1.4271787050394062e-56,1.871563058795132e-20,1.8834264216023844e-69,1.953347839844527e-25,4.1876782053336772e-46,1.552122618773094e-24,2.0073558533247856e-50,1.2266153835845079e-53,7.6911583787216524e-22,7.034468969319678e-55,1.0124982912259781e-06,4.1601422985522944e-07,7.9009963020257635e-12,8.1274675443075713e-12,4.9728216112988518e-18,3.2473361132104407e-16,5.7282976896751408e-14,3.6448544933408204e-15,1.4311250834355264e-20,1.332113071402862e-20,2.4268937519925097e-32,5.2551814163829688e-29,4.8176962844696644e-33,6.4262388060842889e-34,2.2356246253904236e-30,1.2219919316889716e-28,1.2436737468962166e-33,1.9510850648027504e-38,8.0865156642266869e-37,3.1759062264777914e-61
4.013589090990065e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289429687736734,0.099998969118507766,0.09999978868356886,2.7528870801703717e-34,8.9013428718046323e-24,7.2576225983368065e-24,5.4714885362160534e-28,6.9614559596997661e-23,1.6217341018408887e-56,1.939960301600773e-20,2.1359747715663429e-69,2.0010041733313601e-25,4.5001691762104231e-46,1.6668145772063548e-24,2.2397875892919708e-50,1.393182645607325e-53,8.1135508025286871e-22,7.696322781269559e-55,1.0308733891194288e-06,4.2263285845696132e-07,8.0434071230373528e-12,8.2781664202419618e-12,5.0625271248769353e-18,3.3061302930928558e-16,5.9383085874394204e-14,3.7750561155296011e-15,1.5097192000245299e-20,1.429469018204684e-20,2.7381379805851128e-32,5.6219072761600451e-29,5.2761493018314018e-33,7.1538118526029046e-34,2.4448777178605845e-30,1.3129553369719984e-28,1.3600809091731683e-33,2.0960750517257448e-38,8.8427560044162461e-37,3.8588970370283161e-61
4.0851408913817056e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289427192857078,0.099998950743362555,0.099999785396818641,3.1547447167068201e-34,9.5505387690370649e-24,7.627663487558119e-24,5.9710278922573462e-28,7.3390806800863008e-23,1.8385318092277766e-56,2.0095791890308701e-20,2.4170132246997853e-69,2.0491018358011191e-25,4.8298618481940056e-46,1.7876850973238848e-24,2.4941188356155496e-50,1.5786953160261427e-53,8.5508873689475787e-22,8.4071071473501999e-55,1.0492483898176626e-06,4.2920635880847457e-07,8.1857822397585132e-12,8.4289780792333949e-12,5.1522117001035303e-18,3.3649136613632521e-16,6.1520841851645694e-14,3.9073552635458735e-15,1.5910938565963131e-20,1.5319484534308158e-20,3.0826370060884999e-32,6.0074841250496691e-29,5.7685071581078175e-33,7.9484236256777323e-34,2.6694464620877922e-30,1.4088974160793748e-28,1.4850081519601387e-33,2.2489681000168695e-38,9.6541925981221065e-37,4.6723402689871732e-61
4.156692691773346e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289424702538663,0.099998932368314544,0.099999782132825982,3.606678608445603e-34,1.0234402382824264e-23,8.0101459764625607e-24,6.5060378532616086e-28,7.7300708650120859e-23,2.0796402385047718e-56,2.0804194145147629e-20,2.7291723967188498e-69,2.0976411570860932e-25,5.1773809591040065e-46,1.9149455335651789e-24,2.7719531712192553e-50,1.7849026720291665e-53,9.0034061850135902e-22,9.1694912826278058e-55,1.0676232933255108e-06,4.3573434392505403e-07,8.3281216470982827e-12,8.5799024942453946e-12,5.2418756174352079e-18,3.4236862401363345e-16,6.3696236201820096e-14,4.0417393890312648e-15,1.6752933550071202e-20,1.6397161416193263e-20,3.4632479092354831e-32,6.412550614377011e-29,6.2965708073435284e-33,8.8148777209120798e-34,2.9101481093125118e-30,1.5099959224930541e-28,1.618910112024595e-33,2.4100437127927007e-38,1.0523749184341289e-36,5.638114381696136e-61
4.228244492164986e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289422216818458,0.099998913993363692,0.099999778891775915,4.1138880497365258e-34,1.0954122656969072e-23,8.4052839450124422e-24,7.0783310291040775e-28,8.1346555095231201e-23,2.3472771277665351e-56,2.1524806714378502e-20,3.0752740156369428e-69,2.1466224669391418e-25,5.5433629683000976e-46,2.0488102373042509e-24,3.0749784919518561e-50,2.0136789172944728e-53,9.4713439213227651e-22,9.9862405126088779e-55,1.0859980996478384e-06,4.4221644392948495e-07,8.4704253398651885e-12,8.7309396382177764e-12,5.3315195303320941e-18,3.4824480489271831e-16,6.5909260284113443e-14,4.1781958103905634e-15,1.762361730099757e-20,1.752938511900484e-20,3.8830140133216259e-32,6.8377564423957934e-29,6.8621990461336187e-33,9.7582254378686387e-34,3.1678275928156427e-30,1.6164316800499186e-28,1.7622568257126376e-33,2.5795861216245353e-38,1.145444641948636e-36,6.7812720184605323e-61
4.299796292556627e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289419735731761,0.099998895618510039,0.099999775673844826,4.6820063078009226e-34,1.1710906458903002e-23,8.8132917311619085e-24,7.6897764656761882e-28,8.5530634332365859e-23,2.6438172574846175e-56,2.2257626531407497e-20,3.4583412018692138e-69,2.1960460950336223e-25,5.9284561112153331e-46,2.1894965229286112e-24,3.4049696880392688e-50,2.2670295160907646e-53,9.9549357971543684e-22,1.0860218063884347e-54,1.1043728087895469e-06,4.4865230598744262e-07,8.6126933127724882e-12,8.8820894840686374e-12,5.42114239785128e-18,3.5411991249928997e-16,6.8159905443578754e-14,4.3167117179233004e-15,1.85234274694566e-20,1.871783607451157e-20,4.3451730925784984e-32,7.2837623774939275e-29,7.4673090354925245e-33,1.0783773564616824e-33,3.443357915442648e-30,1.7283885804975147e-28,1.9155339445334147e-33,2.7578842874567125e-38,1.2449403086919619e-36,8.1304303748655444e-61
4.371348092948267e-12,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19289417259312147,0.099998877243753531,0.099999772479200624,5.3171280755392822e-34,1.2505978441181022e-23,9.2343841309727374e-24,8.3423001810058017e-28,8.9855232803413233e-23,2.9718004037059857e-56,2.3002650529185027e-20,3.8816091176842368e-69,2.2459123709633264e-25,6.3333204558788214e-46,2.3372246337479006e-24,3.7637913450609487e-50,2.5470977139870061e-53,1.0454415566176646e-21,1.1794386863232239e-54,1.1227474207555696e-06,4.5504159423173274e-07,8.7549255604433689e-12,9.0333520046914401e-12,5.5107444651750437e-18,3.5999394913802592e-16,7.0448163011290583e-14,4.4572741789433129e-15,1.9452798981951825e-20,1.9964210351487843e-20,4.8531657513483577e-32,7.7512402814079714e-29,8.1138768019183112e-33,1.189709223706895e-33,3.7376405327057861e-30,1.8460535810498735e-28,2.0792429482837722e-33,2.9452319023325281e-38,1.3511837285304298e-36,9.7182010776295052e-61
