Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),COX(58)
6.494011408555977e-08,0.09977366400000001,0.80000000000000004,0.0,0.27955386827079526,0.095822234292536737,0.097187005976612451,2.0904523844987805e-15,6.9991529953534657e-06,6.0207100082852577e-08,3.4828807751771963e-06,2.9366083125002704e-10,4.3011701360032858e-11,1.6538652902399471e-06,2.1470985261655031e-19,5.3661735010120754e-11,6.8474189984381287e-14,1.3853055369195008e-08,2.3149472859006268e-18,1.7924607222668679e-22,2.2849889683798075e-08,1.8210328190836171e-16,0.0041723402371456348,0.0056152246873742082,1.9996091591759308e-07,2.4376580473730628e-07,1.6735876334376372e-06,8.1052365623202147e-10,5.3752648009485663e-12,2.2533120011231193e-08,5.1737971719204463e-08,1.9170809347827536e-12,1.4238907173055877e-12
6.50005736839648e-08,0.09977366400000001,0.80000000000000004,0.0,0.27954876973113663,0.095822137008541822,0.097184489517296607,2.1001783534189339e-15,7.0139827285761816e-06,6.0256916535739427e-08,3.4893973481212868e-06,2.9447123357226686e-10,4.3128492701900399e-11,1.656810795326804e-06,2.1627125663115231e-19,5.3697903024346249e-11,6.8783860564233416e-14,1.3887514388752295e-08,2.327537185858501e-18,1.7976405531517725e-22,2.2886655089837169e-08,1.831009640456296e-16,0.0041724278522245256,0.0056202360749452148,2.0014179357212725e-07,2.4387807972861028e-07,1.6728405932612314e-06,8.1165684628962687e-10,5.3791729812045882e-12,2.2523292302491162e-08,5.173755356001614e-08,1.9194901646788935e-12,1.4265289504289115e-12
6.506103328236983e-08,0.09977366400000001,0.80000000000000004,0.0,0.27954367222867138,0.095822040421758917,0.097181973215349451,2.1099381787105446e-15,7.0288247537756271e-06,6.0306665205012798e-08,3.495919681433168e-06,2.9528311803387686e-10,4.3245488939593584e-11,1.6597586955664562e-06,2.1784251063708775e-19,5.3734011443916505e-11,6.9094633695825936e-14,1.3922020442586239e-08,2.3401822791070406e-18,1.8028304505494327e-22,2.2923430198118539e-08,1.8410315619564324e-16,0.0041725147618773386,0.0056252471297188189,2.0032266405109e-07,2.4399030497504371e-07,1.6720946240603918e-06,8.1279059606882954e-10,5.3830818236254508e-12,2.2513479154012181e-08,5.1737136365207658e-08,1.9219005010896222e-12,1.4291694467621034e-12
6.512149288077486e-08,0.09977366400000001,0.80000000000000004,0.0,0.27953857576019336,0.095821944529037723,0.097179457070742117,2.1197319391159459e-15,7.0436790711748767e-06,6.0356346213750404e-08,3.5024477747544666e-06,2.9609648597179861e-10,4.3362690231587483e-11,1.6627089904073519e-06,2.1942366722283416e-19,5.3770060366601415e-11,6.9406512233774412e-14,1.3956573551107416e-08,2.3528827498452072e-18,1.8080304261293889e-22,2.296021499746046e-08,1.8510987440479524e-16,0.0041726009692552709,0.0056302578517527391,2.0050352735395666e-07,2.4410248050271725e-07,1.6713497230077788e-06,8.1392490538640062e-10,5.3869913255812351e-12,2.2503680524848115e-08,5.173672013103495e-08,1.924311943981817e-12,1.4318122060430602e-12
6.51819524791799e-08,0.09977366400000001,0.80000000000000004,0.0,0.27953348032251402,0.095821849327245301,0.097176941083445892,2.1295597134946249e-15,7.0585456809905643e-06,6.0405959684593126e-08,3.5089816277265748e-06,2.9691133872294298e-10,4.3480096736294277e-11,1.6656616792980828e-06,2.2101477926002785e-19,5.380604988992338e-11,6.9719499038315555e-14,1.3991173734705288e-08,2.3656387827953428e-18,1.8132404915809581e-22,2.2997009476690956e-08,1.8612113477073737e-16,0.0041726864774922308,0.005635268241104544,2.0068438348020319e-07,2.4421460633842965e-07,1.6706058872876344e-06,8.150597740596493e-10,5.3909014843909609e-12,2.2493896375574987e-08,5.1736304852452104e-08,1.9267244931450358e-12,1.4344572280096267e-12
6.524241207758493e-08,0.09977366400000001,0.80000000000000004,0.0,0.2795283859124586,0.095821754813262661,0.097174425253432103,2.1394215808015624e-15,7.0734245834341271e-06,6.0455505739827905e-08,3.515521239990678e-06,2.9772767762419606e-10,4.3597708612074955e-11,1.6686167616873578e-06,2.2261589985233032e-19,5.3841980111204091e-11,7.0033596974271556e-14,1.4025821013752176e-08,2.3784505631072157e-18,1.8184606586096812e-22,2.3033813624646041e-08,1.8713695343300542e-16,0.0041727712897081312,0.0056402782978316902,2.0086523242930627e-07,2.4432668250908506e-07,1.6698631140953837e-06,8.1619520190694977e-10,5.3948122973982926e-12,2.2484126666640339e-08,5.1735890524725925e-08,1.9291381484062121e-12,1.4371045123995791e-12
6.530287167598996e-08,0.09977366400000001,0.80000000000000004,0.0,0.27952329252686547,0.095821660983983398,0.097171909580672136,2.1493176200783584e-15,7.0883157787123012e-06,6.0504984501422626e-08,3.5220666111877836e-06,2.9854550401242126e-10,4.3715526017244022e-11,1.671574237023995e-06,2.2422708231491522e-19,5.3877851127583988e-11,7.0348808910627011e-14,1.4060515408604874e-08,2.3913182763190164e-18,1.8236909389359099e-22,2.3070627430168977e-08,1.8815734656920955e-16,0.0041728554090102758,0.0056452880219915267,2.0104607420074307e-07,2.4443870904145354e-07,1.66912140063653e-06,8.1733118874636553e-10,5.398723761958666e-12,2.2474371358624637e-08,5.173547714315771e-08,1.9315529095945502e-12,1.4397540589506253e-12
6.5363331274395e-08,0.09977366400000001,0.80000000000000004,0.0,0.27951820016258594,0.095821567836314236,0.097169394065137429,2.1592479104562623e-15,7.1032192670269548e-06,6.0554396091015908e-08,3.5286177409587078e-06,2.9936481922445867e-10,4.3833549110067934e-11,1.6745341047569206e-06,2.2584838018249385e-19,5.3913663036016419e-11,7.0665137720676705e-14,1.4095256939604105e-08,2.4042421083713817e-18,1.8289313442953775e-22,2.3107450882110498e-08,1.891823303964155e-16,0.0041729388384929419,0.0056502974136412882,2.0122690879399097e-07,2.4455068596229137e-07,1.6683807441268601e-06,8.1846773439587144e-10,5.4026358754378663e-12,2.2464630412269187e-08,5.173506470306156e-08,1.93396877653763e-12,1.4424058674004043e-12
6.548425047120506e-08,0.09977366400000001,0.80000000000000004,0.0,0.27950801848544254,0.095821383573502103,0.097164363505629861,2.1792115615218281e-15,7.1330631235471491e-06,6.0653018238993555e-08,3.5417372747842727e-06,3.0100792146720801e-10,4.4070212991488159e-11,1.6804610152079387e-06,2.2912153745497629e-19,5.3985109915851343e-11,7.130115747819685e-14,1.4164881491318898e-08,2.4302588749245786e-18,1.8394425771399665e-22,2.3181126680692466e-08,1.9124613520435741e-16,0.0041731036403074755,0.0056603151996389763,2.0158855644383229e-07,2.4477449107688923e-07,1.6669025908727429e-06,8.2074250139947852e-10,5.4104620386736888e-12,2.244519144828177e-08,5.1734242628684876e-08,1.9388038270019717e-12,1.4477162689463767e-12
6.560516966801513e-08,0.09977366400000001,0.80000000000000004,0.0,0.27949784085611429,0.095821202000353212,0.097159333574682163,2.1993131689470285e-15,7.1629561545071964e-06,6.0751373149942741e-08,3.5548798385899516e-06,3.0265699504667705e-10,4.4307701521449732e-11,1.6863974886341675e-06,2.3243580462143319e-19,5.405632152239327e-11,7.1941679324548131e-14,1.4234694831282727e-08,2.4565023588318117e-18,1.8499944513572275e-22,2.3254840931356487e-08,1.9332849843104919e-16,0.0041732657196323067,0.0056703316562803719,2.0195017537465819e-07,2.4499809806836018e-07,1.6654286322744525e-06,8.2301950146890936e-10,5.4182907662584994e-12,2.2425809463717468e-08,5.1733424264627347e-08,1.9436432984272302e-12,1.4530357149372574e-12
6.57260888648252e-08,0.09977366400000001,0.80000000000000004,0.0,0.27948766724990715,0.09582102309261252,0.09715430427206799,2.2195533692074414e-15,7.1928983613378227e-06,6.0849461784519556e-08,3.568045429495172e-06,3.043120506567071e-10,4.4546015964249039e-11,1.6923435206312407e-06,2.3579161841636812e-19,5.4127298624176779e-11,7.2586726410980861e-14,1.4304697121609429e-08,2.4829740630414623e-18,1.8605870614267671e-22,2.3328593545194999e-08,1.9542955132636803e-16,0.0041734251007298322,0.0056803467840192698,2.0231176558230229e-07,2.4522150715339622e-07,1.6639588464449711e-06,8.2529873316126289e-10,5.4261220375234667e-12,2.2406484150119065e-08,5.1732609574306062e-08,1.9484871894431033e-12,1.4583642032717427e-12
6.584700806163526e-08,0.09977366400000001,0.80000000000000004,0.0,0.27947749764234425,0.095820846826240882,0.097149275597561938,2.2399328003024311e-15,7.2228897453888604e-06,6.0947285097912891e-08,3.5812340446162478e-06,3.0597309899075123e-10,4.4785157583366817e-11,1.6982991067966676e-06,2.391894193762444e-19,5.4198041986614749e-11,7.323632196221228e-14,1.4374888524141957e-08,2.5096754973893903e-18,1.8712205020958333e-22,2.3402384433428417e-08,1.9754942581674924e-16,0.0041735818076467351,0.0056903605833076507,2.0267332706260341e-07,2.4544471854988079e-07,1.6624932116670357e-06,8.275801950395628e-10,5.4339558319762143e-12,2.2387215201504952e-08,5.1731798521520387e-08,1.9533354986811405e-12,1.4637017318474802e-12
6.596792725844533e-08,0.09977366400000001,0.80000000000000004,0.0,0.27946733200916346,0.095820673177411969,0.097144247550939603,2.2604521017499849e-15,7.2529303079302315e-06,6.1044844039909815e-08,3.5944456810664093e-06,3.076401507418777e-10,4.5025127641471401e-11,1.7042642427298252e-06,2.426296518530516e-19,5.4268552372030246e-11,7.3890489276255437e-14,1.4445269200454145e-08,2.5366081785931628e-18,1.881894868380735e-22,2.3476213507405094e-08,1.9968825450510652e-16,0.0041737358642167256,0.0057003730545957098,2.0303485981140471e-07,2.4566773247681494e-07,1.6610317063911718e-06,8.298638856725087e-10,5.4417921292987454e-12,2.2368002314340292e-08,5.1730991070447329e-08,1.9581882247746898e-12,1.469048298561075e-12
6.60888464552554e-08,0.09977366400000001,0.80000000000000004,0.0,0.27945717032631495,0.095820502122510434,0.097139220131977497,2.281111914585139e-15,7.2830200501526752e-06,6.1142139554945329e-08,3.60768033595584e-06,3.0931321660277193e-10,4.5265927400420024e-11,1.7102389240319555e-06,2.4611276403582068e-19,5.4338830539679948e-11,7.4549251724417189e-14,1.4515839311851823e-08,2.5637736302617517e-18,1.8926102555688146e-22,2.3550080678601473e-08,2.0184617067224837e-16,0.0041738872940626556,0.0057103841983318724,2.0339636382455354e-07,2.4589054915432688e-07,1.659574309234132e-06,8.3214980363459036e-10,5.4496309093455938e-12,2.2348845187513733e-08,5.1730187185638511e-08,1.9630453663589441e-12,1.4744039013081103e-12
6.633068484887553e-08,0.09977366400000001,0.80000000000000004,0.0,0.27943685871646839,0.095820167701072725,0.097129167176144476,2.3228556461530157e-15,7.3433470780111558e-06,6.1335944055326441e-08,3.6342186894781232e-06,3.1267743342270362e-10,4.5750021064220341e-11,1.7222169051574342e-06,2.5320943963077166e-19,5.4478693243471628e-11,7.5880655875670292e-14,1.4657548483790029e-08,2.6188089740251305e-18,1.9141644751736541e-22,2.3697928959202395e-08,2.062198019718994e-16,0.0041741823670287184,0.0057304025049334361,2.0411928562729892e-07,2.4633559164749757e-07,1.656671754567554e-06,8.3672831587433581e-10,5.4653158378836737e-12,2.2310697022439832e-08,5.1728589974875991e-08,1.9727728905496436e-12,1.4851422064797849e-12
6.657252324249566e-08,0.09977366400000001,0.80000000000000004,0.0,0.27941656262458908,0.095819843377155586,0.097119116728293015,2.3651691536536873e-15,7.4038708369301981e-06,6.1528706049032435e-08,3.6608490820044839e-06,3.1606583498445291e-10,4.6237448653406477e-11,1.7342330150203363e-06,2.6048310944530123e-19,5.4617636111410902e-11,7.7230722856366849e-14,1.4800017325069671e-08,2.6747938561325787e-18,1.9358839287197013e-22,2.3845928569619775e-08,2.1067139961160256e-16,0.0041744672113766638,0.005750415506664888,2.0484209243767761e-07,2.4677984781395839e-07,1.6537853798757958e-06,8.4131572047602177e-10,5.4810104598148261e-12,2.2272768345111179e-08,5.1727006613018535e-08,1.982518060372044e-12,1.495916630507164e-12
6.681436163611579e-08,0.09977366400000001,0.80000000000000004,0.0,0.27939628186574733,0.095819528969247864,0.097109068786667557,2.4080576200423878e-15,7.4645913336494467e-06,6.1720432903024662e-08,3.6875714903091194e-06,3.1947850681592943e-10,4.6728220233649562e-11,1.7462872184977222e-06,2.6793749988665683e-19,5.4755665109046217e-11,7.8599642286012403e-14,1.4943247116562989e-08,2.7317407155324773e-18,1.9577693885044459e-22,2.3994078806316574e-08,2.1520205448456807e-16,0.0041747420086771445,0.0057704232070513823,2.0556478422256364e-07,2.4722331945763076e-07,1.6509150199409781e-06,8.4591200625750764e-10,5.4967146200181123e-12,2.223505683184136e-08,5.1725436829640133e-08,1.9922808649750994e-12,1.5067271565193547e-12
6.705620002973592e-08,0.09977366400000001,0.80000000000000004,0.0,0.27937601625824166,0.095819224299042355,0.097099023349526678,2.4515262525839164e-15,7.5255085737037504e-06,6.1911131902576752e-08,3.7143858911198693e-06,3.2291553443910963e-10,4.722234585766637e-11,1.7583794804964501e-06,2.7557640132474705e-19,5.4892786154665607e-11,7.9987604965681588e-14,1.5087239134928436e-08,2.7896621032171631e-18,1.9798216313880851e-22,2.4142378967841644e-08,2.198128685504025e-16,0.0041750069372968575,0.0057904256095911372,2.0628736094885812e-07,2.476660084020891e-07,1.6480605120738251e-06,8.5051716214014097e-10,5.5124281659738729e-12,2.2197560195756554e-08,5.1723880359997117e-08,2.0020612935381737e-12,1.5175737676303372e-12
6.729803842335606e-08,0.09977366400000001,0.80000000000000004,0.0,0.27935576562354131,0.095818929191378549,0.0970889804151428,2.4955802828472828e-15,7.5866225614451255e-06,6.2100810252603986e-08,3.7412922611190736e-06,3.263770033701025e-10,4.7719835565236274e-11,1.7705097659531418e-06,2.8340366892366343e-19,5.5029005119914671e-11,8.1394802880127607e-14,1.52319946526394e-08,2.8485706827406434e-18,2.0020414388679305e-22,2.42908283548408e-08,2.2450495490132538e-16,0.0041752621724557709,0.0058104227177559102,2.0700982258348295e-07,2.4810791649044079e-07,1.6452216960680884e-06,8.5513117714965845e-10,5.5281509477110359e-12,2.2160276186114443e-08,5.1722336944918212e-08,2.011859335271085e-12,1.5284564469393765e-12
6.753987681697619e-08,0.09977366400000001,0.80000000000000004,0.0,0.27933552978622955,0.095818643474186713,0.097078939981801865,2.5402249667031345e-15,7.6479333000645339e-06,6.2289475078960013e-08,3.7682905769444139e-06,3.298629991192138e-10,4.8220699383216757e-11,1.782678039834148e-06,2.9142322349024874e-19,5.5164327830400035e-11,8.2821429200030282e-14,1.5377514938012492e-08,2.9084792307512008e-18,2.0244295971544095e-22,2.4439426270068069e-08,2.2927943782998964e-16,0.0041755078862831243,0.0058304145349914452,2.0773216909337689e-07,2.4854904558531752e-07,1.6423984141552579e-06,8.5975404041781912e-10,5.5438828177547687e-12,2.2123202587627854e-08,5.172080633069564e-08,2.0216749794142112e-12,1.5393751775314496e-12
6.778171521059632e-08,0.09977366400000001,0.80000000000000004,0.0,0.27931530857394948,0.095818366978433323,0.097068902047803329,2.5854655843256192e-15,7.7094407916133303e-06,6.2477133429691837e-08,3.7953808151897461e-06,3.3337360719100922e-10,4.8724947325556317e-11,1.7948842671355235e-06,2.9963905234176766e-19,5.5298760066273401e-11,8.4267678284455346e-14,1.5523801255235191e-08,2.9694006375448949e-18,2.0469868972487835e-22,2.4588172018397162e-08,2.3413745289946542e-16,0.0041757442478717773,0.0058504010647179227,2.084544004454931e-07,2.4898939756869516e-07,1.6395905109602038e-06,8.6438574118322903e-10,5.5596236310758296e-12,2.2086337219801303e-08,5.1719288268975028e-08,2.0315082152384302e-12,1.5503299424776564e-12
6.802355360421645e-08,0.09977366400000001,0.80000000000000004,0.0,0.27929510181734984,0.09581809953806808,0.097058866611459571,2.6313074401944217e-15,7.7711450370245578e-06,6.2663792276266398e-08,3.8225629524059294e-06,3.3690891308437688e-10,4.92325893933072e-11,1.8071284128829988e-06,3.0805521018126451e-19,5.5432307562804141e-11,8.5733745683316812e-14,1.5670854864393405e-08,3.0313479076200541e-18,2.069714135021766e-22,2.4737064906832847e-08,2.3908014701343366e-16,0.0041759714233314815,0.0058703823103303868,2.091765166067993e-07,2.4942897434169422e-07,1.6367978334571738e-06,8.6902626879187333e-10,5.5753732450405148e-12,2.2049677936273525e-08,5.1717782516646148e-08,2.0413590320450463e-12,1.5613207248356308e-12
6.826539199783659e-08,0.09977366400000001,0.80000000000000004,0.0,0.27927490935003202,0.095817840989971134,0.097048833671096124,2.6777558630944346e-15,7.8330460361342394e-06,6.2849458514779538e-08,3.8498369651016432e-06,3.4046900229258975e-10,4.9743635574639366e-11,1.8194104421319507e-06,3.1667581997499338e-19,5.5564976010946045e-11,8.7219828139721768e-14,1.5818677021499563e-08,3.0943341602216578e-18,2.0926121112926689e-22,2.488610424452193e-08,2.4410867848551651e-16,0.0041761895758414807,0.0058903582751991769,2.0989851754427893e-07,2.498677778242551e-07,1.6340202309259786e-06,8.736756126974759e-10,5.5911315193614691e-12,2.2013222624163238e-08,5.1716288835734299e-08,2.051227419165688e-12,1.5723475076499449e-12
6.874906878507687e-08,0.09977366400000001,0.80000000000000004,0.0,0.27923456663210339,0.095817349932447241,0.097028775271674861,2.7724938466429475e-15,7.9574382894342752e-06,6.3217840382199801e-08,3.9046605227603737e-06,3.4766387259894321e-10,5.0775980166402377e-11,1.8440880115038401e-06,3.3454723393298652e-19,5.5827698307625134e-11,9.0252831177186687e-14,1.6116631983407187e-08,3.2234766669545579e-18,2.1389235078315576e-22,2.5184619515020657e-08,2.5442794422259597e-16,0.0041765994503846242,0.0059302943760660264,2.1134217361579621e-07,2.5074307268954639e-07,1.628509659166768e-06,8.8300070775170501e-10,5.622673499365783e-12,2.1940915626201496e-08,5.1713336761295342e-08,2.0710168618261939e-12,1.5945090067630084e-12
6.918437789359311e-08,0.09977366400000001,0.80000000000000004,0.0,0.27919830544463747,0.095816936814004022,0.097010731231905512,2.8598864470414709e-15,8.0700641916897621e-06,6.3546057023226464e-08,3.9543157022934029e-06,3.5422487236719324e-10,5.1716832305502858e-11,1.8664270355550609e-06,3.5137352286880763e-19,5.6061198233004563e-11,9.3052983645604034e-14,1.6387432401013801e-08,3.3433922240431184e-18,2.1811958283695363e-22,2.5453777228504445e-08,2.6402070341431638e-16,0.0041769390578099827,0.0059662188400228505,2.1264106968391866e-07,2.5152821304605287e-07,1.6236002346439176e-06,8.9142334142979347e-10,5.6510895387747972e-12,2.187651637661789e-08,5.171071889251832e-08,2.0888873442835819e-12,1.6145773071753534e-12
6.961968700210936e-08,0.09977366400000001,0.80000000000000004,0.0,0.27916208809616427,0.095816550098233408,0.096992695253636421,2.9493283086422592e-15,8.1833275254472095e-06,6.3871161540320072e-08,4.004268191200609e-06,3.6086749941688859e-10,5.2668868521324367e-11,1.8888882600441529e-06,3.6892957092101056e-19,5.6291936579871077e-11,9.5921099428041538e-14,1.6660742264258345e-08,3.4668834169516255e-18,2.2240340307296345e-22,2.5723398792418102e-08,2.7391011857748142e-16,0.0041772518400774502,0.0060021262456999794,2.139395919145573e-07,2.5231087861322175e-07,1.6187374098785179e-06,8.9987438077410766e-10,5.6795315582178482e-12,2.1812746597579508e-08,5.1708136657510536e-08,2.1068145900080171e-12,1.6347619848205353e-12
7.005499611062561e-08,0.09977366400000001,0.80000000000000004,0.0,0.27912591371636075,0.095816188933171731,0.096974667327540245,3.0408513876110632e-15,8.2972282528095978e-06,6.4193191577145026e-08,4.0545178510607691e-06,3.6759225214998439e-10,5.3632146600915519e-11,1.9114714822421921e-06,3.8724201006277568e-19,5.6519945006831158e-11,9.8858369377680517e-14,1.6936568754590206e-08,3.5940309778249788e-18,2.2674429750051189e-22,2.5993480256487142e-08,2.8410336673701517e-16,0.0041775386494961667,0.0060380166119134403,2.1523774011640969e-07,2.5309108120491342e-07,1.6139203836564815e-06,9.0835376809810044e-10,5.7079988182320014e-12,2.1749595094142027e-08,5.1705588840043517e-08,2.1247985378474764e-12,1.6550629403940647e-12
7.049030521914186e-08,0.09977366400000001,0.80000000000000004,0.0,0.27908978146198399,0.095815852493729148,0.096956647444408586,3.1344878951649048e-15,8.4117663259775381e-06,6.4512184074606392e-08,4.1050645430722465e-06,3.7439962891445529e-10,5.4606724197199918e-11,1.9341764997292107e-06,4.0633826168503809e-19,5.6745254749274324e-11,1.0186599705636024e-13,1.7214919012900794e-08,3.7249168868186742e-18,2.311427579890062e-22,2.6264017693678501e-08,2.946077502713635e-16,0.0041778003115013011,0.0060738899572514351,2.1653551409886456e-07,2.5386883279009103e-07,1.6091483756710765e-06,9.1686144678040773e-10,5.7364906003832507e-12,2.1687050973707641e-08,5.1703074269468914e-08,2.1428391269470096e-12,1.6754800744849602e-12
7.092561432765811e-08,0.09977366400000001,0.80000000000000004,0.0,0.27905369051601803,0.095815539980841608,0.096938635595148412,3.2302702975387594e-15,8.5269416876041723e-06,6.4828175289909059e-08,4.1559081280667997e-06,3.8129012800547139e-10,5.5592658829235654e-11,1.9570031103937082e-06,4.2624655456059993e-19,5.6967896628536741e-11,1.0494519877715902e-13,1.7495800140028098e-08,3.8596243824097012e-18,2.3559928243415251e-22,2.6535007200341898e-08,3.0543069824610162e-16,0.0041780376255019002,0.00610974630008119,2.1783291367218363e-07,2.5464414548080328e-07,1.6044206258022207e-06,9.2539736123795629e-10,5.7650062064955546e-12,2.162510363530661e-08,5.170059181888268e-08,2.1609362967424373e-12,1.6960132875825489e-12
7.136092343617436e-08,0.09977366400000001,0.80000000000000004,0.0,0.27901764008684593,0.095815250620650147,0.096920631770778573,3.3282313159459336e-15,8.642754271138342e-06,6.5141200814930834e-08,4.20704846652297e-06,3.8826424766657847e-10,5.6590007882474922e-11,1.9799511124321907e-06,4.4699594309370441e-19,5.7187901060779475e-11,1.0809720364657351e-13,1.7779219197252685e-08,3.9982379717060468e-18,2.4011437492767454e-22,2.6806444896335173e-08,3.1657976775167513e-16,0.0041782513657017788,0.0061455856585556122,2.1912993864769512e-07,2.5541703151919464e-07,1.5997363934215263e-06,9.3396145689258171e-10,5.7935449579159137e-12,2.1563742759272232e-08,5.1698140403339827e-08,2.1790899869528448e-12,1.7166624800830038e-12
7.179623254469061e-08,0.09977366400000001,0.80000000000000004,0.0,0.27898162940744969,0.095814983663705527,0.096902635962426473,3.428403926533807e-15,8.759204001155707e-06,6.5451295593948297e-08,4.2584854185790667e-06,3.9532248609088118e-10,5.7598828609022876e-11,2.0030203043487269e-06,4.686163258545391e-19,5.7405298065593999e-11,1.1132325360637558e-13,1.8065183206784276e-08,4.1408434407608531e-18,2.4468854593052659e-22,2.7078326925133459e-08,3.2806264524576786e-16,0.0041784422818946839,0.0061814080506197413,2.2042658883799302e-07,2.5618750326544918e-07,1.5950949567216472e-06,9.4255368014073679e-10,5.8221061948046942e-12,2.1502958297285086e-08,5.1695718978147359e-08,2.1973001375737435e-12,1.7374275522956041e-12
7.223154165320686e-08,0.09977366400000001,0.80000000000000004,0.0,0.27894565773463514,0.095814738384198891,0.09688464816132468,3.5308213603343538e-15,8.8762907936777331e-06,6.5758493940723461e-08,4.3102188440457432e-06,4.0246534142223204e-10,5.8619178127896034e-11,2.0262104849545258e-06,4.9113846440562203e-19,5.7620117274338625e-11,1.1462460347511326e-13,1.8353699152238744e-08,4.28752786488845e-18,2.4932231244970705e-22,2.7350649453922245e-08,3.3988714790010158e-16,0.0041786111002338712,0.0062172134940169646,2.217228640571393e-07,2.5695557318584737e-07,1.5904956120707953e-06,9.5117397832317429e-10,5.8506892754555616e-12,2.1442740462797569e-08,5.1693326537224383e-08,2.2155666888707091e-12,1.7583084044489211e-12
7.266685076172311e-08,0.09977366400000001,0.80000000000000004,0.0,0.27890972434828037,0.095814514079216193,0.096866668358807792,3.6355171032097733e-15,8.9940145564786885e-06,6.6062829554989542e-08,4.3622486024181677e-06,4.0969331175642525e-10,5.9651113425280086e-11,2.0495214533675499e-06,5.1459400241840206e-19,5.7832387938219668e-11,1.1800252098927033e-13,1.8644773979105123e-08,4.4383796189825285e-18,2.5401619821866971e-22,2.7623408673674843e-08,3.5206122495162194e-16,0.0041787585239773635,0.0062530020062950649,2.2301876412086526e-07,2.5772125384008791e-07,1.585937673393074e-06,9.598222996871907e-10,5.8792935756507804e-12,2.1383079721853967e-08,5.1690962111510098e-08,2.2338895813714666e-12,1.7793049366967575e-12
7.310215987023936e-08,0.09977366400000001,0.80000000000000004,0.0,0.27887382855060994,0.095814310068016717,0.096848696546309426,3.7425248957931017e-15,9.1123751893807048e-06,6.6364335538362503e-08,4.4145745528877982e-06,4.1700689514239724e-10,6.0694691354787329e-11,2.0729530090121359e-06,5.390154850817979e-19,5.8042138936128223e-11,1.2145828684407638e-13,1.8938414595202429e-08,4.5934883878352341e-18,2.5877073388137441e-22,2.7896600799214536e-08,3.6459295905793608e-16,0.0041788852342097603,0.0062887736048120651,2.243142888467707e-07,2.5848455786998297e-07,1.5814204715721653e-06,9.6849859335425237e-10,5.9079184880378827e-12,2.1323966784263999e-08,5.168862476745354e-08,2.252268755858979e-12,1.8004170491237724e-12
7.35374689787556e-08,0.09977366400000001,0.80000000000000004,0.0,0.27883796966548979,0.095814125691333699,0.096830732715359191,3.8518787334239348e-15,9.2313725845373788e-06,6.6663044409705264e-08,4.4671965543537728e-06,4.2440658958343349e-10,6.1749968637713834e-11,2.0965049516186513e-06,5.6443637880459681e-19,5.8249398782242443e-11,1.249931947339734e-13,1.9234627871126608e-08,4.7529451764573106e-18,2.635864571800148e-22,2.8170222069262031e-08,3.7749056765699589e-16,0.0041789918905413906,0.0063245283067418952,2.2560943805451477e-07,2.5924549798870865e-07,1.5769433538784425e-06,9.7720280929233851e-10,5.9365634215311861e-12,2.1265392595124093e-08,5.1686313605573395e-08,2.2707041533660931e-12,1.8216446417510821e-12
7.397277808727185e-08,0.09977366400000001,0.80000000000000004,0.0,0.27880214703774525,0.095813960310697277,0.09681277685757976,3.9636128660793684e-15,9.3510066267059647e-06,6.6958988119964092e-08,4.5201144654339278e-06,4.318928930383808e-10,6.28170018632958e-11,2.1201770812231625e-06,5.9089109121507929e-19,5.8454195633403396e-11,1.2860855139274036e-13,1.9533420640687322e-08,4.9168423203991571e-18,2.6846391314648412e-22,2.8444268746468728e-08,3.9076240433101659e-16,0.0041790791317854363,0.0063602661290798777,2.2690421156600065e-07,2.6000408696924937e-07,1.5725056834204432e-06,9.8593489827711517e-10,5.9652278007481658e-12,2.1207348326716226e-08,5.1684027759052654e-08,2.289195715167575e-12,1.8429876145416331e-12
7.44080871957881e-08,0.09977366400000001,0.80000000000000004,0.0,0.27876636003250094,0.095813813307778814,0.096794828964684221,4.0777617983001837e-15,9.4712771935085586e-06,6.725219806649823e-08,4.5733281444754366e-06,4.3946630342286696e-10,6.3895847488965919e-11,2.1439691981671306e-06,6.1841499146053873e-19,5.8656557296272033e-11,1.3230567663327852e-13,1.9834799701334586e-08,5.0852734960727107e-18,2.734036542976264e-22,2.8718737117436591e-08,4.0441696017461503e-16,0.0041791475766136633,0.0063959870886480391,2.2819860920555385e-07,2.6076033763442145e-07,1.5681068386176995e-06,9.9469481185927343e-10,5.9939110654630907e-12,2.1149825370730116e-08,5.1681766392412177e-08,2.3077433827731131e-12,1.8644458674052289e-12
