Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),COX(58)
1.4050854136447713e-08,0.09977366400000001,0.80000000000000004,0.0,0.28533056573972515,0.097252885585588811,0.09936724596080683,1.0750036478484179e-19,7.74641592452444e-09,6.2218365391994207e-10,1.1342374479353564e-07,3.0440972627049764e-12,4.508016641198682e-13,8.1803949621186365e-08,1.1173015958304321e-24,2.6953747540967206e-12,3.4733915256173245e-17,3.7011850006955166e-11,1.3841321759028251e-22,9.7602880693219247e-25,2.591260319578673e-10,1.9238268261774557e-20,0.0027468183340748141,0.0012653619981401324,4.4653683385006364e-08,2.4607717778070463e-08,7.541057863941917e-07,5.4650539924349837e-12,1.1794918725659679e-12,9.0554186976075539e-09,4.709849555608229e-08,2.6655575975983099e-13,4.7309253188516032e-14
1.413222794811753e-08,0.09977366400000001,0.80000000000000004,0.0,0.28531434427246344,0.09724388272089321,0.099363638269876361,1.124193109433406e-19,8.0308367907771183e-09,6.3958017690210702e-10,1.1522882338708995e-07,3.0981713582939626e-12,4.5878967451232414e-13,8.2763991808592388e-08,1.1709555093215958e-24,2.7394768233780116e-12,3.5766295042768514e-17,3.8068294459732342e-11,1.4355234501223995e-22,9.9891015425835725e-25,2.6494037666155447e-10,1.992784849348356e-20,0.0027558179802796082,0.0012725748793154686,4.4913302339921141e-08,2.5011843408626924e-08,7.6218916611191536e-07,5.6439069982061508e-12,1.1879952227275744e-12,9.1684588893650204e-09,4.7178022389812954e-08,2.6873508561002293e-13,4.8059619664013114e-14
1.4213601759787347e-08,0.09977366400000001,0.80000000000000004,0.0,0.2852981782565242,0.097234934214095264,0.099360031119595571,1.1752798713614997e-19,8.323987173002431e-09,6.5734902880510155e-10,1.1704718362774332e-07,3.1528745031489161e-12,4.6687085586353298e-13,8.3729473913433385e-08,1.2268456918950104e-24,2.7840297647577782e-12,3.682297072983405e-17,3.9148254716788185e-11,1.4885413018381308e-22,1.0221519604482087e-24,2.708492492453845e-10,2.0637862817925217e-20,0.002764763251721359,0.0012797866531365667,4.5172851055951925e-08,2.5419889834608869e-08,7.7030129606243607e-07,5.8274558536131547e-12,1.1965287481719836e-12,9.2817746124647012e-09,4.7255462902301129e-08,2.7091084319196236e-13,4.8815452490829652e-14
1.4294975571457164e-08,0.09977366400000001,0.80000000000000004,0.0,0.2852820673644168,0.097226039740080747,0.099356424508495064,1.2283231644259122e-19,8.6260783338485441e-09,6.7549545836418172e-10,1.1887877826867226e-07,3.208210169986719e-12,4.7504572936333092e-13,8.4700393017371025e-08,1.2850512830320352e-24,2.8290348636165384e-12,3.7904364459126001e-17,4.0252098436861953e-11,1.5432285978815019e-22,1.0457568247815366e-24,2.7685354736529893e-10,2.1368790674966509e-20,0.0027736544735206289,0.0012869973223763602,4.5432329701056773e-08,2.5831857646167422e-08,7.7844172950146807e-07,6.0157883945727978e-12,1.2050925542148755e-12,9.3953591408383546e-09,4.7330867056231443e-08,2.7308309934207264e-13,4.9576731391698391e-14
1.4376349383126981e-08,0.09977366400000001,0.80000000000000004,0.0,0.28526601127062456,0.097217198975681179,0.099352818435114107,1.2833836172410329e-19,8.937325024912801e-09,6.9402473367710426e-10,1.2072356064686962e-07,3.2641818291269666e-12,4.8331481586263716e-13,8.5676746206702428e-08,1.3456537285331894e-24,2.8744933764558925e-12,3.9010903108965621e-17,4.1380196117027717e-11,1.5996291148500493e-22,1.0697273369455509e-24,2.8295416840802547e-10,2.2121119809499494e-20,0.0027824919688522499,0.0012942068897868492,4.5691738438453621e-08,2.6247746880005812e-08,7.8661001319037936e-07,6.2089931446034979e-12,1.2136867409536166e-12,9.5092058280043489e-09,4.7404284163286019e-08,2.7525192349664555e-13,5.0343436340408182e-14
1.4457723194796798e-08,0.09977366400000001,0.80000000000000004,0.0,0.28525000965159342,0.097208411599662148,0.099349212898000611,1.3405232778776638e-19,9.2579455024974072e-09,7.1294214113115557e-10,1.2258148470096276e-07,3.3207929484911039e-12,4.9167863587395517e-13,8.6658530572254875e-08,1.4087368333960116e-24,2.9204065305295898e-12,4.0143018317863268e-17,4.2532921067325129e-11,1.6577875537573743e-22,1.0940660771613905e-24,2.8915200935868303e-10,2.2895346364340323e-20,0.0027912760589569878,0.0013014153580991794,4.5951077426696613e-08,2.666755701296936e-08,7.9480568737484022e-07,6.4071592940947555e-12,1.2223114030613374e-12,9.6233081046156746e-09,4.7475762868530218e-08,2.7741738755191947e-13,5.1115547569107514e-14
1.4539097006466615e-08,0.09977366400000001,0.80000000000000004,0.0,0.2852340621857205,0.097199677292711756,0.099345607895711049,1.3998056356247157e-19,9.5881615422709639e-09,7.3225298430552262e-10,1.2445250498774811e-07,3.3780469936014264e-12,5.0013770957186375e-13,8.7645743209282687e-08,1.4743868155762938e-24,2.9667755234738726e-12,4.1301146508098011e-17,4.3710649384421873e-11,1.7177495548336691e-22,1.1187756163138997e-24,2.9544796666689258e-10,2.3691974973589671e-20,0.0028000070631531444,0.0013086227300237265,4.6210346819754158e-08,2.7091286955480825e-08,8.0302828577062738e-07,6.6103766792850101e-12,1.2309666298271817e-12,9.7376594712639985e-09,4.7545351140829619e-08,2.7957956566811453e-13,5.1893045575074824e-14
1.4620470818136432e-08,0.09977366400000001,0.80000000000000004,0.0,0.28521816855334209,0.097190995737428898,0.099342003426810502,1.4612956428751943e-19,9.928198452798161e-09,7.5196258284927746e-10,1.2633657669757075e-07,3.4359474275799414e-12,5.0869255679349865e-13,8.8638381217365193e-08,1.5426923606428461e-24,3.0136015229371962e-12,4.2485728909252392e-17,4.4913759924295127e-11,1.7795617124769541e-22,1.143858516084445e-24,3.0184293611141916e-10,2.4511518856454262e-20,0.0028086852988480804,0.0013158290082501811,4.6469546767089157e-08,2.751893504532812e-08,8.1127733554509949e-07,6.8187357596917829e-12,1.2396525048616427e-12,9.8522534975975425e-09,4.7613096258111342e-08,2.817385341580857e-13,5.2675911127000642e-14
1.4701844629806249e-08,0.09977366400000001,0.80000000000000004,0.0,0.28520232843672272,0.09718236661831206,0.099338399489872511,1.525059737134158e-19,1.0278285087910803e-08,7.7207627133463825e-10,1.2823365566844637e-07,3.4944977111471057e-12,5.17343697039023e-13,8.9636441700307195e-08,1.613744677335214e-24,3.0608856662095458e-12,4.3697211581702603e-17,4.614263427393287e-11,1.8432715903549992e-22,1.1693173290865354e-24,3.0833781266334529e-10,2.5354499911528838e-20,0.0028173110815496818,0.0013230341954476321,4.6728677413740768e-08,2.7950499041122294e-08,8.195523573100233e-07,7.0323275957205286e-12,1.2483691062540113e-12,9.9670838128016451e-09,4.7679044802524887e-08,2.8389437127076361e-13,5.3464125270751144e-14
1.4783218441476066e-08,0.09977366400000001,0.80000000000000004,0.0,0.28518654152004241,0.097173789621747705,0.09933479608347906,1.5911658631459596e-19,1.0638653857878543e-08,7.9259939808611008e-10,1.3014369839915104e-07,3.5537013026204698e-12,5.2609164947208992e-13,9.0639921766040796e-08,1.6876375540332519e-24,3.1086290598513625e-12,4.4936045440064028e-17,4.7397656722040053e-11,1.9089277366577809e-22,1.1951545990040049e-24,3.1493349034781565e-10,2.6221448811537335e-20,0.0028258847248777441,0.0013302382942646576,4.6987738900407993e-08,2.8385976116385645e-08,8.2785286510425341e-07,7.25124382401497e-12,1.2571165060971747e-12,1.0082144108072644e-08,4.7743242644645003e-08,2.86047157130429e-13,5.4257669334690512e-14
1.4856454871978901e-08,0.09977366400000001,0.80000000000000004,0.0,0.28517237852148902,0.097166114631933156,0.099331553470175291,1.6527212021861232e-19,1.0971971937078429e-08,8.1142471240953087e-10,1.3187378545956532e-07,3.6075459695682385e-12,5.3404800990014225e-13,9.1547685181443526e-08,1.7566494620022055e-24,3.1519916627109839e-12,4.6074757787683677e-17,4.8549853317431577e-11,1.9697232584325661e-22,1.2187338178620464e-24,3.2095652327143982e-10,2.7022641075646527e-20,0.0028335566824028366,0.0013367210548073075,4.7220835219479346e-08,2.8781248354291973e-08,8.3534470573241682e-07,7.4528969684002863e-12,1.2650155537044236e-12,1.0185889831277008e-08,4.7799561192345837e-08,2.8798212310539498e-13,5.4976400873370546e-14
1.4929691302481738e-08,0.09977366400000001,0.80000000000000004,0.0,0.28515825813305989,0.097158481382891668,0.099328311284448856,1.7162815618309877e-19,1.1313984143381548e-08,8.3058992987371519e-10,1.3361430771643693e-07,3.6619251329350757e-12,5.4208358644762956e-13,9.2459834016898058e-08,1.828112452338733e-24,3.1957278921230484e-12,4.7236329390694461e-17,4.972382719992241e-11,2.0321722018839976e-22,1.2426234821422299e-24,3.2706257851742787e-10,2.7844083739772243e-20,0.0028411868855394594,0.0013432029377927189,4.7453875726114606e-08,2.9179684520221199e-08,8.4285642756075066e-07,7.6590051083953162e-12,1.2729396461019784e-12,1.0289812240146921e-08,4.7854530679751103e-08,2.8991474445362918e-13,5.56994215520765e-14
1.5002927732984575e-08,0.09977366400000001,0.80000000000000004,0.0,0.2851441801284591,0.097150889649876879,0.099325069525283347,1.7818996941714907e-19,1.1664867329429099e-08,8.5009897315987559e-10,1.3536523487487764e-07,3.7168413088360121e-12,5.501987568874801e-13,9.3376366172283622e-08,1.9021004871762316e-24,3.239838489446917e-12,4.8421099144338038e-17,5.0919864006164786e-11,2.0963120658383244e-22,1.2668254282019827e-24,3.3325230530509331e-10,2.8686182274115459e-20,0.0028487755590385754,0.001349683945109447,4.7686860514209288e-08,2.958128131323815e-08,8.5038766265386377e-07,7.8696361453209246e-12,1.2808888234853468e-12,1.0393906836428499e-08,4.7908183050500247e-08,2.9184508278919066e-13,5.64267183642337e-14
1.5076164163487412e-08,0.09977366400000001,0.80000000000000004,0.0,0.28513014428262012,0.097143339209353183,0.099321828191667738,1.8496293960436085e-19,1.2024800701630702e-08,8.6995577090869548e-10,1.3712653709963754e-07,3.772297011805604e-12,5.5839389877293293e-13,9.4297279549954346e-08,1.9786893674572211e-24,3.2843241749551273e-12,4.9629409186911358e-17,5.2138251066450739e-11,2.162181033985444e-22,1.2913414868971743e-24,3.3952635188008298e-10,2.9549348144505139e-20,0.0028563229264403625,0.0013561640786328168,4.791978967502914e-08,2.9986035033431678e-08,8.5793803875730769e-07,8.0848582947092488e-12,1.2888631220240782e-12,1.0498169147800268e-08,4.7960549769449785e-08,2.9377320056429177e-13,5.7158278499177184e-14
1.514940059399025e-08,0.09977366400000001,0.80000000000000004,0.0,0.28511615037169874,0.097135829838989149,0.09931858728259646,1.9195255224085761e-19,1.2393965823143302e-08,8.9016425696071417e-10,1.3889818501976394e-07,3.8282947547968922e-12,5.6666938943778377e-13,9.5222572054686566e-08,2.0579567689187792e-24,3.3291856476147025e-12,5.086160491348535e-17,5.3379277384598573e-11,2.2298179843073976e-22,1.31617348366919e-24,3.4588536542882724e-10,3.043399886962669e-20,0.0028638292100807553,0.0013626433402249797,4.8152663297263814e-08,3.0393941578293512e-08,8.6550717929679231e-07,8.3047400697057566e-12,1.2968625736683768e-12,1.0602594727454812e-08,4.8011661818306547e-08,2.9569916102162404e-13,5.7894089344013666e-14
1.5222637024493086e-08,0.09977366400000001,0.80000000000000004,0.0,0.28510219817306676,0.097128361317651152,0.099315346797069146,1.9916439997905167e-19,1.2772546616079254e-08,9.1072836958379973e-10,1.4068014973280444e-07,3.8848370491803692e-12,5.7502560599662748e-13,9.615224159362761e-08,2.1399822786100684e-24,3.3744235848687374e-12,5.2118034989599121e-17,5.4643233617269254e-11,2.2992624985893089e-22,1.3413232386327843e-24,3.5232999199226871e-10,3.1340558078501392e-20,0.0028712946310979382,0.0013691217317349702,4.8385481467081341e-08,3.0804996439377042e-08,8.7309470338267721e-07,8.5293502637803168e-12,1.3048872062104885e-12,1.0707179149702893e-08,4.8061549695695763e-08,2.9762302809791991e-13,5.8634138485302633e-14
1.5295873454995923e-08,0.09977366400000001,0.80000000000000004,0.0,0.28508828746530601,0.097120933425396822,0.099312106734090938,2.0660418397649236e-19,1.3160729363006269e-08,9.3165205068877408e-10,1.4247240280857732e-07,3.9419264047429013e-12,5.8346292534509506e-13,9.7086286076245438e-08,2.2248474319046911e-24,3.4200386424183372e-12,5.3399051364931432e-17,5.5930412052777774e-11,2.3705548720057578e-22,1.3667925666645002e-24,3.5886087637894137e-10,3.2269455568195306e-20,0.0028787194094388132,0.0013755992549987636,4.8618244268183142e-08,3.1219194699220668e-08,8.8070022581320019e-07,8.7587579343625263e-12,1.3129370431609411e-12,1.0811918008029665e-08,4.8110243415213327e-08,2.9954486635861761e-13,5.9378413710545089e-14
1.536910988549876e-08,0.09977366400000001,0.80000000000000004,0.0,0.28507441802820072,0.097113545943468618,0.099308867092672115,2.1427771524976964e-19,1.3558702707696365e-08,9.5293924503281949e-10,1.442749162924386e-07,3.9995653296866586e-12,5.9198172416008821e-13,9.8024703414279474e-08,2.3126357500230328e-24,3.4660314540050667e-12,5.4705009286949131e-17,5.724110658937206e-11,2.4437361227841463e-22,1.3925832774916189e-24,3.6547866207739136e-10,3.322112736176261e-20,0.0028861037638654254,0.0013820759118393362,4.8850951781859796e-08,3.1636531027758421e-08,8.8832335708018623e-07,8.9930323847775522e-12,1.3210121036544743e-12,1.0916806912718819e-08,4.8157772504414142e-08,3.0146474093156409e-13,6.0126903009467114e-14
1.5442346316001597e-08,0.09977366400000001,0.80000000000000004,0.0,0.28506058964273207,0.097106198654287545,0.099305627871828242,2.2219091603346991e-19,1.3966657655086735e-08,9.7459389941071265e-10,1.460876627081282e-07,4.0577563306280228e-12,6.0058237890000645e-13,9.8967491521692287e-08,2.4034327780806086e-24,3.5124026311939072e-12,5.6036267314531961e-17,5.8575612712960172e-11,2.5188480019467282e-22,1.4186971757815798e-24,3.7218399116794003e-10,3.4196015766428883e-20,0.0028934479119613683,0.0013885517040667231,4.9083604087047429e-08,3.2056999679151378e-08,8.9596370337629526e-07,9.2322431445921137e-12,1.3291124024388515e-12,1.1021841488136933e-08,4.8204166004564686e-08,3.033827174370738e-13,6.0879594575135072e-14
1.5515582746504434e-08,0.09977366400000001,0.80000000000000004,0.0,0.28504680209107131,0.097098891341446503,0.099302389070580185,2.3034982114415766e-19,1.4384787570448234e-08,9.9661996183354286e-10,1.4791061506014224e-07,4.1165019125965095e-12,6.0926526580497366e-13,9.9914648314622817e-08,2.4973261236762911e-24,3.5591527631568713e-12,5.7393187331573204e-17,5.9934227474298782e-11,2.5959330031325789e-22,1.4451360612318153e-24,3.7897750423377336e-10,3.5194569432018121e-20,0.0029007520701381326,0.0013950266334780807,4.9316201260384801e-08,3.248059448892557e-08,9.0362086660321261e-07,9.4764599533468319e-12,1.3372379497732888e-12,1.1127017370382004e-08,4.8249452470507072e-08,3.0529886192249507e-13,6.1636476804862999e-14
1.558881917700727e-08,0.09977366400000001,0.80000000000000004,0.0,0.28503305515657362,0.097091623789704373,0.099299150687953905,2.3876057934916493e-19,1.4813288177736805e-08,1.0190213806952352e-09,1.4974374683566833e-07,4.1758045790336738e-12,6.1803076089705744e-13,1.0086617171134036e-07,2.5944054960210109e-24,3.6062824164573092e-12,5.8776134560556475e-17,6.1317249465628881e-11,2.6750343724986035e-22,1.4719017286599112e-24,3.8585984027139838e-10,3.621724340962129e-20,0.0029080164536414432,0.0014015007018577449,4.9548743376270825e-08,3.2907308870646932e-08,9.1129444438202375e-07,9.7257527409911507e-12,1.3453887513250628e-12,1.1232330204887544e-08,4.8293659971007167e-08,3.0721324080112799e-13,6.2397538300939548e-14
1.5662055607510108e-08,0.09977366400000001,0.80000000000000004,0.0,0.28501934862377137,0.097084395784979308,0.099295912722980634,2.4742945473996758e-19,1.5252357557112807e-08,1.0418021039271724e-09,1.5158703200610986e-07,4.2356668317920415e-12,6.2687923998048687e-13,1.0182205963220005e-07,2.694762745606232e-24,3.6537921348350417e-12,6.0185477576108904e-17,6.2724978796757267e-11,2.7561961186984741e-22,1.4989959680940017e-24,3.928316366004802e-10,3.7264499210503449e-20,0.0029152412765575415,0.0014079739109772974,4.9781230506922923e-08,3.3337135812839811e-08,9.1898403006503434e-07,9.9801916053559652e-12,1.3535648081624332e-12,1.1337775644044115e-08,4.8336816089498546e-08,3.0912592079201675e-13,6.3162767871194059e-14
1.5735292038012945e-08,0.09977366400000001,0.80000000000000004,0.0,0.28500568227836809,0.097077207114342867,0.099292675174696698,2.5636282810994824e-19,1.5702196141633107e-08,1.0649660781410735e-09,1.5344044502821618e-07,4.296091171134045e-12,6.3581107864186349e-13,1.0278230999959898e-07,2.7984919044146551e-24,3.7016824389923621e-12,6.1621588318530766e-17,6.4157717070606698e-11,2.8394630229388322e-22,1.5264205648633186e-24,3.9989352877307108e-10,3.8336804865247595e-20,0.0029224267518194532,0.0014144462625956258,5.0013662722435855e-08,3.3770067876347939e-08,9.2668921274876516e-07,1.0239846795975104e-11,1.3617661166603105e-12,1.1443349344880953e-08,4.8378947925162888e-08,3.1103696885917655e-13,6.3932154529388286e-14
1.5808528468515782e-08,0.09977366400000001,0.80000000000000004,0.0,0.28499205590723209,0.097070057566013446,0.099289438042143491,2.6556719833640583e-19,1.6163006713097162e-08,1.0885172477602414e-09,1.5530396084483052e-07,4.3570800957309858e-12,6.448266522503726e-13,1.0374692073793423e-07,2.9056892266796604e-24,3.7499538263810144e-12,6.3084842107301674e-17,6.5615767358224518e-11,2.9248806491127941e-22,1.5541772996888337e-24,4.070461504822594e-10,3.943463498313607e-20,0.0029295730912132006,0.0014209177584589877,5.0246040090840854e-08,3.4206097191340299e-08,9.3440957728898966e-07,1.0504788694008956e-11,1.3699926683717125e-12,1.1549046966794904e-08,4.8420082094348035e-08,3.1294645215698615e-13,6.4705687495447256e-14
1.588176489901862e-08,0.09977366400000001,0.80000000000000004,0.0,0.28497846929839027,0.097062946929350302,0.099286201324367565,2.7504918376666299e-19,1.6634994397016616e-08,1.1124595541393284e-09,1.5717755488526627e-07,4.4186361026620106e-12,6.5392633595798653e-13,1.0471588977356133e-07,3.0164532302001566e-24,3.7986067709902463e-12,6.4575617654562879e-17,6.7099434173232884e-11,3.0124953540107384e-22,1.5822679487739363e-24,4.1429013347024852e-10,4.0558470811769965e-20,0.0029366805053840012,0.0014273884003010761,5.0478362678165719e-08,3.4645215454355986e-08,9.4214470431748892e-07,1.0775087786045248e-11,1.3782444500398583e-12,1.1654864169323857e-08,4.8460244732315401e-08,3.1485443797711772e-13,6.5483356195548752e-14
1.5955001329521456e-08,0.09977366400000001,0.80000000000000004,0.0,0.28496492224102171,0.097055874994847371,0.099282965020420527,2.8481552360810449e-19,1.7118366656702158e-08,1.1367969346727226e-09,1.5906120306532481e-07,4.4807616874131373e-12,6.6311050469966681e-13,1.0568921503475445e-07,3.1308847382159231e-24,3.8476417231360088e-12,6.6094297078576165e-17,6.8609023445740317e-11,3.1023542976081144e-22,1.6106942838950742e-24,4.2162610743586936e-10,4.1708800296926281e-20,0.0029437492038424241,0.0014338581898430854,5.0710630548495045e-08,3.5087413925863019e-08,9.4989417026003067e-07,1.1050814647531549e-11,1.3865214435147649e-12,1.17607966099635e-08,4.8499461495305157e-08,3.1676099369300741e-13,6.6265150262055081e-14
1.6028237760024293e-08,0.09977366400000001,0.80000000000000004,0.0,0.28495141452545147,0.09704884155412706,0.099279729129358965,2.9487307932195597e-19,1.7613333286465978e-08,1.1615333218917711e-09,1.6095488178697079e-07,4.5434593438762896e-12,6.7237953319356267e-13,1.0666689445166743e-07,3.2490869218473372e-24,3.897059109251395e-12,6.7641265917158908e-17,7.0144842495716074e-11,3.1945054534297999e-22,1.6394580724923024e-24,4.2905469994155941e-10,4.2886118142652087e-20,0.0029507793949705083,0.0014403271287937755,5.0942843764031131e-08,3.5532683427626019e-08,9.5765754735629087e-07,1.1332039923600322e-11,1.3948236255884631e-12,1.1866839942039906e-08,4.8537757562890523e-08,3.1866618671139074e-13,6.7051059533295159e-14
1.610147419052713e-08,0.09977366400000001,0.80000000000000004,0.0,0.28493794594314481,0.097041846399934198,0.099276493650244463,3.0522883602061374e-19,1.8120106403912892e-08,1.1866726425510812e-09,1.6285856793767988e-07,4.6067315643484051e-12,6.8173379594120541e-13,1.0764892595629622e-07,3.3711653431035291e-24,3.946859331678441e-12,6.9216913141095716e-17,7.1707200005809344e-11,3.2889976189904905e-22,1.6685610777596731e-24,4.3657653631982868e-10,4.4090925871594912e-20,0.0029577712860278586,0.0014467952188495423,5.1175002385155265e-08,3.5981014339950414e-08,9.6543440368172713e-07,1.1618834298709702e-11,1.4031509680295294e-12,1.1972989812635292e-08,4.8575157640609288e-08,3.2057008442627431e-13,6.7841074053227399e-14
1.6174710621029967e-08,0.09977366400000001,0.80000000000000004,0.0,0.28492451628670035,0.097034889326130053,0.099273258582143642,3.1588990386833938e-19,1.8638900441302412e-08,1.2122188167040776e-09,1.6477223888947206e-07,4.6705808395305618e-12,6.9117366722770047e-13,1.0863530748244259e-07,3.4972279984636685e-24,3.9970427684613316e-12,7.0821631167526503e-17,7.329640599362947e-11,3.3858804263107412e-22,1.6980050587354087e-24,4.4419223957921911e-10,4.5323731885568844e-20,0.0029647250831576978,0.0014532624616944831,5.1407106470489558e-08,3.6432396599424172e-08,9.7322430317076927e-07,1.1911268478551305e-11,1.4115034375240427e-12,1.2079241860564508e-08,4.8611685962861044e-08,3.2247275416824622e-13,6.8635184070965959e-14
1.6247947051532804e-08,0.09977366400000001,0.80000000000000004,0.0,0.28491112534984453,0.097027970127686131,0.099270023924127981,3.2686351948513546e-19,1.9169932135988238e-08,1.2381757567679924e-09,1.6669587249764389e-07,4.7350096585271661e-12,7.0069952112191421e-13,1.0962603696567877e-07,3.6273853630364916e-24,4.0476097731411554e-12,7.245581587331109e-17,7.4912771783495776e-11,3.4852043525083076e-22,1.7277917703918078e-24,4.5190243030978377e-10,4.6585051526356327e-20,0.0029716409913928933,0.0014597288590004654,5.1639156076959065e-08,3.6886819696653659e-08,9.8102680564183937e-07,1.2209413173336965e-11,1.4198809954606289e-12,1.2185591714405752e-08,4.8647366296054621e-08,3.2437426316160439e-13,6.9433380040168568e-14
1.632118348203564e-08,0.09977366400000001,0.80000000000000004,0.0,0.28489777292742552,0.097021088600678415,0.099266789675273928,3.3815704735361185e-19,1.9713420519916507e-08,1.2645473665785508e-09,1.6862944709921154e-07,4.800020508845213e-12,7.1031173147666124e-13,1.1062111234331364e-07,3.7617504353030164e-24,4.0985606745522734e-12,7.4119866608370163e-17,7.6556609977638813e-11,3.5870207304643624e-22,1.7579229637248371e-24,4.5970772658811187e-10,4.7875407136745104e-20,0.0029785192146619512,0.0014661944124271993,5.1871151259854416e-08,3.7344272673782503e-08,9.8884146682447797e-07,1.2513339063460368e-11,1.4282835979860926e-12,1.2292034990592121e-08,4.8682221941985797e-08,3.2627467848555478e-13,7.0235652618323679e-14
1.6394419912538477e-08,0.09977366400000001,0.80000000000000004,0.0,0.28488445881540658,0.097014244542281178,0.099263555834662842,3.4977798122864888e-19,2.0269586908149907e-08,1.2913375404345647e-09,1.7057294151107779e-07,4.8656158763935781e-12,7.2001067192888514e-13,1.1162053155435995e-07,3.9004387824472159e-24,4.1498957766204051e-12,7.5814186209002767e-17,7.8228234426861617e-11,3.6913817595641532e-22,1.7884003858433496e-24,4.6760874388190989e-10,4.9195328121799973e-20,0.002985359955794973,0.0014726591236223043,5.2103092072894864e-08,3.780474412242296e-08,9.9666783838795923e-07,1.2823116778093902e-11,1.4367111959919938e-12,1.2398567291556513e-08,4.8716275741440711e-08,3.2817406702779263e-13,7.1041992665921414e-14
1.6467656343041314e-08,0.09977366400000001,0.80000000000000004,0.0,0.28487118281086066,0.097007437750761302,0.099260322401380913,3.6173394554965514e-19,2.0838654886427908e-08,1.318550162132653e-09,1.7252633502793537e-07,4.9317982454824083e-12,7.2979671589983823e-13,1.1262429253950291e-07,4.0435685862792554e-24,4.2016153581625425e-12,7.7539181011180494e-17,7.9927960200677933e-11,3.7983405165115746e-22,1.8192257800578847e-24,4.756060949541606e-10,5.0545351010368902e-20,0.0029921634165295833,0.0014791229942213843,5.2334978568291588e-08,3.8268222181750619e-08,1.0045054679716265e-06,1.3138816882303062e-11,1.4451637348326766e-12,1.2505184203936239e-08,4.8749550078005625e-08,3.3007249544652881e-13,7.1852391245496174e-14
1.654089277354415e-08,0.09977366400000001,0.80000000000000004,0.0,0.28485794471196402,0.097000668025472067,0.099257089374519103,3.7403269685521869e-19,2.1420850297762001e-08,1.3461891039923736e-09,1.7448960741991979e-07,4.9985700988225632e-12,7.3967023659525894e-13,1.1363239324106995e-07,4.1912606897560777e-24,4.2537196726887798e-12,7.9295260863818054e-17,8.1656103556912348e-11,3.9079509662171719e-22,1.8504008859690085e-24,4.8370038976689324e-10,5.1926019516823062e-20,0.002998929797516823,0.0014855860258480953,5.256681079681146e-08,3.8734694536363455e-08,1.0123538992174132e-06,1.3460509839808535e-11,1.453641154394484e-12,1.2611881296838118e-08,4.8782066882069897e-08,3.3197003013919919e-13,7.2666839620583687e-14
1.6614129204046988e-08,0.09977366400000001,0.80000000000000004,0.0,0.28484474431799067,0.096993935166847636,0.099253856753173289,3.8668212519994503e-19,2.2016401228020196e-08,1.3742582258720347e-09,1.7646273893002194e-07,5.0659339175251471e-12,7.496316070055446e-13,1.1464483160300174e-07,4.3436386441041507e-24,4.3062089482061537e-12,8.1082839142020566e-17,8.3412981910763822e-11,4.0202679727590514e-22,1.8819274395551513e-24,4.9189223538457764e-10,5.3337884603030323e-20,0.0030056592983270158,0.0014920482201142241,5.2798588807841093e-08,3.9204148414431833e-08,1.0202126718040453e-06,1.3788265986018125e-11,1.4621433891586264e-12,1.2718654120165132e-08,4.8813847635009149e-08,3.3386673719988808e-13,7.3485329254585293e-14
1.6687365634549825e-08,0.09977366400000001,0.80000000000000004,0.0,0.28483158142930592,0.096987238976396939,0.099250624536444107,3.9969025557327559e-19,2.2625537990503561e-08,1.4027613741754186e-09,1.7844571027127391e-07,5.1338921811011191e-12,7.596811999059244e-13,1.1566160557082465e-07,4.5008287565492725e-24,4.3590833870246009e-12,8.2902332760307385e-17,8.5198913803353804e-11,4.1353473104161691e-22,1.9138071732598964e-24,5.0018223587716192e-10,5.4781504540561814e-20,0.0030123521174555976,0.0014985095786197559,5.3030312649451249e-08,3.9676570586136642e-08,1.028081321482905e-06,1.4122155519762688e-11,1.470670367834319e-12,1.2825498203000008e-08,4.8844913373542609e-08,3.3576268238516459e-13,7.4307851809512113e-14
1.6760602065052662e-08,0.09977366400000001,0.80000000000000004,0.0,0.28481845584736076,0.096980579256698021,0.09924739272343687,4.1306524932007437e-19,2.324849310953696e-08,1.4317023808497206e-09,1.8043850262371767e-07,5.2024473674609939e-12,7.6981938785662743e-13,1.1668271309162409e-07,4.6629601386582809e-24,4.41234316556515e-12,8.4754162185812823e-17,8.7014218869749521e-11,4.2532456747734434e-22,1.9460418160786812e-24,5.0857099222278909e-10,5.6257444973131285e-20,0.0030190084523289179,0.0015049701029529541,5.3261982368461508e-08,4.0151947361918147e-08,1.0359593801160809e-06,1.446224846524157e-11,1.479222013422871e-12,1.2932409052056513e-08,4.8875284694241237e-08,3.3765793109083666e-13,7.5134399144655407e-14
