Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),C2H6X(52),CH4OX(60),C2H4X(210),C2H4X(65),acetyl(43)
3.320203182418463e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45080891593302225,0.1171908229876384,0.022797969694827905,0.0,2.8042592763394151e-11,3.9201070823995665e-07,1.9770039715347644e-09,8.779380588035864e-11,8.2736356811777639e-24,2.9506947790133979e-05,4.7553584665650739e-21,2.7977875887494197e-05,2.4537141846384061e-15,1.9810658838376339e-14,5.998968484013804e-18,6.0521198540631626e-20,2.1206611866247343e-09,5.8875333642147006e-15,0.0014494332338627414,4.7190482113993253e-05,1.5322272719200445e-06,1.0544759534254317e-09,1.6705378582873896e-10,4.3321617696104338e-09,1.1843535306808137e-14,1.9874682407157975e-12,3.4861800175436526e-10,1.9585794670203398e-07,9.7017848050467877e-15,3.3283886551572055e-09,8.6583747882907296e-15,6.2028657455854647e-15,1.2251580887102627e-13,2.2214847980799326e-19,1.647715018299334e-17,1.6911145144954624e-21,1.4583595748200031e-19
3.3375877726170452e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4508018080193853,0.11718381952651988,0.02279784660513343,0.0,2.8727455404938971e-11,3.9604562865739765e-07,2.0129913727156875e-09,8.9179247018291026e-11,8.5286398766867161e-24,2.9662006937980001e-05,4.8851290275817405e-21,2.8117730597359353e-05,2.4942354924950867e-15,2.0344371646931683e-14,6.1513619300948385e-18,6.1925967708103876e-20,2.1602242607269265e-09,6.0155931791107564e-15,0.0014562800156290017,4.7436568944197321e-05,1.5456315845563824e-06,1.0690413223966668e-09,1.6793232412407265e-10,4.3480241537295321e-09,1.2029688861796239e-14,1.9947922590028039e-12,3.5445795860375996e-10,1.9741679857331005e-07,9.8311619753063658e-15,3.3739868171441802e-09,8.8500720117432022e-15,6.3158390250587211e-15,1.2480061018654068e-13,2.2813583373619846e-19,1.6930973418039256e-17,1.7278717921838149e-21,1.4927165454677994e-19
3.3532339037957693e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45079541702802889,0.11717752257406647,0.022797735828386172,0.0,2.9355506484043618e-11,3.9969420823069749e-07,2.0457855634844064e-09,9.0438531773664791e-11,8.7636666992882104e-24,2.9801564945349286e-05,5.0043354449237639e-21,2.8243543616291509e-05,2.5310869800428581e-15,2.0834887126883832e-14,6.2911147270889145e-18,6.3211953112739789e-20,2.1962954893662336e-09,6.1326294104471427e-15,0.0014624359468846592,4.7658038142844741e-05,1.5577408399003115e-06,1.082261431975375e-09,1.6872302758352646e-10,4.3623005532604898e-09,1.219913801574082e-14,2.0013849731180968e-12,3.5977404425244851e-10,1.9882428088135924e-07,9.9485399238270093e-15,3.4153296188973492e-09,9.0253159947657592e-15,6.4187879440075655e-15,1.2688208031875806e-13,2.3363861022514068e-19,1.7347915032449569e-17,1.7614643584101708e-21,1.524178994032357e-19
3.3688800349744934e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45078903183919966,0.11717123145407148,0.02279762505540469,0.0,2.9994778506035485e-11,4.0335903250018128e-07,2.0789669187265462e-09,9.1709609144789474e-11,9.0040231115807711e-24,2.9941127473280436e-05,5.125862516264506e-21,2.8369303412285739e-05,2.5683025600723751e-15,2.1335200277664233e-14,6.4333628292839615e-18,6.4518740085099884e-20,2.232810371177162e-09,6.2513713703203306e-15,0.0014685860364183464,4.7879498862033381e-05,1.5698930427075922e-06,1.0955873577633139e-09,1.6951374902297228e-10,4.376577193312474e-09,1.2370413343250224e-14,2.0079787395911992e-12,3.6514748193682011e-10,2.0023603774917197e-07,1.0066810153410908e-14,3.4569612220422234e-09,9.2031600897826596e-15,6.52295216667949e-15,1.2898753011333176e-13,2.3925132228969593e-19,1.7773032713103898e-17,1.7955459487972329e-21,1.5561604997727777e-19
3.3845261661532174e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45078265244739729,0.11716494616099574,0.022797514286186444,0.0,3.0645428043346806e-11,4.0704009785528671e-07,2.1125383199780439e-09,9.2992533969188332e-11,9.2498041297546626e-24,3.008069451939721e-05,5.2497440749542696e-21,2.8495010022013819e-05,2.6058840688192966e-15,2.1845466463556247e-14,6.5781386983913988e-18,6.5846571668731654e-20,2.2697724255723478e-09,6.3718356722959085e-15,0.0014747302897715172,4.8100951099903801e-05,1.5820881558533289e-06,1.1090194804887847e-09,1.7030448842892779e-10,4.3908540739395897e-09,1.2543530190459554e-14,2.0145735750757565e-12,3.7057864993081747e-10,2.0165206588889711e-07,1.0185975680312421e-14,3.4988819788488652e-09,9.3836300834022685e-15,6.6283407237336485e-15,1.3111710846604717e-13,2.4497571293038923e-19,1.8206446025686055e-17,1.8301213162803923e-21,1.5886673371311642e-19
3.4001722973319415e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45077627884712695,0.11715866668930536,0.022797403520728905,0.0,3.1307613247243139e-11,4.107374007441631e-07,2.146502657978253e-09,9.4287361082667513e-11,9.5011060052099806e-24,3.0220266081325659e-05,5.3760142839001213e-21,2.8620663482115593e-05,2.6438333431146402e-15,2.2365842872533019e-14,6.7254750604836566e-18,6.7195692682542199e-20,2.3071851843010983e-09,6.494039012395718e-15,0.0014808687124803471,4.832239485456839e-05,1.5943261421214684e-06,1.122558180327794e-09,1.7109524578792337e-10,4.4051311951956548e-09,1.2718504016001518e-14,2.0211694919656275e-12,3.7606792789109637e-10,2.0307236200230027e-07,1.0306039568241341e-14,3.5410922377785096e-09,9.5667518925515721e-15,6.7349626744432531e-15,1.3327096433476306e-13,2.5081354559016105e-19,1.8648275690993836e-17,1.8651952369116798e-21,1.6217057985639783e-19
3.4158184285106656e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45076991103289898,0.11715239303347177,0.02279729275902953,0.0,3.1981493857510164e-11,4.1445093767372092e-07,2.1808628326573275e-09,9.5594145319313803e-11,9.7580262346364969e-24,3.0359842156694077e-05,5.504707637201255e-21,2.874626382919904e-05,2.6821522203840546e-15,2.2896488530071532e-14,6.8754049068160208e-18,6.8566349726157105e-20,2.3450521914288279e-09,6.6179981691224729e-15,0.0014870013100757404,4.8543830124111282e-05,1.6066069642049543e-06,1.1362038369024026e-09,1.7188602108650201e-10,4.4194085571342038e-09,1.289535039181855e-14,2.027766501245343e-12,3.8161569650160725e-10,2.0449692278112877e-07,1.0427004890904098e-14,3.5835923435274593e-09,9.7525515645153507e-15,6.8428271066545392e-15,1.3544924673821648e-13,2.5676660430883036e-19,1.9098643590368356e-17,1.9007725098408498e-21,1.6552821543393096e-19
3.4314645596893897e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4507635489992296,0.11714612518797159,0.022797182001085794,0.0,3.2667231212156938e-11,4.1818070520968213e-07,2.2156217531236739e-09,9.6912941511492485e-11,1.0020663570126041e-23,3.0499422743133018e-05,5.6358589617848342e-21,2.8871811099840221e-05,2.7208425386470899e-15,2.3437564313011837e-14,7.0279614946455644e-18,6.9958791185263674e-20,2.3833770033164226e-09,6.7437300034843525e-15,0.0014931280880833341,4.8765256906588449e-05,1.6189305847066396e-06,1.1499568292798979e-09,1.726768143112197e-10,4.4336861598084846e-09,1.3074085003432625e-14,2.0343646211666735e-12,3.8722233633895063e-10,2.0592574490824996e-07,1.0548874642840995e-14,3.6263826370705881e-09,9.9410552769752871e-15,6.9519431367458732e-15,1.3765210475484709e-13,2.6283669387805627e-19,1.9557672771121343e-17,1.9368579584546697e-21,1.6894028167288342e-19
3.4471106908681137e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45075719274063991,0.11713986314728672,0.022797071246895163,0.0,3.3364988257133073e-11,4.219266999766291e-07,2.2507823376511367e-09,9.8243804489845373e-11,1.0289118029314776e-23,3.0639007838275292e-05,5.7695034190422646e-21,2.899730533058332e-05,2.7599061365164638e-15,2.3989232963457987e-14,7.1831783480473746e-18,7.1373267236953484e-20,2.4221631885995826e-09,6.8712514590195472e-15,0.0014992490520235027,4.898667520002776e-05,1.6312969661375941e-06,1.1638175359708583e-09,1.7346762544864523e-10,4.4479640032714791e-09,1.3254723650740528e-14,2.0409638653419939e-12,3.9288822939317999e-10,2.0735882505615452e-07,1.0671651872376419e-14,3.6694634557045065e-09,1.0132289338049039e-14,7.0623199095868822e-15,1.3987968752163986e-13,2.6902563999675977e-19,2.0025487451960643e-17,1.9734564293378419e-21,1.7240742479431448e-19
3.4627568220468378e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45075084225165668,0.11713360690590433,0.022796960496455115,0.0,3.4074929556060102e-11,4.2568891865805491e-07,2.286347513666258e-09,9.9586789083288444e-11,1.0563490905556472e-23,3.0778597439755961e-05,5.9056765064659376e-21,2.9122746557940681e-05,2.7993448531973386e-15,2.4551659102722155e-14,7.3410892587279829e-18,7.2810029855056066e-20,2.4614143281680949e-09,7.0005795618208053e-15,0.0015053642074113643,4.9208085002428924e-05,1.6437060709169998e-06,1.1777863349266709e-09,1.7425845448535988e-10,4.4622420875758787e-09,1.3437282248980548e-14,2.0475642435770195e-12,3.9861375897624326e-10,2.0879615988705973e-07,1.0795339662449839e-14,3.7128351330903569e-09,1.0326280186329266e-14,7.1739665984973224e-15,1.4213214423298616e-13,2.7533528942702458e-19,2.0502213028413778e-17,2.0105727918915656e-21,1.7593028543256136e-19
3.478402953225562e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.450744497526812,0.11712735645831682,0.022796849749763128,0.0,3.4797221299978817e-11,4.2946735799641154e-07,2.32232021773568e-09,1.0094195011900988e-10,1.084388477812765e-23,3.0918191545212313e-05,6.0444140592864413e-21,2.9248134818392746e-05,2.839160528486587e-15,2.5125009245313191e-14,7.5017282868358827e-18,7.4269332815455105e-20,2.5011340151450546e-09,7.1317314205599092e-15,0.0015114735597567843,4.9429486311763649e-05,1.65615786137369e-06,1.1918636035388267e-09,1.7504930140795763e-10,4.4765204127740976e-09,1.3621776829081758e-14,2.0541657754540086e-12,4.043993079564672e-10,2.1023774605467379e-07,1.0919940988220748e-14,3.7564979992962461e-09,1.0523054390922582e-14,7.2868924052057696e-15,1.4440962413956409e-13,2.8176751015049099e-19,2.0987976078249583e-17,2.0482119399539873e-21,1.795095172599223e-19
3.494049084404286e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45073815856064336,0.11712111179902189,0.022796739006816683,0.0,3.5532031317111535e-11,4.3326201479315906e-07,2.3587033955532011e-09,1.0230934242246766e-10,1.1130403522464972e-23,3.1057790152283905e-05,6.1857522521102287e-21,2.9373470148388155e-05,2.8793550027720695e-15,2.5709451812970125e-14,7.6651297617691344e-18,7.57514317014015e-20,2.5413258548660391e-09,7.2647242265121464e-15,0.0015175771145643821,4.9650879125975502e-05,1.6686522997441562e-06,1.2060497186376095e-09,1.7584016620304533e-10,4.490798978918278e-09,1.380822353825633e-14,2.0607684760176788e-12,4.1024526058813181e-10,2.1168358020239295e-07,1.1045458880490195e-14,3.8004523808393111e-09,1.0722638651488485e-14,7.4011065598083367e-15,1.4671227654723736e-13,2.883241915252459e-19,2.1482904366897851e-17,2.0863787907186086e-21,1.8314578330026271e-19
3.50969521558301e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45073182534769352,0.11711487292252239,0.022796628267613254,0.0,3.6279529082638131e-11,4.3707288590881391e-07,2.3955000019268716e-09,1.0368902081738759e-10,1.1423152320434389e-23,3.1197393258612523e-05,6.3297276005577917e-21,2.9498752584343681e-05,2.9199301170319015e-15,2.6305157148740063e-14,7.8313282829800201e-18,7.7256583908821295e-20,2.5819934648582284e-09,7.3995752535807385e-15,0.0015236748773335344,4.9872263442980138e-05,1.6811893481720241e-06,1.2203450564889328e-09,1.7663104885724253e-10,4.5050777860602667e-09,1.3996638641020782e-14,2.0673723532492006e-12,4.1615200285157795e-10,2.1313365896297658e-07,1.1171896438702459e-14,3.8446986007274133e-09,1.0925059798278215e-14,7.5166183207272909e-15,1.4904025081597261e-13,2.9500724444320273e-19,2.1987126852866964e-17,2.1250782838446499e-21,1.8683973877866318e-19
3.525341346761734e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45072549788251082,0.11710863982332649,0.02279651753215034,0.0,3.7039885728487245e-11,4.4089996826299687e-07,2.4327130007663722e-09,1.0508104012576098e-10,1.1722237670631453e-23,3.1337000861842215e-05,6.4763769629022611e-21,2.9623982162644285e-05,2.9608877128337291e-15,2.6912297531099565e-14,8.0003587207769027e-18,7.8785048651604047e-20,2.6231404748194652e-09,7.5363018583212364e-15,0.001529766853558381,5.0093639260665158e-05,1.6937689687104062e-06,1.234749992793662e-09,1.7742194935718119e-10,4.5193568342516386e-09,1.4187038519707384e-14,2.0739774280405893e-12,4.2211991986492765e-10,2.1458797896112793e-07,1.1299256617991733e-14,3.8892369785004852e-09,1.1130344792173558e-14,7.6334369746694769e-15,1.5139369635877469e-13,3.0181860148796611e-19,2.2500773693159658e-17,2.1643153836381493e-21,1.9059204926087731e-19
3.540987477940458e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45071917615964868,0.11710241249594751,0.022796406800425422,0.0,3.7813274053141966e-11,4.4474325883448078e-07,2.4703453650699755e-09,1.0648545516784236e-10,1.2027767398712668e-23,3.14766129596192e-05,6.6257375417084873e-21,2.974915891964311e-05,3.0022296323340055e-15,2.7531047188119519e-14,8.1722562171231489e-18,8.0337086966886003e-20,2.6647705265972765e-09,7.6749214799658859e-15,0.0015358530487278297,5.0315006576890232e-05,1.706391123319638e-06,1.2492649026869947e-09,1.7821286768950607e-10,4.5336361235437002e-09,1.4379439674903742e-14,2.080583717730827e-12,4.2814939799248681e-10,2.1604653681141472e-07,1.1427542422610984e-14,3.9340678302715199e-09,1.133852072472563e-14,7.7515718365847256e-15,1.5377276264063892e-13,3.0876021709317492e-19,2.3023976248686739e-17,2.2040950780457549e-21,1.9440339448565952e-19
3.5566336091191822e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45071286017366624,0.11709619093490407,0.022796296072435995,0.0,3.8599868531458085e-11,4.4860275466123825e-07,2.5084000769114305e-09,1.0790232076214738e-10,1.233985066775794e-23,3.1616229549592019e-05,6.7778468854725742e-21,2.9874282891661494e-05,3.0439577182772582e-15,2.8161582311673465e-14,8.3470561864332472e-18,8.1912961720332061e-20,2.7068872741678297e-09,7.8154516404479627e-15,0.0015419334683255625,5.0536365389487119e-05,1.7190557738660335e-06,1.2638901607344458e-09,1.7900380384087459e-10,4.5479156539874688e-09,1.4573858726420962e-14,2.0871912278323985e-12,4.3424082592188658e-10,2.17509329117213e-07,1.1556756976188914e-14,3.9791914687672237e-09,1.1549614818193564e-14,7.8710322496241149e-15,1.5617759917752105e-13,3.1583406770132661e-19,2.3556867089678993e-17,2.2444223770118536e-21,1.9827444552268485e-19
3.5722797402979063e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45070654991912762,0.11708997513471997,0.022796185348179555,0.0,3.9399845324497017e-11,4.5247845284048886e-07,2.5468801274273398e-09,1.0933169172545048e-10,1.2658597988664188e-23,3.1755850629411361e-05,6.9327428902618802e-21,2.9999354114988982e-05,3.0860738139953681e-15,2.8804081071689551e-14,8.5247943163659863e-18,8.3512937611397733e-20,2.7494943836148395e-09,7.9579099444260769e-15,0.0015480081178300383,5.0757715696259712e-05,1.731762882125286e-06,1.2786261409312285e-09,1.7979475779795677e-10,4.5621954256336696e-09,1.4770312413989713e-14,2.0937999802318667e-12,4.4039459101558764e-10,2.1897635247434001e-07,1.1686903216085111e-14,4.0246082033683048e-09,1.1763654425583188e-14,7.9918275850981209e-15,1.5860835553532378e-13,3.230421519230848e-19,2.4099580001097029e-17,2.285302315289687e-21,2.022058793730925e-19
3.5879258714766303e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45070024539060244,0.11708376508992423,0.022796074627653588,0.0,4.0213382289373256e-11,4.5637035052874528e-07,2.5857885168040521e-09,1.1077362287278265e-10,1.298412123056997e-23,3.1895476196730179e-05,7.0904638013554766e-21,3.0124372625883333e-05,3.128579763406847e-15,2.9458723630446059e-14,8.7055065686147667e-18,8.5137281178581567e-20,2.79259553310843e-09,8.1023140793084275e-15,0.0015540770027145006,5.0979057494984035e-05,1.7445124097800705e-06,1.2934732167027205e-09,1.8058572954743498e-10,4.5764754385327878e-09,1.4968817597637219e-14,2.1004099956890815e-12,4.4661108156006044e-10,2.2044760346883504e-07,1.1817984107985398e-14,4.070318340149427e-09,1.1980667030685624e-14,8.1139672424347546e-15,1.6106518132890077e-13,3.303864906970681e-19,2.4652249988039176e-17,2.3267399517363298e-21,2.061983918971768e-19
3.6035720026553544e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45069394658266593,0.11707756079505108,0.022795963910855609,0.0,4.1040658989113819e-11,4.6027844494186041e-07,2.6251282542642855e-09,1.1222816901742919e-10,1.3316533631311004e-23,3.2035106249203657e-05,7.2510482148850568e-21,3.0249338460570536e-05,3.1714774110161054e-15,3.0125692156910101e-14,8.8892291796950186e-18,8.678626080468043e-20,2.8361944128839308e-09,8.2486818152770553e-15,0.0015601401284469792,5.1200390783408248e-05,1.7573043184176619e-06,1.3084317608991224e-09,1.8137671907600451e-10,4.5907556927350028e-09,1.5169391258519818e-14,2.1070212765334486e-12,4.5289068899885441e-10,2.2192307867475686e-07,1.1950002808618482e-14,4.1163221819188182e-09,1.2200680248115863e-14,8.2374606491374794e-15,1.6354822622107606e-13,3.37869127450118e-19,2.5215013281147501e-17,2.3687403666212937e-21,2.1025267137147709e-19
3.620276140816261e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4506872281508586,0.11707094329970499,0.022795845711389231,0.0,4.1939246376983219e-11,4.6446868213314978e-07,2.6676076770830771e-09,1.1379505827893728e-10,1.3679157159825881e-23,3.2184183172672426e-05,7.4256959690903451e-21,3.0382696510712676e-05,3.217710246948329e-15,3.0851574064597424e-14,9.0887390961357555e-18,8.8574242351451046e-20,2.8832950247334061e-09,8.4071344952533709e-15,0.0015666068984702872,5.143668145381862e-05,1.7710079618535537e-06,1.324525266581739e-09,1.8222121571284045e-10,4.6060018583439352e-09,1.5385830230218874e-14,2.1140810436319121e-12,4.5966503234922816e-10,2.2350298544754064e-07,1.2091987090658655e-14,4.1657613547798432e-09,1.2438914123710273e-14,8.3708096323459896e-15,1.6622828453176295e-13,3.4601272169695056e-19,2.5827126512731732e-17,2.4142078024571537e-21,2.1465005779525094e-19
3.6369802789771676e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45068051622669575,0.11706433234534226,0.022795727516166184,0.0,4.2853923930044401e-11,4.6867737424188099e-07,2.710585881311691e-09,1.1537645547084113e-10,1.4049904937756508e-23,3.2333265202867903e-05,7.6036998258494167e-21,3.051599460500397e-05,3.2643938952762321e-15,3.159194196001534e-14,9.291766663195144e-18,9.0390943653642258e-20,2.9309716972834239e-09,8.5678674958952039e-15,0.0015730671169957755,5.1672962418657162e-05,1.7847598208912237e-06,1.3407467022115901e-09,1.8306573258323395e-10,4.6212482991109134e-09,1.5604667345086121e-14,2.1211422984511432e-12,4.6651223741710995e-10,2.2508769893451718e-07,1.2235047297684672e-14,4.215535998844789e-09,1.2680633695332848e-14,8.5057239583267721e-15,1.6893858063398733e-13,3.5431884813449374e-19,2.6451069770345096e-17,2.4603287630500875e-21,2.1911949365528213e-19
3.653684417138074e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45067381080359586,0.11705772792533126,0.022795609325183423,0.0,4.3784916671730599e-11,4.7290451810436387e-07,2.7540665628469118e-09,1.1697242728827265e-10,1.4428920010243418e-23,3.2482352336945025e-05,7.7851080893028807e-21,3.064923278740762e-05,3.311530602764415e-15,3.2347025208054846e-14,9.4983570200050916e-18,9.2236698304746878e-20,2.9792289665145173e-09,8.7309027541437059e-15,0.0015795207906578053,5.1909233675078921e-05,1.7985598484361507e-06,1.3570965193301605e-09,1.8391026967104165e-10,4.6364950150959626e-09,1.5825923729767372e-14,2.1282050603800393e-12,4.7343278129393461e-10,2.2667721493265609e-07,1.2379187081209325e-14,4.2656464705730395e-09,1.2925873060973183e-14,8.6422152049465179e-15,1.7167929682459467e-13,3.627900795113658e-19,2.7087013498947191e-17,2.5071095207263781e-21,2.2366183902098495e-19
3.6703885552989808e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45066711187498454,0.11705113003304705,0.022795491138437929,0.0,4.4732451894910959e-11,4.7715011063424603e-07,2.7980534292552269e-09,1.1858304042408337e-10,1.4816347257202285e-23,3.2631444572061625e-05,7.9699695282331143e-21,3.0782411101845604e-05,3.359122616934791e-15,3.3117055858280193e-14,9.708555666930539e-18,9.4111842322385882e-20,3.028071383967455e-09,8.8962623146076903e-15,0.0015859679260839929,5.2145495220202983e-05,1.8124079972720163e-06,1.3735751687244092e-09,1.8475482696013634e-10,4.6517420063587513e-09,1.6049620671967633e-14,2.1352693492168761e-12,4.8042714201422806e-10,2.2827152922656462e-07,1.2524410091400231e-14,4.3160931223884641e-09,1.3174666488790717e-14,8.7802949863198665e-15,1.7445061545770745e-13,3.7142901865997523e-19,2.7735129764712242e-17,2.5545563785593217e-21,2.2827795840210724e-19
3.6870926934598874e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4506604194342938,0.11704453866187156,0.022795372955926679,0.0,4.5696759175658567e-11,4.8141414882257512e-07,2.8425501997544795e-09,1.2020836156884132e-10,1.521233340804463e-23,3.2780541905378435e-05,8.1583333783435239e-21,3.0915529592198686e-05,3.407172186065582e-15,3.3902268665124262e-14,9.9224084666409722e-18,9.6016714155518553e-20,3.0775035167134494e-09,9.0639683295970198e-15,0.0015924085298952184,5.2381747051112498e-05,1.8263042200604464e-06,1.3901831004249707e-09,1.8559940443440745e-10,4.6669892729585836e-09,1.627577962130157e-14,2.1423351848377188e-12,4.8749579857015041e-10,2.2987063758849124e-07,1.2670719974988297e-14,4.3668763027319697e-09,1.3427048417167842e-14,8.9199749527502953e-15,1.7725271894347762e-13,3.802382987222121e-19,2.8395592262513358e-17,2.6026756702261752e-21,2.3296872556169874e-19
3.703796831620794e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45065373347496313,0.11703795380519334,0.022795254777646646,0.0,4.6678070387037115e-11,4.856966297378591e-07,2.8875606051955004e-09,1.2184845741082745e-10,1.5617027056443557e-23,3.292964433405897e-05,8.3502493445384926e-21,3.1048588302306432e-05,3.4556815591903158e-15,3.4702901108147593e-14,1.0139961645177657e-17,9.7951654691640767e-20,3.1275299473242972e-09,9.2340430591559487e-15,0.0015988426087056302,5.2617989164854756e-05,1.8402484693407844e-06,1.406920763704256e-09,1.8644400207776023e-10,4.6822368149544002e-09,1.6504422190225892e-14,2.1494025873538887e-12,4.9463923089498062e-10,2.3147453577836021e-07,1.2818120374910897e-14,4.4179963561135893e-09,1.3683053454762949e-14,9.0612667906708698e-15,1.8008578974686141e-13,3.892205833758441e-19,2.9068576323403859e-17,2.6514737600126539e-21,2.3773502026140071e-19
3.737205107942607e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45064038097417292,0.11702480360891664,0.022795018433768171,0.0,4.869264366178697e-11,4.9431690841099415e-07,2.9791373023604447e-09,1.25173239928155e-10,1.6453140630935703e-23,3.3227864466179818e-05,8.7449388044905289e-21,3.1314526556938302e-05,3.5540887173262936e-15,3.6351388568772436e-14,1.0586355866115964e-17,1.0191311765856912e-19,3.2293841097507405e-09,9.5813882410311591e-15,0.0016116912177470003,5.3090444228847387e-05,1.8682808569217442e-06,1.4407870782809791e-09,1.8813325780741308e-10,4.7127327253679739e-09,1.6969245456655472e-14,2.1635421744672823e-12,5.0915234725943738e-10,2.3469668462013838e-07,1.3116207276890339e-14,4.5212484406847744e-09,1.4206072143938266e-14,9.3487330070069404e-15,1.8584556343317085e-13,4.0771497521284838e-19,3.0452818684427292e-17,2.7511319442312828e-21,2.4749774283320351e-19
3.77061338426442e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45062705432026567,0.1170116793914599,0.022794782106778409,0.0,5.0778073168518311e-11,5.0301092475323233e-07,3.0728135995152405e-09,1.2855792143645335e-10,1.7325914579266467e-23,3.3526104945789747e-05,9.1544450180242095e-21,3.1580226215634325e-05,3.6543620986792245e-15,3.806447335308499e-14,1.1048115445789626e-17,1.0599900736646574e-19,3.3336708406930336e-09,9.9384780965390772e-15,0.0016245138059869488,5.3562860387843131e-05,1.896504777875174e-06,1.4751776913722307e-09,1.8982259402065977e-10,4.7432297380638916e-09,1.7444266663783583e-14,2.1776882753266026e-12,5.2397034917120298e-10,2.3793794158571414e-07,1.3418699866046273e-14,4.6258520555130987e-09,1.4744002833114731e-14,9.642787847129206e-15,1.9173139728718425e-13,4.2693412295849593e-19,3.1889292503916396e-17,2.8535824581481199e-21,2.5757329356461873e-19
3.837429936908046e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45060047834425682,0.11698550868251378,0.022794309503368929,0.0,5.5169295307637021e-11,5.2062008906116241e-07,3.2665862329704643e-09,1.3550911508340317e-10,1.9186504381466917e-23,3.4122646857166568e-05,1.0019574484959606e-20,3.2110911141500135e-05,3.860579620455886e-15,4.1692480558173489e-14,1.2019268586010136e-17,1.1455536917859235e-19,3.5496911153544073e-09,1.0682621404109247e-14,0.0016500811306419598,5.4507575890638228e-05,1.9535256814776947e-06,1.5455460672530237e-09,1.9320150738548603e-10,4.8042270721318393e-09,1.8425621028585378e-14,2.2060006933053422e-12,5.5453651483862339e-10,2.4447764224627658e-07,1.4037018078041347e-14,4.8391242969061016e-09,1.5865734959328693e-14,1.0251043115322932e-14,2.0388709255772107e-13,4.6763692468783231e-19,3.4924810667320698e-17,3.0670690348893429e-21,2.7869208550030004e-19
3.904246489551671e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45057400513034684,0.11695944125843853,0.022793836967226571,0.0,5.9867709145348518e-11,5.3852397235567288e-07,3.469122823794394e-09,1.4270630529685165e-10,2.1209233531495849e-23,3.4719269888022024e-05,1.0949049005359937e-20,3.2640645865890323e-05,4.0744784230626327e-15,4.5603473707268992e-14,1.3056556223912088e-17,1.2364374286617864e-19,3.775891431086394e-09,1.1467949408869069e-14,0.0016755450027604705,5.5452135467139829e-05,2.0113080834792329e-06,1.6180542755878424e-09,1.965807411498976e-10,4.8652288207594311e-09,1.9449948677269536e-14,2.2343412236768756e-12,5.8636888096798545e-10,2.5109336053297459e-07,1.4673306342854137e-14,5.0578333510844498e-09,1.705054663403524e-14,1.0886797740357553e-14,2.1656457713186737e-13,5.1151461538530967e-19,3.8187153505325723e-17,3.2923555176303666e-21,3.0115087584700621e-19
