Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),CH3OO(84),COX(57)
3.413217212322005e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33742492380849404,0.11853394556939272,0.022818260287179377,1.7168141366876425e-31,2.1095603954484468e-15,1.2462302122025066e-15,1.2248088610350441e-13,6.6561255625387022e-17,3.4059980471162154e-17,4.2160763080802884e-10,1.4726820639329982e-34,7.3562337683547418e-13,4.1600052415687699e-23,3.1194634797391445e-18,3.7689959255225725e-28,2.5653297333885019e-30,1.3214799146752941e-14,3.1889489868050228e-27,0.0001360178394312936,6.6148088621912261e-06,1.558237868985773e-09,2.6944297244515741e-12,2.6019587920838643e-17,4.5411347187464189e-09,1.0788620084031941e-13,1.4468691727089434e-13,6.4089290146280113e-10,1.0496688679448177e-17,2.7644301095795385e-14,9.8409110337059519e-20
3.518002010340292e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.337420595954806,0.11852982084696535,0.022818158802388733,2.1205598590409144e-31,2.259414785486248e-15,1.3810937560711134e-15,1.3719539573959546e-13,7.1435442265233703e-17,3.7030333770541663e-17,4.4381171810254616e-10,1.8344044917904323e-34,7.5878548090516702e-13,4.7642846702060758e-23,3.4052438979863758e-18,4.2417838393803826e-28,2.9649692660417952e-30,1.4136841688420604e-14,3.7717256301841791e-27,0.00014014247919545857,6.8177783137085191e-06,1.5848928422894773e-09,2.8041809430368025e-12,2.7086546031151344e-17,4.7250549170885574e-09,1.097319509151376e-13,1.5568946953388809e-13,6.7466736389247646e-10,1.1389654122886396e-17,2.9762757094052717e-14,1.1034775593747427e-19
3.622786808358579e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741627112225814,0.11852569914101849,0.02281805732065181,2.6030317297375223e-31,2.4155374594833859e-15,1.5264388662773668e-15,1.5313941694460088e-13,7.6473807196485883e-17,4.0154381264338209e-17,4.6638570560129338e-10,2.269116136832875e-34,7.819887735807703e-13,5.432709588758932e-23,3.707492431028745e-18,4.7570773438242081e-28,3.4117977550992324e-30,1.5096008406225989e-14,4.4376623642376825e-27,0.00014426410234848731,7.0207416545150876e-06,1.6107442789508599e-09,2.9157605150835552e-12,2.8171463861283436e-17,4.910795754927143e-09,1.1152205733617434e-13,1.6729086150796445e-13,7.0900420938203132e-10,1.2326454744887918e-17,3.1961016757499914e-14,1.2329377284149206e-19
3.7275716063768664e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741194930867824,0.11852158044934399,0.022817955841966723,3.1766203303494038e-31,2.5780477145021386e-15,1.6827689218129772e-15,1.7037211741638994e-13,8.1674012295376984e-17,4.343462239733004e-17,4.8931843025042651e-10,2.7884893487635558e-34,8.0523369134926943e-13,6.1696379608447377e-23,4.0266354290132161e-18,5.3172659851034049e-28,3.9096899347721109e-30,1.6092913846222431e-14,5.1954301374867296e-27,0.00014838271109856975,7.2236988883048329e-06,1.6358203207459455e-09,3.0291843227812624e-12,2.927450288918591e-17,5.0983062085771958e-09,1.1325846889686818e-13,1.7950584528209653e-13,7.438863708341017e-10,1.3307640444594348e-17,3.4238413919993446e-14,1.3729613228123659e-19
3.8323564043951536e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3374076305118946,0.11851746476973531,0.022817854366331599,3.8552302894273617e-31,2.7470662976078584e-15,1.8505959822564767e-15,1.8895337681151047e-13,8.7033661265075526e-17,4.6873481297190047e-17,5.1259911996311775e-10,3.405590688145614e-34,8.2852065828209879e-13,6.9795527387339884e-23,4.3630982402871516e-18,5.9247964678129634e-28,4.462703481837829e-30,1.7128177651234492e-14,6.0542779301987537e-27,0.00015249830765227433,7.4266500187687181e-06,1.6601481233232271e-09,3.1444676411838869e-12,3.0395818825965339e-17,5.2875370411762895e-09,1.1494306610172358e-13,1.9234879070704079e-13,7.7929737612128941e-10,1.4333737929562483e-17,3.6594227219971896e-14,1.5240440291517829e-19
3.937141202413441e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33740331472973573,0.11851335209998749,0.022817752893744554,4.6544154764717308e-31,2.9227153787578292e-15,2.0304405651275929e-15,2.089437559951862e-13,9.2550311063526126e-17,5.0473309412466073e-17,5.362173799161867e-10,4.134991648596172e-34,8.5185008646947109e-13,7.8670590874215712e-23,4.717305314203422e-18,6.5821721753865127e-28,5.0750811358158121e-30,1.8202424364604937e-14,7.024048915969815e-27,0.00015661089421454969,7.6295950495947788e-06,1.6837538907670238e-09,3.2616251679658331e-12,3.1535561886292021e-17,5.4784407400427763e-09,1.1657766355987449e-13,2.0583369662835147e-13,8.1522132723788815e-10,1.5405251822908351e-17,3.9027685433455066e-14,1.6866872485357521e-19
4.041926000431728e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739900196003064,0.11850924243789725,0.022817651424203701,5.5915221287416687e-31,3.1051185252099069e-15,2.222831428836048e-15,2.3040446774200582e-13,9.8221482297810218e-17,5.4236388058091497e-17,5.6016317932716029e-10,4.9928835448341566e-34,8.7522237643948262e-13,8.8368816096672404e-23,5.0896802978370329e-18,7.2919527059554363e-28,5.7512527263665957e-30,1.9316283243640152e-14,8.1151962602823583e-27,0.00016072047298872554,7.8325339844681293e-06,1.7066629089491573e-09,3.380671049583413e-12,3.269387697917323e-17,5.6709714562286865e-09,1.1816401229468754e-13,2.1997420598619802e-13,8.5164288017795847e-10,1.6522665495816732e-17,4.1537972472992894e-14,1.8613978490945973e-19
4.1467107984500153e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739469220060841,0.11850513578126283,0.022817549957707163,6.6858401530195013e-31,3.2944006771472332e-15,2.4283053613253505e-15,2.5339734882421476e-13,1.040446686642838e-16,5.8164930871665877e-17,5.8442683869493078e-10,5.9971964985307489e-34,8.9863791756252529e-13,9.8938615808894226e-23,5.4806461277729277e-18,8.0567534231319376e-28,6.495837112301055e-30,2.0470388081871253e-14,9.3387985567791156e-27,0.00016482704617651388,8.0354668270709556e-06,1.7288995777114041e-09,3.5016189068568995e-12,3.3870904000984472e-17,5.8650849462127839e-09,1.1970380197240943e-13,2.3478359932125332e-13,8.8854722553964306e-10,1.7686442268072001e-17,4.4124232070627292e-14,2.0486879302086839e-19
4.2514955964683025e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739038544929889,0.11850103212788421,0.022817448494253073,7.9587628458174135e-31,3.4906881245624586e-15,2.6474069744802983e-15,2.7798483342686887e-13,1.1001734550806415e-16,6.2261086183633442e-17,6.0899901748775668e-10,7.1677224509959921e-34,9.2209708844152401e-13,1.1042954201804412e-22,5.8906251179384511e-18,8.8792450212902678e-28,7.3136440363946938e-30,2.1665377039603547e-14,1.0706574903073595e-26,0.00016893061597801011,8.2383935810825265e-06,1.7504874419197077e-09,3.6244818608513097e-12,3.5066778118579982e-17,6.0607385156193362e-09,1.2119866305272133e-13,2.5027480602709351e-13,9.2592006979168133e-10,1.8897026434785036e-17,4.6785572162032211e-14,2.2490745979239787e-19
4.35628039448659e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33738608170393181,0.11849693147556285,0.022817347033839551,9.4339552768862008e-31,3.6941084854603704e-15,2.8806885043345246e-15,3.0422992782853013e-13,1.1613697757016637e-16,6.6526939304379202e-17,6.3387070226291151e-10,8.5262421294023526e-34,9.4560025728849424e-13,1.2289225875797746e-22,6.3200390436205411e-18,9.7621531049360647e-28,8.2096759000175859e-30,2.2901892482654077e-14,1.2230899618875893e-26,0.00017303118459169436,8.4413142501791871e-06,1.7714492214297256e-09,3.7492725573244259e-12,3.6281629961348543e-17,6.2578909649002414e-09,1.2265016886384993e-13,2.6646042571582021e-13,9.6374761718592644e-10,2.0154843866933251e-17,4.9521068988143323e-14,2.4630797510628189e-19
4.461065192504877e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33738178096233812,0.11849283382210199,0.022817245576464716,1.1137531582150763e-30,3.9047906852143903e-15,3.128709617105964e-15,3.3219618629242739e-13,1.224010259856477e-16,7.0964514731156794e-17,6.5903319520284228e-10,1.0096655891461384e-33,9.691477822878977e-13,1.3637851517180389e-22,6.7693092217857823e-18,1.0708257781768601e-27,9.1891294614123806e-30,2.418058082901202e-14,1.3924816610070921e-26,0.00017712875421443269,8.6442288380343683e-06,1.7918068400018939e-09,3.8760031892052634e-12,3.7515585839784598e-17,6.456502536952698e-09,1.2405983760492533e-13,2.8335271887824587e-13,1.0020165523336684e-09,2.1460303108340961e-17,5.2329770929764968e-14,2.6912298775536479e-19
4.565849990523164e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33737748322234873,0.11848873916530632,0.022817144122126699,1.3098241413473205e-30,4.1228649370011161e-15,3.3920372210640565e-15,3.6194768811569255e-13,1.2880695459148872e-16,7.5575778277659372e-17,6.8447810305322902e-10,1.190511837219333e-33,9.927400119472645e-13,1.5094111895714287e-22,7.2388565882788506e-18,1.1720393269055046e-27,1.0257397461280485e-29,2.5502092402909484e-14,1.5802053383146724e-26,0.00018122332704147801,8.8471373483185876e-06,1.8115814532028509e-09,4.0046855181930259e-12,3.8768767994738603e-17,6.6565348665554214e-09,1.2542913427820261e-13,3.0096361599760466e-13,1.0407140233744154e-09,2.281379637770735e-17,5.521070208985202e-14,2.9340558605242377e-19
