Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),CH3OO(77),COX(50),C2H6X(52)
5.3575786367020713e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.330931301273511,0.11303351419267622,0.022322312172039074,0.0,3.1220116825539029e-07,1.5564701294770785e-07,1.0686068501781673e-06,2.6769082297408006e-12,2.2193274753176468e-24,7.6851554429584466e-07,1.3847844348782707e-25,5.5174941845603408e-09,1.4246078910123363e-19,1.5947055666961675e-10,6.3375951626300429e-18,3.0642606690478375e-20,4.5848728431179768e-08,1.2003456456910535e-19,0.0056344420554405687,0.00099698613485040325,2.0505052527896176e-08,9.7786053575611384e-08,3.9513835703995769e-11,4.5635480219409376e-06,2.3572540503554782e-12,2.2535172784806358e-08,1.2931865314198941e-07,4.9457373259814185e-13,1.3201466206468763e-10,8.7128859341617114e-13,6.6475662981742137e-15
5.3770980325213925e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33092592653775998,0.11303168883106862,0.022320533777760845,0.0,3.1801876283716183e-07,1.5779285581193809e-07,1.0766194613430824e-06,2.7105402066654408e-12,2.2565738693252256e-24,7.7344772242115397e-07,1.4235125696040477e-25,5.5414734457157935e-09,1.45240109089697e-19,1.619584242191964e-10,6.4171194805536889e-18,3.1003784103938748e-20,4.6405553210575235e-08,1.2255027269730041e-19,0.0056362543380896581,0.0010005277567265978,2.057319792679601e-08,9.8560866676773073e-08,4.0173446640508574e-11,4.5834730009869981e-06,2.3699830605641935e-12,2.2628546285452182e-08,1.2928788639885992e-07,4.9694594970962356e-13,1.328547931760266e-10,8.778078564437355e-13,6.7321149909240823e-15
5.396617428340714e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33092057766024291,0.11302988869124911,0.022318755585779882,0.0,3.2391638605962061e-07,1.599567436480103e-07,1.0846585858729437e-06,2.7445084901852002e-12,2.2942910500177447e-24,7.7839484149131157e-07,1.4632487689706586e-25,5.565474863342777e-09,1.480701951982107e-19,1.6447428917597318e-10,6.4973141623234511e-18,3.1367659898895965e-20,4.6966544424803507e-08,1.251150306993764e-19,0.0056380413572998623,0.0010040688620032438,2.0641352113557948e-08,9.9336936098350403e-08,4.0840393120133029e-11,4.6033183555845749e-06,2.3827155816631018e-12,2.2721570193215493e-08,1.2925762583218038e-07,4.9932305577187313e-13,1.3369737721087431e-10,8.8434859573614906e-13,6.817518908744108e-15
5.416136824160035e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33091525430083768,0.11302811343197477,0.022316977595803859,0.0,3.2989462169268425e-07,1.6213866719188883e-07,1.0927242376305115e-06,2.7788156381620987e-12,2.3324830712366991e-24,7.8335689619437734e-07,1.5040174465369748e-25,5.5894980112310989e-09,1.5095189230241716e-19,1.6701831525025036e-10,6.5781820504991948e-18,3.1734243038378897e-20,4.753170480225865e-08,1.2772973378882888e-19,0.0056398034543159682,0.0010076094507068863,2.070951500831957e-08,1.0011421938796431e-07,4.1514694192214353e-11,4.6230829894888387e-06,2.3954507755551241e-12,2.2814239519495079e-08,1.2922786583180468e-07,5.0170505242459366e-13,1.3454241265616312e-10,8.9091082217002303e-13,6.9037846296563922e-15
5.435656219979356e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33090995612402208,0.11302636271661112,0.022315199807544192,0.0,3.359540497602862e-07,1.6433861505487824e-07,1.1008164304606148e-06,2.8134642217813449e-12,2.3711540051687547e-24,7.8833388120249288e-07,1.5458435594304783e-25,5.6135424593459651e-09,1.5388605708772692e-19,1.6959066540185925e-10,6.6597259765302723e-18,3.2103542490827985e-20,4.8101036803432687e-08,1.3039529205819615e-19,0.0056415409657745432,0.0010111495228607111,2.0777686531240031e-08,1.008926740264572e-07,4.2196368047661705e-11,4.6427658183584433e-06,2.4081878020991509e-12,2.2906549305160222e-08,1.2919860074287698e-07,5.0409194099011223e-13,1.353898979965096e-10,8.9749454660221149e-13,6.9909187663466146e-15
5.455175615798677e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33090468279881091,0.1130246362130696,0.022313422220715983,0.0,3.4209524642479156e-07,1.6655657372309603e-07,1.1089351781824541e-06,2.8484568255834567e-12,2.4103079422821725e-24,7.9332579117174795e-07,1.5887526191272199e-25,5.637607773894747e-09,1.5687355816456011e-19,1.7219150182409074e-10,6.7419487604112252e-18,3.2475567230085042e-20,4.867454262084881e-08,1.3311263068660604e-19,0.0056432542237661682,0.0010146890784847569,2.0845866602517101e-08,1.0167225743734674e-07,4.2885432014807948e-11,4.662365769976337e-06,2.4209258193713351e-12,2.299849462247909e-08,1.2916982487162116e-07,5.0648372248566175e-13,1.3623983171419198e-10,9.0409977986360493e-13,7.0789279662483775e-15
5.474695011617998e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33089943399869448,0.11302293359374639,0.022311644835037944,0.0,3.4831878387245735e-07,1.6879252755761701e-07,1.1170804945822213e-06,2.8837960474963291e-12,2.4499489912609584e-24,7.9833262074205592e-07,1.6327707024107315e-25,5.6616935173945664e-09,1.5991527618390035e-19,1.7482098592784019e-10,6.8248532103397313e-18,3.285032623538067e-20,4.9252224179053509e-08,1.358826901493416e-19,0.0056449435558968454,0.001018228117596132,2.0914055142404118e-08,1.0245292699629137e-07,4.3581902555685737e-11,4.6818817844672962e-06,2.4336639839617646e-12,2.30900705768702e-08,1.2914153249100007e-07,5.0888039763378127e-13,1.3709221228912855e-10,9.1072653275318681e-13,7.1678189116274224e-15
5.4942144074373195e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33089420940157671,0.11302125453546158,0.022309867650232379,0.0,3.5462523019999242e-07,1.7104645879529033e-07,1.1252523934060283e-06,2.919484498867247e-12,2.4900812789367636e-24,8.0335436453703133e-07,1.6779244625120688e-25,5.6857992487406524e-09,1.630121039531539e-19,1.7747927832597063e-10,6.9084421223768994e-18,3.3227828491319121e-20,4.9834083134667814e-08,1.3870642642943042e-19,0.005646609285348575,0.0010217666402092219,2.0982252071226835e-08,1.0323464004058766e-07,4.4285795262622438e-11,4.7013128145116929e-06,2.4464014512273314e-12,2.3181272308810648e-08,1.2911371784591153e-07,5.1128196687439103e-13,1.379470381988565e-10,9.1737481603233759e-13,7.257598319665675e-15
5.5137338032566406e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3308890086897161,0.11301959871939962,0.022308090666025123,0.0,3.6101514930227315e-07,1.7331834755022985e-07,1.1334508883531341e-06,2.9555248044948488e-12,2.5307089502185394e-24,8.0839101716387111e-07,1.7242411404332056e-25,5.7099245232754565e-09,1.6616494655230309e-19,1.8016653881790108e-10,6.992718280110037e-18,3.3608082987861195e-20,5.0420120876497712e-08,1.4158481123126221e-19,0.0056482517309391009,0.0010253046463358981,2.1050457309400168e-08,1.0401735387866169e-07,4.4997124855288902e-11,4.7206578255558512e-06,2.459137375603997e-12,2.3272094995463165e-08,1.2908637515838026e-07,5.1368843037389013e-13,1.388043079185117e-10,9.2404464041938455e-13,7.348272942545184e-15
5.533253199075962e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33088383154966572,0.11301796583105038,0.022306313882145493,0.0,3.6748910076126629e-07,1.7560817181597736e-07,1.1416759930694614e-06,2.9919196026610366e-12,2.5718361680199633e-24,8.1344257321324274e-07,1.7717485764559794e-25,5.7340688928585286e-09,1.6937472145034843e-19,1.828829263744226e-10,7.0776844543179798e-18,3.3991098720304734e-20,5.1010338525703534e-08,1.4451883219624099e-19,0.0056498712071808644,0.0010288421359857195,2.1118670777444723e-08,1.0480102579959498e-07,4.5715905178019387e-11,4.7399157960183038e-06,2.4718709108420414e-12,2.3362533852598409e-08,1.2905949863216348e-07,5.1609978803744179e-13,1.3966401992080951e-10,9.3073601658438547e-13,7.4398495675318574e-15
5.552772594895283e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33087867767221418,0.11301635556015086,0.022304537298326241,0.0,3.7404763973621356e-07,1.7791590746833807e-07,1.1499277211413904e-06,3.0286715451628307e-12,2.6134671131846595e-24,8.1850902725917494e-07,1.8204752218388254e-25,5.7582319059371042e-09,1.7264235862202841e-19,1.856285991227503e-10,7.1633434026390912e-18,3.4376884689263263e-20,5.1604736936028442e-08,1.4750949312047541e-19,0.0056514680243391485,0.0010323791091661372,2.1186892396003317e-08,1.0558561308262185e-07,4.6442149197663632e-11,4.7590857174926255e-06,2.4846012103449219e-12,2.3452584136046446e-08,1.2903308245756515e-07,5.1851603951625914e-13,1.4052617267602596e-10,9.374489551441389e-13,7.5323350170591184e-15
5.572291990714604e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33087354675232927,0.11301476760062797,0.022302760914303499,0.0,3.80691316855128e-07,1.8024152826888811e-07,1.1582060860898323e-06,3.0657832973441785e-12,2.6556059844092084e-24,8.2359037385895447e-07,1.870450150703532e-25,5.7824131076174106e-09,1.7596880066481048e-19,1.8840371433181337e-10,7.2496978692420296e-18,3.4765449900642496e-20,5.2203316694086024e-08,1.5055781417451388e-19,0.0056530424884894464,0.0010359155658826887,2.1255122085857265e-08,1.0637107300667198e-07,4.7175869001611993e-11,4.7781665949457013e-06,2.4973274273699645e-12,2.3542241143700487e-08,1.2900712081541845e-07,5.2093718422087772e-13,1.4139076465198005e-10,9.4418346665742218e-13,7.6257361488113529e-15
5.591811386533925e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33086843848909941,0.11301320165054179,0.022300984729816762,0.0,3.8742067810765972e-07,1.8258500586915198e-07,1.1665111013645478e-06,3.1032575381277049e-12,2.698256998163992e-24,8.2868660755302571e-07,1.9217030721142834e-25,5.8066120397366473e-09,1.7935500291614348e-19,1.9120842839779093e-10,7.336750584499401e-18,3.5156803365615136e-20,5.2806078119706714e-08,1.5366483212512667e-19,0.0056545949015740513,0.0010394515061391974,2.132335976794257e-08,1.0715736285984887e-07,4.7917075796485684e-11,4.7971574469127436e-06,2.5100487154157259e-12,2.3631500216695425e-08,1.2898160788165781e-07,5.2336322132561601e-13,1.4225779431401657e-10,9.5093956162042947e-13,7.7200598558072779e-15
5.6113307823532464e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33086335258567806,0.11301165741202986,0.022299208744608803,0.0,3.9423626473937126e-07,1.8494630981544934e-07,1.1748427803387475e-06,3.1410969600464089e-12,2.7414243886118608e-24,8.3379772286489609e-07,1.9742643423512384e-25,5.8308282409356391e-09,1.8280193357096417e-19,1.9404289682989558e-10,7.4245042646643348e-18,3.5550954100593775e-20,5.3413021266343118e-08,1.5683160055914216e-19,0.0056561255614578755,0.0010429869299379614,2.1391605363365978e-08,1.0794443994898275e-07,4.8665779906828604e-11,4.8160573056870402e-06,2.5227642283557438e-12,2.3720356741626269e-08,1.2895653783057607e-07,5.2579414978432739e-13,1.4312726012498996e-10,9.5771725046243426e-13,7.8153130664831112e-15
5.6308501781725676e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3308582887492289,0.11301013459125213,0.02229743295842565,0.0,4.0113861314748718e-07,1.8732540755440695e-07,1.1832011363038979e-06,3.1793042692753205e-12,2.7851124075246643e-24,8.3892371430104511e-07,2.0281649773809405e-25,5.855061246732126e-09,1.8631057379944898e-19,1.96907274236412e-10,7.5129616115501839e-18,3.5947911127202109e-20,5.4024145921533946e-08,1.6005919010933933e-19,0.0056576347619835266,0.0010465218372799447,2.1459858793420837e-08,1.0873226160905687e-07,4.9421990774704404e-11,4.8348652175069818e-06,2.5354731209183161e-12,2.3808806151263087e-08,1.28931904839384e-07,5.282299683300007e-13,1.4399916054524897e-10,9.6451654354163191e-13,7.9115027447756176e-15
5.650369573991889e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33085324669086996,0.11300863289833654,0.022295657371016554,0.0,4.0812825477814927e-07,1.8972226443913705e-07,1.1915861824648184e-06,3.2178821856630888e-12,2.8293253241976503e-24,8.4406457635083917e-07,2.0834366655258424e-25,5.8793105895946831e-09,1.8988191786500336e-19,1.9980171431099294e-10,7.6021253122133067e-18,3.6347683472244533e-20,5.4639451607426648e-08,1.6334868868240235e-19,0.0056591227930256286,0.0010500562281649637,2.1528119979602882e-08,1.0952078521277587e-07,5.0185716958954845e-11,4.8535802427366397e-06,2.5481745486894586e-12,2.3896843927251439e-08,1.2890770309049995e-07,5.306706754959507e-13,1.4487349403262168e-10,9.7133745114119917e-13,8.0086358902050264e-15
5.66988896981121e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33084822612562043,0.11300715204732541,0.022293881982133914,0.0,4.1520571602524756e-07,1.9213684373607431e-07,1.1999979319349357e-06,3.2568334427635311e-12,2.8740674253617528e-24,8.4922030348644913e-07,2.1401117803352475e-25,5.9035757990172374e-09,1.9351697324247987e-19,2.0272636981921949e-10,7.6919980386391511e-18,3.6750280167674249e-20,5.525893758135812e-08,1.6670120168894039e-19,0.0056605899405444155,0.001053590102591868,2.1596388843625762e-08,1.103099681798926e-07,5.0956966135853518e-11,4.8722014560448562e-06,2.5608676687742987e-12,2.3984465599981052e-08,1.288839267765227e-07,5.3311626960640963e-13,1.4575025904240186e-10,9.7817998346550247e-13,8.1067195379577782e-15
5.689408365630531e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33084322677234723,0.11300569175612273,0.022292106791533248,0.0,4.2237151813084588e-07,1.945691066324739e-07,1.2084363977318616e-06,3.2961607878671212e-12,2.919343015093796e-24,8.5439089016277307e-07,2.1982233936599875e-25,5.9278564015941573e-09,1.9721676073661749e-19,2.0568139258542615e-10,7.7825824474316164e-18,3.7155710250559769e-20,5.5882602836493889e-08,1.7011785227557677e-19,0.0056620364866385962,0.0010571234605587247,2.1664665307436542e-08,1.1109976798681723e-07,5.173574509871556e-11,4.890727946575719e-06,2.5735516395399859e-12,2.4071666752313324e-08,1.2886057010102372e-07,5.355667488091746e-13,1.4662945402733568e-10,9.8504415063655262e-13,8.2057607589691577e-15
5.708927761449852e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33083824835371245,0.11300425174644188,0.022290331798973172,0.0,4.2962617708728803e-07,1.9701901224456013e-07,1.2169015927730389e-06,3.3358669820324382e-12,2.965156414724628e-24,8.5957633081736467e-07,2.2578052889331642e-25,5.9521519210959178e-09,2.0098231460069429e-19,2.086669334798012e-10,7.8738811795058854e-18,3.75639827630502e-20,5.6510446102524839e-08,1.7359978155911197e-19,0.0056634627095975189,0.00106065630206299,2.1732949293230829e-08,1.1189014217576548e-07,5.2522059759909842e-11,4.9091588181202328e-06,2.5862256216427739e-12,2.4158443017818082e-08,1.2883762728477166e-07,5.3802211104859648e-13,1.4751107743760952e-10,9.9192996269052798e-13,8.3057666600057586e-15
5.7284471572691734e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33083329059612154,0.11300283174375422,0.022288557004215309,0.0,4.369702035409736e-07,1.9948651762633069e-07,1.2253935298718073e-06,3.3759548001175464e-12,3.0115119627452027e-24,8.6477661987036347e-07,2.3188919746592908e-25,5.976461878545275e-09,2.0481468265538477e-19,2.1168314240575647e-10,7.9658968597847027e-18,3.797510675233898e-20,5.7142465846421915e-08,1.7714814886276253e-19,0.0056648688839526081,0.0010641886271016881,2.1801240723468047e-08,1.1268104836448172e-07,5.3315915150382563e-11,4.9274931892751227e-06,2.5988887772434254e-12,2.424479008666131e-08,1.2881509256389114e-07,5.4048235412219095e-13,1.4839512772083821e-10,9.9883742957462357e-13,8.4067443837478149e-15
5.7479665530884946e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33082835322967225,0.11300143147723823,0.022286782407024305,0.0,4.4440410269792941e-07,2.0197157777899972e-07,1.2339122217333619e-06,3.4164270308113393e-12,3.0584140147106415e-24,8.699917517244322e-07,2.3815186981141986e-25,6.0007857922939687e-09,2.0871492640781528e-19,2.1473016828758533e-10,8.0586320968982881e-18,3.8389091270626548e-20,5.7778660273247708e-08,1.8076413195448158e-19,0.0056662552805281183,0.0010677204356715801,2.1869539520886092e-08,1.1347244425505969e-07,5.4117315423651993e-11,4.945730193608553e-06,2.6115402717864503e-12,2.4330703700563685e-08,1.2879296019906131e-07,5.4294747561790945e-13,1.4928160332205432e-10,1.0057665611438373e-12,8.5087011088713942e-15
5.767485948907816e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33082343598810443,0.11300005067972968,0.022285008007167754,0.0,4.5192837423109942e-07,2.0447414566109231e-07,1.2424576809513514e-06,3.4572864766648239e-12,3.1058669431422834e-24,8.7522172076469723e-07,2.4457214592580457e-25,6.0251231780999033e-09,2.1268412117080807e-19,2.1780815905839109e-10,8.1520894828878471e-18,3.880594537508172e-20,5.8419027327025816e-08,1.8444892728736228e-19,0.0056676221664912086,0.0010712517277693299,2.1937845608516421e-08,1.1426428764395649e-07,5.4926263854319781e-11,4.9638689798044046e-06,2.6241792721227971e-12,2.4416179663248429e-08,1.2877122446859856e-07,5.4541747302126247e-13,1.5017050268369828e-10,1.0127173671582382e-12,8.6116440501304536e-15
5.785053405145205e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33081902746029823,0.11299882439007011,0.022283411215828077,0.0,4.5877789544172866e-07,2.0674138534620598e-07,1.2501714906530936e-06,3.4943933743981844e-12,3.1490492055914693e-24,8.7994137404026454e-07,2.5048818281649672e-25,6.0470379416791826e-09,2.1631624953703198e-19,2.2060494719085157e-10,8.2368206962901135e-18,3.9183575054987076e-20,5.8998923362578028e-08,1.878250816701953e-19,0.005668835900190042,0.0010744294490709202,2.1999327257148501e-08,1.1497729450631961e-07,5.5660773120362365e-11,4.980109219570129e-06,2.6355430050260007e-12,2.4492730410418581e-08,1.2875199673106188e-07,5.4764463731770313e-13,1.5097258313492442e-10,1.0189916322096957e-12,8.7051419041911933e-15
5.802620861382594e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33081463483180978,0.11299761346711382,0.022281814583978061,0.0,4.6570137473846609e-07,2.0902272939425236e-07,1.2579070010373738e-06,3.5318182603825315e-12,3.1926844446446079e-24,8.846730367562956e-07,2.5653759021349964e-25,6.068962866843884e-09,2.2000591410141341e-19,2.2342704231971646e-10,8.3221408017911292e-18,3.9563543049579977e-20,5.9582195485324881e-08,1.9125885746261594e-19,0.0056700342334900069,0.0010776067520252004,2.206081469309018e-08,1.1569059912546009e-07,5.6401399497182219e-11,4.9962686264497934e-06,2.6468953435053128e-12,2.4568920325355639e-08,1.2873308152573905e-07,5.498757468251926e-13,1.5177662442923535e-10,1.0252834683637039e-12,8.7994497771093887e-15
5.818431571996244e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33081069490570442,0.11299653662008464,0.022280377751541583,0.0,4.7199603161421826e-07,2.1108796648044651e-07,1.2648875218533216e-06,3.5657742500288327e-12,3.2323461178900661e-24,8.8894179785920891e-07,2.6209839056969651e-25,6.0887036917165329e-09,2.23376477461889e-19,2.2598865282382268e-10,8.3994339320362162e-18,3.9907518969216476e-20,6.0110025269981149e-08,1.9439927548878011e-19,0.0056710997210206587,0.0010804659669954571,2.2116158287758832e-08,1.1633280262600331e-07,5.7073193854220156e-11,5.0107424938276012e-06,2.6571022097859103e-12,2.4637180307620269e-08,1.287163216573035e-07,5.518871167485278e-13,1.5250193717204916e-10,1.0309611499048786e-12,8.8850238376099758e-15
5.834242282609894e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33080676757220612,0.11299547193328859,0.022278941048041442,0.0,4.7835113428139602e-07,2.1316456796830068e-07,1.271885633918067e-06,3.5999910051769039e-12,3.2723796688764301e-24,8.9322028024509879e-07,2.677715453774306e-25,6.1084521953450835e-09,2.2679490280320959e-19,2.2857092426426209e-10,8.4772069102704489e-18,4.0253399103053971e-20,6.0640586435072148e-08,1.9758777917799352e-19,0.0056721530210281958,0.0010833248431015674,2.2171506484975884e-08,1.1697520037373117e-07,5.7749943572093712e-11,5.0251499876832055e-06,2.6672989247556747e-12,2.4705143519397173e-08,1.2869980862711331e-07,5.5390167888519146e-13,1.5322883644077466e-10,1.0366530746220475e-12,8.9712622399281949e-15
5.850052993223544e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33080285269822884,0.11299441927319819,0.022277504473360955,0.0,4.8476693442593964e-07,2.1525250403219313e-07,1.2789013436347189e-06,3.6344700486843446e-12,3.3127874613767882e-24,8.9750848088758342e-07,2.7355915790882463e-25,6.1282081146748811e-09,2.3026179550561362e-19,2.3117393280502495e-10,8.5554610723057728e-18,4.0601188276094636e-20,6.1173877268145862e-08,2.0082505082353067e-19,0.0056731942670417666,0.0010861833803425907,2.2226859244635466e-08,1.1761777022584837e-07,5.843164830575773e-11,5.0394906928216672e-06,2.6774850539512609e-12,2.4772807874051268e-08,1.2868353946499508e-07,5.5591943154818921e-13,1.5395732140138544e-10,1.042359247456831e-12,9.0581689053863892e-15
5.8658637038371945e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33079895015214217,0.11299337850774831,0.022276068027384615,0.0,4.9124368114992516e-07,2.1735174399542451e-07,1.2859346573510868e-06,3.6692129094485545e-12,3.3535718662245414e-24,9.0180639675262478e-07,2.7946336724655816e-25,6.1479711857179969e-09,2.3377776717173168e-19,2.3379775415746328e-10,8.6341977461502392e-18,4.0950891315381497e-20,6.1709895946828454e-08,2.0411178133855044e-19,0.0056742235911281108,0.0010890415787179117,2.2282216526790949e-08,1.1826049010105084e-07,5.9118307340281602e-11,5.0537642008807825e-06,2.6876601649673497e-12,2.4840171311093861e-08,1.2866751121652041e-07,5.5794037298372611e-13,1.5468739121872163e-10,1.0480796733042163e-12,9.1457477710276266e-15
5.881674414450845e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33079505980375429,0.1129923495063203,0.022274631709998091,0.0,4.9778162094343732e-07,2.1946225633507696e-07,1.2929855813588381e-06,3.7042211224175239e-12,3.3947352612750993e-24,9.0611402479851907e-07,2.8548634881697199e-25,6.1677411435810168e-09,2.3734343566851752e-19,2.3644246357672293e-10,8.7134182519132551e-18,4.1302513049982732e-20,6.2248640539247639e-08,2.0744867034444978e-19,0.0056752411239076031,0.001091899438227294,2.2337578291659757e-08,1.189033379828543e-07,5.9809919592158383e-11,5.0679701103744476e-06,2.6978238276530725e-12,2.4907231795793684e-08,1.2865172094429689e-07,5.5996450136582175e-13,1.5541904505648762e-10,1.0538143570118734e-12,9.2340027896439911e-15
5.897485125064495e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33079118152429687,0.11299133213972606,0.022273195521088203,0.0,5.0438099765725435e-07,2.2158400868709839e-07,1.3000541218925402e-06,3.7394962286006168e-12,3.4362800313668841e-24,9.1043136197588651e-07,2.9163031493179096e-25,6.1875177224929424e-09,2.4095942516922854e-19,2.3910813585829685e-10,8.7931239017122534e-18,4.1656058310975879e-20,6.279010900447602e-08,2.1083642626001192e-19,0.0056762469945700602,0.0010947569588709287,2.2392944499627839e-08,1.1954629192303258e-07,6.0506483610937362e-11,5.0821080267280114e-06,2.7079756129889678e-12,2.4973987324585168e-08,1.28636165723572e-07,5.6199181485407842e-13,1.5615228207725103e-10,1.0595633033793806e-12,9.3229379298048417e-15
5.913295835678145e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33078731518640858,0.11299032628019233,0.022271759460542911,0.0,5.1104205247589946e-07,2.2371696785149515e-07,1.3071402851287607e-06,3.775039775079339e-12,3.4782085682820027e-24,9.1475840522766171e-07,2.9789751533438455e-25,6.2073006558331408e-09,2.4462636619543384e-19,2.417948453346316e-10,8.8733159995802523e-18,4.2011531931431692e-20,6.3334299192984733e-08,2.1427576639095601e-19,0.0056772413308904448,0.0010976141406494862,2.2448315111254232e-08,1.2018933004397392e-07,6.1207997580997653e-11,5.0961775623226418e-06,2.7181150942486662e-12,2.5040435921605236e-08,1.2862084264665492e-07,5.6402231155106448e-13,1.5688710144244096e-10,1.0653265171575564e-12,9.4125571758850315e-15
5.9291065462917954e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3307834606641199,0.11298933180134527,0.022270323528251316,0.0,5.1776502389137757e-07,2.2586109979773889e-07,1.3142440771855199e-06,3.8108533150180868e-12,3.5205232707062764e-24,9.1909515148908689e-07,3.0429023775409988e-25,6.2270896761593964e-09,2.4834489565906307e-19,2.4450266587183313e-10,8.953995841374816e-18,4.236893874639797e-20,6.3881208847116461e-08,2.1776741702022076e-19,0.0056782242592443308,0.0011004709835641619,2.250369008727595e-08,1.2083243054197697e-07,6.1914459321957323e-11,5.1101783365363429e-06,2.7282418477231974e-12,2.5106575635826898e-08,1.2860574882639106e-07,5.6605598947066524e-13,1.5762350231234667e-10,1.0711040030480142e-12,9.5028645280930873e-15
5.9449172569054456e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33077961783283777,0.11298834857819517,0.022268887724103618,0.0,5.2455014767752897e-07,2.2801636967029231e-07,1.3213655041214442e-06,3.8469384076748863e-12,3.5632265441888969e-24,9.2344159768770503e-07,3.1081080846603218e-25,6.2468845152360076e-09,2.5211565690448468e-19,2.4723167086646484e-10,9.0351647146881848e-18,4.2728283592882989e-20,6.443083560156894e-08,2.2131211349872538e-19,0.0056791959046232623,0.0011033274876167259,2.2559069388612187e-08,1.2147557169108508e-07,6.2625866293399567e-11,5.1241099757715903e-06,2.7383554506768162e-12,2.5172404549554306e-08,1.2859088138857325e-07,5.6809284663208333e-13,1.5836148384611702e-10,1.0768957657024392e-12,9.5938640024993481e-15
5.960727967519096e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33077578656933015,0.11298737648712111,0.022267452047991135,0.0,5.3139765686501977e-07,2.3018274179432873e-07,1.3285045719349103e-06,3.8832966184121223e-12,3.6063208011014732e-24,9.2779774074335526e-07,3.1746159285870561e-25,6.2666849040619982e-09,2.5593929975062124e-19,2.499819332424364e-10,9.1168238987586111e-18,4.3089571309838968e-20,6.4983176983896859e-08,2.2491060033683861e-19,0.0056801563906498931,0.0011061836528095713,2.261445297636858e-08,1.2211873184485129e-07,6.3342215596979547e-11,5.1379721134950134e-06,2.7484554826839869e-12,2.5237920775266345e-08,1.2857623747601882e-07,5.7013288101716104e-13,1.5910104520175905e-10,1.082701809721995e-12,9.6855596310640602e-15
5.976538678132745e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.330771966751711,0.11298641540585613,0.022266016499806272,0.0,5.3830778171679131e-07,2.3236017968159572e-07,1.3356612865636648e-06,3.9199295187072372e-12,3.649808460596677e-24,9.3216357756816732e-07,3.2424499600767174e-25,6.2864905728993207e-09,2.5981648053309296e-19,2.5275352544795658e-10,9.1989746643830229e-18,4.3452806738145188e-20,6.5538230415026664e-08,2.2856363129636118e-19,0.0056811058395929894,0.001109039479145757,2.2669840811842016e-08,1.2276188943937091e-07,6.4063503970737274e-11,5.1517643902786799e-06,2.7585415274659257e-12,2.5303122448401786e-08,1.2856181425622302e-07,5.7217609049093207e-13,1.5984218553613792e-10,1.0885221396570436e-12,9.7779554616654487e-15
