Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),CH3OO(77),COX(50),C2H6X(52)
2.8196029784102508e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33648088627783301,0.11763780343068153,0.022794339084976897,0.0,6.2037381421866401e-13,2.6044764033586447e-12,1.9984862558174939e-10,3.2256901594805281e-15,1.953712780717717e-31,9.2631985013858538e-09,1.412016507549028e-32,2.8139152663300711e-10,1.4736593699652471e-23,1.6079914626284294e-15,1.3402844539983861e-23,2.3430744090469574e-25,2.8842157119217462e-12,1.032233098789713e-24,0.0010321365368561174,5.445691612133394e-05,3.0864629975399117e-09,9.3745413215980084e-11,9.4891415721621765e-16,6.6777535808564957e-08,2.1371850434945323e-13,3.3869154610572239e-11,1.3477359508541281e-08,1.8472193152777944e-15,1.4651158706013315e-12,1.6509442668185653e-16,4.8126738091284304e-18
2.8649622051753112e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33646501229507786,0.11762280333390429,0.022793902708936623,0.0,6.5351209338287742e-13,2.7383507389525554e-12,2.1062431240678483e-10,3.3079417595638991e-15,2.1476716725699292e-31,9.4554826680773905e-09,1.5262521491099294e-32,2.8584212460182294e-10,1.5345709741080114e-23,1.6924049488879413e-15,1.4499088026671856e-23,2.5101098174727821e-25,3.0213930610484342e-12,1.0933564265791109e-24,0.0010471361381311196,5.5329654111174383e-05,3.1023506322007453e-09,9.6823747234784689e-11,9.8129051030727604e-16,6.812553865975648e-08,2.1481966736732396e-13,3.5257357412980243e-11,1.375249154036888e-08,1.9157098168441467e-15,1.4982052771839614e-12,1.7399833598276543e-16,4.9761400399922663e-18
2.9103214319403716e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33644918582807709,0.11760785065887416,0.022793466382370096,0.0,6.8797136980096642e-13,2.8771523357955764e-12,2.2179293771990348e-10,3.391058738460828e-15,2.357334632992556e-31,9.648707143383155e-09,1.6476182158253908e-32,2.9029055972984524e-10,1.5969343654362287e-23,1.780018621162786e-15,1.5665376420624421e-23,2.686053595394436e-25,3.1630315616617052e-12,1.1569847014106411e-24,0.00106208831526394,5.6202292696866129e-05,3.1182314533085168e-09,9.9959677479374401e-11,1.0143486313494687e-15,6.9480214198319443e-08,2.159204151207804e-13,3.6679759458982314e-11,1.4028657836998033e-08,1.9855929430036911e-15,1.5314607480752733e-12,1.8322675092470417e-16,5.1420324149624288e-18
2.955680658705432e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33643340672658401,0.11759294525557985,0.022793030105149974,0.0,7.2378866605903771e-13,3.0209958999131349e-12,2.3336225889861361e-10,3.475045718198883e-15,2.5836942962290887e-31,9.8428713804297649e-09,1.7764352425030043e-32,2.947368427427998e-10,1.6607617257382154e-23,1.8709122635202719e-15,1.6904967890923821e-23,2.8712264667420417e-25,3.3092136305710964e-12,1.2231771722308512e-24,0.0010769932182666867,5.7074832124861986e-05,3.1341059019436329e-09,1.0315356726783672e-10,1.0480964519428365e-15,7.084155838854937e-08,2.1702077988423024e-13,3.8136704906937807e-11,1.4305849590459457e-08,2.0568752381063142e-15,1.5648820720562408e-12,1.9278605858878234e-16,5.3103468663984543e-18
3.0010398854704925e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33641767484082802,0.11757808697448588,0.022792593877149311,0.0,7.6100169884591246e-13,3.1699974745087252e-12,2.4534006375383228e-10,3.5599073445134002e-15,2.8277889068289347e-31,1.0037974857525368e-08,1.9130330597576494e-32,2.991809843473898e-10,1.7260652878945998e-23,1.9651667692002356e-15,1.822121683763825e-23,3.0659553678678803e-25,3.4600221874343967e-12,1.2919935840994229e-24,0.0010918509966756449,5.7947272640750856e-05,3.149974359272742e-09,1.0640577972757833e-10,1.0825420081494762e-15,7.2209567310677908e-08,2.1812078981685839e-13,3.9628537673467079e-11,1.4584058001285219e-08,2.1295631763285097e-15,1.5984690566705614e-12,2.0268267036537652e-16,5.4810799916675671e-18
3.046399112235553e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33640199002151433,0.11756327566653105,0.022792157698241614,0.0,7.9964888775814669e-13,3.3242744457424239e-12,2.5773417008716836e-10,3.6456482843452028e-15,3.0907036449043503e-31,1.0234017074743216e-08,2.0577509416232049e-32,3.0362299523145153e-10,1.7928573361986895e-23,2.062864146209877e-15,1.9617575097304121e-23,3.2705734696694141e-25,3.6155406543386388e-12,1.363494180271737e-24,0.0011066617995527969,5.8819614489261186e-05,3.1658371551441479e-09,1.0971667778702163e-10,1.1176934418852265e-15,7.358423714543535e-08,2.1922046954853637e-13,4.1155601247268697e-11,1.4863274273942476e-08,2.2036631589701285e-15,1.6322215256624353e-12,2.1292302158898646e-16,5.6542290285366095e-18
3.0917583390006133e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33638635211982121,0.11754851118312701,0.022791721568300765,0.0,8.3976936416257719e-13,3.4839455484774345e-12,2.705524252449376e-10,3.7322732237110948e-15,3.373571967657168e-31,1.0430997551017514e-08,2.2109377544996437e-32,3.0806288606409506e-10,1.8611502066264124e-23,2.1640875229598961e-15,2.1097593138710535e-23,3.485420199351997e-25,3.7758529553687439e-12,1.4377397042941002e-24,0.001121425775487332,5.9691857914264032e-05,3.1816945753919436e-09,1.1308662416861704e-10,1.153559002328457e-15,7.4965564160691247e-08,2.2031984068981208e-13,4.2718238759552303e-11,1.5143489612792599e-08,2.2791815162138047e-15,1.6661393167799636e-12,2.2351357117052395e-16,5.8297918313138278e-18
3.1371175657656738e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33637076098739932,0.11753379337615665,0.022791285487201079,0.0,8.8140298011596483e-13,3.6491308719979902e-12,2.8380270566922266e-10,3.8197868658790745e-15,3.6775769667901248e-31,1.062891582165626e-08,2.3729521074221177e-32,3.1250066749583032e-10,1.9309562870652503e-23,2.2689211539328408e-15,2.2664921249024645e-23,3.7108412618338333e-25,3.9410435161661129e-12,1.5147914021091673e-24,0.0011361430725971564,6.0564003158776312e-05,3.19754686808912e-09,1.1651598138121448e-10,1.1901470473429393e-15,7.635354470002585e-08,2.2141892227280038e-13,4.4316793026308019e-11,1.5424695218715365e-08,2.3561245067848377e-15,1.7002222798806495e-12,2.3446080122737628e-16,6.0077668477427591e-18
3.182476792530734e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33635521647636984,0.11751912209797258,0.022790849454817276,0.0,9.2459031734204952e-13,3.8199518657015981e-12,2.9749291644639539e-10,3.9081939298010581e-15,4.0039527416513726e-31,1.0827771436203336e-08,2.544162503655732e-32,3.1693635015868273e-10,2.0022880175088942e-23,2.377450425382164e-15,2.432331071017903e-23,3.947188660791124e-25,4.1111972634784441e-12,1.5947110241698125e-24,0.001150813838530393,6.1436050464964157e-05,3.2133942489202289e-09,1.2000511171444679e-10,1.2274660449196008e-15,7.7748175173175067e-08,2.225177311107457e-13,4.5951606308057263e-11,1.5706882286549229e-08,2.4344983143984836e-15,1.7344702752932191e-12,2.457712167112859e-16,6.1881530966515784e-18
3.2278360192957946e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33633971843932298,0.11750449720139583,0.022790413471024493,0.0,9.6937269626640104e-13,3.9965313447675795e-12,3.1163099085330282e-10,3.9974991487662635e-15,4.353985787926258e-31,1.1027563956598466e-08,2.7249474936175758e-32,3.2136994466629845e-10,2.0751578902228136e-23,2.4897618610581612e-15,2.6076614965461467e-23,4.1948207193426462e-25,4.2863996247019934e-12,1.6775608275601173e-24,0.0011654382204668828,6.2308000074145944e-05,3.2292369058035072e-09,1.2355437723469959e-10,1.2655245746378224e-15,7.9149452047516829e-08,2.2361628212100294e-13,4.7623020384345592e-11,1.5990042002671816e-08,2.5143090500608202e-15,1.7688831723997453e-12,2.5745134503437494e-16,6.3709501463512154e-18
3.273195246060855e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33632426672931676,0.11748991853971408,0.022789977535698256,0.0,1.0157921851092008e-12,4.1789934958019164e-12,3.2622488990106191e-10,4.0877072692499148e-15,4.7290164017887884e-31,1.1228292955599192e-08,2.915695829134727e-32,3.2580146161404237e-10,2.149578449884392e-23,2.6059431279590048e-15,2.7928790776199512e-23,4.454102100371131e-25,4.466736527417126e-12,1.763403578122563e-24,0.0011800163651196766,6.3179852226795616e-05,3.245075002852475e-09,1.271641397795028e-10,1.3043313291335286e-15,8.0557371840716696e-08,2.2471458861261443e-13,4.9331376665855331e-11,1.6274165542943583e-08,2.5955627525672108e-15,1.8034608484124976e-12,2.6950773569348814e-16,6.5561580937745693e-18
3.3185544728259155e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33630886119987519,0.11747538596668036,0.022789541648714513,0.0,1.0638916090362248e-12,4.3674638824613782e-12,3.4128260187690645e-10,4.1788230499322816e-15,5.1304400993865288e-31,1.1429958015430588e-08,3.116806619044377e-32,3.3023091157908663e-10,2.2255622937011558e-23,2.7260830421037033e-15,2.988389936845285e-23,4.7254038264797816e-25,4.6522943989180036e-12,1.8523025525905413e-24,0.0011945484187365219,6.4051607162545773e-05,3.2609086837636416e-09,1.3083476095370374e-10,1.3438951155807851e-15,8.1971931114829572e-08,2.2581266250466104e-13,5.1077015887055663e-11,1.655924407141906e-08,2.6782653837924938e-15,1.8382031873210142e-12,2.8194695989284476e-16,6.7437775443464433e-18
3.363913699590976e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33629350170498695,0.11746089933651156,0.022789105809949618,0.0,1.1137145593687154e-12,4.5620694510584922e-12,3.5681214188427463e-10,4.2708512608637681e-15,5.5597090515156476e-31,1.1632558726629103e-08,3.3286894861411014e-32,3.3465830512049561e-10,2.3031220715105225e-23,2.850271574325416e-15,3.1946107569637413e-23,5.0091032995824949e-25,4.8431601657373226e-12,1.9443215407253435e-24,0.0012090345271013488,6.4923265120191102e-05,3.2767380747149682e-09,1.3456660212776275e-10,1.3842248572002531e-15,8.3393126470915529e-08,2.2691051452672643e-13,5.2860278167624388e-11,1.6845268738986056e-08,2.7624228314427804e-15,1.8731100789856235e-12,2.9477561016522798e-16,6.9338095925725191e-18
3.4092729263560363e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33627818809910387,0.11744645850388682,0.022788670019280324,0.0,1.1653054028518891e-12,4.7629385361464024e-12,3.7282155138088352e-10,4.3637966827538229e-15,6.0183335333240483e-31,1.1836094687050194e-08,3.5517647254751507e-32,3.3908365277930319e-10,2.382270485864176e-23,2.978599856081841e-15,3.4119688935013553e-23,5.3055843201269415e-25,5.0394212531666944e-12,2.0395248474568794e-24,0.0012234748355357478,6.5794826337691172e-05,3.2925632868516228e-09,1.3836002443332158e-10,1.4253295947659123e-15,8.4820954544253868e-08,2.2800815441219628e-13,5.4681503225266181e-11,1.7132230682104473e-08,2.8480409107755629e-15,1.9081814183557542e-12,3.0800029999188949e-16,7.1262558033331309e-18
3.4546321531210967e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33626292023713966,0.11743206332394621,0.022788234276583774,0.0,1.2187092909820872e-12,4.9702008660869807e-12,3.8931889771534888e-10,4.4576641063659505e-15,6.5078833888906136e-31,1.2040565501015469e-08,3.7864634640065084e-32,3.435069650785861e-10,2.46302029209957e-23,3.1111601852798865e-15,3.6409024863966611e-23,5.6152371059495125e-25,5.2411655847734962e-12,2.1379772950274978e-24,0.0012378694889004424,6.6666291052173941e-05,3.3083844184201325e-09,1.4221538876051678e-10,1.4672184881170335e-15,8.6255412000789116e-08,2.2910559102592966e-13,5.654102999096479e-11,1.7420121022356232e-08,2.9351253583937905e-15,1.9434171047953843e-12,3.2162766342118999e-16,7.3211181938657822e-18
3.499991379886157e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33624769797446791,0.11741771365228917,0.022787798581737545,0.0,1.2739721693936401e-12,5.1839875686040535e-12,4.0631227366261192e-10,4.5524583320046369e-15,7.0299895105369914e-31,1.2245970778580236e-08,4.033227821620208e-32,3.4792825252353399e-10,2.5453842984005636e-23,3.2480460321141539e-15,3.8818605706007742e-23,5.9384583107611201e-25,5.4484815819148223e-12,2.2397442251384903e-24,0.0012522186315967613,6.7537659499938697e-05,3.3242015565991533e-09,1.4613305575844922e-10,1.5099008177135391e-15,8.7696495533718109e-08,2.3020283248448198e-13,5.8439196628890823e-11,1.7708930865774631e-08,3.0236818352670818e-15,1.9788170415013801e-12,3.3566435468612947e-16,7.5183992164189655e-18
3.5453506066512176e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33623252116692143,0.11740340934497305,0.022787362934619582,0.0,1.3311407873049204e-12,5.4044311763183539e-12,4.2380979695754988e-10,4.6481841690821688e-15,7.5863453327310667e-31,1.2452310134905233e-08,4.2925110735086365e-32,3.523475256015149e-10,2.6293753658488741e-23,3.3893520449167899e-15,4.1353031856420284e-23,6.2756510422629185e-25,5.6614581632486317e-12,2.3448915010988642e-24,0.0012665224075681005,6.8408931916459474e-05,3.340014779067787e-09,1.5011338583110527e-10,1.5533859861770944e-15,8.914420186022384e-08,2.3129988629711623e-13,6.0376340888980966e-11,1.7998651302001206e-08,3.113715930182058e-15,2.0143811350026012e-12,3.5011704782085832e-16,7.718101741559354e-18
3.590709833416278e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33621738967078973,0.11738915025851167,0.022786927335108231,0.0,1.3902627070232096e-12,5.6316656322681641e-12,4.4181960982744568e-10,4.7448464357543132e-15,8.178708340436127e-31,1.2659583189717771e-08,4.5647778139263488e-32,3.5676479478213885e-10,2.7150064084679227e-23,3.535174056015848e-15,4.4017014841478356e-23,6.6272248798910201e-25,5.8801847442427179e-12,2.4534855099760671e-24,0.0012807809603013829,6.9280108536387764e-05,3.3558241553486278e-09,1.5415673913502136e-10,1.5976835198192506e-15,9.0598527719435276e-08,2.3239675943555518e-13,6.2352799639580602e-11,1.8289273404399549e-08,3.2052331516767136e-15,2.0501092947287233e-12,3.6499243627621779e-16,7.9202290421140144e-18
3.6360690601813385e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33620230334281886,0.11737493624987394,0.022786491783082258,0.0,1.4513863135102105e-12,5.8658262954186829e-12,4.603498785238248e-10,4.8424499586149752e-15,8.8089015917555633e-31,1.2867789566849077e-08,4.8505041213226769e-32,3.6118007051731761e-10,2.8022903932604389e-23,3.6856090876034064e-15,4.6815378393174489e-23,6.9935958921896199e-25,6.1047512366821907e-12,2.5655931647483669e-24,0.0012949944328285159,7.0151189593556159e-05,3.3716297479587596e-09,1.5826347558227958e-10,1.6428030702486299e-15,9.2059469870327132e-08,2.3349345839577787e-13,6.4368908802179941e-11,1.8580788229883555e-08,3.2982389310436633e-15,2.0860014326389465e-12,3.8029723253446957e-16,8.1247847777290226e-18
3.681428286946399e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3361872620402086,0.11736076717648219,0.022786056278420799,0.0,1.5145608240073223e-12,6.1070499461539756e-12,4.7940879285254319e-10,4.9409995724413617e-15,9.4788152547217128e-31,1.3076928893836718e-08,5.1501777248575034e-32,3.6559336324132331e-10,2.891240340241012e-23,3.840755357610869e-15,4.9753059513389383e-23,7.3751866538118221e-25,6.3352480481752955e-12,2.6812819064586405e-24,0.0013091629677278391,7.1022175320981066e-05,3.3874316133969575e-09,1.6243395483621575e-10,1.6887544159494135e-15,9.3527025089317413e-08,2.3458998931413386e-13,6.6425003891902133e-11,1.8873186818240341e-08,3.392738628180418e-15,2.1220574629021104e-12,3.9603816772319163e-16,8.3317729800253593e-18
3.726787513711459e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33617226562061203,0.11734664289621102,0.022785620821003407,0.0,1.57983629771938e-12,6.3554747917559235e-12,4.9900456570291306e-10,5.0405001199826314e-15,1.0190408158078516e-30,1.3287000801582743e-08,5.4642981723056885e-32,3.7000468337084421e-10,2.9818693224645906e-23,4.000712285587239e-15,5.2835109527433189e-23,7.7724262621476705e-25,6.5717660816578812e-12,2.8006197063694026e-24,0.001323286707125572,7.1893065950866104e-05,3.4032298029904031e-09,1.6666853630834523e-10,1.7355474638027078e-15,9.5001190169203996e-08,2.3568635800201776e-13,6.8521419472438621e-11,1.9166460192624585e-08,3.4887375212807405e-15,2.158277301621106e-12,4.1222199122842289e-16,8.5411980383329992e-18
3.77214674047652e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33615731394213377,0.11733256326738557,0.022785185410710004,0.0,1.6472636455600898e-12,6.6112404718757597e-12,5.1914543257683896e-10,5.1409564517860423e-15,1.0945709355908059e-30,1.3498004924059863e-08,5.7933769993558062e-32,3.7441404130503991e-10,3.0741904660517218e-23,4.1655804985842235e-15,5.6066695126900863e-23,8.1857503535788188e-25,6.8143967348974732e-12,2.923675068118923e-24,0.0013373657926972532,7.2763861714605007e-05,3.4190243636205125e-09,1.7096757916466729e-10,1.783192250753623e-15,9.6481961917979746e-08,2.3678256995911566e-13,7.0658488941530808e-11,1.9460599359795187e-08,3.5862408093874341e-15,2.1946608665955763e-12,4.2885547030727913e-16,8.7530646859840053e-18
3.817505967241581e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3361424068633283,0.11731852814878037,0.022784750047420928,0.0,1.716894639958047e-12,6.8744880639881062e-12,5.3983965111617028e-10,5.2423734260554898e-15,1.1746819705950358e-30,1.3709940898058846e-08,6.137937900308803e-32,3.7882144742559337e-10,3.1682169502113111e-23,4.3354618370461759e-15,5.9453099401778151e-23,8.6156011193593934e-25,7.0632318999964512e-12,3.0505170298783115e-24,0.0013514003656691787,7.3634562842784878e-05,3.4348153383449099e-09,1.7533144232096396e-10,1.8316989454437583e-15,9.7969337156847262e-08,2.3787863048419358e-13,7.28365453156098e-11,1.9755595309417157e-08,3.6852536215009434e-15,2.2312080771176561e-12,4.4594538969987611e-16,8.9673779871457755e-18
3.862865194006642e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33612754424319891,0.11730453739961756,0.022784314731016882,0.0,1.7887819247201782e-12,7.1453600888318511e-12,5.61095500629064e-10,5.3447559085377829e-15,1.2595913461464246e-30,1.3922808362971248e-08,6.4985169001822392e-32,3.8322691209676339e-10,3.263962007261489e-23,4.5104593606977424e-15,6.2999722861726335e-23,9.0624273211226371e-25,7.3183639628943024e-12,3.1812151665095003e-24,0.0013653905668198319,7.4505169565189207e-05,3.4506027669304926e-09,1.7976048443733293e-10,1.8810778496882207e-15,9.946331271978139e-08,2.3897454469276829e-13,7.5055920628956867e-11,2.00514390148037e-08,3.7857810036239217e-15,2.2679188537961508e-12,4.634985512406237e-16,9.184143324175797e-18
3.908224420771703e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33611272594119579,0.11729059087956589,0.022783879461378994,0.0,1.8629790249580198e-12,7.424000515848187e-12,5.8292128161715919e-10,5.4481087724327669e-15,1.3495239876476288e-30,1.4136606960602325e-08,6.8756625282257421e-32,3.8763044566543491e-10,3.3614389226491578e-23,4.6906773544367056e-15,6.6712084446497493e-23,9.5266843060129877e-25,7.5798858028702262e-12,3.3158395917240383e-24,0.0013793365364813137,7.5375682110800937e-05,3.4663866863104663e-09,1.8425506392892118e-10,1.9313394002085528e-15,1.0096388545306589e-07,2.4007031748120126e-13,7.7316945479555555e-11,2.0348121433556752e-08,3.8878279202449321e-15,2.3047931184051399e-12,4.8152177346926961e-16,9.4033663854795592e-18
3.968568414809354e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33609308075656175,0.11727210533910541,0.022783300469377703,0.0,1.9653619275891386e-12,7.8069842256443187e-12,6.1285515160623492e-10,5.5871176371132783e-15,1.4773544977569354e-30,1.4422478300032874e-08,7.404048654791962e-32,3.9348574456954138e-10,3.4938256042280881e-23,4.9387057620284652e-15,7.1917484082659043e-23,1.0172127530000529e-24,7.9378689490078677e-12,3.5011460424947673e-24,0.0013978213410409327,7.6533629538436213e-05,3.4873795635055684e-09,1.9033666818757238e-10,1.9995916463276516e-15,1.0297040475505157e-07,2.4152787620871153e-13,8.0390046422052048e-11,2.0744099659625738e-08,4.025950666076036e-15,2.3541023688738349e-12,5.0623951183231021e-16,9.6988315260727916e-18
4.0289124088470054e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33607351343185482,0.1172536975019226,0.022782721559657881,0.0,2.0720598745618523e-12,8.2043208087189081e-12,6.4383209320041633e-10,5.7278640831066991e-15,1.6150571543228566e-30,1.4709996144017324e-08,7.964106702904523e-32,3.9933766826283981e-10,3.6293325832405768e-23,5.1964123515594486e-15,7.7439814866305531e-23,1.0850344804904259e-24,8.3075475605895301e-12,3.6936944010646962e-24,0.0014162284381169692,7.7691411225994946e-05,3.5083663662681723e-09,1.9653574034673987e-10,2.0694500491378363e-15,1.0498858713341374e-07,2.4298520420274461e-13,8.353822069845767e-11,2.1141524875870126e-08,4.1667827303476665e-15,2.4037006529315458e-12,5.3181742270195372e-16,9.9986719535010396e-18
4.089256402884657e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33605402363979991,0.11723536704124971,0.022782142731942765,0.0,2.1832063340930445e-12,8.6163612708919551e-12,6.7587181575691212e-10,5.8703596448393314e-15,1.7632263322916079e-30,1.4999159666354115e-08,8.5572344172699338e-32,4.051862409653579e-10,3.7679915783562832e-23,5.4640528595164334e-15,8.3293064599219911e-23,1.1562462733184785e-24,8.6891443762088008e-12,3.8936542280329024e-24,0.0014345581544789835,7.8849027706094543e-05,3.5293471647351547e-09,2.0285312223705542e-10,2.1409403229012446e-15,1.070184252482645e-07,2.4444231203200307e-13,8.6762237360316112e-11,2.1540375664641379e-08,4.310335133413539e-15,2.4535877938147075e-12,5.5827169076131555e-16,1.0302903369290022e-17
4.149600396922308e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33603461105450205,0.11721711363169635,0.022781563985956793,0.0,2.2989376823377364e-12,9.0434612347265929e-12,7.0899408807806453e-10,6.0146158794734328e-15,1.9224822960970065e-30,1.5289968046558595e-08,9.1848713014430191e-32,4.1103148684340459e-10,3.9098344749323291e-23,5.7418869461244381e-15,8.9491606355451783e-23,1.2309628751290094e-24,9.0828836725157608e-12,4.1011968034242153e-24,0.0014528108155189429,8.0006479508889578e-05,3.5503220246058067e-09,2.0928965491644946e-10,2.2140886290117406e-15,1.0905991178592325e-07,2.4589921009379748e-13,9.0062864125417508e-11,2.1940630560018267e-08,4.4566186998826732e-15,2.5037636169235158e-12,5.8561854732446879e-16,1.0611542275188764e-17
4.203909991556194e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33601720547126634,0.11720075117397595,0.022781043184221045,0.0,2.4071310677455177e-12,9.4410247361531036e-12,7.3974609846492644e-10,6.1459614362940955e-15,2.075825931495182e-30,1.555310126845892e-08,9.7804738384749563e-32,4.1628938362903945e-10,4.0402418052335628e-23,6.0008709242744277e-15,9.5377711525573902e-23,1.3013009471468121e-24,9.4478174626245539e-12,4.294611326816388e-24,0.0014691725959854974,8.104804576850784e-05,3.5691943722651377e-09,2.1518510273494745e-10,2.2813617099290082e-15,1.1090720304538085e-07,2.4721024780495756e-13,9.3099564365481793e-11,2.2302042696653703e-08,4.5906178108808066e-15,2.5491685382730904e-12,6.110073328749469e-16,1.0893099947276727e-17
4.25821958619008e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33599986192699677,0.11718445062992658,0.022780522448264451,0.0,2.5192546710097939e-12,9.851344044345276e-12,7.7140552454787708e-10,6.2787509751132547e-15,2.2391639074795373e-30,1.581756557435534e-08,1.0406339032459011e-31,4.2154462276015884e-10,4.1732775373493912e-23,6.2685200942038843e-15,1.0156648940672532e-22,1.3746591425397965e-24,9.8229352304576814e-12,4.4944353171443437e-24,0.0014854724593796047,8.2089479449989035e-05,3.5880620028649441e-09,2.21178355309305e-10,2.3500190698907921e-15,1.1276391832914726e-07,2.4852113152494706e-13,9.619949351247229e-11,2.2664559024714932e-08,4.7268452483146957e-15,2.5948070276548538e-12,6.3714419390213525e-16,1.1178254747368066e-17
4.3125291808239665e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33598258018695992,0.11716821176517765,0.022780001777888612,0.0,2.6354141236714598e-12,1.027468808907543e-11,8.039868933725922e-10,6.4129929684105663e-15,2.4130049957105594e-30,1.6083360376866188e-08,1.1063606084614035e-31,4.2679722174314757e-10,4.3089652623558664e-23,6.5450319980926182e-15,1.0806923393337376e-22,1.4511254588287143e-24,1.0208403660995289e-11,4.7007972458217127e-24,0.0015017106400730181,8.3130780934749144e-05,3.6069249576870073e-09,2.2727002413864051e-10,2.4200807362681435e-15,1.1463005235795163e-07,2.4983186868530707e-13,9.9363204508257542e-11,2.3028163805374099e-08,4.8653083842268544e-15,2.6406789613899424e-12,6.6404105342602365e-16,1.146702021605271e-17
4.361407815994464e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33596707927025665,0.11715364932971499,0.022779533230458528,0.0,2.7434972108145696e-12,1.0667058635047418e-11,8.3411042041450634e-10,6.5350596255497077e-15,2.5788777424977404e-30,1.6323712790757754e-08,1.1682960185953207e-31,4.3152231794218791e-10,4.4333712551122631e-23,6.8016357413072275e-15,1.1419969133305648e-22,1.5226764285325603e-24,1.0564313639278381e-11,4.8922200276587728e-24,0.0015162724569795069,8.4067839556799983e-05,3.62389765221799e-09,2.3283717696631634e-10,2.4843537207698742e-15,1.1631762166017524e-07,2.5101141292074561e-13,1.0226553260225445e-10,2.3356325706019711e-08,4.9918426849876257e-15,2.6821631951834511e-12,6.8890790148247442e-16,1.1730007799972305e-17
4.410286451164961e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33595162805570178,0.11713913649576048,0.022779064735845206,0.0,2.8550163924101328e-12,1.1070399952976795e-11,8.6500315297460237e-10,6.6583158432967582e-15,2.7540828990706821e-30,1.6565142009743726e-08,1.232956836674919e-31,4.3624530248648152e-10,4.5599619119489897e-23,7.0657281732667559e-15,1.2060242665309662e-22,1.596883467137643e-24,1.0928866409269463e-11,5.089138813383508e-24,0.0015307846696254752,8.5004791682994932e-05,3.6408666198932866e-09,2.3848498690563565e-10,2.5497957072065987e-15,1.1801281205536045e-07,2.5219084976869861e-13,1.0522036874031596e-10,2.3685344974650819e-08,5.1201988732838679e-15,2.7238363305280247e-12,7.1440875608961041e-16,1.1995941812833617e-17
4.459165086335459e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33593622637401949,0.11712467309429933,0.02277859629390561,0.0,2.9700529118948349e-12,1.1484914526416984e-11,8.9667574975951289e-10,6.782767829403812e-15,2.9390311452035324e-30,1.6807647611898554e-08,1.3004322902036554e-31,4.4096618806613689e-10,4.6887546585526971e-23,7.3374588054471036e-15,1.272862224591362e-22,1.6738135963440258e-24,1.1302185567884342e-11,5.2916496593732962e-24,0.0015452474470265729,8.5941637588108106e-05,3.6578318882187111e-09,2.4421389867235876e-10,2.6164219488123676e-15,1.1971561972564463e-07,2.5337018461166995e-13,1.0822811087890457e-10,2.4015210085357083e-08,5.2503819841951429e-15,2.7656982790225478e-12,7.4055236241295683e-16,1.2264832989772591e-17
