Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),H2OX(23),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),CH3OO(77),C2H6X(52),CH4OX(60),H2X(49),CO2X(24),C2H4X(65),C2H4(47)
6.798407647854424e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3305865490357256,0.11294899759426388,0.022191567971788378,3.6467086595392936e-11,9.8835022956644197e-07,3.5486623985942474e-07,1.7320703382418233e-06,6.2434927161239425e-12,6.5126496797140552e-24,1.1723769494017546e-06,9.3503356195308528e-25,7.3163700320905732e-09,5.5371791034353623e-19,4.2779978861957438e-10,1.4174155030516306e-17,6.5136316515419114e-20,9.8024380039496822e-08,5.1555638062514909e-19,0.0057178814764777932,0.001257024300214636,2.5553958438479061e-08,1.5568529821684668e-07,1.0815589622412416e-10,5.7657293221693956e-06,3.2541364605603278e-12,2.8222372746484997e-08,1.2805292448412695e-07,6.8267354433969868e-13,1.4108112306827032e-12,2.0052098791965868e-10,1.5650887482035134e-14,7.3368114073140658e-15,5.0301612574736045e-09,1.9188358814219988e-14,1.5495614127892693e-25,2.0344886128677948e-22
6.812102019839755e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33058364070641516,0.1129485451173856,0.022190330330129928,3.6791520156650606e-11,9.9742062686135187e-07,3.5716669618208121e-07,1.7390834210956651e-06,6.2898948541846913e-12,6.5714533916122767e-24,1.1765986926715678e-06,9.510638401745118e-25,7.3334246446835042e-09,5.6050133689527896e-19,4.3125582487368371e-10,1.4269190620776756e-17,6.5546209077498507e-20,9.862400707429442e-08,5.223892294596089e-19,0.0057183226307263111,0.0012594823611178883,2.5602084579876632e-08,1.5621822559376517e-07,1.0899570284222841e-10,5.7741924959673558e-06,3.2617908274866867e-12,2.8262854359775265e-08,1.2804751819095117e-07,6.8458549670605416e-13,1.416511365232725e-12,2.0123422321798267e-10,1.5768377137224352e-14,7.3960263839492375e-15,5.0641617915322697e-09,1.9308058034852387e-14,1.5700844964873931e-25,2.0614865355658067e-22
6.825796391825086e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33058073726396797,0.11294809719468112,0.022189092781092871,3.7117972815337198e-11,1.0065439133808704e-06,3.5947315488362867e-07,1.7461099076391022e-06,6.3365735403372367e-12,6.6306562764057089e-24,1.1808275751972627e-06,9.673487568684534e-25,7.3504720792875865e-09,5.6735953199915673e-19,4.3473022439562873e-10,1.4364635528005051e-17,6.5957760074651394e-20,9.9225460371341287e-08,5.2930573451443243e-19,0.0057187592104340716,0.0012619401693608815,2.565021262522974e-08,1.5675042329649536e-07,1.0983875205935388e-10,5.7825968332902597e-06,3.2694216509400469e-12,2.8303061304042842e-08,1.2804218656816539e-07,6.8649972453176458e-13,1.4222223387146456e-12,2.0194860778965917e-10,1.5886573812606433e-14,7.4555554627204539e-15,5.098261201796198e-09,1.9428098274745947e-14,1.5908586763844338e-25,2.0888155103799585e-22
6.839490763810416e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33057783866485613,0.1129476537826917,0.022187855324636341,3.7446450325124745e-11,1.0157201284696533e-06,3.6178557209503137e-07,1.7531497993856756e-06,6.383530023736192e-12,6.6902600973988266e-24,1.1850635947131214e-06,9.8389200102178583e-25,7.3675121619853783e-09,5.7429319615828543e-19,4.3822301602327009e-10,1.4460490216475915e-17,6.6370972702645398e-20,9.9828735195480492e-08,5.3630681711313265e-19,0.0057191912590616968,0.001264397724997967,2.5698342559189853e-08,1.5728188257857953e-07,1.1068503266710839e-10,5.7909423575735287e-06,3.2770293089398367e-12,2.8342993558648787e-08,1.2803692854330279e-07,6.8841622617779993e-13,1.4279441521224064e-12,2.0266414104892839e-10,1.6005480732166108e-14,7.515399132006986e-15,5.1324588574065089e-09,1.9548479477489865e-14,1.6118867156510779e-25,2.1164791908632102e-22
6.853185135795747e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33057494486595929,0.11294721483837107,0.022186617960719791,3.7776958416030004e-11,1.0249493097451353e-06,3.6410390377323569e-07,1.7602030978144544e-06,6.4307655573005021e-12,6.7502666201020003e-24,1.1893067489498264e-06,1.0006973090216389e-24,7.3845447192864001e-09,5.8130303487381597e-19,4.4173422831224312e-10,1.4556755144231893e-17,6.6785850157769515e-20,1.0043382677752528e-07,5.4339340720149002e-19,0.0057196188196572397,0.001266855028084524,2.5746474366595307e-08,1.5781259479872041e-07,1.115345330219084e-10,5.7992290959523908e-06,3.2846134366807786e-12,2.838265112214163e-08,1.2803174305545693e-07,6.903349998323478e-13,1.4336768064267196e-12,2.0338082240951993e-10,1.6125101129691237e-14,7.5755578753314872e-15,5.1667541239705198e-09,1.9669204382636945e-14,1.6331714032735896e-25,2.1444812648575646e-22
6.866879507781078e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33057205582456101,0.11294678031908167,0.022185380689302994,3.810950280547471e-11,1.0342314931032368e-06,3.6642810570616622e-07,1.7672698043702245e-06,6.4782813977182422e-12,6.810677612203916e-24,1.1935570356344825e-06,1.0177684651713522e-24,7.4015695781381665e-09,5.8838975866561728e-19,4.4526388953688637e-10,1.4653430763080731e-17,6.7202395636826145e-20,1.0104073031475675e-07,5.5056644340898004e-19,0.0057200419348601116,0.0012693120786769507,2.5794608032444238e-08,1.5834255142462811e-07,1.1238724157465837e-10,5.8074570792348455e-06,3.2921735380836326e-12,2.8422034011399441e-08,1.2802662905541736e-07,6.9225604365873534e-13,1.4394203026143052e-12,2.0409865128465702e-10,1.6245438248785365e-14,7.6360321713894104e-15,5.2011463636364364e-09,1.9790267415961612e-14,1.6547155542485957e-25,2.1728254547392948e-22
6.880573879766409e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33056917149834508,0.11294635018259076,0.022184143510346074,3.8444089186466408e-11,1.043566712724826e-06,3.6875813351771912e-07,1.7743499204636821e-06,6.5260788054514148e-12,6.8714948435439617e-24,1.1978144524906389e-06,1.03510930221083e-24,7.4185865659371225e-09,5.9555408309295549e-19,4.4881202769121708e-10,1.475051751859333e-17,6.7620612337123053e-20,1.0164944097142334e-07,5.5782687311045444e-19,0.0057204606469049395,0.0012717688768326659,2.5842743541927335e-08,1.5887174403334337e-07,1.1324314697027219e-10,5.8156263418766872e-06,3.299710164985504e-12,2.8461142260271637e-08,1.2802158550567301e-07,6.9417935607276374e-13,1.4451746415979352e-12,2.0481762708705988e-10,1.6366495342880233e-14,7.6968224940473004e-15,5.2356349351682049e-09,1.9911666537061992e-14,1.6765220097934159e-25,2.2015155176651852e-22
6.894268251751739e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33056629184539105,0.11294592438706642,0.022182906423809455,3.8780723225100542e-11,1.0529550010831179e-06,3.7109394267275187e-07,1.7814434474716266e-06,6.5741590447407604e-12,6.9327200860845649e-24,1.2020789972383113e-06,1.0527237018413263e-24,7.4355955105394817e-09,6.027967287751741e-19,4.5237867048992038e-10,1.4848015850102359e-17,6.8040503456465544e-20,1.0225995387924211e-07,5.6517565248807534e-19,0.0057208749976254318,0.0012742254226101089,2.589088088043032e-08,1.5940016430758694e-07,1.1410223733482821e-10,5.823736921963097e-06,3.3072230088583804e-12,2.8499975921671263e-08,1.2801661138008128e-07,6.9610493528918326e-13,1.4509398242526617e-12,2.0553774922895006e-10,1.6488275675248339e-14,7.7579293123604378e-15,5.2702191940204691e-09,2.0033405729540449e-14,1.6985936374922459e-25,2.2305552458197864e-22
6.90796262373707e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33056341682417101,0.11294550289107404,0.0221816694296539,3.9119410574960912e-11,1.0623963889500256e-06,3.7343548848206824e-07,1.7885503867371604e-06,6.6225233836105227e-12,6.9943551138835956e-24,1.2063506675940035e-06,1.0706155952546759e-24,7.4525962402719492e-09,6.1011842141237301e-19,4.5596384536936159e-10,1.4945926190701404e-17,6.8462072193148397e-20,1.028722641378988e-07,5.7261374659350503e-19,0.0057212850284581677,0.0012766817160687375,2.5939020033487862e-08,1.5992780403920882e-07,1.1496450082922829e-10,5.8317888611809279e-06,3.3147113328275347e-12,2.8538535066888798e-08,1.2801170566402183e-07,6.980327794290888e-13,1.4567158514875152e-12,2.0625901712205418e-10,1.6610782519015435e-14,7.8193530906097972e-15,5.3048984924136819e-09,2.0155480536915613e-14,1.720933331488698e-25,2.2599484666636972e-22
6.921656995722401e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33056054639354582,0.11294508565357216,0.02218043252784048,3.946015686850731e-11,1.0718909054030786e-06,3.7578272610739608e-07,1.7956707395698923e-06,6.6711730938732387e-12,7.0564017030666739e-24,1.2106294612707318e-06,1.0887889636670011e-24,7.4695885839423692e-09,6.1751989180608629e-19,4.5956757948865098e-10,1.5044248967244798e-17,6.8885321745948236e-20,1.0348636681554989e-07,5.8014212941034716e-19,0.0057216907804463748,0.0012791377572690208,2.5987160986827574e-08,1.6045465513134353e-07,1.1582992598499236e-10,5.8397822047898572e-06,3.3221758841016843e-12,2.8576819783425604e-08,1.2800686735445278e-07,6.9996288697054385e-13,1.4625027241396233e-12,2.0698143017760783e-10,1.6734019157172991e-14,7.8810942883042493e-15,5.33967217940927e-09,2.0277886728205124e-14,1.7435440127136399e-25,2.2896990431828576e-22
6.935351367707732e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33055768051276119,0.11294467263390907,0.022179195718330581,3.9802967708578003e-11,1.0814385778337712e-06,3.7813561056635781e-07,1.8028045072461398e-06,6.7201094511345119e-12,7.1188616317995362e-24,1.2149153759780467e-06,1.1072478388569164e-24,7.4865723708502417e-09,6.2500187587996105e-19,4.6318989973072567e-10,1.5142984600347988e-17,6.9310255314115535e-20,1.0410225694932594e-07,5.8776178391684279e-19,0.0057220922942436562,0.0012815935462724445,2.6035303726386092e-08,1.6098070959349183e-07,1.1669850074304193e-10,5.8477170016042759e-06,3.3296164846133308e-12,2.8614830177642351e-08,1.2800209545950199e-07,7.0189525617403636e-13,1.4683004429873411e-12,2.0770498780635997e-10,1.6857988882590698e-14,7.9431533601913484e-15,5.3745396009849262e-09,2.0400628814775334e-14,1.766428629024195e-25,2.3198108741388642e-22
6.949045739693062e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33055481914144386,0.11294426379181903,0.022177959001085906,4.0147848684110559e-11,1.0910394319545776e-06,3.8049409673743569e-07,1.8099516910091382e-06,6.769333734797785e-12,7.1817366802603619e-24,1.2192084094220532e-06,1.1259963037082616e-24,7.5035474307971487e-09,6.3256511470043403e-19,4.6683083270343852e-10,1.5242133504388493e-17,6.9736876097367001e-20,1.0471992954583414e-07,5.9547370214881938e-19,0.0057224896101176924,0.001284049083141505,2.6083448238234544e-08,1.6150595954372395e-07,1.1757021295832416e-10,5.8555933039661125e-06,3.3370320573319047e-12,2.8652566374487347e-08,1.2799738899863147e-07,7.038298850966881e-13,1.4741090088611571e-12,2.0842968941857636e-10,1.6982694998028922e-14,8.0055307562998057e-15,5.4095001001099402e-09,2.0523704239667955e-14,1.7895901553891812e-25,2.3502878943202957e-22
6.962740111678393e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33055196223959843,0.1129438590874185,0.022176722376068461,4.0494805366864562e-11,1.1006934918061974e-06,3.8285813936492387e-07,1.8171122920692501e-06,6.8188472280690717e-12,7.2450286306121134e-24,1.2235085593054389e-06,1.1450384927573859e-24,7.5205135940970973e-09,6.4021035449740975e-19,4.7049040474070704e-10,1.5341696087507525e-17,7.0165187295877901e-20,1.0533937958166119e-07,6.0327888526289434e-19,0.0057228827679539082,0.001286504367939703,2.6131594508633099e-08,1.6203039721322393e-07,1.1844505107556983e-10,5.8634111677113637e-06,3.3444235516314963e-12,2.8690028514225894e-08,1.2799274700276435e-07,7.0576677228287394e-13,1.4799284225291788e-12,2.0915553442404414e-10,1.7108140816151103e-14,8.0682269219488378e-15,5.4445530168205837e-09,2.0647106732371427e-14,1.8130315941399374e-25,2.3811340747950684e-22
6.976434483663724e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33054910976760338,0.11294345848120252,0.022175485843240559,4.0843843297397758e-11,1.1104007797668555e-06,3.8522769306387281e-07,1.8242863116041827e-06,6.8686512179617453e-12,7.3087392669748772e-24,1.2278158233274926e-06,1.1643785927450064e-24,7.5374706915867007e-09,6.4793834668493817e-19,4.7416864190369028e-10,1.5441672751612093e-17,7.0595192110274272e-20,1.0596060200387883e-07,6.1117834359993096e-19,0.0057232718072590906,0.0012889594007315446,2.6179742524072709e-08,1.6255401494061149e-07,1.1932300291007993e-10,5.8711706521517676e-06,3.3517910350135831e-12,2.8727216755639398e-08,1.2798816851378924e-07,7.0770591606748961e-13,1.4857586846728055e-12,2.0988252223207557e-10,1.7234329659536203e-14,8.1312422977514667e-15,5.4796976882955479e-09,2.077084039454271e-14,1.8367559751026937e-25,2.4123534231637966e-22
6.990128855649055e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33054626168620771,0.11294306193404133,0.022174249402564811,4.1194967999489553e-11,1.1201613165600575e-06,3.8760271232502279e-07,1.8314737507591999e-06,6.9187469953012709e-12,7.3728703753982041e-24,1.2321301991841312e-06,1.1840208431726757e-24,7.5544185546353146e-09,6.5574984788189365e-19,4.7786556998194775e-10,1.5542063892377792e-17,7.1026893741625518e-20,1.0658359173054721e-07,6.1917309674874894e-19,0.0057236567671649953,0.001291414181582542,2.6227892271161038e-08,1.6307680517178475e-07,1.2020405598912407e-10,5.8788718200497501e-06,3.3591329687169438e-12,2.8764131276535105e-08,1.2798365258472611e-07,7.0964731441641317e-13,1.4915997960413651e-12,2.1061065225151235e-10,1.7361264860691093e-14,8.194577319659446e-15,5.5149334489313707e-09,2.0894905145329134e-14,1.860766355769683e-25,2.4439499838141842e-22
7.003823227634385e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33054341795652747,0.11294266940717654,0.022173013054004143,4.1548184983739607e-11,1.1299751212619971e-06,3.899831515197248e-07,1.8386746106473431e-06,6.969135854729914e-12,7.4374237438334592e-24,1.2364516845679199e-06,1.2039695368638703e-24,7.5713570151550292e-09,6.6364561993265072e-19,4.8158121449466724e-10,1.5642869899252106e-17,7.1460295391436729e-20,1.0720834365121892e-07,6.2726417361008797e-19,0.0057240376864318961,0.0012938687105591969,2.6276043736683365e-08,1.6359876046725922e-07,1.2108819868503642e-10,5.8865147375796982e-06,3.3664504826854804e-12,2.8800772269020186e-08,1.2797919827994271e-07,7.115909659378793e-13,1.4974517573414598e-12,2.1133992389072978e-10,1.7488949762062931e-14,8.2582324189826791e-15,5.5502596304178995e-09,2.1019293218864825e-14,1.885065821579367e-25,2.4759278381764197e-22
7.017517599619716e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33054057854004182,0.11294228086221773,0.022171776797521765,4.1903499729581006e-11,1.1398422113117814e-06,3.9236896490484693e-07,1.8458888923496553e-06,7.0198190947115211e-12,7.5024011621061954e-24,1.2407802771680992e-06,1.2242290205297377e-24,7.5882859056105593e-09,6.7162642992776649e-19,4.8531560069193511e-10,1.5744091155458325e-17,7.1895400261641284e-20,1.078348526274448e-07,6.354526124608254e-19,0.0057244146034521135,0.0012963229877290081,2.6324196907688554e-08,1.641198734966893e-07,1.2197541876468705e-10,5.894099474308373e-06,3.3737440602194587e-12,2.8837139943149144e-08,1.2797480467456479e-07,7.1353686908271827e-13,1.503314569158711e-12,2.1207033655764077e-10,1.7617387716051526e-14,8.322208022385821e-15,5.5856755618137012e-09,2.1144007279958793e-14,1.9096574860447012e-25,2.5082911049796023e-22
7.031211971605047e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33053774339859027,0.11294189626113901,0.022170540633081191,4.2260917695558552e-11,1.1497626025200652e-06,3.9476010662767046e-07,1.8531165969154024e-06,7.0707980175362255e-12,7.5678044218885143e-24,1.245115974670606e-06,1.2448036953395229e-24,7.6052050590290363e-09,6.7969305022465905e-19,4.8906875355596752e-10,1.584572803800001e-17,7.2332211554593425e-20,1.0846311349327851e-07,6.437394610184471e-19,0.0057247875562535079,0.0012987770131604669,2.6372351771322342e-08,1.6464013703499606e-07,1.2286570340354197e-10,5.9016261031738814e-06,3.3810115597968085e-12,2.8873234528744401e-08,1.2797047085463069e-07,7.1548502169328579e-13,1.5091882321565299e-12,2.1280188965970035e-10,1.7746582085021668e-14,8.3865045519317082e-15,5.6211805696214893e-09,2.1269049955349988e-14,1.9345444908996175e-25,2.5410439405091773e-22
7.044906343590378e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3305349124943685,0.11294151556627548,0.022169304560646211,4.2620444330372339e-11,1.159736309076424e-06,3.9715653073076889e-07,1.8603577253623021e-06,7.1220739293251372e-12,7.6336353166714599e-24,1.249458774758099e-06,1.2656980174957017e-24,7.6221143090096616e-09,6.8784625846828938e-19,4.9284069780239891e-10,1.5947780917666084e-17,7.2770732473060844e-20,1.0909312105577994e-07,6.521257765057718e-19,0.0057251565825029455,0.0013012307869230456,2.6420508314883761e-08,1.6515954397259779e-07,1.2375904089651219e-10,5.9090947004414716e-06,3.388254221813316e-12,2.8909056268823643e-08,1.2796619591741804e-07,7.1743542242810141e-13,1.515072746987982e-12,2.1353458260390937e-10,1.787653624131547e-14,8.4511224251129794e-15,5.656773977863457e-09,2.1394412891068114e-14,1.9597300064156598e-25,2.5741905388653943e-22
7.058600715575708e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33053208578992571,0.11294113874031972,0.022168068580180927,4.2982085053492133e-11,1.1697633435604416e-06,3.9955819115686914e-07,1.8676122786767535e-06,7.1736481400350832e-12,7.6998956417374297e-24,1.2538086751099832e-06,1.286916498813842e-24,7.6390134897332914e-09,6.9608683761184356e-19,4.9663145788165658e-10,1.60502501590364e-17,7.3210966220217303e-20,1.0972487009552138e-07,6.6061262571593044e-19,0.0057255217195097104,0.0013036843090871958,2.6468666525982777e-08,1.6567808731166565e-07,1.2465541905939075e-10,5.9165053456807843e-06,3.3954731871415696e-12,2.8944605423433145e-08,1.2796197897075393e-07,7.1938806991223442e-13,1.5209681141463237e-12,2.1426841479681916e-10,1.800725356726467e-14,8.516062054844343e-15,5.692455108156599e-09,2.1520096369468279e-14,1.9852172315318723e-25,2.6077351322227788e-22
7.070925650362507e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33052954531606688,0.1129408028743267,0.022166956276366803,4.3309373708387121e-11,1.1788332790815519e-06,4.0172412445356095e-07,1.8741528557117192e-06,7.2203210610255541e-12,7.7598985824114639e-24,1.2577296542321601e-06,1.3062940623755028e-24,7.6542140065964914e-09,7.0357871236518844e-19,5.0005924948564503e-10,1.6142828761853422e-17,7.3608643708932031e-20,1.1029492885952586e-07,6.6833763580622225e-19,0.0057258470480639756,0.001305892263977295,2.6512010331554821e-08,1.6614403223846264e-07,1.2546474825023532e-10,5.9231254458286074e-06,3.4019473871884782e-12,2.8976366834073226e-08,1.279582325718784e-07,7.2114737165462837e-13,1.5262832238133178e-12,2.1492983733723319e-10,1.8125554474231199e-14,8.5747831610684635e-15,5.724642565211826e-09,2.1633489622680377e-14,2.0084163629460329e-25,2.6382690807499559e-22
7.083250585149305e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33052700818716574,0.11294047008551664,0.022165844046993489,4.3638383070371493e-11,1.1879464260379945e-06,4.0389422808208483e-07,1.8807043083386436e-06,7.2672376286895061e-12,7.8202521284499386e-24,1.2616563809899489e-06,1.3259412636099078e-24,7.6694061134833495e-09,7.1114257434915691e-19,5.0350231895874759e-10,1.6235745164981194e-17,7.4007713519449788e-20,1.1086639013007013e-07,6.7614574142749834e-19,0.0057261692829670106,0.0013081000151832617,2.6555355468945771e-08,1.6660926711687032e-07,1.2627652097821388e-10,5.9296987345580736e-06,3.4084006096103874e-12,2.9007907891186556e-08,1.2795453179630023e-07,7.2290849034750275e-13,1.5316071247707065e-12,2.1559218175479232e-10,1.8244478776226523e-14,8.6337655155297121e-15,5.7569000279759161e-09,2.1747141709070098e-14,2.0318648663832768e-25,2.6691320037676627e-22
7.095575519936104e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33052447437664112,0.11294014034742203,0.022164731892035411,4.396911705218524e-11,1.1971027902913136e-06,4.0606846827850426e-07,1.8872666372124707e-06,7.3143988059734425e-12,7.8809575922258017e-24,1.2655888536849694e-06,1.3458615095148366e-24,7.6845896907575245e-09,7.1877900544763e-19,5.0696068357964561e-10,1.6328999621324209e-17,7.4408177987699346e-20,1.1143925004916586e-07,6.8403774041608894e-19,0.0057264884506878109,0.0013103075627584682,2.6598701929498228e-08,1.6707378707919305e-07,1.2709072897268556e-10,5.936225276622713e-06,3.4148362561488421e-12,2.9039228816006107e-08,1.2795087601603061e-07,7.2467142561155233e-13,1.5369398172995602e-12,2.1625544761595567e-10,1.8364028959774295e-14,8.6930094098645902e-15,5.7892269972097942e-09,2.1861047890646595e-14,2.0555651342562155e-25,2.7003270666759475e-22
7.107900454722902e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33052194385813505,0.11293981363380155,0.022163619811467139,4.4301579541307237e-11,1.2063023766726023e-06,4.0824681122539811e-07,1.8938398429681818e-06,7.3618055583521828e-12,7.9420162872186498e-24,1.2695270706167669e-06,1.3660582450497032e-24,7.6997646191874425e-09,7.2648859107879398e-19,5.1043436045642746e-10,1.6422592379730515e-17,7.4810039449858054e-20,1.1201350474270419e-07,6.920144370509037e-19,0.0057268045774691127,0.0013125149067569305,2.6642049704627267e-08,1.6753758731649782e-07,1.2790736180721823e-10,5.9427051388944148e-06,3.4212490618144293e-12,2.9070329849574335e-08,1.2794726460963961e-07,7.264361750262236e-13,1.5422813017899299e-12,2.1691963448689781e-10,1.8484207517982915e-14,8.7525151327645289e-15,5.8216229722835258e-09,2.1975215096003171e-14,2.079519578094765e-25,2.7318574605083042e-22
7.117191203112908e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33052003846989741,0.11293956933490981,0.022162781555115078,4.4553340449149592e-11,1.2132657569555853e-06,4.0989157519262664e-07,1.8988020291306631e-06,7.397704505337662e-12,7.9882776781248615e-24,1.2724995625290593e-06,1.3814677723719845e-24,7.7111979526848014e-09,7.3234892417976202e-19,5.1306301011788808e-10,1.6493367991167422e-17,7.5113894421233023e-20,1.1244730746027853e-07,6.9808388783568073e-19,0.0057270408849357515,0.0013141787061924047,2.6674726868841138e-08,1.6788672930148959e-07,1.2852455132311514e-10,5.9475589558867367e-06,3.4260689272748169e-12,2.9093629138539365e-08,1.2794457122882318e-07,7.2776767228216714e-13,1.5463136168940272e-12,2.174209185549726e-10,1.8575217077987888e-14,8.7975448226361946e-15,5.8460889272817906e-09,2.2061447224506312e-14,2.0977463430174179e-25,2.7558492294940325e-22
7.126481951502913e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33051813492634857,0.11293932672879738,0.022161943341009235,4.4806087433842093e-11,1.2202537012259088e-06,4.1153863673886787e-07,1.9037703965833514e-06,7.4337439636275987e-12,8.0347410997625025e-24,1.2754753168515431e-06,1.3970378974024348e-24,7.7226262532901306e-09,7.3825141486422024e-19,5.1570037764288197e-10,1.6564336082041761e-17,7.5418545549580498e-20,1.1288189886289486e-07,7.0420227755822906e-19,0.0057272754902682084,0.001315842390002009,2.6707404771596281e-08,1.6823545762671659e-07,1.2914311060207634e-10,5.9523863169612332e-06,3.4308795214000564e-12,2.9116803721506561e-08,1.2794190245362578e-07,7.2910020013077805e-13,1.5503509282554124e-12,2.1792272554532223e-10,1.8666586199405874e-14,8.8427235778689384e-15,5.8705935934593046e-09,2.2147821378513821e-14,2.1161199707677168e-25,2.7800347621330312e-22
7.135772699892919e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33051623321644624,0.11293908580447488,0.022161105169138943,4.5059822144950825e-11,1.2272662104019175e-06,4.131879813238669e-07,1.9087449455760353e-06,7.46992434963725e-12,8.0814071159740991e-24,1.2784543328535217e-06,1.4127701392887487e-24,7.7340494703974831e-09,7.4419631790313928e-19,5.1834647016913875e-10,1.6635496754386669e-17,7.5723993835872429e-20,1.1331727727351404e-07,7.1036995807015239e-19,0.0057275084044564788,0.001317505958209584,2.6740083409369207e-08,1.6858377031322046e-07,1.2976303484729057e-10,5.9571872530905162e-06,3.4356770856444684e-12,2.9139853715214223e-08,1.2793925802551361e-07,7.3043375718268461e-13,1.5543932360195744e-12,2.1842505527180262e-10,1.8758315957593199e-14,8.8880515188460048e-15,5.8951367548934431e-09,2.2234340998149772e-14,2.1346415162737253e-25,2.8044154545047065e-22
7.145063448282925e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33051433332921792,0.11293884655102387,0.022160267039493579,4.5314546229550928e-11,1.2343032850746712e-06,4.1483959439327818e-07,1.9137256763522166e-06,7.50624608060143e-12,8.128276290941173e-24,1.2814366098036543e-06,1.428666029842889e-24,7.745467553537587e-09,7.501838892225475e-19,5.2100129478028102e-10,1.6706850108931372e-17,7.6030240281156427e-20,1.1375344101022682e-07,7.1658728334778848e-19,0.0057277396384196703,0.0013191694108391728,2.6772762778640249e-08,1.6893166540581057e-07,1.3038432000262499e-10,5.9619617959002235e-06,3.4404613459880472e-12,2.9162779236038499e-08,1.2793663768842949e-07,7.3176834288738873e-13,1.5584405403566096e-12,2.1892790754818133e-10,1.8850407430040564e-14,8.9335287650251939e-15,5.9197181952623939e-09,2.232100766013678e-14,2.1533120408950343e-25,2.8289927111429292e-22
7.15342512183393e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33051262498008593,0.11293863264254574,0.022159512758906322,4.5544645183295991e-11,1.240657656005396e-06,4.1632797366993527e-07,1.9182136196718874e-06,7.5390568339107803e-12,8.17063271571356e-24,1.2841234465644613e-06,1.4431135272705835e-24,7.7557393972199135e-09,7.5560939724583525e-19,5.2339810867404884e-10,1.6771232953505536e-17,7.630654533527616e-20,1.1414665843311164e-07,7.2222561665357564e-19,0.0057279463213619798,0.0013206664194066471,2.6802174833523605e-08,1.6924441235728831e-07,1.3094463785593411e-10,5.9662363447931696e-06,3.4447595305372436e-12,2.9183305875269557e-08,1.2793429977316607e-07,7.3297034998997857e-13,1.562087386384656e-12,2.1938092122309271e-10,1.8933599913202903e-14,8.9745860405241173e-15,5.9418740409805028e-09,2.2399129190364115e-14,2.1702437726447842e-25,2.8512814722557318e-22
7.161786795384934e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33051091809058741,0.1129384200708259,0.022158758512505042,4.5775548060098624e-11,1.2470319251775554e-06,4.178181679905039e-07,1.9227065705971025e-06,7.5719827205777723e-12,8.2131545680941032e-24,1.2868129235662831e-06,1.4576959659310188e-24,7.7660070050232946e-09,7.6106986301775579e-19,5.2580200633880218e-10,1.6835772022794958e-17,7.6583498438956532e-20,1.145405093710741e-07,7.2790471173095771e-19,0.005728151659970507,0.0013221633343933859,2.683158747557439e-08,1.6955681810829868e-07,1.3150605216923548e-10,5.9704895652048676e-06,3.4490471529394817e-12,2.9203731877418906e-08,1.2793198098238319e-07,7.3417318959043436e-13,1.5657382797929613e-12,2.1983435787661381e-10,1.9017087047914602e-14,9.0157644350308512e-15,5.9640605588614502e-09,2.2477366897076879e-14,2.1872978251282891e-25,2.8737316308703491e-22
