Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57)
0.0,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.356359779848937e-24,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,1.1957005489830836e-139,6.6000833910552741e-66,1.6120424078997032e-46,1.634362571315784e-74,8.3578997569977889e-58,4.3387774132966164e-49,4.3245911153782679e-29,-3.3348231966091017e-114,4.3245911146361537e-29,2.9303507637949605e-74,1.0523423920708955e-74,3.8595609535163303e-75,3.4541224052164616e-106,4.3387774135688574e-49,5.8870742260933851e-92,2.6290550709978456e-18,7.6685685249125653e-19,1.7379149612131487e-23,1.9784981027745238e-37,1.7379149612132151e-23,4.2520061091286721e-37,4.2762196027410816e-46,1.9882290020814561e-54,4.7248049392818623e-84,1.1955817723912143e-62
2.3397807383577024e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,9.2265611117016101e-138,7.8356194126413529e-65,9.7367362410793138e-46,1.9403152449605209e-73,1.2630458112778588e-56,2.6206215580653834e-48,1.2108855125463638e-28,-3.1514693054078492e-114,1.2108855120981263e-28,4.4283461775871396e-73,3.3087322205535163e-73,4.5820707647098676e-74,7.726733656694713e-105,2.6206215583885882e-48,1.6602491623157011e-90,7.3613541987939628e-18,2.1471991869755188e-18,4.8661618913967418e-23,1.1950125708328853e-36,4.8661618913971391e-23,2.5682116874197934e-36,5.076727904498158e-45,2.6965681249051018e-53,3.2769262131902374e-82,1.4193946931809075e-61
5.34807025910332e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999992,0.10000000000000001,1.0055557641902795e-135,7.693058428510975e-64,4.6878194682175316e-45,1.9050130140383861e-72,1.3587270476959412e-55,1.261716472437997e-47,2.7677383155252323e-28,5.8653877840840807e-114,2.7677383133671619e-28,4.7638127295635945e-72,7.3815959910771162e-72,4.4987042495740044e-73,1.5266723644496573e-103,1.2617164727553208e-47,3.6114045665017965e-89,1.6825952454386176e-17,4.9078838559440424e-18,1.1122655751763621e-22,5.7534682342264068e-36,1.1122655751765542e-22,1.2364833727937309e-35,4.984361544539237e-44,3.3595219476944643e-52,1.8721736584486149e-80,1.3935701541925189e-60
1.1364649300594553e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999978,0.10000000000000001,8.2260705133750971e-134,6.804424514572253e-63,2.0472940089448409e-44,1.6849624384404084e-71,1.2489042448888149e-54,5.5102473216172282e-47,5.8814439253301498e-28,3.5810730632798034e-112,5.8814439159052863e-28,4.3787646333042905e-71,1.3824898854671216e-70,3.9790529651634752e-72,2.7166319044805896e-102,5.510247324423919e-47,6.6949354302790556e-88,3.5755148965570521e-17,1.0429253193881091e-17,2.3635643472496165e-22,2.5126882002644774e-35,2.3635643472504548e-22,5.4000477199375804e-35,4.408611310368833e-43,4.2380732257416634e-51,1.0049038140752407e-78,1.2325970686797594e-59
2.339780738357702e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999999,0.099999999999999936,0.10000000000000001,5.9203627077327861e-132,5.7195312475983139e-62,8.5470502048892476e-44,1.4163124579785369e-70,1.0684638754547577e-53,2.3004197905873393e-46,1.2108855160328703e-27,1.2766652323479375e-110,1.2108855120981749e-27,3.746125349190381e-70,2.3879028092539101e-69,3.3446337775539596e-71,4.5819967840246218e-101,2.3004197929465264e-46,1.1506883489415963e-86,7.3613541987938867e-17,2.1471991869755184e-17,4.8661618913956366e-22,1.0489957428652498e-34,4.8661618913991349e-22,2.254413604269771e-34,3.7057033951976972e-42,5.6931482330109715e-50,5.5554338398942055e-77,1.0360721881616366e-58
4.746412354954195e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999988,0.099999999999999867,0.099999999999999992,4.013014641697051e-130,4.6892212861716721e-61,3.4917494871519392e-43,1.1611785261059054e-69,8.8342659429102779e-53,9.397965479583607e-46,2.4563677691880676e-27,4.2901429967585663e-109,2.456367753113554e-27,3.0973689140936915e-69,3.9675207213105312e-68,2.7421328523278365e-70,7.5259434958586729e-100,9.397965498925577e-46,1.9071815701024733e-85,1.493303280326742e-16,4.3557469221503358e-17,9.8713569796857237e-22,4.285472576948067e-34,9.8713569797000177e-22,9.2100150180596114e-34,3.0381594506777739e-41,8.1618999753608695e-49,3.2284027816797607e-75,8.4943471181473709e-58
9.559675588147182e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999965,0.099999999999999714,0.099999999999999964,2.6423490678274945e-128,3.7974594681547981e-60,1.4114214520733022e-42,9.4035248098415235e-69,7.1838783489917837e-52,3.798807928844394e-45,4.9473323001204128e-27,1.406378969898101e-107,4.9473322351446555e-27,2.5187290158106676e-68,6.4680095537718131e-67,2.2206502901168758e-69,1.2199878784032935e-98,3.7988079445079027e-45,3.105350847507032e-84,3.007639001221395e-16,8.7728423924999607e-17,1.9881747156258074e-21,1.73224253882346e-33,1.9881747156315859e-21,3.7228352025381303e-33,2.46038016015107e-40,1.2269424548171951e-47,1.9535608223999929e-73,6.878944715538803e-57
1.9186202054533154e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999927,0.099999999999999409,0.099999999999999922,1.7151713980934297e-126,3.0565362055909806e-59,5.6752674511780656e-42,7.5687749349342574e-68,5.7940581423163184e-51,1.5274839776793703e-44,9.9292614604728945e-27,4.5547945955031261e-106,9.9292611992082332e-27,2.0314462874218578e-67,1.0445689359470259e-65,1.787372564540136e-68,1.9647528881129207e-97,1.5274839902865351e-44,5.0120490000159314e-83,6.0363104430104855e-16,1.7607033333199186e-16,3.99025275093715e-21,6.9651585120287626e-33,3.9902527509603845e-21,1.496935562213196e-32,1.9803277876512905e-39,1.8986396621537114e-46,1.2129304218710638e-71,5.5367766846461558e-56
3.843925498730511e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999849,0.099999999999998798,0.099999999999999839,1.1054730725483397e-124,2.4526945877853812e-58,2.2760391837229261e-41,6.0734653486052641e-67,4.6541025942891819e-50,6.1258940728042238e-44,1.9893120175129041e-26,1.4662952484236006e-104,1.9893119127340893e-26,1.6317682760365342e-66,1.6790615439448857e-64,1.4342539484951916e-67,3.1538635770191497e-96,6.1258941739657294e-44,8.0542288748668104e-82,1.2093653326587802e-15,3.5275415214597516e-16,7.994408821547325e-21,2.7932498165419855e-32,7.9944088216405099e-21,6.0033803303700313e-32,1.5890879903021416e-38,2.9857243009704931e-45,7.6411095294118819e-70,4.4429202492548511e-55
