Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50),CHOX(53)
6.5507964204129525e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996269,0.022821567693054223,0.0,9.8725094728795558e-62,4.4422112119174267e-36,1.0070761739695669e-75,1.6906993135813687e-48,1.0097489573058409e-119,6.6612201209061064e-22,1.055809822397619e-101,6.6612201202120174e-22,2.6604443411131743e-68,5.2775253345350876e-63,9.9355152652554137e-101,6.0034979236689338e-102,1.3405825067303967e-49,8.0657983085883192e-81,2.641744848501805e-15,1.2701743992222695e-16,4.8959384169221265e-20,3.5422035172388948e-32,4.8959384172906622e-20,1.8256904671336135e-30,8.429590153453336e-37,3.0354891769949714e-43,4.0897913307205905e-68,1.5951344007788803e-49,8.7946963195048329e-91,1.2877635164300744e-94
1.310728423649959e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999448,0.11866996602996004,0.02282156769305416,0.0,1.5813957135790523e-60,1.778042174210196e-35,1.2051015488238819e-73,1.3539306682478622e-47,4.8314875032416997e-117,1.3328227576059792e-21,6.7676266608807066e-100,1.3328227573281629e-21,4.261334536793097e-67,8.4536740575097288e-62,2.3772727462981441e-98,1.4364581554080374e-99,1.073257471638505e-48,2.5839523958212721e-79,5.2857848706323197e-15,2.5414523383221969e-16,9.7961304724091305e-20,1.417771036936199e-31,9.7961304738842339e-20,7.3075163802037331e-30,6.7487926505786138e-36,4.544953859708167e-42,2.4481507010937397e-66,1.2770774412106087e-48,2.1043087546432404e-88,3.0840436761870152e-92
2.6220259868672867e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998893,0.11866996602995475,0.022821567693054032,0.0,2.5315826754339464e-59,7.1144848303914156e-35,1.4886943743693376e-71,1.0836932894909236e-46,2.3869161879219848e-114,2.6662242490534201e-21,4.3346260922852971e-98,2.6662242479417918e-21,6.8218362402129696e-66,1.353312610217423e-60,5.8726435614537111e-96,3.5485228497358701e-97,8.5889428572377801e-48,8.2732855971800117e-78,1.0573864914888507e-14,5.084008216521951e-16,1.959651458226514e-19,5.6726628518037604e-31,1.9596514588167489e-19,2.923955699292063e-29,5.4010771750833835e-35,7.0221694509492283e-41,1.5125323604135862e-64,1.022050099812978e-47,5.1983328960871564e-86,7.6222786750415557e-90
5.2446211133019425e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997783,0.11866996602994417,0.022821567693053778,0.0,4.0513346300247055e-58,2.8462573006972465e-34,1.8710372153858886e-69,8.6717418697835392e-46,1.1998562152124279e-111,5.3330272336151145e-21,2.7752315909244289e-96,5.3330272291678782e-21,1.0917899610905661e-64,2.1657316183994065e-59,1.4760810876726183e-93,8.9191644559849779e-95,6.8718531859196591e-47,2.648193686029417e-76,2.1150025003381517e-14,1.0169119972921062e-15,3.9197282797505192e-19,2.2692200932148487e-30,3.919728282111847e-19,1.1697705152300464e-28,4.3216694841439216e-34,1.1035527727664874e-39,9.5063148957559583e-63,8.1779539210243749e-47,1.3065939763183986e-83,1.9163265512128828e-87
1.0489811366171253e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995568,0.11866996602992302,0.022821567693053268,0.0,6.481889196009468e-57,1.1385956612610545e-33,2.3728321546381558e-67,6.9382718216428157e-45,6.0862760600386016e-109,1.0666633209405756e-20,1.7764909808290032e-94,1.0666633191615363e-20,1.74710090089792e-63,3.4650405364684661e-58,3.743770549155811e-91,2.2621591908038752e-92,5.4970350019839526e-46,8.4754076450052859e-75,4.2302345180290071e-14,2.0339343485717692e-15,7.8398819210097414e-19,9.0759040000606005e-30,7.8398819304558577e-19,4.6794455907585873e-28,3.4576432751526147e-33,1.7496768863148795e-38,6.0283435315470283e-61,6.5429847775360898e-46,3.3139018368818284e-81,4.8609747349405158e-85
2.0980191871909876e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991132,0.11866996602988072,0.022821567693052252,0.0,1.0367985147186695e-55,4.5545686190047736e-33,3.0230541056058903e-65,5.5509688043581824e-44,3.1015671224333812e-106,2.1333845187656059e-20,1.1370639241716472e-92,2.1333845116491588e-20,2.7955510231453413e-62,5.5424408473449125e-57,9.5391624741684333e-89,5.7640024133448807e-90,4.3962862286229503e-45,2.7123205146477551e-73,8.4606985533797296e-14,4.0679790511304547e-15,1.5680189196373027e-18,3.6291379013388719e-29,1.5680189234159306e-18,1.8718405704623764e-27,2.7662129908692513e-32,2.7866511646423417e-37,3.840278426521647e-59,5.2346370121396254e-45,8.4438522023364386e-79,1.2386591434263287e-82
4.196095288338712e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982262,0.11866996602979611,0.022821567693050219,0.0,1.6577267127989078e-54,1.8218650313626367e-32,3.8603706399627118e-63,4.440915579027816e-43,1.5842485434523429e-103,4.2668269250832706e-20,7.2775601636226419e-91,4.2668268966169048e-20,4.4730333003937597e-61,8.8617480579608345e-56,2.4362363658518525e-86,1.4720862832354944e-87,3.5146340715228799e-44,8.6797297535253474e-72,1.6921626623957222e-13,8.1360684562452729e-15,3.1360803718478971e-18,1.450588692412442e-28,3.1360803869629369e-18,7.4874039587172566e-27,2.2129702053608891e-31,4.4482989159794362e-36,2.4520184620479494e-57,4.1878101212745287e-44,2.1565012810164553e-76,3.1635471697851394e-80
8.39224749063416e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319964526,0.11866996602962689,0.022821567693046149,0.0,2.6485437470783132e-53,7.2875383999519762e-32,4.9352511179182704e-61,3.5527886661917741e-42,8.1015969583306821e-101,8.5337117803890194e-20,4.6577508442338491e-89,8.5337116665223981e-20,7.1569745897798525e-60,1.4158362816430477e-54,6.2291363215348301e-84,3.7639301230683375e-85,2.8077832529766246e-43,2.777562170069166e-70,3.3843482764616417e-13,1.6272247266464692e-14,6.2722032648208359e-18,5.7936641947361165e-28,6.2722033252833712e-18,2.9949035270071122e-26,1.7703128342373092e-30,7.1087580898395557e-35,1.5673930385295762e-55,3.3502896346960175e-43,5.5138884727403516e-74,8.0888822523360539e-78
1.6784551895225059e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319929054,0.11866996602928845,0.022821567693038013,0.0,4.225385175422691e-52,2.9150334997632524e-31,6.3128203976464636e-59,2.8422533949450634e-41,4.1453714421126424e-98,1.7067481661682204e-19,2.9809964903523449e-87,1.7067481206213398e-19,1.1451256315994041e-58,2.2587646825000409e-53,1.593570720469758e-81,9.6290801934941528e-83,2.2399339010483995e-42,8.8882767253399379e-69,6.7687195043951628e-13,3.254460488686267e-14,1.2544449004973716e-17,2.3105072269931463e-27,1.2544449246839141e-17,1.1978966909620472e-25,1.4161237391377019e-29,1.1366411102458366e-33,1.0024528148891603e-53,2.680250454766936e-42,1.4105912019812227e-71,2.0693460969206383e-75
3.3569160704406852e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319858111,0.11866996602861156,0.022821567693021742,0.0,6.7215376184082062e-51,1.1660190153375791e-30,8.0765159014889059e-57,2.2738116697986515e-40,2.1216004967242748e-95,3.4135022106995288e-19,1.9078492590614814e-85,3.4135020285115442e-19,1.8322087441132666e-57,3.593113170244302e-52,4.0775765637339194e-79,2.4638546087067104e-80,1.7819445669177672e-41,2.8442609600722175e-67,1.3537461959468931e-12,6.5089320127495207e-14,2.508894030210748e-17,9.1867575446731913e-27,2.5088941269683556e-17,4.7910325376443346e-25,1.1326865054689631e-28,1.8177662981059833e-32,6.4126161416697978e-52,2.144211272934829e-41,3.6093693607020894e-69,5.2949383016799134e-73
6.713837832277045e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319716225,0.11866996602725778,0.022821567692989198,0.0,1.0631376081864901e-49,4.6641031858372151e-30,1.0332527194198023e-54,1.8190528678014282e-39,1.0858911996317296e-92,6.8270105728528236e-19,1.2210272089487372e-83,6.8270098440999724e-19,2.9315400997806836e-56,5.6831212206207592e-51,1.0433156299111368e-76,6.3041660857018732e-78,1.4098021140510164e-40,9.101654687740488e-66,2.7074946866443375e-12,1.3017875060810689e-13,5.0177922163687051e-17,3.6312052350574527e-26,5.0177926034884324e-17,1.9159624717697011e-24,9.0580533712815415e-28,2.9069346345126413e-31,4.101924004638672e-50,1.7153788364352704e-40,9.2351438405710901e-67,1.354770874738067e-70
1.3427681355949762e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319432446,0.11866996602455024,0.022821567692924108,0.0,1.6628863145256728e-48,1.8656594043128784e-29,1.3214700217859935e-52,1.4552436276972938e-38,5.5572251495746858e-90,1.3654028389522069e-18,7.8145859420704497e-82,1.3654025474508902e-18,4.690468798509436e-55,8.888950091052492e-50,2.6686954910876948e-74,1.6125341306292564e-75,1.1034260560579035e-39,2.9125324867033147e-64,5.4149916667699906e-12,2.6035761156671898e-13,1.0035588295609458e-16,1.4188115706883678e-25,1.0035589844788633e-16,7.6602333134583207e-24,7.2409293015412585e-27,4.6473323843230638e-30,2.623054624360359e-48,1.3723157169599163e-39,2.3622424395900863e-64,3.4652180428175926e-68
2.6855368403295197e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318864889,0.11866996601913514,0.022821567692793927,0.0,2.5460789034405598e-47,7.4627753610978089e-29,1.688873144460275e-50,1.1641953086122344e-37,2.8430180941333566e-87,2.7308068392310644e-18,5.0013388043995452e-80,2.730805673225506e-18,7.5047529934905142e-54,1.3609469389170401e-48,6.8214080254770855e-72,4.1217328936513482e-73,8.4603512326538674e-39,9.3201077641587348e-63,1.0829985621944348e-11,5.2071533347351395e-13,2.0071179281790459e-16,5.4226898186408615e-25,2.0071185483933543e-16,3.0612009714195683e-23,5.7839303051613762e-26,7.4245135604779424e-29,1.6761566387197995e-46,1.0978715647846279e-38,6.03801885366365e-62,8.8566143664567823e-66
5.3710742497986066e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631772978,0.11866996600830494,0.02282156769253357,0.0,3.7489361062372293e-46,2.9852186303219007e-28,2.155220839028928e-48,9.3135620638633888e-37,1.4533743632421982e-84,5.4616165875684145e-18,3.2008580819254438e-78,5.4616119235460561e-18,1.2007604577598728e-52,2.0037432259940093e-47,1.7410428259612949e-69,1.0519791142374778e-70,6.2467939795767133e-38,2.9824344715904258e-61,2.1659973511985272e-11,1.0414307772454973e-12,4.0142356564951496e-16,1.9904130708132655e-24,4.0142381414560322e-16,1.2221720299037358e-22,4.6130876877261897e-25,1.1844082626537645e-27,1.069483930717276e-44,8.783270732164179e-38,1.5410611609392283e-59,2.2600974680925985e-63
1.0742149068736782e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315459557,0.11866996598664456,0.022821567692012854,0.0,5.1655691751836045e-45,1.1941735015412297e-27,2.7421344427187267e-46,7.4508462397152992e-36,7.4185215574844553e-82,1.0923243075358358e-17,2.0485506694436491e-76,1.0923224419272432e-17,1.9212159011576186e-51,2.7605024459736552e-46,4.4305517714552806e-67,2.6769433556153853e-68,4.3262962964036336e-37,9.5437863074988934e-60,4.3319949210835971e-11,2.0828616646236889e-12,8.0284692374478699e-16,6.8210290949998639e-24,8.0284792072065362e-16,4.8703172514663235e-22,3.6681281359976907e-24,1.883933373301235e-26,6.803477750746812e-43,7.0270893567803975e-37,3.9214638267205893e-57,5.7494132772550034e-61
2.148429870661313e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310919117,0.1186699659433238,0.022821567690971423,0.0,6.4443982141112823e-44,4.7773746440510454e-27,3.4681707262513396e-44,5.9606704282507159e-35,3.7752119219861141e-79,2.1846524015373099e-17,1.3110733070568858e-74,2.1846449391066303e-17,3.0739421710914695e-50,3.4430681446714195e-45,1.1208366127396226e-64,6.7715971142476951e-66,2.7221818320071955e-36,3.0540084303816445e-58,8.6639900283612772e-11,4.1657234387201016e-12,1.6056928896642515e-15,2.1094973655565332e-23,1.6056968985197461e-15,1.9335836107622433e-21,2.8992268012820556e-23,2.9792127152323196e-25,4.3022154591534632e-41,5.6224194934121326e-36,9.9195664480746204e-55,1.4534630938652744e-58
4.2968597982365825e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301838231,0.11866996585668227,0.022821567688888562,0.0,7.1075600801289934e-43,1.9114830211376255e-26,4.3351376100274688e-42,4.7685253988618889e-34,1.9096540761975804e-76,4.3693197752932816e-17,8.3908791588129147e-73,4.3692899256018504e-17,4.9182965187482019e-49,3.7960253186829368e-44,2.8025933182652527e-62,1.6929490340574591e-63,1.5199060224612611e-35,9.7728055707520406e-57,1.7327980112946799e-10,8.3314469842836591e-12,3.2113818204245746e-15,5.7478362116471512e-23,3.2113980001346057e-15,7.6203885946466603e-21,2.2644098344401594e-22,4.6573907709884795e-24,2.6885840636685736e-39,4.4991081951135313e-35,2.479879392344683e-52,3.6292293917474106e-56
6.445289725811853e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292757345,0.11866996577004074,0.0228215676868057,0.0,2.3301249850498505e-42,4.0626711724169209e-26,2.812824468143146e-41,1.4156541185988271e-33,1.6177533427999472e-75,6.5539983347813853e-17,4.7640885594720838e-72,6.5539349042335182e-17,1.8606894674945183e-48,1.2450790713388781e-43,2.0915148977110366e-61,1.2633596316465562e-62,3.6296014880500687e-35,4.5589882060984872e-56,2.5991970067562481e-10,1.2497170527222487e-11,4.8170677501120273e-15,9.7189245711991121e-23,4.8171023285107415e-15,1.6028813541702273e-20,6.3863164677866522e-22,1.6952398547303227e-23,1.4875113242887463e-38,1.2866533902864777e-34,1.8505879790203612e-51,2.7205844804713973e-55
1.0742149580962393e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756274595578,0.11866996559675769,0.022821567682639977,0.0,1.2455355647450958e-41,1.1237380155137481e-25,1.2134627332743198e-39,6.6311920537735499e-33,2.2719789635664432e-73,1.0923400196518589e-16,1.2807231022425809e-70,1.0923224830042661e-16,1.4684686596078298e-47,6.6557615670152007e-43,1.5842980126388838e-59,9.5660062158720771e-61,1.1452794939234004e-34,6.1093144198829482e-55,4.3319949456914503e-10,2.082861760261077e-11,8.0284276052410252e-15,1.8019905806608679e-22,8.0285245015437051e-15,4.3184499432829825e-20,2.8174298756426978e-21,1.2543527940714505e-22,3.7052716081346802e-37,5.9155257229248319e-34,1.4011582956779623e-49,2.5121777471350869e-53
1.4609323450597878e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756258249987,0.11866996544080294,0.022821567678890826,0.0,3.0013717821212689e-41,2.0016521170852181e-25,5.6948430605934754e-39,1.5302106304949996e-32,1.2934471745644439e-72,1.4855898013206018e-16,5.561087463142763e-70,1.4855585737863579e-16,4.1209933142058779e-47,1.6042859417704144e-42,8.1262498642286659e-59,4.9056755926831666e-60,2.1437567225376654e-34,2.0276352531616074e-54,5.8915130487395556e-10,2.8326919961989474e-11,1.0918641778385521e-14,2.5575261681736033e-22,1.0918815801447326e-14,7.5600095584526016e-20,6.1996473500298941e-21,3.3932322988900467e-22,1.5599637461525516e-36,1.3318895239331185e-33,7.1854008971118521e-49,1.5338897108251627e-52
1.8476497320233363e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756241904395,0.11866996528484822,0.022821567675141676,0.0,5.9418541069979644e-41,3.1255367629491135e-25,1.9728909737731614e-38,2.946320609410118e-32,5.9036434234766477e-72,1.8788434084387892e-16,1.6838998539932387e-69,1.8787946618791382e-16,9.4352408567318935e-47,3.1765729202569059e-42,3.251727166393982e-58,1.9628539609589048e-59,3.4548866389434566e-34,5.4482700726452393e-54,7.4510311073383218e-10,3.5825222312402713e-11,1.3808845688053085e-14,3.315468675224739e-22,1.3809119613967905e-14,1.1602612470700152e-19,1.1444639140859903e-20,7.493144892841734e-22,4.6053839075937653e-36,2.5179585512589454e-33,2.8749547401410516e-48,5.709868978408272e-52
2.234367118986885e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756225558804,0.11866996512889348,0.022821567671392526,0.0,1.0293937129816354e-40,4.4819238652035147e-25,5.4919787505659043e-38,5.0094565980114083e-32,2.0181732318112777e-71,2.2721006290875078e-16,4.3715901606381511e-69,2.2720307474315809e-16,1.8399257935708248e-46,5.5041750825998351e-42,9.9731925586164475e-58,6.019405640609821e-59,5.0615871674660061e-34,1.2052853248490821e-53,9.010549123949974e-10,4.3323524654347263e-11,1.6699039902811399e-14,4.074206282312294e-22,1.6699435652051474e-14,1.6368288359066317e-19,1.8715180064990827e-20,1.4145265768893587e-21,1.1633985037206194e-35,4.2095889153684354e-33,8.8163621018575126e-48,1.8250184825992417e-51
3.007801892913982e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756192867632,0.11866996481698404,0.022821567663894222,0.0,2.3266660127496319e-40,7.725346931552506e-25,2.5669618198660292e-37,1.1075907092582367e-31,1.31398637132768e-70,3.0586233109405436e-16,1.9336550346390653e-68,3.0585029127432781e-16,4.8849120011857954e-46,1.2445682203278284e-41,5.2271157125245703e-57,3.153347069169818e-58,8.9492623712179431e-34,3.7921956254157529e-53,1.212958506142245e-09,5.832012931892383e-11,2.2479406223359492e-14,5.5920569593389155e-22,2.2480096758645407e-14,2.7456431200708227e-19,3.8568415966565494e-20,3.5555959371179835e-21,4.8688894661956584e-35,8.9900861073104924e-33,4.618466261124976e-47,1.2974456845176601e-50
3.7812366668410796e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756160176454,0.11866996450507458,0.022821567656395918,0.0,4.4208085522883356e-40,1.1829424107645385e-24,8.3774171363907685e-37,2.0750470864307299e-31,5.4141299001587109e-70,3.8451593497728221e-16,5.8185200437719301e-68,3.8449750686648616e-16,1.0596001287750039e-45,2.3655487778347201e-41,1.8794518491956382e-56,1.1334382751966478e-57,1.3929926377015139e-33,9.3800300037175049e-53,1.5248620843693479e-09,7.3316733952196948e-11,2.8259736707851186e-14,7.1101105897309185e-22,2.8260806383657412e-14,4.0954406102993144e-19,6.7839408026950774e-20,7.3386987319697919e-21,1.4122239242913219e-34,1.6352659781849761e-32,1.6600296077794059e-46,4.9959444627318745e-50
4.554671440768177e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756127485288,0.11866996419316515,0.022821567648897621,0.0,7.5562378433256014e-40,1.6853466882962374e-24,2.3101453555269118e-36,3.5118046204214141e-31,1.8769566505527689e-69,4.6317096514752568e-16,1.506193180766976e-67,4.6314472145594339e-16,2.0477971926654192e-45,4.0442728058358726e-41,5.6912396712182719e-56,3.4311465610820215e-57,2.0077750946338984e-33,2.0401904971986377e-52,1.8367656460236108e-09,8.8313338552043427e-11,3.4040028925833873e-14,8.6281559463350837e-22,3.4041570470502305e-14,5.6825785196066355e-19,1.0851142762079833e-19,1.352931957358393e-20,3.5163951496077696e-34,2.7058924047420925e-32,5.0251453946442528e-46,1.6043814747816168e-49
6.101540988622371e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756062102949,0.11866996356934638,0.022821567633901016,0.0,1.8214815451952068e-39,2.9718485295635144e-24,1.7727429382879864e-35,8.351415539279247e-31,3.8246377455684824e-68,6.2048538466611866e-16,9.3202999720997745e-67,6.2043914757025816e-16,6.4437383603130118e-45,9.7517581413822206e-41,6.2404248048991116e-55,3.756665517064691e-56,3.5940656888036214e-33,8.5476629512301602e-52,2.4605727186797561e-09,1.1830654764957287e-10,4.5600496407434631e-14,1.1664210536336339e-21,4.5603281122988665e-14,9.4711894992381474e-19,2.3088444460746231e-19,3.8189928063267942e-20,1.9189038559059877e-33,6.2461586581937962e-32,5.5012762191400261e-45,1.9505424479835612e-48
