Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50)
6.450778387925648e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996273,0.022821567693054223,0.0,9.2832444676453375e-62,4.3075987503662663e-36,9.0610957409038524e-76,1.6144345158337206e-48,8.8099256709375906e-120,6.5595161313804826e-22,9.6270629880968238e-102,6.5595161307074265e-22,2.5016483060631384e-68,4.9625232587231044e-63,8.8029826253192239e-101,5.3191693378553479e-102,1.2801113606363344e-49,7.4685699694956447e-81,2.6014104975124807e-15,1.2507812848323788e-16,4.8211868758583053e-20,3.4348652554297664e-32,4.8211868762156737e-20,1.7703665260653385e-30,8.0493446370923479e-37,2.8600574273379768e-43,3.7367621042302458e-68,1.5231803863618487e-49,7.7922037442162238e-91
1.2907161274885116e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999454,0.11866996602996012,0.02282156769305416,0.0,1.487006740178944e-60,1.724162107857512e-35,1.0832478232858735e-73,1.2928569765828635e-47,4.211369849134167e-117,1.3124731235550721e-21,6.1708431539560354e-100,1.3124731232856744e-21,4.006984908801948e-67,7.949098510445495e-62,2.1042772109651357e-98,1.2715016370289582e-99,1.0248451982253269e-48,2.3926248249362313e-79,5.2050811257771009e-15,2.5026492606159265e-16,9.6465624454265148e-20,1.3748092699215636e-31,9.6465624468569186e-20,7.0860765898201573e-30,6.4443653318011129e-36,4.278279089098355e-42,2.2347081713540879e-66,1.2194704779241419e-48,1.8626592193830949e-88
2.581992704880405e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999891,0.11866996602995492,0.022821567693054035,0.0,2.3804814283498473e-59,6.8988943772439902e-35,1.3374562468049886e-71,1.0348095826875241e-46,2.0794478217244819e-114,2.6255161447931961e-21,3.9523896761548747e-98,2.6255161437152542e-21,6.4146559320546469e-66,1.27253815210684e-60,5.1954913821276292e-96,3.1393562421453348e-97,8.2015201420646021e-48,7.6606939569216783e-78,1.0412422382301648e-14,5.0063852121829258e-16,1.9297313583478825e-19,5.5007719132692146e-31,1.9297313589202311e-19,2.8353510611024357e-29,5.1574432783478936e-35,6.6067160795800297e-41,1.3799355828556371e-64,9.7594702024058528e-48,4.5989329978075671e-86
5.164545859664192e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997816,0.11866996602994451,0.022821567693053785,0.0,3.8095300581795214e-58,2.7600070764701365e-34,1.6804859359434201e-69,8.2805731773968798e-46,1.0450021404045457e-111,5.251602188885748e-21,2.5305058511110313e-96,5.2516021845732771e-21,1.0266234344960142e-64,2.0364695770295956e-59,1.3055128866504066e-93,7.8885128053233297e-95,6.5618923229126604e-47,2.4521093982688964e-76,2.0827104895331955e-14,1.0013857115316534e-15,3.8598815855246982e-19,2.2004621966703142e-30,3.85988158781447e-19,1.1343229878479612e-28,4.1267261183326102e-34,1.0379790237966115e-39,8.6705302563617191e-63,7.809059221568297e-47,1.1556108608299269e-83
1.0329652169231765e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995634,0.11866996602992368,0.022821567693053286,0.0,6.0950335727526609e-57,1.104092760039662e-33,2.1308700983086937e-67,6.6252972478891703e-45,5.299995620216454e-109,1.0503774283536066e-20,1.6198362818198651e-94,1.0503774266284776e-20,1.6428203145542866e-63,3.2582381271211554e-58,3.3106816031943608e-91,2.0004669801928908e-92,5.2491006292042467e-46,7.8478499704492511e-75,4.1656469921317468e-14,2.0028800921582208e-15,7.720182038143744e-19,8.8009273828006347e-30,7.7201820473036152e-19,4.5376447211737297e-28,3.3016750034187503e-33,1.645478681682729e-38,5.4975531058943249e-61,6.2478409704077793e-46,2.930541417654571e-81
2.0659864788366913e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991266,0.11866996602988202,0.022821567693052283,0.0,9.7492517861438108e-56,4.4165513689627912e-33,2.7145899404995139e-65,5.3005732967323765e-44,2.7006650127894871e-106,2.1008118498697565e-20,1.0367952435428628e-92,2.1008118429689599e-20,2.6286907693271935e-62,5.2116829976182577e-57,8.4350302020674098e-89,5.0968354606770453e-90,4.1980218399023262e-45,2.5114879853153113e-73,8.3315199972987975e-14,4.0058688534107363e-15,1.5440782936443507e-18,3.5192046203921198e-29,1.5440782973084738e-18,1.8151185385096762e-27,2.6414344164899034e-32,2.6205117303320163e-37,3.5018920822723693e-59,4.9985107157424834e-45,7.4665002311528768e-79
4.132029002663721e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982534,0.11866996602979869,0.022821567693050281,0.0,1.5588154202496739e-54,1.7666569847788387e-32,3.466342737185179e-63,4.2405928337361055e-43,1.3794054279675412e-103,4.2016807032464011e-20,6.6358096513582368e-91,4.2016806756426515e-20,4.2060478419760971e-61,8.3329958509753975e-56,2.154169505964958e-86,1.3016488691440747e-87,3.3561666526583084e-44,8.0370431424904146e-72,1.6663266007512709e-13,8.0118463759132912e-15,3.0881984705289692e-18,1.4066638905538553e-28,3.0881984851859713e-18,7.2605162062650019e-27,2.1131481228407872e-31,4.1829436900525044e-36,2.2358779318918129e-57,3.9989045340480242e-44,1.9068226425192002e-76
8.26411405031778e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996507,0.11866996602963205,0.022821567693046274,0.0,2.4905689171630427e-53,7.0667037803459166e-32,4.4314315983213457e-61,3.3925279349657937e-42,7.0537730233540095e-101,8.403418451377068e-20,4.247020610037721e-89,8.4034183409609488e-20,6.7297906160905611e-60,1.3313874804020231e-54,5.5078287029701477e-84,3.3280848974143487e-85,2.6812437879228804e-43,2.5718988525200645e-70,3.3326758027459762e-13,1.6023801420908488e-14,6.1764388131968732e-18,5.6183573418005253e-28,6.1764388718271581e-18,2.9041514958409894e-26,1.6904592544658346e-30,6.684582216065929e-35,1.4292053332225404e-55,3.1991632653139463e-43,4.8754063943018312e-74
1.6528284145625898e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319930137,0.11866996602929877,0.022821567693038263,0.0,3.9735341781812356e-52,2.8266990531854855e-31,5.6683262399988891e-59,2.7140437971155143e-41,3.609032985664394e-98,1.6806894113147909e-19,2.7181259703001405e-87,1.6806893671481186e-19,1.0767756171478143e-58,2.1241328452465002e-53,1.4090300966872268e-81,8.5140116609405261e-83,2.1390773825842324e-42,8.230148351007515e-69,6.6653742065430773e-13,3.2047711510859268e-14,1.2352919454127351e-17,2.2406976887980126e-27,1.2352919688663106e-17,1.1615988879527196e-25,1.3522485496437301e-29,1.0688101865363751e-33,9.1406545938579345e-54,2.5593484721774466e-42,1.2472416627876417e-71
3.3056624336242133e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319860276,0.11866996602863222,0.022821567693022238,0.0,6.3214608921476401e-51,1.1306850273187716e-30,7.2519482666557953e-57,2.1712435882435827e-40,1.8469288907717158e-95,3.3613846098727621e-19,1.7396111116510536e-85,3.3613844332056257e-19,1.7228482598565322e-57,3.3792458733783092e-52,3.6053694429179249e-79,2.1785309975386116e-80,1.701854125555565e-41,2.6336589622427398e-67,1.3330771013368044e-12,6.409553169060235e-14,2.4705880558366979e-17,8.9099994075963224e-27,2.4705881496619265e-17,4.6458665035848384e-25,1.0815990844020489e-28,1.7092852008910113e-32,5.8471988506572293e-52,2.047489128494028e-41,3.1913908679688429e-69
6.611330471747461e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319720554,0.11866996602729912,0.02282156769299019,0.0,1.0000310352684513e-49,4.5227660982291885e-30,9.2776651850143137e-55,1.736998244199898e-39,9.4513589299793877e-93,6.7227752718039083e-19,1.1133544697911125e-83,6.7227745651344757e-19,2.756562961811865e-56,5.3457797705751116e-51,9.2249459384561114e-77,5.5741390500344992e-78,1.3466627957963462e-40,8.4277268467375012e-66,2.6661564623941047e-12,1.2819117204945496e-13,4.9411802056360934e-17,3.5224430387075153e-26,4.9411805810223314e-17,1.8579164131639955e-24,8.649559404096578e-28,2.7334630940069128e-31,3.7402595554872037e-50,1.6380005720301487e-40,8.1657075745590691e-67
1.3222666547993955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319441111,0.11866996602463291,0.022821567692926096,0.0,1.564704673623572e-48,1.8091237693428569e-29,1.1865715913801351e-52,1.3895998702080632e-38,4.8351533905689881e-90,1.3445557654926958e-18,7.1254793701426641e-82,1.3445554828247522e-18,4.410505105632983e-55,8.3641262018214599e-50,2.3596608277984474e-74,1.4258162111051861e-75,1.0543497041301666e-39,2.6968753593015321e-64,5.3323151832779289e-12,2.5638245276462786e-13,9.8823642210407898e-17,1.3767933505660694e-25,9.8823657232545687e-17,7.4282122193142111e-24,6.9144631560719347e-27,4.3700467071049167e-30,2.3918061700349274e-48,1.310412365570047e-39,2.0887146580337677e-64
2.6445338700486946e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631888222,0.11866996601930049,0.022821567692797903,0.0,2.3972670672917008e-47,7.2366266481504419e-29,1.5165034029307351e-50,1.1116802867537051e-37,2.4718464662119842e-87,2.6891126658215589e-18,4.5603102626994765e-80,2.6891115351494991e-18,7.0568109260683115e-54,1.2814046976382927e-48,6.0315679653391653e-72,3.6445522814150353e-73,8.0890021959949476e-39,8.6300046929273996e-63,1.0664632620122478e-11,5.1276501418485977e-13,1.9764731115073919e-16,5.2655416614621224e-25,1.9764737129115635e-16,2.9685229061880823e-23,5.5232830336434963e-26,6.981678806489548e-29,1.528421078170985e-46,1.0483477567481394e-38,5.338986634361528e-62
5.2890683005472925e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317764441,0.11866996600863566,0.022821567692541522,0.0,3.5338064198298564e-46,2.8947542668564459e-28,1.9353429249529767e-48,8.8934419467436043e-37,1.26182686084096e-84,5.378228161295907e-18,2.9185997046959525e-78,5.3782236386075454e-18,1.12908973310874e-52,1.8887645689791427e-47,1.539491392458533e-69,9.302318616252539e-71,5.9791110932013695e-38,2.7616015014795575e-61,2.1329267474119179e-11,1.0255301369849757e-12,3.9529460356036239e-16,1.9349897373569107e-24,3.9529484451458314e-16,1.1852047553403782e-22,4.4054075400253425e-25,1.1138139382333021e-27,9.7526480577511668e-45,8.3870625136585322e-38,1.362711826685913e-59
1.0578137161544488e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631552888,0.11866996598730599,0.022821567692028758,0.0,4.8780587814092963e-45,1.1579838892113275e-27,2.4626035580143252e-46,7.1147503630660179e-36,6.4224966684240855e-82,1.0756465931507976e-17,1.8679051605400947e-76,1.075644784075785e-17,1.8065428069193493e-51,2.6068666784985143e-46,3.9178597426274105e-67,2.3673518146209837e-68,4.1482211900176949e-37,8.8371211744799802e-60,4.265853710334297e-11,2.0510603824244397e-12,7.9058900649553412e-16,6.643649301196762e-24,7.9058997317600705e-16,4.723274017574183e-22,3.5033132943125579e-24,1.7718032601625707e-26,6.2046747724310353e-43,6.7100946419502391e-37,3.4679429875749832e-57
2.115627488353888e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311057762,0.11866996594464665,0.022821567691003228,0.0,6.1011622004597464e-44,4.632585703026471e-27,3.1151924399464358e-44,5.6917941240647794e-35,3.2498953400309169e-79,2.1512968588960627e-17,1.1954600933686173e-74,2.1512896225995286e-17,2.8904654654148393e-50,3.2597081964011994e-45,9.9124124446998613e-65,5.9895367090979882e-66,2.6165395860918841e-36,2.8278758718963579e-58,8.5317076046712157e-11,4.1021208726633307e-12,1.5811770848302635e-15,2.0600226998672075e-23,1.5811809716245709e-15,1.8754178977004372e-21,2.7694670273817383e-23,2.8023887296811607e-25,3.9242726723493711e-41,5.3687792962409676e-36,8.7739476385250894e-55
4.2312550327527663e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302115526,0.11866996585932797,0.022821567688952167,0.0,6.748018417488401e-43,1.8535437177100804e-26,3.8953105171249907e-42,4.5534250108685558e-34,1.6256113297411742e-76,4.3026082371780221e-17,7.6509535763238791e-73,4.3025792920217514e-17,4.6247346031608338e-49,3.6040324594530343e-44,2.4790581670191583e-62,1.4979609036614307e-63,1.4649421407583403e-35,9.049183275992615e-57,1.7063415267313691e-10,8.2042418505913381e-12,3.162350331362723e-15,5.6292440064152166e-23,3.1623660167607325e-15,7.3927967123797122e-21,2.1638416838776796e-22,4.3824889080125089e-24,2.4532739340267036e-39,4.2961267250223108e-35,2.1942575905363084e-52
6.346882577151645e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675629317329,0.11866996577400929,0.022821567686901106,0.0,2.2144648858534349e-42,3.9395160855748293e-26,2.527705970047789e-41,1.3517963020652649e-33,1.3733544779618384e-75,6.4539304622314364e-17,4.3439811490619343e-72,6.4538689538187106e-17,1.749629180781699e-48,1.1832879078950929e-43,1.8501593217105772e-61,1.1179512384534736e-62,3.5024158587256756e-35,4.2214203592889634e-56,2.5595122803924811e-10,1.2306362825973873e-11,4.7435206677636473e-15,9.5317455040086824e-23,4.7435541873398123e-15,1.5552461698678335e-20,6.1039434449146254e-22,1.5954448352156588e-23,1.3574827926685414e-38,1.2286022078426026e-34,1.6375935458148708e-51
1.0578137665949401e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275288818,0.11866996560337194,0.022821567682798985,0.0,1.1858553998569129e-41,1.089666121662833e-25,1.091151848317045e-39,6.33207038113635e-33,1.8485016181656777e-73,1.0756618299264267e-16,1.1677861478411332e-70,1.0756448246911596e-16,1.3808192239456405e-47,6.3369180697522406e-43,1.4018136434468298e-59,8.4703960827024795e-61,1.1069476439995665e-34,5.6569538599588215e-55,4.2658537373021623e-10,2.0510604766567627e-11,7.9058497000829492e-15,1.7700178195093547e-22,7.9059436132053243e-15,4.191697140803028e-20,2.6944783778810614e-21,1.18119138645386e-22,3.3835087065860382e-37,5.6485953939820738e-34,1.2406839894149755e-49
1.4386267245867383e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756259192794,0.11866996544979833,0.022821567679107077,0.0,2.8593743314016648e-41,1.9409538234259899e-25,5.1218382477749275e-39,1.4611855215621322e-32,1.0171362460336596e-72,1.4629072398538959e-16,5.0706984373143937e-70,1.46287695860578e-16,3.8750210590023081e-47,1.5284029087270156e-42,7.1900134754075869e-59,4.3445315279035624e-60,2.073378517934718e-34,1.8775002548125193e-54,5.8015610077998323e-10,2.7894422504887891e-11,1.0751936426529348e-14,2.5138267080174689e-22,1.0752105073188721e-14,7.3399310522219692e-20,5.9310841016085972e-21,3.1961627589203027e-22,1.4248331718811301e-36,1.2717857284156832e-33,6.3635009830886243e-49
1.8194396825785365e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756243096769,0.11866996529622471,0.022821567675415169,0.0,5.663121389111643e-41,3.0307459460892255e-25,1.7747072247517358e-38,2.8134173784319394e-32,4.649971441879702e-72,1.8501563593090435e-16,1.5354098429643966e-69,1.850109089912583e-16,8.872074143953981e-47,3.0275920159656715e-42,2.877361007694826e-58,1.7386316869757449e-59,3.3429624169727026e-34,5.0448564326408746e-54,7.3372682351951114e-10,3.5278240234514362e-11,1.3598013200510688e-14,3.2601276768036677e-22,1.3598278634681715e-14,1.1267599473994347e-19,1.0952640761714152e-20,7.0599980101300383e-22,4.2072658687915389e-36,2.4043237762492108e-33,2.5465472475190302e-48
2.2002526405703347e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756227000745,0.1186699651426511,0.022821567671723261,0.0,9.8139519795792229e-41,4.3459815191291312e-25,4.9412268591988998e-38,4.783489195712883e-32,1.5662989196250907e-71,2.2374089827948539e-16,3.986093548175052e-69,2.2373412187560277e-16,1.7301051268701552e-46,5.2475802792215624e-42,8.8253721599415769e-58,5.3326876770221537e-59,4.8991508166540317e-34,1.116040781279071e-53,8.8729754218756167e-10,4.2662057955928757e-11,1.6444080573365018e-14,4.0072584280035034e-22,1.6444464015698961e-14,1.5899309900890081e-19,1.7916329251721158e-20,1.3331066879954905e-21,1.0630600471324629e-35,4.0196000120028156e-33,7.8105783470706214e-48
2.9618785565539307e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756194808701,0.11866996483550392,0.022821567664339442,0.0,2.2189706116241005e-40,7.4909861835347057e-25,2.3104014510547458e-37,1.057629401564825e-31,9.2054760499060094e-71,3.0119222206111799e-16,1.7631408269684657e-68,3.0118054708252805e-16,4.5933438235250826e-46,1.1869716377935807e-41,4.624808502113297e-57,2.7945145472705476e-58,8.6653635968166253e-34,3.5114052069954265e-53,1.194438970238733e-09,5.7429693380030251e-11,2.2136193880065941e-14,5.5019189021832831e-22,2.2136862832410297e-14,2.6679842425104647e-19,3.6941022877085887e-20,3.3523104534506507e-21,4.4508841100512656e-35,8.5843046980280355e-33,4.0929248092206922e-47
3.723504472537527e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756162616658,0.11866996452835674,0.022821567656955623,0.0,4.2171613913205479e-40,1.1470502724693447e-24,7.5420886624329715e-37,1.9814458007722855e-31,3.6037167416674718e-70,3.7864484106552028e-16,5.3054290515249801e-68,3.7862697137889692e-16,9.9635530083544694e-46,2.2565982459697785e-41,1.6627375563360515e-56,1.0046993495992932e-57,1.3491440941682238e-33,8.6854927450842264e-53,1.5015803832400674e-09,7.2197328773776878e-11,2.7828272436636804e-14,6.996796873577412e-22,2.7829308523119116e-14,3.9810390523310951e-19,6.5008117884354755e-20,6.9216842286734882e-21,1.291343753163545e-34,1.5614497231903157e-32,1.4714841763999056e-46
4.4851303885211235e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756130424614,0.11866996422120957,0.022821567649571804,0.0,7.2093359980232055e-40,1.6342033048105204e-24,2.0803248220681435e-36,3.3533942707299308e-31,1.1863683250645096e-69,4.5609884313681848e-16,1.3733733717730765e-67,4.5607339470294921e-16,1.9255695085708408e-45,3.8586342867105776e-41,5.0345900547591456e-56,3.0421194283293101e-57,1.9449310284264352e-33,1.8891262105759744e-52,1.8087217801707692e-09,8.696496413510978e-11,3.3520313886270762e-14,8.4916668241254473e-22,3.3521806806675816e-14,5.525825147183144e-19,1.0403283641216798e-19,1.2765257693927419e-20,3.2163610539939284e-34,2.5837383802443425e-32,4.4554058635393814e-46
6.008382220488316e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756066040539,0.11866996360691527,0.022821567634804169,0.0,1.7382451501042704e-39,2.8816404207748713e-24,1.5981180920950636e-35,7.9747015498652252e-31,1.8885615967253693e-68,6.1101107436413487e-16,8.4984118531374518e-67,6.10966238379321e-16,6.0591293186148441e-45,9.3061955628458082e-41,5.5183418808041593e-55,3.3344139262563187e-56,3.4824207425982991e-33,7.9147591754536241e-52,2.4230045249147117e-09,1.16500234758708e-10,4.4904283375165941e-14,1.1481367885323723e-21,4.4906979474659168e-14,9.2166886265382268e-19,2.216019760936506e-19,3.6068484521692038e-20,1.7570848309352424e-33,5.9641373676838707e-32,4.8829561517816824e-45
7.531634052455509e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756001656468,0.11866996299262107,0.022821567620036533,0.0,3.4217605486967562e-39,4.4925201300766315e-24,6.526593995114696e-35,1.5574132229453236e-30,1.0974980325052625e-67,7.6592892408598444e-16,3.075301046015626e-66,7.6585907810573962e-16,1.4555095402971897e-44,1.8321757323338771e-40,2.704799419115989e-54,1.6343513754863443e-55,5.4796935952505433e-33,2.3166430625215817e-51,3.0372872043728716e-09,1.4603550525062774e-10,5.6288102122946938e-14,1.4471055626451357e-21,5.6292399822536724e-14,1.3620621565887881e-18,3.9531574857939613e-19,7.9809597713748077e-20,5.9058502600334494e-33,1.1464434266331253e-31,2.3932073010107843e-44
