Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53)
5.726682421324683e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996252,0.022821567693054247,0.0,1.8162106063053152e-54,1.6341289269892864e-30,5.8436986351711588e-73,7.8927875283969643e-46,4.1528183542793869e-111,5.0542513714436013e-17,8.3469300901430936e-90,5.0542513714420618e-17,5.5230634209948067e-61,1.6600073535177939e-61,6.0046952174818316e-94,6.9624304053429946e-95,2.4868723060486246e-46,1.2163879734785317e-71,2.76026542643807e-15,8.172655337284182e-17,3.2717879813738873e-19,4.9567202850089225e-32,1.8353909924151156e-31,3.2717879798093075e-19,7.2100645636993378e-29,2.9722127857601915e-35,1.264292409785477e-40,6.7941671190163663e-66,6.1311843124884611e-44,9.3237638967202974e-82,1.0574833404761901e-87,9.4795735298049877e-46,1.7699182552767767e-91
1.1458340240061464e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999422,0.1186699660299597,0.022821567693054205,0.0,2.9082999852351106e-53,6.5407743713209534e-30,3.9658072230691026e-71,6.3206313550001023e-45,1.1269880694087053e-108,1.011289392566193e-16,5.3502918247407055e-88,1.011289392565577e-16,8.8465000157781399e-60,2.6590994511995808e-60,8.1485373702282843e-92,9.448210488688509e-93,1.9910076142579865e-45,3.8968103316471598e-70,5.5229289983365781e-15,1.6352411157050634e-16,6.5464185254881183e-19,1.9839773576802763e-31,7.3463471326015559e-31,6.5464185192257211e-19,2.8859036319966532e-28,2.3795759336373806e-34,1.0733395233610874e-39,2.3063337092728391e-64,4.9086754728575663e-43,5.9740143903152676e-80,1.4350341190833005e-85,7.5894138166480422e-45,2.403828431555993e-89
2.2921655877535026e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999885,0.11866996602995408,0.022821567693054122,0.0,4.6551633219529546e-52,2.6171617242239072e-29,2.8229546037628512e-69,5.0590668682041482e-44,3.2072093126784053e-106,2.0230179034104501e-16,3.4268312519758324e-86,2.0230179034079854e-16,1.4162083237064806e-58,4.2570230521913504e-59,1.1596639785991962e-89,1.344627736749706e-90,1.5934074291945445e-44,1.2476787436659815e-68,1.1048256142129752e-14,3.2711922796583032e-16,1.3095679618234871e-18,7.938473555142956e-31,2.9394957558443664e-30,1.309567959317711e-18,1.1547364064162236e-27,1.9043815035495992e-33,9.5685377207433111e-39,8.2142339024527694e-63,3.9284322254897541e-42,3.8255483427793951e-78,2.0422774024926161e-83,6.073823235726896e-44,3.4241495391764303e-87
4.584828715248215e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997712,0.11866996602994283,0.022821567693053959,0.0,7.4497427340334801e-51,1.047035109330355e-28,2.1699250783069591e-67,4.0482784583945386e-43,9.8534552810279919e-104,4.04647492510133e-16,2.1940186173895468e-84,4.0464749250914688e-16,2.2665481498144655e-57,6.8131835913498027e-58,1.7818711121299912e-87,2.0660754866458475e-88,1.2749620044364711e-43,3.9936914201930206e-67,2.2098910429700723e-14,6.5430946075645822e-16,2.6194201821801576e-18,3.1758902412965289e-30,1.1759897082271895e-29,2.6194201721554164e-18,4.6196899217269321e-27,1.5237906321382785e-32,9.2222705946417688e-38,3.160351017327542e-61,3.1433426474282776e-41,2.4490484808048399e-76,3.1380427112217345e-81,4.8599583778595549e-43,5.2674550450394536e-85
9.17015497023764e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995436,0.11866996602992032,0.022821567693053633,0.0,1.1920691628789589e-49,4.1884813026999742e-28,1.8532534235225743e-65,3.2390328020883339e-42,3.3628932167899583e-101,8.0933889684925528e-16,1.4044428930543058e-82,8.0933889684531048e-16,3.6269689745626773e-56,1.090257110131746e-56,3.0416717132930732e-85,3.526811402504534e-86,1.0200567972223935e-42,1.2781603914373177e-65,4.4200219004781168e-14,1.308689926337634e-15,5.2391246301228256e-18,1.270446604470539e-29,4.7043416564734668e-29,5.2391245900205322e-18,1.8480202640191643e-26,1.2191419935358124e-31,9.8843148369733304e-37,1.3513485007315754e-59,2.5149128912594461e-40,1.567614274707083e-74,5.3566700910211901e-79,3.888299008491231e-42,9.0039300624641034e-83
1.834080748021649e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990884,0.1186699660298753,0.022821567693052977,0.0,1.9073726776118648e-48,1.6754606980416071e-27,1.7804949327082807e-63,2.5913902654826784e-41,1.2910802812024613e-98,1.6187217055312851e-15,8.9893017390758186e-81,1.6187217055155049e-15,5.8035439329280594e-55,1.7445038892486644e-55,5.8406905794159404e-83,6.7722673632272319e-84,8.160687319200608e-42,4.0903998882814842e-64,8.8402836154696092e-14,2.6174508574996657e-15,1.0478533554925781e-17,5.081890137639327e-29,1.8818132176466145e-28,1.0478533394509591e-17,7.3923330610854545e-26,9.7534987851657364e-31,1.1917234344958302e-35,6.5000131608543251e-58,2.0120258290288413e-39,1.0033445786024112e-72,1.0286005562163212e-76,3.1107279002697542e-41,1.7312785358096791e-80
3.668211250017419e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998178,0.11866996602978526,0.022821567693051669,0.0,3.0517619074644318e-47,6.7019791601850129e-27,1.9002950418890442e-61,2.07317782335519e-40,5.5074803950905613e-96,3.2374873229104851e-15,5.7534306356811264e-79,3.2374873228473632e-15,9.2859851554794286e-54,2.7911980483232445e-54,1.246084004343707e-80,1.4448315434966795e-81,6.5284576816112341e-41,1.308973824285371e-62,1.7680807045354202e-13,5.2349727198224497e-15,2.0957351520204731e-17,2.0327149610328741e-28,7.5274058843708306e-28,2.0957350878523007e-17,2.9569543500514625e-25,7.8028239483663102e-30,1.5949026073059176e-34,3.472324490994998e-56,1.6096588732010341e-38,6.4216339049262436e-71,2.1944711018131685e-74,2.4885470246947708e-40,3.6975341858702936e-78
7.336472254008958e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963573,0.1186699660296052,0.022821567693049053,0.0,4.882522808694617e-46,2.68081894725443e-26,2.1899054507479353e-59,1.6585685025792551e-39,2.5374080027486933e-93,6.475018557729448e-15,3.6822844108512433e-77,6.4750185574769573e-15,1.4857828120067374e-52,4.465647368707365e-53,2.8709807699796338e-78,3.3288955753327617e-79,5.2224327475117456e-40,4.1887895932591083e-61,3.5361853904729811e-13,1.0470016444462899e-14,4.1914987913475276e-17,8.1302830126813094e-28,3.0109928775327072e-27,4.1914985346691064e-17,1.1827625450961948e-24,6.2420767868016733e-29,2.3022901651885016e-33,2.0021560669232491e-54,1.2877423868345955e-37,4.1099188223845579e-69,5.0560668529533503e-72,1.9907102771992786e-39,8.5251382236197162e-76
1.4672994261992038e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679927157,0.11866996602924505,0.022821567693043818,0.0,7.8109397395929986e-45,1.0723330430286631e-25,2.6477249574811464e-57,1.3268652982727577e-38,1.2267735158291789e-90,1.2950081027609626e-14,2.3566904332819534e-75,1.295008102659966e-14,2.37727264159986e-51,7.1439788969055898e-52,6.9409486309291338e-76,8.0480137259330497e-77,4.1773385141414115e-39,1.3404243928196634e-59,7.0723947621906775e-13,2.0940103893723312e-14,8.3830262551030537e-17,3.2516022283848633e-27,1.2044031924011225e-26,8.3830252283592148e-17,4.7308244455530758e-24,4.9932807678588432e-28,3.4838216432793514e-32,1.2108589081217375e-52,1.0302000313430879e-36,2.6303714065555715e-67,1.2223661436476929e-69,1.5923361717866127e-38,2.0619044309819614e-73
2.93460382779582e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679854321,0.11866996602852478,0.022821567693033347,0.0,1.2493876335727974e-43,4.2893431601144468e-25,3.2892318424327243e-55,1.0614964348319168e-37,6.0949959620758166e-88,2.5900205968338982e-14,1.5082909592671165e-73,2.5900205964299105e-14,3.8036523165609744e-50,1.142683000657573e-50,1.7243366354405958e-73,1.9993642074708444e-74,3.3408692069786389e-38,4.2893767241308216e-58,1.4144813504996363e-12,4.188027879216222e-14,1.6766081923151421e-16,1.3002223753008095e-26,4.8176243452391577e-26,1.6766077815965508e-16,1.8921347810284324e-23,3.9939801129460742e-27,5.4136124810163552e-31,7.52284349731696e-51,8.241624842711238e-36,1.6834451250285553e-65,3.0367179325438996e-67,1.2734864851863386e-37,5.123497016293989e-71
5.869212630989052e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679708649,0.11866996602708423,0.022821567693012405,0.0,1.9978509711108232e-42,1.7157395094095876e-24,4.1452130017689763e-53,8.4919882269654012e-37,3.0721908758180169e-85,5.180045585367369e-14,9.6530910813182077e-72,5.1800455837514177e-14,6.0858565017853996e-49,1.8271497714332084e-49,4.3458963411531717e-71,5.0390559472902311e-72,2.6710823181764616e-37,1.3726034810298296e-56,2.8289650988088896e-12,8.376062858871238e-14,3.3532196222447084e-16,5.1975245828400668e-26,1.9270516474905683e-25,3.3532179792082985e-16,7.5669507410470504e-23,3.1941390439857027e-26,8.5313733003405906e-30,4.7408323293008592e-49,6.5933098779296228e-35,1.0774071913597346e-63,7.6535265792350734e-65,1.0181732704898943e-36,1.2914217920981395e-68
1.1738430237375515e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767941731,0.11866996602420313,0.022821567692970526,0.0,3.1928188258014005e-41,6.8629629101887989e-24,5.2614683688693036e-51,6.793597222379903e-36,1.5597314567969674e-82,1.0360095563984714e-13,6.1779873994073747e-70,1.0360095557520904e-13,9.7373803935246389e-48,2.9197785200540593e-48,1.1032074014757391e-68,1.2791659848969706e-69,2.1342847575298325e-36,4.39233545860067e-55,5.6579325944198648e-12,1.6752132818050222e-13,6.7064436682201664e-16,2.0763188182806394e-25,7.7082071628797664e-25,6.7064370947942478e-16,3.0255045695151199e-22,2.5536346878984593e-25,1.3539463029761872e-28,3.0089119565490108e-47,5.2746521707957928e-34,6.8954125939837912e-62,1.9428490707106105e-62,8.1355306678330398e-36,3.2783708454268581e-66
2.3476865450148443e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678834631,0.11866996601844092,0.022821567692886766,0.0,5.0965685847198929e-40,2.7451864436264253e-23,6.6991009155845866e-49,5.4348803405917843e-35,7.9434938918633852e-80,2.0720195527421009e-13,3.9539146527376694e-68,2.0720195501565761e-13,1.5579815836342796e-46,4.6599638422856881e-47,2.809257348213892e-66,3.2573250398957889e-67,1.703310614923662e-35,1.4055478025819436e-53,1.1315867581611683e-11,3.3504272735884094e-13,1.3412896511396741e-15,8.2838171396272443e-25,3.0832803830403718e-24,1.3412870207419902e-15,1.209181297734432e-21,2.0402268866651015e-24,2.1554079644493015e-27,1.9155775557240756e-45,4.2197238705510058e-33,4.4130651037353895e-60,4.9473513461667924e-60,6.4927037270044532e-35,8.3479051424930655e-64
