Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(56),CO2X(24),CHOX(60),COX(57),H2OX(23)
1.410505593853379e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756160383829775,0.11866428056747062,0.022821430950055437,4.8551685356433491e-30,1.0233552483443072e-21,1.4331690793153693e-15,1.1498024501161663e-20,1.5773693994934144e-26,1.3805182412057729e-22,2.9874601686713403e-14,1.9702240893740474e-49,2.9895322918564166e-14,1.2923807251368307e-32,3.0219993246406478e-32,7.3406125891098554e-35,9.5704909373097141e-39,1.4161643394143369e-22,5.7036620618535387e-38,5.6853569275826222e-06,2.734859976260792e-07,2.9404284089825131e-12,4.1324034321478206e-10,2.0359353725369628e-16,8.3587695250325298e-14,1.0251287834581591e-10,3.7908288979435365e-17,3.9065567764345098e-17,9.3959311770751856e-20,1.3838885188806075e-29,9.5821709776956487e-29,4.7604776085084722e-27,3.1678005629258743e-22
1.632566680607685e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756066614361674,0.11866338599420639,0.022821409422616318,1.0072583121509529e-29,1.424468612978528e-21,1.6657497411880351e-15,2.0655679913268854e-20,1.8371787304740137e-26,1.8494263292728889e-22,3.4577857081193758e-14,4.085275057184752e-49,3.461390417721448e-14,2.0039266745406657e-32,4.0627162287090043e-32,1.1441440642428079e-34,1.99345281726954e-38,1.8973095583292041e-22,1.0233360692106173e-37,6.5799135503982365e-06,3.1654087584533454e-07,2.9414768917986548e-12,4.7978360956953203e-10,2.0366613362414367e-16,8.3617946486050189e-14,1.1914851039500796e-10,4.4063861890293322e-17,6.0427790836079401e-17,1.2679336704983325e-19,2.4804565226177705e-29,1.7277920210573213e-28,9.2294688959938777e-27,3.7603668371341505e-22
2.076688854116297e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755879117105886,0.11866159726371336,0.022821366368157747,3.3983583766963646e-29,2.4340072347410254e-21,2.1314231879793269e-15,5.4162532444369489e-20,2.3573585442846752e-26,2.9925430243962148e-22,4.3984196519346805e-14,1.3854239217511444e-48,4.4060922444878223e-14,4.124625037121452e-32,6.6177289316061742e-32,2.38606663261572e-34,6.7892723375020599e-38,3.0704404854205787e-22,2.6927395880523529e-37,8.3686107428868605e-06,4.0264979291431501e-07,2.9435738093491482e-12,6.1294074481298973e-10,2.0381132302837762e-16,8.3678648683132851e-14,1.5243740767049089e-10,5.6527594472768443e-17,1.2326411768177567e-16,2.0717288258623855e-19,6.4305009755639681e-29,4.5198481188677202e-28,2.7164836535775594e-26,4.9609670682040711e-22
2.520811027624909e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755691675409638,0.11865980908779085,0.02282132331425862,8.8961733705032032e-29,3.723871289757189e-21,2.5978528330037426e-15,1.16898377295375e-19,2.8782885021901962e-26,4.4093873308556478e-22,5.3390307586756384e-14,3.6549461915548498e-48,5.3521089230189929e-14,7.3771534793481474e-32,9.8135520053903243e-32,4.3340709983933622e-34,1.7885412471480006e-37,4.5247805890736048e-22,5.8512758748435174e-37,1.0156753341325815e-05,4.887575910643314e-07,2.9456706548611941e-12,7.461920131509928e-10,2.0395650744804291e-16,8.3739617425235601e-14,1.8574980994498415e-10,6.9194958929025071e-17,2.1794712434135912e-16,3.0714832578011285e-19,1.3803619231713791e-28,9.7575707884264347e-28,6.3414452743001264e-26,6.1811399807820414e-22
2.964933201133521e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755504289255672,0.11865802146626676,0.022821280260918786,1.9750906006951473e-28,5.2986092548288546e-21,3.0651268813573065e-15,2.2160938850943577e-19,3.3999709338247016e-26,6.099951555004546e-22,6.2796190399847187e-14,8.1883619223665892e-48,6.2994413552794152e-14,1.2003520491057087e-31,1.3661461669637565e-31,7.1768046935946594e-34,3.9873046852994299e-37,6.2604362162750627e-22,1.1186276732705116e-36,1.1944341517834935e-05,5.7486427058415699e-07,2.9477674229340427e-12,8.795374102316179e-10,2.0410168650601647e-16,8.380085312598419e-14,2.1908571050049727e-10,8.2066170343592627e-17,3.5014149959847092e-16,4.2670002471523134e-19,2.6088978661343929e-28,1.8518521404920128e-27,1.2728268986827368e-25,7.4210973978095311e-22
3.4090553746421326e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755316958626769,0.118656234398969,0.022821237208138098,3.9093145196308084e-28,7.1627752241383556e-21,3.533333723189985e-15,3.8313598359645937e-19,3.9224081684021794e-26,8.0642280067285537e-22,7.22018450750702e-14,1.6369999175434092e-47,7.2480904431262392e-14,1.8245715111424766e-31,1.8172768033583205e-31,1.1123951310162402e-33,7.9160856636877761e-37,8.2775138469498656e-22,1.9522505699602737e-36,1.3731375444479135e-05,6.6096983176284766e-07,2.9498641160720531e-12,1.0129769316805925e-09,2.0424686037571018e-16,8.3862356430616942e-14,2.5244510300302589e-10,9.5141444335335263e-17,5.2511818636900674e-16,5.6581220881793648e-19,4.4986871352036607e-28,3.2034670598064867e-27,2.2990422440776576e-25,8.6810428168597793e-22
3.853177548150745e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33755129683505686,0.11865444788572552,0.022821194155916418,7.1050180206138344e-28,9.3209495289225749e-21,4.0025619330013426e-15,6.1825625551650508e-19,4.4456025350038681e-26,1.0302208999428206e-21,8.1607271728906376e-14,3.0070141504613156e-47,8.1980570883098588e-14,2.6345707042381808e-31,2.335881495327564e-31,1.640907910734406e-33,1.4423828352582847e-36,1.0576120093262786e-21,3.1821437501614186e-36,1.5517855293268708e-05,7.4707427488972306e-07,2.9519607355284751e-12,1.1465105731290235e-09,2.0439202914390584e-16,8.3924127948066799e-14,2.8582798148216123e-10,1.0842099651043433e-16,7.4778437079314885e-16,7.2447298582705637e-19,7.2404513472080857e-28,5.1689811889033734e-27,3.8410916932150456e-25,9.9609649216221898e-22
4.741421895167969e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754755299718109,0.11865087652071381,0.022821108053149471,1.9482800476525625e-27,1.4537669859690805e-20,4.9444376186060433e-15,1.3844710298934572e-18,5.4942719798866197e-26,1.5599253877819131e-21,1.0041744143848296e-13,8.4364591285772323e-47,1.0101946657189494e-13,4.9086871210889258e-31,3.5800664042408239e-31,3.2060032499363059e-33,3.973189790418574e-36,1.601834550049388e-21,7.2793284902198543e-36,1.9089153445069523e-05,9.1927980814635612e-07,2.9561537530991564e-12,1.4138601985722043e-09,2.046823513552127e-16,8.4048477903319102e-14,3.5266417400126248e-10,1.3559379775783049e-16,1.3543010127415482e-15,1.1004108855395557e-18,1.6132593758303222e-27,1.1561696573732535e-26,9.0565907283831518e-25,1.2580662853019463e-21
5.629666242185193e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754381137755202,0.11864730736985658,0.022821021952616771,4.4772297295830865e-27,2.0985514448507324e-20,5.8914661756399951e-15,2.6879257683037346e-18,6.5459978978426141e-26,2.1991024766757712e-21,1.1922670046101178e-13,1.984633459911925e-46,1.2011117273816451e-13,8.2162389605271262e-31,5.107842650724363e-31,5.6566837591608649e-33,9.1704684389639362e-36,2.258796794375266e-21,1.4449034369837873e-35,2.2658237348242753e-05,1.0914808726729902e-06,2.9603464752833772e-12,1.6815862516728196e-09,2.0497265311482744e-16,8.4173907565490377e-14,4.1959424654113016e-10,1.6358629863144615e-16,2.2026893689540202e-15,1.5544949929448158e-18,3.1154995587255627e-27,2.2392396880487405e-26,1.8238295293353112e-24,1.5280024116192929e-21
6.517910589202417e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33754007197479335,0.11864374043177972,0.022820935854317135,9.0804128247002367e-27,2.8701256756076853e-20,6.8443627615369544e-15,4.7194677904588849e-18,7.6007989153674517e-26,2.9477460298409562e-21,1.380350497293936e-13,4.1207759011590441e-46,1.3925576148403905e-13,1.2750733412387768e-30,6.9284054822060819e-31,9.2890963991148502e-33,1.8681961803946725e-35,3.0285845017370876e-21,2.5946040386169562e-35,2.622510837693188e-05,1.2636774707912648e-06,2.9645389024626338e-12,1.9496886975653367e-09,2.0526293444917296e-16,8.4300421535335788e-14,4.8661816188916874e-10,1.9240022343943866e-16,3.3216270010786474e-15,2.0867676761575239e-18,5.4389812365259576e-27,3.9182422695498794e-26,3.2907797651087761e-24,1.8059341010443356e-21
7.406154936219642e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33753633478752954,0.11864017570510998,0.022820849758249391,1.6780425987261018e-26,3.7721746617365616e-20,7.8038454263552078e-15,7.6896101282796663e-18,8.6586936561386797e-26,3.8058499159955241e-21,1.5684249017699038e-13,7.795703883427511e-46,1.5845330489499012e-13,1.8705647566071743e-30,9.0510031595072409e-31,1.4457575859227118e-32,3.4680309456106389e-35,3.9112836381359342e-21,4.3238693180082402e-35,2.9789767904428313e-05,1.435869604825028e-06,2.9687310350432346e-12,2.2181675014089132e-09,2.0555319538638996e-16,8.4428024419595067e-14,5.537358864695193e-10,2.2203729625278732e-16,4.73614286172529e-15,2.6973316529751294e-18,8.8123243970396893e-27,6.3605902369364249e-26,5.4758569267665893e-24,2.0918885781244191e-21
8.294399283236867e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33753259981438577,0.11863661318847486,0.022820763664412373,2.8858315235424798e-26,4.8083923016903909e-20,8.7706351140045287e-15,1.1825921149421931e-17,9.7197007410325655e-26,4.7734080093565937e-21,1.756490227376245e-13,1.3722991843774077e-45,1.7770387503985253e-13,2.6274428479151037e-30,1.1484937002577302e-30,2.1579485736669815e-32,5.9911729334588183e-35,4.9069803759127743e-21,6.8008676695827261e-35,3.3352217303172779e-05,1.6080572770997629e-06,2.9729228732043996e-12,2.4870226283881119e-09,2.0584343593889483e-16,8.4556720823834169e-14,6.2094738984524368e-10,2.5249924090512249e-16,6.4681178248278787e-15,3.3863498490404642e-18,1.3478487628159568e-26,9.7447531531813004e-26,8.5633098314025126e-24,2.3858782068521633e-21
9.182643630254091e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33752886705398832,0.11863305288050283,0.022820677572804898,4.6869330090611427e-26,5.9824798118629193e-20,9.7454556757962647e-15,1.7371006015143564e-17,1.0783838788113719e-25,5.8504141896615479e-21,1.9445464834558067e-13,2.2809281617083317e-45,1.9700754397077496e-13,3.5650493114463941e-30,1.423956166156068e-30,3.113929068430802e-32,9.7737596353376104e-35,6.0157610944135905e-21,1.0215170510499872e-34,3.691245794475284e-05,1.7802404899421644e-06,2.9771144171877244e-12,2.7562540437120794e-09,2.0613365612342309e-16,8.4686515360929896e-14,6.8825264433246449e-10,2.8378778099291021e-16,8.5366722298334387e-15,4.1540455209265036e-18,1.9694304848229204e-26,1.425976373609331e-25,1.2750520302295014e-23,2.6879167082317767e-21
9.999999999999999e-11,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33752543414713798,0.11862977865958892,0.022820598353865577,7.0262609927942818e-26,7.187860589267415e-20,1.065019890516594e-14,2.3938114251799982e-17,1.1765833470268641e-25,6.9381572202343574e-21,2.1175865587498073e-13,3.4922201439011938e-45,2.1481762138498967e-13,4.6041280136249878e-30,1.7065760331363207e-30,4.2565653142013485e-32,1.4710794068967719e-34,7.13603477337587e-21,1.4366158420355474e-34,4.0186616818528496e-05,1.9386783663339256e-06,2.9809711876082535e-12,3.0043313608894313e-09,2.0640069677248433e-16,8.4806925550193284e-14,7.5026928388296223e-10,3.1331103933950093e-16,1.07518790327678e-14,4.9302261945941864e-18,2.7013290100739036e-26,1.9583345930953116e-25,1.775478703224614e-23,2.9729755792157554e-21
1.0959132324288539e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33752140816594073,0.11862593888506594,0.022820505396273904,1.0835024877088849e-25,8.7591050883672375e-20,1.1722099408584699e-14,3.3723239611156105e-17,1.2921582227052205e-25,8.3327463577119764e-21,2.3206318244291091e-13,5.5184426951518866e-45,2.3577446631587854e-13,6.0597990924020054e-30,2.0748569625979765e-30,5.9864021704120618e-32,2.2789087319322653e-34,8.5729210274024888e-21,2.0721138886044224e-34,4.4026318438501149e-05,2.1245935466410431e-06,2.9854966236720611e-12,3.2958456003545191e-09,2.0671403546136609e-16,8.4949417315716376e-14,8.2314430778919612e-10,3.4885154067608437e-16,1.3748090377657993e-14,5.9266639712015419e-18,3.7854171535301528e-26,2.747940932480147e-25,2.5270762973276924e-23,3.3162106314827575e-21
1.2735621018322987e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33751395811241292,0.11861883370784375,0.02282033322864704,2.1959195439328222e-25,1.2131804812556518e-19,1.3739625857908041e-14,5.8923616646818328e-17,1.507207286131499e-25,1.1252797568798864e-20,2.6966809995251715e-13,1.1690963933326043e-44,2.7475464801330142e-13,9.5094874941645779e-30,2.865393674796448e-30,1.0596777877120334e-31,4.6561289445662204e-34,1.158345861997882e-20,3.7787254111176455e-34,5.1131360341293441e-05,2.4689287935473708e-06,2.9938776566493705e-12,3.8369418935041568e-09,2.0729433354936331e-16,8.521676730632361e-14,9.5841069816429227e-10,4.1724235933748352e-16,2.0480480747958834e-14,8.0181793154321918e-18,6.5532228691431265e-26,4.7679304751898661e-25,4.4821979217771406e-23,3.9769280110748751e-21
1.4512109712357434e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375065168824446,0.11861173733789435,0.022820161069914944,4.0400157062361054e-25,1.6130455317029708e-19,1.5803931118222083e-14,9.5291756232939289e-17,1.7235459534462233e-25,1.4610519060254231e-20,3.0726940836533955e-13,2.2453965220854696e-44,3.1394866487898131e-13,1.4068739911878529e-29,3.8032433738730865e-30,1.7603668343375685e-31,8.6315306589043809e-34,1.5048072371886941e-20,6.370197305413802e-34,5.8227594595104872e-05,2.813246249287829e-06,3.0022575181149375e-12,4.3795426457246516e-09,2.0787455052563031e-16,8.5488602442197832e-14,1.0940516620804621e-09,4.8897401722779911e-16,2.8818609118961476e-14,1.0432546013753793e-17,1.0507713350879149e-25,7.6607988040545985e-25,7.3313582039940531e-23,4.6702010034551876e-21
1.6288598406391883e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33749908446508919,0.11860464976428943,0.022819988920068278,6.9020528906700851e-25,2.0785052200894802e-19,1.7920958231616878e-14,1.4525703359743266e-16,1.9411891045385886e-25,1.8405862158106234e-20,3.4486711517971417e-13,3.999304435290971e-44,3.5335709246223888e-13,1.9892133906134846e-29,4.8961694633424034e-30,2.7796042398468871e-31,1.4851743010453564e-33,1.8967464096055428e-20,1.010963660012502e-33,6.5315032128293048e-05,3.1575459324841208e-06,3.0106362101520648e-12,4.9236475799733305e-09,2.0845468653447826e-16,8.5764959928567947e-14,1.2300670652492164e-09,5.6406029081850668e-16,3.8828165103978562e-14,1.3174677389363759e-17,1.5890224241327644e-25,1.1607171112467573e-24,1.1275047955412339e-22,5.3961625430121883e-21
1.8065087100426332e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33749166084941351,0.11859757097611436,0.022819816779097706,1.1121797588207455e-24,2.6125708980735048e-19,2.0096697306430979e-14,2.1133456180174558e-16,2.1601516148461076e-25,2.2638778277156725e-20,3.8246122790136954e-13,6.7097530990757849e-44,3.9298050604603702e-13,2.7134199334370814e-29,6.1520219694652989e-30,4.2097335908528076e-31,2.4092430261040583e-33,2.3342338917227367e-20,1.5294399236749569e-33,7.2393683855615632e-05,3.5018278617483297e-06,3.0190137348376786e-12,5.4692564196004035e-09,2.0903474171977791e-16,8.6045877063728388e-14,1.3664567878895858e-09,6.425149528064954e-16,5.0560367228673312e-14,1.6250443070459041e-17,2.294826799632705e-25,1.6793197868119077e-24,1.6521203340053415e-22,6.1549595015215344e-21
1.9841575794460782e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33748424602449828,0.11859050096246795,0.022819644646993906,1.7093499618758866e-24,3.2182659018547621e-19,2.2337185656532787e-14,2.9610660794152872e-16,2.3804483553654047e-25,2.7309218921098056e-20,4.2005175404342732e-13,1.0723431806946513e-43,4.3281948064712197e-13,3.5949418461329131e-29,7.5787378694292575e-30,6.156874105366356e-31,3.7262258135527336e-33,2.817340527205415e-20,2.2256092791417465e-33,7.9463560678242191e-05,3.8460920556792831e-06,3.0273900942237975e-12,6.0163688883481172e-09,2.0961471622367589e-16,8.6331391239630768e-14,1.50322072118284e-09,7.2435177211970357e-16,6.4055526519678408e-14,1.9666666900769115e-17,3.1932256914027605e-25,2.3408246553433e-24,2.3283577641207096e-22,6.9467336004549156e-21
2.161806448849523e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33747683997943773,0.11858343971246274,0.022819472523747577,2.5266644546596547e-24,3.8986255466726571e-19,2.464850793135117e-14,4.0220809145901169e-16,2.6020941926643333e-25,3.2417135682612273e-20,4.5763870112640089e-13,1.6462167919833604e-43,4.7287459101621665e-13,4.649222607940811e-29,9.1843414028048633e-30,8.7411909066090453e-31,5.5406083356820376e-33,3.346137490852771e-20,3.1360572368019732e-33,8.6524673483768714e-05,4.1903385328598019e-06,3.035765290368705e-12,6.5649847103496529e-09,2.1019461018875381e-16,8.6621539942611936e-14,1.6403587645065221e-09,8.0958451392176096e-16,7.9345826753448704e-14,2.3431124697919857e-17,4.3095873194067433e-25,3.1645099499727686e-24,3.1780470877886607e-22,7.7716219207440531e-21
2.339455318252968e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746944270333945,0.11857638721522473,0.02281930040934942,3.6146511927423399e-24,4.6566970391559909e-19,2.7036796231260418e-14,5.3231577597242648e-16,2.8251039888953317e-25,3.7962480243442828e-20,4.9522207667819201e-13,2.443029107814312e-43,5.1314641163829776e-13,5.891700964405517e-29,1.097694435613802e-29,1.2097115208134798e-30,7.9707420851037119e-33,3.920696288438409e-20,4.3007925865336757e-33,9.3577033146236097e-05,4.5345673118547251e-06,3.044139325327133e-12,7.115103610128022e-09,2.1077442375734818e-16,8.6916360753500117e-14,1.7778708233738823e-09,8.9822693961750221e-16,9.6457395687542017e-14,2.7552541757777026e-17,5.6694841878502369e-25,4.1699147527987246e-24,4.2233783037292477e-22,8.6297652604148096e-21
2.517104187656413e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746205418532477,0.11856934345989345,0.022819128303790133,5.0294583786020132e-24,5.4955395037113811e-19,2.9508230221419481e-14,6.8914049440094347e-16,3.0494926018083064e-25,4.3945204374463678e-20,5.3280188823408684e-13,3.5221985348343551e-43,5.5363551673287867e-13,7.3378109410532662e-29,1.296474634460985e-29,1.637352536846448e-30,1.1149034948860905e-32,4.5410887565415576e-20,5.7632458312820892e-33,0.00010062065052614948,4.8787784112094987e-06,3.0525122011483282e-12,7.6667253125949302e-09,2.1135415707141652e-16,8.7215891347644079e-14,1.9157568079520419e-09,9.9029280685812503e-16,1.154117944616327e-13,3.204059038051956e-17,7.2986574474776541e-25,5.3768073832917727e-24,5.4868332936158085e-22,9.5213050548804974e-21
2.694753057059858e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33745467441452853,0.11856230843562202,0.022818956207060467,6.8328881298440763e-24,6.4182240049910695e-19,3.2069037252303762e-14,8.7542140682908975e-16,3.275274884763345e-25,5.0365259935761287e-20,5.7037814333675298e-13,4.9528639966261942e-43,5.9434248025425295e-13,9.0029818563708108e-29,1.5156035106063285e-29,2.1733908211248421e-30,1.5222106517405608e-32,5.2073870624270955e-20,7.5702681269638251e-33,0.00010765553647049505,5.2229718494491067e-06,3.0608839198791971e-12,8.2198495430496556e-09,2.1193381027275551e-16,8.7520169495005678e-14,2.0540166319676658e-09,1.0857958695464079e-15,1.3622711742585589e-13,3.6905887585182728e-17,9.2230032957831857e-25,6.8051792917841712e-24,6.9911355199780939e-22,1.0446380867049943e-20
2.872401926463303e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744730338009915,0.11855528213157702,0.022818784119151145,9.0924281199198542e-24,7.4278335234913064e-19,3.4725492483771025e-14,1.0939215406251215e-15,3.5024656867433018e-25,5.7222598876723419e-20,6.0795084953623888e-13,6.8146200577175196e-43,6.3526787589171662e-13,1.090263833442762e-28,1.7559186801614221e-29,2.8356513407516864e-30,2.0350920952619926e-32,5.919663703951343e-20,9.7721304903199937e-33,0.00011468170181275613,5.5671476450772159e-06,3.0692544835631456e-12,8.7744760271780059e-09,2.1251338350292002e-16,8.7829233060137589e-14,2.1926502118571265e-09,1.1847498778420063e-15,1.5891884620782548e-13,4.2159992942542061e-17,1.1468557170948915e-24,8.4752332239404046e-24,8.7592109623820809e-22,1.140513266004593e-20
3.0500507958667477e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743994107119835,0.11854826453693851,0.022818612040052932,1.1881281440906941e-23,8.5274629505547229e-19,3.7483919007161402e-14,1.3474243264713085e-15,3.7310798523663894e-25,6.4517173236124416e-20,6.4552001438996893e-13,9.1982516502535104e-43,6.7641227706980051e-13,1.3052200317707639e-28,2.0182666312704093e-29,3.6434501863961538e-30,2.6710900992519828e-32,6.6779915094545875e-20,1.2422522870735887e-32,0.0001216991573729295,5.9113058165755576e-06,3.0776238942398985e-12,9.3306044910512018e-09,2.1309287690321127e-16,8.8143120002184688e-14,2.3316574661067726e-09,1.2871685781666999e-15,1.835005127027327e-13,4.781540641172016e-17,1.4061479585188228e-24,1.0407373237111725e-23,1.081415777376884e-21,1.2397701083206259e-20
3.4053485346736376e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3374252425866977,0.11853425543266854,0.022818267908252865,1.936846600956284e-23,1.1009220685793816e-18,4.3332218663907453e-14,1.9706605936796301e-15,4.1926376312683765e-25,8.0417836812746415e-20,7.2064775032673349e-13,1.5954635072873371e-42,7.5936038842363029e-13,1.8162697241107362e-28,2.6124913652691429e-29,5.7804635846794577e-30,4.3898876417876224e-32,8.3330935773932882e-20,1.930074513154895e-32,0.00013570798235967261,6.599569360997954e-06,3.0943592647139111e-12,1.0447366264237549e-08,2.1425162477821936e-16,8.8785516326582412e-14,2.6107926794094015e-09,1.5024550219327907e-15,2.383805219766755e-13,6.0384846486936071e-17,2.0394630317041658e-24,1.5140488849809271e-23,1.5877805092768834e-21,1.4484848493578497e-20
3.7251164995998384e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741204368350297,0.11852167691672574,0.022817958219674219,2.8769500185415981e-23,1.3581962638461934e-18,4.900884901713687e-14,2.6795459047879083e-15,4.6130563682368651e-25,9.6223299848734471e-20,7.882506772343784e-13,2.4986009432087965e-42,8.3476843477367287e-13,2.377141877375434e-28,3.2313203906702965e-29,8.4263122609946064e-30,6.5637689394158193e-32,9.9809177953043374e-20,2.7633696924617721e-32,0.00014828624566368931,7.2189464614004411e-06,3.1094171752486189e-12,1.1457585890631532e-08,2.1529422626027755e-16,8.938055170940998e-14,2.8632915471745669e-09,1.7081998958204249e-15,2.9434676580655696e-13,7.3214393989991513e-17,2.7547356415398627e-24,2.0505381508094279e-23,2.1650754503345665e-21,1.6480340795612502e-20
4.0448844645260393e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739887288308207,0.11850912645160294,0.022817648559500244,4.1287987990677906e-23,1.6495045332914926e-18,5.5116406457500847e-14,3.5458485489141918e-15,5.0383174687695045e-25,1.1344466384150669e-19,8.5584224805175621e-13,3.770917413945786e-42,9.1089496489819956e-13,3.0429432497769285e-28,3.9351088070317049e-29,1.191372147446701e-29,9.476362890282243e-32,1.1779095502805521e-19,3.8411021499990123e-32,0.00016083645693173277,7.838266746011259e-06,3.1244713816050427e-12,1.2472667688758023e-08,2.1633657128024925e-16,8.9991809493454218e-14,3.1169999055985059e-09,1.9253839859480398e-15,3.5659819464340023e-13,8.7581335757041576e-17,3.6237986595760444e-24,2.7045927089773501e-23,2.8718404355538467e-21,1.8587580007000787e-20
4.36465242945224e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.337385730122713,0.11849660397468378,0.022817338927677434,5.7561010482523327e-23,1.9766948789857914e-18,6.1693516167332063e-14,4.5863184893110943e-15,5.4685073505381713e-25,1.3208165232399723e-19,9.2342250712017558e-13,5.5154855426826584e-42,9.8774331346752756e-13,3.8226499961464881e-28,4.7291179924462129e-29,1.6411074930695328e-29,1.3283316411710369e-31,1.3728063368575303e-19,5.2069321271108984e-32,0.00017335867878061595,8.4575303217851742e-06,3.1395218955544287e-12,1.3492610074855544e-08,2.1737866065362107e-16,9.0619514472020699e-14,3.3719173114598905e-09,2.1540873269843066e-15,4.2518537736240918e-13,1.0359229967087842e-16,4.6623339120245269e-24,3.4888279845740373e-23,3.7219754898535389e-21,2.0807383475575802e-20
4.684420394378441e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33737261533981477,0.11848410942349201,0.022817029324152385,7.8287787287301104e-23,2.3416277927169658e-18,6.8779316054656242e-14,5.8178269783519629e-15,5.9037123864108514e-25,1.5213398977400731e-19,9.9099149885818284e-13,7.8529695331800372e-42,1.0653168123917338e-12,4.7252334609987073e-28,5.6187047982359305e-29,2.2103508053591131e-29,1.8156021681336302e-31,1.5828261521055969e-19,6.9081005860752331e-32,0.00018585297368692473,9.0767372954316973e-06,3.1545687288313871e-12,1.4517411469120918e-08,2.1842049519335288e-16,9.1263892426807122e-14,3.6280433254288444e-09,2.3943899147767455e-15,5.0015611943181427e-13,1.2136362475191984e-16,5.886182054638652e-24,4.4160962380414438e-23,4.7294800122527145e-21,2.3140569738322205e-20
5.004188359304641e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33735952847194595,0.11847164273569129,0.022816719748871846,1.0423018926304847e-22,2.7461762529246495e-18,7.6413459016042681e-14,7.2573597803770764e-15,6.3440189046915293e-25,1.7360140161576268e-19,1.0585492677615143e-12,1.0923005660441436e-41,1.1436187908250989e-12,5.7596602032364215e-28,6.6093221028675405e-29,2.9193168937159918e-29,2.4281722441304767e-31,1.8080133546267552e-19,8.9954273199694626e-32,0.00019831940398733284,9.6958877734143637e-06,3.1696118931342722e-12,1.5547070295688633e-08,2.1946207570990608e-16,9.1925170128127562e-14,3.8853775107958263e-09,2.6463717064500093e-15,5.8155673677602605e-13,1.4102132681383232e-16,7.3113142893271142e-24,5.4994669708682328e-23,5.9084468383716266e-21,2.558795730386375e-20
5.643724289157043e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33733343823223116,0.11844679270161565,0.022816100682831852,1.7512589981467943e-22,3.681674137559808e-18,9.3487974203963294e-14,1.0828996627804616e-14,7.2402814803147072e-25,2.2078035491281613e-19,1.1936313154327484e-12,1.9922408375357785e-41,1.3024214890840717e-12,8.2598859763244345e-28,8.9159431715048442e-29,4.8459450602650739e-29,4.1120936034138964e-31,2.3040690833583976e-19,1.4549717488242043e-31,0.000223168919419473,1.0934019667013051e-05,3.199687261432528e-12,1.7620953961833885e-08,2.2154447790299443e-16,9.3299336791617965e-14,4.4036686588150292e-09,3.1856925369067232e-15,7.6382857875977981e-13,1.8654811516425187e-16,1.0829917813607725e-23,8.1878473377966417e-23,8.8375907546711253e-21,3.0828606820354067e-20
