Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HX(19),CH2X(134),CHX(26),HOX(23),H2X(36),CXHO(27),H2OX(35),CX(24),OCX(21),COX(37),CO2X(34)
2.3318791049595832e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.062259265624012482,0.097348595568365989,0.036863423371135254,9.3399880626228944e-10,4.8682098346034962e-05,0.0030328815819538266,3.1234554702176777e-09,6.195953119214155e-17,1.9576350320282421e-17,8.4075142502782108e-15,0.0,1.6611079539664406e-13,6.2611335133882649e-28,2.5842440375678433e-18,1.8522075043607242e-19,1.8155728925572701e-22,2.8567856048913639e-18,1.2324102742083981e-37,1.1238236818044941e-05,0.12615437194516244,5.7012867729314825e-11,0.0018301268657881348,1.1332351063895198e-09,0.002566466779613539,2.2984635752000589e-07,3.5012454215810391e-07,1.9075330308557744e-13,5.6199649271861912e-09,3.835411154074606e-06,6.9858755678534255e-05,3.6057564054249204e-13,1.0782088965697985e-13
2.339079655105973e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.06216920519644431,0.097345045552973339,0.036819352354201522,9.4252974986399721e-10,4.891278065000032e-05,0.0030387073868743167,3.145408824434351e-09,6.2056194106448044e-17,1.9703667919202307e-17,8.424051599636865e-15,0.0,1.6625831388515001e-13,6.2980149640669056e-28,2.5953490134025965e-18,1.8615424123376199e-19,1.8262362310131717e-22,2.8638198731964389e-18,1.2450453131667937e-37,1.1221570957507628e-05,0.12624189748324788,5.6958022142896606e-11,0.0018291112235988523,1.1356472360246798e-09,0.0025696354373726782,2.3020955146675301e-07,3.502896492947628e-07,1.9139817524706576e-13,5.6384275345376373e-09,3.8480090010776562e-06,7.0244148480503243e-05,3.6258472853917506e-13,1.0864831979804846e-13
2.3462802052523626e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.06207951306680954,0.09734150432372872,0.036775461037295613,9.5111034165951363e-10,4.914364877466567e-05,0.0030445196872668488,3.1674442011533512e-09,6.2152671347715063e-17,1.9831344177863057e-17,8.4405734099016693e-15,0.0,1.6640534668967583e-13,6.3349864932101956e-28,2.6064608111664907e-18,1.8708919455587766e-19,1.8369252743110361e-22,2.8708426307246372e-18,1.2577663497066212e-37,1.1204973770237381e-05,0.12632906263173557,5.6903411391942282e-11,0.0018280964618276536,1.1380543314801523e-09,0.0025727944367696948,2.3057171452862104e-07,3.5045333532721512e-07,1.9204283806145806e-13,5.6568680476210078e-09,3.8606056690379954e-06,7.0630345875459505e-05,3.6459808905772805e-13,1.0947926519494615e-13
2.3534807553987523e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.06199018673994449,0.097337971834254591,0.036731748202833224,9.5974069998597727e-10,4.9374701504062323e-05,0.0030503185483949035,3.1895616187272334e-09,6.2248963887646308e-17,1.9959378541826142e-17,8.457079741927643e-15,0.0,1.6655189686707339e-13,6.3720479838748339e-28,2.6175793934554522e-18,1.8802560638413884e-19,1.8476399857415433e-22,2.877853915853723e-18,1.2705736652540001e-37,1.1188444788911838e-05,0.12641586982861283,5.6849033858445054e-11,0.0018270825912560591,1.1404564112395917e-09,0.0025759438262779851,2.3093285217302457e-07,3.506156122901808e-07,1.9268729071250619e-13,5.6752864785039448e-09,3.873201137625238e-06,7.1017346255065691e-05,3.6661571367180307e-13,1.1031372781787632e-13
2.360681305545142e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.061901223744331657,0.097334448038544227,0.036688212644744811,9.6842094297717885e-10,4.9605937631418806e-05,0.0030561040350681238,3.2117610952489021e-09,6.2345072690210269e-17,2.0087770457720669e-17,8.4735706561591262e-15,0.0,1.6669796744642828e-13,6.4091993195804609e-28,2.6287047231697591e-18,1.8896347271717669e-19,1.8583803287226162e-22,2.8848537667902821e-18,1.2834675410856654e-37,1.1171983550650818e-05,0.12650232148882334,5.6794887939864353e-11,0.0018260696224339614,1.1428534936848504e-09,0.0025790836539907516,2.3129296982648043e-07,3.5077649209483439e-07,1.9333153239396597e-13,5.6936828397689465e-09,3.8857953866613897e-06,7.1405148015678813e-05,3.6863759397919861e-13,1.1115170962087588e-13
2.3678818556915317e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.061812621631812517,0.097330932890957997,0.036644853168336246,9.7715118856390983e-10,4.9837355959075818e-05,0.0030618762116463257,3.234042648553205e-09,6.2440998711722623e-17,2.0216519373244276e-17,8.4900462126336625e-15,0.0,1.6684356142938967e-13,6.4464403843070352e-28,2.639836763510891e-18,1.8990278957041014e-19,1.8691462667986794e-22,2.8918422215703906e-18,1.2964482583291896e-37,1.1155589596962238e-05,0.12658842000454648,5.6740972048886486e-11,0.0018250575656837871,1.1452455970857147e-09,0.002582213967625049,2.3165207287344323e-07,3.5093598653031302e-07,1.9397556230777564e-13,5.7120571445036108e-09,3.8983883961270834e-06,7.1793749558318648e-05,3.7066372160175846e-13,1.1199321254191138e-13
2.3750824058379214e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.06172437797730445,0.097327426346219187,0.036601668590151161,9.8593155447420277e-10,5.0068955298401957e-05,0.0030676351420434855,3.2564062962184557e-09,6.2536742900927557e-17,2.0345624737163912e-17,8.5065064709858577e-15,0.0,1.6698868179049321e-13,6.4837710624922114e-28,2.6509754779784213e-18,1.9084355297592164e-19,1.8799377636399203e-22,2.8988193180602343e-18,1.3095160979632079e-37,1.1139262473688755e-05,0.12667416774547216,5.6687284613285693e-11,0.0018240464311045877,1.1476327396124269e-09,0.0025853348145257683,2.3201016665830116e-07,3.5109410726522489e-07,1.9461937966569897e-13,5.7304094062911135e-09,3.9109801461600698e-06,7.2183149288644038e-05,3.7269408818527237e-13,1.1283823850296605e-13
2.382282955984311e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.061636490378521522,0.097323928359410269,0.036558657737835516,9.9476215823370065e-10,5.0300734469710524e-05,0.0030733808897316548,3.2788520555679627e-09,6.2632306199078262e-17,2.0475085999316634e-17,8.5229514904511842e-15,0.0,1.6713333147747996e-13,6.5211912390287679e-28,2.6621208303669525e-18,1.9178575898234044e-19,1.8907547830415635e-22,2.905785093956911e-18,1.322671340817646e-37,1.1123001730955242e-05,0.12675956705907243,5.6633824075768219e-11,0.0018230362285760633,1.1500149393405219e-09,0.0025884462416695848,2.3236725648642054e-07,3.5125086584915549e-07,1.952629836899053e-13,5.7487396392003668e-09,3.9235706170396577e-06,7.2573345616943659e-05,3.7472868539932128e-13,1.1368678941012838e-13
2.3894835061307007e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.061548956455699286,0.09732043888596914,0.036515819450003803,1.0036431171660828e-09,5.0532692302177028e-05,0.0030791135177448662,3.301379943671546e-09,6.2727689540016089e-17,2.0604902610610209e-17,8.5393813298696897e-15,0.0,1.6727751341161059e-13,6.5587007992620203e-28,2.6732727847630791e-18,1.9272940365472009e-19,1.901597288923144e-22,2.9127395867890292e-18,1.3359142675739474e-37,1.1106806923117011e-05,0.12684462027086868,5.6580588893699237e-11,0.0018220269677625151,1.1523922142312051e-09,0.0025915482956688453,2.3272334762168753e-07,3.514062737141028e-07,1.9590637360973777e-13,5.7670478577766616e-09,3.9361597891971921e-06,7.2964336958100665e-05,3.7676750493716808e-13,1.1453886715369272e-13
2.3966840562770904e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.061461773851323544,0.097316957881685096,0.036473152576107365,1.0125745483933528e-09,5.0764827633757572e-05,0.0030848330886829815,3.3239899773470239e-09,6.28228938502489e-17,2.0735074023023667e-17,8.5557960476897386e-15,0.0,1.6742123048797613e-13,6.5962996289872677e-28,2.6844313055423847e-18,1.9367448307441175e-19,1.9124652453277796e-22,2.9196828339172246e-18,1.3492451587653056e-37,1.1090677608708653e-05,0.12692932968469534,5.6527577538971786e-11,0.0018210186581167141,1.1547645821454083e-09,0.0025946410227754104,2.3307844528862742e-07,3.5156034217591416e-07,1.9654954866354969e-13,5.7853340770327132e-09,3.9487476432264891e-06,7.3356121731557648e-05,3.7881053851567175e-13,1.1539447360825391e-13
2.40388460642348e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.061374940229863527,0.09731348530269554,0.036430655976304759,1.0215565688361579e-09,5.0997139311108364e-05,0.0030905396647155103,3.3466821731617302e-09,6.2917920049028161e-17,2.086559968960784e-17,8.5721957019716402e-15,0.0,1.6756448557580383e-13,6.6339876144472521e-28,2.6955963573664984e-18,1.9462099333895856e-19,1.9233586164214646e-22,2.9266148725351245e-18,1.3626642947768962e-37,1.1074613350393838e-05,0.12701369758295922,5.6474788497922912e-11,0.0018200113088836889,1.1571320608611624e-09,0.002597724468884437,2.3343255467522062e-07,3.5171308243574178e-07,1.9719250810123523e-13,5.8035983124391937e-09,3.96133415985275e-06,7.3748698361323346e-05,3.808577778751305e-13,1.1625361063278838e-13
2.4110851565698698e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.061288453277508627,0.097310021105481925,0.036388328521333897,1.0305892952142058e-09,5.1229626189506071e-05,0.003096233307585375,3.3694565474340049e-09,6.3012769048425187e-17,2.0996479064485866e-17,8.5885803503912967e-15,0.0,1.6770728151875832e-13,6.6717646423296463e-28,2.7067679051801691e-18,1.9556893056197871e-19,1.9342773664923629e-22,2.9335357396700638e-18,1.3761719558461121e-37,1.1058613714915874e-05,0.12709772622689516,5.6422220271007083e-11,0.0018190049291044539,1.1594946680395569e-09,0.0026007986795381177,2.3378568092851392e-07,3.5186450558141042e-07,1.9783525117884988e-13,5.8218405799158566e-09,3.9739193199415081e-06,7.4142065275939557e-05,3.8290921477916903e-13,1.171162800707454e-13
2.4182857067162595e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.06120231070190927,0.097306565246866344,0.036346169092386103,1.0396728440465382e-09,5.1462287132768682e-05,0.0031019140786126553,3.3923131162346359e-09,6.310744175340627e-17,2.1127711602853323e-17,8.6049500502437291e-15,0.0,1.6784962113523858e-13,6.709630599764535e-28,2.717945914208377e-18,1.9651829087303269e-19,1.9452214599500868e-22,2.9404454721833065e-18,1.3897684220628001e-37,1.1042678273048706e-05,0.1271814178568183,5.6369871372632217e-11,0.0018179995276196585,1.1618524212334488e-09,0.002603863699929368,2.3413782915584339e-07,3.5201462258878586e-07,1.9847777715955015e-13,5.8400608958231648e-09,3.986503104533979e-06,7.4536220908421566e-05,3.8496484101467207e-13,1.1798248375014359e-13
2.4254862568626492e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.0611165102319213,0.097303117684008011,0.036304176580982048,1.0488073316518484e-09,5.1695121013177729e-05,0.0031075820386982774,3.4152518953883121e-09,6.320193906190688e-17,2.1259296760978716e-17,8.6213048584466309e-15,0.0,1.6799150721867036e-13,6.7475853743219453e-28,2.7291303499534875e-18,1.9746907041752599e-19,1.956190861325008e-22,2.9473441067711739e-18,1.4034539733694975e-37,1.1026806599548943e-05,0.1272647746923723,5.6317740331218013e-11,0.0018169951130731666,1.1642053379318985e-09,0.002606919574905461,2.3448900443140258e-07,3.5216344432318537e-07,1.9912008532027643e-13,5.8582592769532404e-09,3.9990854947928242e-06,7.4931163696288829e-05,3.8702464839162122e-13,1.1885222348365373e-13
2.4319667519944e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.061039580449018152,0.097300021935168721,0.036266525127287008,1.0570720191238336e-09,5.1904818441506038e-05,0.0031126722994199588,3.435967099360419e-09,6.3286837412102472e-17,2.1378024444655306e-17,8.636011500210077e-15,0.0,1.681188192118729e-13,6.7818205174925576e-28,2.7392018086760557e-18,1.9832598227902165e-19,1.9660849316127629e-22,2.9535434193713146e-18,1.4158473685514737e-37,1.1012576267061549e-05,0.12733951141325647,5.6271007456347275e-11,0.0018160919908019365,1.166318842113252e-09,0.0026096620798445741,2.3480423446669468e-07,3.5229628531787465e-07,1.996979758351586e-13,5.8746190799554995e-09,4.0104084383985443e-06,7.5287283935445101e-05,3.8888204315627266e-13,1.1963801405594781e-13
2.4384472471261505e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060962924322699216,0.097296932840698375,0.036229007193421078,1.0653781455731439e-09,5.2114654231922058e-05,0.0031177522760858973,3.4567489175308909e-09,6.3371595057681279e-17,2.1497036915914118e-17,8.6507061665065283e-15,0.0,1.6824576808780423e-13,6.8161274304717091e-28,2.7492784205548765e-18,1.9918403782221693e-19,1.9759994469916447e-22,2.9597337987636624e-18,1.4283133531617758e-37,1.0998396941203196e-05,0.12741398032156784,5.6224448810912622e-11,0.001815189680827071,1.1684284553887055e-09,0.0026123972452607525,2.3511868413123338e-07,3.5242809362162838e-07,2.0027568881502382e-13,5.8909611425650232e-09,4.0217302239118776e-06,7.564403937569217e-05,3.9074281209200999e-13,1.2042667158798221e-13
2.4449277422579012e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060886540240364447,0.097293850370052379,0.036191621992280751,1.0737257953813201e-09,5.2324627579598074e-05,0.0031228220122364904,3.4775973609303978e-09,6.3456212638919753e-17,2.1616333780604609e-17,8.6653888980587849e-15,0.0,1.6837235583212442e-13,6.8505060322021829e-28,2.7593601610063736e-18,2.0004323426957464e-19,1.9859343818524311e-22,2.9659152713596678e-18,1.4408521309734182e-37,1.0984268320058961e-05,0.12748818299344433,5.617806335021293e-11,0.0018142881890549369,1.170534190299344e-09,0.0026151251031437286,2.3543235704574522e-07,3.5255887693080586e-07,2.0085322374894286e-13,5.9072854778870688e-09,4.0330508379077879e-06,7.6001428887190661e-05,3.9260694927589207e-13,1.2121819736965904e-13
2.4514082373896518e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060810426602711035,0.097290774492898496,0.03615436874324051,1.0821150527992026e-09,5.253473768506979e-05,0.0031278815511461221,3.4985124404316698e-09,6.3540690791660774e-17,2.1735914645280515e-17,8.6800597353506488e-15,0.0,1.6849858441481451e-13,6.8849562419093024e-28,2.7694470056220717e-18,2.0090356885368008e-19,1.9958897106634224e-22,2.9720878634644012e-18,1.4534639056633707e-37,1.0970190104211161e-05,0.12756212099205952,5.6131850038289311e-11,0.0018133875212713345,1.1726360593249621e-09,0.0026178456852652588,2.3574525680748591e-07,3.5268864287249414e-07,2.0143058013181359e-13,5.9235920992891678e-09,4.0443702670227941e-06,7.6359451343015891e-05,3.9447444879982064e-13,1.2201259268100649e-13
2.4578887325214025e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060734581823592891,0.097287705179115141,0.036117246672084463,1.0905460019473524e-09,5.2744983754192428e-05,0.0031329309358252406,3.5194941667503486e-09,6.362503014735481e-17,2.185577911719973e-17,8.6947187186288442e-15,0.0,1.6862445579033728e-13,6.9194779790995137e-28,2.7795389301670047e-18,2.0176503881716136e-19,2.0058654079700263e-22,2.9782516012766134e-18,1.4661488808127025e-37,1.0956161996712614e-05,0.12763579586775967,5.6085807847575675e-11,0.0018124876831434383,1.1747340748526926e-09,0.0026205590231811408,2.3605738698552922e-07,3.5281739900522735e-07,2.0200775745894623e-13,5.9398810203971678e-09,4.0556884980002105e-06,7.6718105619099248e-05,3.9634530477055879e-13,1.2280985879226598e-13
2.464369227653153e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060659004329881437,0.097284642398789242,0.036080255010938707,1.0990187268162717e-09,5.2955364998097458e-05,0.0031379702090224204,3.5405425504458638e-09,6.37092313331005e-17,2.1975926804324231e-17,8.7093658879049784e-15,0.0,1.6874997189779724e-13,6.9540711635589698e-28,2.7896359105781416e-18,2.0262764141262535e-19,2.0158614483943572e-22,2.9844065108891709e-18,1.4789072599067299e-37,1.094218370306055e-05,0.12770920915819886,5.6039935759035079e-11,0.0018115886802216846,1.1768282492289614e-09,0.0026232651482332101,2.3636875112792176e-07,3.5294515281977372e-07,2.0258475523375273e-13,5.9561522550905318e-09,4.0670055176983141e-06,7.7077390594206427e-05,3.9821951130965591e-13,1.2360999696394735e-13
2.4708497227849038e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060583692561328832,0.097281586122214381,0.036043392998204873,1.107533311266395e-09,5.3165880633150037e-05,0.0031429994132264006,3.5616576019222093e-09,6.3793294971684967e-17,2.2096357315320239e-17,8.7240012829574998e-15,0.0,1.6887513466109786e-13,6.9887357153521267e-28,2.7997379229628567e-18,2.0349137390262201e-19,2.0258778066348696e-22,2.9905526182901135e-18,1.4917392463351615e-37,1.0928254931171304e-05,0.12778236238847218,5.5994232762435524e-11,0.0018106905179416347,1.1789185947801934e-09,0.002625964091551311,2.3667935276586618e-07,3.5307191173987668e-07,2.031615729720738e-13,5.972405817496387e-09,4.0783213130074006e-06,7.7437305150007013e-05,4.0009706255324021e-13,1.2441300844683483e-13
2.4766821684034794e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060516137885370323,0.09727884100961677,0.036010327411680712,1.1152322964195702e-09,5.335545896563824e-05,0.0031475171229299434,3.5807181576778953e-09,6.3868835154878507e-17,2.2204986266756753e-17,8.7371631042340756e-15,0.0,1.68987480616791e-13,7.0199947651927236e-28,2.8088340168353602e-18,2.042696969488955e-19,2.0349098799336396e-22,2.996076610454793e-18,1.5033511364163322e-37,1.0915761138099694e-05,0.12784797919475063,5.5953243810408417e-11,0.0018098828950396299,1.1807966422019883e-09,0.0026283870257145818,2.369582451889426e-07,3.5318515021543583e-07,2.0368055459850651e-13,5.9870189257297039e-09,4.0885044711785382e-06,7.7761765619694951e-05,4.0178971356019849e-13,1.2513817648852347e-13
2.4819313694601976e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060455520707759447,0.097276374874356183,0.035980657196905734,1.1221904812764008e-09,5.3526171532151468e-05,0.0031515761429335909,3.5979188418191142e-09,6.3936726860165231e-17,2.2302947687215052e-17,8.7490006402349755e-15,0.0,1.6908834973235272e-13,7.0481772324838342e-28,2.8170239555817603e-18,2.049709666719554e-19,2.0430527843786339e-22,3.0010421408945667e-18,1.5138530774765819e-37,1.090455064676102e-05,0.12790685616799885,5.5916469564511092e-11,0.0018091566234462808,1.182484248991041e-09,0.0026305627326808287,2.3720872481471829e-07,3.5328638532161256e-07,2.0414751274577139e-13,6.0001585029419473e-09,4.0976684488242533e-06,7.805421461536798e-05,4.0331540827452436e-13,1.2579281923982809e-13
2.4871805705169157e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060395075139810149,0.097273912954055644,0.035951070710554416,1.1291762788855598e-09,5.3696970896316383e-05,0.0031556286313752409,3.6151632846844076e-09,6.4004529414156408e-17,2.24010939749201e-17,8.7608305211400215e-15,0.0,1.6918899039050781e-13,7.0764063826602928e-28,2.8252171538751954e-18,2.0567297288376071e-19,2.0512089746041849e-22,3.006001942067353e-18,1.5244036736293584e-37,1.08933721351193e-05,0.12796556518692009,5.5879804490201308e-11,0.0018084309126951668,1.1841693653344353e-09,0.0026327337823759335,2.3745871035370803e-07,3.5338698066091489e-07,2.0461435191524238e-13,6.0132865112792141e-09,4.1068316001952187e-06,7.8347074699711844e-05,4.0484328707131385e-13,1.2644934936298339e-13
2.4924297715736338e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060334800376498174,0.097271455233316609,0.035921567559651466,1.1361897335650335e-09,5.386785665154607e-05,0.003159674610344798,3.6324514915078262e-09,6.4072243139716769e-17,2.2499424923253209e-17,8.7726527676494743e-15,0.0,1.6928940358517052e-13,7.1046821737696207e-28,2.8334135993388085e-18,2.0637571414832127e-19,2.0593784373089374e-22,3.0109560275840753e-18,1.5350030327812699e-37,1.0882225452484801e-05,0.12802410703845848,5.5843248066267441e-11,0.001807705765462276,1.1858519976441026e-09,0.0026349001909448089,2.3770820363546097e-07,3.5348694005293796e-07,2.050810718559223e-13,6.0264029587079751e-09,4.1159939184699028e-06,7.8640345283836373e-05,4.0637334686224461e-13,1.2710776750428559e-13
2.497678972630352e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060274695618085933,0.097269001696825758,0.035892147353797671,1.1432308895773182e-09,5.4038828393424535e-05,0.0031637141018241886,3.6497834674579422e-09,6.4139868357930933e-17,2.2597940325898098e-17,8.7844674003667653e-15,0.0,1.6938959030400761e-13,7.1330045639764617e-28,2.8416132796661293e-18,2.0707918903375525e-19,2.0675611592235906e-22,3.0159044110101424e-18,1.5456512627980573e-37,1.0871110449159958e-05,0.12808248250440268,5.5806799774184307e-11,0.0018069811843776378,1.1875321522183443e-09,0.0026370619744448369,2.3795720646686031e-07,3.5358626728974984e-07,2.0554767230404858e-13,6.0395078532943817e-09,4.1251553969403034e-06,7.8934025779976082e-05,4.079055845652986e-13,1.2776807430596297e-13
2.501568689157139e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060230266515711089,0.097267186289011084,0.035870399928523866,1.1484663596329123e-09,5.4165575589886653e-05,0.0031667032381749831,3.6626548914141542e-09,6.4189922495058714e-17,2.2671060199614751e-17,8.7932172757578889e-15,0.0,1.6946368426950428e-13,7.1540218053542657e-28,2.8476914136872052e-18,2.0760094415335096e-19,2.0736331925313875e-22,3.019567548130068e-18,1.5535733079125701e-37,1.0862894454924575e-05,0.12812563250591416,5.577986063130519e-11,0.0018064446284341432,1.1887755710468808e-09,0.0026386609061235309,2.3814140505224931e-07,3.5365946432550292e-07,2.0589335122689493e-13,6.0492112789354003e-09,4.1319436090071662e-06,7.915191037278081e-05,4.0904239285064668e-13,1.2825858767516571e-13
2.505458405683926e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060185930004817131,0.097265373164226523,0.035848697678243717,1.1537170826645405e-09,5.429236961756804e-05,0.003169688833137166,3.6755503537470863e-09,6.4239928337698604e-17,2.2744281159893519e-17,8.8019629900076088e-15,0.0,1.695376548139033e-13,7.1750645943376607e-28,2.8537713122891812e-18,2.0812310073885545e-19,2.079712493794543e-22,3.0232275671581377e-18,1.5615222909636174e-37,1.0854695713878705e-05,0.12816869188630514,5.5752980373072004e-11,0.0018059083858171549,1.1900176354680892e-09,0.0026402573134270977,2.3832533606544967e-07,3.5373231783653013e-07,2.0623896430779045e-13,6.058908368773685e-09,4.1387313535228103e-06,7.937001948695878e-05,4.1018039408362465e-13,1.2875013871181857e-13
2.509348122210713e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060141685765534934,0.097263562316330737,0.035827040446805319,1.1589830766231108e-09,5.4419210314197923e-05,0.0031726708955414394,3.6884698564909129e-09,6.4289886014629052e-17,2.2817603123108626e-17,8.8107045513974767e-15,0.0,1.6961150233253117e-13,7.1961329140279129e-28,2.859852970538595e-18,2.0864565821204628e-19,2.0857990576478265e-22,3.0268844735673984e-18,1.5694982557970855e-37,1.0846514166151418e-05,0.12821166095827871,5.5726158792263532e-11,0.0018053724575490596,1.1912583480427078e-09,0.0026418512027972818,2.3850900023492851e-07,3.5380482933702779e-07,2.0658451144557579e-13,6.0685991261930836e-09,4.1455186277679864e-06,7.9588352884652649e-05,4.1131958701673358e-13,1.292427276729259e-13
2.5128488670848213e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060101944579284618,0.097261934494908858,0.035807587301168765,1.1637355426513936e-09,5.4533406709514639e-05,0.003175351738641178,3.7001179651772307e-09,6.4334806848198672e-17,2.2883679178469454e-17,8.8185684127748667e-15,0.0,1.696778602375242e-13,7.2151162165647651e-28,2.8653279634007909e-18,2.0911630221996724e-19,2.0912831702036512e-22,3.0301730325591149e-18,1.5766997297999164e-37,1.0839165424235253e-05,0.1282502561665908,5.5702069368473889e-11,0.0018048903917104,1.1923738356659132e-09,0.0026432835557007772,2.3867407043942846e-07,3.5386979851348639e-07,2.0689544740918652e-13,6.0773153964715577e-09,4.1516267702955278e-06,7.9785044508655668e-05,4.1234587853053887e-13,1.2968694537477135e-13
2.5163496119589295e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060062277644189109,0.097260308508370932,0.035788170382146642,1.1685004057199839e-09,5.4647640658362583e-05,0.0031780297338888839,3.7117855496838572e-09,6.4379688864575013e-17,2.2949836917710763e-17,8.8264289230182145e-15,0.0,1.69744119095996e-13,7.2341201730442124e-28,2.8708043740306553e-18,2.0958727005973316e-19,2.0967731572215119e-22,3.0334590787226554e-18,1.5839231264981189e-37,1.0831830517409512e-05,0.12828877870299196,5.5678027157052117e-11,0.0018044085820384833,1.1934882322472232e-09,0.0026447138789350982,2.3883892561998249e-07,3.5393449297396526e-07,2.0720632980991865e-13,6.0860265427603077e-09,4.157734527786828e-06,7.998191743699369e-05,4.1337313340558646e-13,1.301320041882687e-13
2.5198503568330377e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.060022684730261275,0.097258684352291791,0.035768789577462358,1.1732776788803359e-09,5.4761912043769981e-05,0.0031807048876562392,3.7234726114533886e-09,6.4424532156556147e-17,2.3016076280058667e-17,8.8342860881057416e-15,0.0,1.698102791923574e-13,7.2531447712192202e-28,2.8762821988744841e-18,2.1005856131235573e-19,2.1022690148099093e-22,3.0367426160200978e-18,1.591168477829881e-37,1.0824509402628515e-05,0.12832722879232455,5.5654032008899311e-11,0.0018039270292513514,1.1946015396187256e-09,0.0026461421771431012,2.3900356629905565e-07,3.5399891380569318e-07,2.0751715857229993e-13,6.0947325675843156e-09,4.1638418982858042e-06,8.0178971497006448e-05,4.144013507362889e-13,1.305779042982479e-13
2.523351101707146e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.059983165608511968,0.097257062022262336,0.035749444775325649,1.1780673751730857e-09,5.4876220749179462e-05,0.0031833772062942966,3.7351791519158546e-09,6.4469336816602327e-17,2.3082397204799138e-17,8.8421399139975035e-15,0.0,1.6987634080983838e-13,7.2721899988654123e-28,2.8817614343919626e-18,2.1053017555965199e-19,2.1077707390835541e-22,3.0400236484050453e-18,1.5984358157253667e-37,1.0817202037034152e-05,0.12836560665845753,5.5630083775857386e-11,0.0018034457340585779,1.1957137596587049e-09,0.0026475684549510207,2.3916799300434011e-07,3.5406306209074399e-07,2.0782793362922431e-13,6.1034334734861079e-09,4.1699488798433361e-06,8.0376206516266833e-05,4.1543052961822088e-13,1.3102464588875591e-13
2.5268518465812542e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.059943720050944477,0.09725544151388972,0.035730135864429871,1.1828695076280608e-09,5.4990566658446044e-05,0.0031860466961335641,3.7469051724886924e-09,6.4514102936837323e-17,2.3148799631277888e-17,8.8499904066346862e-15,0.0,1.699423042304943e-13,7.2912558437809981e-28,2.8872420770560933e-18,2.1100211238423446e-19,2.1132783261633463e-22,3.0433021798224673e-18,1.6057251721067188e-37,1.0809908377954727e-05,0.12840391252429192,5.5606182310789316e-11,0.0018029646971613434,1.1968248942590364e-09,0.0026489927169685511,2.3933220626529746e-07,3.5412693890604025e-07,2.0813865491805122e-13,6.1121292630254405e-09,4.1760554705202241e-06,8.0573622322577235e-05,4.1646066914810663e-13,1.3147222914306528e-13
