Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HX(19),CH2X(134),CHX(26),HOX(23),H2X(36),CXHO(27),H2OX(35),CX(24),OCX(21),COX(37),CO2X(34)
6.277560915396145e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283938271440793,0.099964404538556137,0.099989978937567725,1.3122346263398049e-29,2.6523545258962984e-19,2.7073623448819594e-14,4.7316213326298787e-26,5.1761319909115049e-21,5.3792414472603843e-34,2.4119395146608919e-18,0.0,6.9625813745675793e-20,3.0066572121233636e-43,9.1364070948710842e-29,1.2931497597566642e-31,3.7272542491678111e-35,1.0251226545428727e-27,8.3658240527012781e-63,3.5352000836363615e-05,2.0042124677674477e-05,1.411496397927683e-10,7.3009928365451437e-07,7.1508472106384141e-14,2.4331931357702625e-07,1.8685941129973532e-13,7.7279908498059486e-18,9.2762948648085342e-22,5.1210646287879984e-23,7.2819658447263431e-14,2.0878751849092571e-18,7.1989068093803389e-30,1.5197690329949514e-33
6.313152627752374e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283925369355481,0.099964393262992543,0.099989922134905485,1.3496809698348274e-29,2.6994518990043305e-19,2.7536768500619095e-14,4.8398318786560702e-26,5.20549496618418e-21,5.5022975716995305e-34,2.4256086885858712e-18,0.0,7.0416910660709081e-20,3.0743062844152218e-43,9.2472587666597744e-29,1.3152714387170854e-31,3.7910190715921353e-35,1.0375574467182989e-27,8.6525822527185275e-63,3.5361896411243624e-05,2.0155730001042772e-05,1.4114954002902961e-10,7.342392487026842e-07,7.1508578972175475e-14,2.4469930154757315e-07,1.8801068438290763e-13,7.8696627456690826e-18,9.3817911022734202e-22,5.2270589114668945e-23,7.3648103284910963e-14,2.1235966827841475e-18,7.3888426229757711e-30,1.5693776894571821e-33
6.348744340108603e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283912492337724,0.099964382237882426,0.099989865332351435,1.3879752460815576e-29,2.7471064993424951e-19,2.8005164529500765e-14,4.9498875165374285e-26,5.2348579000258635e-21,5.6274528897453585e-34,2.4392777239181961e-18,0.0,7.1212466196278519e-20,3.1430898488073035e-43,9.3587913273504675e-29,1.3376439354898591e-31,3.8555069665444404e-35,1.050068557329718e-27,8.947502762884797e-63,3.5371541534555267e-05,2.0269335108004644e-05,1.4114944080381799e-10,7.3837920806066477e-07,7.1508687000740311e-14,2.4607928761856402e-07,1.8916225748336851e-13,8.0130653704000973e-18,9.4878837238316343e-22,5.334564323660061e-23,7.4481233552607099e-14,2.1597233039470534e-18,7.5826157404799541e-30,1.6203003660857353e-33
6.384336052464832e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283899639755053,0.099964371456901388,0.099989808529905411,1.4271317044454898e-29,2.7953216740091317e-19,2.8478841112918019e-14,5.0618090900353654e-26,5.2642207926577972e-21,5.754731137402492e-34,2.4529466207114713e-18,0.0,7.2012480183105819e-20,3.2130205047611721e-43,9.471004953838537e-29,1.3602686631259041e-31,3.9207220095988356e-35,1.0626560054395756e-27,9.2507711117792777e-63,3.5380942530671922e-05,2.0382939998852105e-05,1.4114934210353796e-10,7.4251916174929565e-07,7.1508796185191035e-14,2.4745927179696967e-07,1.9031413059887543e-13,8.158209298525861e-18,9.594572728050862e-22,5.4435924753433609e-23,7.5319049247081549e-14,2.1962573326812804e-18,7.7802797509990597e-30,1.6725637603840831e-33
6.419927764821062e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283886810990966,0.099964360913884748,0.099989751727567328,1.4671647511017552e-29,2.8441007713728675e-19,2.8957827827985122e-14,5.1756175597358513e-26,5.2935836442956448e-21,5.884156184070649e-34,2.4666153790179995e-18,0.0,7.2816952451941449e-20,3.2841109210723442e-43,9.5838998230146088e-29,1.3831470346631411e-31,3.9866682763130107e-35,1.0753198101099539e-27,9.5625759971594765e-63,3.5390105564264685e-05,2.04965446738698e-05,1.411492439149374e-10,7.4665910978888889e-07,7.1508906518814024e-14,2.4883925408958505e-07,1.9146630372716126e-13,8.3051051044266992e-18,9.7018581134989506e-22,5.5541549849957815e-23,7.6161550365078074e-14,2.2332010532706981e-18,7.9818886486439964e-30,1.7261949455105756e-33
6.455519477177291e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928387400544454,0.099964350602823535,0.099989694925337033,1.5080889498508368e-29,2.8934471410726011e-19,2.9442154251477083e-14,5.2913340030453847e-26,5.3229464551496208e-21,6.0157520325439123e-34,2.4802839988888131e-18,0.0,7.362588283356414e-20,3.3563738358666473e-43,9.6974761117645632e-29,1.406280463126495e-31,4.0533498422282047e-35,1.0880599904025701e-27,9.8831093225241091e-63,3.53990366443351e-05,2.0610149133335202e-05,1.4114914622509863e-10,7.5079905219924219e-07,7.1509017995065003e-14,2.5021923450303333e-07,1.9261877686593459e-13,8.4537633623362368e-18,9.8097398787437869e-22,5.6662634795042821e-23,7.7008736903354112e-14,2.270556749999745e-18,8.1874968327704507e-30,1.7812213731328377e-33
6.49111118953352e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283861222530019,0.09996434051786042,0.099989638123214361,1.5499190229336057e-29,2.9433641340174892e-19,2.9931849959829593e-14,5.4089796141869453e-26,5.3523092254246334e-21,6.1495428190100093e-34,2.4939524803737058e-18,0.0,7.4439271158780283e-20,3.4298220565965941e-43,9.8117339969695501e-29,1.4296703615278927e-31,4.1207707828691853e-35,1.1008765653787748e-27,1.0212566233900618e-62,3.5407741628146158e-05,2.0723753377518808e-05,1.4114904902143025e-10,7.5493898899965266e-07,7.1509130607565014e-14,2.5159921304377081e-07,1.9377155001287994e-13,8.6041946463412564e-18,9.9182180223532877e-22,5.7799295940709267e-23,7.7860608858680068e-14,2.3083267071534258e-18,8.3971591082140258e-30,1.8376708762830817e-33
6.526702901889749e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283848461676428,0.099964330653286096,0.099989581321199186,1.5926698518456894e-29,2.9938551023869283e-19,3.0426944529138951e-14,5.5285757041959873e-26,5.3816719553204236e-21,6.2855528130495867e-34,2.5076208235212674e-18,0.0,7.5257117258423464e-20,3.5044684600377358e-43,9.9266736555059761e-29,1.4533181428662634e-31,4.1889351737442192e-35,1.1137695540995512e-27,1.0551145156857584e-62,3.5416226225053936e-05,2.0837357406684279e-05,1.4114895229165893e-10,7.5907892020892824e-07,7.1509244350096104e-14,2.5297918971809066e-07,1.9492462316565849e-13,8.756409530381594e-18,1.0027292542895293e-21,5.8951649721222317e-23,7.8717166227839119e-14,2.3465132090173115e-18,8.6109306855205918e-30,1.8955716722142736e-33
6.562294614245978e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283835722327228,0.099964321003535334,0.099989524519291426,1.6363564781511707e-29,3.0449233996305385e-19,3.0927467535161947e-14,5.6501437009163783e-26,5.411034645031681e-21,6.4238064176354802e-34,2.521289028378913e-18,0.0,7.6079420963353772e-20,3.5803259922850405e-43,1.0042295264245534e-28,1.4772252201275406e-31,4.2578470903450469e-35,1.1267389756255123e-27,1.0899047833742266e-62,3.5424496000242572e-05,2.0950961221088654e-05,1.4114885602382105e-10,7.6321884584540105e-07,7.150935921659731e-14,2.5435916453212732e-07,1.9607799632190881e-13,8.9104185882499737e-18,1.0136963438937514e-21,6.011981265220648e-23,7.9578409007626571e-14,2.3851185398775396e-18,8.8288671811719125e-30,1.954952365257113e-33
6.597886326602208e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283823003939934,0.0999643115631835,0.099989467717490912,1.6809941042956109e-29,3.0965723804681446e-19,3.1433448553315776e-14,5.773705148996392e-26,5.4403972947481901e-21,6.5643281691319761e-34,2.5349570949929067e-18,0.0,7.6906182104457513e-20,3.6574076687492466e-43,1.0158599000055194e-28,1.5013930062846595e-31,4.3275106081468612e-35,1.1397848490169009e-27,1.1256479361143563e-62,3.5432556378364864e-05,2.1064564820982479e-05,1.4114876020625545e-10,7.6735876592693894e-07,7.150947520116077e-14,2.5573913749186031e-07,1.9723166947924772e-13,9.0662323935919306e-18,1.0247230709047481e-21,6.1303901329781877e-23,8.0444337194849405e-14,2.4241449840208143e-18,9.0510246178066349e-30,2.0158419496777632e-33
6.633478038958437e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283810305985738,0.09996430232694288,0.099989410915797508,1.7265980944184098e-29,3.148805400889762e-19,3.1944917158677994e-14,5.899281709884668e-26,5.4697599046549359e-21,6.7071427372940975e-34,2.5486250234084006e-18,0.0,7.7737400512646621e-20,3.7357265741532348e-43,1.0275585039797213e-28,1.5258229142975573e-31,4.3979298026082772e-35,1.1529071933335856e-27,1.1623648227580563e-62,3.5440412647090888e-05,2.117816820661e-05,1.4114866482759503e-10,7.7149868047095786e-07,7.1509592298027662e-14,2.5711910860311833e-07,1.9838564263527109e-13,9.2238615199056849e-18,1.0358094351792498e-21,6.2504032429720723e-23,8.1314950786326025e-14,2.4635948257344036e-18,9.2774594244367542e-30,2.0782698125363016e-33
6.669069751314666e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283797627949212,0.099964293289659334,0.099989354114211129,1.7731839751644911e-29,3.2016258181555766e-19,3.24619029259864e-14,6.0268951618261773e-26,5.499122474932241e-21,6.8522749252668497e-34,2.5622928136694543e-18,0.0,7.8573076018858042e-20,3.8152958625283836e-43,1.0393253560329155e-28,1.5505163571131732e-31,4.4691087491713136e-35,1.1661060276350637e-27,1.2000766351416998e-62,3.5448069960567182e-05,2.1291771378209294e-05,1.4114856987676003e-10,7.7563858949443192e-07,7.1509710501584602e-14,2.5849907787158306e-07,1.9953991578755488e-13,9.3833165405420306e-18,1.0469554365739555e-21,6.372032270662411e-23,8.2190249778885665e-14,2.5034703493061438e-18,9.5082284366596406e-30,2.142265736545825e-33
6.704661463670895e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283784969327922,0.099964284446308907,0.099989297312731637,1.8207674364953245e-29,3.2550369907959308e-19,3.2984435429638935e-14,6.1565673998582042e-26,5.5284850057558729e-21,6.999749669584507e-34,2.5759604658190699e-18,0.0,7.9413208454053422e-20,3.8961287572109459e-43,1.0511604738503911e-28,1.5754747476654482e-31,4.5410515232613634e-35,1.1793813709804553e-27,1.2388049119001846e-62,3.5455533342788362e-05,2.140537433601247e-05,1.4114847534295038e-10,7.7977849301390568e-07,7.1509829806359963e-14,2.5987904530279262e-07,2.0069448893365636e-13,9.5446080287042556e-18,1.0581610749455315e-21,6.4952888993118351e-23,8.3070234169368072e-14,2.5437738390244373e-18,9.7433888968656762e-30,2.2078599029321735e-33
6.740253176027124e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283772329632126,0.09996427579199442,0.099989240511358962,1.8693643324992717e-29,3.309042278611297e-19,3.351254424369362e-14,6.288320435806301e-26,5.5578474972971633e-21,7.149592040169867e-34,2.589627979899212e-18,0.0,8.0257797649218663e-20,3.9782385508383993e-43,1.0630638751169693e-28,1.6006994988753221e-31,4.6137622002871801e-35,1.1927332424285053e-27,1.2785715423036294e-62,3.5462807690883773e-05,2.1518977080245762e-05,1.4114838121563876e-10,7.8391839104550497e-07,7.1509950207020249e-14,2.6125901090214563e-07,2.0184936207111483e-13,9.7077465574480474e-18,1.0694263501506055e-21,6.6201848199070438e-23,8.3954903954623142e-14,2.5845075791782485e-18,9.9829984544416328e-30,2.2750828942942224e-33
6.775844888383354e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283759708384468,0.099964267321942413,0.099989183710092952,1.9189906822012786e-29,3.3636450426722707e-19,3.4046258941868444e-14,6.4221763982802889e-26,5.5872099497231167e-21,7.3018272403335112e-34,2.6032953559508368e-18,0.0,8.1106843435363354e-20,4.0616386053458225e-43,1.0750355775170048e-28,1.6261920236507358e-31,4.687244855640843e-35,1.206161661037581e-27,1.3193987701167329e-62,3.5469897778321027e-05,2.1632579611129724e-05,1.4114828748456364e-10,7.8805828360494712e-07,7.1510071698366565e-14,2.6263897467490401e-07,2.0300453519745319e-13,9.8727426996813918e-18,1.0807512620457572e-21,6.7467317310822167e-23,8.4844259131510438e-14,2.6256738540571085e-18,1.0227115165969853e-29,2.3439656974647035e-33
6.811436600739583e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283747105119622,0.099964259031499955,0.099989126908933482,1.9696626703718819e-29,3.4188486453195465e-19,3.4585609097541309e-14,6.5581575326701948e-26,5.6165723631965261e-21,7.4564806067730785e-34,2.6169625940139188e-18,0.0,8.1960345643520413e-20,4.1463423519622467e-43,1.08707559873439e-28,1.6519537348866267e-31,4.7615035646977423e-35,1.2196666458656712e-27,1.361309197480821e-62,3.5476808258028727e-05,2.1746181928879339e-05,1.4114819413972267e-10,7.9219817070755102e-07,7.1510194275331268e-14,2.6401893662619744e-07,2.0416000831017885e-13,1.0039607028164508e-17,1.0921358104875229e-21,6.8749413390442539e-23,8.5738299696899003e-14,2.6672749479511107e-18,1.0475797495423283e-29,2.4145397063714991e-33
6.847028313095812e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283734519384021,0.09996425091613162,0.099989070107880482,2.0213966483355683e-29,3.4746564501638988e-19,3.5130624283749859e-14,6.6962862011422478e-26,5.6459347378760723e-21,7.6135776095725124e-34,2.630629694127474e-18,0.0,8.2818304104745569e-20,4.2323632912070313e-43,1.0991839564525537e-28,1.677986045464931e-31,4.836542402816557e-35,1.233248215970385e-27,1.4043257888186089e-62,3.5483543665440302e-05,2.1859784033704203e-05,1.4114810117136616e-10,7.9633805236824786e-07,7.1510317932974738e-14,2.653988967610258e-07,2.0531578140678502e-13,1.0208350115509758e-17,1.1035799953323835e-21,7.0048253574997986e-23,8.6637025647666816e-14,2.7093131451509143e-18,1.0729104314356519e-29,2.4868367248993717e-33
6.882620025452041e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283721950735561,0.099964242971416456,0.099989013306933855,2.0742091347784538e-29,3.531071822086168e-19,3.5681334073191479e-14,6.8365848826348498e-26,5.6752970739164347e-21,7.7731438522013346e-34,2.6442966563295844e-18,0.0,8.3680718650117142e-20,4.3197149928862152e-43,1.1113606683544657e-28,1.7042903682545802e-31,4.912365445339233e-35,1.2469063904089515e-27,1.4484718747616956e-62,3.5490108421460938e-05,2.1973385925808608e-05,1.4114800856999042e-10,8.0047792860159052e-07,7.1510442666481984e-14,2.6677885508426293e-07,2.0647185448475198e-13,1.0378982534181587e-17,1.1150838164367645e-21,7.1363955075839824e-23,8.7540436980700602e-14,2.7517907299477403e-18,1.0987094902092853e-29,2.5608889697520926e-33
6.91821173780827e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283709398743284,0.099964235193045231,0.099988956506093504,2.1281168165553059e-29,3.5880981272372387e-19,3.6237768038223179e-14,6.9790761728545401e-26,5.7046593714683818e-21,7.9352050715138918e-34,2.6579634806574216e-18,0.0,8.4547589110735375e-20,4.4084110960888946e-43,1.1236057521226374e-28,1.7308681161115023e-31,4.988976767590961e-35,1.2606411882382186e-27,1.4937711561008262e-62,3.5496506835359679e-05,2.2086987605391715e-05,1.4114791632633194e-10,8.0461779942176277e-07,7.1510568471159597e-14,2.6815881160065982e-07,2.0762822754154803e-13,1.0551514856496435e-17,1.1266472736570312e-21,7.2696635177908903e-23,8.8448533692895456e-14,2.7947099866333732e-18,1.124982894590743e-29,2.6367290733149118e-33
6.9538034501645e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283696862987121,0.099964227576817472,0.099988899705359305,2.1831365494958956e-29,3.6457387330380255e-19,3.6799955750861438e-14,7.1237827842719795e-26,5.734021630678884e-21,8.099787137748628e-34,2.6716301671472699e-18,0.0,8.5418915317722319e-20,4.4984653091835646e-43,1.1359192254391229e-28,1.7577207018786162e-31,5.066380444880147e-35,1.2744526285146519e-27,1.5402477077589368e-62,3.5502743107588477e-05,2.2200589072647677e-05,1.4114782443136097e-10,8.0875766484258967e-07,7.1510695342432602e-14,2.6953876631484716e-07,2.0878490057463097e-13,1.0725957654622695e-17,1.1382703668494841e-21,7.4046411239056672e-23,8.9361315781154523e-14,2.8380731995001585e-18,1.1517366541206637e-29,2.7143900865173389e-33
6.989395162520729e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283684343057619,0.099964220118638786,0.099988842904731173,2.2392853592106921e-29,3.7039970081794517e-19,3.7367926782782231e-14,7.2707275461179156e-26,5.7633838516911965e-21,8.2669160545273244e-34,2.6852967158345477e-18,0.0,8.6294697102221163e-20,4.5898914098145101e-43,1.1483011059855232e-28,1.7848495383858357e-31,5.1445805524984193e-35,1.2883407302943355e-27,1.5879259827870151e-62,3.5508821332529887e-05,2.2314190327765741e-05,1.4114773287627588e-10,8.128975248775454e-07,7.1510823275841573e-14,2.7091871923133937e-07,2.0994187358144915e-13,1.0902321500580625e-17,1.1499530958703571e-21,7.5413400689382343e-23,9.0278783242388702e-14,2.8818826528410028e-18,1.1789768191703698e-29,2.7939054816961926e-33
7.024986874876958e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283671838555666,0.099964212814518172,0.099988786104209013,2.296580441895885e-29,3.7628763226224333e-19,3.794171070532079e-14,7.4199334043791713e-26,5.792746034644963e-21,8.4366179588543601e-34,2.6989631267538321e-18,0.0,8.7174934295396078e-20,4.6827032448981423e-43,1.1607514114429874e-28,1.8122560384500625e-31,5.2235811657205765e-35,1.3023055126329689e-27,1.6368308163827944e-62,3.5514745501175704e-05,2.2427791370930406e-05,1.4114764165249741e-10,8.1703737953976289e-07,7.1510952267039736e-14,2.722986703545364e-07,2.1109914655944265e-13,1.1080616966242303e-17,1.1616954605758125e-21,7.6797721030585983e-23,9.1200936073516347e-14,2.9261406309493761e-18,1.2067094809590663e-29,2.8753091554588706e-33
7.060578587233187e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.192836593490922,0.09996420566056545,0.099988729303792726,2.3550391651377527e-29,3.8223800475978608e-19,3.8521337089471659e-14,7.5714234217946085e-26,5.8221081796763007e-21,8.6089191211159817e-34,2.7126293999388771e-18,0.0,8.805962672843172e-20,4.7769147306193794e-43,1.1732701594922154e-28,1.8399416148751894e-31,5.3033863598045851e-35,1.3163469945858694e-27,1.6869874299323099e-62,3.5520519503737661e-05,2.2541392202321519e-05,1.4114755075166274e-10,8.2117722884204239e-07,7.1511082311789874e-14,2.736786196887277e-07,2.1225671950604462e-13,1.1260854623331572e-17,1.1734974608219422e-21,7.8199489835337027e-23,9.2127774271462958e-14,2.9708494181193058e-18,1.2349407715706739e-29,2.9586354315468074e-33
7.096170299589416e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928364687428803,0.099964198652988598,0.09998867250348227,2.4146790687163597e-29,3.8825115556065806e-19,3.9106835505888495e-14,7.7252207778511146e-26,5.8514702869178888e-21,8.7838459450795246e-34,2.7262955354226351e-18,0.0,8.894877423253303e-20,4.8725398524279992e-43,1.1858573678134602e-28,1.8679076804520959e-31,5.3840002099915636e-35,1.3304651952079685e-27,1.7384214350743442e-62,3.5526147132192326e-05,2.2654992822114411e-05,1.4114746016562038e-10,8.2531707279685911e-07,7.1511213405961888e-14,2.7505856723809405e-07,2.1341459241868213e-13,1.1443045043423977e-17,1.185359096464757e-21,7.9618824746657609e-23,9.3059297833160977e-14,3.0160112986453818e-18,1.263676863970315e-29,3.0439190636990838e-33
7.131762011945645e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283634413773493,0.099964191788091447,0.099988615703277522,2.4755178654086005e-29,3.9432742204193794e-19,3.969823552488402e-14,7.8813487687795668e-26,5.880832356499065e-21,8.9614249678927067e-34,2.7399615332372806e-18,0.0,8.9842376638924615e-20,4.9695926650350075e-43,1.1985130540865308e-28,1.8961556479586465e-31,5.4654267915057503e-35,1.3446601335538156e-27,1.7911588377877786e-62,3.5531632082761731e-05,2.2768593230479994e-05,1.4114736988642455e-10,8.2945691141637306e-07,7.1511345545529862e-14,2.7643851300671116e-07,2.1457276529477762e-13,1.1627198797946716e-17,1.1972803673601931e-21,8.1055843477320844e-23,9.3995506755549472e-14,3.0616285568227533e-18,1.2929239720204501e-29,3.131195238516132e-33
7.167353724301875e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283621967188297,0.099964185062271033,0.099988558903178371,2.5375734417905725e-29,4.0046714170769632e-19,4.029556671642993e-14,8.0398308075508255e-26,5.9101943885458962e-21,9.1416828600828351e-34,2.7536273934142238e-18,0.0,9.0740433778850763e-20,5.0680872924089955e-43,1.2112372359907948e-28,1.9246869301596893e-31,5.5476701795545015e-35,1.3589318286775729e-27,1.8452260425018859e-62,3.5536977958331409e-05,2.2882193427584864e-05,1.4114727990633025e-10,8.3359674471243485e-07,7.1511478726569509e-14,2.7781845699855141e-07,2.1573123813174974e-13,1.1813326458178593e-17,1.2092612733641001e-21,8.251066380926317e-23,9.4936401035573873e-14,3.107703476947125e-18,1.3226883504966766e-29,3.2204995783235235e-33
7.202945436658104e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283609534181231,0.099964178472015469,0.099988502103184773,2.6008638590392996e-29,4.0667065218899456e-19,4.0898858650156772e-14,8.2006904238716947e-26,5.9395563831812705e-21,9.3246464255561007e-34,2.7672931159841334e-18,0.0,9.1642945483574746e-20,5.1680379277725103e-43,1.224029931205181e-28,1.9535029398070556e-31,5.6307344493282567e-35,1.3732802996330195e-27,1.9006498562295807e-62,3.5542188270807208e-05,2.2995793413591462e-05,1.4114719021778801e-10,8.3773657269659528e-07,7.1511612945255687e-14,2.7919839921748754e-07,2.1689001092701467e-13,1.2001438595249969e-17,1.2213018143322478e-21,8.3983403593010933e-23,9.5881980670185706e-14,3.154238343314764e-18,1.3529762951031952e-29,3.311868144035782e-33
7.238537149014333e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283597114409945,0.09996417201390155,0.099988445303296675,2.6654073537337824e-29,4.1293829124388225e-19,4.1508140895353914e-14,8.3639512641809178e-26,5.9689183405249724e-21,9.5103426015967831e-34,2.7809587009769568e-18,0.0,9.2549911584378794e-20,5.2694588335984086e-43,1.2368911574081816e-28,1.9826050896395558e-31,5.7146236760005402e-35,1.3877055654735492e-27,1.9574574927236548e-62,3.5547266443412788e-05,2.3109393188658107e-05,1.4114710081343898e-10,8.4187639538011214e-07,7.1511748197859672e-14,2.8057833966729414e-07,2.1804908367798668e-13,1.2191545780142726e-17,1.2334019901203179e-21,8.5474180747120453e-23,9.6832245656342467e-14,3.2012354402224918e-18,1.3837941424879474e-29,3.4053374380201888e-33
7.274128861370562e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283584707540752,0.09996416568459246,0.09998838850351395,2.731222338655401e-29,4.1927039675739638e-19,4.2123443020969387e-14,8.5296370916451375e-26,5.9982802606937658e-21,9.6987984588665341e-34,2.7946241484219356e-18,0.0,9.3461331912563612e-20,5.372364341606223e-43,1.2498209322778576e-28,2.0119947923829783e-31,5.7993419347279246e-35,1.4022076452521703e-27,2.0156765766560236e-62,3.5552215812929005e-05,2.3222992752939153e-05,1.4114701168611006e-10,8.4601621277395737e-07,7.1511884480746986e-14,2.8195827835165078e-07,2.1920845638208003e-13,1.2383658583690203e-17,1.2455618005839029e-21,8.6983113257631532e-23,9.7787195991007269e-14,3.2486970519676915e-18,1.4151482702574376e-29,3.5009444069605598e-33
7.309720573726791e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928357231324839,0.099964159480835757,0.09998833170383653,2.7983274035876528e-29,4.2566730674155897e-19,4.2744794595609816e-14,8.6977717861548944e-26,6.0276421438014688e-21,9.8900412014036126e-34,2.8082894583476227e-18,0.0,9.4377206299448167e-20,5.4767688527585221e-43,1.2628192734918388e-28,2.0416734607500883e-31,5.8848933006500285e-35,1.4167865580215062e-27,2.0753351478200109e-62,3.5557039631876684e-05,2.3336592106585064e-05,1.4114692282880966e-10,8.5015602488882551e-07,7.1512021790374911e-14,2.833382152741442e-07,2.2036812903670899e-13,1.2577787576577183e-17,1.2577812455785046e-21,8.8510319177533786e-23,9.8746831671148651e-14,3.2966254628482977e-18,1.4470450969912358e-29,3.5987264447209312e-33
7.345312286083021e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283559931215788,0.099964153399460937,0.099988274904264388,2.8667413161152244e-29,4.3212935933537586e-19,4.3372225187540377e-14,8.8683793443205947e-26,6.0570039899590231e-21,1.0084098166622127e-33,2.8219546307819037e-18,0.0,9.5297534576369325e-20,5.582686837257278e-43,1.2758861987273285e-28,2.0716425074406232e-31,5.9712818488894941e-35,1.4314423228337948e-27,2.1364616653556885e-62,3.5561741070644426e-05,2.3450191249742531e-05,1.4114683423472221e-10,8.5429583173513887e-07,7.1512160123290016e-14,2.8471815043827061e-07,2.2152810163928944e-13,1.2773943329339823e-17,1.2700603249595351e-21,9.0055916626245988e-23,9.9711152693740391e-14,3.3450229571628058e-18,1.4794910822561744e-29,3.6987213952091395e-33
7.38090399843925e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283547561133912,0.099964147437377734,0.099988218104797411,2.9364830224224245e-29,4.3865689280483463e-19,4.4005764364684621e-14,9.04148387946849e-26,6.0863657992745743e-21,1.0280996825311285e-33,2.8356196657520105e-18,0.0,9.622231657468155e-20,5.6901328345402243e-43,1.2890217256611059e-28,2.1019033451412939e-31,6.0585116545519758e-35,1.4461749587408896e-27,2.1990850119982986e-62,3.5566323219562556e-05,2.3563790182554549e-05,1.4114674589720461e-10,8.5843563332305582e-07,7.1512299476126187e-14,2.8609808384743802e-07,2.2268837418723944e-13,1.2972136412365643e-17,1.2823990385823089e-21,9.1620023789107462e-23,1.0068015905576127e-13,3.3938918192102657e-18,1.5124927266202478e-29,3.8009675552402647e-33
7.416495710795479e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283535202701516,0.099964141591573852,0.099988161305435502,3.0075716480909388e-29,4.4525024554290321e-19,4.4645441694624451e-14,9.2171096216366597e-26,6.1157275718535377e-21,1.0480764781634632e-33,2.8492845632845382e-18,0.0,9.7151552125756687e-20,5.7991214532772148e-43,1.3022258719695302e-28,2.1324573865257817e-31,6.1465867927261172e-35,1.4609844847942603e-27,2.2632344983497979e-62,3.5570789090924757e-05,2.3677388905160507e-05,1.4114665780978146e-10,8.6257542966247688e-07,7.1512439845602243e-14,2.8747801550496862e-07,2.2384894667798041e-13,1.3172377395893475e-17,1.2947973863020465e-21,9.3202758916881889e-23,1.0165385075419488e-13,3.443234333290283e-18,1.5460565716662061e-29,3.9055036773998793e-33
7.452087423151708e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19283522855624949,0.099964135859112985,0.099988104506178663,3.080026498896943e-29,4.5190975606952791e-19,4.5291286744600006e-14,9.3952809175709997e-26,6.1450893077986676e-21,1.0683429773129309e-33,2.8629493234054623e-18,0.0,9.8085241060983674e-20,5.9096673713665906e-43,1.3154986553285423e-28,2.1633060442547336e-31,6.2355113384835417e-35,1.47587092004499e-27,2.3289398671735187e-62,3.5575141620958637e-05,2.3790987417696311e-05,1.4114656996614065e-10,8.6671522076305169e-07,7.1512581228519712e-14,2.888579454141005e-07,2.2500981910893773e-13,1.3374676850013427e-17,1.3072553679738725e-21,9.4804240325272725e-23,1.0263222778602941e-13,3.4930527837030174e-18,1.5801892000048655e-29,4.0123689729070843e-33
