Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CO2X(24),COX(50),CHOX(53),H2OX(23)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033530381265e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,-6.484208768605239e-119,1.3111130713278033e-65,2.9700081648774196e-36,5.2816446000811446e-88,1.796759966474657e-54,1.7962047810687842e-131,5.5646936881172801e-20,-6.5427313021451367e-106,5.5646936881172801e-20,2.5936466971271069e-72,7.7783061642773677e-74,1.1849835609924654e-111,1.3739853246698043e-112,5.3346431429529526e-54,1.2175394526191889e-85,3.0390311154049371e-18,8.9980309964363556e-20,3.6022135339142457e-22,9.0087835619510109e-38,3.3357997036290013e-37,3.6022135337726663e-22,7.0767289978291716e-33,3.033436235040406e-40,6.5474364288790908e-44,8.2650070487584998e-75,2.1456313750445637e-52,2.0212304569769732e-98,-2.6558468296687273e-106,2.0868669518160405e-105,-2.8880489426483783e-107,3.3174158779948432e-54
1.7654093885067544e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,1.1747120917301842e-116,2.9329137118695444e-64,1.7938849697705137e-35,5.8363764682299514e-86,2.7152636803533142e-53,6.4812414929255728e-129,1.5581142326728387e-19,1.2630840184478679e-104,1.558114232672838e-19,7.3144987187815261e-71,2.4456239240058431e-72,2.3688464246897779e-109,2.7466712037679516e-110,6.3332883370859222e-53,6.3023348998700199e-84,8.5092871231338226e-18,2.5194486790021794e-19,1.0086197895189358e-21,5.4413052693270043e-37,2.0148230209898635e-36,1.0086197894334217e-21,4.2743441376595816e-32,3.6012953599622022e-39,7.7731331083855659e-43,5.0280176777920979e-73,2.5472936181072918e-51,1.903457089788638e-96,2.6877916984729995e-104,4.1717602508016998e-103,2.9227867674760087e-105,3.9384361289554346e-53
4.03522145944401e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,4.9589826687954332e-114,5.7949487488401404e-63,8.6367843162317704e-35,5.2803383499761366e-84,2.9209567640707895e-52,2.3467134677755959e-126,3.5614039603950598e-19,1.3336833343766083e-102,3.5614039603950569e-19,1.5910632410327129e-69,5.4560524373340372e-71,4.2885742363824841e-107,4.9725905561086929e-108,6.2180600405197001e-52,2.7518460675947699e-82,1.9449799138591578e-17,5.7587398377192674e-19,2.3054166618657459e-21,2.6197542566782416e-36,9.7005055381223277e-36,2.305416661454034e-21,2.0579125270248883e-31,3.5357728469020495e-38,7.6317432995602834e-42,2.2698978161307858e-71,2.5009480846805245e-50,1.6636313239611967e-94,5.6286743492010247e-102,7.5525805917292375e-101,6.1207923688143582e-103,3.8667799430506503e-52
8.57484560131852e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,1.5950706039125687e-111,1.0311806151879977e-61,3.7719109612547349e-34,3.9962757955254574e-82,2.6848625028265303e-51,7.1156955312250467e-124,7.5679834158395019e-19,1.0541655241462835e-100,7.5679834158394914e-19,2.9495631033564311e-68,1.0218582365200361e-69,6.4984037990687232e-105,7.5348821262892907e-106,5.4998036801556214e-51,1.0244432940452264e-80,4.1330823169507025e-17,1.2237322155153443e-18,4.899010406926516e-21,1.1441155091260944e-35,4.2364656235769948e-35,4.8990104051284633e-21,8.9874430832905356e-31,3.1273505206891979e-37,6.7502529966232703e-41,8.5707803339734673e-70,2.2120604456659112e-49,1.2411205857601301e-92,9.0456785494072863e-100,1.1444297266303892e-98,9.8365470929875539e-101,3.42012306446327e-51
1.7654093885067543e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,4.5628413154350067e-109,1.7392371884003935e-60,1.5746988616922015e-33,2.7763601862257747e-80,2.2969563972471152e-50,1.9791864445749124e-121,1.5581142326728387e-18,7.4715519090983355e-99,1.5581142326728331e-18,5.0695453580779845e-67,1.7650059795217371e-68,9.0347570122268789e-103,1.0475777011018231e-103,4.6229163670798705e-50,3.5293624757581648e-79,8.5092871231337665e-17,2.5194486790021791e-18,1.008619789851666e-20,4.7764570153712648e-35,1.768641002835443e-34,1.008619789101014e-20,3.7520792450925768e-30,2.6287256731084371e-36,5.6740994767930029e-40,2.9736560591416853e-68,1.8593704059792269e-48,8.5611800128630869e-91,1.2932963416663289e-97,1.5911052648087613e-96,1.4063699404218855e-98,2.874819504680345e-50
3.5812590452565587e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,1.233856752273994e-106,2.8567025831123953e-59,6.4331609954229536e-33,1.850499245852684e-78,1.8991679680261994e-49,5.2791137910099407e-119,3.1607460148506166e-18,5.028011915832749e-97,3.1607460148505942e-18,8.4023996481504339e-66,2.9325838133620045e-67,1.2047411503498157e-100,1.3968941975870963e-101,3.7901461194155924e-49,1.1712667266141127e-77,1.7261696735499801e-16,5.1108816059758468e-18,2.0460572887571366e-20,1.9513385299511981e-34,7.2254755898059603e-34,2.0460572856904787e-20,1.5328457169560388e-29,2.1551866902896165e-35,4.6521419201730285e-39,9.9038773315018375e-67,1.5244247134227005e-47,5.6855222841888769e-89,1.7482731106287062e-95,2.1216619156591675e-94,1.9011255841586395e-96,2.3569507046616523e-49
7.212958358756168e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,3.2459466571009423e-104,4.6308381734842668e-58,2.6003884185527731e-32,1.2085343110327531e-76,1.5443718510152272e-48,1.3794091640207984e-116,6.3660095792061707e-18,3.2990625267710087e-95,6.3660095792060813e-18,1.3681129647040313e-64,4.7808516981019073e-66,1.5738445379007774e-98,1.8248686053712589e-99,3.0693585561663586e-48,3.8164021017691076e-76,3.4766515960231483e-16,1.0293747459923178e-17,4.1209322889178515e-20,7.8876222269081781e-34,2.9206527587134044e-33,4.1209322765219188e-20,6.1959987213595807e-29,1.7453237305804882e-34,3.7677043022530979e-38,3.2330262566895353e-65,1.2345194923480112e-46,3.7061538250144887e-87,2.299380979164229e-93,2.7716875248292344e-92,2.5004171404672631e-94,1.9087197651357599e-48
1.4476356985755386e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996462,0.022821567693054278,8.424159731780708e-102,7.4578221302907347e-57,1.0456062635384858e-31,7.8139134276701516e-75,1.2455918465557137e-47,3.5679093687648571e-114,1.277653670791728e-17,2.137743420289717e-93,1.2776536707916922e-17,2.2081398408414747e-63,7.7210880572573662e-65,2.0353331604198787e-96,2.3599634502586992e-97,2.4704867337784642e-47,1.2322931123891983e-74,6.9776154409693308e-16,2.0659479167817825e-17,8.2706822986384224e-20,3.1715781233087025e-33,1.1743816286995382e-32,8.2706822487948535e-20,2.4913768001505206e-28,1.4047846302151654e-33,3.033025591137179e-37,1.0450105965871425e-63,9.9365003404560214e-46,2.3937343481705761e-85,2.9836200674503461e-91,3.5844121787234158e-90,3.2444797003472985e-92,1.5363036839006901e-47
2.9003154239753823e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996391,0.022821567693054268,2.1718434791284122e-99,1.1971455758259326e-55,4.1933609461532732e-31,5.0275276828364206e-73,1.0005271093431102e-46,9.1830039614964032e-112,2.5597590965339504e-17,1.3766469197989697e-91,2.5597590965338071e-17,3.5484214450965901e-62,1.2411422888392322e-63,2.6191966467849921e-94,3.0369516280522537e-95,1.982409921129014e-46,3.9610960962863549e-73,1.3979543130861079e-15,4.1390942583607037e-17,1.6570182355676491e-19,1.2719446130850081e-32,4.7097955854517128e-32,1.6570182155780929e-19,9.9914788397206802e-28,1.1272451806504373e-32,2.4345332265911616e-36,3.3615775011375243e-62,7.9734373431084698e-45,1.5390001761200363e-83,3.8459555821017281e-89,4.612650420081426e-88,4.1822098806749335e-90,1.2327868924032582e-46
5.8056748747750694e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,5.5819624501672119e-97,1.9185542483035885e-54,1.679541372890147e-30,3.2275646601896673e-71,8.0204631855122337e-46,2.3581786736062029e-109,5.1239699480183952e-17,8.8378102161231799e-90,5.1239699480178227e-17,5.6898206548073519e-61,1.9904541849021589e-62,3.3629950121734973e-92,3.8993838774727284e-93,1.5883401639398484e-45,1.2703990193134357e-71,2.7983398510642101e-15,8.2853869415185128e-17,3.3169182620143308e-19,5.0944123462353175e-32,1.8863748499893042e-31,3.3169181819513897e-19,4.0017578658937626e-27,9.0315824392566675e-32,1.9517448121295569e-35,1.0789923240941542e-60,6.3884873110580549e-44,9.8720905888491358e-82,4.9422807952798577e-87,5.9225489497917217e-86,5.3743879327416861e-88,9.8772958704936909e-46
1.1616393776374444e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,1.4330547459995371e-94,3.0721859124858666e-53,6.7226205428415362e-30,2.0706241271425465e-69,6.4228754302540302e-45,6.0515489450794434e-107,1.0252391650987289e-16,5.6649406713128639e-88,1.0252391650984998e-16,9.1136013976488329e-60,3.1884322599729081e-61,4.315040625154968e-90,5.0032782624828495e-91,1.2716376613183458e-44,4.0698396660786779e-70,5.5991109270194273e-15,1.6577972307833999e-16,6.6367183750663404e-19,2.0390921532063416e-31,7.5504154304954585e-31,6.6367180546023183e-19,1.6017098539885509e-26,7.2306032155690844e-31,1.5644330022711693e-34,3.4610671219468475e-59,5.1147297392964386e-43,6.3253437017350065e-80,6.34412024401392e-85,7.5991903677548013e-84,6.8987923366052002e-86,7.907840952526354e-45
2.3237831579573192e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998839,0.11866996602995392,0.022821567693054122,3.6802139148587449e-92,4.9174963388256138e-52,2.6899863275095154e-29,1.32909299627933e-67,5.1409035685315624e-44,1.5537388241617703e-104,2.0509235056925094e-16,3.6283620350465582e-86,2.0509235056915924e-16,1.4589677426614762e-58,5.1044563797826436e-60,5.5394574084839547e-88,6.4229863019036559e-89,1.0176962077069843e-43,1.3030791876924842e-68,1.1200653078925914e-14,3.3163143040464459e-16,1.3276318841823933e-18,8.1590212325520866e-31,3.0211496559924085e-30,1.3276317559521509e-18,6.4086362191595311e-26,5.7864331023133645e-30,1.2549834592657699e-33,1.1108047578175097e-57,4.0934269571476949e-42,4.0505272560373548e-78,8.1461465154806553e-83,9.7555028964239682e-82,8.8583742783851822e-84,6.3286736151937252e-44
4.648070718597069e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,9.4688398794966298e-90,7.8695891287299778e-51,1.0762196530046959e-28,8.5480714762099652e-66,4.1137643988460968e-43,3.9970608871873307e-102,4.1022921868800776e-16,2.323048107825322e-84,4.102292186876407e-16,2.3349817837581056e-57,8.1694975769834357e-59,7.1253024400975622e-86,8.2617694407385655e-87,8.143109528926234e-43,4.171022547479257e-67,2.2403737382723085e-14,6.6333484505723323e-16,2.6555520738105258e-18,3.2641370394943488e-30,1.2086565851600474e-29,2.6555515607829304e-18,2.5636401681766544e-25,4.6296304197507085e-29,1.0089163067521643e-32,3.5721861856893048e-56,3.2755054218562164e-41,2.5930760074655879e-76,1.0479706208839239e-80,1.2548324367222626e-79,1.1395967485359015e-81,5.0638964363880098e-43
