Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),CO2X(24),CHOX(61),H2OX(23)
6.305208010591064e-08,0.09977366400000001,0.80000000000000004,0.0,0.27968419994167443,0.095825865681517547,0.097265764551050321,4.4933954361256465e-13,3.2406648346943471e-11,1.5994676858482305e-06,4.2548041558454819e-08,8.1525803408581222e-21,4.370923547476962e-17,2.2457763241058562e-12,2.5467816496167616e-37,2.5349340468144788e-10,8.5363714882310698e-26,2.8128438569467537e-21,1.770533743196019e-20,1.4028007224927455e-24,1.6329932288338468e-15,1.6988964775891796e-28,0.0041689549412628505,0.00546784015838493,7.2464146893245218e-11,2.8857760589829321e-10,1.7474225169480232e-05,2.0691944369511031e-15,5.0804016024173258e-09,4.5438040316402395e-06,5.8786956391817126e-07,1.9218443338164831e-08,1.5219149049877046e-16,1.9345431840539969e-14,4.8168880775750262e-15
6.325356395400852e-08,0.09977366400000001,0.80000000000000004,0.0,0.27966692278301597,0.095825468133718478,0.097257363572838873,4.5625130848266675e-13,3.2865000470437022e-11,1.6212235469591389e-06,4.3038289179585206e-08,8.2281734648080836e-21,4.4240209026404761e-17,2.2682348572398845e-12,2.6360194298929609e-37,2.5551182095349256e-10,8.7283934156946887e-26,2.8541324998323464e-21,1.8014764922444503e-20,1.423708431846178e-24,1.651776815313711e-15,1.7407100885101913e-28,0.0041693205600342063,0.0054846363809331958,7.2683771547801692e-11,2.9086646800903788e-10,1.7557833312023553e-05,2.0792925761298964e-15,5.1343838423945067e-09,4.5699477145232276e-06,5.9311042960826835e-07,1.9486599929102074e-08,1.540294672282551e-16,1.9612495084329325e-14,4.8710956149417456e-15
6.345504780210639e-08,0.09977366400000001,0.80000000000000004,0.0,0.27964965804483988,0.095825079412373032,0.097248964357644185,4.6324637894563183e-13,3.3328330752575185e-11,1.6431827303628291e-06,4.3532476713297134e-08,8.3042255372720461e-21,4.4776438848267803e-17,2.2908562178529806e-12,2.7281733884718627e-37,2.5753785983917944e-10,8.9242687823576034e-26,2.8958738212215781e-21,1.8328446593887995e-20,1.4448566048701784e-24,1.670705024105823e-15,1.7834631575855624e-28,0.004169677257714114,0.0055014290444347219,7.2903354512156721e-11,2.9316333202656375e-10,1.7641407819651417e-05,2.0894418478676292e-15,5.1887114568610736e-09,4.5961526896429013e-06,5.9838035538238588e-07,1.9757341653538579e-08,1.5588347036130902e-16,1.9882168691529165e-14,4.925749283738498e-15
6.365653165020427e-08,0.09977366400000001,0.80000000000000004,0.0,0.27963240559480712,0.095824699385590725,0.097240566904328835,4.7032547973629451e-13,3.3796674527676719e-11,1.6653460397222951e-06,4.4030621373200342e-08,8.3807378736511548e-21,4.5317962397256333e-17,2.3136409600514622e-12,2.8233312949808699e-37,2.5957149742017078e-10,9.1240641544475401e-26,2.9380709191029786e-21,1.8646423806105144e-20,1.4662471721946053e-24,1.6897783096219125e-15,1.8271745116752959e-28,0.0041700251662219459,0.0055182181510889661,7.3122895775295527e-11,2.9546816250164712e-10,1.7724946947704666e-05,2.0996425240185974e-15,5.2433846845402231e-09,4.6224188524748985e-06,6.0367939946531856e-07,2.0030679360331395e-08,1.5775358463596209e-16,2.015446580155697e-14,4.9808511643392922e-15
6.385801549830214e-08,0.09977366400000001,0.80000000000000004,0.0,0.279615165302524,0.09582432792342245,0.097232171211763779,4.7748933940931172e-13,3.4270067190949896e-11,1.687714272228649e-06,4.4532740373226906e-08,8.457711788810656e-21,4.5864817250629761e-17,2.3365896355489641e-12,2.9215833121683075e-37,2.6161270957787806e-10,9.3278470313720855e-26,2.9807268961112135e-21,1.8968738125081635e-20,1.4878820728907524e-24,1.7089971235931187e-15,1.8718633023417497e-28,0.0041703644155356217,0.0055350037030787768,7.3342395326241412e-11,2.9778092384529926e-10,1.7808448964629511e-05,2.1098948747923639e-15,5.2984037534968616e-09,4.6487460986611967e-06,6.0900761992210719e-07,2.0306623815439892e-08,1.5963989492494845e-16,2.0429399521974536e-14,5.0364033340088954e-15
6.405949934640001e-08,0.09977366400000001,0.80000000000000004,0.0,0.27959793703951263,0.095823964897832001,0.097223777278828208,4.8473869034517098e-13,3.4748544197129124e-11,1.7102882185552009e-06,4.5038850927467681e-08,8.5351485970825933e-21,4.6417041105403578e-17,2.3597027936507956e-12,3.0230220536761113e-37,2.6366147199594999e-10,9.5356858551249493e-26,3.0238448594419569e-21,1.9295431322463119e-20,1.5097632544715558e-24,1.7283619150623344e-15,1.9175490103927156e-28,0.0041706951337201906,0.0055517857025706172,7.35618531540595e-11,3.0010158033379057e-10,1.7891912152071007e-05,2.1201991687356707e-15,5.3537688812114488e-09,4.6751343240098941e-06,6.143650746583798e-07,2.0585185701222106e-08,1.6154248623511094e-16,2.0706982928135016e-14,5.0924078668366353e-15
6.426098319449789e-08,0.09977366400000001,0.80000000000000004,0.0,0.27958072067918283,0.095823610182667898,0.09721538510440951,4.9207426875617001e-13,3.5232141059114242e-11,1.7330686628127362e-06,4.5548970250009838e-08,8.6130496122686091e-21,4.697467177774037e-17,2.3829809812385241e-12,3.1277426430052169e-37,2.6571776016276711e-10,9.7476500197364552e-26,3.0674279207672154e-21,1.9626545375038579e-20,1.5318926728917299e-24,1.7478731303768933e-15,1.964251450470163e-28,0.0041710174469559817,0.0055685641517148202,7.3781269247860914e-11,3.0243009611366269e-10,1.7975334804963928e-05,2.1305556727148577e-15,5.4094802746550693e-09,4.7015834244950357e-06,6.1975182142069089e-07,2.0866375615746561e-08,1.634614437068064e-16,2.0987229062839944e-14,5.1488668336717296e-15
6.446246704259576e-08,0.09977366400000001,0.80000000000000004,0.0,0.27956351609680441,0.095823263653635707,0.097206994687403014,4.9949681469236994e-13,3.5720893346612496e-11,1.7560563825059963e-06,4.6063115554775188e-08,8.691416147642695e-21,4.7537747202337404e-17,2.4064247427547853e-12,3.2358427736934769e-37,2.6778154937394448e-10,9.963809880767875e-26,3.1114791961511299e-21,1.9962122464218519e-20,1.5542722925478141e-24,1.7675312131815988e-15,2.0119907756848732e-28,0.0041713314795663496,0.0055853390526458182,7.4000643596806837e-11,3.0476643520672594e-10,1.8058715231621374e-05,2.1409646518987522e-15,5.4655381303657183e-09,4.7280932962563993e-06,6.2516791779686186e-07,2.1150204072119852e-08,1.6539685261331411e-16,2.1270150936006791e-14,5.2057823020598621e-15
6.466395089069364e-08,0.09977366400000001,0.80000000000000004,0.0,0.27954632316947836,0.095822925188270514,0.097198606026712042,5.0700707204752219e-13,3.6214836684783877e-11,1.7792521484913572e-06,4.65813040553598e-08,8.7702495159540331e-21,4.8106305431810923e-17,2.430034620188316e-12,3.3474227707261416e-37,2.6985281473484077e-10,1.0184236764849258e-25,3.1560018059662613e-21,2.0302204975508173e-20,1.5769040862781424e-24,1.7873366044120953e-15,2.0607874822971644e-28,0.0041716373540450118,0.0056021104074823738,7.4219976190111672e-11,3.0711056151504359e-10,1.8142051753820871e-05,2.1514263697420596e-15,5.5219426345257822e-09,4.7546638355993188e-06,6.3061342121632155e-07,2.143668149782988e-08,1.6734879836024618e-16,2.1555761524346811e-14,5.263156336181264e-15
6.486543473879151e-08,0.09977366400000001,0.80000000000000004,0.0,0.27952914177611116,0.095822594665910227,0.097190219121247687,5.1460578856496864e-13,3.6714006752889823e-11,1.8026567249357131e-06,4.710355296487436e-08,8.8495510294298104e-21,4.8680384636077351e-17,2.4538111530592139e-12,3.4625856531991791e-37,2.7193153116307364e-10,1.0409002979260432e-25,3.2009988748103663e-21,2.0646835497975818e-20,1.5997900353627376e-24,1.8072897422885777e-15,2.1106624144439267e-28,0.0041719351910829809,0.0056188782183278123,7.4439267017047172e-11,3.094624388258989e-10,1.8225342706888031e-05,2.1619410879692464e-15,5.5786939630406272e-09,4.7812949389944695e-06,6.3608838895044429e-07,2.1725818234104826e-08,1.6931736648495745e-16,2.1844073771052755e-14,5.3209909967901143e-15
6.506691858688939e-08,0.09977366400000001,0.80000000000000004,0.0,0.27951197179738668,0.095822271967668834,0.09718183396992873,5.2229371584351363e-13,3.7218439282945651e-11,1.8262708692765667e-06,4.7629879495785684e-08,8.9293219997780753e-21,4.9260023101731155e-17,2.4777548784044205e-12,3.5814371982559689e-37,2.740176733910412e-10,1.0638181821554786e-25,3.2464735314236809e-21,2.0996056823716471e-20,1.6229321295231212e-24,1.8273910623098381e-15,2.1616367689121675e-28,0.0041722251095950924,0.0056356424872702465,7.4658516066945472e-11,3.1182203081674708e-10,1.8308586439777803e-05,2.1725090665589004e-15,5.6357922816183692e-09,4.8079865030776884e-06,6.4159287811288707e-07,2.2017624535288031e-08,1.7130264265595771e-16,2.2135100585497016e-14,5.3792883411553745e-15
6.526840243498726e-08,0.09977366400000001,0.80000000000000004,0.0,0.27949481311574015,0.095821956976410411,0.09717345057168153,5.3007160934327169e-13,3.7728170058376946e-11,1.8500953321833236e-06,4.816030085975908e-08,9.0095637381906213e-21,4.9845259231419749e-17,2.5018663307634367e-12,3.7040860063180902e-37,2.7611121596844939e-10,1.0871847589225474e-25,3.292428908606719e-21,2.1349911947310962e-20,1.6463323669220482e-24,1.847640997247654e-15,2.2137320999592806e-28,0.0041725072267461581,0.005652403216382793,7.4877723329202789e-11,3.1418930106015005e-10,1.8391781315153326e-05,2.1831305637286283e-15,5.6932377458507485e-09,4.8347384246497692e-06,6.4712694565993018e-07,2.2312110568228635e-08,1.7330471267232865e-16,2.2428854842940397e-14,5.4380504230031248e-15
6.546988628308513e-08,0.09977366400000001,0.80000000000000004,0.0,0.2794776656153326,0.095821649576723331,0.097165068925439912,5.3794022839148671e-13,3.8243234912680283e-11,1.874130857519794e-06,4.8694834267501833e-08,9.0902775553458674e-21,5.0436131543215192e-17,2.5261460421642568e-12,3.8306435676311936e-37,2.7821213326484454e-10,1.1110075589413712e-25,3.338868143138599e-21,2.1708444065280718e-20,1.6699927541631641e-24,1.868039977141506e-15,2.2669703241802361e-28,0.0041727816579767187,0.0056691604077237952,7.5096888793282432e-11,3.1656421302868969e-10,1.8474925709462216e-05,2.1938058359203956e-15,5.7510305012949888e-09,4.8615506006762717e-06,6.526906483908124e-07,2.260928641168821e-08,1.7532366246313773e-16,2.2725349384250357e-14,5.4972792924601379e-15
