Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),C2H6X(52),C2H4X(205),H2OX(23),C2H4X(65)
2.9017624477032847e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45098281775362359,0.11736158764227259,0.022800933368295594,0.0,1.0113070975521332e-14,3.0026097729811427e-07,0.0,5.9282197411431813e-11,0.0,2.5941333268683783e-05,2.4104265570028067e-21,2.4585235676916282e-05,1.6245276039734693e-15,7.020930921928933e-19,0.0,0.0,1.6438491254418204e-14,3.4116869123807907e-15,0.0012824363930857914,4.1268353760329534e-05,7.5156840604845758e-07,2.0364323078824352e-12,1.4684702110684865e-10,3.9575352445584977e-10,2.3332573398263587e-09,4.9643884607689387e-15,7.6670943804390008e-14,8.2374063248592077e-18,1.9674186719544989e-17,9.8032212027037439e-22
2.95308438296558e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45096135553412259,0.11734041465963289,0.022800569644186905,0.0,1.0778563055779343e-14,3.107494712449076e-07,0.0,6.2486949605863062e-11,0.0,2.6403074516731277e-05,2.6394811488529516e-21,2.5002358931006914e-05,1.7168765950749671e-15,7.5750939578743131e-19,0.0,0.0,1.7483805635624729e-14,3.6681844022606233e-15,0.0013031476207589496,4.1995796645122333e-05,7.7500209992694699e-07,2.133764710741571e-12,1.4946378967196281e-10,4.0043433327445865e-10,2.4437234975204341e-09,5.3453790159440491e-15,8.163558990362507e-14,9.0289334503166123e-18,2.0637063204243993e-17,1.0539770486960284e-21
3.0044063182278757e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45093995745222254,0.11731930597444075,0.022800205960446226,0.0,1.1477045395782234e-14,3.214111223547471e-07,0.0,6.5805293588872185e-11,0.0,2.6864915685240325e-05,2.8856772368836207e-21,2.5418892311415542e-05,1.8126934173739618e-15,8.1641673433708618e-19,0.0,0.0,1.8577915947561148e-14,3.9389438789787203e-15,0.0013237944508353778,4.2723158789825483e-05,7.9877355208763548e-07,2.234126749187884e-12,1.5208104178279062e-10,4.0511569487295715e-10,2.557163258062381e-09,5.7479954718353838e-15,8.6820639835422449e-14,9.8802384258353973e-18,2.1631642937833108e-17,1.1317230809505638e-21
3.055728253490171e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45091862330829902,0.11729826138659571,0.022799842316966877,0.0,1.2209648681828126e-14,3.3224564154918825e-07,0.0,6.923921648912986e-11,0.0,2.7326856682455009e-05,3.1499639401925441e-21,2.5834837070067694e-05,1.9120439317136969e-15,8.789816347685195e-19,0.0,0.0,1.9722295654593397e-14,4.2244890261055786e-15,0.0013443770835032721,4.3450440407735968e-05,8.2288197059779765e-07,2.3375622820057231e-12,1.5469877690479304e-10,4.0979761024575776e-10,2.6735917971613273e-09,6.173048474844939e-15,9.2231386932300498e-14,1.0794646730812622e-17,2.2658491132564596e-17,1.213710136385022e-21
3.1070501887524666e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45089735290335625,0.11727728069662194,0.022799478713642539,0.0,1.2977526738445172e-14,3.4325274376655418e-07,0.0,7.2790705885866804e-11,0.0,2.7788897416845279e-05,3.4333251321339073e-21,2.6250194455507189e-05,2.0149940918421489e-15,9.4537612715426791e-19,0.0,0.0,2.0918438527722416e-14,4.5253532418779128e-15,0.0013648957183260023,4.4177641711464823e-05,8.4732656031497261e-07,2.4441150124009963e-12,1.5731699450470553e-10,4.1448008038152392e-10,2.7930236829900153e-09,6.6213640187366038e-15,9.7873137495470636e-14,1.1775604760813802e-17,2.3718176018712523e-17,1.3000909005779975e-21
3.158372124014762e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45087614603902637,0.11725636370566624,0.022799115150367217,0.0,1.3781856770064194e-14,3.5443214796353723e-07,0.0,7.6461749808058842e-11,0.0,2.8251037797105409e-05,3.7367800872934285e-21,2.6664965712904247e-05,2.1216099441452221e-15,1.0157778498821168e-18,0.0,0.0,2.2167858559979202e-14,4.8420796520588473e-15,0.0013853505542440767,4.4904762912939476e-05,8.7210652283471807e-07,2.5538284871207843e-12,1.5993569405052962e-10,4.1916310626318747e-10,2.9154728958260145e-09,7.0937834650622065e-15,1.03751210137237e-13,1.2826681959487622e-17,2.4811268888785026e-17,1.3910208285686696e-21
3.2096940592770576e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45085500251756672,0.11723551021549608,0.02279875162703527,0.0,1.462383960544476e-14,3.6578357711706169e-07,0.0,8.025433673358098e-11,0.0,2.8713277732152408e-05,4.0613841295186641e-21,2.7079152084063702e-05,2.2319576273797903e-15,1.0903701554537911e-18,0.0,0.0,2.347208988143914e-14,5.1752211227591249e-15,0.001405741789577101,4.563180422340596e-05,8.9722105643903073e-07,2.6667460955608681e-12,1.6255487501152389e-10,4.2384668886796335e-10,3.04095284713623e-09,7.591163563525859e-15,1.0987093515819685e-13,1.3951572948743006e-17,2.5938344141079108e-17,1.4866581480822294e-21
3.261015994539353e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45083392214185819,0.11721472002849775,0.02279838814354139,0.0,1.5504699944798246e-14,3.7730675822638806e-07,0.0,8.4170455588332575e-11,0.0,2.9175617131124511e-05,4.4082292810002154e-21,2.7492754807433022e-05,2.3461033724066432e-15,1.1693422169070863e-18,0.0,0.0,2.4832686673849882e-14,5.525340273219245e-15,0.0014260696220257333,4.635876585343131e-05,9.2266935604544531e-07,2.7829110688614371e-12,1.6517453685819543e-10,4.2853082916736578e-10,3.1694763981206338e-09,8.114376472286566e-15,1.1623765395740338e-13,1.5154099657185633e-17,2.7099979322573527e-17,1.5871638627476766e-21
3.3123379298016485e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45081290471540353,0.11719399294767416,0.022798024699780615,0.0,1.6425686609551231e-14,3.8900142231544219e-07,0.0,8.821209574533551e-11,0.0,2.9638055903379612e-05,4.7784449123994795e-21,2.7905775118110309e-05,2.4641135019234143e-15,1.2528891348555164e-18,0.0,0.0,2.6251223084867344e-14,5.8930094885525775e-15,0.0014463342486736293,4.7085648012905712e-05,9.4845061315680592e-07,2.9023664789911548e-12,1.6779467906229116e-10,4.3321552812722424e-10,3.3010558777307036e-09,8.6643097781990099e-15,1.2285671847375188e-13,1.6438213446811008e-17,2.8296755171154871e-17,1.6927017553079621e-21
3.363659865063944e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45079195004232481,0.1171733287766432,0.022797661295648308,0.0,1.7388072794692287e-14,4.0086730443535199e-07,0.0,9.2381247023806553e-11,0.0,3.0100593958493761e-05,5.1731983940185938e-21,2.8318214247852219e-05,2.5860544301975303e-15,1.3412120451395086e-18,0.0,0.0,2.7729293141894402e-14,6.2788109324494437e-15,0.0014665358659893845,4.7812450911044826e-05,9.7456401581172053e-07,3.0251552378198415e-12,1.7041530109678904e-10,4.3790078670769896e-10,3.4357031001775644e-09,9.2418665169926637e-15,1.2973349065693904e-13,1.7807997237951279e-17,2.9529255657171973e-17,1.803438390822459e-21
3.4149818003262395e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45077105792736227,0.11715272731963555,0.022797297931040173,0.0,1.8393156323644907e-14,4.1290414366717603e-07,0.0,9.6679899688205709e-11,0.0,3.0563231206259662e-05,5.5936957480082741e-21,2.8730073425081862e-05,2.7119926627992343e-15,1.4345182270831163e-18,0.0,0.0,2.9268510665517083e-14,6.6833365598421601e-15,0.0014866746698284667,4.8539174756392012e-05,1.0010087485356965e-06,3.1513200961799765e-12,1.7303640243588968e-10,4.4258660586329696e-10,3.5734293819444244e-09,9.8479651933890339e-15,1.3687334196643567e-13,1.9267667632472732e-17,3.0798068024314046e-17,1.9195431198617477e-21
3.466303735588535e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45075022817587185,0.11713218838149299,0.022796934605852259,0.0,1.9442259905609098e-14,4.2511168312480638e-07,0.0,1.0111004444726224e-10,0.0,3.1025967556685151e-05,6.0411823016091458e-21,2.9141353874896581e-05,2.8419947963347256e-15,1.5330212123501951e-18,0.0,0.0,3.0870509182533012e-14,7.107188129531119e-15,0.0015067508554351466,4.9265819756820622e-05,1.0277839922929642e-06,3.2809036429172712e-12,1.756579825550081e-10,4.4727298654288774e-10,3.7142455583174577e-09,1.0483539801157235e-14,1.4428165289699192e-13,2.0821577035221164e-17,3.2103782829807648e-17,2.0411880816946912e-21
3.5176256708508305e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45072946059382363,0.1171117117676663,0.022796571319980946,0.0,2.0536731395313805e-14,4.3748966995803174e-07,0.0,1.0567367245297901e-10,0.0,3.1488802919991698e-05,6.5169433414223282e-21,2.9552056819075677e-05,2.976127518179461e-15,1.6369408943939223e-18,0.0,0.0,3.253694183856707e-14,7.5509772167718652e-15,0.001526764617444418,4.9992386119536211e-05,1.0548889244389895e-06,3.4139483039305194e-12,1.7828004093076493e-10,4.5195992968971913e-10,3.8581619994489034e-09,1.1149539843107834e-14,1.5196381252927507e-13,2.2474215773712206e-17,3.3446993983927752e-17,2.1685482074678028e-21
3.568947606113126e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45070875498779972,0.11709129728421343,0.022796208073322922,0.0,2.1677944055122274e-14,4.5003785535574412e-07,0.0,1.1037277529961749e-10,0.0,3.19517372066129e-05,7.0223047687049064e-21,2.9962183476088118e-05,3.1144576062116613e-15,1.7465036384934911e-18,0.0,0.0,3.4269481310269433e-14,8.0153252258232522e-15,0.0015467161498839144,5.0718874051078745e-05,1.0823227186736777e-06,3.5504963412009549e-12,1.8090257704097785e-10,4.5664743624143242e-10,4.0051886259656997e-09,1.1846930351025007e-14,1.5992521810431194e-13,2.4230214216063555e-17,3.4828298788817616e-17,2.3018012233768784e-21
3.6202695413754214e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45068811116499252,0.11707094473779749,0.022795844865775242,0.0,2.286729681943177e-14,4.6275599454927532e-07,0.0,1.1520934502266367e-10,0.0,3.2414770327193077e-05,7.5586337556860457e-21,3.0371735061100107e-05,3.2570519285460615e-15,1.8619423923717833e-18,0.0,0.0,3.6069819717090977e-14,8.500863402456692e-15,0.001566605646175821,5.1445283757324861e-05,1.110084544995276e-06,3.6905898518113675e-12,1.8352559036465387e-10,4.6133550713007927e-10,4.1553349241366322e-09,1.2576691905537101e-14,1.6817127462047913e-13,2.6094344887166217e-17,3.6248297976613337e-17,2.4411276538308969e-21
3.671591476637717e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45066752893320278,0.11705065393568502,0.022795481697235276,0.0,2.4106214561309317e-14,4.756438468158477e-07,0.0,1.2018537409777653e-10,0.0,3.2877902192585705e-05,8.1273394028994043e-21,3.0780712785982662e-05,3.4039774432679389e-15,1.9834967973877585e-18,0.0,0.0,3.7939668532631459e-14,9.0082328464265677e-15,0.0015864332991387753,5.2171615443490108e-05,1.1381735696549728e-06,3.8342707669551916e-12,1.8614908038198082e-10,4.6602414328213598e-10,4.3086099606105953e-09,1.3339820655925624e-14,1.767073944518502e-13,2.8071524583091926e-17,3.7707595746867709e-17,2.5867108246081773e-21
3.7229134119000124e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45064700810083791,0.11703042468574403,0.022795118567600713,0.0,2.5396148361304404e-14,4.8870117548212565e-07,0.0,1.2530285543972019e-10,0.0,3.3341132713852025e-05,8.7298733975276076e-21,3.1189117859319102e-05,3.555301198167457e-15,2.1114133002972554e-18,0.0,0.0,3.9880758495555913e-14,9.5380845239018107e-15,0.0016061993009897657,5.2897869314131061e-05,1.1665889551122023e-06,3.9815808509358048e-12,1.8877304657431858e-10,4.7071334561852103e-10,4.4650223967381641e-09,1.4137328339872736e-14,1.8553899698677113e-13,3.0166816483733624e-17,3.9206799803268755e-17,2.7387368660047755e-21
3.774235347162308e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45062654847690981,0.11701025679644195,0.022794755476769599,0.0,2.6738575778379559e-14,5.0192774792785384e-07,0.0,1.3056378240128089e-10,0.0,3.3804461802259536e-05,9.3677306727545108e-21,3.1596951486412473e-05,3.7110903304743516e-15,2.2459452655758664e-18,0.0,0.0,4.189483952007458e-14,1.0091079279858754e-14,0.0016259038433460258,5.3624045573147619e-05,1.1953298599906512e-06,4.1325617001562669e-12,1.9139748842419151e-10,4.7540311505460845e-10,4.6245805024883664e-09,1.4970242303147352e-14,1.9467150828559668e-13,3.2385432263676172e-17,4.0746521389647658e-17,2.8973947159751371e-21
3.825557282424604e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45060614987103303,0.11699015007684395,0.022794392424640274,0.0,2.8135001122899444e-14,5.153233355895684e-07,0.0,1.359701487721691e-10,0.0,3.4267889369280664e-05,1.0042450068120977e-20,3.2004214869292898e-05,3.8714120665929941e-15,2.3873530882974853e-18,0.0,0.0,4.3983680605982209e-14,1.0667887850435291e-14,0.0016455471172269164,5.4350144423785166e-05,1.2243954390349775e-06,4.2872547420997561e-12,1.9402240541528022e-10,4.8009345250024564e-10,4.7872921699721475e-09,1.5839605519229861e-14,2.0411036075657437e-13,3.4732734201294283e-17,4.2327375325272244e-17,3.0628761232649847e-21
3.8768792176869e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45058581209342347,0.11697010433661098,0.022794029411111423,0.0,2.9586955731618573e-14,5.2888771396436886e-07,0.0,1.4152394877790864e-10,0.0,3.4731415326591143e-05,1.0755614990879951e-20,3.2410909206724892e-05,4.0363337218378637e-15,2.5359043075620913e-18,0.0,0.0,4.6149069748252291e-14,1.1269190875246374e-14,0.0016651293130558074,5.5076166068636733e-05,1.2537848430682399e-06,4.4457012343008897e-12,1.9664779703241333e-10,4.8478435885976786e-10,4.9531649265837818e-09,1.6746476608875677e-14,2.1386099284891789e-13,3.7214237286074826e-17,4.3949980039419763e-17,3.2353756505364479e-21
3.928201152949196e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45056553495489565,0.11695011938599795,0.022793666436082053,0.0,3.1095998244607998e-14,5.426206626137355e-07,0.0,1.4722717707871291e-10,0.0,3.5195039586068735e-05,1.1508854078346576e-20,3.2817035694214627e-05,4.2059227001694464e-15,2.6918737204662838e-18,0.0,0.0,4.8392813846182203e-14,1.1895678909661e-14,0.0016846506206619517,5.5802110709645212e-05,1.2834972189500427e-06,4.6079422633082394e-12,1.9927366276155917e-10,4.8947583503201334e-10,5.1222059477709912e-09,1.7691929859617593e-14,2.2392884876216191e-13,3.9835611324160332e-17,4.5614957605225273e-17,3.4150906774854235e-21
3.979523088211492e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45054531826686151,0.11693019503585171,0.022793303499451502,0.0,3.266371488406034e-14,5.5652196516738424e-07,0.0,1.5308182876834982e-10,0.0,3.5658762059791806e-05,1.2303841861239135e-20,3.3222595524017132e-05,4.3802464939305894e-15,2.8555434966100408e-18,0.0,0.0,5.0716738612085126e-14,1.2548052437040646e-14,0.0017041112292823517,5.6527978548105498e-05,1.3135317095353995e-06,4.7740187436381975e-12,2.0190000208981859e-10,4.9416788191034088e-10,5.2944220694444377e-09,1.8677055245207087e-14,2.343193781709376e-13,4.2602683042111231e-17,4.7322933772800366e-17,3.6022214039511831e-21
4.030845023473788e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45052516184132857,0.11691033109760944,0.022792940601119409,0.0,3.4291719734913047e-14,5.7059140932714165e-07,0.0,1.5908989937299535e-10,0.0,3.6122582660037816e-05,1.3142299428006652e-20,3.3627589885143338e-05,4.5593726835833408e-15,3.027203293133132e-18,0.0,0.0,5.3122688479524993e-14,1.3227021880939334e-14,0.0017235113275636202,5.7253769784666697e-05,1.3438874536343217e-06,4.9439714167205251e-12,2.045268145054163e-10,4.9886050038264354e-10,5.4698198000367334e-09,1.9702958444994769e-14,2.450380359643547e-13,4.5521438188883242e-17,4.9074538001617339e-17,3.7969708530182178e-21
4.082166958736084e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45050506549089775,0.11689052738329649,0.022792577740985771,0.0,3.5981655027228841e-14,5.848287868708311e-07,0.0,1.6525338485007686e-10,0.0,3.6586501299282011e-05,1.4025995090138876e-20,3.4032019963367292e-05,4.7433689374462938e-15,3.2071503702745521e-18,0.0,0.0,5.5612526511090342e-14,1.3933307617265311e-14,0.0017428511035638397,5.7979484619334227e-05,1.374563585972125e-06,5.1178408498357247e-12,2.0715409949769288e-10,5.0355369133136496e-10,5.6484053322209924e-09,2.0770760863249916e-14,2.560902819992165e-13,4.8598023636017674e-17,5.0870403492154197e-17,3.999544874110316e-21
4.1334888939983795e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45048502902876159,0.11687078370552481,0.022792214918950865,0.0,3.77351914202724e-14,5.9923389365616004e-07,0.0,1.7157428158710759e-10,0.0,3.7050517890196019e-05,1.4956745048454549e-20,3.4435886941233076e-05,4.9323030114324361e-15,3.3956897074483358e-18,0.0,0.0,5.8188134305703768e-14,1.466763998640451e-14,0.0017621307447544083,5.8705123251472045e-05,1.405559237150472e-06,5.2956674350445724e-12,2.0978185655709778e-10,5.0824745563351479e-10,5.8301845542985012e-09,2.1881599648419389e-14,2.6748158086634015e-13,5.1838749476041168e-17,5.2711167216795351e-17,4.2101521460768999e-21
4.184810829260675e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45046505226870287,0.11685109987749101,0.022791852134915309,0.0,3.9554028288222013e-14,6.1380652962459026e-07,0.0,1.7805458640051149e-10,0.0,3.7514632345646386e-05,1.5936414060363701e-20,3.4839191998061773e-05,5.1262427487875631e-15,3.5931341198290301e-18,0.0,0.0,6.0851411905463148e-14,1.5430759305305761e-14,0.0017813504380218873,5.9430685879804651e-05,1.4368735336091431e-06,5.4774913881099786e-12,2.1241008517518053e-10,5.1294179416068446e-10,6.0151630612649851e-09,2.3036627712325961e-14,2.7921740166928557e-13,5.525009111907233e-17,5.4597469949984236e-17,4.4290041802715984e-21
4.236132764522971e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45044513502509237,0.11683147571297441,0.022791489388780058,0.0,4.1439894007454702e-14,6.2854649880519016e-07,0.0,1.8469629653444044e-10,0.0,3.7978844578693326e-05,1.6966916108099925e-20,3.524193630995845e-05,5.32525607982924e-15,3.7998043754400854e-18,0.0,0.0,6.3604277702011354e-14,1.6223415879528012e-14,0.0018005103696698364,6.0156172702419394e-05,1.4685055975885397e-06,5.663352747411468e-12,2.150387848445837e-10,5.1763670777906297e-10,6.203346165564465e-09,2.4237013749306196e-14,2.9130321781483912e-13,5.8838691387632229e-17,5.6529956297621424e-17,4.6563153236230848e-21
4.287454699785267e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45042527711288716,0.11681191102633538,0.02279112668044634,0.0,4.339454624534276e-14,6.4345360931844958e-07,0.0,1.9150140965958352e-10,0.0,3.8443154502589241e-05,1.8050215067918376e-20,3.5644121049818924e-05,5.5294110216863352e-15,4.0160293127383705e-18,0.0,0.0,6.644866834243091e-14,1.7046370015249411e-14,0.0018196107254206467,6.0881583916768482e-05,1.5004545470929312e-06,5.8532913728525192e-12,2.1766795505903469e-10,5.2233219734945118e-10,6.3947389075396469e-09,2.5483942255287991e-14,3.0374450681463211e-13,6.2611362609655804e-17,5.8509274725705466e-17,4.8923027616981689e-21
4.338776635047563e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45040547834762867,0.1167924056325134,0.02279076400981574,0.0,4.5419772250499985e-14,6.585276733800507e-07,0.0,1.9847192387196962e-10,0.0,3.8907562030777412e-05,1.9188325380255413e-20,3.6045747387336608e-05,5.7387756780391621e-15,4.2421459586879767e-18,0.0,0.0,6.938653863466056e-14,1.7900392031238567e-14,0.0018386516904173686,6.1606919719671142e-05,1.5327194958544375e-06,6.0473469447609994e-12,2.2029759531333852e-10,5.2702826372727842e-10,6.5893460655873416e-09,2.6778613546808006e-14,3.165467500973009e-13,6.6575088709701483e-17,6.053607758821035e-17,5.1371865217571443e-21
4.390098570309859e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45038573854544128,0.11677295934702529,0.022790401376790129,0.0,4.7517389144415143e-14,6.7376850730458427e-07,0.0,2.0560983769176285e-10,0.0,3.9372067076890634e-05,2.0383312720845774e-20,3.6446816489009266e-05,5.9534182388602143e-15,4.478499647316446e-18,0.0,0.0,7.241986145243079e-14,1.8786262270787962e-14,0.0018576334492255312,6.2332180307315721e-05,1.5652995532977582e-06,6.2455589627829007e-12,2.2292770510336962e-10,5.3172490776261774e-10,6.7871721660273193e-09,2.8122243779969078e-14,3.297154328306367e-13,7.0737027298356056e-17,6.2611021154195589e-17,5.3911894758014375e-21
4.441420505572155e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45036605752303022,0.11675357198596342,0.022790038781271726,0.0,4.9689244214409899e-14,6.8917593150920099e-07,0.0,2.1291715006205307e-10,0.0,3.9836669554749917e-05,2.1637294672793171e-20,3.6847329518145654e-05,6.1734069801555168e-15,4.7254441387464826e-18,0.0,0.0,7.5550627639714847e-14,1.9704771113609595e-14,0.0018765561858349567,6.3057365875261853e-05,1.5981938245056493e-06,6.4479667447697517e-12,2.2555828392606508e-10,5.364221303002015e-10,6.9882214926926407e-09,2.951606496933765e-14,3.4325604375319284e-13,7.5104511759831784e-17,6.4734765634144166e-17,5.6545373436135062e-21
4.492742440834451e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45034643509767985,0.11673424336599383,0.022789676223163025,0.0,5.193721520785891e-14,7.0474977051718839e-07,0.0,2.2039586034763945e-10,0.0,4.0301369378363019e-05,2.2952441399590168e-20,3.7247287634872217e-05,6.398810263706636e-15,4.9833417386962152e-18,0.0,0.0,7.8780845914692953e-14,2.0656718987693029e-14,0.0018954200836615713,6.3782476618442379e-05,1.6314014101851512e-06,6.6546094256597986e-12,2.2818933127941631e-10,5.4111993217943592e-10,7.1924980962493587e-09,3.0961325006781587e-14,3.5717407501485044e-13,7.9685053337753306e-17,6.6907975205524243e-17,5.9274586957890528e-21
4.544064376096747e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45032687108725161,0.1167149733043545,0.022789313702366858,0.0,5.4263210627608532e-14,7.2048985296146229e-07,0.0,2.2804796833381049e-10,0.0,4.0766166461923288e-05,2.4330976319083339e-20,3.7646691996139655e-05,6.6296965368132988e-15,5.252563418440997e-18,0.0,0.0,8.2112542773226704e-14,2.1642916381125873e-14,0.0019142253255492055,6.4507512731165736e-05,1.6649214066345669e-06,6.8655259563533314e-12,2.3082084666246173e-10,5.4581831423441728e-10,7.4000058032531867e-09,3.2459287680248305e-14,3.7147502202586944e-13,8.4486343219131097e-17,6.9131318037569028e-17,6.2101849567615157e-21
4.5953863113590425e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45030736531018312,0.11669576161885345,0.022788951218786362,0.0,5.6669170028531241e-14,7.3639601158796738e-07,0.0,2.3587547422511785e-10,0.0,4.1231060719808202e-05,2.5775176778379564e-20,3.8045543755729461e-05,6.8661343320366947e-15,5.5334889352297132e-18,0.0,0.0,8.5547762391840879e-14,2.2664183853876823e-14,0.0019329720937713948,6.5232474407117758e-05,1.6987529057112009e-06,7.0807551025823191e-12,2.3345282957527982e-10,5.5051727729394755e-10,7.610748224950575e-09,3.4011232692483582e-14,3.8616438331397471e-13,8.9516254616518993e-17,7.1405466315271733e-17,6.5029504078188859e-21
4.6467082466213384e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4502879175854852,0.11667660812786713,0.022788588772324987,0.0,5.9157064315152061e-14,7.5246808325897232e-07,0.0,2.4388037864414699e-10,0.0,4.1696052066578108e-05,2.7287374729689477e-20,3.8443844064260419e-05,7.1081922669434334e-15,5.8265069531484941e-18,0.0,0.0,8.9088566530210765e-14,2.3721352049541388e-14,0.0019516605700331696,6.5957361839363856e-05,1.7328949947998556e-06,7.3003354437746773e-12,2.3608527951898126e-10,5.5521682218154873e-10,7.8247287658313644e-09,3.5618455679690941e-14,4.012476603890535e-13,9.4782844848352599e-17,7.3731096262590212e-17,6.8059921901128352e-21
4.698030181883634e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45026852773274112,0.11665751265033841,0.022788226362886476,0.0,6.1728896040283494e-14,7.6870590895625645e-07,0.0,2.5206468263028382e-10,0.0,4.2161140416974968e-05,2.886995740710397e-20,3.8841594069194983e-05,7.3559390438501717e-15,6.1320151644247465e-18,0.0,0.0,9.2737034433151843e-14,2.4815261707050346e-14,0.0019702909354728415,6.6682175220351164e-05,1.7673467567820894e-06,7.5243053719133594e-12,2.3871819599570166e-10,5.5991694971547957e-10,8.0419506319399954e-09,3.7282268230132115e-14,4.1673035761506024e-13,1.0029435741746643e-16,7.6108888164857267e-17,7.1195503076601723e-21
4.74935211714593e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45024919557210419,0.11663847500577501,0.022787863990374902,0.0,6.4386699704604766e-14,7.8510933378417377e-07,0.0,2.6043038763847708e-10,0.0,4.2626325685920942e-05,3.0525368004299712e-20,3.9238794914845807e-05,7.6094434495689343e-15,6.4504204111643296e-18,0.0,0.0,9.6495262732110353e-14,2.5946763672341064e-14,0.0019888633706637831,6.7406914741910512e-05,1.8021072700062441e-06,7.75270309039059e-12,2.4135157850859409e-10,5.6461766070874942e-10,8.2624168389520942e-09,3.9003997902668357e-14,4.3261798208874794e-13,1.0605922408778618e-16,7.8539526390392455e-17,7.4438676303366287e-21
4.800674052408226e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45022992092429626,0.11661949501424762,0.022787501654694644,0.0,6.7132542057121314e-14,8.0167820697259131e-07,0.0,2.6897949553799849e-10,0.0,4.3091607788517172e-05,3.2256106353169763e-20,3.9635447742381917e-05,7.868774355153119e-15,6.7821388075146725e-18,0.0,0.0,1.0036536534615184e-13,2.711671890999181e-14,0.0020073780556162067,6.8131580595258464e-05,1.8371756082582358e-06,7.9855666128574413e-12,2.4398542656182219e-10,5.6931895596913375e-10,8.4861302200229581e-09,4.0784988245243056e-14,4.4891604352486451e-13,1.1208606695919417e-16,8.1023699411311078e-17,7.7791898968630151e-21
4.851995987670522e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45021070361060617,0.11660057249638807,0.022787139355750372,0.0,6.99685223964405e-14,8.1841238187968892e-07,0.0,2.7771400861119869e-10,0.0,4.3556986640042515e-05,3.406472960337525e-20,4.0031553689835148e-05,8.1340007156441956e-15,7.1275958622466275e-18,0.0,0.0,1.0434947338244664e-13,2.832599851481912e-14,0.002025835169778928,6.8856172970999495e-05,1.8725508407331223e-06,8.2229337620690067e-12,2.4661973966055274e-10,5.7402083629919142e-10,8.7130934334143992e-09,4.2626598813305771e-14,4.6563005414747191e-13,1.1838370054056473e-16,8.3562099823525603e-17,8.1257657177837422e-21
4.903317922932818e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45019154345288742,0.11658170727338775,0.022786777093447053,0.0,7.2896772872798379e-14,8.3531171599461553e-07,0.0,2.8663592955226261e-10,0.0,4.402246215595222e-05,3.5953852902813924e-20,4.0427113892106281e-05,8.4051915698191206e-15,7.4872266017477432e-18,0.0,0.0,1.0844973503624949e-13,2.9575483723438346e-14,0.0020442348920411304,6.9580692059127895e-05,1.9082320320074399e-06,8.4648421687255266e-12,2.4925451731094813e-10,5.7872330249627678e-10,8.9433089699060811e-09,4.4530205188177678e-14,4.8276552858706309e-13,1.2496113382096672e-16,8.6155424365936791e-17,8.4838465784376819e-21
