Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),OX(20),OCX(21),COX(32),H2X(31),CH2X(58),CHX(26),C2H6X(34),HOX(23),C2H5X(33),CH2(48),C3H8X(38),HOCXO(25),H2OX(30),CH4OX(41)
6.076982755162728e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949355801861,0.099964874155524061,3.5677413721118299e-59,0.099964931402496182,5.308079452883971e-40,7.2097531882558079e-27,2.1949804020740184e-17,4.6398855369092714e-25,0.0,1.0212752465395117e-13,5.8076428682227246e-49,2.7226089742457353e-23,4.2444213953432839e-35,9.3104083207934381e-39,0.0,0.0,5.0213621437665381e-38,0.0,3.5125844372192649e-05,3.5068597504004489e-05,1.0370938430619417e-13,1.5806615641825064e-15,2.1759512835156492e-17,1.0471570027708304e-26,6.6792244945704598e-21,2.2794884125036947e-30,4.388040697881265e-19,1.0683541139756894e-19,1.5752079689930431e-28,9.1719635825810176e-28,8.018914946768861e-39,1.0379836615996249e-32,1.9175348250817058e-52,4.5090030821676656e-29,1.5149273319051803e-43,2.9697807791199565e-42
6.113893213656527e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949333031764,0.099964874155575395,3.6331407052490659e-59,0.09996493117474381,5.4066718299717804e-40,7.3418880311800235e-27,2.2081909887270979e-17,4.6687731574624017e-25,0.0,1.0275737487640754e-13,5.8799210989668654e-49,2.7557416416124964e-23,4.2971946283554969e-35,9.4267847171763542e-39,0.0,0.0,5.0840568530857285e-38,0.0,3.5125844320213862e-05,3.5068825256368379e-05,1.0433925976284371e-13,1.5806788338932056e-15,2.1891665101396507e-17,1.0471986987487658e-26,6.7256242090810823e-21,2.322706305212021e-30,4.4094343082514838e-19,1.0806410680793374e-19,1.5853735318201968e-28,9.2291014425898211e-28,8.068464019489519e-39,1.0573068352367725e-32,1.9422207098736897e-52,4.5364118073697398e-29,1.5449316636136436e-43,3.0087024001196623e-42
6.150803672150326e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949311474549,0.099964874155623995,3.6993343950002048e-59,0.099964930959123163,5.5064774112039537e-40,7.4756271843850629e-27,2.2214015757672149e-17,4.6976614092492558e-25,0.0,1.0338722509748534e-13,5.9526453401464892e-49,2.7890742151272954e-23,4.3502927256080007e-35,9.543885109786888e-39,0.0,0.0,5.1471404740353536e-38,0.0,3.5125844270996857e-05,3.5069040877049337e-05,1.0496913522433791e-13,1.5806961037879605e-15,2.2023817367101994e-17,1.0472403949591047e-26,6.7720195187087106e-21,2.3664676038907837e-30,4.4307686109402689e-19,1.0929876978145001e-19,1.5955393168597554e-28,9.2862393070016541e-28,8.1180104014721252e-39,1.0768683484476675e-32,1.9670643392518315e-52,4.5638205332148339e-29,1.5753314941788463e-43,3.0478784836131231e-42
6.187714130644125e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949291065625,0.099964874155669958,3.766327236350025e-59,0.099964930754987899,5.607503614158347e-40,7.6109803202439728e-27,2.2346121631775094e-17,4.7265502922832812e-25,0.0,1.040170753172561e-13,6.0258155773716321e-49,2.8226066862085282e-23,4.4037156669157192e-35,9.6617095144789938e-39,0.0,0.0,5.2106130012156519e-38,0.0,3.5125844224395496e-05,3.5069245012265609e-05,1.0559901069072191e-13,1.5807133738569683e-15,2.215596963230152e-17,1.0472820913894964e-26,6.8184106205805463e-21,2.4107757053046838e-30,4.4520437713848562e-19,1.1053938377494105e-19,1.6057053241135718e-28,9.3433771757708914e-28,8.1675541041600499e-39,1.0966696621185037e-32,1.9920657079230714e-52,4.5912292596850697e-29,1.6061294280679403e-43,3.0873090351731279e-42
6.224624589137924e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949271743822,0.099964874155713479,3.8341240242802626e-59,0.099964930561726367,5.7097578564090286e-40,7.7479571109812476e-27,2.2478227509418558e-17,4.7554398065775755e-25,0.0,1.0464692553578744e-13,6.0994317963539348e-49,2.8563390462749713e-23,4.4574634321687631e-35,9.7802579471055998e-39,0.0,0.0,5.2744744292266258e-38,0.0,3.5125844180271293e-05,3.5069438273813298e-05,1.062288861620376e-13,1.5807306440909481e-15,2.2288121897022109e-17,1.0473237880282545e-26,6.8647977030020025e-21,2.4556340061662905e-30,4.4732599545607398e-19,1.1178593229137467e-19,1.6158715535834919e-28,9.4005150488538194e-28,8.2170951389656722e-39,1.1167122371353317e-32,2.0172248106308806e-52,4.6186379867633109e-29,1.6373280697468938e-43,3.1269940603720643e-42
6.261535047631722e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410494925345123,0.099964874155754613,3.9027295537696038e-59,0.099964930378759254,5.813247555526279e-40,7.8865672286728436e-27,2.2610333390448229e-17,4.7843299521449047e-25,0.0,1.0527677575314343e-13,6.1734939829063834e-49,2.8902712867457834e-23,4.5115360013322198e-35,9.8995304235186387e-39,0.0,0.0,5.3387247526680651e-38,0.0,3.5125844138493013e-05,3.506962124090001e-05,1.0685876163832379e-13,1.5807479144811128e-15,2.2420274161289337e-17,1.0473654848642521e-26,6.9111809458515071e-21,2.5010459031360469e-30,4.4944173249829838e-19,1.1303839887973453e-19,1.6260380052713583e-28,9.4576529262085384e-28,8.2666335172700588e-39,1.1369975343840583e-32,2.0425416421551592e-52,4.646046714433144e-29,1.6689300236804835e-43,3.1669335647819338e-42
6.298445506125521e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949236133025,0.099964874155793526,3.9721486197936836e-59,0.099964930205538302,5.9179801290766151e-40,8.0268203452461544e-27,2.2742439274716522e-17,4.8132207289977292e-25,0.0,1.0590662596938473e-13,6.2480021229430392e-49,2.9244033990405034e-23,4.5659333544459492e-35,1.001952695956911e-38,0.0,0.0,5.4033639661395578e-38,0.0,3.5125844098936317e-05,3.5069794461880694e-05,1.0748863711961642e-13,1.5807651850191438e-15,2.255242642512744e-17,1.0474071818870077e-26,6.9575605209576152e-21,2.5470147928222656e-30,4.5155160467075094e-19,1.1429676713489179e-19,1.6362046791790097e-28,9.5147908077949132e-28,8.3161692504234731e-39,1.1575270147504467e-32,2.0680161973121464e-52,4.6734554426788417e-29,1.7009378943322859e-43,3.2071275539743766e-42
6.33535596461932e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949219737298,0.099964874155830372,4.0423860173250805e-59,0.099964930041544289,6.0239629946227739e-40,8.1687261324800368e-27,2.2874545162082231e-17,4.8421121371482032e-25,0.0,1.0653647618456875e-13,6.3229562024787905e-49,2.9587353745790518e-23,4.6206554716243852e-35,1.0140247571107092e-38,0.0,0.0,5.4683920642404925e-38,0.0,3.5125844061483393e-05,3.5069958455901104e-05,1.0811851260594861e-13,1.5807824556971645e-15,2.2684578688559351e-17,1.0474488790866208e-26,7.003936592459253e-21,2.5935440717811309e-30,4.5365562833324031e-19,1.1556102069747716e-19,1.6463715753082875e-28,9.5719286935744753e-28,8.3657023497454365e-39,1.178302139120115e-32,2.0936484709543266e-52,4.7008641714853251e-29,1.7333542861646664e-43,3.2475760335206874e-42
6.372266423113119e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949204214926,0.099964874155865177,4.1134465413333085e-59,0.099964929886285733,6.1312035697237366e-40,8.3122942620047953e-27,2.3006651052410264e-17,4.8710041766082075e-25,0.0,1.0716632639874982e-13,6.3983562076290808e-49,2.993267204781725e-23,4.6757023330563216e-35,1.0261692273981804e-38,0.0,0.0,5.5338090415700794e-38,0.0,3.5125844026022643e-05,3.5070113714453633e-05,1.0874838809735103e-13,1.5807997265077193e-15,2.2816730951606778e-17,1.0474905764536312e-26,7.0503093171498395e-21,2.6406371365166962e-30,4.5575381979991951e-19,1.1683114325375329e-19,1.6565386936610302e-28,9.6290665835103792e-28,8.4152328265243197e-39,1.1993243683785348e-32,2.1194384579703334e-52,4.7282729008381568e-29,1.766181803638774e-43,3.2882790089918327e-42
6.409176881606918e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949189519384,0.099964874155898137,4.1853349867848202e-59,0.099964929739297326,6.2397092719347206e-40,8.4575344053021859e-27,2.3138756945571405e-17,4.8998968473893558e-25,0.0,1.0779617661197946e-13,6.4742021246096477e-49,3.0279988810691993e-23,4.731073919004722e-35,1.0383861084041646e-38,0.0,0.0,5.5996148927273614e-38,0.0,3.5125843992448337e-05,3.5070260702850334e-05,1.0937826359385176e-13,1.5808169974437494e-15,2.2948883214290278e-17,1.0475322739791386e-26,7.0966788448060004e-21,2.6882973834808863e-30,4.5784619533941461e-19,1.1810711853548747e-19,1.6667060342390834e-28,9.6862044775673095e-28,8.4647606920178143e-39,1.2205951634110321e-32,2.1453861532848536e-52,4.755681630723505e-29,1.7994230512145356e-43,3.3292364859584651e-42
6.446087340100717e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949175606624,0.099964874155929306,4.2580561486429927e-59,0.099964929600138572,6.3494875188071963e-40,8.6044562337054109e-27,2.3270862841442048e-17,4.9287901495030134e-25,0.0,1.0842602682430631e-13,6.5504939397362722e-49,3.0629303948625266e-23,4.7867702098065072e-35,1.0506754017134212e-38,0.0,0.0,5.6658096123112148e-38,0.0,3.5125843960660343e-05,3.5070399861617553e-05,1.1000813909547663e-13,1.5808342684985722e-15,2.308103547662932e-17,1.0475739716547665e-26,7.1430453185015956e-21,2.7365282090734937e-30,4.5993277117495287e-19,1.1938893031982485e-19,1.6768735970442934e-28,9.7433423757114449e-28,8.5142859574532143e-39,1.242115985102786e-32,2.1714915518585372e-52,4.7830903611281076e-29,1.8330806333506443e-43,3.3704484699909412e-42
6.482997798594515e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949162434955,0.099964874155958755,4.3316148218681347e-59,0.099964929468392361,6.4605457278888927e-40,8.7530694183991314e-27,2.3402968739903934e-17,4.9576840829603027e-25,0.0,1.0905587703577655e-13,6.6272316394245015e-49,3.0980617375831347e-23,4.8427911858723651e-35,1.063037108910634e-38,0.0,0.0,5.7323931949203724e-38,0.0,3.5125843930563805e-05,3.5070531607816085e-05,1.1063801460224927e-13,1.5808515396658598e-15,2.321318773864232e-17,1.0476156694724648e-26,7.1894088749076676e-21,2.7853330096421831e-30,4.6201356348449124e-19,1.2067656242916167e-19,1.6870413820785146e-28,9.800480277910383e-28,8.563808634026778e-39,1.2638882943388274e-32,2.197754648687898e-52,4.8104990920392628e-29,1.8671571545045635e-43,3.41191496665934e-42
6.519908257088314e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949149964891,0.099964874155986622,4.406015801417477e-59,0.099964929343663897,6.5728913167237891e-40,8.9033836304194575e-27,2.3535074640843967e-17,4.9865786477721246e-25,0.0,1.0968572724643383e-13,6.7044152101894005e-49,3.1333929006528289e-23,4.8991368276865267e-35,1.0754712315804145e-38,0.0,0.0,5.7993656351534201e-38,0.0,3.5125843902068851e-05,3.5070656336291144e-05,1.1126789011419124e-13,1.5808688109396219e-15,2.334534000034673e-17,1.0476573674246681e-26,7.235769644578972e-21,2.834715181482486e-30,4.6408858840084199e-19,1.219699987310191e-19,1.697209389343607e-28,9.8576181841330682e-28,8.6133287329042175e-39,1.2859135520040394e-32,2.2241754388052225e-52,4.8379078234448107e-29,1.9016552191325124e-43,3.4536359815334695e-42
6.556818715582113e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949138159065,0.099964874156012976,4.4812638822451628e-59,0.099964929225579313,6.6865317028521412e-40,9.0554085406539494e-27,2.3667180544153942e-17,5.0154738439491676e-25,0.0,1.1031557745631953e-13,6.7820446386452852e-49,3.1689238754937883e-23,4.9558071158065982e-35,1.0879777713073052e-38,0.0,0.0,5.8667269276088173e-38,0.0,3.5125843875090418e-05,3.5070774420855718e-05,1.1189776563132211e-13,1.5808860823141874e-15,2.3477492261759055e-17,1.0476990655043034e-26,7.2821277522276984e-21,2.8846781208378055e-30,4.6615786201180071e-19,1.2326922313791777e-19,1.7073776188414377e-28,9.9147560943497652e-28,8.6628462652211921e-39,1.3081932189831559e-32,2.2507539172784747e-52,4.865316555333088e-29,1.9365774316894695e-43,3.495611520182883e-42
6.593729174075912e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.241049491269821,0.0999648741560379,4.557363859302259e-59,0.099964929113784767,6.8014743038104685e-40,9.2091538198416167e-27,2.3799286449730363e-17,5.0443696715019158e-25,0.0,1.1094542766547273e-13,6.8601199115054657e-49,3.2046546535285683e-23,5.0128020308633326e-35,1.1005567296757816e-38,0.0,0.0,5.934477066884895e-38,0.0,3.5125843849547862e-05,3.507088621541096e-05,1.1252764115365958e-13,1.5809033537841874e-15,2.3609644522894933e-17,1.0477407637045188e-26,7.3284833169849369e-21,2.9352252238994111e-30,4.6822140036027275e-19,1.2457421960725173e-19,1.7175460705738819e-28,9.9718940085319781e-28,8.7123612420824973e-39,1.3307287561607626e-32,2.2774900792112016e-52,4.8927252876929128e-29,1.9719263966291649e-43,3.5378415881768972e-42
6.630639632569711e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949116400498,0.099964874156061451,4.634320527536742e-59,0.099964929007945152,6.9177265371315666e-40,9.3646291385729245e-27,2.3931392357474236e-17,5.073266130440664e-25,0.0,1.1157527787393054e-13,6.9386410155819864e-49,3.2405852261800954e-23,5.0701215535604379e-35,1.1132081082702559e-38,0.0,0.0,6.0026160475798694e-38,0.0,3.5125843825364895e-05,3.5070992055006701e-05,1.1315751668121964e-13,1.5809206253445393e-15,2.3741796783769175e-17,1.0477824620188686e-26,7.3748364526504332e-21,2.9863598868064424e-30,4.7027921944439876e-19,1.2588497214116366e-19,1.7277147445428249e-28,1.0029031926652407e-27,8.7618736745624286e-39,1.3535216244212939e-32,2.304383919742438e-52,4.9201340205135922e-29,2.0077047184040768e-43,3.5803261910845956e-42
6.66755009106351e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949106382539,0.099964874156083697,4.7121386818934975e-59,0.099964928907743306,7.035295820344516e-40,9.5218441672897916e-27,2.4063498267290858e-17,5.1021632207755287e-25,0.0,1.1220512808172797e-13,7.0176079377853461e-49,3.2767155848716703e-23,5.1277656646743833e-35,1.1259319086750799e-38,0.0,0.0,6.0711438642918555e-38,0.0,3.5125843802469242e-05,3.5071092256845755e-05,1.1378739221401663e-13,1.5809378969904304e-15,2.3873949044395782e-17,1.0478241604414002e-26,7.4211872679311711e-21,3.0380855056459075e-30,4.7233133521768059e-19,1.2720146478641989e-19,1.7378836407501609e-28,1.0086169848684909e-27,8.811383573705626e-39,1.3765732846490355e-32,2.3314354340466152e-52,4.9475427537848681e-29,2.0439150014654295e-43,3.6230653344748459e-42
6.704460549557308e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949096898204,0.099964874156104735,4.7908231173143149e-59,0.099964928812878939,7.1541895709746801e-40,9.6808085762855912e-27,2.4195604179089661e-17,5.1310609425164493e-25,0.0,1.1283497828889832e-13,7.0970206651242817e-49,3.3130457210269661e-23,5.1857343450541916e-35,1.1387281324745467e-38,0.0,0.0,6.1400605116188679e-38,0.0,3.5125843780792409e-05,3.5071187121234411e-05,1.1441726775206328e-13,1.5809551687173041e-15,2.4006101304788023e-17,1.0478658589662768e-26,7.4675358666693012e-21,3.0904054764526823e-30,4.7437776358910692e-19,1.2852368163428607e-19,1.7480527591977937e-28,1.0143307774604419e-27,8.8608909505260506e-39,1.3998851977281215e-32,2.3586446173334633e-52,4.9749514874969068e-29,2.0805598502631944e-43,3.6660590239163109e-42
6.741371008051107e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410494908791907,0.09996487415612465,4.8703786287378913e-59,0.099964928723067684,7.2744152065437136e-40,9.8415320357051469e-27,2.4327710092784009e-17,5.1599592956732072e-25,0.0,1.1346482849547296e-13,7.1768791847054578e-49,3.3495756260700285e-23,5.2440275756212481e-35,1.1515967812528942e-38,0.0,0.0,6.2093659841588211e-38,0.0,3.51258437602696e-05,3.5071276932482598e-05,1.1504714329537089e-13,1.5809724405208477e-15,2.4138253564958462e-17,1.0479075575879884e-26,7.5138823480598274e-21,3.143323195209512e-30,4.7641852042327685e-19,1.2985160682040296e-19,1.7582220998876392e-28,1.0200445704386948e-27,8.9103958160071732e-39,1.4234588245425354e-32,2.3860114648479194e-52,5.0023602216402914e-29,2.1176418692460799e-43,3.7093072649774561e-42
6.778281466544906e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410494907941822,0.099964874156143441,4.9508100110998229e-59,0.099964928638040407,7.395980144569568e-40,1.0004024215544746e-26,2.4459816008291028e-17,5.1888582802554323e-25,0.0,1.1409467870148175e-13,7.2571834837332473e-49,3.3863052914252759e-23,5.3026453373690943e-35,1.1645378565943072e-38,0.0,0.0,6.2790602765095554e-38,0.0,3.5125843740839423e-05,3.50713619597559e-05,1.1567701884394923e-13,1.5809897123969771e-15,2.427040582491899e-17,1.0479492563015467e-26,7.5602268068585886e-21,3.1968420578470074e-30,4.7845362154052629e-19,1.3118522452466281e-19,1.7683916628216224e-28,1.0257583638009495e-27,8.9598981811032311e-39,1.4472956259761086e-32,2.4135359718700335e-52,5.0297689562060005e-29,2.1551636628615367e-43,3.7528100632265614e-42
6.815191925038705e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949071370183,0.099964874156161204,5.0321220593326023e-59,0.099964928557542285,7.5188918025664893e-40,1.0168294785652126e-26,2.4591921925531476e-17,5.2177578962726019e-25,0.0,1.1472452890695276e-13,7.3379335495094432e-49,3.4232347085174948e-23,5.3615876113632427e-35,1.1775513600829198e-38,0.0,0.0,6.3491433832688288e-38,0.0,3.5125843722443765e-05,3.507144245788226e-05,1.1630689439780701e-13,1.5810069843418271e-15,2.4402558084680855e-17,1.0479909551019852e-26,7.6065693335809144e-21,3.2509654602436483e-30,4.804830827170502e-19,1.3252451897108571e-19,1.7785614480016801e-28,1.0314721575450025e-27,9.0093980567380109e-39,1.4713970629125206e-32,2.4412181337148743e-52,5.0571776911853791e-29,2.1931278355557546e-43,3.7965674242317286e-42
6.852102383532504e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949063750836,0.099964874156177982,5.1143195683656205e-59,0.099964928481332052,7.6431575980450308e-40,1.0334353415726487e-26,2.4724027844429533e-17,5.2466581437340641e-25,0.0,1.1535437911191269e-13,7.4191293694330291e-49,3.460363868771847e-23,5.4208543787409559e-35,1.1906372933028175e-38,0.0,0.0,6.4196152990343217e-38,0.0,3.5125843705027582e-05,3.5071518668115723e-05,1.1693676995695134e-13,1.5810242563517363e-15,2.453471034425473e-17,1.0480326539845611e-26,7.6529100146913874e-21,3.3056967982257824e-30,4.8250691968502785e-19,1.3386947442769684e-19,1.7887314554297614e-28,1.0371859516687439e-27,9.0588954538047565e-39,1.4957645962352985e-32,2.4690579457324363e-52,5.084586426570132e-29,2.2315369917736577e-43,3.8405793535608952e-42
6.889012842026303e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949056537348,0.099964874156193859,5.1974073331251625e-59,0.099964928409181308,7.7687849485120529e-40,1.0502209775318483e-26,2.4856133764912705e-17,5.2755590226490317e-25,0.0,1.1598422931638691e-13,7.5007709309998842e-49,3.4976927636138583e-23,5.480445620711077e-35,1.2037956578380382e-38,0.0,0.0,6.4904760184036604e-38,0.0,3.5125843688538737e-05,3.5071590818859402e-05,1.1756664552138843e-13,1.5810415284232407e-15,2.4666862603650702e-17,1.0480743529451226e-26,7.6992489327851399e-21,3.3610394675676266e-30,4.8452514813274512e-19,1.3522007520640342e-19,1.7989016851078268e-28,1.0428997461701506e-27,9.1083903831678768e-39,1.5203996868278172e-32,2.4970554033075441e-52,5.1119951623523212e-29,2.2703937359589063e-43,3.8848458567818374e-42
6.925923300520101e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949049708099,0.099964874156208847,5.2813901485344017e-59,0.099964928340873824,7.8957812714707238e-40,1.0671873533830238e-26,2.4988239686911645e-17,5.3044605330265956e-25,0.0,1.1661407952039924e-13,7.5828582218025651e-49,3.5352213844694322e-23,5.5403613185538198e-35,1.2170264552725779e-38,0.0,0.0,6.5617255359744056e-38,0.0,3.5125843672927906e-05,3.5071659126350129e-05,1.1819652109112321e-13,1.5810588005530589e-15,2.4799014862878317e-17,1.0481160519794552e-26,7.7455861667609991e-21,3.4169968639912618e-30,4.8653778370471757e-19,1.3657630566287247e-19,1.8090721370378472e-28,1.0486135410472848e-27,9.1578828556617067e-39,1.5453037955732981e-32,2.5252105018597618e-52,5.1394038985243213e-29,2.3097006725538949e-43,3.9293669394621805e-42
6.9628337590139e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949043242616,0.099964874156222988,5.3662728095134062e-59,0.099964928276204887,8.0241539844205334e-40,1.0843354360515328e-26,2.5120345610360025e-17,5.3333626748757308e-25,0.0,1.1724392972397229e-13,7.6653912295300119e-49,3.572949722764834e-23,5.6006014536205628e-35,1.2303296871903878e-38,0.0,0.0,6.6333638463440624e-38,0.0,3.512584365814834e-05,3.5071723795306401e-05,1.1882639666615972e-13,1.5810760727380843e-15,2.4931167121946622e-17,1.0481577510834319e-26,7.7919217919869126e-21,3.4735723831666391e-30,4.8854484200181351e-19,1.3793815019640892e-19,1.8192428112218063e-28,1.0543273362982889e-27,9.2073728820898353e-39,1.5704783833548087e-32,2.5535232368432963e-52,5.1668126350788322e-29,2.349460405999753e-43,3.9741426071694069e-42
6.999744217507699e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949037121531,0.099964874156236352,5.4520601109791217e-59,0.099964928214980625,8.1539105048572864e-40,1.10166619244788e-26,2.5252451535194408e-17,5.3622654482052985e-25,0.0,1.1787377992712764e-13,7.7483699419673207e-49,3.610877769926706e-23,5.6611660073336798e-35,1.2437053551753784e-38,0.0,0.0,6.705390944110089e-38,0.0,3.512584364415581e-05,3.507178501954201e-05,1.194562722465007e-13,1.5810933449753777e-15,2.506331938086418e-17,1.0481994502536275e-26,7.8382558804579605e-21,3.530769420711575e-30,4.9054633858137648e-19,1.3930559324983353e-19,1.8294137076617002e-28,1.0600411319213844e-27,9.2568604732274272e-39,1.5959249110552643e-32,2.5819936037469098e-52,5.1942213720088508e-29,2.3896755407363417e-43,4.0191728654708648e-42
7.036654676001498e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949031326495,0.099964874156248967,5.5387568478453889e-59,0.09996492815701763,8.2850582502731152e-40,1.1191805894677162e-26,2.5384557461354131e-17,5.3911688530240636e-25,0.0,1.1850363012988542e-13,7.831794346995458e-49,3.6490055173820528e-23,5.7220549611863183e-35,1.2571534608114237e-38,0.0,0.0,6.7778068238699008e-38,0.0,3.5125843630908418e-05,3.5071842982546862e-05,1.2008614783214836e-13,1.5811106172621547e-15,2.5195471639639103e-17,1.0482411494864937e-26,7.8845885009472971e-21,3.5885913721917551e-30,4.9254228895734543e-19,1.4067861930936195e-19,1.8395848263595359e-28,1.0657549279148646e-27,9.3063456398200983e-39,1.6216448395574242e-32,2.6106215980938204e-52,5.2216301093076619e-29,2.4303486812022541e-43,4.0644577199337682e-42
7.073565134495297e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949025840133,0.099964874156260874,5.6263678150229223e-59,0.099964928102142123,8.4176046381564656e-40,1.136879593991839e-26,2.5516663388781177e-17,5.4200728893406797e-25,0.0,1.1913348033226495e-13,7.915664432591034e-49,3.6873329565582533e-23,5.7832682967422187e-35,1.270674005682358e-38,0.0,0.0,6.8506114802208768e-38,0.0,3.5125843618366489e-05,3.5071897858036905e-05,1.2071602342310375e-13,1.5811278895957793e-15,2.5327623898279044e-17,1.0482828487783787e-26,7.9309197191503368e-21,3.6470416331207281e-30,4.9453270860037867e-19,1.4205721290448322e-19,1.849756167317332e-28,1.0714687242770952e-27,9.3558283925824061e-39,1.647639629743895e-32,2.6394072154416117e-52,5.2490388469688332e-29,2.4714824318348164e-43,4.1099971761252149e-42
7.110475592989096e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949020646013,0.099964874156272115,5.7148978074193263e-59,0.09996492805018968,8.5515570859921276e-40,1.1547641728861934e-26,2.5648769317420048e-17,5.4489775571637168e-25,0.0,1.1976333053428434e-13,7.9999801868260235e-49,3.7258600788830478e-23,5.8448059956355189e-35,1.2842669913719806e-38,0.0,0.0,6.923804907760357e-38,0.0,3.5125843606492483e-05,3.5071949810474734e-05,1.213458990193671e-13,1.5811451619737562e-15,2.5459776156791297e-17,1.0483245481264874e-26,7.9772495978224896e-21,3.7061235989599158e-30,4.9651761293797306e-19,1.4344135860783956e-19,1.8599277305371201e-28,1.0771825210065095e-27,9.4053087422008092e-39,1.6739107424971283e-32,2.6683504513821403e-52,5.2764475849861876e-29,2.513079397070086e-43,4.1557912396121812e-42
7.147386051482894e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949015728563,0.099964874156282732,5.8043516199390807e-59,0.099964928001004594,8.6869230112612188e-40,1.1728352930018704e-26,2.5780875247217686e-17,5.4778828565016523e-25,0.0,1.2039318073596087e-13,8.0847415978675194e-49,3.7645868757845534e-23,5.9066680395705608e-35,1.2979324194640579e-38,0.0,0.0,6.9973871010856536e-38,0.0,3.5125843595250831e-05,3.507199899556256e-05,1.2197577462093786e-13,1.5811624343937231e-15,2.5591928415182726e-17,1.0483662475278802e-26,8.0235781969107249e-21,3.765840665118602e-30,4.9849701735458516e-19,1.4483104103510572e-19,1.8700995160209427e-28,1.0828963181016054e-27,9.4547866993329296e-39,1.7004596386994203e-32,2.6974513015414455e-52,5.3038563233537937e-29,2.55514218134285e-43,4.2018399159615369e-42
7.184296509976693e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949011073057,0.099964874156292752,5.8947340474835448e-59,0.099964927954439453,8.8237098314411884e-40,1.1910939211751092e-26,2.5912981178123328e-17,5.5067887873628763e-25,0.0,1.2102303093731087e-13,8.1699486539774761e-49,3.8035133386912458e-23,5.9688544103216881e-35,1.3116702915423233e-38,0.0,0.0,7.0713580547940577e-38,0.0,3.5125843584607869e-05,3.5072045560708803e-05,1.2260565022781481e-13,1.5811797068534443e-15,2.5724080673459837e-17,1.0484079469792506e-26,8.0699055736792762e-21,3.826196226953942e-30,5.0047093719175269e-19,1.4622624484486886e-19,1.8802715237708535e-28,1.0886101155609427e-27,9.5042622746049722e-39,1.727287779232912e-32,2.7267097615796507e-52,5.3312650620659781e-29,2.5976733890866307e-43,4.2481432107400446e-42
7.221206968470492e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104949006665524,0.099964874156302203,5.9860498849509504e-59,0.099964927910354717,8.9619249640058277e-40,1.2095410242272958e-26,2.6045087110088447e-17,5.535695349755711e-25,0.0,1.2165288113834972e-13,8.2556013435124543e-49,3.8426394590319773e-23,6.0313650897330676e-35,1.3254806091904778e-38,0.0,0.0,7.1457177634828365e-38,0.0,3.5125843574531727e-05,3.5072089645469845e-05,1.2323552583999596e-13,1.5811969793508017e-15,2.5856232931628813e-17,1.0484496464783431e-26,8.1162317828296618e-21,3.8871936797709554e-30,5.0243938774821357e-19,1.4762695473850934e-19,1.8904437537889184e-28,1.0943239133831405e-27,9.5537354786152075e-39,1.7543966249795894e-32,2.7561258271908802e-52,5.3586738011172934e-29,2.6406756247336764e-43,4.2947011295143703e-42
