Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),OCX(21),OX(20),COX(37),H2X(36),CH2X(134),CHX(26),C2H6X(39),C2H5X(38),HOX(23),C2H4X(51),CH2(T)(29),C2H3X(50),C3H6(146),C3H6X(159),C3H5X(157),C4H8(204),C4H8X(216),C4H7X(215),C3H5X(158),C5H10(244),SX(271),C4H8(254),C4H8X(332),C3H8X(43),C4H7X(268),C5H9X(269),C6H12(397),SX(411),HOCXO(25),C4H7X(207),C4H7(219),C4H7X(463)
4.510416672691903e-07,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020611185143,0.099965259017464198,1.4889004605510702e-50,0.099965259094392744,2.3280413559491278e-31,2.1020557563934189e-18,1.61434569537201e-14,5.2349166857212357e-22,2.6886794498979787e-36,7.6967185031384839e-11,4.3826299124487738e-43,4.6315726574966618e-18,2.1276667262815362e-29,5.245188079195227e-33,2.9661277622831919e-31,1.1264360778937049e-32,1.7313048230735852e-32,1.3358661400377533e-38,3.474090556432294e-05,3.4740905591052311e-05,3.6887064471428418e-15,7.6972928948517517e-11,6.1361354153673911e-26,1.6149284273326355e-14,5.6083428064647238e-18,7.303433914766492e-22,2.8093400838301116e-18,6.8614327935521078e-16,1.8180627638326113e-25,9.2126795629316762e-36,7.0035707533998033e-25,4.6360282423513171e-42,4.7101696314687788e-24,7.6729107089169459e-42,1.9453447202188316e-51,6.7459227273189645e-55,3.8223479221055251e-55,7.5214070109341604e-65,2.6065624671797112e-68,1.1752327676740754e-68,1.9111739613465845e-55,1.2751459644812864e-78,4.416754585696189e-82,8.2661539354841636e-66,2.8646563796333245e-69,1.5210059395772413e-46,1.2916004563582378e-69,8.513801657778428e-83,3.7892993715742107e-93,1.3119311810332355e-96,3.3494486206321482e-26,8.679026062322633e-76,7.9236585313167934e-70,9.3589001743686543e-77
6.490384870864216e-07,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020607807476,0.099965258983692087,4.4426163395034272e-50,0.099965259094390524,6.9761689833823205e-31,5.5559215086720336e-18,2.3230159112485234e-14,1.0733178780240299e-21,7.992100875078812e-36,1.1075450278871682e-10,1.6770842341388924e-42,7.1427186584900421e-18,5.9589299907249843e-29,1.3214580036089452e-32,6.1040917394726806e-31,2.3181391511105805e-32,2.9765281998671538e-32,8.0179041487116224e-38,3.4740905547718126e-05,3.4740905586183539e-05,4.6153086533552896e-15,1.1076258690498971e-10,8.3731364802092138e-26,2.3238449271922224e-14,8.0711829236335062e-18,1.9305209518034139e-21,3.5165415963979917e-18,1.1600112840756341e-15,3.7281787562909567e-25,2.0772118785843454e-35,1.0091624327233657e-24,2.7838205254381318e-41,1.4159985761644688e-23,7.0077572712384442e-41,3.6354569783232169e-50,1.2616888705301206e-53,1.1606468059769529e-53,5.0940485351765938e-63,1.7673623895361883e-66,1.3623879906542837e-66,5.8032340318753704e-54,3.5117569126003171e-76,1.2181159747150782e-79,5.5984876850908688e-64,1.9423757944383236e-67,5.8224631524565509e-46,1.4972985945078389e-67,4.1633320801882069e-80,4.5911269406231205e-90,1.5922129880214811e-93,4.8197948226973111e-26,6.329151833662923e-74,9.1854972133850473e-68,1.0849304780600701e-74
9.999999999999997e-07,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020601820273,0.099965258923828931,1.6480725028925925e-49,0.099965259094386583,2.6149645164992654e-30,1.6945121563538831e-17,3.5791783682031682e-14,2.8008921333751128e-21,3.0036388016505544e-35,1.7064433673284052e-10,1.1039280449212422e-41,1.1605891830817684e-17,2.3504131868522973e-28,4.2155607026912878e-32,1.4441980355700135e-30,5.4846453803659626e-32,5.3758797854392179e-32,8.4968675328978528e-37,3.4740905518284958e-05,3.4740905577553235e-05,6.2577607898867724e-15,1.7065733920125199e-10,1.2338361333437202e-25,3.5804439379713273e-14,1.2436721677990215e-17,5.8883167233821905e-21,4.7707189969163492e-18,2.2602248443944729e-15,9.7304034204273598e-25,6.3594026925886635e-35,1.5585697961509674e-24,2.9512776609356219e-40,5.3412601973518124e-23,1.3294857143027539e-39,1.8145520442362272e-48,6.3015014512422946e-52,1.1164098983442005e-51,1.3477609300217097e-60,4.6798688290747182e-64,7.1357471278293844e-64,5.5820494969900083e-52,5.1287811281337687e-73,1.7806979989296238e-76,1.481249313571339e-61,5.1433843614051407e-65,3.833998274077584e-45,7.8425038513870283e-65,1.2130476041070945e-76,3.7424846283660226e-86,1.2992606180999585e-89,7.4260958890143378e-26,1.9557445899720833e-71,4.8110631924021836e-65,5.6825128148123832e-72
1.0450321267208841e-06,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020601052046,0.099965258916147853,1.8654963009217847e-49,0.099965259094386083,2.9621867553075153e-30,1.8893979673506559e-17,3.7403575794896957e-14,3.0922518199938995e-21,3.403517137238196e-35,1.7832882076717671e-10,1.2903846614180458e-41,1.2179676697894922e-17,2.6750738102955076e-28,4.7240271779303478e-32,1.5768728686320085e-30,5.9885106431238399e-32,5.7015241830029744e-32,1.0086837728154244e-36,3.4740905514508356e-05,3.4740905576445865e-05,6.4685043566189028e-15,1.7834252560125479e-10,1.2847142511142746e-25,3.741679163828803e-14,1.2996867453065064e-17,6.5655623764145954e-21,4.9317007334484877e-18,2.4254824636532611e-15,1.0742723255698186e-24,7.1155540594521245e-35,1.6292526309128346e-24,3.5035690746907091e-40,6.0531885353568097e-23,1.5974106514573536e-39,2.2016541218998823e-48,7.6458434373607343e-52,1.3585844227811052e-51,1.6434900241016521e-60,5.7067429524484739e-64,8.706582222326996e-64,6.7929221203306736e-52,6.260216417942167e-73,2.1735295078757701e-76,1.8062688022360996e-61,6.2719649073790316e-65,4.4816356941050367e-45,9.5689216715796092e-65,1.4808112026304993e-76,4.568904047504848e-86,1.5861647878792059e-89,7.7605143270453789e-26,2.385284448008119e-71,5.8701515757818874e-65,6.9334386654016101e-72
1.4410257663553468e-06,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020594296492,0.099965258848603619,4.7306223945572993e-49,0.099965259094381642,7.5827217110814502e-30,4.1451466005252097e-17,5.1577008963859198e-14,6.6285122346510356e-21,8.7614765055733181e-35,2.4590271536484403e-10,4.9593433694123287e-41,1.7215934729169985e-17,7.473795843025548e-28,1.1220548536503755e-31,2.995155156417311e-30,1.1374827245174219e-31,8.576004622476996e-32,4.6819335707784908e-36,3.4740905481298403e-05,3.4740905566708002e-05,8.3216884476897578e-15,2.4592329338716155e-10,1.7321153743755943e-25,5.1595150496927849e-14,1.7922557709303107e-17,1.4404596357411912e-20,6.3482254904382175e-18,4.1145957721053729e-15,2.3029809758697329e-24,1.7306463267342209e-34,2.2526488506844156e-24,1.6264029145077844e-39,1.5567867976305787e-22,9.1084260713762151e-39,1.7146092980700919e-47,5.9551099740006053e-51,1.2275981167642591e-50,1.8523725485760786e-59,6.432682778362967e-63,1.0954743122698514e-62,6.1379905910637857e-51,9.3007191020873365e-72,3.2294588652747589e-75,2.0358484378335198e-60,7.0698344077722941e-64,1.7226495841130378e-44,1.2039795584728797e-63,2.3966921072994451e-75,8.4380666011841189e-85,2.9296251094439115e-88,1.070126990896494e-25,2.7793558934150176e-70,7.385905494266112e-64,8.7237482041438879e-71
1.8370194059898094e-06,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020587540812,0.099965258781059385,9.4872384651320016e-49,0.099965259094377201,1.5347890906346667e-29,7.3761977907926103e-17,6.5750458619521477e-14,1.2087802449027734e-20,1.7840660170530033e-34,3.1347618658023638e-10,1.4299836814689608e-40,2.224856664567098e-17,1.6607279650152356e-27,2.176511288093816e-31,4.8652456311040402e-30,1.8477086389587771e-31,1.1490763797935765e-31,1.5369231687619197e-35,3.4740905448088281e-05,3.4740905556969962e-05,1.0174860926527183e-14,3.1350488919085624e-10,2.1795170178095901e-25,6.5773525847991265e-14,2.2848253692399513e-17,2.5633084488727417e-20,7.7665458339486869e-18,6.2273469967248856e-15,4.1999378195283464e-24,3.507634404878054e-34,2.8793511486100764e-24,5.3392726639584539e-39,3.1636482021755933e-22,3.4597022615533129e-38,8.6279253967284641e-47,2.9968064851988007e-50,6.8592192427586974e-50,1.2939555068393891e-58,4.4937468902460701e-62,8.2733302016110078e-62,3.429609626438995e-50,8.4076831550426519e-71,2.9195274410091842e-74,1.4221252578412189e-59,4.9388645266297485e-63,4.9674757159836647e-44,9.0928200232479163e-63,2.3027185413505733e-74,9.4043348209900283e-84,3.2652621993306904e-87,1.3642061521814548e-25,1.9909436976340092e-69,5.5780430807619015e-63,6.5884195624912697e-70
2.6290066852587344e-06,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020574029079,0.099965258645970931,2.6897174175284876e-48,0.099965259094368319,4.450139923489223e-29,1.6851701076172801e-16,9.4097407391952663e-14,3.1020268891903387e-20,5.25163090896972e-34,4.486218588518421e-10,9.0596193715161997e-40,3.2311919799978667e-17,6.0465614496082481e-27,6.0326569291012278e-31,9.9607983840753003e-30,3.7829436855045303e-31,1.7343478323108402e-31,1.2296845535479332e-34,3.4740905381667481e-05,3.4740905537493341e-05,1.3881171047162919e-14,4.4867056304815019e-10,3.0743218652273504e-25,9.4130326028395689e-14,3.2699662839516889e-17,5.8562521962224405e-20,1.0610293420447563e-17,1.1723745171222416e-14,1.0778729786141239e-23,1.1108893285708555e-33,4.1426742277318397e-24,4.2724372444284732e-38,9.253632896354996e-22,4.133993617729646e-37,2.505412771884227e-45,8.7039715666961333e-49,3.1503211294151274e-48,1.6439208168570711e-56,5.7106919146943795e-60,1.7494305517600036e-59,1.575160571139455e-48,5.3985562174938654e-68,1.8752621260430515e-71,1.8068070341713954e-57,6.2765299972693922e-61,3.1475373971112562e-43,1.9227707431195221e-60,2.5561696534076711e-71,3.379975231964526e-80,1.1740258704114628e-83,1.9523752761826857e-25,3.08553196709524e-67,1.1794994473956617e-60,1.3931477140526198e-67
3.4209939645276597e-06,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410502056051684,0.099965258510882476,5.6816842177728145e-48,0.099965259094359438,9.5887749933078043e-29,3.0354430144106794e-16,1.2244442211360216e-13,6.2909657022740376e-20,1.1463286118801602e-33,5.8376583756366784e-10,3.2892563241749771e-39,4.2375128116018387e-17,1.5565868630058291e-26,1.2765881042004605e-30,1.6863461545467126e-29,6.404557418699199e-31,2.3247722363819242e-31,4.9414502409565987e-34,3.4740905315245963e-05,3.4740905518016008e-05,1.7587434718023473e-14,5.8383954631211655e-10,3.9691287934120564e-25,1.2248719218091349e-13,4.2551094894907133e-17,1.0548776606898915e-19,1.346637807517851e-17,1.891465310073755e-14,2.1860190237433937e-23,2.6429856765981172e-33,5.4192223912235226e-24,1.7169479726157281e-37,2.0079522829886903e-21,2.017669914775874e-36,1.6872364163028698e-44,5.8618999542510306e-48,2.4780126438396912e-47,1.6381652111357145e-55,5.6909980990040771e-59,1.9653236035398211e-58,1.2390063283302587e-47,7.246056438398803e-67,2.5171337667785854e-70,1.8004974817638936e-56,6.2549416084761013e-60,1.1428334169117444e-42,2.1600729329445297e-59,3.7675764975770243e-70,5.7293599060998582e-79,1.990160466701827e-82,2.5405588009615257e-25,3.2515312157337903e-66,1.3250581957825091e-59,1.5650722263022279e-66
5.00496852306551e-06,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020533490867,0.099965258240705568,1.6724093835755592e-47,0.099965259094341674,2.9505353186799784e-28,6.9471223924683899e-16,1.7913864941289443e-13,1.8321562719980416e-19,3.6329660168172025e-33,8.540487141986197e-10,2.866328457657776e-38,6.2502736766823731e-17,6.8435688369314823e-26,3.9176136557576861e-30,3.608971287566812e-29,1.3706928943559643e-30,3.5231477224319456e-31,5.0697540000204534e-33,3.4740905182400764e-05,3.4740905479059153e-05,2.499982270741991e-14,8.5418744001383986e-10,5.7587488923452667e-25,1.7920112241063024e-13,6.2254027733401388e-17,2.4142875649612039e-19,1.9229318431494238e-17,3.8379867013413975e-14,6.3667251605298345e-23,1.0425511624531992e-32,8.0119960839082906e-24,1.7616579503999348e-36,6.2731271879717105e-21,3.3006276909137652e-35,7.079941579234604e-43,2.4600484184044828e-46,1.7620569826254349e-45,3.2885748674659891e-53,1.1426344263209804e-56,6.9814661226177617e-56,8.810285041950279e-46,7.7318857726760078e-64,2.6864176173835751e-67,3.6146754499815123e-54,1.2559399664653457e-57,9.9597390001527641e-42,7.6737581902684096e-57,7.3182048348638027e-67,3.4730574708574129e-75,1.2066742102866282e-78,3.7169690482994058e-25,8.9451524476079613e-64,4.707023393701018e-57,5.5596290050216542e-64
6.588943081603361e-06,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020506462899,0.099965257970528659,3.5568921204263458e-47,0.099965259094323911,6.5114563927851004e-28,1.2473016115111606e-15,2.3583314052878579e-13,3.9706305171924955e-19,8.212049766745908e-33,1.1243248163353273e-09,1.1915514326919536e-37,8.2631376358297473e-17,1.9320026820767228e-25,8.7411670245684887e-30,6.2543443838577237e-29,2.3754834385137138e-30,4.7458303389709688e-31,2.2434844143596273e-32,3.4740905049552693e-05,3.4740905440099432e-05,3.2412024890609484e-14,1.1245485696134676e-09,7.5483773149682152e-25,2.3591531654853296e-13,8.1957052211834663e-17,4.3346850463045252e-19,2.5082858180049114e-17,6.4622801707192383e-14,1.3798176378884606e-22,2.7894934166010022e-32,1.0657676465128614e-23,7.7959423569715868e-36,1.4008246098167541e-20,1.7754243947579647e-34,5.2431849111810881e-42,1.8218852641097235e-45,1.5145880198021581e-44,3.5596923627567816e-52,1.2368666234139211e-55,8.4588792122552147e-55,7.5729402384934525e-45,1.1141459589131829e-62,3.8711471757712047e-66,3.9127433754681386e-53,1.3595393061469614e-56,4.1404544791494365e-41,9.297815167532326e-56,1.1513751913772254e-65,6.2657690785082509e-74,2.1770121093298648e-77,4.8934368912249605e-25,1.0400782944007442e-62,5.70311658069565e-56,6.7361493543634437e-63
9.756892198679062e-06,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020452400952,0.099965257430174828,1.0272267367660558e-46,0.099965259094288425,2.0307624744157512e-27,2.8367737244177483e-15,3.4922291427719241e-13,1.2464788875236246e-18,2.7012363866871242e-32,1.6648566962377702e-09,1.2968424602924757e-36,1.2289161620890332e-16,9.5892638930312489e-25,2.8574036864031853e-29,1.3713005795251821e-28,5.2087312950753713e-30,7.2649520478862625e-31,2.6942686202378096e-31,3.4740904783847883e-05,3.4740905362171337e-05,4.7235871814342489e-14,1.665310532943789e-09,1.1127659133390871e-24,3.493444966157459e-13,1.2136337611172138e-16,9.8585437168019965e-19,3.7171784272450813e-17,1.3744078604647367e-13,4.3316842025481348e-22,1.2918832232564245e-31,1.6107774237927387e-23,9.3627548107554424e-35,4.4787521985688755e-20,3.4595068556151813e-33,2.7684064978092066e-40,9.6201668399322337e-44,1.3723681383841233e-42,9.6002754750089146e-50,3.3360259227085811e-53,4.0721526173437779e-52,6.861841068861349e-43,1.6940502481898899e-59,5.8866244738335712e-63,1.0553733597474082e-50,3.6673456873071355e-54,4.5065377570785763e-40,4.4765798154151046e-53,3.2061600062608962e-62,5.7102782339378143e-70,1.9842313623044957e-73,7.246545348336361e-25,4.231132427667217e-60,2.7454977283121666e-53,3.2428029401781348e-60
9.999999999999997e-06,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020448251918,0.099965257388708179,1.0966182739562611e-46,0.099965259094285705,2.1807972129160447e-27,2.9854325874411167e-15,3.5792446714483084e-13,1.3408984764905644e-18,2.9129439400121484e-32,1.7063358883279373e-09,1.52782451993823e-36,1.2598134205433893e-16,1.0650612557520741e-24,3.0820366160999296e-29,1.4404789335901776e-28,5.471526867691558e-30,7.4623245761067445e-31,3.1920095171888273e-31,3.4740904763457266e-05,3.4740905356190675e-05,4.8373420246295674e-14,1.7068106881872777e-09,1.1402333902258967e-24,3.5804907353179066e-13,1.2438742491762759e-16,1.037517521445016e-18,3.812809417988511e-17,1.4414878861354573e-13,4.6598105901233704e-22,1.429300535184428e-31,1.6534759018530656e-23,1.1092460281226102e-34,4.818450750414601e-20,4.2449641265846369e-33,3.6424451773934974e-40,1.2657478898158213e-43,1.8749190266434687e-42,1.4028903322789894e-49,4.8749607831103999e-53,6.1698118298061387e-52,9.3745956841343012e-43,2.7312014838575392e-59,9.4906409619351614e-63,1.5422352066298944e-50,5.3591759647829384e-54,5.3092162158541315e-40,6.7826364370076218e-53,5.3447559574640954e-62,1.0075560300563879e-69,3.5011121478135998e-73,7.4271319518641709e-25,6.3574908713539445e-60,4.159764671977908e-53,4.9132428645413276e-60
1.2924841315754763e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020398331004,0.099965256889820997,2.1310076633809394e-46,0.09996525909425294,4.4793336634384543e-27,5.0721000623260145e-15,4.6261374344995025e-13,2.8035313076471049e-18,6.2134905553159409e-32,2.2053614760808351e-09,5.8778602443448195e-36,1.6315579757645683e-16,2.8713033144117218e-24,6.5939744486614021e-29,2.4061877484299833e-28,9.1402083146560826e-30,9.8822384709122452e-31,1.2624049910891989e-30,3.474090451813154e-05,3.4740905284231716e-05,6.2058975456594741e-14,2.2061254311539346e-09,1.4706974251552793e-24,4.627747324737121e-13,1.6077006662619535e-16,1.7626938171251885e-18,4.9953158044940474e-17,2.373671032026465e-13,9.7427590445539452e-22,3.7494697977828984e-31,2.1769549616458754e-23,4.3869935548322455e-34,1.0061834892356318e-19,1.96570632068747e-32,2.1595356463444896e-39,7.5044515950720405e-43,1.2372666311668562e-41,1.0859227446568571e-48,3.7735482016411518e-52,5.136077651688672e-51,6.1863335824299072e-42,2.5346293580600702e-58,8.8076306686320565e-62,1.1938102080364725e-49,4.1484538232448162e-53,2.042593226078589e-39,5.6463326458501246e-52,5.2221929942242019e-61,1.0647454309518668e-68,3.6998566037692525e-72,9.5998841498893799e-25,5.2079757168910267e-59,3.462805072169744e-52,4.0900396269015037e-59
1.6092790432830464e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020344253053,0.099965256349467166,3.7100768726610711e-46,0.099965259094217468,8.2352038776625639e-27,7.9534681470646775e-15,5.760056281462808e-13,5.2776649926282892e-18,1.1857431994170318e-31,2.7458391545794797e-09,1.9267564203135966e-35,2.0342391917421838e-16,6.7546291774545693e-24,1.267105399272177e-28,3.7300460437541524e-28,1.4169924304287625e-29,1.2597688425427116e-30,4.2291567628504934e-30,3.4740904252403671e-05,3.4740905206280575e-05,7.6881335782149292e-14,2.7469932585793528e-09,1.828632267258223e-24,5.7620602422168691e-13,2.0017712378969736e-16,2.7640520087955149e-18,6.3647063019939253e-17,3.6440012700080073e-13,1.8340924803538698e-21,8.6519566666672411e-31,2.7643036498506098e-23,1.4696885330425179e-33,1.8782337888954543e-19,7.5654396629876587e-32,1.1045001955217423e-38,3.8382008241201452e-42,6.9986895953948666e-41,7.7121903408479992e-48,2.6799813712737974e-51,3.9334594085449964e-50,3.4993451007859049e-41,2.3336140748182681e-57,8.1091707029892633e-61,8.4786097404869641e-49,2.946311637035363e-52,6.6956607936608376e-39,4.3243374339393485e-51,5.1000891251191232e-60,1.210711424956274e-67,4.2070944875331167e-71,1.1953453271234898e-24,3.9263043504966363e-58,2.6519830945180536e-51,3.1323495647878734e-58
1.9260739549906163e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020290167106,0.099965255809113335,5.7917048273059593e-46,0.099965259094181982,1.3516064159381372e-26,1.1481069714807323e-14,6.8939856846809555e-13,8.8839928288079794e-18,2.0146029967716808e-31,3.2862897304276888e-09,5.2302690028385294e-35,2.43695981178482e-16,1.3723881814061756e-23,2.171922985530077e-28,5.3428235578240238e-28,2.0297889339636552e-29,1.5411312223704948e-30,1.1665474998690221e-29,3.4740903986664268e-05,3.4740905128317887e-05,9.1702952755223058e-14,3.2879140093829187e-09,2.1865704399692329e-24,6.8963837196161713e-13,2.3958454763760294e-16,3.9899955792938548e-18,7.8473580496354146e-17,5.18538180137995e-13,3.0873762817018497e-21,1.7343596117945411e-30,3.3728268775861938e-23,4.0539302326193341e-33,3.1235786565642635e-19,2.3388733330543988e-31,4.4681656402925098e-38,1.5527217107459965e-41,3.0743170399813052e-40,4.2611774424336212e-47,1.4807643348000592e-50,2.3098004507794832e-49,1.5371586875127624e-40,1.6624078691465204e-56,5.7767963526875647e-60,4.6847413966385489e-48,1.627953322326325e-51,1.8175799279505423e-38,2.5393824094745051e-50,3.8073716730661077e-59,1.0645030473212115e-66,3.6990516349344661e-70,1.4307252686972861e-24,2.278052534276849e-57,1.5572927963877142e-50,1.8393727414692433e-57
2.5596637784057565e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020181971207,0.099965254728405742,1.1508807007567938e-45,0.099965259094111067,2.9346888738125366e-26,2.0475726511916796e-14,9.1618761636502544e-13,2.0288616639126721e-17,4.6553853486910086e-31,4.3671095694475155e-09,2.7191661128503431e-34,3.2425192503222629e-16,4.2742375258573048e-23,5.1224106621474367e-28,9.4349404015034369e-28,3.5848603817497615e-29,2.1333143052449148e-30,6.2008531297840269e-29,3.4740903455150897e-05,3.4740904972357932e-05,1.2134395651452379e-13,4.36991425918778e-09,2.9024567784034985e-24,9.1650623579432121e-13,3.184004955174237e-16,7.1159006143438457e-18,1.124048602907849e-16,9.081230050319625e-13,7.0507657676228554e-21,5.307183104622788e-30,4.6534105079911302e-23,2.1549086469275275e-32,6.9267338097409523e-19,1.5219880963249806e-30,5.0493120042149209e-37,1.7546921469237561e-40,4.0621401388738907e-39,9.5140747839527173e-46,3.3061839664191295e-49,5.7812118932423654e-48,2.0310704437350142e-39,6.6341763671678844e-55,2.305366957018701e-58,1.046022828019308e-46,3.6349765777943999e-50,9.4495169282021865e-38,6.3560882814609434e-49,1.6517543208416749e-57,6.9182507683668162e-65,2.4040463363388009e-68,1.9015542306169193e-24,5.5832284417819307e-56,3.8977543966147257e-49,4.6037734168326006e-56
3.1932536018208963e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105020073743313,0.099965253647698191,1.9360100571824714e-45,0.099965259094040221,5.3392713142870129e-26,3.2057603338534874e-14,1.1429808879558605e-12,3.8737771988382284e-17,8.9539225347001086e-31,5.4478209830402045e-09,9.5180976998839405e-34,4.0482362523172935e-16,1.0430675316168187e-22,1.0066363235560803e-27,1.4682110879106226e-27,5.5792432374355336e-29,2.7647860290363994e-30,2.1933443204842415e-28,3.4740902923591421e-05,3.4740904816351892e-05,1.5098198645795889e-13,5.4521261331860886e-09,3.618356443028062e-24,1.1433783247872261e-12,3.9721791054860307e-16,1.1140941633941414e-17,1.5350839284630067e-16,1.4061078230449573e-12,1.3462323895458847e-20,1.2813631345898202e-29,6.0187329595675273e-23,7.6223060314826044e-32,1.2808001619806979e-18,6.1967795451517481e-30,2.7589873026431474e-36,9.5878507370730762e-40,2.4756131555403457e-38,7.3216260183542808e-45,2.54431697881655e-48,4.861578573590885e-47,1.2378068659877246e-38,6.7701717442564644e-54,2.3526427173552593e-57,8.0500410731314061e-46,2.7974463739061083e-49,3.3077042124492928e-37,5.3451704887551089e-48,1.8125940063661535e-56,8.9523538892195406e-64,3.1109057696850511e-67,2.3724752801295249e-24,4.6251817343159968e-55,3.2777249076493107e-48,3.8714350029905531e-55
3.826843425236036e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105019965483432,0.099965252566990709,2.9367611610189337e-45,0.099965259093969402,8.6919029306558631e-26,4.6228195864502132e-14,1.369778384098339e-12,6.6041661066205325e-17,1.5341830209023565e-30,6.5284239609537863e-09,2.6945602112756557e-33,4.8541107918714445e-16,2.1890880994711638e-22,1.7631339210881475e-27,2.1083874838031102e-27,8.012945988438434e-29,3.4355583743512634e-30,6.2482584971017707e-28,3.474090239198594e-05,3.47409046602998e-05,1.8061704230493342e-13,6.5345495810815256e-09,4.3342694365474372e-24,1.3702546397983662e-12,4.7603679302889606e-16,1.6065638414990136e-17,2.0354510883327232e-16,2.0124778828058364e-12,2.2951149806858082e-20,2.6696846254783791e-29,7.4688213285979291e-23,2.1714009058199505e-31,2.1113206201595439e-18,1.9906548545099049e-29,1.1497735913999839e-35,3.9956315892804087e-39,1.1293259473498703e-37,4.2192643247422557e-44,1.4662294186289225e-47,3.0002197319998063e-46,5.6466313985096523e-38,5.1743494305653883e-53,1.7980986146270834e-56,4.6391727191862951e-45,1.6121510740485053e-48,9.3641034561509422e-37,3.2987572976834397e-47,1.4592247750814555e-55,8.7479336592959562e-63,3.0398799751903153e-66,2.843488395348819e-24,2.8235366762775843e-54,2.0227766535160565e-47,2.3891719249668714e-54
4.460433248651176e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105019857191567,0.09996525148628331,4.1520897020593851e-45,0.099965259093898626,1.3097415306265444e-25,6.2989052199529554e-14,1.5965801056425066e-12,1.0399411597775396e-16,2.4246774563148514e-30,7.608918493597183e-09,6.6788530315006401e-33,5.660142811151689e-16,4.1414432207010237e-22,2.8494340132549585e-27,2.8639762845909783e-27,1.0885977050327406e-28,4.145644937697894e-30,1.5548110297372636e-27,3.4740901860334259e-05,3.4740904504201602e-05,2.1024912379320138e-13,7.6171845517483237e-09,5.0501957616418484e-24,1.5971351816780814e-12,5.5485714325338852e-16,2.1890528960790423e-17,2.642778978352938e-16,2.7272179856986399e-12,3.614065354661531e-20,5.0238708801109014e-29,9.0037027070806727e-23,5.4033108183386403e-31,3.2109193913823152e-18,5.5435520048723817e-29,4.125798523116182e-35,1.4337811228672846e-38,4.4097083277266897e-37,2.0883059217585128e-43,7.2570672000658116e-47,1.582508293142703e-45,2.2048549867550413e-37,3.4027767862980887e-52,1.1824777043889731e-55,2.2962071293375883e-44,7.979544208948282e-48,2.3210356383666479e-36,1.7400264280257622e-46,1.0072120186818298e-54,7.3932113388251447e-62,2.569127467874169e-65,3.3145935540275926e-24,1.4751888174354563e-53,1.0669416901075691e-46,1.260201971028586e-53
5.094023072066316e-05,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105019748867734,0.09996525040557605,5.5812393957547142e-45,0.099965259093827891,1.8648627510758734e-25,8.2341639423263982e-14,1.8233860534160274e-12,1.5434160301749358e-16,3.6085078304718073e-30,8.6893045723351632e-09,1.4976878277557528e-32,6.466332310334867e-16,7.2468311225543946e-22,4.3370660921982033e-27,3.7349304071412719e-27,1.4198344621453442e-28,4.895056634968894e-30,3.4938666527367532e-27,3.474090132863679e-05,3.4740904348057346e-05,2.3987823068674581e-13,8.7000309940436148e-09,5.7661354209208959e-24,1.8240199512543206e-12,6.3367896150937851e-16,2.8616123111211197e-17,3.3746675120210858e-16,3.5503125899511736e-12,5.3637784106165718e-20,8.7555907044139992e-29,1.0623404174335447e-22,1.2141985984009934e-30,4.5994678380037965e-18,1.3891444424767497e-28,1.3183769232406934e-34,4.5815872588415835e-38,1.5354498953581478e-36,9.1769440717449742e-43,3.1890903932915422e-46,7.429089468357904e-45,7.6772530949396177e-37,1.9900783160239443e-51,6.9156241059123456e-55,1.0090891873955516e-43,3.5066974412358723e-47,5.2047818676047822e-36,8.1688058692161399e-46,6.1969312459186762e-54,5.5812146356878569e-61,1.9394690239186625e-64,3.7857907339111754e-24,6.8607674862292837e-53,5.0087593079462839e-46,5.9160199589618939e-53
