Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),CH3X(22),HX(19),OCX(21),OX(20),COX(37),H2X(36),CH2X(134),CHX(26),C2H6X(39),C2H5X(38),HOX(23),C2H4X(51),CH2(T)(29),C2H3X(50),C3H6(146),C3H6X(159),C3H5X(157),C4H8(204),C4H8X(216),C4H7X(215),C3H5X(158),C5H10(244),SX(271),C4H8(254),C4H8X(332),C3H8X(43),C4H7X(268),C5H9X(269),C6H12(397),SX(411),HOCXO(25),C4H7X(207),C4H7(219),C4H7X(463)
1.2609448134758119e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108096988725286,0.099977508190691428,3.1911856280266294e-61,0.099983773696562972,4.0719762807206509e-42,6.4464893554793159e-29,4.5171899341758918e-18,4.384293453099902e-26,5.4750513159772271e-47,1.9952278608337451e-14,4.9780271108990172e-51,1.1751037929552015e-24,6.4700809460977084e-37,1.6510514849958748e-40,2.2934339980759883e-38,8.7096159769006134e-40,1.7907521678028447e-39,2.6746181541967944e-53,2.2491809287008192e-05,1.6226303437024595e-05,1.579098086855027e-15,2.1531594384088235e-14,1.0421472924860602e-26,4.5176738760691497e-18,4.839316435580898e-22,1.0084239586732205e-32,1.0194044153423981e-19,4.6030334590195627e-21,4.1919304111428546e-30,6.2995587942902193e-40,1.7177146185285779e-28,1.1931914985618008e-57,1.3190060385820846e-33,3.4941505789880816e-60,8.4149790932667291e-74,2.2970464896739505e-78,3.22046991886705e-81,5.2161765902176157e-95,9.839511049606531e-100,1.3501262976969069e-102,1.6102349594335452e-81,1.0468293198553796e-116,1.4684469889714578e-121,5.7326062515193229e-96,1.0813675796821253e-100,2.8478945558810722e-55,1.4837960945771476e-103,9.9491216614700271e-125,2.7698971665502528e-139,3.0346296221127179e-144,9.3325043691625786e-30,5.3437432179153763e-106,9.050105997340579e-104,1.062796738753603e-110
1.2735804332889247e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108072619566176,0.099977380894015644,3.288072775627554e-61,0.099983657301647683,4.2041090243288395e-42,6.6421942858964108e-29,4.562442237064709e-18,4.4336489795012183e-26,5.6412761575006662e-47,2.0167988429116329e-14,5.0897686605951616e-51,1.1987646356590525e-24,6.6146527909825883e-37,1.6884274827661196e-40,2.3396203466442537e-38,8.8850146847900792e-40,1.8310859700690875e-39,2.7941192439454866e-53,2.261910596256889e-05,1.6342698352333359e-05,1.5790986648223659e-15,2.1747307184807723e-14,1.0421582617513781e-26,4.5629347879535513e-18,4.9254064099214449e-22,1.045171016022632e-32,1.0299444461176953e-19,4.7010300561400265e-21,4.2764951741487819e-30,6.3698765655319737e-40,1.7372811923703465e-28,1.2585344089638355e-57,1.3483824103631182e-33,3.6899025052067748e-60,8.982469947624722e-74,2.4764931403755699e-78,3.4746562459004795e-81,5.6882649725310135e-95,1.0839099838260545e-99,1.4880666687964127e-102,1.737328122950262e-81,1.1660946632619116e-116,1.6525090229065903e-121,6.2514339341179991e-96,1.1912229275559311e-100,2.9398409452501872e-55,1.6353933075994962e-103,1.1200614393844574e-124,3.151465293545063e-139,3.4882146551143826e-144,9.4263776239407894e-30,5.8276900943383949e-106,9.9753616267414279e-104,1.1715256208237153e-110
1.2862160531020375e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410804845586467,0.09997725492013583,3.3869012017356396e-61,0.099983541638512391,4.3390731463287166e-42,6.8418198930007297e-29,4.6076943403012197e-18,4.4830044766013869e-26,5.8108315047669169e-47,2.0383697521818915e-14,5.2027505360052702e-51,1.2226611654252032e-24,6.7608290506672336e-37,1.7262268374970583e-40,2.3862670146918752e-38,9.0621615161985465e-40,1.8718765161191882e-39,2.9175892007410159e-53,2.2745079842185438e-05,1.6458361487629402e-05,1.5790992633874311e-15,2.1963019279054371e-14,1.0421692562972373e-26,4.6081955561982919e-18,5.0120565106755866e-22,1.0828454349729048e-32,1.0404743952635958e-19,4.8000340855699033e-21,4.3617205461652891e-30,6.4401825395232057e-40,1.7568479640782872e-28,1.3266835851943025e-57,1.3781026672599861e-33,3.8943516247291578e-60,9.5815765054318345e-74,2.6678104193080778e-78,3.7458883628806547e-81,6.1974063069814319e-95,1.1928011998077216e-99,1.6384209517645787e-102,1.8729441814403514e-81,1.2974765608914751e-116,1.8573341018679082e-121,6.8109830113039307e-96,1.3108949621772995e-100,3.0336614653829024e-55,1.8006334768312492e-103,1.2593880259442879e-124,3.5807578286642115e-139,4.0037530607771272e-144,9.5202504211014195e-30,6.3496449557075771e-106,1.0983940839816334e-103,1.2900524479511742e-110
1.2988516729151503e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108024495786126,0.099977130255306898,3.4876901559067801e-61,0.099983426702555916,4.476898566326384e-42,7.0454050402121822e-29,4.6529462454254213e-18,4.5323599463006668e-26,5.9837503826934022e-47,2.059940588950486e-14,5.3169722529773844e-51,1.2467933780204038e-24,6.9086095658736789e-37,1.7644495540630796e-40,2.4333739996492491e-38,9.2410564613677373e-40,1.9131238079900803e-39,3.0451150585207729e-53,2.2869744670902427e-05,1.6573297444117471e-05,1.5790998859915569e-15,2.2178730673328264e-14,1.0421802759352404e-26,4.6534561819018999e-18,5.0992623231947094e-22,1.1214600431741416e-32,1.0509942726897583e-19,4.9000445824309773e-21,4.4476015067594937e-30,6.5104756226128539e-40,1.7764149097380492e-28,1.3977266151243991e-57,1.408167403818344e-33,4.1077851780712257e-60,1.0213695702144185e-73,2.8716435895104534e-78,4.0351106273099438e-81,6.7460716168149299e-95,1.311315624105719e-99,1.8021580378471526e-102,2.0175553136549984e-81,1.4420593614664183e-116,2.0850089632157967e-121,7.4139691509759529e-96,1.4411429547277453e-100,3.1293714042970252e-55,1.9805814189861939e-103,1.4143241462137308e-124,4.0631507527693602e-139,4.5889245095410853e-144,9.6141227651060353e-30,6.9121441156341349e-106,1.208235124270899e-103,1.4191429391776476e-110
1.311487292728263e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108000737513105,0.099977006885926631,3.5904588875579895e-61,0.099983312489205944,4.6176152024753451e-42,7.2529885904820974e-29,4.6981979539648875e-18,4.5817153906947354e-26,6.1600658159986283e-47,2.081511353566927e-14,5.4324339293691596e-51,1.2711612692185484e-24,7.057994160004927e-37,1.8030956369395575e-40,2.4809412989740599e-38,9.4216995106429888e-40,1.9548278471844136e-39,3.1767847915390133e-53,2.2993114050945461e-05,1.6687510794066489e-05,1.5791005355784114e-15,2.2394441374067269e-14,1.0421913204356486e-26,4.6987166661539629e-18,5.1870194676341002e-22,1.1610276879413248e-32,1.0615040883185243e-19,5.0010605828142539e-21,4.5341330737112399e-30,6.5807723454660625e-40,1.7959820074786077e-28,1.4717527892031388e-57,1.4385772145830601e-33,4.3304966695281953e-60,1.0880270359399401e-73,3.0886654730750025e-78,4.3433088919591757e-81,7.3368680734229246e-95,1.4401893982995274e-99,1.9803110744007145e-102,2.1716544459796169e-81,1.6010115790953984e-116,2.3378048639444447e-121,8.0632576485803771e-96,1.5827759287803701e-100,3.2269859508447562e-55,2.1763725685911127e-103,1.5864294802711352e-124,4.604560118882887e-139,5.252265542121571e-144,9.707994660374489e-30,7.5178637202665319e-106,1.3277532304340012e-103,1.559613661364967e-110
1.324122912541376e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107977179245163,0.099976884798534171,3.6952266459688699e-61,0.09998319899391904,4.7612529715612518e-42,7.4646094062971335e-29,4.7434494674348776e-18,4.6310708120456531e-26,6.3398108292051351e-47,2.1030820464179158e-14,5.5491356495867181e-51,1.2957648348006059e-24,7.2089826857785192e-37,1.8421650902371209e-40,2.528968910150961e-38,9.6040906544720841e-40,1.9969886347162748e-39,3.3126873159762468e-53,2.3115201443205156e-05,1.6801006080991515e-05,1.5791012146581396e-15,2.2610151387647646e-14,1.0422023896004995e-26,4.7439770100352113e-18,5.2753235986784211e-22,1.2015612356788371e-32,1.0720038520815278e-19,5.103081123780712e-21,4.6213103027272889e-30,6.6510602306948915e-40,1.8155492373033665e-28,1.5488531128041861e-57,1.4693326940989e-33,4.5627859345785543e-60,1.1582790180355533e-73,3.3195773097995408e-78,4.6715118603786711e-81,7.9725449463875602e-95,1.5802063736801005e-99,2.1739809857710008e-102,2.3357559301893669e-81,1.7755914446093615e-116,2.6181917070341394e-121,8.7618699662429876e-96,1.7366553411389707e-100,3.3265201959462737e-55,2.3892168474500867e-103,1.7774010064312985e-124,5.211489851249928e-139,6.0032547651087882e-144,9.8018661112853085e-30,8.1696258631042394e-106,1.4576879035537881e-103,1.7123348189620717e-110
1.3367585323544887e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410795381919871,0.099976763979808453,3.8020126802830658e-61,0.099983086212180203,4.9078417890812993e-42,7.6803063496831449e-29,4.7887007873384374e-18,4.6804262127565793e-26,6.5230184466423755e-47,2.1246526679218143e-14,5.6670768674730619e-51,1.3206040705545543e-24,7.3615749914680216e-37,1.881657917733306e-40,2.5774568306912789e-38,9.7882298834040739e-40,2.039606171153125e-39,3.4529124913855974e-53,2.3236020168705606e-05,1.6913787819834724e-05,1.5791019253632996e-15,2.2825860720384658e-14,1.0422134832568319e-26,4.7892372146175845e-18,5.3641704052693985e-22,1.243073571321728e-32,1.0824935739167435e-19,5.2061052433617706e-21,4.7091282871569656e-30,6.7213315521183859e-40,1.8351165809351617e-28,1.6291203184729402e-57,1.5004344369111188e-33,4.8049592072810234e-60,1.232279275568973e-73,3.5651096326663659e-78,5.0207924716506819e-81,8.6559997468655581e-95,1.732200653980055e-99,2.3843401472008302e-102,2.5103962358253737e-81,1.9671527594411271e-116,2.9288530843709589e-121,9.5129904843811024e-96,1.9036978763122628e-100,3.4279891338007586e-55,2.6204027022891597e-103,1.989083485157902e-124,5.8910832139157542e-139,6.8524055008544823e-144,9.8957371221761125e-30,8.8704048986263523e-106,1.5988266698015087e-103,1.878233165179877e-110
1.3493941521676015e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107930655606824,0.099976644416566868,3.9108362395096924e-61,0.099982974139502898,5.0574115693185604e-42,7.9001182822089887e-29,4.8339519151665093e-18,4.7297815953497493e-26,6.7097216924495604e-47,2.1462232185238203e-14,5.7862575981274852e-51,1.345678972275313e-24,7.5157708978035521e-37,1.9215741229017625e-40,2.6264050581327037e-38,9.9741171880881497e-40,2.0826804566542769e-39,3.597551117314831e-53,2.3355583410057697e-05,1.7025860497145039e-05,1.5791026694976533e-15,2.3041569378533164e-14,1.0422246011737819e-26,4.8344972809643183e-18,5.4535556103356089e-22,1.2855775977932444e-32,1.0929732637659224e-19,5.3101319805594962e-21,4.7975821577093554e-30,6.7916064346014997e-40,1.854684021674041e-28,1.7126488780789439e-57,1.5318830375659753e-33,5.0573291876758625e-60,1.310186458026059e-73,3.8260231602779263e-78,5.3922693146947818e-81,9.3902845684603621e-95,1.8970592447068253e-99,2.6126362167130467e-102,2.6961346573474265e-81,2.1771510651285232e-116,3.2727022851633888e-121,1.0319973470356346e-95,2.0848783581453328e-100,3.5314076613627916e-55,2.8713013160163993e-103,2.2234806233235215e-124,6.6511781882297203e-139,7.8113664564684358e-144,9.9896076973439686e-30,9.6233339590073125e-106,1.7520076576492109e-103,2.0582950385025116e-110
1.3620297719807143e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107907686719102,0.099976526095763824,4.02171657252477e-61,0.099982862771428788,5.2099922254116138e-42,8.124084064990265e-29,4.8792028523980236e-18,4.7791369624473146e-26,6.8999535905784669e-47,2.1677936986917803e-14,5.906678083457664e-51,1.3709895357646764e-24,7.6715702541376577e-37,1.961913708939215e-40,2.6758135900389961e-38,1.016175255927249e-39,2.1262114910061785e-39,3.7466949341568832e-53,2.3473904212897245e-05,1.7137228571256803e-05,1.5791034485787191e-15,2.3257277368288228e-14,1.0422357431524284e-26,4.8797572101300058e-18,5.5434749705244451e-22,1.3290862354781468e-32,1.1034429315723577e-19,5.415160375346567e-21,4.8866670821720874e-30,6.861876688241184e-40,1.8742515442667475e-28,1.7995350148644394e-57,1.563679090611178e-33,5.3202151091645264e-60,1.3921642080431817e-73,4.1031097063782896e-78,5.7871080724376952e-81,1.017861262977636e-94,2.0757248123464598e-99,2.8601961300194559e-102,2.8935540362188869e-81,2.4071501419414983e-116,3.6528993208419364e-121,1.1186350268777089e-95,2.2812327821995191e-100,3.63679057926965e-55,3.1433709981484031e-103,2.4827669553018659e-124,7.5003670115950224e-139,8.8930310130304403e-144,1.0083477841045758e-29,1.0431711678225954e-105,1.9181222847983376e-103,2.2535695285473244e-110
1.3746653917938271e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107884910801522,0.099976409004489189,4.1346729280726198e-61,0.09998275210352757,5.3656136694197072e-42,8.3522425586930069e-29,4.9244536005000102e-18,4.8284923167546507e-26,7.093747164796192e-47,2.1893641089125258e-14,6.0283377633714944e-51,1.3965357568312495e-24,7.8289729171629934e-37,2.0026766787903247e-40,2.7256824239996869e-38,1.0351135987803155e-39,2.170199273654788e-39,3.9004366258540085e-53,2.3590995487308227e-05,1.7247896472467236e-05,1.5791042638748804e-15,2.3472984695785715e-14,1.0422469090388111e-26,4.9250170031606881e-18,5.6339242759361579e-22,1.3736124217113621e-32,1.1139025872789459e-19,5.5211894686660739e-21,4.9763782651318091e-30,6.9321270904595689e-40,1.8938191347869603e-28,1.8898767153933953e-57,1.5958231905962709e-33,5.5939428058766279e-60,1.4783812652051749e-73,4.3971931065886267e-78,6.2065229961590607e-81,1.1024365022892993e-94,2.2691985567691134e-99,3.1284302636134302e-102,3.103261498079572e-81,2.6588288505631313e-116,4.0728690195477635e-121,1.2115836718107964e-95,2.4938614725415771e-100,3.7441525934535842e-55,3.4381617600715733e-103,2.7693004789290855e-124,8.4480601432435752e-139,1.0111655774324348e-143,1.0177347557498567e-29,1.1299009127932974e-105,2.098118058297808e-103,2.4651717753710364e-110
1.38730101160694e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107862326136234,0.099976293129967059,4.2497245547672579e-61,0.099982642131396834,5.5243058123837812e-42,8.5846326235373106e-29,4.9697041609276911e-18,4.877847661045856e-26,7.2911354386878636e-47,2.2109344496887093e-14,6.1512364958710317e-51,1.4223176312903832e-24,7.9879787070112482e-37,2.043863035170621e-40,2.7760115576297882e-38,1.0542267464622958e-39,2.2146438037352553e-39,4.0588698163184198e-53,2.3706870009231226e-05,1.7357868603212824e-05,1.5791051164377539e-15,2.3688691367102831e-14,1.0422580986010625e-26,4.9702766610939167e-18,5.7248993498600324e-22,1.4191691102815158e-32,1.1243522408265031e-19,5.6282183024311184e-21,5.0667109476963704e-30,7.0023792866154787e-40,1.9133867805253966e-28,1.9837737414100019e-57,1.6283159320729663e-33,5.8788447800459593e-60,1.5690115709092589e-73,4.7091301624841196e-78,6.6517784103245262e-81,1.1931097672040629e-94,2.4785432002311519e-99,3.4188367713116522e-102,3.3258892051623099e-81,2.9339883311929253e-116,4.536320245500719e-121,1.3112340798292259e-95,2.7239323666731349e-100,3.853508314583164e-55,3.7573200809249267e-103,3.0856360859723778e-124,9.5045549368451797e-139,1.1482989054600337e-143,1.0271216850880058e-29,1.222887696948863e-105,2.2930014913975153e-103,2.6942864064050697e-110
1.3999366314200528e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107839931021446,0.099976178459554213,4.3668907010937754e-61,0.099982532850661804,5.6860985643835806e-42,8.8212931193009081e-29,5.0149545351245862e-18,4.9272029981511226e-26,7.4921514356593236e-47,2.2325047215360267e-14,6.2753746723029845e-51,1.4483351549641099e-24,8.1485874670012681e-37,2.0854727805876354e-40,2.8268009885695018e-38,1.0735146980770383e-39,2.2595450800991558e-39,4.2220890690476235e-53,2.3821540421857226e-05,1.7467149338244516e-05,1.5791060071304142e-15,2.3904397388258741e-14,1.0422693116343634e-26,5.0155361849588317e-18,5.8163960485126159e-22,1.4657692709489172e-32,1.1347919021522998e-19,5.7362459195242826e-21,5.1576604072187483e-30,7.0726320412506114e-40,1.9329544698889669e-28,2.0813276415965695e-57,1.6611579095954362e-33,6.1752602693673754e-60,1.6642343742949145e-73,5.0398116031387874e-78,7.124190248217629e-81,1.2902548506804037e-94,2.7048860964331359e-99,3.7330060996193805e-102,3.5620951241088646e-81,3.2345595748883742e-116,5.0472663007874833e-121,1.4179970514141336e-95,2.9726844324022261e-100,3.964872258542518e-55,4.1025938700109209e-103,3.4345398283955928e-124,1.0681109314377649e-138,1.3024410027151623e-143,1.036508572532881e-29,1.3225152826612501e-105,2.5038411407565799e-103,2.9421711152896544e-110
1.4125722512331656e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107817723771249,0.099976064980738855,4.4861906154096996e-61,0.099982424256975247,5.8510218345911149e-42,9.0622629053227021e-29,5.0602047245226045e-18,4.9765583309457625e-26,7.6968281789397523e-47,2.2540749249808197e-14,6.4007517844677564e-51,1.4745883236810807e-24,8.3107990621811471e-37,2.1275059173603746e-40,2.8780507144839372e-38,1.092977452737851e-39,2.3049031013394597e-39,4.3901898910893676e-53,2.3935019237006936e-05,1.7575743024801968e-05,1.5791069366520099e-15,2.4120102765215137e-14,1.0422805480080122e-26,5.0607955757762313e-18,5.9084102607780344e-22,1.5134258889775797e-32,1.1452215811887932e-19,5.8452713637969713e-21,5.2492219570227814e-30,7.1428626951557432e-40,1.9525221923082394e-28,2.1826417632314479e-57,1.6943497177205555e-33,6.4835353143338309e-60,1.764234339238962e-73,5.390163064263989e-78,7.6251276186817984e-81,1.3942644854223413e-94,2.9494224631578289e-99,4.072625687403661e-102,3.8125638093409544e-81,3.5626113824176514e-116,5.6100465694277632e-121,1.5323042019293571e-95,3.2414312205299325e-100,4.078258848416952e-55,4.4758376317617125e-103,3.8190040634142162e-124,1.1990020750907982e-138,1.4755079299937589e-143,1.0458954184944707e-29,1.4291868883142985e-105,2.7317707676998241e-103,3.2101603869639865e-110
1.4252078710462784e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107795702715484,0.099975952681139124,4.6076435459463408e-61,0.099982316346017244,6.0191055313206925e-42,9.3075808405062085e-29,5.1054547305421469e-18,5.0259136623406773e-26,7.9051986915842548e-47,2.2756450605579847e-14,6.5273674871124604e-51,1.5010771332765019e-24,8.4746133150513161e-37,2.169962447637264e-40,2.929760733062829e-38,1.1126150095673925e-39,2.3507178658134369e-39,4.5632687297904407e-53,2.4047318836495775e-05,1.7683653982786501e-05,1.5791079055592297e-15,2.4335807503876776e-14,1.0422918074905499e-26,5.106054834558647e-18,6.0009379079503371e-22,1.5621519646808591e-32,1.1556412878625258e-19,5.9552936800686375e-21,5.341390946130715e-30,7.2130914413416136e-40,1.9720899381525268e-28,2.2878212637600109e-57,1.7278919510081189e-33,6.8040228255858303e-60,1.8692016524161732e-73,5.7611460850654324e-78,8.1560144042838613e-81,1.5055511054206785e-94,3.2134187420776982e-99,4.4394848554700314e-102,4.0780072021419891e-81,3.9203587263623375e-116,6.2293494659621615e-121,1.6546087985593777e-95,3.5315645572969746e-100,4.1936824140793687e-55,4.8790178394103729e-103,4.2422635220869974e-124,1.3444710895782861e-138,1.6696101731184e-143,1.0552822233789278e-29,1.5433259710457323e-105,2.9779926272908234e-103,3.4996693734580457e-110
1.4378434908593912e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107773866199553,0.099975841548501934,4.7312687408101231e-61,0.099982209113495105,6.1903795620757495e-42,9.5572857833230077e-29,5.1507045545922045e-18,5.0752689952740725e-26,8.117295996476421e-47,2.2972151288091557e-14,6.6552222868284084e-51,1.5278015795920727e-24,8.6400300604889244e-37,2.2128423734126647e-40,2.9819310420202556e-38,1.1324273676975667e-39,2.396989371663654e-39,4.7414229707313947e-53,2.4158451473484677e-05,1.7790886504933146e-05,1.5791089142850216e-15,2.4551511610092083e-14,1.0423030898642111e-26,5.1513139623104128e-18,6.0939749434779047e-22,1.6119605129803261e-32,1.1660510320931712e-19,6.0663119141259167e-21,5.4341627589925758e-30,7.2833263995817608e-40,1.9916576986519666e-28,2.3969731222693351e-57,1.761785204021022e-33,7.1370826512471564e-60,1.9793321324256521e-73,6.1537591229427308e-78,8.7183308912103173e-81,1.6245476302711814e-94,3.4982160893872149e-99,4.8354798917505306e-102,4.3591654456052233e-81,4.3101715326847108e-116,6.9102367532606133e-121,1.7853866222792388e-95,3.8445583806074848e-100,4.3111571921041548e-55,5.3142185236400123e-103,4.7078123479997021e-124,1.5059816172218529e-138,1.8870702346932642e-143,1.0646689875886065e-29,1.6653770329131288e-105,3.2437808890655615e-103,3.8121979249208764e-110
1.450479110672504e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107752212584291,0.099975731570701401,4.8570854479839099e-61,0.09998210255514306,6.3648738335926852e-42,9.8114165918160705e-29,5.1959541980704502e-18,5.1246243327042766e-26,8.3331531163308345e-47,2.3187851302811288e-14,6.7843158059565126e-51,1.5547616584759255e-24,8.807049170622836e-37,2.2561456965420776e-40,3.0345616390943679e-38,1.1524145262694194e-39,2.4437176168372331e-39,4.9247509427329772e-53,2.4268429273816867e-05,1.7897444856981491e-05,1.5791099631549138e-15,2.4767215089653664e-14,1.0423143950263264e-26,5.1965729600277375e-18,6.1875173527098351e-22,1.6628645629774763e-32,1.176450823792712e-19,6.1783251127216799e-21,5.5275328152174126e-30,7.3535387402143713e-40,2.0112254658260271e-28,2.5102061508620564e-57,1.7960300713254195e-33,7.4830816442326849e-60,2.0948273399820942e-73,6.5690385861547726e-78,9.3136154312077337e-81,1.7517082727198823e-94,3.8052340009815937e-99,5.262619337924232e-102,4.6568077156039362e-81,4.7345838984591085e-116,7.6581692967763754e-121,1.9251368553511982e-95,4.1819727241200279e-100,4.4306973280274079e-55,5.7836470826082813e-103,5.2194221544589799e-124,1.6851284714435213e-138,2.1304416273989781e-143,1.0740557115220976e-29,1.795806450946784e-105,3.5304851933470854e-103,4.1493347805104576e-110
1.4631147304856168e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107730740245834,0.099975622735737651,4.9851129153283061e-61,0.099981996666722195,6.5426182518818786e-42,1.00700121236031e-28,5.2412036623633331e-18,5.1739796776035001e-26,8.5528030736955364e-47,2.3403550655244928e-14,6.9146474679295719e-51,1.5819573657825623e-24,8.9756704739945967e-37,2.2998724187561358e-40,3.087652522047116e-38,1.1725764844330334e-39,2.4909025991035101e-39,5.1133519156135049e-53,2.4377264237340742e-05,1.8003333277845497e-05,1.5791110524012505e-15,2.498291794829887e-14,1.0423257227493368e-26,5.2418318286987719e-18,6.2815611526443676e-22,1.7148771575379131e-32,1.186840672864725e-19,6.2913323235740167e-21,5.6214965693064039e-30,7.4237435219511802e-40,2.0307932324178992e-28,2.6276310059458769e-57,1.8306271474908561e-33,7.8423937295694734e-60,2.2158946891720891e-73,7.0080598845732733e-78,9.943466135878437e-81,1.8875093698901068e-94,4.1359740759703848e-99,5.723029483405911e-102,4.9717330679392943e-81,5.1963037629615186e-116,8.4790343250689444e-121,2.0743829948477267e-95,4.5454578533693714e-100,4.5523168762902429e-55,6.2896403198706419e-103,5.7811611505323417e-124,1.8836480019319184e-138,2.4025293655731057e-143,1.0834423955742616e-29,1.9351033315583628e-105,3.8395343471387279e-103,4.5127619238613537e-110
1.4757503502987296e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107709447575429,0.099975515031735573,5.1153703905829539e-61,0.099981891444020254,6.7236427222660906e-42,1.0333111235879785e-28,5.28645294884618e-18,5.2233350329524379e-26,8.7762788909544689e-47,2.3619249350924421e-14,7.0462178314061882e-51,1.6093886973727967e-24,9.1458937953621967e-37,2.3440225416734725e-40,3.1412036886639769e-38,1.1929132413474286e-39,2.5385443160702238e-39,5.307326096119689e-53,2.4484968239219004e-05,1.8108555979782243e-05,1.5791121821755998e-15,2.5198620191710348e-14,1.0423370727928191e-26,5.2870905693036786e-18,6.376102391679274e-22,1.7680113528876396e-32,1.1972205892037642e-19,6.4053325953651561e-21,5.71604951038783e-30,7.4939598867714151e-40,2.0503609918342968e-28,2.7493601994322029e-57,1.8655770270903792e-33,8.2153999717126504e-60,2.3427475597759897e-73,7.4719384986460964e-78,1.0609542603642767e-80,2.0324502386502191e-94,4.4920239223816291e-99,6.2189600727541753e-102,5.3047713018214629e-81,5.6982230498158549e-116,9.3791742690911515e-121,2.2336737927052773e-95,4.9367585581564795e-100,4.6760297995210661e-55,6.8346707168527246e-103,6.3974143882447385e-124,2.1034291708137095e-138,2.7064120574857301e-143,1.0928290401362645e-29,2.0837803897771103e-105,4.1724401636713273e-103,4.9042591079381373e-110
1.4883859701118424e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107688332979335,0.099975408446943345,5.2478771213678034e-61,0.099981786882851476,6.9079771494163916e-42,1.0600752785423e-28,5.3317020588832786e-18,5.2726904017355875e-26,9.0036135903298641e-47,2.3834947395397511e-14,7.1790267322017269e-51,1.6370556491136931e-24,9.3177190112717649e-37,2.3885960668125481e-40,3.1952151367536939e-38,1.2134247961804584e-39,2.5866427651983564e-39,5.5067746334852184e-53,2.4591553031224194e-05,1.8213117148559598e-05,1.5791133525595727e-15,2.5414321825516571e-14,1.0423484450869925e-26,5.3323491828147042e-18,6.4711371493642165e-22,1.8222802182210981e-32,1.2075905826948348e-19,6.5203249777403405e-21,5.8111871619539512e-30,7.5641554868310609e-40,2.0699287380902198e-28,2.8755081098331149e-57,1.9008803047006352e-33,8.6024886418255093e-60,2.4756054106544127e-73,7.9618310666911911e-78,1.1313567679679077e-80,2.1870540555854718e-94,4.8750612089800536e-99,6.7527902326669968e-102,5.6567838398396237e-81,6.243428298409496e-116,1.0365417255482316e-120,2.4035842228181122e-95,5.3577186055185831e-100,4.8018499708943971e-55,7.4213529466504586e-103,7.0729051852743588e-124,2.346525381309211e-138,3.0454657066562125e-143,1.1022156455956128e-29,2.2423748537897436e-105,4.5308014497585672e-103,5.3257085541755188e-110
1.5010215899249552e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107667394878624,0.099975302969731353,5.3826523551843862e-61,0.099981682979056422,7.0956514373858215e-42,1.0872975628594017e-28,5.3769509938279823e-18,5.322045786937211e-26,9.2348401938846082e-47,2.4050644794218814e-14,7.313073362651928e-51,1.6649582168785076e-24,9.4911459603217291e-37,2.4335929956025273e-40,3.2496868641480097e-38,1.2341111481087116e-39,2.6351979438157392e-39,5.71179961896592e-53,2.4697030243020779e-05,1.8317020943622854e-05,1.5791145635742571e-15,2.5630022855292368e-14,1.0423598394148856e-26,5.3776076701962434e-18,6.5666615361550667e-22,1.8776968353206325e-32,1.2179506632129314e-19,6.6363085213066439e-21,5.9069050815997487e-30,7.6343362189062233e-40,2.0894964657582679e-28,3.0061909932751548e-57,1.9365375749019504e-33,9.0040552850701583e-60,2.614693894199237e-73,8.4789364906410727e-78,1.2057329249152625e-80,2.3518687620417676e-94,5.2868578671909737e-99,7.327034624850467e-102,6.0286646245764062e-81,6.8352118033145627e-116,1.1445109331932228e-120,2.5847164756862824e-95,5.810285357666276e-100,4.9297911746508303e-55,8.0524506360660804e-103,7.8127177795811649e-124,2.6151671023521867e-138,3.4233893367772698e-143,1.111602212336186e-29,2.4114493952665031e-105,4.9163081451939474e-103,5.7790998308999639e-110
