Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),C2H6X(52),CH3OO(77),H2OX(23)
5.678508661397479e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33556769798495517,0.1167793818769287,0.022766926943621365,0.0,7.2893630737202373e-16,5.7183414518521362e-12,0.0,9.8366332978919397e-16,0.0,6.1783087649424134e-08,5.0847432860362759e-32,5.5231906955098176e-10,5.2889612569723872e-24,6.5428537644437516e-20,0.0,0.0,1.9530137661367096e-18,5.1361055244698716e-25,0.0018905222119445341,0.00010928147813569298,1.4767498647826171e-10,7.4454157082315203e-14,6.1377168606405665e-08,4.5927572566019142e-14,1.518633940937209e-18,1.0327523201508995e-11,7.3979087109971071e-19
5.796514666607281e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33553355938400253,0.11674749862734835,0.022765799262523811,0.0,7.7345930434747337e-16,6.0653606135059759e-12,0.0,1.0566621574892738e-15,0.0,6.3464077753788668e-08,5.8161966739732594e-32,5.6331245229211122e-10,5.779930353424777e-24,7.0041760226671463e-20,0.0,0.0,2.0724287306512593e-18,5.7209613914801909e-25,0.0019224037787915142,0.00011153683974626358,1.4912746260218327e-10,7.7658676238139e-14,6.3048204887077127e-08,4.911475518641853e-14,1.6448383836395527e-18,1.0618166313029033e-11,7.7197812906530638e-19
5.914520671817083e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33549968289795262,0.11671587692385001,0.022764671865826962,0.0,8.1987032617603107e-16,6.4278706355246577e-12,0.0,1.1336335351991757e-15,0.0,6.5160960233097059e-08,6.6364152050367744e-32,5.7428798626485853e-10,6.3061101479708997e-24,7.4898968392937372e-20,0.0,0.0,2.1969146436592361e-18,6.3595731396810386e-25,0.0019540237836616924,0.0001137916325497785,1.5057956243571703e-10,8.0946726578637723e-14,6.4735122411488271e-08,5.2463730938276413e-14,1.7787960726683618e-18,1.0911590402886295e-11,8.0502485892837388e-19
6.032526677026885e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33546606637725712,0.11668451462051214,0.02276354475171697,0.0,8.6821767929112373e-16,6.8063611928443279e-12,0.0,1.2147217440616559e-15,0.0,6.6873724456825672e-08,7.5542787306702994e-32,5.8524577694521315e-10,6.8693265588091978e-24,8.000919894675975e-20,0.0,0.0,2.3266012914482027e-18,7.0557595892507453e-25,0.0019853843724872201,0.00011604586017393753,1.520312973787717e-10,8.4319253728422853e-14,6.6437909461193654e-08,5.5980205157920726e-14,1.9208258274133295e-18,1.1207793138905456e-11,8.3894167406308259e-19
6.150532682236687e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3354327076900438,0.1166534095890582,0.022762417918395259,0.0,9.1855020449940333e-16,7.2013321151893083e-12,0.0,1.3000740412189651e-15,0.0,6.8602359926683889e-08,8.5793773147337478e-32,5.9618592931781345e-10,7.4714668200718542e-24,8.5381696147840732e-20,0.0,0.0,2.4616198681649145e-18,7.8135358521138045e-25,0.00201648767355516,0.00011829952621589409,1.5348267819824816e-10,8.7777202240081188e-14,6.8156554429291269e-08,5.9670017362772167e-14,2.0712537713615561e-18,1.1506772213260698e-11,8.7373920165915543e-19
6.268538687446489e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33539960472196928,0.1166225597187108,0.022761291364078395,0.0,9.7091727672581004e-16,7.6132934699505524e-12,0.0,1.389840685416373e-15,0.0,7.0346856274269925e-08,9.7220546825632271e-32,6.0710854787967629e-10,8.1144805628731456e-24,9.1025913850700392e-20,0.0,0.0,2.6021029731221445e-18,8.6371198676979921e-25,0.002047335797653252,0.00012055263424251916,1.5493371577471434e-10,9.1321515604162902e-14,6.9891045818652663e-08,6.3539142801426819e-14,2.2304133977584075e-18,1.1808525342158807e-11,9.0942808297620427e-19
6.3865446926562905e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33536675537607508,0.11659196291604725,0.022760165086997953,0.0,1.0253688047768965e-15,8.0427656449077218e-12,0.0,1.4841749625808167e-15,0.0,7.2107203259355381e-08,1.0993453671067125e-31,6.1801373664388892e-10,8.8003809027867499e-24,9.6951517677219345e-20,0.0,0.0,2.748184608123997e-18,9.530939058560082e-25,0.0020779308382144128,0.0001228051877906628,1.5638442123988739e-10,9.4953136258912661e-14,7.164137224017226e-08,6.7593693982113352e-14,2.3986456354482882e-18,1.2113050265553455e-11,9.460189736003274e-19
6.5045506978660925e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33533415757264429,0.1165616171048562,0.022759039085400397,0.0,1.0819552311208589e-15,8.4902794308066352e-12,0.0,1.5832332113773587e-15,0.0,7.3883390769233778e-08,1.2405563607489195e-31,6.2890159914326739e-10,9.5312455332873182e-24,1.0316838716216518e-19,0.0,0.0,2.9000001748080171e-18,1.0499637097954739e-24,0.0021082748714600736,0.00012505719036741338,1.578348050674689e-10,9.8673005599911394e-14,7.3407522411034759e-08,7.1839922182410505e-14,2.5762989148599493e-18,1.2420344746860305e-11,9.835225435731298e-19
6.622556703075894e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.335301809249058,0.11653152022599561,0.022757913357546931,0.0,1.1407275316848597e-15,8.9563761037833182e-12,0.0,1.6871748487416271e-15,0.0,7.5675408816702092e-08,1.397126976698687e-31,6.3977223843397557e-10,1.0309217825491081e-23,1.0968661789489549e-19,0.0,0.0,3.0576864720049049e-18,1.1548080796497564e-24,0.0021383699565422753,0.00012730864545035437,1.5928487755005746e-10,1.0248206398957685e-13,7.5189485153001889e-08,7.6284218939994552e-14,2.7637292341300323e-18,1.2730406572681315e-11,1.0219494776184232e-18
6.740562708285696e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33526970835965558,0.11650167023725175,0.022756787901713392,0.0,1.2017372156687298e-15,9.4416075076403353e-12,0.0,1.7961623953902163e-15,0.0,7.7483247537860855e-08,1.5704404907168788e-31,6.5062575709911377e-10,1.1136507933963919e-23,1.1651652370564102e-19,0.0,0.0,3.2213816931148616e-18,1.2681367104526906e-24,0.0021682181356846037,0.00012955955648781886,1.6073464947470216e-10,1.0638125076634539e-13,7.6987249390716793e-08,8.0933117526454128e-14,2.9613002253368405e-18,1.3043233552523095e-11,1.0613104754381549e-18
6.858568713495498e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33523785287559388,0.11647206511319946,0.02275566271619011,0.0,1.2650363253752744e-15,9.9465361359734022e-12,0.0,1.9103615013100146e-15,0.0,7.9306897191602195e-08,1.7619802961192534e-31,6.6146225725226797e-10,1.2015393908660759e-23,1.2366863881871107e-19,0.0,0.0,3.3912254235005311e-18,1.3904830232350253e-24,0.0021978214343219382,0.00013180992689914171,1.6218413112874378e-10,1.1037150425378849e-13,7.8800804150026776e-08,8.5793294405027259e-14,3.1693832208281625e-18,1.3358823518503884e-11,1.1016162518060924e-18
6.9765747187053e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33520624078470823,0.1164427028450636,0.022754537799281802,0.0,1.3306774360564106e-15,1.0471735214150511e-11,0.0,2.0299409712264241e-15,0.0,8.1146348158175802e-08,1.9733354929165056e-31,6.7228184054102731e-10,1.2948222812912775e-23,1.3115371995793456e-19,0.0,0.0,3.5673586378960103e-18,1.5224048887640438e-24,0.0022271818612390414,0.00013405976007490976,1.6363333224472463e-10,1.1445376176967422e-13,8.0630138556323814e-08,9.0871570673516014e-14,3.3883573196261201e-18,1.36771743250759e-11,1.142877536741492e-18
7.094580723915102e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33517487009137531,0.11641358144058155,0.022753413149307424,0.0,1.3987136557749209e-15,1.1017788781142401e-11,0.0,2.1550727900507056e-15,0.0,8.3001590936572879e-08,2.2062067041142142e-31,6.8308460815046835e-10,1.393741184750092e-23,1.3898274853381547e-19,0.0,0.0,3.7499236978317917e-18,1.6644853631543528e-24,0.0022563014087080089,0.00013630905937720927,1.6508226314473513e-10,1.1862895963460665e-13,8.247524183290235e-08,9.6174913493067008e-14,3.6186094538986091e-18,1.3998283848764478e-11,1.1851050758672135e-18
7.212586729124904e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3351437388163761,0.11638469892386701,0.022752288764600052,0.0,1.4691986252819921e-15,1.1585291771205114e-11,0.0,2.2859321483081798e-15,0.0,8.4872616143798764e-08,2.4624121248902895e-31,6.9387066080660361e-10,1.498544948079515e-23,1.4716693282961742e-19,0.0,0.0,3.9390643490753516e-18,1.8173334353888279e-24,0.0022851820526245529,0.00013855782813987166,1.6653093401280476e-10,1.2289803318059339e-13,8.4336103299334692e-08,1.017104375036634e-13,3.8605344554864763e-18,1.4322149987894379e-11,1.2283096304846717e-18
7.330592734334706e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33511284499676103,0.1163560533352747,0.022751164643506794,0.0,1.5421865179100568e-15,1.2174850095414416e-11,0.0,2.4226974675472056e-15,0.0,8.6759414514194946e-08,2.7438938112284659e-31,7.0464009877979826e-10,1.6094896584964631e-23,1.5571771007832982e-19,0.0,0.0,4.1349257190871269e-18,1.9815847868410498e-24,0.002313825752643172,0.00014080606966871686,1.6797935413518602e-10,1.2726191675973138e-13,8.621271236986364e-08,1.0748540622706462e-13,4.1145351224766666e-18,1.4648770662316324e-11,1.2725019776493646e-18
7.448598739544508e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33508218668571516,0.11632764273126647,0.022750040784388616,0.0,1.6177320394802669e-15,1.2787080723052651e-11,0.0,2.5655504257285359e-15,0.0,8.8661976896681409e-08,3.0527242139377859e-31,7.1539302188815272e-10,1.7268387578237059e-23,1.646467486247182e-19,0.0,0.0,4.3376543144915939e-18,2.1579025628396742e-24,0.0023422344523111823,0.00014305378724179408,1.6942753323668664e-10,1.3172154375233112e-13,8.8105058551812113e-08,1.1350723345798521e-13,4.3810222858116546e-18,1.4978143813152854e-11,1.3176929106100691e-18
7.56660474475431e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33505176195242514,0.11629946518427828,0.022748917185620263,0.0,1.695890428225074e-15,1.342261176284834e-11,0.0,2.7146759825968545e-15,0.0,9.0580294253432088e-08,3.3911129644857496e-31,7.261295295008534e-10,1.8508631573200185e-23,1.7396595016360033e-19,0.0,0.0,4.547398018563157e-18,2.3469781563411728e-24,0.0023704100792016382,0.00014530098410962128,1.708754814001913e-10,1.3627784657487164e-13,9.0013131444009164e-08,1.197834846442026e-13,4.6604148759269822e-18,1.5310267402536969e-11,1.3638932389089735e-18
7.684610749964112e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33502156888194762,0.11627151878258847,0.022747793845590124,0.0,1.7767174547255059e-15,1.4082082544068766e-11,0.0,2.8702624050353183e-15,0.0,9.2514357659907238e-08,3.7614139190803585e-31,7.3684972054149165e-10,1.9818413531137757e-23,1.8368745180639099e-19,0.0,0.0,4.7643060887265991e-18,2.5495320037697025e-24,0.0023983545450451537,0.00014754766349542176,1.7232320764573968e-10,1.4093175668838605e-13,9.193692073523316e-08,1.26321878256229e-13,4.9531399894100076e-18,1.5645139413343471e-11,1.411113788296221e-18
7.802616755173914e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33499160557507768,0.11624380163018688,0.022746670762700122,0.0,1.8602694218621167e-15,1.4766143697465778e-11,0.0,3.0325012924018953e-15,0.0,9.446415830240345e-08,4.166132467638712e-31,7.4755369349134911e-10,2.1200595422396896e-23,1.9382362817809191e-19,0.0,0.0,4.9885291540718246e-18,2.7663143930944468e-24,0.0024260697458606145,0.00014979382859535881,1.7377072100804005e-10,1.4568420460614342e-13,9.3876416202671029e-08,1.3313028714711553e-13,5.2596329556741478e-18,1.5982757848943619e-11,1.4593654012505517e-18
7.920622760383716e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33496187014821932,0.11621631184664551,0.022745547935365582,0.0,1.9466031647802986e-15,1.5475457236075058e-11,0.0,3.2015876018486601e-15,0.0,9.6429687475865373e-08,4.6079331142859673e-31,7.5824154639265288e-10,2.2658117392781518e-23,2.0438709371057743e-19,0.0,0.0,5.220219212882648e-18,2.9981062842084281e-24,0.0024535575620848156,0.00015203948257876856,1.7521803136777432e-10,1.5053611990086606e-13,9.583160771039364e-08,1.4021673990292832e-13,5.5803374036433518e-18,1.6323120732960776e-11,1.5086589371890787e-18
8.038628765593518e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33493236073325666,0.11618904756698961,0.022744425362015142,0.0,2.0357760508699484e-15,1.6210696635869036e-11,0.0,3.3777196736261069e-15,0.0,9.841093658431071e-08,5.0896473361949405e-31,7.6891337685179789e-10,2.4193998935969273e-23,2.1539070474871339e-19,0.0,0.0,5.4595296301793561e-18,3.245720141673206e-24,0.0024808198587010178,0.00015428462858839041,1.7666514768550892e-10,1.5548843121287828e-13,9.7802485207847251e-08,1.4758942218440682e-13,5.9157053284420537e-18,1.6666226109007145e-11,1.5590052721456048e-18
8.15663477080332e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33490307547742576,0.11616200694157051,0.022743303041090627,0.0,2.1278459797578426e-15,1.6972546916263874e-11,0.0,3.561099256371069e-15,0.0,1.0040789713919861e-07,5.6142817275838209e-31,7.7956928204254098e-10,2.5811340071946905e-23,2.2684756154714665e-19,0.0,0.0,5.7066151352748238e-18,3.510000779891106e-24,0.0025078584853664289,0.00015652926974059556,1.7811207830810233e-10,1.6054206625751672e-13,9.9789038728361249e-08,1.5525667806028472e-13,6.2661971580865087e-18,1.7012072040440025e-11,1.6104152993301972e-18
8.274640776013121e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33487401254318899,0.11613518813593897,0.022742180971046903,0.0,2.2228713833134772e-15,1.7761704720480521e-11,0.0,3.7519315323780235e-15,0.0,1.0242056075637123e-07,6.1850264357671944e-31,7.902093587091604e-10,2.751332253145915e-23,2.3877101058302976e-19,0.0,0.0,5.961631819343879e-18,3.7918262207683196e-24,0.0025346752765386354,0.00015877340912561348,1.7955883271656836e-10,1.6569795183140867e-13,1.0179125838767079e-07,1.6322701133271438e-13,6.6322818201739575e-18,1.7360656610133566e-11,1.6628999295880423e-18
8.392646781222923e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33484517010810833,0.11610858933071994,0.022741059150351826,0.0,2.3209112256691369e-15,1.8578878395760306e-11,0.0,3.9504251428568659e-15,0.0,1.044489191563053e-07,6.8052638963594234e-31,8.0083370316958794e-10,2.9303210946470743e-23,2.5117464676999403e-19,0.0,0.0,6.2247371330057051e-18,4.092108563932494e-24,0.0025612720516009768,0.00016101704980775648,1.810054199790493e-10,1.7095701382037857e-13,1.0380913438245503e-07,1.7150908685520473e-13,7.0144368085665331e-18,1.7711977920226664e-11,1.7164700907734537e-18
8.510652786432725e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33481654636472158,0.11608220872148811,0.022739937577486102,0.0,2.4220250032518035e-15,1.9424788073435089e-11,0.0,4.156792213176697e-15,0.0,1.0649296416369358e-07,7.4785778748120654e-31,8.1144241131850969e-10,3.1184354046641362e-23,2.6407231535098981e-19,0.0,0.0,6.4960898839190646e-18,4.4117948695690211e-24,0.0025876506149868773,0.00016326019482564184,1.8245184788990273e-10,1.763201772069257e-13,1.058426569888915e-07,1.8011173184344909e-13,7.4131482500673577e-18,1.8066034091878163e-11,1.7711367282264891e-18
8.628658791642527e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33478813952041825,0.11605604451864478,0.02273881625094314,0.0,2.5262727448273418e-15,2.0300165748852275e-11,0.0,4.3712483780934026e-15,0.0,1.085526877038652e-07,8.2087628214399682e-31,8.2203557863043731e-10,3.3160185861809816e-23,2.7747811415011049e-19,0.0,0.0,6.7758502343900199e-18,4.7518680539396932e-24,0.0026138127563031513,0.00016550284719241276,1.8389812528359097e-10,1.8178836607530333e-13,1.0789181656122475e-07,1.8904393717939907e-13,7.8289109710866478e-18,1.842282326505131e-11,1.8269108056824519e-18
8.746664796852329e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33475994779731771,0.11603009494729548,0.022737695169229005,0.0,2.6337150115590592e-15,2.1205755361154829e-11,0.0,4.5940128069641778e-15,0.0,1.1062808180218048e-07,8.9998335473035406e-31,8.3261330016274892e-10,3.5234226930488209e-23,2.9140639595623118e-19,0.0,0.0,7.0641796989919627e-18,5.113347797647207e-24,0.0026397602504522758,0.0001677450098959563,1.8534426138854005e-10,1.8736250361899248e-13,1.0995660353034954e-07,1.9831485870891346e-13,8.2622285642957982e-18,1.8782343598277375e-11,1.8838033043225507e-18
8.864670802062131e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33473196943214684,0.1160043582471286,0.022736574330862281,0.0,2.7444128970774721e-15,2.2142312872916421e-11,0.0,4.8253082289508953e-15,0.0,1.1271913858490759e-07,9.8560352284748515e-31,8.4317567055870325e-10,3.7410085514369173e-23,3.0587177036750656e-19,0.0,0.0,7.3612411421977578e-18,5.4972914667088173e-24,0.0026654948577536568,0.00016998668589912047,1.8679026371481737e-10,1.9304351214884129e-13,1.1203700840241017e-07,2.0793381853329154e-13,8.7136134552678457e-18,1.9144593268408867e-11,1.9418252229190013e-18
8.982676807271933e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33470420267612094,0.11597883267229535,0.02273545373437395,0.0,2.8584280275607156e-15,2.3110606349631983e-11,0.0,5.0653609582082205e-15,0.0,1.1482585027581768e-07,1.0781853746119909e-30,8.5372278405042129e-10,3.9691458818844133e-23,3.2088910586900671e-19,0.0,0.0,7.6671987760237021e-18,5.9047950465026915e-24,0.0026910183240638785,0.00017222787813992878,1.8823614023696872e-10,1.9883231309670337e-13,1.1413302175741366e-07,2.179103062949754e-13,9.1835869691029958e-18,1.9509570470410606e-11,2.0009875794458905e-18
9.100682812481735e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33467664579482254,0.11595351649129039,0.022734333378307311,0.0,2.9758225618296353e-15,2.4111416039063625e-11,0.0,5.3144009190581202e-15,0.0,1.1694820919414506e-07,1.1782026369998277e-30,8.6425473446184238e-10,4.2082134219532922e-23,3.3647353239872016e-19,0.0,0.0,7.9822181576850253e-18,6.3369940886505728e-24,0.0027163323808959603,0.00017446858953179255,1.8968190022491697e-10,2.0472982702191253e-13,1.1624463424785657e-07,2.2825398045768597e-13,9.6726793970381021e-18,1.9877273417143809e-11,2.0613014099110442e-18
9.218688817691537e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33464929706808416,0.11592840798683358,0.022733213261217852,0.0,3.0966591914540172e-15,2.5145534450442142e-11,0.0,5.5726616711556968e-15,0.0,1.1908620775638432e-07,1.2861552793282876e-30,8.747716152116499e-10,4.4585990494832237e-23,3.5264044327241722e-19,0.0,0.0,8.3064661872628501e-18,6.7950646709004386e-24,0.0027414387455376222,0.00017670882296372245,1.9112755125326614e-10,2.1073697362099896e-13,1.1837183659736732e-07,2.3897466958124216e-13,1.0181430063039082e-17,2.0247700339120265e-11,2.1227777677442917e-18
9.336694822901339e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33462215478987073,0.11590350545575268,0.022732093381673174,0.0,3.2210011408671714e-15,2.6213766433524227e-11,0.0,5.8403804346421139e-15,0.0,1.2123983847395568e-07,1.402570652646651e-30,8.8527351931617036e-10,4.7206999064483755e-23,3.6940549698194403e-19,0.0,0.0,8.640111105382329e-18,7.2802243700727526e-24,0.0027663391211685665,0.00017894858130053688,1.9257310035634917e-10,2.1685467172987459e-13,1.205146195993627e-07,2.5008237359128914e-13,1.071038739037568e-17,2.0620849484292249e-11,2.1854277263559065e-18
9.45470082811114e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33459521726816216,0.1158788072088671,0.02273097373825286,0.0,3.3489121674954655e-15,2.7316929257505338e-11,0.0,6.1177981152824537e-15,0.0,1.2340909394952127e-07,1.5280046658144745e-30,8.9576053939224367e-10,4.9949225234160801e-23,3.8678461986315217e-19,0.0,0.0,8.9833224909015306e-18,7.7937332481339843e-24,0.0027910351969767885,0.00018118786738306945,1.9401855654424693e-10,2.2308383932807116e-13,1.226729741157171e-07,2.6158726504415304e-13,1.1260108968177998e-17,2.0996719117858084e-11,2.2492623780926299e-18
9.572706833320943e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3345684828248392,0.1158543115708725,0.022729854329548382,0.0,3.4804565618999147e-15,2.8455852689788408e-11,0.0,6.4051593295961966e-15,0.0,1.2559396687885138e-07,1.6630429990923621e-30,9.0623276766006643e-10,5.2816829446083357e-23,4.0479400828485373e-19,0.0,0.0,9.3362712586111925e-18,8.3368948514610345e-24,0.0028155286482739197,0.00018342668402837419,1.9546392778296281e-10,2.2942539355125727e-13,1.2484689107544555e-07,2.7349969038701853e-13,1.183116161797427e-17,2.1375307522024369e-11,2.3142928322347413e-18
9.690712838530745e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33454194979556745,0.11583001688022643,0.022728735154163002,0.0,3.6156991479231068e-15,2.9631379074608311e-11,0.0,6.702712429978726e-15,0.0,1.2779445005037795e-07,1.8083023560637421e-30,9.1669029594600814e-10,5.5814068535668138e-23,4.2345013013552796e-19,0.0,0.0,9.6991296569450339e-18,8.9110572233603259e-24,0.0028398211366096127,0.00018566503402992908,1.969092203027469e-10,2.3588025069261058e-13,1.2703636147340297e-07,2.8583017121361579e-13,1.242412146020958e-17,2.1756612995787845e-11,2.3805302186205095e-18
9.808718843740547e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33451561652968459,0.1158059214890349,0.02272761621071168,0.0,3.7547052828507673e-15,3.0844363411512207e-11,0.0,7.0107095298064664e-15,0.0,1.3001053634023878e-07,1.9644317546840156e-30,9.271332156853992e-10,5.8945296994209829e-23,4.4276972739619879e-19,0.0,0.0,1.0072071265700046e-17,9.5176139299053488e-24,0.0028639143098849818,0.00018790292015783767,1.9835444242587098e-10,2.4244932620253301e-13,1.2924137636899352e-07,2.9858940551558676e-13,1.3039573980745591e-17,2.2140633854758728e-11,2.4479856874616986e-18
9.926724848950348e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33448948139008777,0.11578202376293986,0.022726497497820932,0.0,3.8975408575878957e-15,3.2095673433695643e-11,0.0,7.3294065285336842e-15,0.0,1.3224221871304586e-07,2.1321138583087645e-30,9.3756161792529433e-10,6.2214968237604104e-23,4.6276981877141787e-19,0.0,0.0,1.0455270993767039e-17,1.0158005099156562e-23,0.0028878098024650973,0.00019014034515902879,1.9979960268358486e-10,2.4913353470525715e-13,1.3146192688489427e-07,3.1178826892969134e-13,1.3678114097340894e-17,2.252736843094045e-11,2.5166704051308726e-18
9.999999999999999e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33447335191949884,0.11576728337051265,0.022725802954910036,0.0,3.9881901661968517e-15,3.2892341525425994e-11,0.0,7.5327984365120183e-15,0.0,1.3363581485887717e-07,2.2423631312027892e-30,9.4402980821944067e-10,6.4316922130824836e-23,4.7553881796656718e-19,0.0,0.0,1.0698456574768578e-17,1.0573331882224022e-23,0.0029025488001569451,0.00019152943049351046,2.0069693826502752e-10,2.5334239898400888e-13,1.3284857951880756e-07,3.2021012707536821e-13,1.4086496278463026e-17,2.2768874017424226e-11,2.5599433329236519e-18
1.004473085416015e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33446354275312101,0.11575832208100771,0.022725379014128799,0.0,4.0442722968365977e-15,3.338618968619448e-11,0.0,7.6590631367853797e-15,0.0,1.3448949022371894e-07,2.3120663475705697e-30,9.4797559332720691e-10,6.5627635881126223e-23,4.834677009748183e-19,0.0,0.0,1.0848905076871206e-17,1.083371847382752e-23,0.0029115092352905445,0.00019237731175745525,2.012447068834964e-10,2.5593379000146598e-13,1.3369800420579385e-07,3.2543781598100177e-13,1.4340346226112002e-17,2.2916815072500352e-11,2.5865955586157249e-18
1.0162736859369952e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33443779900846521,0.11573481483561851,0.022724260758284688,0.0,4.1949665592868195e-15,3.4716805603932522e-11,0.0,7.9999429014342326e-15,0.0,1.3675234401227595e-07,2.5050433339228647e-30,9.5837523216982048e-10,6.9187955020260647e-23,5.0488095091720172e-19,0.0,0.0,1.1253151075321942e-17,1.1546290477461233e-23,0.0029350142159880665,0.00019461382265428955,2.0268976223067067e-10,2.6285100505975905e-13,1.3594959957714281e-07,3.3954928132222229e-13,1.5026884347975337e-17,2.3308972143601581e-11,2.657772357493246e-18
1.0280742864579754e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33441224855902785,0.11571150043235642,0.022723142728949316,0.0,4.3496911378263116e-15,3.6088427589624834e-11,0.0,8.3523132306655182e-15,0.0,1.3903077330235912e-07,2.7118368157160036e-30,9.6876062435167141e-10,7.2900683517588768e-23,5.2702742885278029e-19,0.0,0.0,1.166818787177218e-17,1.2297307294180846e-23,0.0029583263389802799,0.00019684988052811903,2.0413477772373419e-10,2.6988609203799396e-13,1.3821670430391469e-07,3.5413408096926251e-13,1.5738352075070119e-17,2.3703838024209546e-11,2.7302120266509664e-18
1.0398748869789556e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33438688982083392,0.11568837728990083,0.022722024924794575,0.0,4.5085140597487553e-15,3.7501975091536462e-11,0.0,8.7164454190427417e-15,0.0,1.4132477140501023e-07,2.9332781777313687e-30,9.7913185939380536e-10,7.677068329575628e-23,5.4992527975715411e-19,0.0,0.0,1.2094195668987404e-17,1.3088405962078721e-23,0.0029814471855944815,0.00019908548803513856,2.0557975931798865e-10,2.7703996229185621e-13,1.404993097493835e-07,3.6920381353318298e-13,1.6475382717162241e-17,2.4101411109854454e-11,2.8039258106208948e-18
1.0516754874999358e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3343617212229183,0.11566544383991846,0.02272090734450348,0.0,4.6715038869701205e-15,3.8958380681096835e-11,0.0,9.0926146725612073e-15,0.0,1.436343317147051e-07,3.1702397350282049e-30,9.894890264424129e-10,8.0802921636519894e-23,5.735929348367857e-19,0.0,0.0,1.2531355987623188e-17,1.3921275480308239e-23,0.0030043783241705609,0.00020132064780934163,2.0702471284107909e-10,2.8431352635275897e-13,1.4279740733391365e-07,3.8477026144862263e-13,1.7238619348029573e-17,2.450168981145899e-11,2.8789249797048275e-18
1.063476088020916e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33433674120721779,0.11564269852695634,0.022719789986770031,0.0,4.8387297162715867e-15,4.0458590130369256e-11,0.0,9.4811001336837029e-15,0.0,1.4595944770497104e-07,3.4236363219667425e-30,9.9983221427143575e-10,8.5002472485871459e-23,5.9804911504970366e-19,0.0,0.0,1.2979851664011329e-17,1.4797657929942546e-23,0.0030271213101680052,0.00020355536246271047,2.0846964733374314e-10,2.9170769395232019e-13,1.4511098853375772e-07,4.008453921988112e-13,1.8028714871829156e-17,2.4904672555176086e-11,2.9552208190962895e-18
1.0752766885418962e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33431194822846577,0.11562013980833566,0.022718672850299153,0.0,5.010261179538559e-15,4.200356248937552e-11,0.0,9.8821849063788215e-15,0.0,1.4830011293290261e-07,3.6944269273846279e-30,1.010161511285148e-09,8.9374517765267992e-23,6.2331283302408431e-19,0.0,0.0,1.3439866847955614e-17,1.5719349608664794e-23,0.003049677686272029,0.00020578963458540303,2.0991456950782096e-10,2.9922337404598064e-13,1.4744004487987049e-07,4.1744135953726019e-13,1.8846332089445968e-17,2.5310357782153766e-11,3.0328246309328321e-18
