Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HX(19),CH2X(134),CHX(26),HOX(23),H2X(36),CXHO(27),OCX(21),H2OX(35),COX(37),CX(24),CO2X(34),HO2X(136),HOCXO(25)
4.515641080339708e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284692192172564,0.099965632680267036,0.099992790992711855,1.8697387266404488e-29,6.4052215195651753e-22,6.7599043062286794e-17,1.3384363774963906e-23,5.3763783367067317e-19,1.0372854420582794e-33,2.0805790277390383e-17,0.0,2.9435598165054146e-21,1.3244071582881797e-41,4.4957007508618329e-29,4.2220700862363888e-30,1.4723655459076404e-32,4.1696389573509026e-29,2.5519169523708585e-60,3.4352844279400866e-05,1.4418014565345952e-05,1.411565425497291e-10,4.3143965437216389e-08,7.1498711869943863e-14,1.4334225246864039e-08,1.0763432915199169e-14,1.7757908265512677e-20,3.4960471428612381e-21,5.6327604442001918e-18,1.0252888486942141e-25,1.6390677959154158e-27,2.5272470653943911e-16,1.6891399711916656e-33,1.5917437818163373e-26,1.4804859821798341e-34
4.5349916558136186e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284684067510355,0.099965613391456071,0.099992760106828407,1.9102914888982611e-29,6.4922643035581106e-22,6.847729185015225e-17,1.3616355824533594e-23,5.3997513709178921e-19,1.0552769029904996e-33,2.0895756725294141e-17,0.0,2.9689823827819806e-21,1.342094808998391e-41,4.5376767608631939e-29,4.2768457342776761e-30,1.4914678655370169e-32,4.2085642464009013e-29,2.6083275679805429e-60,3.4372071075698965e-05,1.4479786332197277e-05,1.4115646028647889e-10,4.3330009607017001e-08,7.1498677344111252e-14,1.4396240012128917e-08,1.081449080172178e-14,1.8010586905578124e-20,3.5262194383556129e-21,5.7058407691086785e-18,1.0419749499295258e-25,1.6724269091456629e-27,2.5491624557197281e-16,1.7314962908414021e-33,1.6133003137383677e-26,1.5004465234917667e-34
4.554342231287529e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.192846759694216,0.09996559436830843,0.099992729220980486,1.9515448084279866e-29,6.580095298774489e-22,6.9363113349764863e-17,1.3851350073943949e-23,5.4231243779682682e-19,1.073501386882601e-33,2.0985722659100764e-17,0.0,2.9945140858217644e-21,1.3599424605015474e-41,4.579851408726576e-29,4.3320930289356608e-30,1.5107346785392238e-32,4.2476736419415648e-29,2.6657366419523532e-60,3.4391032208729414e-05,1.4541558028004779e-05,1.4115637861149451e-10,4.3516053591124644e-08,7.1498643227641916e-14,1.4458254715293828e-08,1.0865556035824669e-14,1.8265676900069283e-20,3.5565211957025891e-21,5.7795504122077753e-18,1.0588510026113411e-25,1.7063105351433048e-27,2.5711724562395799e-16,1.7747207901388667e-33,1.6350512503952823e-26,1.5205867823585655e-34
4.5736928067614394e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284667897539437,0.099965575607155521,0.099992698335167982,1.9935077219596535e-29,6.6687181091074954e-22,7.0256540049830002e-17,1.4089372300257943e-23,5.4464973580513398e-19,1.091960889011131e-33,2.1075688079185903e-17,0.0,3.0201549233445613e-21,1.3779508887248688e-41,4.6222247229808111e-29,4.387813991076285e-30,1.5301666899647652e-32,4.2869671693695989e-29,2.7241575068552242e-60,3.4409731347056824e-05,1.4603329652937588e-05,1.4115629751665275e-10,4.37020973905628e-08,7.1498602534957362e-14,1.4520269356707301e-08,1.091662861635215e-14,1.8523189864807277e-20,3.5869523433749536e-21,5.8538920708041753e-18,1.0759182122106419e-25,1.7407244657061819e-27,2.5932770669018629e-16,1.8188272805782747e-33,1.6569974750212286e-26,1.5409069437051307e-34
4.59304338223535e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284659851502042,0.099965557104379488,0.099992667449390851,2.0361893435783599e-29,6.758136339188411e-22,7.115760443885047e-17,1.4330448390529202e-23,5.4698703113579166e-19,1.1106574258177924e-33,2.1165652985920082e-17,0.0,3.0459048930708117e-21,1.3961208703252269e-41,4.6647967321527402e-29,4.4440106413642137e-30,1.5497646047906523e-32,4.3264448540797116e-29,2.7836036163535295e-60,3.4428172108586338e-05,1.4665101207162506e-05,1.4115621699394278e-10,4.3888141006320326e-08,7.1498568796142057e-14,1.4582283936692636e-08,1.0967708542873213e-14,1.8783137415571926e-20,3.6175134788058788e-21,5.9288684419339048e-18,1.0931777852808558e-25,1.7756745286675923e-27,2.6154762876550004e-16,1.8638297293878333e-33,1.6791398710064863e-26,1.5614082103795294e-34
4.6317445331831706e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284643835539272,0.099965520859735507,0.099992605677942298,2.1237455562322866e-29,6.9393734809806749e-22,7.2982776236769025e-17,1.4821866261095117e-23,5.5166161383916767e-19,1.1487696506342181e-33,2.1345581260792312e-17,0.0,3.0977322200185837e-21,1.4329486039326874e-41,4.750536949334927e-29,4.5578390901098458e-30,1.5894609649633176e-32,4.4059527969038661e-29,2.9056259928600962e-60,3.4464292723738221e-05,1.4788644104144393e-05,1.4115605763342581e-10,4.4260227690757595e-08,7.1498498776921266e-14,1.4706312913726424e-08,1.1069890429573939e-14,1.931038273808357e-20,3.6790241986332198e-21,6.0807361114497961e-18,1.1282788533967426e-25,1.8472065435012801e-27,2.6601585592298204e-16,1.9565791557940463e-33,1.724016711438656e-26,1.6029555511321178e-34
4.666575569036209e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284629506033527,0.09996548908792266,0.099992550083758722,2.2050971573928318e-29,7.1052434214100196e-22,7.4651877671668173e-17,1.5274848510163669e-23,5.5586872930072251e-19,1.1839016648238597e-33,2.1507514956131135e-17,0.0,3.1447500235516841e-21,1.4666538830891407e-41,4.8283829675367441e-29,4.6619318206727723e-30,1.6257621518169333e-32,4.4781400180500925e-29,3.0190899359020442e-60,3.4495952910847778e-05,1.4899832471233783e-05,1.4115591608752765e-10,4.4595105088363569e-08,7.1498435142817167e-14,1.4817938786281798e-08,1.1161879247376003e-14,1.9793346341151772e-20,3.7348270990277239e-21,6.219614790301103e-18,1.1605398237058092e-25,1.9134781334888438e-27,2.700696169650103e-16,2.0432611608925686e-33,1.7650856393683333e-26,1.64097746464618e-34
4.701406604889248e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284615254862289,0.099965458099227661,0.099992494489688416,2.2889226857544741e-29,7.2737466158358452e-22,7.6346230470793161e-17,1.5738132900840184e-23,5.6007583637161149e-19,1.2198333600054766e-33,2.1669446993747211e-17,0.0,3.1921213800007197e-21,1.5008947071021103e-41,4.9068732008144932e-29,4.767597208547155e-30,1.6626118304388199e-32,4.5509243036243341e-29,3.1360905008389283e-60,3.4526829980306374e-05,1.5011020611720358e-05,1.4115577627571548e-10,4.4929981905817944e-08,7.1498388833453166e-14,1.4929564464844831e-08,1.1253891862075503e-14,2.028437864948713e-20,3.7910508384055792e-21,6.360591885580616e-18,1.193442864346418e-25,1.981579077525551e-27,2.7415403159839799e-16,2.1330705148036001e-33,1.8068039083817032e-26,1.6796006349822087e-34
4.736237640742286e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284601080089675,0.099965427874292662,0.099992438895730978,2.3752781353944149e-29,7.4449041139234792e-22,7.806602409983217e-17,1.6211874383188488e-23,5.6428293515392806e-19,1.2565767970411542e-33,2.1831377375624357e-17,0.0,3.2398462760934453e-21,1.5356756318151194e-41,4.9860078155033581e-29,4.8748470396333369e-30,1.7000141128243411e-32,4.6243058016938044e-29,3.2567106070016491e-60,3.4556943289949941e-05,1.5122208526496635e-05,1.4115563815512639e-10,4.5264858148527052e-08,7.1498317023694673e-14,1.5041189951260586e-08,1.1345928272289844e-14,2.0783547404607568e-20,3.8476929501811506e-21,6.503683128530897e-18,1.2269950497116611e-25,2.0515446709615424e-27,2.782690997947163e-16,2.2260944395578531e-33,1.8491766762439587e-26,1.7188273690739717e-34
4.771068676595325e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284586979827673,0.099965398394238333,0.099992383301885965,2.4642203387958102e-29,7.6187369732940961e-22,7.981144802237581e-17,1.669622906172186e-23,5.6849002574724144e-19,1.2941440873061174e-33,2.1993306103697755e-17,0.0,3.2879246985637311e-21,1.5710012207298287e-41,5.065786977910737e-29,4.9836930985090517e-30,1.7379731105486763e-32,4.6982846602991966e-29,3.3810344928011507e-60,3.4586311719098813e-05,1.5233396216433087e-05,1.4115550168395697e-10,4.5599733821698141e-08,7.1498243481165008e-14,1.515281524726298e-08,1.1437988474284396e-14,2.1290920347474706e-20,3.9047549936759599e-21,6.6489042487400651e-18,1.2612034647484762e-25,2.1234105900760996e-27,2.824148215259757e-16,2.322421873339501e-33,1.8922091024095543e-26,1.7586616075831119e-34
4.805899712448364e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928457295223493,0.099965369640652085,0.099992327708152959,2.555806973057353e-29,7.7952662594959757e-22,8.1582691699912095e-17,1.7191354195357486e-23,5.726971082486603e-19,1.3325474422986166e-33,2.2155233179855132e-17,0.0,3.3363566341514205e-21,1.6068760450056856e-41,5.1462108543197538e-29,5.094147169539728e-30,1.7764929351339931e-32,4.7728610274581113e-29,3.5091477271231428e-60,3.4614953680392332e-05,1.5344583682378676e-05,1.4115536682143727e-10,4.5934608930395079e-08,7.1498205961874648e-14,1.526444035452852e-08,1.1530072465599206e-14,2.1806565218469767e-20,3.9622388947581523e-21,6.7962709755869437e-18,1.2960752047770728e-25,2.1972128926731936e-27,2.8659119676462162e-16,2.4221434898592373e-33,1.935906348015075e-26,1.799109750636077e-34
4.840730748301402e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284558995515616,0.099965341595576324,0.099992272114531502,2.6500965661316596e-29,7.974513046007782e-22,8.3379944591828721e-17,1.7697408197370301e-23,5.7690418275289234e-19,1.371799169056035e-33,2.2317158605937986e-17,0.0,3.385142069602194e-21,1.6433046834595727e-41,5.2272796109889007e-29,5.206221038601678e-30,1.8155776986495864e-32,4.8480350511648374e-29,3.6411372207456045e-60,3.4642887131326696e-05,1.5455770925161393e-05,1.4115523352780517e-10,4.6269483479655992e-08,7.1498141930549688e-14,1.5376065274791612e-08,1.1622180244731012e-14,2.2330549757371128e-20,4.0201411285841745e-21,6.9457990405397462e-18,1.3316173753146602e-25,2.2729880186653772e-27,2.907982254835202e-16,2.5253517177714494e-33,1.9802735758798851e-26,1.8401773603745515e-34
4.875561784154441e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284545107918286,0.099965314241497572,0.099992216521021235,2.7471485030536876e-29,8.156498414255686e-22,8.5203396155415394e-17,1.8214550635351621e-23,5.8111124935230507e-19,1.4119116700490087e-33,2.2479082383742677e-17,0.0,3.4342809916674425e-21,1.6802917225654499e-41,5.3089934141701546e-29,5.3199264901436305e-30,1.8552315126865611e-32,4.9238068794073422e-29,3.7770912377785655e-60,3.4670129585509741e-05,1.5566957945588765e-05,1.4115510176428138e-10,4.6604357474319521e-08,7.1498065296852119e-14,1.5487690009668901e-08,1.1714311810593902e-14,2.2862941703333329e-20,4.0784626425695322e-21,7.097504173235487e-18,1.3678370919031619e-25,2.3507727906464828e-27,2.9503590765594464e-16,2.6321407601331787e-33,2.0253159505102559e-26,1.881868283468442e-34
4.91039282000748e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284531287734788,0.099965287561335006,0.099992160927621782,2.8470230321554288e-29,8.3412434536314625e-22,8.7053235845864747e-17,1.8742942231164149e-23,5.8531830813698193e-19,1.4528974477707552e-33,2.2641004515021557e-17,0.0,3.4837733871041295e-21,1.717841756453998e-41,5.3913524301128524e-29,5.4352753078443687e-30,1.8954584885900619e-32,5.0001766601709623e-29,3.9170994071266705e-60,3.4696698123632642e-05,1.5678144744448389e-05,1.4115497149304533e-10,4.6939230919057616e-08,7.1498036711710042e-14,1.5599314560689992e-08,1.180646716279246e-14,2.3403808794867622e-20,4.1372066293933087e-21,7.2514021023599567e-18,1.4047414799413232e-25,2.4306044144530845e-27,2.9930424325556247e-16,2.7426066139063537e-33,2.0710386381037015e-26,1.924187227968368e-34
4.945223855860518e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284517533299209,0.099965261538430217,0.099992105334332698,2.9497812712971427e-29,8.528769261494183e-22,8.8929653116276355e-17,1.9282744860894662e-23,5.8952535919478028e-19,1.4947690863457205e-33,2.2802925001484084e-17,0.0,3.5336192426746776e-21,1.7559593869122571e-41,5.4743568250613019e-29,5.5522792774589833e-30,1.9362627384550633e-32,5.0771445414363233e-29,4.0612527339741713e-60,3.4722609404170258e-05,1.5789331322508394e-05,1.4115484267721126e-10,4.7274103818563515e-08,7.1497978641133659e-14,1.571093892948337e-08,1.1898646300323759e-14,2.3953218769823907e-20,4.1963688982977374e-21,7.4075085594525527e-18,1.4423376745208568e-25,2.5125204797150908e-27,3.0360323225642017e-16,2.8568470895011909e-33,2.1174468065492134e-26,1.9671393177130784e-34
4.980054891713557e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284503842986792,0.099965236156536519,0.099992049741153652,3.0554852140982472e-29,8.7190969431550924e-22,9.083283741765904e-17,1.9834121554813365e-23,5.9373240261138532e-19,1.5375392446275346e-33,2.2964843844797838e-17,0.0,3.5838185451468286e-21,1.7946492233832654e-41,5.5580067652477352e-29,5.6709501833422314e-30,1.9776483739145453e-32,5.1547106711729273e-29,4.2096436112923745e-60,3.4747879673817104e-05,1.5900517680517936e-05,1.4115471528080537e-10,4.7608976177336762e-08,7.1497893039260716e-14,1.5822563117559681e-08,1.1990849221190493e-14,2.4511239365373934e-20,4.2559496076504382e-21,7.5658392742707632e-18,1.4806328202663826e-25,2.5965589603957114e-27,3.0793287463292994e-16,2.9749618303601048e-33,2.1645456254233497e-26,2.0107289368582209e-34
5.014885927566595e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284490215212957,0.099965211399808782,0.099991994148084268,3.1641977361465722e-29,8.9122476118770132e-22,9.2762978198926777e-17,2.0397236497329701e-23,5.979394384703648e-19,1.5812206916334004e-33,2.3126761046589596e-17,0.0,3.6343712812935423e-21,1.8339158829656936e-41,5.6423024168927702e-29,5.7912998083570393e-30,2.0196195061017599e-32,5.2328751973396764e-29,4.3623658313694499e-60,3.4772524777666789e-05,1.6011703819207667e-05,1.4115458926874302e-10,4.794384799967462e-08,7.1497872957161997e-14,1.5934187126301118e-08,1.2083075925155177e-14,2.5077938317995591e-20,4.3159536103282684e-21,7.7264099746530861e-18,1.5196340711789618e-25,2.6827582153210112e-27,3.1229317035986514e-16,3.0970523325812042e-33,2.2123402659900261e-26,2.0549615561484035e-34
5.049716963419634e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284476648432292,0.099965187252793603,0.099991938555124171,3.2759826012338683e-29,9.1082423888868674e-22,9.4720264906903113e-17,2.0972255026943652e-23,6.021464668532203e-19,1.625826285934916e-33,2.3288676608446316e-17,0.0,3.6852774378928682e-21,1.8737639904134791e-41,5.7272439462086666e-29,5.9133399381107671e-30,2.0621802471296441e-32,5.3116382678880031e-29,4.5195145973626888e-60,3.4796560169139458e-05,1.6122889739290178e-05,1.4115446460680687e-10,4.8278719289952531e-08,7.1497824717080898e-14,1.6045810957240125e-08,1.2175326412018918e-14,2.5653383363458297e-20,4.3763761346589837e-21,7.8892363921772584e-18,1.5593485904832377e-25,2.7711569886992125e-27,3.1668411941234482e-16,3.2232219645812257e-33,2.2608359012034279e-26,2.099842178135986e-34
5.084547999272673e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284463141137581,0.099965163700419565,0.099991882962273043,3.3909044675909285e-29,9.3071024033668224e-22,9.6704886986325931e-17,2.1559343636205586e-23,6.0635348783943911e-19,1.6713689516153417e-33,2.3450590531916135e-17,0.0,3.7365370017278321e-21,1.9141981781354597e-41,5.812831519401451e-29,6.0370823570620159e-30,2.1053347087366604e-32,5.3910000307639422e-29,4.6811865348732201e-60,3.4820000919663815e-05,1.623407544146048e-05,1.4115434126162546e-10,4.8613590052368245e-08,7.1497726503749109e-14,1.6157434611801717e-08,1.2267600679695149e-14,2.6237642236809331e-20,4.437215905397598e-21,8.0543342569763833e-18,1.5997835504782e-25,2.8617944106299296e-27,3.2110572176581705e-16,3.3535759867973579e-33,2.3100377057056461e-26,2.1453741234501385e-34
5.119379035125711e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284449691858874,0.099965140727987706,0.099991827369530537,3.5090288940835954e-29,9.5088487924598941e-22,9.871703387984008e-17,2.2158669971673359e-23,6.1056050150654404e-19,1.7178617311764777e-33,2.3612502818509314e-17,0.0,3.7881499595863326e-21,1.9552230861949977e-41,5.8990653026722522e-29,6.1625388471532717e-30,2.1490870018035512e-32,5.4709606339094625e-29,4.8474797035431785e-60,3.4842861728119332e-05,1.6345260926396405e-05,1.4115421920065231e-10,4.8948460290858624e-08,7.1497714158344206e-14,1.6269058091218583e-08,1.2359898728491474e-14,2.683078267236118e-20,4.4984798070505081e-21,8.2217192958954454e-18,1.6409461323915049e-25,2.9547099976035125e-27,3.2555797739606065e-16,3.4882215714271884e-33,2.359950855828042e-26,2.1915632383623703e-34
5.15421007097875e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284436299162547,0.099965118321162616,0.099991771776896304,3.6304223464517055e-29,9.7135027012900334e-22,1.0075689502800234e-16,2.2770402833862032e-23,6.1476750793014093e-19,1.7653177616867741e-33,2.3774413469699209e-17,0.0,3.8401162982610254e-21,1.9968433623096138e-41,5.9859454622166644e-29,6.2897211937391321e-30,2.1934412384234295e-32,5.5515202252619545e-29,5.0184936086753164e-60,3.4865156930045021e-05,1.6456446194759024e-05,1.4115409839214536e-10,4.9283330009502517e-08,7.1497680896382772e-14,1.6380681396932206e-08,1.2452220559001619e-14,2.7432872403679695e-20,4.5601628488800311e-21,8.391407240408049e-18,1.682843526237247e-25,3.049943652990713e-27,3.300408862791687e-16,3.6272678222062563e-33,2.4105805295960092e-26,2.2384155331233901e-34
5.189041106831789e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284422961650413,0.09996509646596298,0.099991716184370028,3.7551522035598017e-29,9.9210852829326828e-22,1.0282465986929002e-16,2.3394712177203716e-23,6.1897450718396768e-19,1.8137502250266804e-33,2.3936322486923127e-17,0.0,3.8924360045492212e-21,2.0390636618506123e-41,6.0734721642224503e-29,6.4186411816106611e-30,2.2384015305216316e-32,5.6326789527521878e-29,5.194329212875045e-60,3.4886900506620841e-05,1.6567631247193113e-05,1.4115397880514724e-10,4.9618199212235006e-08,7.1497565462205571e-14,1.6492304530305551e-08,1.2544566168215345e-14,2.8043979163573144e-20,4.6222615425916677e-21,8.5634138213315972e-18,1.7254829306770034e-25,3.1475356675228465e-27,3.3455444839152787e-16,3.770825794222725e-33,2.4619319067214681e-26,2.2859333723710853e-34
5.223872142684827e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284409677958853,0.099965075148753357,0.099991660591951428,3.8832867635754123e-29,1.0131617698413407e-21,1.0492051784008767e-16,2.4031769110006883e-23,6.2318149933993928e-19,1.8631724316534196e-33,2.4098229871583266e-17,0.0,3.9451090652527795e-21,2.0818886478427027e-41,6.1616455748709915e-29,6.5493105916929838e-30,2.2839719886934615e-32,5.7144369643057303e-29,5.3750889477148818e-60,3.4908106093427133e-05,1.6678816084327514e-05,1.4115386040946596e-10,4.995306790264362e-08,7.1497558489154216e-14,1.6603927492417532e-08,1.2636935556646156e-14,2.8664170684081914e-20,4.6847851271727111e-21,8.7377547643905362e-18,1.7688715528840715e-25,3.2475267197626333e-27,3.3909866370982841e-16,3.9190085137684253e-33,2.5140101686025868e-26,2.3341223569775547e-34
5.258703178537866e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284396446757959,0.099965054356235136,0.099991604999640146,4.014895250203007e-29,1.0345121116755565e-21,1.0704465837469171e-16,2.4681745894403969e-23,6.273884844681929e-19,1.9135978041568358e-33,2.4260135625047568e-17,0.0,3.9981354671780171e-21,2.1253229909636259e-41,6.2504658603391722e-29,6.6817412089037989e-30,2.3301567249463146e-32,5.7967944078447657e-29,5.5608767254213493e-60,3.492878698898759e-05,1.679000070677552e-05,1.4115374317565578e-10,5.0287936084525424e-08,7.1497547633587815e-14,1.6715550284618659e-08,1.272932872633149e-14,2.9293514696468956e-20,4.7477290244273723e-21,8.9144458007050683e-18,1.8130166084109214e-25,3.3499578765658933e-27,3.436735322110494e-16,4.07193099822574e-33,2.5668204983353642e-26,2.3829897405482511e-34
5.293534214390904e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284383266750685,0.099965034075438483,0.099991549407435931,4.1500478189593586e-29,1.056161671493403e-21,1.0919727090532597e-16,2.5344815946310883e-23,6.3159546263713237e-19,1.9650397817939485e-33,2.442203974865056e-17,0.0,4.0515151971355948e-21,2.1693713695437759e-41,6.3399331867978296e-29,6.8159448186588628e-30,2.3769598514931086e-32,5.879751431286722e-29,5.7517979505842958e-60,3.4948956163100788e-05,1.6901185115135287e-05,1.4115362707499882e-10,5.0622803761596813e-08,7.1497410120844388e-14,1.6827172908239255e-08,1.2821745673090721e-14,2.9932078931210873e-20,4.8110865511718423e-21,9.0935026621652902e-18,1.857925321059739e-25,3.4548705935342542e-27,3.4827905387242794e-16,4.2297102759900012e-33,2.6203680807018802e-26,2.4325369071542923e-34
5.328365250243943e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284370136672052,0.09996501429371428,0.099991493815338436,4.2888155633333897e-29,1.0781125677858158e-21,1.113785448621216e-16,2.6021153835389112e-23,6.3580243391347084e-19,2.0175119378218937e-33,2.4583942243694173e-17,0.0,4.1052482419404381e-21,2.2140384695658193e-41,6.4300477204126418e-29,6.9519332008143882e-30,2.4243854786255141e-32,5.9633081825451621e-29,5.9479595318886434e-60,3.4968626264966042e-05,1.7012369309990198e-05,1.411535120794871e-10,5.0957670937104802e-08,7.1497403783978985e-14,1.6938795364199214e-08,1.2914186397237546e-14,3.0579931117989677e-20,4.874869473925149e-21,9.2749410733071721e-18,1.9036049227559795e-25,3.5623067154590484e-27,3.5291522867148028e-16,4.3924654064266432e-33,2.6746581021662502e-26,2.482768946868914e-34
5.363196286096982e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284357055288348,0.099964994998725937,0.099991438223347454,4.4312705210065248e-29,1.1003669198462876e-21,1.1358866967311873e-16,2.6710935284991354e-23,6.4000939836227239e-19,2.0710279882430236e-33,2.4745843111448579e-17,0.0,4.1593345884116346e-21,2.2593289846643141e-41,6.5208096273456818e-29,7.0897181395561685e-30,2.4724377181609564e-32,6.0474648095312687e-29,6.1494698938685695e-60,3.4987809631108117e-05,1.7123553291909236e-05,1.4115339816180514e-10,5.1292537614570746e-08,7.1497425503315359e-14,1.705041765375028e-08,1.3006650902956169e-14,3.1237138985684948e-20,4.9390746320985866e-21,9.4587767645005294e-18,1.9500626534249419e-25,3.6723084767565707e-27,3.575820565859911e-16,4.5603174998626017e-33,2.7296957508969454e-26,2.5336949915045651e-34
5.39802732195002e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284344021396366,0.099964976178441939,0.099991382631462636,4.5774856801645653e-29,1.1229268477636353e-21,1.1582783476429346e-16,2.7414337172119593e-23,6.4421635604699266e-19,2.1256016284712569e-33,2.4907742353152942e-17,0.0,4.2137742233723453e-21,2.3052476161253273e-41,6.6122190737526696e-29,7.2293114212674461e-30,2.5211206827191736e-32,6.1322214601513706e-29,6.3564389886840862e-60,3.5006518293106326e-05,1.7234737061447325e-05,1.411532852953125e-10,5.1627403797542284e-08,7.149726129789871e-14,1.7162039778226632e-08,1.3099139184464312e-14,3.1903770262366778e-20,5.0036909915681723e-21,9.6450254691653098e-18,1.997305760871181e-25,3.7849185018948486e-27,3.6227953759396751e-16,4.7333897376116381e-33,2.7854862167484675e-26,2.5853152413227513e-34
5.432858357803059e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284331033822635,0.099964957821128061,0.099991327039683733,4.7275349856381853e-29,1.1457944724164262e-21,1.1809622955952943e-16,2.8131537527391105e-23,6.4842330702951938e-19,2.181246684407838e-33,2.5069639970016204e-17,0.0,4.2685671336497121e-21,2.351799072886052e-41,6.7042762257838466e-29,7.3707248247645455e-30,2.570438482299006e-32,6.2175782823077765e-29,6.5689783079200743e-60,3.5024763985132361e-05,1.7345920619145666e-05,1.4115317345402736e-10,5.1962269488934637e-08,7.1497247283529605e-14,1.7273661738384704e-08,1.3191651241121231e-14,3.2579892675288914e-20,5.0687327417543935e-21,9.8337029106907616e-18,2.0453415006606737e-25,3.90017980581209e-27,3.6700767167367224e-16,4.9118073920328825e-33,2.842034691247874e-26,2.6376334717973438e-34
5.467689393656098e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284318091422678,0.099964939915340195,0.099991271448010496,4.8814933450937854e-29,1.1689719154896957e-21,1.2039404348061192e-16,2.8862715534982142e-23,6.5263025137021014e-19,2.2379771759258285e-33,2.5231535963217824e-17,0.0,4.3237133060747812e-21,2.3989880715344248e-41,6.7969812495869332e-29,7.5139701330673881e-30,2.6203952283747719e-32,6.3035354239015808e-29,6.7872008944076995e-60,3.5042558151301945e-05,1.7457103965532129e-05,1.4115306261261019e-10,5.2297134691987257e-08,7.1497314980934629e-14,1.7385283535358519e-08,1.3284187080416318e-14,3.326557395088254e-20,5.1341996161293415e-21,1.0024824818112887e-17,2.0941771360058439e-25,4.0181357943269668e-27,3.7176645880362447e-16,5.0956978466219862e-33,2.8993463676359702e-26,2.6906616345113357e-34
5.502520429509136e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19284305193080331,0.099964922449917115,0.099991215856442647,5.0394366353978249e-29,1.1924612994653133e-21,1.2272146594727325e-16,2.9608051532583315e-23,6.5683718912793089e-19,2.2958070576241378e-33,2.5393430333908508e-17,0.0,4.3792127274824124e-21,2.4468193363087326e-41,6.8903343113037551e-29,7.6590591339047361e-30,2.6709950341037982e-32,6.3900930328295747e-29,7.0112213540682759e-60,3.5059911952844719e-05,1.7568287101121528e-05,1.4115295274634782e-10,5.2631999410136398e-08,7.1497120696007457e-14,1.749690517053096e-08,1.3376746694735142e-14,3.3960881814750521e-20,5.2000749589617616e-21,1.0218406926883773e-17,2.1438199376532406e-25,4.138830264540881e-27,3.7655589896252751e-16,5.2851906161347324e-33,2.9574264408428014e-26,2.7443989619130994e-34
5.537351465362175e-10,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928429233770701,0.099964905413973515,0.099991160264979964,5.2014417087437443e-29,1.2162647476082927e-21,1.2507868637715466e-16,3.0367727011370628e-23,6.6104412036009274e-19,2.3547503925485194e-33,2.5555323083210926e-17,0.0,4.4350653847111938e-21,2.4952975990972366e-41,6.9843355770702977e-29,7.8060036052150902e-30,2.7222420092498514e-32,6.4772512569843293e-29,7.241155867779519e-60,3.5076836275096814e-05,1.7679470026415973e-05,1.4115284383113791e-10,5.2966863645977051e-08,7.1497085562680978e-14,1.7608526644494409e-08,1.3469330081171499e-14,3.4665883991661802e-20,5.2663748242231543e-21,1.0414464959467017e-17,2.1942771837737448e-25,4.2623074052323665e-27,3.8137599212931735e-16,5.4804173667424492e-33,3.016280107454308e-26,2.7988465947381383e-34
